,timestamp,pg_views,rolling_avg,pg_view_action,pg_view_christmas,pg_view_halloween,pg_view_valentine,pg_view_comedy,pg_view_romance,horror
1279,2010-05-31 15:42:00,194,194.0,50,2,17,0,36,40,21
1280,2010-06-01 15:42:00,315,237.0,53,4,2,0,55,27,25
1281,2010-06-02 15:42:00,205,238.0,37,3,2,0,43,25,9
1282,2010-06-03 15:42:00,139,219.66666666666663,38,0,1,0,29,13,11
1283,2010-06-04 15:42:00,65,136.33333333333334,24,1,1,0,19,12,7
1284,2010-06-05 15:42:00,124,109.33333333333331,42,1,0,0,24,20,8
1285,2010-06-06 15:42:00,175,121.33333333333331,68,2,1,0,55,37,19
1286,2010-06-07 15:42:00,220,173.0,62,2,4,0,54,26,14
1287,2010-06-08 15:42:00,66,153.66666666666666,21,2,2,0,19,13,9
1288,2010-06-09 15:42:00,65,117.0,18,0,0,0,8,7,4
1289,2010-06-10 15:42:00,105,78.66666666666667,33,2,1,0,24,14,7
1290,2010-06-11 15:42:00,147,105.66666666666669,48,5,1,0,43,30,13
1291,2010-06-12 15:42:00,90,114.0,22,4,1,0,20,10,12
1292,2010-06-13 15:42:00,129,122.0,42,0,0,0,30,20,10
1293,2010-06-14 15:42:00,121,113.33333333333331,43,1,0,0,27,18,7
1294,2010-06-15 15:42:00,122,124.0,53,3,0,0,29,16,13
1295,2010-06-16 15:42:00,96,113.0,20,2,1,0,19,10,5
1296,2010-06-17 15:42:00,73,97.0,25,2,1,0,17,11,3
1297,2010-06-18 15:42:00,115,94.66666666666669,35,0,0,0,22,25,10
1298,2010-06-19 15:42:00,112,100.0,26,0,0,0,19,15,11
1299,2010-06-20 15:42:00,170,132.33333333333334,44,1,0,0,45,27,14
1300,2010-06-21 15:42:00,158,146.66666666666666,32,2,3,0,40,20,10
1301,2010-06-22 15:42:00,130,152.66666666666666,47,0,0,0,30,17,14
1302,2010-06-23 15:42:00,141,143.0,57,5,2,0,35,18,21
1303,2010-06-24 15:42:00,80,117.0,16,1,0,0,17,10,2
1304,2010-06-25 15:42:00,135,118.66666666666669,51,3,1,0,21,14,12
1305,2010-06-26 15:42:00,82,99.0,27,0,0,0,19,11,4
1306,2010-06-27 15:42:00,94,103.66666666666669,28,2,0,0,25,8,3
1307,2010-06-28 15:42:00,103,93.0,28,1,1,0,27,12,5
1308,2010-06-29 15:42:00,166,121.0,41,2,2,0,39,27,15
1309,2010-06-30 15:42:00,111,126.66666666666669,33,0,0,0,25,15,8
1310,2010-07-01 15:42:00,108,128.33333333333334,21,0,5,0,17,5,33
1311,2010-07-02 15:42:00,128,115.66666666666669,41,1,0,0,40,27,8
1312,2010-07-03 15:42:00,165,133.66666666666666,37,1,0,0,37,17,7
1313,2010-07-04 15:42:00,92,128.33333333333334,29,0,0,0,20,10,9
1314,2010-07-05 15:42:00,114,123.66666666666669,41,1,1,0,31,17,12
1315,2010-07-06 15:42:00,82,96.0,20,0,0,0,12,11,4
1316,2010-07-07 15:42:00,236,144.0,91,5,2,0,67,33,21
1317,2010-07-08 15:42:00,124,147.33333333333334,42,1,1,0,27,13,15
1318,2010-07-09 15:42:00,140,166.66666666666666,45,1,1,0,34,20,15
1319,2010-07-10 15:42:00,180,148.0,78,1,1,0,49,23,23
1320,2010-07-11 15:42:00,157,159.0,59,2,1,0,34,18,14
1321,2010-07-12 15:42:00,100,145.66666666666666,31,0,1,0,27,13,10
1322,2010-07-13 15:42:00,225,160.66666666666666,66,0,0,0,42,38,17
1323,2010-07-14 15:42:00,300,208.3333333333333,60,5,1,0,54,57,21
1324,2010-07-15 15:42:00,152,225.66666666666663,41,1,0,0,39,26,10
1325,2010-07-16 15:42:00,160,204.0,33,1,0,0,29,25,14
1326,2010-07-17 15:42:00,249,187.0,67,4,1,0,52,34,19
1327,2010-07-18 15:42:00,179,196.0,50,1,0,0,42,23,12
1328,2010-07-19 15:42:00,234,220.66666666666663,48,5,0,0,40,20,8
1329,2010-07-20 15:42:00,258,223.66666666666663,91,4,2,0,64,32,26
1330,2010-07-21 15:42:00,70,187.3333333333333,23,0,0,0,13,15,6
1331,2010-07-22 15:42:00,0,109.33333333333331,0,0,0,0,0,0,0
1332,2010-07-23 15:42:00,0,23.33333333333333,0,0,0,0,0,0,0
1333,2010-07-24 15:42:00,0,0.0,0,0,0,0,0,0,0
1334,2010-07-25 15:42:00,0,0.0,0,0,0,0,0,0,0
1335,2010-07-26 15:42:00,0,0.0,0,0,0,0,0,0,0
1336,2010-07-27 15:42:00,0,0.0,0,0,0,0,0,0,0
1337,2010-07-28 15:42:00,0,0.0,0,0,0,0,0,0,0
1338,2010-07-29 15:42:00,113,37.66666666666666,28,3,1,0,16,11,12
1339,2010-07-30 15:42:00,237,116.66666666666669,70,4,2,0,45,32,14
1340,2010-07-31 15:42:00,171,173.66666666666663,48,1,0,0,33,24,15
1341,2010-08-01 15:42:00,147,185.0,28,2,1,0,29,20,9
1342,2010-08-02 15:42:00,186,168.0,44,1,0,0,32,34,12
1343,2010-08-03 15:42:00,209,180.66666666666663,49,0,0,0,51,20,16
1344,2010-08-04 15:42:00,176,190.3333333333333,44,2,1,0,29,28,13
1345,2010-08-05 15:42:00,285,223.3333333333333,52,3,1,0,46,28,18
1346,2010-08-06 15:42:00,256,239.0,55,4,2,0,52,43,18
1347,2010-08-07 15:42:00,186,242.3333333333333,52,2,1,0,33,22,24
1348,2010-08-08 15:42:00,205,215.66666666666663,54,3,2,0,49,35,21
1349,2010-08-09 15:42:00,144,178.33333333333337,28,1,0,0,31,23,8
1350,2010-08-10 15:42:00,174,174.33333333333337,45,6,2,0,32,18,10
1351,2010-08-11 15:42:00,146,154.66666666666666,41,1,0,0,31,21,15
1352,2010-08-12 15:42:00,198,172.66666666666663,47,4,3,0,43,29,15
1353,2010-08-13 15:42:00,192,178.66666666666663,46,1,0,0,30,20,9
1354,2010-08-14 15:42:00,155,181.66666666666663,52,2,4,0,39,34,15
1355,2010-08-15 15:42:00,130,159.0,37,1,2,0,35,14,15
1356,2010-08-16 15:42:00,64,116.33333333333331,23,0,0,0,20,12,3
1357,2010-08-17 15:42:00,0,64.66666666666667,0,0,0,0,0,0,0
1358,2010-08-18 15:42:00,0,21.33333333333333,0,0,0,0,0,0,0
1359,2010-08-19 15:42:00,0,0.0,0,0,0,0,0,0,0
1360,2010-08-20 15:42:00,0,0.0,0,0,0,0,0,0,0
1361,2010-08-21 15:42:00,0,0.0,0,0,0,0,0,0,0
1362,2010-08-22 15:42:00,0,0.0,0,0,0,0,0,0,0
1363,2010-08-23 15:42:00,0,0.0,0,0,0,0,0,0,0
1364,2010-08-24 15:42:00,0,0.0,0,0,0,0,0,0,0
1365,2010-08-25 15:42:00,0,0.0,0,0,0,0,0,0,0
1366,2010-08-26 15:42:00,0,0.0,0,0,0,0,0,0,0
1367,2010-08-27 15:42:00,0,0.0,0,0,0,0,0,0,0
1368,2010-08-28 15:42:00,0,0.0,0,0,0,0,0,0,0
1369,2010-08-29 15:42:00,0,0.0,0,0,0,0,0,0,0
1370,2010-08-30 15:42:00,96,32.0,23,1,0,0,16,20,4
1371,2010-08-31 15:42:00,215,103.66666666666669,49,1,0,0,47,37,19
1372,2010-09-01 15:42:00,241,184.0,57,4,0,0,43,36,14
1373,2010-09-02 15:42:00,76,177.33333333333337,10,3,0,0,14,13,1
1374,2010-09-03 15:42:00,187,168.0,42,2,2,0,35,29,12
1375,2010-09-04 15:42:00,198,153.66666666666666,38,1,1,0,40,21,11
1376,2010-09-05 15:42:00,174,186.3333333333333,42,4,2,0,28,22,12
1377,2010-09-06 15:42:00,233,201.66666666666663,74,4,1,0,51,39,18
1378,2010-09-07 15:42:00,148,185.0,39,4,0,0,43,15,3
1379,2010-09-08 15:42:00,243,208.0,75,6,6,0,67,49,11
1380,2010-09-09 15:42:00,87,159.33333333333334,25,1,0,0,15,8,9
1381,2010-09-10 15:42:00,156,162.0,39,1,1,0,39,13,11
1382,2010-09-11 15:42:00,243,162.0,53,4,4,0,44,28,23
1383,2010-09-12 15:42:00,257,218.66666666666663,39,5,0,0,64,35,10
1384,2010-09-13 15:42:00,143,214.3333333333333,34,1,0,0,27,23,9
1385,2010-09-14 15:42:00,41,147.0,8,1,1,0,5,6,1
1386,2010-09-15 15:42:00,0,61.33333333333334,0,0,0,0,0,0,0
1387,2010-09-16 15:42:00,0,13.666666666666664,0,0,0,0,0,0,0
1388,2010-09-17 15:42:00,194,64.66666666666667,52,2,1,0,41,28,18
1389,2010-09-18 15:42:00,366,186.66666666666663,129,8,3,0,64,48,37
1390,2010-09-19 15:42:00,387,315.6666666666667,148,1,3,0,116,49,46
1391,2010-09-20 15:42:00,300,351.0,99,4,2,0,50,45,43
1392,2010-09-21 15:42:00,240,309.0,85,1,0,0,56,33,19
1393,2010-09-22 15:42:00,236,258.6666666666667,81,0,4,0,49,34,33
1394,2010-09-23 15:42:00,243,239.66666666666663,72,4,0,0,54,31,29
1395,2010-09-24 15:42:00,319,266.0,108,3,2,0,72,44,41
1396,2010-09-25 15:42:00,319,293.6666666666667,77,1,2,0,65,39,25
1397,2010-09-26 15:42:00,282,306.6666666666667,68,5,2,0,46,51,9
1398,2010-09-27 15:42:00,208,269.6666666666667,52,5,2,0,45,31,17
1399,2010-09-28 15:42:00,207,232.3333333333333,48,3,3,0,42,18,23
1400,2010-09-29 15:42:00,83,166.0,22,1,0,0,14,11,7
1401,2010-09-30 15:42:00,0,96.66666666666669,0,0,0,0,0,0,0
1402,2010-10-01 15:42:00,0,27.66666666666667,0,0,0,0,0,0,0
1403,2010-10-02 15:42:00,0,0.0,0,0,0,0,0,0,0
1404,2010-10-03 15:42:00,0,0.0,0,0,0,0,0,0,0
1405,2010-10-04 15:42:00,0,0.0,0,0,0,0,0,0,0
1406,2010-10-05 15:42:00,0,0.0,0,0,0,0,0,0,0
1407,2010-10-06 15:42:00,0,0.0,0,0,0,0,0,0,0
1408,2010-10-07 15:42:00,0,0.0,0,0,0,0,0,0,0
1409,2010-10-08 15:42:00,0,0.0,0,0,0,0,0,0,0
1410,2010-10-09 15:42:00,0,0.0,0,0,0,0,0,0,0
1411,2010-10-10 15:42:00,0,0.0,0,0,0,0,0,0,0
1412,2010-10-11 15:42:00,0,0.0,0,0,0,0,0,0,0
1413,2010-10-12 15:42:00,139,46.33333333333334,35,4,1,0,32,15,4
1414,2010-10-13 15:42:00,130,89.66666666666669,35,0,2,0,30,16,6
1415,2010-10-14 15:42:00,125,131.33333333333334,27,3,2,0,23,16,8
1416,2010-10-15 15:42:00,222,159.0,69,2,3,0,47,25,20
1417,2010-10-16 15:42:00,278,208.3333333333333,73,1,0,0,48,32,19
1418,2010-10-17 15:42:00,204,234.66666666666663,65,0,1,0,46,32,22
1419,2010-10-18 15:42:00,226,236.0,88,2,0,0,54,29,22
1420,2010-10-19 15:42:00,127,185.66666666666663,28,2,1,0,29,17,11
1421,2010-10-20 15:42:00,222,191.66666666666663,67,4,0,0,60,43,21
1422,2010-10-21 15:42:00,242,197.0,64,2,4,0,68,41,24
1423,2010-10-22 15:42:00,228,230.66666666666663,54,3,0,0,53,32,12
1424,2010-10-23 15:42:00,294,254.66666666666663,69,1,3,0,40,37,22
1425,2010-10-24 15:42:00,152,224.66666666666663,33,2,1,0,29,12,4
1426,2010-10-25 15:42:00,206,217.3333333333333,60,3,1,0,40,23,16
1427,2010-10-26 15:42:00,256,204.66666666666663,75,3,2,0,59,40,24
1428,2010-10-27 15:42:00,225,229.0,51,0,4,0,47,22,28
1429,2010-10-28 15:42:00,219,233.3333333333333,44,2,2,0,51,32,7
1430,2010-10-29 15:42:00,330,258.0,69,3,1,0,64,43,20
1431,2010-10-30 15:42:00,233,260.6666666666667,54,1,4,0,45,37,16
1432,2010-10-31 15:42:00,267,276.6666666666667,48,4,1,0,48,41,20
1433,2010-11-01 15:42:00,270,256.6666666666667,40,2,1,0,38,42,12
1434,2010-11-02 15:42:00,397,311.3333333333333,53,1,3,0,50,44,15
1435,2010-11-03 15:42:00,178,281.6666666666667,43,2,1,0,21,19,10
1436,2010-11-04 15:42:00,137,237.3333333333333,15,3,1,0,22,9,8
1437,2010-11-05 15:42:00,211,175.33333333333337,39,2,1,0,20,25,18
1438,2010-11-06 15:42:00,285,211.0,72,5,4,0,63,41,20
1439,2010-11-07 15:42:00,214,236.66666666666663,59,2,1,0,55,30,12
1440,2010-11-08 15:42:00,201,233.3333333333333,61,0,1,0,59,31,16
1441,2010-11-09 15:42:00,226,213.66666666666663,56,4,4,0,58,40,11
1442,2010-11-10 15:42:00,176,201.0,44,2,1,0,39,36,11
1443,2010-11-11 15:42:00,162,188.0,36,1,1,0,33,26,11
1444,2010-11-12 15:42:00,187,175.0,49,1,3,0,47,37,16
1445,2010-11-13 15:42:00,214,187.66666666666663,48,2,0,0,52,33,17
1446,2010-11-14 15:42:00,206,202.3333333333333,47,4,3,0,45,30,15
1447,2010-11-15 15:42:00,189,203.0,49,3,1,0,55,24,11
1448,2010-11-16 15:42:00,125,173.33333333333337,41,2,1,0,29,15,14
1449,2010-11-17 15:42:00,154,156.0,40,3,3,0,24,25,15
1450,2010-11-18 15:42:00,111,130.0,25,2,0,0,16,20,9
1451,2010-11-19 15:42:00,256,173.66666666666663,86,6,0,0,64,57,21
1452,2010-11-20 15:42:00,229,198.66666666666663,56,3,1,0,53,34,12
1453,2010-11-21 15:42:00,181,222.0,58,1,2,0,37,39,15
1454,2010-11-22 15:42:00,131,180.3333333333333,37,2,0,0,22,23,4
1455,2010-11-23 15:42:00,227,179.66666666666663,82,1,0,0,68,39,20
1456,2010-11-24 15:42:00,200,186.0,52,1,0,0,35,35,17
1457,2010-11-25 15:42:00,216,214.3333333333333,56,2,1,0,51,34,24
1458,2010-11-26 15:42:00,180,198.66666666666663,41,2,0,0,58,42,9
1459,2010-11-27 15:42:00,420,272.0,126,4,2,0,86,65,39
1460,2010-11-28 15:42:00,225,275.0,62,2,3,0,48,44,24
1461,2010-11-29 15:42:00,106,250.3333333333333,23,1,0,0,25,21,4
1462,2010-11-30 15:42:00,118,149.66666666666666,40,0,1,0,26,17,17
1463,2010-12-01 15:42:00,140,121.33333333333331,42,0,1,0,32,13,11
1464,2010-12-02 15:42:00,115,124.33333333333331,29,2,1,0,31,15,6
1465,2010-12-03 15:42:00,131,128.66666666666666,37,0,0,0,40,20,9
1466,2010-12-04 15:42:00,347,197.66666666666663,95,5,2,0,84,51,24
1467,2010-12-05 15:42:00,209,229.0,49,3,3,0,39,38,13
1468,2010-12-06 15:42:00,196,250.66666666666663,85,0,0,0,25,60,16
1469,2010-12-07 15:42:00,139,181.3333333333333,45,0,0,0,30,32,14
1470,2010-12-08 15:42:00,116,150.33333333333334,26,4,2,0,22,21,6
1471,2010-12-09 15:42:00,107,120.66666666666669,27,4,0,0,20,15,2
1472,2010-12-10 15:42:00,243,155.33333333333334,53,2,0,0,34,21,7
1473,2010-12-11 15:42:00,120,156.66666666666666,17,7,2,0,19,18,4
1474,2010-12-12 15:42:00,259,207.3333333333333,75,3,3,0,56,53,22
1475,2010-12-13 15:42:00,161,180.0,40,5,2,0,18,16,17
1476,2010-12-14 15:42:00,150,190.0,32,1,1,0,24,16,4
1477,2010-12-15 15:42:00,190,167.0,34,3,0,0,42,25,17
1478,2010-12-16 15:42:00,123,154.33333333333334,37,3,1,0,33,27,10
1479,2010-12-17 15:42:00,162,158.33333333333334,41,1,0,0,28,16,14
1480,2010-12-18 15:42:00,222,169.0,55,2,1,0,52,33,21
1481,2010-12-19 15:42:00,162,182.0,43,2,0,0,40,21,6
1482,2010-12-20 15:42:00,210,198.0,46,3,0,0,45,25,12
1483,2010-12-21 15:42:00,165,179.0,53,6,1,0,34,18,14
1484,2010-12-22 15:42:00,163,179.33333333333337,29,5,1,0,35,26,4
1485,2010-12-23 15:42:00,93,140.33333333333334,22,3,0,0,27,17,4
1486,2010-12-24 15:42:00,118,124.66666666666669,14,2,0,0,24,10,5
1487,2010-12-25 15:42:00,221,144.0,61,2,0,0,58,40,13
1488,2010-12-26 15:42:00,196,178.33333333333337,41,4,0,0,40,31,6
1489,2010-12-27 15:42:00,177,198.0,50,3,0,0,34,27,11
1490,2010-12-28 15:42:00,215,196.0,61,2,1,0,57,38,14
1491,2010-12-29 15:42:00,246,212.66666666666663,80,1,1,0,63,35,25
1492,2010-12-30 15:42:00,164,208.3333333333333,36,0,1,0,26,26,9
1493,2010-12-31 15:42:00,164,191.3333333333333,40,1,1,0,34,26,10
1494,2011-01-01 15:42:00,261,196.3333333333333,51,4,1,0,57,25,10
1495,2011-01-02 15:42:00,260,228.3333333333333,64,1,3,0,53,32,23
1496,2011-01-03 15:42:00,186,235.66666666666663,43,1,1,0,25,19,11
1497,2011-01-04 15:42:00,236,227.3333333333333,50,4,4,0,40,26,13
1498,2011-01-05 15:42:00,200,207.3333333333333,51,2,2,0,37,28,6
1499,2011-01-06 15:42:00,149,195.0,46,1,0,0,41,21,11
1500,2011-01-07 15:42:00,0,116.33333333333331,0,0,0,0,0,0,0
1501,2011-01-08 15:42:00,0,49.66666666666666,0,0,0,0,0,0,0
1502,2011-01-09 15:42:00,0,0.0,0,0,0,0,0,0,0
1503,2011-01-10 15:42:00,51,17.0,13,0,1,0,8,4,5
1504,2011-01-11 15:42:00,231,94.0,79,2,1,0,55,38,12
1505,2011-01-12 15:42:00,129,137.0,40,3,0,0,26,27,9
1506,2011-01-13 15:42:00,125,161.66666666666666,30,0,0,0,40,20,4
1507,2011-01-14 15:42:00,210,154.66666666666666,58,3,3,0,50,23,22
1508,2011-01-15 15:42:00,220,185.0,47,2,2,0,44,37,13
1509,2011-01-16 15:42:00,145,191.66666666666663,32,1,0,0,34,21,9
1510,2011-01-17 15:42:00,126,163.66666666666666,43,2,0,0,28,14,8
1511,2011-01-18 15:42:00,116,129.0,35,1,1,0,32,15,7
1512,2011-01-19 15:42:00,173,138.33333333333334,42,2,3,0,43,36,9
1513,2011-01-20 15:42:00,264,184.3333333333333,54,2,0,0,46,47,13
1514,2011-01-21 15:42:00,376,271.0,58,6,4,0,58,55,11
1515,2011-01-22 15:42:00,317,319.0,71,1,1,0,63,36,17
1516,2011-01-23 15:42:00,332,341.6666666666667,69,3,1,0,56,48,10
1517,2011-01-24 15:42:00,382,343.66666666666674,76,1,4,0,64,38,23
1518,2011-01-25 15:42:00,172,295.3333333333333,39,3,2,0,35,17,19
1519,2011-01-26 15:42:00,187,247.0,33,0,1,0,34,21,9
1520,2011-01-27 15:42:00,166,175.0,37,1,1,0,36,20,9
1521,2011-01-28 15:42:00,174,175.66666666666663,31,1,1,0,21,18,12
1522,2011-01-29 15:42:00,282,207.3333333333333,64,6,1,0,48,44,14
1523,2011-01-30 15:42:00,169,208.3333333333333,35,1,3,0,29,17,8
1524,2011-01-31 15:42:00,144,198.3333333333333,27,3,0,0,25,15,3
1525,2011-02-01 15:42:00,128,147.0,31,0,5,0,29,21,13
1526,2011-02-02 15:42:00,142,138.0,41,3,2,0,23,12,14
1527,2011-02-03 15:42:00,202,157.33333333333334,57,2,0,0,32,26,15
1528,2011-02-04 15:42:00,219,187.66666666666663,61,1,1,0,35,31,17
1529,2011-02-05 15:42:00,328,249.66666666666663,83,4,0,0,65,50,30
1530,2011-02-06 15:42:00,162,236.3333333333333,51,0,0,0,31,22,19
1531,2011-02-07 15:42:00,111,200.3333333333333,38,0,0,0,26,17,14
1532,2011-02-08 15:42:00,47,106.66666666666669,11,0,0,0,7,3,4
1533,2011-02-09 15:42:00,166,108.0,40,1,1,0,26,23,12
1534,2011-02-10 15:42:00,170,127.66666666666669,50,3,2,0,44,28,12
1535,2011-02-11 15:42:00,188,174.66666666666663,53,1,1,0,38,24,10
1536,2011-02-12 15:42:00,260,206.0,71,2,2,0,64,33,20
1537,2011-02-13 15:42:00,207,218.3333333333333,37,2,0,0,42,37,13
1538,2011-02-14 15:42:00,186,217.66666666666663,45,0,2,0,41,29,19
1539,2011-02-15 15:42:00,213,202.0,62,0,3,0,40,26,9
1540,2011-02-16 15:42:00,164,187.66666666666663,40,1,1,0,40,29,9
1541,2011-02-17 15:42:00,160,179.0,31,0,1,0,36,19,17
1542,2011-02-18 15:42:00,201,175.0,52,1,0,0,56,38,11
1543,2011-02-19 15:42:00,313,224.66666666666663,63,1,0,0,55,45,25
1544,2011-02-20 15:42:00,169,227.66666666666663,53,1,3,0,41,22,9
1545,2011-02-21 15:42:00,138,206.66666666666663,37,1,0,0,27,20,9
1546,2011-02-22 15:42:00,130,145.66666666666666,21,0,1,0,25,19,4
1547,2011-02-23 15:42:00,161,143.0,34,3,0,0,37,15,5
1548,2011-02-24 15:42:00,407,232.66666666666663,119,8,6,0,96,51,32
1549,2011-02-25 15:42:00,115,227.66666666666663,27,0,1,0,20,19,7
1550,2011-02-26 15:42:00,287,269.6666666666667,83,3,1,0,50,31,26
1551,2011-02-27 15:42:00,163,188.3333333333333,42,0,1,0,28,14,14
1552,2011-02-28 15:42:00,171,207.0,51,1,0,0,39,27,10
1553,2011-03-01 15:42:00,151,161.66666666666666,41,3,2,0,39,27,20
1554,2011-03-02 15:42:00,299,207.0,84,3,2,0,64,46,44
1555,2011-03-03 15:42:00,197,215.66666666666663,50,2,1,0,40,20,14
1556,2011-03-04 15:42:00,206,234.0,41,0,0,0,39,35,6
1557,2011-03-05 15:42:00,250,217.66666666666663,59,0,2,0,35,36,23
1558,2011-03-06 15:42:00,254,236.66666666666663,53,3,2,0,41,34,16
1559,2011-03-07 15:42:00,138,214.0,32,0,0,0,21,15,4
1560,2011-03-08 15:42:00,222,204.66666666666663,43,1,1,0,44,26,15
1561,2011-03-09 15:42:00,134,164.66666666666666,36,0,0,0,45,32,17
1562,2011-03-10 15:42:00,206,187.3333333333333,31,2,1,0,49,31,6
1563,2011-03-11 15:42:00,174,171.33333333333334,29,0,0,0,23,28,5
1564,2011-03-12 15:42:00,151,177.0,42,0,1,0,37,15,13
1565,2011-03-13 15:42:00,265,196.66666666666663,71,4,6,0,52,38,14
1566,2011-03-14 15:42:00,203,206.3333333333333,43,3,1,0,47,30,9
1567,2011-03-15 15:42:00,103,190.3333333333333,19,1,0,0,11,15,7
1568,2011-03-16 15:42:00,189,165.0,44,1,1,0,45,33,12
1569,2011-03-17 15:42:00,194,162.0,49,4,2,0,23,19,13
1570,2011-03-18 15:42:00,182,188.3333333333333,36,3,1,0,29,23,11
1571,2011-03-19 15:42:00,272,216.0,51,4,3,0,63,38,11
1572,2011-03-20 15:42:00,167,207.0,47,5,3,0,52,24,9
1573,2011-03-21 15:42:00,150,196.3333333333333,61,2,0,0,25,24,14
1574,2011-03-22 15:42:00,221,179.33333333333337,74,1,1,0,51,41,28
1575,2011-03-23 15:42:00,213,194.66666666666663,56,7,1,0,48,19,13
1576,2011-03-24 15:42:00,279,237.66666666666663,87,5,2,0,64,43,21
1577,2011-03-25 15:42:00,258,250.0,58,2,5,0,58,28,17
1578,2011-03-26 15:42:00,169,235.3333333333333,46,1,0,0,32,19,16
1579,2011-03-27 15:42:00,138,188.3333333333333,35,2,0,0,31,25,10
1580,2011-03-28 15:42:00,74,127.0,24,0,2,0,14,13,8
1581,2011-03-29 15:42:00,260,157.33333333333334,65,1,2,0,49,39,14
1582,2011-03-30 15:42:00,272,202.0,67,3,0,0,74,53,18
1583,2011-03-31 15:42:00,193,241.66666666666663,47,1,3,0,46,31,14
1584,2011-04-01 15:42:00,173,212.66666666666663,34,1,1,0,35,24,10
1585,2011-04-02 15:42:00,309,225.0,67,2,1,0,53,37,14
1586,2011-04-03 15:42:00,207,229.66666666666663,46,1,1,0,40,43,6
1587,2011-04-04 15:42:00,121,212.3333333333333,17,2,0,0,28,15,11
1588,2011-04-05 15:42:00,162,163.33333333333334,38,3,1,0,21,17,11
1589,2011-04-06 15:42:00,137,140.0,35,5,1,0,26,18,11
1590,2011-04-07 15:42:00,193,164.0,29,1,2,0,35,26,14
1591,2011-04-08 15:42:00,197,175.66666666666663,23,2,0,0,42,24,11
1592,2011-04-09 15:42:00,237,209.0,66,0,3,0,47,29,22
1593,2011-04-10 15:42:00,217,217.0,54,1,1,0,48,43,11
1594,2011-04-11 15:42:00,136,196.66666666666663,36,0,0,0,25,24,4
1595,2011-04-12 15:42:00,256,203.0,75,0,2,0,47,26,11
1596,2011-04-13 15:42:00,195,195.66666666666663,47,2,3,0,33,20,15
1597,2011-04-14 15:42:00,235,228.66666666666663,71,1,0,0,63,40,14
1598,2011-04-15 15:42:00,187,205.66666666666663,61,2,1,0,44,30,17
1599,2011-04-16 15:42:00,317,246.3333333333333,40,1,2,0,70,53,16
1600,2011-04-17 15:42:00,187,230.3333333333333,54,3,4,0,45,27,11
1601,2011-04-18 15:42:00,170,224.66666666666663,45,1,7,0,36,29,18
1602,2011-04-19 15:42:00,198,185.0,82,5,4,0,45,37,15
1603,2011-04-20 15:42:00,202,190.0,44,0,1,0,61,29,16
1604,2011-04-21 15:42:00,188,196.0,59,0,3,0,54,32,7
1605,2011-04-22 15:42:00,133,174.33333333333337,31,1,5,0,28,23,5
1606,2011-04-23 15:42:00,187,169.33333333333334,53,1,0,0,36,20,13
1607,2011-04-24 15:42:00,234,184.66666666666663,50,2,3,0,49,39,10
1608,2011-04-25 15:42:00,166,195.66666666666663,33,1,1,0,37,33,7
1609,2011-04-26 15:42:00,89,163.0,16,1,0,0,11,13,5
1610,2011-04-27 15:42:00,205,153.33333333333334,54,3,0,0,43,32,17
1611,2011-04-28 15:42:00,130,141.33333333333334,25,1,2,0,12,20,7
1612,2011-04-29 15:42:00,192,175.66666666666663,36,2,3,0,31,31,14
1613,2011-04-30 15:42:00,197,173.0,49,1,0,0,35,38,16
1614,2011-05-01 15:42:00,164,184.3333333333333,43,4,2,0,32,21,16
1615,2011-05-02 15:42:00,163,174.66666666666663,44,11,0,0,44,29,7
1616,2011-05-03 15:42:00,180,169.0,42,5,2,0,36,30,13
1617,2011-05-04 15:42:00,253,198.66666666666663,76,3,1,0,61,46,19
1618,2011-05-05 15:42:00,205,212.66666666666663,43,3,0,0,56,28,12
1619,2011-05-06 15:42:00,202,220.0,44,4,3,0,27,22,8
1620,2011-05-07 15:42:00,194,200.3333333333333,34,0,0,0,46,25,16
1621,2011-05-08 15:42:00,294,230.0,58,0,0,0,47,33,13
1622,2011-05-09 15:42:00,174,220.66666666666663,42,3,0,0,53,33,7
1623,2011-05-10 15:42:00,107,191.66666666666663,55,0,0,0,27,16,10
1624,2011-05-11 15:42:00,96,125.66666666666669,20,3,1,0,22,12,8
1625,2011-05-12 15:42:00,182,128.33333333333334,59,1,0,0,42,23,15
1626,2011-05-13 15:42:00,302,193.3333333333333,68,5,3,0,52,40,19
1627,2011-05-14 15:42:00,216,233.3333333333333,62,2,2,0,37,29,12
1628,2011-05-15 15:42:00,222,246.66666666666663,58,3,1,0,52,27,11
1629,2011-05-16 15:42:00,184,207.3333333333333,55,1,1,0,46,32,8
1630,2011-05-17 15:42:00,167,191.0,61,0,0,0,35,27,20
1631,2011-05-18 15:42:00,197,182.66666666666663,42,3,2,0,43,31,11
1632,2011-05-19 15:42:00,139,167.66666666666666,39,1,1,0,24,19,13
1633,2011-05-20 15:42:00,187,174.33333333333337,34,2,2,0,38,29,11
1634,2011-05-21 15:42:00,145,157.0,56,0,0,0,31,17,11
1635,2011-05-22 15:42:00,190,174.0,57,4,1,0,44,22,18
1636,2011-05-23 15:42:00,271,202.0,89,2,1,0,66,42,19
1637,2011-05-24 15:42:00,122,194.3333333333333,27,3,0,0,22,20,9
1638,2011-05-25 15:42:00,113,168.66666666666666,35,2,0,0,27,16,9
1639,2011-05-26 15:42:00,142,125.66666666666669,34,0,1,0,24,16,12
1640,2011-05-27 15:42:00,177,144.0,52,3,1,0,26,23,7
