,unnamed: 0,unnamed: 0,mth_day,beautifully filmed,beautifully filmed_norm,beautifully filmed_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.316363119594994,-0.915700805822508,
2,2,2,01-03,0.4723493735474961,-0.01108843797188175,
3,3,3,01-04,0.44071262105130943,-0.19455971740522252,
4,4,4,01-05,0.26464210093460305,-1.2156469355133304,-0.7007578513359519
5,5,5,01-06,0.255951776125689,-1.2660448077846689,-0.6535750676632418
6,6,6,01-07,0.3705410300128657,-0.6015064035180997,-0.8180783852806616
7,7,7,01-08,0.3651787179952977,-0.6326041037862472,-0.7235893094087572
8,8,8,01-09,0.3021532286139321,-0.9981083436764008,-0.4338932774668507
9,9,9,01-10,0.5384716005336189,0.3723747378262044,-0.2415809539118462
10,10,10,01-11,0.5643633986760292,0.5225292561381086,-0.143613648804272
11,11,11,01-12,0.4549192897681738,-0.11217086645464194,-0.10471420607955782
12,12,12,01-13,0.4718986068710831,-0.01370257287265456,0.04205446311754165
13,13,13,01-14,0.4054243208664051,-0.39920744743796216,-0.06143903284040252
14,14,14,01-15,0.4540009971341378,-0.11749632849380387,-0.3183084472390078
15,15,15,01-16,0.4313965926076129,-0.2485862379214607,-0.2888198536342154
16,16,16,01-17,0.2986047214944619,-1.018687230253523,-0.21577574157398732
17,17,17,01-18,0.4854283702155383,0.06476069517411218,0.0009649061901353488
18,18,18,01-19,0.5474704947989507,0.4245620994887138,-0.09111344146735716
19,19,19,01-20,0.6296655290932653,0.9012364391467742,-0.07543194355077734
20,20,20,01-21,0.3587361719006181,-0.6699664144387589,0.019014959782145662
21,21,21,01-22,0.4476207668725519,-0.15449725042198173,-0.09501040475950312
22,22,22,01-23,0.3963200690083669,-0.452005810255985,-0.2341597259692877
23,23,23,01-24,0.3674570262286261,-0.6193914920757806,-0.6248907844174539
24,24,24,01-25,0.4035057506039091,-0.4103338277699933,-0.5139713227702074
25,25,25,01-26,0.2254127710525548,-1.4431499115422242,-0.3928681405466811
26,26,26,01-27,0.473494129635986,-0.004449644555279444,-0.21236076091322234
27,27,27,01-28,0.5729148645974751,0.572121842919176,-0.1461868391504095
28,28,28,01-29,0.5830741150095691,0.6310384675447677,0.16092647275194868
29,29,29,01-30,0.4359209729884048,-0.22234796149890326,0.4021444317522993
30,30,30,01-31,0.7212470733966938,1.4323460436441555,0.3935979975777433
31,31,31,02-01,0.4749783561435558,0.004157842459879072,0.49540265637691
32,32,32,02-02,0.4646519362352381,-0.05572824960261523,0.3698142796967716
33,33,33,02-03,0.6782425912041281,1.182949795714176,0.47763947559259706
34,34,34,02-04,0.4531396074932269,-0.12249179253606307,0.14244312515536647
35,35,35,02-05,0.5474775843319839,0.4246032138760499,0.3436199287055228
36,36,36,02-06,0.3744508660831492,-0.5788320589792282,0.288766052655655
37,37,37,02-07,0.6831171153503657,1.2112186637608169,-0.03314449110912596
38,38,38,02-08,0.4078997784455496,-0.3848515059018215,0.02052822554231196
39,39,39,02-09,0.3451919612487395,-0.7485134668745098,-0.10411732719695199
40,40,40,02-10,0.5086697304992015,0.19954450737256446,-0.21975927514361893
41,41,41,02-11,0.4185185282680015,-0.32327010255953376,-0.5471285902868567
42,42,42,02-12,0.2548069949552492,-1.2726837466592298,-0.631428804728675
43,43,43,02-13,0.3444188069278005,-0.7529972270986097,-0.5686586655409149
44,44,44,02-14,0.32068225771178593,-0.8906527925527313,-0.4066442724407569
45,45,45,02-15,0.4101343336059077,-0.3718926317479497,-0.2943729473468925
46,46,46,02-16,0.676290818807745,1.171630865973513,-0.17183395263939386
47,47,47,02-17,0.5346751322460308,0.35035784800365244,0.1085048619901182
48,48,48,02-18,0.3815865931135916,-0.5374497784142381,-0.004650278640453903
49,49,49,02-19,0.6344590700436582,0.9290356606784628,-0.08166989693219136
50,50,50,02-20,0.20361125273954764,-1.5695836363361642,-0.1908550500095233
51,51,51,02-21,0.33044936246147033,-0.8340103414983744,-0.1245261485504554
52,52,52,02-22,0.5633271873935713,0.5165199475095213,-0.20959516930622146
53,53,53,02-23,0.6032994219534633,0.7483312567580599,-0.3824048818667909
54,54,54,02-24,0.2935736606353742,-1.0478639029488346,-0.1149852302542948
55,55,55,02-25,0.4556690777756135,-0.10782261468495362,-0.023978664150696643
56,56,56,02-26,0.48028527027987206,0.03493427333881253,-0.19152794393249653
57,57,57,02-27,0.42460531590245904,-0.2879709448767855,-0.20706635415486205
58,58,58,02-28,0.3899796712566823,-0.4887757311812782,0.08233757485477078
59,59,59,02-29,0.5872232870976709,0.6551007954238669,-0.11488768579601452
60,60,60,03-01,0.5929927468851611,0.6885596711089623,-0.3402709457409761
61,61,61,03-02,0.2516186091744474,-1.291174178589665,-0.30061163317464146
62,62,62,03-03,0.2471023622949829,-1.3173652863309568,-0.3594771571978248
63,63,63,03-04,0.4656370847887459,-0.05001506947877744,-0.5589553016818499
64,64,64,03-05,0.3290770377818969,-0.8419688753203782,-0.6495169295174279
65,65,65,03-06,0.3808419710160162,-0.5417680714802843,-0.5804275651234008
66,66,66,03-07,0.4992971293148846,0.14518990409549454,-0.5475112751164093
67,67,67,03-08,0.3230988908251833,-0.8766379922255029,-0.6542687042381752
68,68,68,03-09,0.2811577585377144,-1.1198675462890075,-0.6108884889699927
69,69,69,03-10,0.35518519152176964,-0.6905596442093728,-0.6139184408996914
70,70,70,03-11,0.3739584755058676,-0.5816875837112837,-0.6327280462891881
71,71,71,03-12,0.3777071641000364,-0.5599477830584759,-0.4057311940749158
72,72,72,03-13,0.4798365958047998,0.032332271758514775,-0.12664253549632687
73,73,73,03-14,0.5579512313036467,0.4853431210601304,-0.14719164859489345
74,74,74,03-15,0.5699046025085107,0.5546644051825262,-0.12321300158955355
75,75,75,03-16,0.3339249526291196,-0.8138543228007722,-0.046507361660227065
76,76,76,03-17,0.3987669312874271,-0.4378157016792444,-0.02331232868013304
77,77,77,03-18,0.45706729129817003,-0.0997139434825169,0.06031380624625835
78,78,78,03-19,0.5038343196926544,0.17150246963907892,0.4750407450284755
79,79,79,03-20,0.6444713452217548,0.9870999306184788,0.5794897345158119
80,80,80,03-21,0.9989836460387372,3.0430260378758294,1.1357256816254142
81,81,81,03-22,0.4419885200417476,-0.187160385876754,1.3692824472486755
82,82,82,03-23,0.9742520658285632,2.8995999809783704,2.0609183563516016
83,83,83,03-24,0.6987065585661858,1.3016266502570506,2.362240947766606
84,84,84,03-25,1.2194050883059782,4.3213179242566335,1.8395374331428085
85,85,85,03-26,0.9562215529561338,2.795035479108505,2.321571781295257
86,86,86,03-27,0.4581913725413022,-0.09319504986695568,1.967458919528544
87,87,87,03-28,0.9407042235870636,2.7050457030379365,1.8942456978138384
88,88,88,03-29,0.6078847194614132,0.7749228103780934,1.1321760503693559
89,89,89,03-30,0.6229597087489169,0.8623473199688177,0.7512095370925831
90,90,90,03-31,0.43096314048111184,-0.2510999604102611,0.8180394100740175
91,91,91,04-01,0.5620712534510368,0.5092363994478691,0.3653648812882289
92,92,92,04-02,0.5273339704692811,0.30778418802165025,0.2773174734356129
93,93,93,04-03,0.4723643698697279,-0.011001469676794813,0.1929539055238675
94,94,94,04-04,0.5167903293606654,0.2466383632623969,0.3255506292199464
95,95,95,04-05,0.5356766421252229,0.35616591249834595,0.28823758922732506
96,96,96,04-06,0.5681485269568909,0.544480381766212,0.6917106231492762
97,97,97,04-07,0.523466952610945,0.28535815949214105,0.8998952214220423
98,98,98,04-08,0.9447696547626993,2.7286223915533565,0.7973370636999865
99,99,99,04-09,0.6877534366298954,1.2381061199598016,1.5467053233601826
100,100,100,04-10,0.4106830281305659,-0.3687105830699369,1.6046894426228582
101,101,101,04-11,1.3109776559707562,4.852375470459523,1.6372785304106887
102,102,102,04-12,0.6281392536413616,0.8923850973422626,1.250954400508592
103,103,103,04-13,0.557183823423786,0.4808926862191262,1.124655978941356
104,104,104,04-14,0.5450763321206293,0.4106776121407749,1.369033434200727
105,105,105,04-15,0.5570843123029982,0.480315590556384,0.3617248412902099
