,unnamed: 0,unnamed: 0,mth_day,beautifully filmed,beautifully filmed_norm,beautifully filmed_ravg
106,106,106,04-16,0.6635174474980156,1.0975541484862907,0.2546250021169125
107,107,107,04-17,0.2688099857081086,-1.1914760870035797,0.2618729746308434
108,108,108,04-18,0.5173331008275188,0.2497860623024775,0.4864945539246941
109,109,109,04-19,0.5646826203983515,0.5243805213027122,0.5539878057332988
110,110,110,04-20,0.7774712006156946,1.7584070879038791,0.3513946595954354
111,111,111,04-21,0.6269132460486989,0.8852751014080117,0.43305380305300506
112,112,112,04-22,0.4539133315323008,-0.11800472834088882,0.4448600169169224
113,113,113,04-23,0.3532950381456376,-0.7015212262581619,0.3433454745250413
114,114,114,04-24,0.5295478823589956,0.3206233454859814,0.14979832319216227
115,115,115,04-25,0.4596550500123579,-0.08470673304857447,0.10599082095648096
116,116,116,04-26,0.5772261265537909,0.5971241799066053,0.05319460133102223
117,117,117,04-27,0.5815897345981803,0.6224300879939237,0.07728064420736606
118,118,118,04-28,0.3992900377442896,-0.4347820460936412,0.11901484618763646
119,119,119,04-29,0.37821460635636506,-0.557004969000099,0.22626960640605395
120,120,120,04-30,0.5727263446039941,0.5710285573676037,0.23154024560349598
121,121,121,05-01,0.5706214850930289,0.5588218282619307,0.0981616853862588
122,122,122,05-02,0.5826791623085262,0.6287480150912576,0.1151997084683356
123,123,123,05-03,0.4435954552453659,-0.1778412733094993,0.1686880041287625
124,124,124,05-04,0.4169176812949354,-0.3325539076011803,0.11301244799958796
125,125,125,05-05,0.4335539262699188,-0.2360751950375376,0.028179608678742973
126,126,126,05-06,0.5151240715467705,0.2369752205925563,-0.12315146289681085
127,127,127,05-07,0.4828529073810902,0.04982479233686087,-0.15912028065648626
128,128,128,05-08,0.4261111042057448,-0.2792384143620655,-0.3634536320261182
129,129,129,05-09,0.40638189500123867,-0.39365417986755136,-0.5142936202145273
130,130,130,05-10,0.20551313828537784,-1.558554015818972,-0.6592163593952859
131,131,131,05-11,0.2774939460621213,-1.1411151241679929,-0.5606290284450213
132,132,132,05-12,0.3651861135832675,-0.6325612144919953,-0.6789023839645862
133,133,133,05-13,0.5848519667924468,0.6413487780384486,-0.6737193012422048
134,134,134,05-14,0.3037447626064721,-0.988878547479456,-0.2592454943447374
135,135,135,05-15,0.4117443442879615,-0.3625556835332632,0.02965765278978118
136,136,136,05-16,0.6343302900096021,0.9282888255658324,0.07102605825614537
137,137,137,05-17,0.5763949203015762,0.592303758639119,-0.3031345633860707
138,138,138,05-18,0.4079861205034817,-0.38435078169381015,-0.2642577751336858
139,139,139,05-19,0.19774308466308346,-1.603614951814848,-0.2662434050010454
140,140,140,05-20,0.3439669270210682,-0.7556178179651468,-0.6441514197754975
141,141,141,05-21,0.4096899994055349,-0.3744694627374208,-0.5983220842244183
142,142,142,05-22,0.24334433188022525,-1.3391592630808806,-0.6393244971165194
143,143,143,05-23,0.6238102329446961,0.8672797719455939,-0.26140548795206303
144,144,144,05-24,0.3655647717533038,-0.6303652590464159,-0.17801206210627699
145,145,145,05-25,0.5887404176560297,0.6638991031718905,-0.19999145418666228
146,146,146,05-26,0.4302462786920453,-0.2552572628904309,-0.033955928500789836
147,147,147,05-27,0.3869499850748527,-0.5063458152197324,-0.13884521663590374
148,148,148,05-28,0.4151257087122316,-0.34294610896564603,-0.03440915463767785
149,149,149,05-29,0.5152911298410161,0.2379440431349105,-0.0842434647693915
150,150,150,05-30,0.4736149643061287,-0.003748887057060711,-0.07975286651874333
151,151,151,05-31,0.537181533660956,0.3648932423816086,-0.2207687634929629
152,152,152,06-01,0.43489227928203456,-0.2283136733865419,-0.08871249062244352
153,153,153,06-02,0.2410540701050545,-1.3524411970650498,-0.19861141775204505
154,154,154,06-03,0.5517519414373835,0.4493915282574701,-0.11354802792659045
155,155,155,06-04,0.4015890233990475,-0.4214495196426984,-0.3717740909016404
156,156,156,06-05,0.5616220709891871,0.5066314518956667,-0.4960958540049025
157,157,157,06-06,0.2700192595119555,-1.1844631354686914,-0.22195035859835385
158,158,158,06-07,0.3062682179684018,-0.9742442520061148,-0.2552748813244329
159,159,159,06-08,0.5246866870326283,0.2924317753742421,-0.20481460781854874
160,160,160,06-09,0.5172741851107899,0.2494443919009954,-0.362101293658142
161,161,161,06-10,0.4537955329538756,-0.11868787860739312,-0.17167295871638313
162,162,162,06-11,0.3988922977117112,-0.4370886631418925,0.0673752928871728
163,163,163,06-12,0.4670375869391272,-0.04189312581813868,-0.24605958608046616
164,164,164,06-13,0.5535890104320158,0.4600452576152207,-0.3492704223691481
165,165,165,06-14,0.200405032044526,-1.5881774984315915,-0.3999115580537194
166,166,166,06-15,0.4104916186183881,-0.36982062583109626,-0.4629262790804593
167,167,167,06-16,0.4014019022757617,-0.42253469271482064,-0.4304970625800837
168,168,168,06-17,0.33369687947852034,-0.8151769893023317,-0.6545613614289026
169,169,169,06-18,0.5005890539339507,0.1526821731841144,-0.5217425681283853
170,170,170,06-19,0.3217707077154709,-0.8843405354776926,-0.5279002582718051
171,171,171,06-20,0.33782017309990725,-0.7912647386284872,-0.42269502917520657
172,172,172,06-21,0.4041208344950989,-0.4067667666916151,0.02121501251865077
173,173,173,06-22,0.5102478798428268,0.20869668186477025,0.01583198736544045
174,174,174,06-23,0.7929689409046646,1.8482832608608124,0.19691117866255886
175,175,175,06-24,0.4950197429776361,0.12038402226485252,0.11894910227502467
176,176,176,06-25,0.5091163535834262,0.20213461230501767,0.29278333910034565
177,177,177,06-26,0.2571601290086793,-1.2590371969536922,0.34442052824851604
178,178,178,06-27,0.5839708058734564,0.6362386542603109,0.07609024269809983
179,179,179,06-28,0.5636720335651418,0.518519816753792,0.28184293925703924
180,180,180,06-29,0.5153527758871683,0.23830154755831545,0.11185051079113006
181,181,181,06-30,0.7078927492561954,1.3549002016184888,0.16248241049894066
182,182,182,07-01,0.3332411407802489,-0.8178199584904373,-0.1482742831177431
183,183,183,07-02,0.3095442040883888,-0.9552457987068288,0.05956364270986425
184,184,184,07-03,0.2624600179338242,-1.2283015074397916,-0.13188408484904965
185,185,185,07-04,0.778702430879761,1.765547371719436,-0.622224186251143
186,186,186,07-05,0.31727977858387274,-0.910384817795168,-0.6684839429754724
187,187,187,07-06,0.2005838622764481,-1.5871404067940709,-0.6074967840014189
188,188,188,07-07,0.2853805117420193,-1.0953784988364144,-0.2694861758098866
189,189,189,07-08,0.37264189414211896,-0.5893228448625086,-0.6667975142053993
190,190,190,07-09,0.6121678736418741,0.7997621417094032,-0.6548927566714199
191,191,191,07-10,0.3676416747035564,-0.6183206586536404,-0.4797450788302225
192,192,192,07-11,0.3295965140029373,-0.8389562725912911,-0.15653923985576254
193,193,193,07-12,0.3817927278141298,-0.5362543397468872,-0.17405563159027235
194,194,194,07-13,0.619771262093952,0.8438565350103454,-0.2966842553227691
195,195,195,07-14,0.3545193274392817,-0.6944211952695675,-0.2626800791451092
196,196,196,07-15,0.4852955447425972,0.06399039931442288,0.0500416909731326
197,197,197,07-16,0.4028226046744581,-0.4142956015876806,-0.024855095923269302
198,198,198,07-17,0.6531403821862308,1.0373743481181594,-0.23995126405939504
199,199,199,07-18,0.3043040510974456,-0.9856350611252986,0.023757707615462958
200,200,200,07-19,0.3972314426120761,-0.446720473806409,-0.0253410883662112
201,201,201,07-20,0.6273542526766953,0.8878326347795805,-0.15264323129415072
202,202,202,07-21,0.4344976282142827,-0.23060237657562205,-0.4858928003615003
203,203,203,07-22,0.2711150240498194,-1.178108459155318,-0.3677774754115292
204,204,204,07-23,0.308358326860507,-0.962123066285938,-0.31988856018980233
205,205,205,07-24,0.42650689329672986,-0.2769431114254715,-0.52679400929866
206,206,206,07-25,0.4467776090592694,-0.15938698247604768,-0.6937475852144493
207,207,207,07-26,0.4132886015147378,-0.353600059873566,-0.5320958676590983
208,208,208,07-27,0.26176643096375685,-1.232323832070358,-0.5916525015653902
209,209,209,07-28,0.4383608860074183,-0.2081981538232127,-0.1942917713939424
210,210,210,07-29,0.24674066684684,-1.3194628697236894,-0.2847536524937905
211,211,211,07-30,0.8376187505083259,2.107221269603216,-0.1747718734392372
212,212,212,07-31,0.3531851900757253,-0.7021582690751367,-0.15866071976721408
213,213,213,08-01,0.5270764270682196,0.30629061445375416,-0.3725108188464616
214,214,214,08-02,0.27843512971783113,-1.1356569100382192,-0.25375171734626073
215,215,215,08-03,0.21711025724140925,-1.4912987482986984,-0.5916939522135172
216,216,216,08-04,0.3696095642274705,-0.6069082607224838,-0.6822664268449881
217,217,217,08-05,0.4879816342624133,0.07956786039967641,-1.0126157334323973
218,218,218,08-06,0.2594783503436552,-1.245593116863963,-1.1369596291899715
219,219,219,08-07,0.1852950011555103,-1.675805225070701,-0.9710309628529183
220,220,220,08-08,0.14978816982381948,-1.8817202845836645,-1.1258321950102406
221,221,221,08-09,0.38878107673340223,-0.4957267502763793,-1.1532124948125724
222,222,222,08-10,0.20945125662777053,-1.5357156536664165,-0.5834898683539155
223,223,223,08-11,0.459653807559734,-0.08471393841431385,-0.06585516822078193
224,224,224,08-12,0.8489168863505446,2.1727426418879787,0.03963659433543828
225,225,225,08-13,0.7208430479820842,1.4300029757281003,0.12282814412889233
226,226,226,08-14,0.2589305966718378,-1.2487697092463432,0.4322025141758545
227,227,227,08-15,0.474851566198079,0.0034225484843450715,0.5245059853844244
228,228,228,08-16,0.5295318840938944,0.32053056661535645,0.1253767502252925
229,229,229,08-17,0.5551515470048458,0.4691068888371062,-0.2110411417279608
230,230,230,08-18,0.4359753229934493,-0.22203276906681305,-0.0768910686370552
231,231,231,08-19,0.3727830262974103,-0.5885043759914194,0.035840544522842015
232,232,232,08-20,0.3977230879924519,-0.44386927070090987,0.3342958649711542
233,233,233,08-21,0.5914843870423232,0.6798122274437283,0.4193614617441488
234,234,234,08-22,0.8383155956379299,2.1112624893052296,0.3692324219010828
235,235,235,08-23,0.6431609370094129,0.9795004694750736,0.1837618733423957
236,236,236,08-24,0.3841115098249336,-0.5228070081252087,0.2431520309737953
237,237,237,08-25,0.18089405517760085,-1.7013276673435418,0.3702253806725925
238,238,238,08-26,0.4591685106274452,-0.08752832491251207,0.0007449028359754657
239,239,239,08-27,0.7229552567838569,1.4422523256365114,0.1425013770207185
240,240,240,08-28,0.4560488190963709,-0.10562037771447264,0.4955098084520271
241,241,241,08-29,0.7898230577195106,1.8300393145835319,0.7166430643611837
242,242,242,08-30,0.7493362057692476,1.5952435804626433,0.8424285630607643
243,243,243,08-31,0.40967988282804746,-0.37452813188860257,0.6910697306107214
244,244,244,09-01,0.5893069617983987,0.6671846672849718,0.7291783948708481
245,245,245,09-02,0.5663584771094594,0.5340993309362542,0.5736427361265193
246,246,246,09-03,0.49547627770073294,0.12303160784628744,0.6455894760433258
247,247,247,09-04,0.628904907852459,0.8968253621175584,0.5048310985098278
248,248,248,09-05,0.8237727457231482,2.026924019963483,0.7019664084775002
249,249,249,09-06,0.2640503990566654,-1.2190783970895909,0.6253559493079643
250,250,250,09-07,0.7932643668691651,1.8499965270910068,0.5108231614201918
251,251,251,09-08,0.4870968245112477,0.07443657591903892,0.3772890414182352
252,252,252,09-09,0.3769799503967037,-0.5641651194803474,0.007804095080657787
253,253,253,09-10,0.4907496853888952,0.09562064210581853,0.227787556971534
254,254,254,09-11,0.4415013460429917,-0.18998565806198128,-0.2245963387447704
255,255,255,09-12,0.4916466427387564,0.1008223742556659,-0.15100725885057428
256,256,256,09-13,0.3252252039143796,-0.8643068472068188,-0.04519799204619409
257,257,257,09-14,0.5632325395144443,0.5159710552842152,-0.09504162773707636
258,258,258,09-15,0.4864508690941237,0.07069048134593384,-0.12482794363314835
259,259,259,09-16,0.4391811531129064,-0.20344117203947507,-0.3101585994650635
260,260,260,09-17,0.4106842402805729,-0.3687035534384133,-0.02820752952736044
261,261,261,09-18,0.2999024054951123,-1.011161560735825,0.2282685372489801
262,262,262,09-19,0.6169335162956079,0.8273995724193997,0.10051689187513108
263,263,263,09-20,0.8285842568249412,2.054827455942258,0.037951190132987936
264,264,264,09-21,0.3542782304722359,-0.69581939089716,0.18763798577872687
265,265,265,09-22,0.3744502929952966,-0.5788353824923339,0.36046465123230176
266,266,266,09-23,0.5655511203857629,0.5294172204360208,0.034101289217508546
267,267,267,09-24,0.4787099373306063,0.02579843198562352,-0.4423903573545953
268,268,268,09-25,0.279275973171426,-1.1307805996693596,-0.5436503190843472
269,269,269,09-26,0.33560306645026955,-0.8041224234903651,-0.28130686702084096
270,270,270,09-27,0.2495140508062385,-1.3033791612756715,-0.5808044344758319
271,271,271,09-28,0.6458724432379606,0.9952253298887036,-0.4068501221110066
272,272,272,09-29,0.2556890936735325,-1.2675681842939248,-0.39044483023097903
273,273,273,09-30,0.6586841396012062,1.0695243061745752,-0.41829174780023015
274,274,274,10-01,0.2962489891259379,-1.0323488483891938,-0.2817932073107885
275,275,275,10-02,0.3067924741338785,-0.9712039289058718,-0.3928261864111223
276,276,276,10-03,0.3907362809523184,-0.4843879183390222,-0.14478381430998413
277,277,277,10-04,0.5309970396469228,0.32902745528670113,-0.19584278009806452
278,278,278,10-05,0.5123152585632303,0.22068604831290412,-0.04064040718179288
279,279,279,10-06,0.6058582193262354,0.7631705114460926,-0.12498143152980395
280,280,280,10-07,0.4568223194238896,-0.10113461089156364,-0.06861713968750591
281,281,281,10-08,0.21953273121998065,-1.4772500749939383,-0.22751177125004365
282,282,282,10-09,0.449051124217544,-0.14620216728523386,-0.4941622940397541
283,283,283,10-10,0.3666036758274978,-0.6243403340885254,-0.7633632312964137
284,284,284,10-11,0.2364369864369885,-1.3792170884253578,-0.5514756769006528
285,285,285,10-12,0.32734127269455243,-0.8520351120938656,-0.3467320098116496
286,286,286,10-13,0.6760424873807975,1.170190715483002,0.02358998318836444
287,287,287,10-14,0.4313617893983145,-0.2487880724599191,0.2714837295402117
288,288,288,10-15,0.8321885375267237,2.0757297907148504,0.6392110263103049
289,289,289,10-16,0.6230760716021799,0.8630221440225582,0.7035192513455955
290,290,290,10-17,0.6168899110562003,0.8271466921952016,0.3773008436466186
291,291,291,10-18,0.3938749581365751,-0.4661857618821225,0.09924259088190857
292,292,292,10-19,0.3385349148839606,-0.7871197307108591,-0.4993944800022263
293,293,293,10-20,0.14368100962475933,-1.91713758904818,-0.5409570710636811
294,294,294,10-21,0.21283493934730704,-1.5160926345899584,-0.8936419381601791
295,295,295,10-22,0.5800751590700626,0.6136465976538301,-0.9355492363749124
296,296,296,10-23,0.2519999767642366,-1.2889625103837878,-0.8987776781827055
297,297,297,10-24,0.3505174094619852,-0.7176295511705212,-0.7013198557983117
298,298,298,10-25,0.3765789953204947,-0.5664903815576172,-0.4819135332829394
299,299,299,10-26,0.3479720880269464,-0.7323906547418173,-0.5123914435000347
300,300,300,10-27,0.4398340710791785,-0.19965469949772452,-0.2711808382584701
301,301,301,10-28,0.5485425255663137,0.4307791363512583,-0.09003675215593475
302,302,302,10-29,0.5015579536111349,0.1583011210655999,-0.009490698147366342
303,303,303,10-30,0.5379301958950559,0.36923496544469103,0.1235622146110198
304,304,304,10-31,0.4599124385629629,-0.08321405750620678,0.3398176177926072
305,305,305,11-01,0.4856294505144563,0.06592682180849968,0.4582139949996075
306,306,306,11-02,0.6635732422742417,1.0978777195918,0.4417411279086529
307,307,307,11-03,0.6710361461606117,1.14115739959326,0.5509301441064031
308,308,308,11-04,0.4845150239274689,0.05946391851987212,0.735454962378942
309,309,309,11-05,0.6508978241173919,1.024369062631192,0.6141075437131812
310,310,310,11-06,0.6508229513077037,1.0239348521290264,0.41107408773376397
311,311,311,11-07,0.36008266426310903,-0.6621576901860653,0.18550491926597154
312,312,312,11-08,0.453513579036325,-0.12032301628470325,0.3621724599363882
313,313,313,11-09,0.437660896073725,-0.2122576112134948,-6.989353015766457e-05
314,314,314,11-10,0.6672963489030967,1.119469162542372,-0.008381733393915736
315,315,315,11-11,0.2761196556001452,-1.149085058168083,0.10261524745005132
316,316,316,11-12,0.6422234706248476,0.9740638129464779,0.15379998913076245
317,317,317,11-13,0.4749208238365386,0.003824194877736992,0.08249614683668922
318,318,318,11-14,0.5064696278239688,0.1867854337995635,-0.10350327151168366
319,319,319,11-15,0.3638895019573733,-0.6400806649779339,0.058097843714958686
320,320,320,11-16,0.474860205843657,0.003472652452134731,0.13923147615650885
321,321,321,11-17,0.4433131640770022,-0.1794783668082288,0.0919731090864178
322,322,322,11-18,0.7261648261306549,1.4608656075957789,0.1859289575888433
323,323,323,11-19,0.4260270263880849,-0.2797260075428091,0.2355299715141605
324,324,324,11-20,0.6036769269877728,0.7505205248141168,0.2163363113150812
325,325,325,11-21,0.4152070162613588,-0.3424745814260306,0.3835676023307628
326,326,326,11-22,0.4550023268637003,-0.1116893087423417,0.2918186114445609
327,327,327,11-23,0.6163316870792277,0.8239093792858608,0.2990619075713554
328,328,328,11-24,0.6312407554399209,0.910371662278568,0.2313749316236055
329,329,329,11-25,0.4335209851437355,-0.23626623078204245,0.4464729853887599
330,330,330,11-26,0.5336475650553298,0.3443986691276172,0.5888841950165332
331,331,331,11-27,0.6377487866266337,0.9481137411648952,0.5274101981422562
332,332,332,11-28,0.6023418408930882,0.7427779490242987,0.2429470891447779
333,333,333,11-29,0.5527303115374133,0.4550653980401991,0.5226178952488902
334,334,334,11-30,0.3369334719857163,-0.7964069917063019,0.3259824392496285
335,335,335,12-01,0.722870122527587,1.4417586058426315,0.32819842456016063
336,336,336,12-02,0.3302073119769087,-0.8354140668679529,0.3124252442415073
337,337,337,12-03,0.6400414586684164,0.9614096530280876,-0.01619651001306151
338,338,338,12-04,0.5860228114506542,0.6481388671123791,0.16513901393553967
339,339,339,12-05,0.2127362219014363,-1.5166651274872138,0.09641569499573836
340,340,340,12-06,0.5245443211926367,0.29160615198530515,0.2573994192305263
341,341,341,12-07,0.6517685537568221,1.029418692203824,0.04487930945634664
342,342,342,12-08,0.4967620639335191,0.13048827854077458,-0.05185568112816475
343,343,343,12-09,0.4201668450235849,-0.3137110056169903,0.0655079660089261
344,344,344,12-10,0.4859401947829583,0.06772892360531073,0.013488412058520444
345,345,345,12-11,0.334161373608898,-0.8124832446646688,-0.31227745950122066
346,346,346,12-12,0.4707245704924535,-0.020511171717128747,-0.4995811993327919
347,347,347,12-13,0.3147291779350222,-0.9251765371546226,-0.4234688914288269
348,348,348,12-14,0.30297646183939503,-0.9933341604486524,-0.3744774858270039
349,349,349,12-15,0.4989131072562896,0.14296284180679938,-0.3974730320653973
350,350,350,12-16,0.5366270045632854,0.3616773572162488,-0.4052096691835732
351,351,351,12-17,0.3103700399318584,-0.9504565220950288,-0.3449483407813571
352,352,352,12-18,0.4627201981105799,-0.0669309944261843,-0.1724044488550159
353,353,353,12-19,0.37707591921160416,-0.5636085667413261,0.7119890295790648
354,354,354,12-20,0.4814914344431272,0.04192919110939472,0.7604555917270831
355,355,355,12-21,1.4139120435326145,5.449323712411283,1.2289648397660735
356,356,356,12-22,0.5867708080758671,0.6524767301043587,1.2731262708528135
357,357,357,12-23,0.795092591652088,1.860598966138916,1.3308045859769468
358,358,358,12-24,0.5084098865288545,0.19803759209425514,1.3338737206885252
359,359,359,12-25,0.43675025905209897,-0.2175386759965262,0.4975296433994376
360,360,360,12-26,0.4846667801064117,0.0603439993788635,0.11596187870348824
361,361,361,12-27,0.5486253134274933,0.4312592486767573,-0.4404414326741019
362,362,362,12-28,0.1919984501517558,-1.6369298580713372,-0.7466923016584719
363,363,363,12-29,0.2194343010091559,-1.4778209021266249,
364,364,364,12-30,0.19156085248740196,-1.639467621811965,
365,365,365,12-31,,,
