,unnamed: 0,unnamed: 0,mth_day,dance,dance_norm,dance_ravg
124,124,124,05-04,1.7024083069817684,-0.48266867873998603,-0.37178229001727
125,125,125,05-05,1.1990363043121384,-1.8562043566550832,-0.3041660145348705
126,126,126,05-06,1.4315077306752522,-1.221866736540929,-0.6662349237100221
127,127,127,05-07,1.8332340276949013,-0.1256885645591429,-0.8397275660002363
128,128,128,05-08,1.652479422962639,-0.6189080865637235,-0.7531402003473618
129,129,129,05-09,1.6106565129016932,-0.7330289729425501,-0.1840705793467672
130,130,130,05-10,1.892803021973376,0.036855515177260975,0.06436112483105509
131,131,131,05-11,2.450348750231246,1.5582133693484843,0.14678963417965546
132,132,132,05-12,1.9777777685170328,0.2687234885260046,0.13664503634115935
133,133,133,05-13,2.0144839413084683,0.3688824915324591,0.421273102305268
134,134,134,05-14,1.6301727296061492,-0.6797756735946999,0.5328856807669123
135,135,135,05-15,2.2365177928845195,0.974739422842102,0.5138202475618839
136,136,136,05-16,2.1382250290462728,0.7065309859471269,0.7454748679100941
137,137,137,05-17,2.408426263112106,1.4438207701183143,0.6320177678378036
138,138,138,05-18,2.4871571113937425,1.6586512106152644,1.1359127166672789
139,139,139,05-19,1.7650060634545768,-0.3118601089012835,1.667809281753707
140,140,140,05-20,2.7381742774614604,2.34359401938215,1.510788033471932
141,141,141,05-21,3.4060913692493964,4.166118813360672,1.335361016833983
142,142,142,05-22,1.7929550743731273,-0.2355965037435232,1.1181184190423323
143,143,143,05-23,2.0226843412650863,0.3912586702906184,1.145218504688209
144,144,144,05-24,2.0094679915238087,0.35519562386536274,0.7360307018734096
145,145,145,05-25,1.8245957396606869,-0.1492595950260241,0.07050479625047856
146,146,146,05-26,1.83842181926458,-0.11153279750664563,0.19536149140662865
147,147,147,05-27,1.942683698104904,0.17296337962308594,0.11167276643624363
148,148,148,05-28,2.067499226511333,0.5135436671933773,0.21441857758023045
149,149,149,05-29,1.8386633721709824,-0.1108736795316918,0.5376151305165341
150,150,150,05-30,2.235393093665908,0.9716704907292836,0.9427006113186148
151,151,151,05-31,2.535264266397818,1.7899197225917975,1.112345435005637
152,152,152,06-01,2.7291537878724057,2.318980087305839,0.8956003517770518
153,153,153,06-02,2.315711305679657,1.1908323217452177,0.9159669014421072
154,154,154,06-03,1.5909040785243036,-0.7869268321781333,0.7440682064499118
155,155,155,06-04,1.883446850564194,0.011325618458639929,0.3966260722389952
156,156,156,06-05,1.8574095068724703,-0.059721679223888435,0.31320660538834577
157,157,157,06-06,1.7712827591608282,-0.29473308267370224,0.281019759565068
158,158,158,06-07,2.5457248834817343,1.8184632862019432,0.3504468952520107
159,159,159,06-08,2.244936484309417,0.9977112468055508,0.5162331787808403
160,160,160,06-09,1.7435656084384006,-0.3703640180564767,0.6235663672219803
161,161,161,06-10,2.2479900141538063,1.0060433196316176,0.7433082666166283
162,162,162,06-11,2.093421674101547,0.5842774514229515,0.4991596722474055
163,163,163,06-12,2.0345801194153834,0.4237183136941861,0.2479925773779913
164,164,164,06-13,2.0088728648294416,0.3535717199866057,0.12294336875210188
165,165,165,06-14,1.6926516667455664,-0.5092913224109346,-0.01066608574432317
166,166,166,06-15,1.468598143419306,-1.120659269811813,-0.10608012584611494
167,167,167,06-16,1.954199646272501,0.20438659265306733,-0.06092913478301474
168,168,168,06-17,1.883618213349471,0.011793210812200843,0.15382094793047638
169,169,169,06-18,2.133861463872849,0.6946242600727872,0.5476910876896582
170,170,170,06-19,2.4810812578711583,1.6420722162675525,0.8755046828630341
171,171,171,06-20,2.5587225125060145,1.8539295161441565,1.067220924663557
172,172,172,06-21,2.189418964711231,0.8462223012284427,1.0968059398080616
173,173,173,06-22,2.3757595233012925,1.3546840434562046,1.1851983452506716
174,174,174,06-23,1.948671936649498,0.1893033016792286,1.201140597278519
175,175,175,06-24,2.3282252340923644,1.2249786927284472,1.0173041998063812
176,176,176,06-25,2.5161362628165085,1.7377257284346372,1.1561430799430674
177,177,177,06-26,2.1544894210165326,0.7509111313113291,0.9791939866039688
178,178,178,06-27,2.4947081811467107,1.6792555820485606,0.9665637055094266
179,179,179,06-28,1.9866707464307296,0.29298948342161263,0.9712498151954008
180,180,180,06-29,1.9208995387814327,0.11352161511197575,0.9181227129848296
181,181,181,06-30,2.3385293992711187,1.253095350844292,1.0022126999519885
182,182,182,07-01,2.399316454205368,1.418963115171212,0.8296691577706851
183,183,183,07-02,2.3393927147192746,1.2554510531142802,0.6911045455978332
184,184,184,07-03,2.115306656576121,0.6439943289607413,0.6051633739877672
185,185,185,07-04,1.6819846107150742,-0.5383981896154988,0.480179976931535
186,186,186,07-05,1.731925723128685,-0.4021254145484202,0.22387207303951331
187,187,187,07-06,2.063706645607469,0.5031949685068989,0.13105710440130258
188,188,188,07-07,1.835727644871984,-0.1188843081809175,0.4553197354156138
189,189,189,07-08,2.135304284870612,0.6985612412850154,0.8444933830221147
190,190,190,07-09,2.8283193547785768,2.589570115046609,0.9369034042836468
191,191,191,07-10,2.5377284615597198,1.7966436960235057,0.9395988303022628
192,192,192,07-11,1.9351237246823192,0.15233471302077334,1.0279823746391583
193,193,193,07-12,2.0696335480455534,0.5193675246185939,0.9790173853946053
194,194,194,07-13,2.03007193063572,0.4114169578404552,0.4603561731816018
195,195,195,07-14,2.027636438626645,0.4047713058176976,0.1643317905455304
196,196,196,07-15,1.6878486529398915,-0.5223971582314119,0.17314346939628153
197,197,197,07-16,1.88680811610756,0.020497400207077444,0.2870250454327619
198,198,198,07-17,1.954499497010492,0.20520478612527995,0.2574314501388247
199,199,199,07-18,2.3200447950995966,1.2026569808374763,0.3872583888961128
200,200,200,07-19,1.964999340667404,0.2338553860768318,0.4758221576871627
201,201,201,07-20,2.313109530648197,1.183732938361426,0.7008034235146897
202,202,202,07-21,1.882589229586536,0.008985454514887768,0.9753372289012422
203,203,203,07-22,2.381513592624862,1.3703849951722389,0.7724793437835363
204,204,204,07-23,2.5581647689357494,1.8524076184445943,0.6013477680218119
205,205,205,07-24,1.8739858472431123,-0.014490329868759559,0.2247210826693755
206,206,206,07-25,1.5887025524749965,-0.7929340684935143,0.4126842686651622
207,207,207,07-26,1.4849548700319508,-1.0760271737531928,0.008322885186821893
208,208,208,07-27,2.2958966094420674,1.1367645704896086,-0.34984562008682624
209,209,209,07-28,1.4923738228619852,-1.0557833056978028,-0.2945328948308885
210,210,210,07-29,1.7705973222723277,-0.29660341319729416,-0.436583666716913
211,211,211,07-30,1.9956115657426536,0.3173860216668671,-0.4631304821219448
212,212,212,07-31,1.276350790486962,-1.6452386998096618,-0.5934286440859547
213,213,213,08-01,1.4265817654240733,-1.235308066183383,-0.3049549104150057
214,214,214,08-02,2.009387356919907,0.35497559870554873,-0.2645571907476814
215,215,215,08-03,2.126691241930179,0.6750590963278914,-0.3411259766257316
216,216,216,08-04,1.85942682140741,-0.05421709519334837,-4.3143743155171776e-05
217,217,217,08-05,1.8272464462522584,-0.14202669360143408,0.21430127659566725
218,218,218,08-06,2.0263489947925635,0.4012582974857967,0.2440919351682333
219,219,219,08-07,1.8978981579802041,0.05075845584955152,0.11846063939264853
220,220,220,08-08,2.0748932642260005,0.5337195501409447,0.07880360006288707
221,221,221,08-09,1.8504438405585817,-0.07872867832561717,0.1048937407234008
222,222,222,08-10,1.7722259850767317,-0.2921593311719171,-0.14811932008603745
223,223,223,08-11,1.88461538059614,0.014514150361648303,-0.20112958537851733
224,224,224,08-12,1.470005130549268,-1.1168200673708328,-0.049614131171620265
225,225,225,08-13,1.7813352590411928,-0.2673031359053277,-0.1193488331987144
226,226,226,08-14,2.4080566709543643,1.4428122753823271,-0.013884447845356937
227,227,227,08-15,1.6971060109876863,-0.4971368904881821,-0.22737400611552386
228,228,228,08-16,2.0041288896138325,0.3406269809482277,-0.22338955007341602
229,229,229,08-17,1.4151787220946432,-1.2664231992593529,-0.08977931306999969
230,230,230,08-18,1.4787664477092681,-1.0929133311181851,-0.3487589493731281
231,231,231,08-19,2.075127347556847,0.53435828611517,-0.4150914940677863
232,232,232,08-20,1.838593058442584,-0.1110655424364432,-0.6169925570730486
233,233,233,08-21,1.5512490970305373,-0.8951321586561313,-0.3520322803848997
234,234,234,08-22,1.5601738731106434,-0.8707793970833458,-0.2472116530298867
235,235,235,08-23,1.9977930098000567,0.32333846086954,-0.5151556410894772
236,236,236,08-24,1.7092538094625669,-0.4639895669881072,-0.11567637043886494
237,237,237,08-25,1.4859522542200407,-1.0733056422423728,0.1357490029725968
238,238,238,08-26,2.7169976767964363,2.28581008146723,0.13861245447991224
239,239,239,08-27,2.1041018365889057,0.6134200818126393,0.2506662609089707
240,240,240,08-28,1.5664702424425532,-0.853598688039453,0.5841672250669007
241,241,241,08-29,2.2441852216189773,0.9956612994438908,1.1353222535741383
242,242,242,08-30,2.44258043906384,1.537016217959472,0.8567472632169237
243,243,243,08-31,2.6978727668444296,2.2336245288010543,0.7615374703811155
244,244,244,09-01,2.1044463479399376,0.6143601393239418,0.8813770958794306
245,245,245,09-02,1.894747489858276,0.04216132479779,0.9663732521204196
246,246,246,09-03,1.829982490094532,-0.13456093504956276,0.7930044585291985
247,247,247,09-04,2.431081067460524,1.505638236889825,0.5049652641881393
248,248,248,09-05,2.0613642905489487,0.4968034564121465,0.6143066354846678
249,249,249,09-06,2.064510845050499,0.505389362754698,1.0584045959750907
250,250,250,09-07,2.344874256420868,1.2704083671031132,1.0569643354937497
251,251,251,09-08,2.8712629893007904,2.7067490877403264,0.5748266580389548
252,252,252,09-09,1.8268155386369955,-0.1432024979376101,0.4141593425773821
253,253,253,09-10,1.3709210199343067,-1.3871878278389431,0.29126137238767164
254,254,254,09-11,1.7080770932180138,-0.4672004363572896,-0.22343689342046466
255,255,255,09-12,1.7942736824935133,-0.23199845838356484,-0.8344387139572117
256,256,256,09-13,1.2131175747581346,-1.8177812277457048,-0.9817824327766402
257,257,257,09-14,1.5277469162189952,-0.9592618354801552,-0.5089460150731747
258,258,258,09-15,1.5028252527690322,-1.0272648108541804,-0.7229832075467364
259,259,259,09-16,2.410628768374341,1.4498306783818495,-0.3714760672889904
260,260,260,09-17,1.2374362560550134,-1.7514235911986593,-0.047094424841719405
261,261,261,09-18,2.567193626208961,1.877044383162912,0.29901783657133385
262,262,262,09-19,1.9263919641171263,0.1285086269379214,0.2932943796894301
263,263,263,09-20,2.2888042006156764,1.1174117329981643,0.2184668211740236
264,264,264,09-21,1.4902400917171823,-1.0616055521456031,0.5299209106125765
265,265,265,09-22,2.2460923886192004,1.0008653272894108,0.5142518271899058
266,266,266,09-23,1.9222845840357068,0.11730094543265793,0.6823398701793985
267,267,267,09-24,2.532739284632165,1.7830298826268869,0.5545811201404945
268,268,268,09-25,2.2959964069498224,1.1370368848748775,0.6740837355653717
269,269,269,09-26,2.007878795183462,0.3508592327647418,0.6167658777554229
270,270,270,09-27,1.7530112966500797,-0.3445898595963401,0.4289861865930317
271,271,271,09-28,2.120057636096475,0.6569581804297181,0.19092380335158288
272,272,272,09-29,1.5093806862152663,-1.0093772015416889,0.002804464599905243
273,273,273,09-30,2.0092700779445742,0.3546555831781943,-0.15359808493322571
274,274,274,10-01,1.882345666845035,0.008320852364811641,-0.2478936699667116
275,275,275,10-02,1.6639692811591982,-0.5875560644340441,-0.5149332950971339
276,276,276,10-03,1.5456671777702895,-0.910363369797255,-0.2824869204011439
277,277,277,10-04,1.5328711229739953,-0.9452795703528162,-0.1641424388145197
278,278,278,10-05,2.020500997214199,0.3853010466342512,-0.06449802563635958
279,279,279,10-06,2.269494692385964,1.0647224726979396,-0.223660494774596
280,280,280,10-07,2.1014511853524223,0.6061873314337723,-0.20969819602759507
281,281,281,10-08,1.3139910514204454,-1.5425308792634629,-0.3503054961601184
282,282,282,10-09,1.5763685147438633,-0.8265895773152493,-0.22477671472560856
283,283,283,10-10,1.2236933736266509,-1.7889233711479555,-0.4847145468258886
284,284,284,10-11,2.296522982457192,1.13847373524131,-0.4017552820112722
285,285,285,10-12,1.6979241279611728,-0.4949045199037402,-0.43876609124870175
286,286,286,10-13,2.2838681634091724,1.1039429203214706,-0.5971773688036959
287,287,287,10-14,1.2326089418801347,-1.76459573468804,-0.6299692366425614
288,288,288,10-15,1.228042060715309,-1.7770572426452145,-0.8758427547922936
289,289,289,10-16,1.1515881850215053,-1.9856745781811485,-0.8292409920391851
290,290,290,10-17,1.7558780735939998,-0.33676737365708337,-1.1338724023880808
291,291,291,10-18,1.8003955367005844,-0.2152939433850901,-0.7634978179672084
292,292,292,10-19,1.6140220477138385,-0.7238455417719041,-0.5575885644972985
293,293,293,10-20,2.0470160197400693,0.457651771837194,-0.3598279935471513
294,294,294,10-21,1.680810583385299,-0.5416017218257548,-0.2324301835682601
295,295,295,10-22,1.5864387808183409,-0.7991111524802655,-0.2251474564761062
296,296,296,10-23,2.036009817279642,0.4276194862162645,-0.13937443537224298
297,297,297,10-24,1.816409336619513,-0.17159758083216706,-0.26933617119611314
298,298,298,10-25,1.8026261215750123,-0.2092074151487245,-0.07071057513180072
299,299,299,10-26,1.7612465259411902,-0.3221186431060269,0.2672711713677777
300,300,300,10-27,2.117563260494232,0.6501518545601196,0.142852044905694
301,301,301,10-28,2.3296180866206395,1.2287793265172051,0.1683890296385607
302,302,302,10-29,1.7624278236061015,-0.3188952725562377,0.2665436398411677
303,303,303,10-30,1.8725619507254927,-0.01837567243496689,0.1864327133966911
304,304,304,10-31,2.0184557509179086,0.3797202460669177,0.11487832490425948
305,305,305,11-01,1.5850926853305718,-0.8027842017728868,-0.091564577075262
306,306,306,11-02,1.960224169499921,0.22082552360552976,-0.03273864568431575
307,307,307,11-03,1.8756761380688585,-0.009878085359923992,0.04386055815850624
308,308,308,11-04,1.8917786400542664,0.03406031578943984,0.04404353817715514
309,309,309,11-05,2.040993955490544,0.441219550621965,0.17883021307828298
310,310,310,11-06,2.0188581009401907,0.3808181261788111,0.04836344515134505
311,311,311,11-07,1.881471612659848,0.005935847633880368,0.021372523209686883
312,312,312,11-08,1.6733441736941939,-0.5619750839560979,0.10839048058831753
313,313,313,11-09,1.8163264991036945,-0.17182361700987306,-0.04117984947043587
314,314,314,11-10,2.0831201720356853,0.5561680600612237,0.04972887089374894
315,315,315,11-11,1.712107631856425,-0.4562024297305553,0.04945607899462303
316,316,316,11-12,2.2187549308469934,0.92627044836392,0.13640619435873327
317,317,317,11-13,1.880871777620469,0.004299096239124941,0.2429910415963067
318,318,318,11-14,1.864536529627564,-0.04027439177143646,0.1742699746056807
319,319,319,11-15,2.050693158248592,0.4676854664155675,0.15692812173999054
320,320,320,11-16,1.9320111982847887,0.14384165811746782,-0.11201467266910804
321,321,321,11-17,1.6739750808901992,-0.5602535469246961,-0.09231050980283813
322,322,322,11-18,1.6273835881057557,-0.6873863180906716,0.009608694807859551
323,323,323,11-19,1.924198750843232,0.12252407343674444,0.28622903917105025
324,324,324,11-20,2.0886440280796883,0.5712408358927495,0.15440422115094027
325,325,325,11-21,2.658946466670636,2.1274075325947117,0.506839334964608
326,326,326,11-22,1.6421450213141289,-0.647107250003192,0.5616922212297596
327,327,327,11-23,2.4489355216154283,1.5543571359573105,0.4793403605165652
328,328,328,11-24,1.7479981785621628,-0.35826900049976185,0.6203890039513017
329,329,329,11-25,1.7431173779282136,-0.3715870908424217,0.4866250611810096
330,330,330,11-26,2.3987922357797578,1.4175326965011688,0.638543037380695
331,331,331,11-27,2.3648163985264725,1.3248238759729591,0.5124836148427375
332,332,332,11-28,1.9761935232237229,0.2644006071949201,0.5559687614346392
333,333,333,11-29,2.1717467233981407,0.7980006007295652,0.7166665607282531
334,334,334,11-30,1.8436165407713208,-0.0973581209483515,0.2800999689612436
335,335,335,12-01,2.096471605367636,0.5925997049192605,0.40153325936521417
336,336,336,12-02,1.4388372678972352,-1.2018668541008877,0.3137604715494077
337,337,337,12-03,2.6318329146501456,2.0534236183967827,0.2877365312345655
338,338,338,12-04,1.783192214150468,-0.2622361196999189,0.19362220638998165
339,339,339,12-05,2.114523355279209,0.6418569588405122,-0.007594784877324272
340,340,340,12-06,1.6366709902247414,-0.6620440700158549,0.29424717895446
341,341,341,12-07,1.6540207764858152,-0.6147022426845751,-0.16715733663801738
342,342,342,12-08,2.102549741916266,0.6091849288898181,-0.04245624651703591
343,343,343,12-09,1.6172624795793535,-0.7150034751580819,-0.315233003249636
344,344,344,12-10,2.057394210408324,0.4859704210259699,-0.12323343399439556
345,345,345,12-11,1.5147216121167593,-0.9948035815550882,-0.22539490834994025
346,346,346,12-12,2.058853868653142,0.4899533455155878,-0.1789870407185188
347,347,347,12-13,1.4293805573685745,-1.2276710888178433,0.17829714888855933
348,348,348,12-14,2.2045947996961184,0.8876321346783467,0.20062995665954966
349,349,349,12-15,2.402885427434783,1.4287016624843871,0.29489225962170673
350,350,350,12-16,2.10650124280802,0.619967267651912,-0.0169524330951899
351,351,351,12-17,1.7219925479121905,-0.4292297637821461,0.1401224726893846
352,352,352,12-18,1.3731466532436152,-1.3811148107857918,-0.10405783399963904
353,353,353,12-19,1.774768498134444,-0.2852216541103962,-0.21571937464640265
354,354,354,12-20,1.6676730496454315,-0.5774497054557951,-0.06718533993090231
355,355,355,12-21,2.157355758681561,0.7587324186038056,-0.02951221448164995
356,356,356,12-22,2.4331088834606427,1.511171475944914,-0.15107108842127492
357,357,357,12-23,1.8048310074111067,-0.203191011086632,-0.3257686253401064
358,358,358,12-24,1.1058539947370638,-2.1104680544235417,-0.2835884771752135
359,359,359,12-25,1.3906306103421202,-1.3334068756233852,-0.5807776415912907
360,360,360,12-26,1.7604218846238984,-0.3243688164664379,-1.1279575793103385
361,361,361,12-27,1.5038742047510116,-1.0244025678926576,-1.3247810882563855
362,362,362,12-28,1.2299290949820532,-1.7719081503693723,-1.1226909907233518
363,363,363,12-29,1.3720408929772832,-1.3841320647629165,
364,364,364,12-30,1.5502246743657826,-0.8979274692253384,
365,365,365,12-31,,,
