,unnamed: 0,unnamed: 0,mth_day,science fiction,science fiction_norm,science fiction_ravg
39,39,39,02-09,4.945936766523299,-1.2353618685645311,-0.3353114315205459
40,40,40,02-10,5.241756230127918,-0.8684531774572813,-0.5221175877399338
41,41,41,02-11,5.817904562668997,-0.15384897934132313,-0.5582535101462776
42,42,42,02-12,5.563429948856715,-0.4694771206954044,-0.17069599316618034
43,43,43,02-13,5.833156143387518,-0.1349322473232166,-0.11806897539932275
44,44,44,02-14,7.4237464792689565,1.8378974343846741,-0.3054608721217913
45,45,45,02-15,5.200519389571908,-0.9195997619633854,-0.6238850632636107
46,46,46,02-16,4.3352499785860745,-1.9928045577920928,-0.5316209945968825
47,47,47,02-17,4.277531019517788,-2.0643941261922403,-0.6768043642913674
48,48,48,02-18,6.0097563722609495,0.08410729130496503,-0.8012153675310376
49,49,49,02-19,5.1308331798557605,-1.0060324654901245,-0.60175956127822
50,50,50,02-20,6.821909611347276,1.091431414946652,-0.04166023529441761
51,51,51,02-21,6.165384671565818,0.2771350755535204,0.2260504820301652
52,52,52,02-22,7.0447243441753935,1.3677913981107213,0.1890837049023948
53,53,53,02-23,5.572578687554908,-0.4581298222447429,0.3083349585986497
54,54,54,02-24,5.830929992082367,-0.13769337146165728,0.34147338668726457
55,55,55,02-25,5.707709815775398,-0.2905249433125948,0.2011752288355958
56,56,56,02-26,6.982216394906273,1.2902619834783406,-0.11219066014336522
57,57,57,02-27,5.4866938669111205,-0.5646538715564922,-0.1309051878067691
58,58,58,02-28,5.528820282431964,-0.5124039357630449,-0.21463090626268208
59,59,59,02-29,5.482047364598858,-0.5704169882251661,-0.4342101142786614
60,60,60,03-01,5.425907744468727,-0.6400476821971351,-1.0034680957009
61,61,61,03-02,4.645497797771816,-1.6080001914084705,-1.1374976320814374
62,62,62,03-03,4.228437133769865,-2.1252859050550907,-1.0529468419705426
63,63,63,03-04,4.83832745008492,-1.3688310898397162,-0.90341083202402
64,64,64,03-05,5.937833805155642,-0.0050991950976759645,-0.9525126079827124
65,65,65,03-06,6.2054261777601685,0.3267990714539692,-0.953146640743452
66,66,66,03-07,5.188378440123814,-0.9346583379492904,-0.7524160943778271
67,67,67,03-08,4.642430671223948,-1.6118043879729085,-0.6533325708257104
68,68,68,03-09,5.1994689571220825,-0.9209026268613406,-0.8753634170848197
69,69,69,03-10,5.317642911936574,-0.7743299485270163,-1.0061463974906055
70,70,70,03-11,4.863762013955954,-1.3372842726523324,-1.0869443687745672
71,71,71,03-12,5.572764939965545,-0.4578988109807457,-1.0335033374951133
72,72,72,03-13,4.797519137443903,-1.4194461656530608,-0.786737312659714
73,73,73,03-14,4.900951075739707,-1.2911582002961848,-0.7295151893075635
74,74,74,03-15,6.393196904241995,0.5596935221510547,-0.5781474419169287
75,75,75,03-16,5.594454308013357,-0.43099720841411343,-0.8702237591970384
76,76,76,03-17,5.596001836975819,-0.4290777883085228,-0.3384356647418245
77,77,77,03-18,4.159848948545345,-2.2103567146614043,-0.026835417930860268
78,78,78,03-19,7.3700382300550995,1.7712824010782229,-0.06314946485665061
79,79,79,03-20,6.408313862800138,0.5784432805696007,0.2877725684399817
80,80,80,03-21,6.217528099278853,0.3418092405963127,0.3516246976471564
81,81,81,03-22,7.292035807272656,1.6745349913656806,0.8380895118406312
82,82,82,03-23,5.9048858138869775,-0.04596501306547443,0.6070434977132011
83,83,83,03-24,6.51311716843338,0.7084321704994442,0.466101127026256
84,84,84,03-25,6.252355662859932,0.3850063163136418,0.43959594730109824
85,85,85,03-26,5.726506685598304,-0.2672109435520694,0.1762264851066558
86,86,86,03-27,6.08930958215332,0.18277816224536625,0.02814920825211872
87,87,87,03-28,6.01798891346239,0.09431821819902587,-0.18399913956167632
88,88,88,03-29,5.188563606109061,-0.9344286741926968,-0.4038923708517469
89,89,89,03-30,5.486851855412404,-0.5644579163833263,-0.34153061802056217
90,90,90,03-31,5.188624560701314,-0.9343530714267816,-0.4651441602252087
91,91,91,04-01,6.028180983085673,0.10695957343503874,-0.5471180308019974
92,92,92,04-02,5.491330423269512,-0.5589030909825123,-0.43230696572271937
93,93,93,04-03,5.621441210810149,-0.3975250052617066,-0.3769390476900061
94,94,94,04-04,5.743960878140963,-0.2455622837170287,-0.3137802699540828
95,95,95,04-05,5.754693553529401,-0.23225040818704706,-0.5719261599977576
96,96,96,04-06,5.494154457451067,-0.5554004050112415,-0.35226049969378764
97,97,97,04-07,4.7794030624427135,-1.4419157668270104,-0.42234421100811465
98,98,98,04-08,6.5539606532710195,0.7590908708413078,-0.4192174743688979
99,99,99,04-09,5.282412023588769,-0.8180272731476687,-0.3812742152482225
100,100,100,04-10,5.759086432446936,-0.22680186388172785,-0.4778138575800262
101,101,101,04-11,5.938243654672275,-0.004590853462995018,-0.2651675478748213
102,102,102,04-12,5.0271449931891015,-1.134638259002063,-0.2632461600640678
103,103,103,04-13,5.808077260668907,-0.1660379085957813,-0.035350720518389035
104,104,104,04-14,6.563255345798007,0.7706191977058288,-0.1886310876225024
105,105,105,04-15,6.384853720691585,0.5493453641264041,-0.09802770073343237
106,106,106,04-16,5.017594332474786,-1.1464840665064076,0.061389554522508286
107,107,107,04-17,6.376536548134188,0.5390294678714248,0.1409280402541612
108,108,108,04-18,5.798324222497925,-0.17813472746641912,0.07031885433346012
109,109,109,04-19,6.192843815760133,0.3111930057941362,0.006302791847901594
110,110,110,04-20,6.221684180913581,0.3469640821816223,0.2103741589171041
111,111,111,04-21,6.0751767183386125,0.165248989213053,0.21123441508525365
112,112,112,04-22,6.004787339453628,0.07794413590880746,0.2735426801520833
113,113,113,04-23,6.380698027941983,0.544191004880322,0.2569210146771321
114,114,114,04-24,6.099739773510035,0.1957148629345586,0.6076388282630689
115,115,115,04-25,6.112436690758374,0.2114630129444292,0.4782956159543594
116,116,116,04-26,7.918277769555233,2.4512709636972434,0.4449541853812784
117,117,117,04-27,5.449480342971861,-0.6108102846392051,0.4911700446584501
118,118,118,04-28,5.843498533595557,-0.1221044475296782,0.4491684517521879
119,119,119,04-29,6.604266741893264,0.8214861605433516,0.4436039301647175
120,120,120,04-30,5.896557527051259,-0.05629469450301385,-0.05416733471074705
121,121,121,05-01,6.0855183784187945,0.17807588341960698,0.3935909335526542
122,122,122,05-02,5.510314718112378,-0.535356625555544,0.6501900940111108
123,123,123,05-03,7.6155060701219695,2.0757393249412024,0.6159572830234056
124,124,124,05-04,7.084794166781221,1.4174905152210615,0.6077469820186401
125,125,125,05-05,6.438665893025372,0.6160892946171199,0.6371916501456737
126,126,126,05-06,5.856840285708198,-0.1055565005316078,0.8226447167484693
127,127,127,05-07,6.227956638549446,0.3547438921818098,0.6133485495919743
128,128,128,05-08,6.407441900148541,0.5773617740612289,0.6441446540732825
129,129,129,05-09,6.603038149846307,0.8199623220022324,0.4794430976632693
130,130,130,05-10,7.233769985499718,1.602267142108911,0.6275954223807035
131,131,131,05-11,5.6419239146597375,-0.3721200438429588,0.8612198354920434
132,132,132,05-12,6.573525536702343,0.7833574477729981,0.7421463799792071
133,133,133,05-13,7.3581121826382985,1.7564903708498494,0.602589112523559
134,134,134,05-14,5.831425360997232,-0.1370789590157896,0.2630582519854778
135,135,135,05-15,5.9279313943818215,-0.0173812827316558,0.3406894176473505
136,136,136,05-16,5.591293159914291,-0.434918021119576,0.5063202817632133
137,137,137,05-17,6.017463829767125,0.09366695012827744,0.3663912933574345
138,138,138,05-18,7.3747630309344245,1.777142632468175,0.6422393246503518
139,139,139,05-19,6.681207231141776,0.9169164404151772,0.829371717785717
140,140,140,05-20,7.165837196386683,1.5180092287417133,0.9366384227920056
141,141,141,05-21,6.833182300158339,1.1054130760805352,0.999245144248896
142,142,142,05-22,6.11019467257952,0.20868220891815525,0.8480757339430246
143,143,143,05-23,6.320323160302976,0.4693072788696196,0.8006282888113175
144,144,144,05-24,6.6434826613935805,0.8701261706329471,0.7110708106822562
145,145,145,05-25,6.4516807340847455,0.6322317696249342,0.6752866901448211
146,146,146,05-26,6.732603875115848,0.9806643599673448,0.6007068962500337
147,147,147,05-27,6.660077008304904,0.8907083528559251,0.8020032551821424
148,148,148,05-28,5.749415735033172,-0.2387965544505693,0.7367575054055729
149,149,149,05-29,7.294092095759232,1.6770854324622717,0.5653276830768621
150,150,150,05-30,6.327857060215151,0.4786516719735306,0.6075482727954923
151,151,151,05-31,5.622390842901042,-0.3963471643473306,0.4402911907297493
152,152,152,06-01,6.93684551626005,1.2339878982791257,0.4668468564920129
153,153,153,06-02,5.850972702520568,-0.11283413953853265,0.2255207554427447
154,154,154,06-03,5.877878477811214,-0.07946255987698765,0.18894214193859124
155,155,155,06-04,6.126679720477211,0.22912882616666225,0.2394051250615601
156,156,156,06-05,6.15090841732182,0.2591799909486096,-0.02952306851618443
157,157,157,06-06,5.866504972020353,-0.09356926560951707,0.2794727010132631
158,158,158,06-07,5.635908320159563,-0.37958126318734187,0.5512170843373978
159,159,159,06-08,7.345736359207764,1.7411404776381525,0.6814386018755579
160,160,160,06-09,7.192438961018996,1.5510037400678205,0.9372698755959114
161,161,161,06-10,6.756624887788463,1.0104579313956237,1.2555139830440716
162,162,162,06-11,7.388489406807617,1.7941676332707301,1.5943139297543183
163,163,163,06-12,7.406007362272433,1.815895379079445,1.46134329651979
164,164,164,06-13,7.274849358094299,1.6532184170741373,1.4567248674533788
165,165,165,06-14,6.702492374772848,0.9433166782309844,1.4067327181638387
166,166,166,06-15,7.170097360905919,1.5232931656693518,1.0981258367061628
167,167,167,06-16,6.514788412190487,0.7105050356583836,0.9516978071661718
168,168,168,06-17,5.895606991915697,-0.05747365547532617,0.6063204039807827
169,169,169,06-18,6.697663370346555,0.9373272018394982,0.6301358532842012
170,170,170,06-19,5.6040899463758125,-0.4190460020381969,0.6186966926097567
171,171,171,06-20,6.817699350391438,1.0862093740514949,0.794837298720299
172,172,172,06-21,7.1147605462135886,1.4546582016226852,0.9485770588737958
173,173,173,06-22,7.366866668413353,1.7673486723216365,1.0311948192451563
174,174,174,06-23,6.639321400741457,0.8649649054456552,1.1187311095797836
175,175,175,06-24,7.097325882840055,1.4330337640676616,0.9863987697171795
176,176,176,06-25,6.027545793789767,0.10617173996956722,0.8584883225614157
177,177,177,06-26,6.177543103164407,0.2922153348758701,0.6279382513197906
178,178,178,06-27,6.4959951566090455,0.687195518688102,0.6588397473778413
179,179,179,06-28,6.251583219505862,0.3840482448718859,0.6196345594820913
180,180,180,06-29,6.788807050060145,1.0503738817939592,0.4138704074705744
181,181,181,06-30,6.90767121504508,1.1978026366931611,0.16192530548864684
182,182,182,07-01,5.032163958160579,-1.128413172099535,-0.04509907470276903
183,183,183,07-02,4.958761426973708,-1.2194552770156952,-0.0963496742012008
184,184,184,07-03,5.494516980938325,-0.5549507624603932,-0.2822109099876869
185,185,185,07-04,6.003659004781668,0.07654464788129525,-0.3284631547836652
186,186,186,07-05,5.889705354060602,-0.06479353292495743,-0.13244851642423242
187,187,187,07-06,6.68392648654439,0.9202891679172912,0.2428444778760828
188,188,188,07-07,5.9803826280943175,0.04767465805706205,0.25843342273985465
189,189,189,07-08,6.774237183627927,1.032302688786196,0.5604836001730221
190,190,190,07-09,5.569928331274777,-0.4614170932777618,0.7399107164334445
191,191,191,07-10,7.4648234356428835,1.8888457124803009,0.5202533490751056
192,192,192,07-11,6.757682067200387,1.0117691646375766,0.7440910627110696
193,193,193,07-12,5.621336373576701,-0.3976550362327424,0.4459833104347602
194,194,194,07-13,7.063195120474117,1.3907009398728456,0.06370431557617152
195,195,195,07-14,5.332144191358428,-0.7563438248716601,-0.13937140294260966
196,196,196,07-15,3.720657873301488,-2.755091062429294,-0.14329153484076448
197,197,197,07-16,6.482446867640761,0.6703914013676138,-0.11081794042934913
198,198,198,07-17,6.738718472003906,0.9882483732486476,-0.6335843909397917
199,199,199,07-18,5.77842703149122,-0.20281346976425035,-0.4524841988126515
200,200,200,07-19,4.534318131807425,-1.7458977631898098,0.0281156582502331
201,201,201,07-20,6.208214390710852,0.3302573278911811,0.0017696510426866892
202,202,202,07-21,6.04555442719492,0.1285080799480136,-0.11343259689288468
203,203,203,07-22,6.354998345828859,0.5123153581223353,-0.14990523696905453
204,204,204,07-23,6.1814288571816896,0.2970348856352194,0.2452476826919515
205,205,205,07-24,5.6019910338970975,-0.4216493102212693,0.2777795294011836
206,206,206,07-25,6.445866060255091,0.6250197547762262,0.1630448890711117
207,207,207,07-26,6.365586843479156,0.5254484081465735,-0.1029553539332721
208,208,208,07-27,5.490526859051712,-0.5598997620324178,-0.3247799395072229
209,209,209,07-28,5.068225078614198,-1.0836860999039677,-0.16466002926424195
210,210,210,07-29,5.108354849791302,-1.0339126278084856,-0.5838824680844661
211,211,211,07-30,6.376569349023236,0.5390701512366163,-0.8010761251260053
212,212,212,07-31,4.4178820960392855,-1.8903148781451176,-0.6520032416552891
213,213,213,08-01,5.3149149022319575,-0.7777135341026633,-0.590257279543849
214,214,214,08-02,6.211665302949911,0.3345375387918796,-0.3422457545565067
215,215,215,08-03,5.3669204952275615,-0.7132103272353263,-0.4499082507220191
216,216,216,08-04,6.30810789027854,0.4541565221155686,0.03796651556130967
217,217,217,08-05,5.855753200952653,-0.1069048257564586,0.14505514312733342
218,218,218,08-06,6.777970943746247,1.0369337195548551,-0.011733516582226369
219,219,219,08-07,5.832954967226919,-0.13518176870652074,-0.019532689568692585
220,220,220,08-08,5.453201875856903,-0.6061944194654791,-0.14165614225596124
221,221,221,08-09,5.329192081177948,-0.7600053651541236,-0.060264326443621424
222,222,222,08-10,5.71733702314312,-0.2785841940080433,-0.10258616418540176
223,223,223,08-11,6.249485220045779,0.3814460691175802,-0.11743972047080853
224,224,224,08-12,6.573239516397058,0.7830026931041731,-0.04631140572257431
225,225,225,08-13,5.761101051097922,-0.2243031064189612,-0.07013831650449531
226,226,226,08-14,5.797284320768615,-0.17942453097607386,-0.13750172358356907
227,227,227,08-15,5.213929660782416,-0.9029668298456496,-0.18425963003882173
228,228,228,08-16,5.391467277917276,-0.682764636482486,-0.6037951991069114
229,229,229,08-17,6.0232943587970125,0.10089863038606443,-0.8866820289020899
230,230,230,08-18,4.543740788030814,-1.7342107213043652,-1.1018974217539317
231,231,231,08-19,4.39263910491263,-1.9216240851900321,-0.8287958470753258
232,232,232,08-20,4.756182210909687,-1.4707168880871244,-0.6908695261426687
233,233,233,08-21,6.535055542328572,0.7356426182259851,-0.43081582609306895
234,234,234,08-22,6.058684347408781,0.14479328911345635,-0.07197816481080782
235,235,235,08-23,7.281301289484554,1.6612208306836629,0.29077238514581283
236,236,236,08-24,6.2796140511249146,0.41881524638920203,0.5167004285238898
237,237,237,08-25,6.147440924187298,0.2548792145496919,0.6687922672269409
238,238,238,08-26,5.8491066505622955,-0.1151486278186632,0.6254531856872886
239,239,239,08-27,7.270798149155384,1.6481936504442922,0.2804676191617568
240,240,240,08-28,5.849032014309437,-0.11524120012445732,0.4549497826759853
241,241,241,08-29,5.6124373833239725,-0.4086925684695281,0.3985933566164545
242,242,242,08-30,7.123669609420726,1.4657082274745727,0.6369411428900219
243,243,243,08-31,5.874817329298443,-0.08325934180749235,0.25134918374632376
244,244,244,09-01,7.002111460680329,1.314938089822741,0.09827039903451863
245,245,245,09-02,5.40550126267524,-0.6653581044178963,0.1438877578275468
246,246,246,09-03,5.108515066956075,-1.033713908395288,-0.18903848249200486
247,247,247,09-04,5.833110857726929,-0.13498841571135906,0.13266904640275165
248,248,248,09-05,5.513142561930686,-0.5318492144427376,0.031161542236657975
249,249,249,09-06,7.431073982931045,1.8469858315610468,0.1928699116445025
250,250,250,09-07,6.511070019111202,0.7058930648261789,0.3064035284368492
251,251,251,09-08,6.1877637316439555,0.3048921120291708,0.2909178942829229
252,252,252,09-09,5.657732696866955,-0.3525122076412076,0.4509623764968309
253,253,253,09-10,5.758199271819806,-0.2279022206349169,0.2489579346917649
254,254,254,09-11,6.287355994790878,0.42841767884071,-0.2162461642065121
255,255,255,09-12,6.453879704318694,0.6349591807306509,-0.4805368303189633
256,256,256,09-13,4.260650277009226,-2.0853315285634832,-0.3791293463114598
257,257,257,09-14,4.909260523952325,-1.2808518846455363,-0.5674784467620915
258,258,258,09-15,6.148290292012472,0.2559326964038132,-0.6084685057965965
259,259,259,09-16,4.84706255770858,-1.3579968233387072,-0.7831705019203374
260,260,260,09-17,6.0890670323771,0.18247732463367936,-0.3695094870121707
261,261,261,09-18,5.60876070817791,-0.4132527960117944,0.18773104451553324
262,262,262,09-19,6.261730913856398,0.3966345608855172,0.12938513119929582
263,263,263,09-20,7.604905502616954,2.0625913045206885,0.3737922368548812
264,264,264,09-21,5.866042574271398,-0.09414278349361144,0.3731415615245577
265,265,265,09-22,6.029379259087435,0.10844581059480576,0.5855271939555253
266,266,266,09-23,6.085919397580832,0.17857327265173809,0.2364365525218247
267,267,267,09-24,6.636173882940103,0.8610609985740119,-0.5219949123340654
268,268,268,09-25,4.57300875271047,-1.6979092877166866,-0.7470263799439053
269,269,269,09-26,3.9360015837023683,-2.4879974846146533,-0.7288600009888985
270,270,270,09-27,4.777455310094906,-1.4443315891526511,-0.9132865697253332
271,271,271,09-28,6.117258918659807,0.2174440843248472,-1.1402357431313468
272,272,272,09-29,5.193757887749953,-0.9279861397668708,-1.071829351557018
273,273,273,09-30,5.538309737941897,-0.5006340418620698,-0.9096890407109828
274,274,274,10-01,4.903923924028617,-1.2874709382707143,-0.5479553482472247
275,275,275,10-02,4.7203535646556904,-1.515155619538442,-0.8047786596523929
276,276,276,10-03,6.5273380923656825,0.7260705656298986,-0.8001402272499689
277,277,277,10-04,4.874878957720184,-1.3234957841061623,-0.9681623384667928
278,278,278,10-05,5.216196253782285,-0.9001555453523263,-1.0325186508736668
279,279,279,10-06,4.725504612003666,-1.5087667091630137,-0.9574694486936324
280,280,280,10-07,4.592600966401409,-1.6736088127119588,-1.3680831110811795
281,281,281,10-08,5.083403259649635,-1.0648604064582357,-1.2944479086783032
282,282,282,10-09,4.540998990018719,-1.7376114086953842,-1.1622269643498366
283,283,283,10-10,5.231088444252121,-0.8816845696889046,-0.8897638313421741
284,284,284,10-11,5.855813626330869,-0.10682987938152676,-0.3161201105101734
285,285,285,10-12,6.0435420389470496,0.12601208888296275,-0.08358170756938166
286,286,286,10-13,7.3675961939809715,1.7682535122800442,0.552244191840355
287,287,287,10-14,6.2083052414123765,0.3303700111865149,0.6072703633098727
288,288,288,10-15,7.61679982659797,2.077343987763036,0.5096204751810406
289,289,289,10-16,5.497276947106153,-0.5515275408717981,0.2224225866854923
290,290,290,10-17,5.383433360164673,-0.6927292081545199,-0.10514601115873512
291,291,291,10-18,4.6542253934337685,-1.597175242090327,-0.1697703979473346
292,292,292,10-19,5.7829866833874215,-0.1971580747853204,-0.4712220841915971
293,293,293,10-20,5.895685476894569,-0.05737630954508172,-0.2602186076963673
294,294,294,10-21,6.158530590319468,0.2686338702974598,-0.08503862449836272
295,295,295,10-22,6.518003957641042,0.7144933180995808,0.3321525079613743
296,296,296,10-23,6.230864613551126,0.3583506910335074,0.4804990935322804
297,297,297,10-24,6.67238293534005,0.9059715526680956,0.6549742116079533
298,298,298,10-25,6.50061166913628,0.692921438640116,0.5531704541251639
299,299,299,10-26,6.7397069529583975,0.9894743989089562,0.6026861194729533
300,300,300,10-27,5.666056026569918,-0.3421886745992772,0.5467202804352106
301,301,301,10-28,6.7575354473804445,1.0115873101863169,0.4710058794999222
302,302,302,10-29,5.9601304791096785,0.02255565680705129,0.4454579398435563
303,303,303,10-30,6.306115348640528,0.45168514705636503,0.5583229623573165
304,304,304,10-31,6.3770237903775255,0.5396338007019207,0.4889502456866015
305,305,305,11-01,7.285690265356704,1.6666645339915171,0.3324650140579875
306,306,306,11-02,5.330466268163336,-0.7584249746235671,0.04479016257429688
307,307,307,11-03,6.0005398503114735,0.07267592041463303,-0.10339543623275728
308,308,308,11-04,4.568506530356141,-1.7034934520950924,-0.14582860709765505
309,309,309,11-05,5.589269134601648,-0.4374284457859599,-0.28777629230618423
310,310,310,11-06,6.171753790262518,0.2850347755125341,-0.014354645271698515
311,311,311,11-07,6.599019890148336,0.8149784227403419,0.15560620203008504
312,312,312,11-08,6.653140496231545,0.8821049075833475,0.28947402448525544
313,313,313,11-09,6.822723590863485,1.0924410042253343,0.3808975902947456
314,314,314,11-10,5.216090657836482,-0.9002865173640702,0.5582129811011919
315,315,315,11-11,6.031529634623648,0.11111294907098077,0.6312351298553882
316,316,316,11-12,7.029515054607281,1.348927120351212,0.8380501729916867
317,317,317,11-13,6.952263736357617,1.2531113152655198,0.8481274073363668
318,318,318,11-14,7.6536060061869255,2.1229951664011377,1.1570860634218945
319,319,319,11-15,6.87147210182623,1.1529044102934158,1.03461634668965
320,320,320,11-16,6.7106747786444965,0.9534654191490954,0.9763357650254756
321,321,321,11-17,5.439083718956544,-0.6237053513224864,1.0273926906558202
322,322,322,11-18,6.747583378018758,0.9992436303661651,0.9422242600105798
323,323,323,11-19,7.19925105586248,1.5594528690475884,0.8181140452960532
324,324,324,11-20,7.241604654131336,1.611984582529695,0.5610437563696871
325,325,325,11-21,6.271090295106252,0.4082431220062566,0.7310393888357544
326,326,326,11-22,5.4671000666464105,-0.5889563144091021,0.7565493737402477
327,327,327,11-23,6.261435732360454,0.39626844347391693,0.4892732893717764
328,328,328,11-24,6.870987651080308,1.1523035397931245,0.2689668268026509
329,329,329,11-25,5.906305919998482,-0.04420363716323916,0.3669294108329031
330,330,330,11-26,6.175874550178362,0.2901458071149423,0.5124758052900801
331,331,331,11-27,6.7449832242767025,0.9960186261877698,0.5593993484963616
332,332,332,11-28,6.1711791584985525,0.2843220523339599,0.5073828947446638
333,333,333,11-29,6.488427859581331,0.6778097027116069,0.6988804084016468
334,334,334,11-30,6.61935862477942,0.8402048172829369,0.7021126300862098
335,335,335,12-01,6.832673048572192,1.1047814447786597,0.7097770900972223
336,336,336,12-02,6.191510387237876,0.30953913722232,0.7411875375243033
337,337,337,12-03,6.782059965780446,1.042005386253844,0.6152620662342784
338,338,338,12-04,6.323126854500294,0.4727847368964462,0.4397788435766286
339,339,339,12-05,5.879264769024526,-0.07774312502854337,0.4543269674978869
340,340,340,12-06,5.770460453822409,-0.21269451866296146,0.39389071646637225
341,341,341,12-07,6.903049438979073,1.1920701883062086,0.19372760427522207
342,342,342,12-08,5.899150683653897,-0.05307836896676759,-0.04813675363220101
343,343,343,12-09,5.813773099043199,-0.1589732868930565,-0.24650280541575195
344,344,344,12-10,5.15311066755199,-0.9784014105480928,-0.28414867725570697
345,345,345,12-11,4.919671162360843,-1.2679394357298492,-0.5705467308491752
346,346,346,12-12,5.588348960398529,-0.4385697497026918,-0.6178507665004714
347,347,347,12-13,5.5176019860595895,-0.5263181332546004,-0.6114516986709199
348,348,348,12-14,5.670317928390384,-0.33690258287454505,-0.33884689178696936
349,349,349,12-15,5.844728519704317,-0.12057887991574708,0.25918427682929923
350,350,350,12-16,6.471833440322922,0.65722743075561,0.537034013898173
351,351,351,12-17,7.8126404019561475,2.3202475759677625,0.4194214937790455
352,352,352,12-18,6.932444025593478,1.228528672710551,0.3443564348339721
353,353,353,12-19,4.948652705902182,-1.2319932539693652,0.4440926045849604
354,354,354,12-20,5.307191526468934,-0.7872929365449854,0.3017631122214506
355,355,355,12-21,6.327201150407291,0.4778381385901828,-0.07882731267253917
356,356,356,12-22,5.783316077176832,-0.1967495234254487,-0.3541750657375746
357,357,357,12-23,5.971538382724591,0.03670502660382394,-0.2944025043515896
358,358,358,12-24,5.600452280661603,-0.4235578456796616,-0.0941580829896207
359,359,359,12-25,5.2378018180823736,-0.8733578856534547,-0.3219245476846957
360,360,360,12-26,6.2758717254310215,0.4141735916268279,-0.5042509657504529
361,361,361,12-27,5.22538336773412,-0.8887606495802672,-0.7783586372939278
362,362,362,12-28,4.901314023253316,-1.2907080318199926,-0.7409952584843728
363,363,363,12-29,4.64554551859481,-1.6079410026570258,
364,364,364,12-30,5.781197217139567,-0.19937757282233032,
365,365,365,12-31,,,
