,unnamed: 0,unnamed: 0,mth_day,foreign,foreign_norm,foreign_ravg
35,35,35,02-05,2.755116006342544,1.1441851014180977,0.21694064697356705
36,36,36,02-06,2.0579570223067853,-0.42363956722671015,0.4717751027418451
37,37,37,02-07,2.6710473112358164,0.9551249629600012,0.6189492515902638
38,38,38,02-08,3.1721318476290854,2.0820023542345267,0.6949478093067748
39,39,39,02-09,2.7930528038663356,1.2295002854280237,0.4219306087689172
40,40,40,02-10,1.882826613714143,-0.8174862809732922,0.3613214248505956
41,41,41,02-11,2.0267065178665824,-0.4939181018090476,0.10995937648760228
42,42,42,02-12,1.8962518089798752,-0.7872946707366398,-0.4079821508972037
43,43,43,02-13,2.000413736832253,-0.5530473272179589,-0.7912441030756389
44,44,44,02-14,1.7902646162620617,-1.025646810074309,-0.8165865009522562
45,45,45,02-15,1.7705104805672531,-1.0700714276425871,-1.0253057278945878
46,46,46,02-16,1.8152131335462465,-0.969540668232996,-1.155392299507249
47,47,47,02-17,1.4698439281372568,-1.7462334634630383,-1.3202473558682215
48,48,48,02-18,1.5491810277276483,-1.567814100412607,-1.2136368776661628
49,49,49,02-19,1.5605806895370489,-1.5421776653837935,-0.8953203225970512
50,50,50,02-20,2.074701214909886,-0.3859839408619574,-0.5921713555801436
51,51,51,02-21,2.6197785801395024,0.8398279027720836,0.4319248439464308
52,52,52,02-22,2.6240141305595555,0.8493531338684492,0.7566721794422276
53,53,53,02-23,4.20213107846239,4.398343733696408,1.211464499904843
54,54,54,02-24,2.4156064399962207,0.3806699125621733,1.4482808364679036
55,55,55,02-25,2.7739659299480595,1.1865762573918992,1.115637797383852
56,56,56,02-26,2.7065268516786247,1.0349140785164077,1.0289520047835807
57,57,57,02-27,1.7322874423395416,-1.1560303317322258,0.1441431725737008
58,58,58,02-28,2.3927365637187026,0.3292383782668217,0.15030540547748006
59,59,59,02-29,1.841462418761433,-0.9105092595628722,-0.19189849460351507
60,60,60,03-01,2.4320472682974,0.4176433099848489,-0.5054060542454094
61,61,61,03-02,1.8609664291055728,-0.8666471430940721,-0.5087342005982264
62,62,62,03-03,1.8700891448154129,-0.8461312793349587,-0.4835970777046297
63,63,63,03-04,1.7234079527775188,-1.1759992098491279,-0.5600051372043159
64,64,64,03-05,2.4598023705345744,0.4800611156284014,-0.5114983997471115
65,65,65,03-06,1.6376058286786053,-1.3689576165609891,-0.5136815328809882
66,66,66,03-07,2.5614631723108934,0.7086837347280751,-0.5452382594014789
67,67,67,03-08,1.8551418331233809,-0.8797459418973325,-0.5012593894806716
68,68,68,03-09,1.7858958449885798,-1.0354716384579026,-0.9093230586365988
69,69,69,03-10,1.8407435128801648,-0.9121259903242844,-0.8500091088789619
70,70,70,03-11,1.3710891029092371,-1.968320899307162,-1.005759343985717
71,71,71,03-12,1.7958553591746091,-1.0130739180151669,-0.9549921968977424
72,72,72,03-13,2.145921774697042,-0.2258176759124573,-0.8107705588536732
73,73,73,03-14,1.9905885066988367,-0.5751430593694825,-0.7587652392023351
74,74,74,03-15,2.1706789626378966,-0.17014181019348756,-0.35796586106970724
75,75,75,03-16,1.9794936290290093,-0.6000940724162553,-0.40062426981330895
76,76,76,03-17,2.4404212527954803,0.43647536948860455,-0.5192560658781985
77,77,77,03-18,1.6820427875457502,-1.269024370476778,-0.551144825752477
78,78,78,03-19,1.8294123177164057,-0.9376084523017948,-0.17988654576492244
79,79,79,03-20,1.9055093423736755,-0.766475618615153,0.18244186952645028
80,80,80,03-21,3.161195506230913,2.0574078697318403,0.025331845134799264
81,81,81,03-22,2.9461853067795403,1.573876419331981,0.3129725464083776
82,82,82,03-23,2.0212519393745128,-0.5061847768613016,0.3536332074432673
83,83,83,03-24,2.4494677544225207,0.4568198371646919,0.3692063300334179
84,84,84,03-25,1.9378949014040645,-0.6936444860924565,-0.1148012327866112
85,85,85,03-26,1.9470584104819029,-0.6730368830742488,-0.4463531849650593
86,86,86,03-27,1.869864042287682,-0.8466375071883349,-0.254550419364771
87,87,87,03-28,2.061605187234941,-0.4154352937387077,-0.0905345573083159
88,88,88,03-29,2.53298143518629,0.6446318167404281,-0.1354718784773426
89,89,89,03-30,2.88706183255065,1.4409150095034229,-0.09388489315451433
90,90,90,03-31,1.8180021947843883,-0.9632684131066166,0.14540608176426548
91,91,91,04-01,2.058012426003933,-0.4235149711372792,0.3579602167153603
92,92,92,04-02,2.5082920105406683,0.5891083423243437,-0.03149705195014544
93,93,93,04-03,2.6286993058771424,0.8598895159678612,-0.4335896141984688
94,94,94,04-04,1.4939100166345882,-1.6921117952526064,-0.040313077313804936
95,95,95,04-05,1.8142794693505082,-0.9716403639865177,-0.08560382357537312
96,96,96,04-06,2.8672634153133605,1.3963908082013667,0.15588425070053488
97,97,97,04-07,1.937176781758475,-0.6952594487066883,-0.036055818993364
98,98,98,04-08,3.1525818366388885,2.038036787979792,0.21996567656470206
99,99,99,04-09,2.1166034829460645,-0.2917509021955321,0.3563977296360561
100,100,100,04-10,2.176974989284333,-0.1559828219042093,-0.07165524815121113
101,101,101,04-11,2.1782799857782265,-0.15304804555839366,0.04011424800927463
102,102,102,04-12,1.7252187017334903,-1.171927058522237,-0.2914487703275572
103,103,103,04-13,2.2353776327125017,-0.024642471743773826,-0.20475755405071427
104,104,104,04-14,2.2679721926000385,0.04865867795880086,-0.16327733620555004
105,105,105,04-15,2.3478955201480134,0.2283963954655253,-0.2668538760347476
106,106,106,04-16,2.2876441493333823,0.09289848516677612,-0.053480552460374385
107,107,107,04-17,1.901937930235707,-0.7745072845335789,-0.2281375645676754
108,108,108,04-18,2.2944984144147202,0.10831288292400232,-0.1855978633235942
109,109,109,04-19,1.7693929819389038,-1.07258454438758,-0.07173468431511712
110,110,110,04-20,2.381468052795209,0.303896885423288,-0.07062502542425386
111,111,111,04-21,2.651682313853384,0.9115754695163879,0.22072646655581032
112,112,112,04-22,2.290604717618033,0.09955643851195572,0.1797340514765742
113,113,113,04-23,2.6792632812458868,0.9736016673468064,0.5276835469478217
114,114,114,04-24,2.1851307114259098,-0.1376416075514144,0.8586473658878783
115,115,115,04-25,2.697721722810804,1.0151124284399056,1.0054193583265758
116,116,116,04-26,3.2644790337269716,2.289679799063628,1.1935818385828263
117,117,117,04-27,3.0432697732671166,1.792207424148574,0.887748481529226
118,118,118,04-28,2.792621937499454,1.2285313200494588,0.8788499508964106
119,119,119,04-29,1.8633003355727664,-0.8613984749747963,0.9002649183057265
120,120,120,04-30,2.1613894448182847,-0.19103279134830667,0.5336680295465571
121,121,121,05-01,2.754856824282868,1.143602232895802,0.1806721014854169
122,122,122,05-02,2.286399075058148,0.09009846650861114,-0.007836597936342393
123,123,123,05-03,2.1014771576862588,-0.3257681442182672,0.08861704004865945
124,124,124,05-04,2.2896810053949497,0.09747912351890296,0.3894375803580989
125,125,125,05-05,2.120638499497565,-0.2826766470647852,-0.02501052855891343
126,126,126,05-06,2.9639782028092925,1.6138904505083298,-0.0790636787899496
127,127,127,05-07,1.6491098807886992,-1.3430864206062718,-0.06082835297912775
128,128,128,05-08,2.14218534994216,-0.2342204348776059,0.2282374296439344
129,129,129,05-09,2.150128980061865,-0.2163561893533361,0.3347732918728177
130,130,130,05-10,3.0609080872108865,1.8318738192572757,0.329625408552966
131,131,131,05-11,2.4048760228389776,0.3565385263085145,0.6440521064798191
132,132,132,05-12,2.9502436577023925,1.5830031505892197,0.7311539072693609
133,133,133,05-13,2.4879998472409284,0.5434737669548477,0.6719423701260286
134,134,134,05-14,2.3745728260185888,0.2883903698596449,0.6494949818892567
135,135,135,05-15,1.992152686269821,-0.5716254122133299,0.6170331783635561
136,136,136,05-16,3.001018488493456,1.697189489836644,0.4481148920030841
137,137,137,05-17,2.3182679788967646,0.16176770515431088,0.673849492308917
138,138,138,05-18,2.499569918759684,0.5694934324263887,0.8193834132361479
139,139,139,05-19,3.0902594280152083,1.8978813687898448,1.0442108320280024
140,140,140,05-20,2.762857112465244,1.1615938954230305,0.7501129687665299
141,141,141,05-21,2.5919919081024285,0.7773391005377962,0.7997448830923773
142,142,142,05-22,2.216365822953955,-0.06739768973219115,0.6891301742399448
143,143,143,05-23,2.4506858531367444,0.4595591911093952,0.4020122788256821
144,144,144,05-24,2.2044500386408297,-0.09419482068820613,0.2606643248955317
145,145,145,05-25,2.3242293064002224,0.1751739963042683,0.12770839033587553
146,146,146,05-26,2.3857409797946656,0.3135061718421281,0.08205189072766605
147,147,147,05-27,2.237265670738444,-0.02039650682014088,0.2616072002249003
148,148,148,05-28,2.0945543493189547,-0.341336687381448,0.3812525248087313
149,149,149,05-29,2.9297391541242312,1.5368910480928004,0.278541901278108
150,150,150,05-30,2.523663588215572,0.6236771268147797,0.0876907148032839
151,151,151,05-31,2.0501975142655207,-0.4410897448794714,0.2481668688563993
152,152,152,06-01,1.87655029568654,-0.8316009470068166,0.5604852204186849
153,153,153,06-02,2.6654158131329,0.9424604174985516,0.5909577070402355
154,154,154,06-03,2.9278192507792364,1.5325734219922655,0.5147870721020483
155,155,155,06-04,3.0110397034993843,1.7197259678221042,0.4836834092553237
156,156,156,06-05,2.320440446512745,0.16665331718565696,0.8215646224520565
157,157,157,06-06,1.967212987652261,-0.6277117219598194,0.8016164905297449
158,158,158,06-07,2.778016874295539,1.19568633217358,0.5624429189296317
159,159,159,06-08,2.612194226577341,0.8227716259646821,0.6490416494690365
160,160,160,06-09,2.289704514407344,0.09753199239158622,0.5701813731640979
161,161,161,06-10,3.242084988890217,2.2393183510585333,1.0486652685068159
162,162,162,06-11,2.1100413456092544,-0.30650834064397503,1.2643214872056674
163,163,163,06-12,3.243807314910576,2.243191650096488,1.0780804034734612
164,164,164,06-13,3.353387347802788,2.489623644366689,1.142034819652157
165,165,165,06-14,2.1153032897890047,-0.2946748764285547,0.8094833219647007
166,166,166,06-15,2.4603348024724463,0.4812584894637604,0.9018286014070246
167,167,167,06-16,2.354838083401396,0.24400936493379505,0.6579568440373006
168,168,168,06-17,2.3564184149998897,0.2475633360099681,0.4460692906278865
169,169,169,06-18,2.593157825832753,0.7799611058781448,0.3472593456027473
170,170,170,06-19,2.788071667730928,1.2182983239102048,0.4529675319135431
171,171,171,06-20,1.8516785021554527,-0.8875345465793898,0.5927648835542251
172,172,172,06-21,2.742364087684795,1.1155076073285348,0.4011128905893929
173,173,173,06-22,2.7278172114500085,1.0827934747778871,0.28904555387448216
174,174,174,06-23,1.8450911803571977,-0.9023486217790244,0.2300852759552765
175,175,175,06-24,2.294162336718681,0.10755708558867992,0.7439159471336089
176,176,176,06-25,2.630765733178376,0.8645366563949708,0.5045129997962666
177,177,177,06-26,3.2225779752249912,2.195449480490605,0.5350036166309544
178,178,178,06-27,2.103637377184185,-0.3209100766955185,0.6334383466442594
179,179,179,06-28,2.8091661322070802,1.2657371757860143,0.3898572469873036
180,180,180,06-29,2.1077148948924243,-0.31174024169919484,0.29173518911730584
181,181,181,06-30,1.6442883219899544,-1.3539295123530544,-0.08818939011101662
182,182,182,07-01,2.368976227460464,0.27580430917498444,-0.05538357593606647
183,183,183,07-02,2.2089397580359122,-0.08409799487932998,-0.2339299476026256
184,184,184,07-03,2.1911632410313584,-0.12407519164581747,-0.22085244233837464
185,185,185,07-04,2.3328046758641725,0.1944589457866589,-0.14360948959984546
186,186,186,07-05,2.1426056596548952,-0.2332752101136889,-0.13581173889718753
187,187,187,07-06,1.85037240600298,-0.8904717959218795,-0.15088380178435426
188,188,188,07-07,2.38978061483751,0.322590813390932,0.053781990755144594
189,189,189,07-08,2.1687275164764412,-0.1745303722023302,0.10641429903135348
190,190,190,07-09,2.737211273750644,1.1039195635911756,-0.005125077036840689
191,191,191,07-10,2.4732275967396884,0.5102527954439122,-0.1024438919251368
192,192,192,07-11,1.8450187687677937,-0.902511466522854,-0.2432999723363684
193,193,193,07-12,1.5907259513758805,-1.4743846852516562,-0.12543673503918282
194,194,194,07-13,2.0139767999901483,-0.5225456690764575,-0.32235789124016456
195,195,195,07-14,2.4831864597980697,0.5326490515807834,-0.5564254917420701
196,196,196,07-15,2.2118259193631924,-0.07760737361471502,-0.3951861146290405
197,197,197,07-16,1.8487355837291493,-0.8941528075675209,-0.2163471748250388
198,198,198,07-17,2.275205189160741,0.06492479615532434,-0.01444210088354144
199,199,199,07-18,2.0678679790780974,-0.4013510464276462,-0.3098159142028138
200,200,200,07-19,2.5526592395605956,0.6888847745725265,-0.3280812293773899
201,201,201,07-20,1.6951295613857245,-1.2395938283348509,-0.3628810331933506
202,202,202,07-21,2.163094085409308,-0.1871992646621716,-0.6445654605882744
203,203,203,07-22,1.7558897584598625,-1.1029516304632856,-0.7720954920507346
204,204,204,07-23,1.5236715522098006,-1.625181768214219,-0.8989239532078163
205,205,205,07-24,1.7276180431770336,-1.1665312352024069,-0.6960883341225079
206,206,206,07-25,2.2142810921998293,-0.07208599236996324,-0.8808513726347335
207,207,207,07-26,2.236294694027788,-0.02258011382300029,-0.9317946464173824
208,208,208,07-27,1.670146571088529,-1.2957774957355246,-0.7278215447163238
209,209,209,07-28,1.6199731791227123,-1.4086112731591798,-0.14673907076961212
210,210,210,07-29,2.067871486793486,-0.40134315800786746,-0.2306694727908335
211,211,211,07-30,3.2779452268710108,2.3199636084778628,-0.44357010006799297
212,212,212,07-31,1.9903549033611063,-0.5756684044972914,-0.2356964407116169
213,213,213,08-01,1.6682761343705426,-1.2999838774859571,-0.08666176455988787
214,214,214,08-02,2.2247531877452995,-0.04853553959726797,-0.008286345517640578
215,215,215,08-03,2.0175974753465264,-0.5144032162488059,-0.2498826336517989
216,216,216,08-04,2.2769769892350307,0.06890935624561627,-0.16959058718952824
217,217,217,08-05,2.633366686358538,0.8703858796729127,0.11301044718112008
218,218,218,08-06,2.2045739649332394,-0.09391612572366738,0.11370276151019787
219,219,219,08-07,2.422255277381196,0.39562232873793257,0.06293775728513172
220,220,220,08-08,2.2266002813544743,-0.0443816536228011,0.0799668017697192
221,221,221,08-09,1.8821565189261524,-0.8189932415992031,-0.17304101088750132
222,222,222,08-10,2.322410454810885,0.17108362315314116,-0.299452871365262
223,223,223,08-11,1.958342215244627,-0.6476609962704104,-0.5647932657360071
224,224,224,08-12,1.8673073075706303,-0.8523872885902315,-0.908563954896325
225,225,225,08-13,1.7143274964397754,-1.196420037486538,-0.4629790588718548
226,226,226,08-14,1.3094205895585578,-2.1070057885847087,-0.4129316036922845
227,227,227,08-15,3.070976364512376,1.8545161345476189,-0.3569357975414916
228,228,228,08-16,2.4559369914358893,0.4713683542305626,-0.0011627662516165982
229,229,229,08-17,2.1077389434901157,-0.3116861593656531,0.09427826075270444
230,230,230,08-18,2.816509230470963,1.2822508991490185,0.7217741456627986
231,231,231,08-19,1.9689640157611945,-0.6237738754606117,0.7552564161791385
232,232,232,08-20,2.9835786852670845,1.6579695208758565,0.7974833044795636
233,233,233,08-21,3.1603070128809536,2.0554097576456583,0.8787851587063366
234,234,234,08-22,2.568598267158622,0.724729684033113,0.4729491718582402
235,235,235,08-23,2.324652170688996,0.1761249659949845,0.5779821480339149
236,236,236,08-24,1.7337394159582402,-1.1527650219395595,0.8796164757322984
237,237,237,08-25,2.2491918413286256,0.0064239815934367785,0.4920762631991005
238,238,238,08-26,3.7883386268118806,3.4677754870661577,0.10432547367095568
239,239,239,08-27,2.126350297263584,-0.2698315175535297,0.00908634584808138
240,240,240,08-28,1.5340797324292257,-1.6017750531357555,0.10801321690114216
241,241,241,08-29,2.0705543180859802,-0.3953098009422613,0.2183719068133244
242,242,242,08-30,1.9976761620618813,-0.5592037956211947,-0.3248998942848013
243,243,243,08-31,2.543628663292388,0.6685761210665301,-0.28575140305971536
244,244,244,09-01,2.3388902625267614,0.20814468047740373,-0.2828285124147625
245,245,245,09-02,2.230798414128354,-0.03494057020301435,-0.18441169387918133
246,246,246,09-03,1.541878000360209,-1.5842377092660391,-0.20610131851073032
247,247,247,09-04,2.3331302448250493,0.1951911102712257,-0.4716099263482318
248,248,248,09-05,1.9398082755258768,-0.6893415434104886,-0.3377091479825008
249,249,249,09-06,1.8352520890696888,-0.9244755259584791,-0.2556081227860993
250,250,250,09-07,2.696137341772198,1.01154935067179,0.040037040010348135
251,251,251,09-08,2.449843828295841,0.4576655809753946,-0.045600862557404635
252,252,252,09-09,2.3306588587775576,0.18963326751264592,0.011484348611916328
253,253,253,09-10,2.1046484470458604,-0.3186363051352909,0.4559892123473121
254,254,254,09-11,2.0921115347544896,-0.3468302763945628,0.5012024190285707
255,255,255,09-12,3.0211904101011497,1.7425536564538957,0.39419545515985854
256,256,256,09-13,2.8167661105317205,1.2828285907593409,0.21386036638248007
257,257,257,09-14,2.164349406473996,-0.18437620223687845,0.09552217615101287
258,258,258,09-15,1.849525107820417,-0.892377265151625,0.15113910197722602
259,259,259,09-16,1.7889223299958783,-1.028665446524094,-0.09745997575155056
260,260,260,09-17,2.240497410852651,-0.013128721437284056,0.032509070383942316
261,261,261,09-18,2.3579284372757257,0.250959190081236,0.18443496570064646
262,262,262,09-19,3.1635233339841515,2.0626428675722983,0.4349704839789126
263,263,263,09-20,2.569687471166912,0.7271791696633471,0.6578396245065515
264,264,264,09-21,2.5179535011766316,0.6108358445179712,0.6857023106642041
265,265,265,09-22,2.3835368683070057,0.3085493966417395,0.5526793452858584
266,266,266,09-23,2.314835016438229,0.15404739550863092,-0.04258480199196778
267,267,267,09-24,2.0030233617863136,-0.5471786021888378,0.007456665914323405
268,268,268,09-25,1.575359466753388,-1.5089420160946585,-0.4248021510978157
269,269,269,09-26,2.703198033755636,1.0274279771010941,-0.5194320560977798
270,270,270,09-27,1.3646876147462397,-1.9827170575548632,-0.8556843732976609
271,271,271,09-28,2.131064421297226,-0.2592300333580452,-0.8778450412530985
272,272,272,09-29,1.4177143299470514,-1.8634665076906567,-0.6484587072179063
273,273,273,09-30,1.9438987323567205,-0.6801426099214622,-1.1476041301323443
274,274,274,10-01,2.1873618677331805,-0.13262401188350553,-1.008551328384906
275,275,275,10-02,1.37147878140103,-1.9674445603855333,-1.0969426879272717
276,276,276,10-03,1.7356802847775037,-1.148400247070233,-0.9345651609787398
277,277,277,10-04,1.8952364043696937,-0.7895781906122387,-0.9890386901614968
278,278,278,10-05,1.8509373324229368,-0.8892013459994655,-0.8028235046486646
279,279,279,10-06,1.7985634368173822,-1.0069837850180032,-0.4635178335635996
280,280,280,10-07,2.684183708110413,0.9846671011934872,-0.4536506570660863
281,281,281,10-08,2.2767458115557613,0.06838946612485622,-0.39096923719683296
282,282,282,10-09,1.7620058971238914,-1.0891971880851532,-0.3785308182713131
283,283,283,10-10,2.0624703401582143,-0.4134896713967192,-0.30618186471984005
284,284,284,10-11,1.8841230157759958,-0.8145708324463456,-0.4997399038519503
285,285,285,10-12,1.9915903382154576,-0.5728900637091646,-0.7913852682542118
286,286,286,10-13,2.1677711451038544,-0.17668113359917462,-0.5809738986905032
287,287,287,10-14,1.4986364093564684,-1.6814827202887137,-0.3513702605380193
288,288,288,10-15,2.323383120872016,0.1732710292970986,-0.10974186430076442
289,289,289,10-16,2.6750525082025303,0.9641321575181844,0.1940479442145966
290,290,290,10-17,2.528787220660187,0.6351995449771833,0.11609449873650216
291,291,291,10-18,2.8021010994017312,1.2498487873830015,0.32935942255859163
292,292,292,10-19,1.9597914675092776,-0.6444018064677413,0.2841959109138254
293,293,293,10-20,2.0676269116584383,-0.4018931773561769,0.2275809522084365
294,294,294,10-21,2.2028869383965803,-0.09771004057149907,-0.05938648508335712
295,295,295,10-22,2.52400388185431,0.6244424052858513,-0.3004530225317406
296,296,296,10-23,1.7631585210941016,-1.0866050787735786,-0.11585239016652353
297,297,297,10-24,2.1589359329377977,-0.1965504373072996,-0.05177977640432745
298,298,298,10-25,2.4523056824693032,0.4632019877235613,-0.3486746487115477
299,299,299,10-26,2.238572550702039,-0.017457494783000394,-0.4541615355988011
300,300,300,10-27,1.4107718568471646,-1.8790792744148208,-0.22469893964460386
301,301,301,10-28,2.2425650231776704,-0.00847891603766923,-0.15249385803490673
302,302,302,10-29,2.3753643887613527,0.2901704969516051,-0.22197077509496246
303,303,303,10-30,2.351578984207352,0.2366800523508833,-0.2887348534271124
304,304,304,10-31,2.2669413701955623,0.04634048536322702,0.03721421830496829
305,305,305,11-01,2.060446088154318,-0.41804196477590017,-0.009852772043008712
306,306,306,11-02,2.280403499622204,0.07661515597766341,-0.010383764358280471
307,307,307,11-03,2.116990362328714,-0.2908808581255313,-0.3548102436115909
308,308,308,11-04,2.373947702047147,0.2869845430599745,-0.4545632726298485
309,309,309,11-05,1.4326496454102826,-1.8298788231689795,-0.3967430025861101
310,310,310,11-06,2.0008004358589315,-0.5521776887463181,-0.3701035226405043
311,311,311,11-07,2.2147104833760443,-0.07112034451347024,-0.2432652093398785
312,312,312,11-08,2.351477592837637,0.2364520356512984,-0.08679016165570222
313,313,313,11-09,2.4553947951939303,0.4701490216782235,0.09104847096897502
314,314,314,11-10,2.791422898548834,1.2258348291650325,0.4063249991534175
315,315,315,11-11,1.9071228550329968,-0.7628470274209161,0.705711863341254
316,316,316,11-12,2.8419577481853486,1.3394814803603368,0.6402761072627927
317,317,317,11-13,3.0134741955885462,1.725200840613549,0.4903470666628502
318,318,318,11-14,2.1768950921041696,-0.15616250081946942,0.18704419469708092
319,319,319,11-15,2.0553843359410067,-0.429425221921432,0.2922333747254961
320,320,320,11-16,1.982211283358892,-0.5939824026295825,0.4661403912062056
321,321,321,11-17,2.1877674322492195,-0.1317119472504256,0.2151699255596648
322,322,322,11-18,3.3059414117330563,2.3829235792445944,0.3786105236644017
323,323,323,11-19,2.3438853632950964,0.2193780467343044,0.5083079193434757
324,324,324,11-20,2.612954366857331,0.8244810878089516,0.9017365790989056
325,325,325,11-21,2.401416796376256,0.3487591521530121,1.1750031961620866
326,326,326,11-22,3.031878367482766,1.7665895559029972,0.6220931785745037
327,327,327,11-23,2.916842363646984,1.5078877551286598,0.7986997508565854
328,328,328,11-24,1.8307783000654447,-0.9345365262809036,0.5523978982616958
329,329,329,11-25,2.8150714377404173,1.2790174804267946,0.452521057316909
330,330,330,11-26,1.9558213873018997,-0.6533300277603861,0.17913818305328708
331,331,331,11-27,2.134945532002204,-0.25050189351570906,-0.13358402219314844
332,332,332,11-28,2.3024932620456444,0.12629231032126567,-0.04432258370492773
333,333,333,11-29,2.0824999811528646,-0.36844547634995295,-0.24231407702745925
334,334,334,11-30,2.0689276863376027,-0.3989678953515794,-0.13474515397002534
335,335,335,12-01,2.286830425490865,0.0910685204916055,-0.18331441388521266
336,336,336,12-02,2.2428151154106546,-0.007916489415782626,-0.4910047455785218
337,337,337,12-03,2.005362818163,-0.5419174530068328,-0.2636031155856336
338,338,338,12-04,1.481575910771858,-1.7198496798385887,-0.17270790819258966
339,339,339,12-05,2.6892071946742013,0.9959643036073759,-0.05863273569984995
340,340,340,12-06,2.311435965638865,0.14640334900668409,-0.04473272763806505
341,341,341,12-07,2.5911828174996665,0.7755195554480439,-0.08954638861020586
342,342,342,12-08,2.2799003164241802,0.07548355895492682,0.35190593049016233
343,343,343,12-09,1.88580003676628,-0.8107994188396778,0.22213075570676225
344,344,344,12-10,2.659370047217989,0.9288642347636205,0.20505333002714002
345,345,345,12-11,2.342967219703294,0.21731325490697545,0.12898097220851154
346,346,346,12-12,2.265873419105996,0.043938794928950524,0.1880921085232072
347,347,347,12-13,2.3882218790069145,0.3190854085362733,0.4267171154266925
348,348,348,12-14,2.4376087409534613,0.4301503768431007,0.3060882775490846
349,349,349,12-15,2.5224512033364186,0.6209506225812335,0.3730209716896275
350,350,350,12-16,2.337532485625623,0.2050912074979732,0.3825806053578532
351,351,351,12-17,2.5215435489791864,0.6189094197502325,0.4474171087761363
352,352,352,12-18,2.2913785076373108,0.10129659693830466,0.10081510137685604
353,353,353,12-19,2.5612055745266145,0.7081044290459716,0.023876647760636527
354,354,354,12-20,1.5128750962707227,-1.6494616675525806,0.018396598501224288
355,355,355,12-21,2.3171795225327365,0.1593199008839163,-0.18261603017229933
356,356,356,12-22,2.3229117222817472,0.17221091194149973,-0.31485758989829504
357,357,357,12-23,1.9852421520677976,-0.5871663522909095,-0.4907272805917289
358,358,358,12-24,1.9385582212761998,-0.6921527614176693,-0.5049262246498389
359,359,359,12-25,2.0919854990732865,-0.347113715114632,-0.5828774213977456
360,360,360,12-26,1.4749923344597773,-1.7346553319012412,-0.7085219871779183
361,361,361,12-27,2.109205844546985,-0.3083872796035227,-0.5103944599436225
362,362,362,12-28,1.987692206040941,-0.5816564827395356,-0.5579358846567603
363,363,363,12-29,2.5138461025933574,0.6015988111148648,
364,364,364,12-30,1.8117177702405398,-0.9774013096964956,
365,365,365,12-31,,,
