,unnamed: 0,unnamed: 0,mth_day,medieval,medieval_norm,medieval_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.985868169510264,-0.14543694595460252,
2,2,2,01-03,1.9310066468462688,-0.2728609111147936,
3,3,3,01-04,1.4475652829985417,-1.3957246690388476,
4,4,4,01-05,1.4556702843892937,-1.37689960978623,-0.916788740520956
5,5,5,01-06,1.5665956924176054,-1.1192590150373691,-1.0612913904246182
6,6,6,01-07,1.5359012867453798,-1.1905512921938934,-1.2264347239147906
7,7,7,01-08,1.612580363277076,-1.012452845376575,-1.1245929576406584
8,8,8,01-09,1.5043986039233148,-1.2637209120558286,-0.9158333072081136
9,9,9,01-10,1.7106489672128364,-0.7846740713940535,-0.7997033400119503
10,10,10,01-11,1.9949505812691413,-0.12434170719096313,-0.7262355578983172
11,11,11,01-12,1.8665895037524745,-0.4224792118603885,-0.4314899954219289
12,12,12,01-13,1.725687614070862,-0.7497445995120938,-0.20409293880729595
13,13,13,01-14,2.3739845623497566,0.7560205294817544,-0.03757382558926154
14,14,14,01-15,2.0918241526184533,0.10066142763196913,0.027475313709063632
15,15,15,01-16,2.1408110058363268,0.2144406079141529,0.035613501567027264
16,16,16,01-17,2.1629893717149726,0.26595312859898784,0.15164803020052242
17,17,17,01-18,1.8876125527708705,-0.3736500847126067,-0.09422046547903834
18,18,18,01-19,2.025434882856427,-0.05353742771112288,-0.2195847302783312
19,19,19,01-20,1.7388424979290324,-0.7191904445956102,-0.16239130157313927
20,20,20,01-21,1.7679757566328898,-0.6515241611637883,-0.3690530099275318
21,21,21,01-22,2.2885564592695253,0.5576011801453046,-0.4172698135680353
22,22,22,01-23,1.6291286031031516,-0.9740171215273676,-0.37619939603120217
23,23,23,01-24,1.7630560490213585,-0.6629509065556282,-0.3645588233920827
24,24,24,01-25,2.131530418638134,0.19288507750987646,-0.4897997139652817
25,25,25,01-26,1.7689131148115045,-0.6493470087608938,-0.7089813404064681
26,26,26,01-27,1.444446068257429,-1.4029695046029822,-0.4136244027922088
27,27,27,01-28,1.7223534965183291,-0.7574885785018125,-0.41371507345171626
28,28,28,01-29,2.3921121426526573,0.7981245041581875,-0.5955933521030976
29,29,29,01-30,1.7628218232019712,-0.6634949305126734,-0.5506390664353292
30,30,30,01-31,1.6616916739195715,-0.8983845943984117,-0.4458520636210201
31,31,31,02-01,1.8850416888472663,-0.3796212947542836,-0.3890674999037684
32,32,32,02-02,1.7151380619916767,-0.7742474877171269,-0.7334349680956489
33,33,33,02-03,1.8690427456916368,-0.4167811961983023,-0.8656128574225925
34,34,34,02-04,1.5025216969056399,-1.2680803049930955,-0.74739635832878
35,35,35,02-05,1.421372068666104,-1.456562266474335,-0.7520707710778861
36,36,36,02-06,1.967075538068201,-0.1890855998355359,-0.5933511968307997
37,37,37,02-07,1.8729664689000505,-0.4076677712489201,-0.4254511162716783
38,38,38,02-08,2.1251518694648284,0.17806995776539114,-0.20832941855839304
39,39,39,02-09,2.302772180965484,0.5906192871564258,-0.07679110593791856
40,40,40,02-10,2.0634033297272643,0.034649881286615905,-0.09615920576872332
41,41,41,02-11,1.7611696307623526,-0.6673323907514879,-0.1671439200804662
42,42,42,02-12,1.917042715129892,-0.3052941988203643,-0.3303625634758667
43,43,43,02-13,1.6895945494287763,-0.8335760571193772,-0.4676469609867809
44,44,44,02-14,1.7035158000221886,-0.8012419026070117,-0.5362040380815901
45,45,45,02-15,1.9481309919557364,-0.2330870979090599,-0.41507292807022617
46,46,46,02-16,1.886302626539175,-0.3766925812822393,-0.35433715917204983
47,47,47,02-17,2.074082690508165,0.059454269316695736,-0.3084075224646851
48,48,48,02-18,2.073938951614144,0.05912041456869429,-0.2778987618203272
49,49,49,02-19,1.8082427080543089,-0.5579982368751889,-0.2113168895760644
50,50,50,02-20,1.7823278379980896,-0.6181893387408646,-0.2756037156351652
51,51,51,02-21,2.1201292289536684,0.16640413555651712,-0.22777360126037866
52,52,52,02-22,1.7202330888158526,-0.7624135376368439,-0.2476037844124081
53,53,53,02-23,2.1976402756372257,0.3464349555654152,-0.21010528708818496
54,54,54,02-24,2.022712447664504,-0.05986068434348259,0.06471202038465751
55,55,55,02-25,1.9051110479258089,-0.3330072529298499,-0.1747914305757835
56,56,56,02-26,2.4922521881040653,1.0307145060961902,0.06488736942914676
57,57,57,02-27,1.501429725145918,-1.2706165702061292,-0.17614700506977146
58,58,58,02-28,2.3393855646638118,0.6756592623927377,-0.25224632451478113
59,59,59,02-29,1.574985999445925,-1.0997712914280942,-0.241636096336296
60,60,60,03-01,1.826128177200228,-0.5164566010135406,-0.376493063552062
61,61,61,03-02,1.932520017955221,-0.2693458838589393,-0.18809783488259652
62,62,62,03-03,2.1438816808448875,0.22157270280159408,-0.2622334065325105
63,63,63,03-04,1.988103441245308,-0.1402451981893363,-0.2523817902872393
64,64,64,03-05,2.1478741638452843,0.230845832493254,-0.20157996975103626
65,65,65,03-06,1.6004352781857971,-1.0406615939564672,-0.3000707392404886
66,66,66,03-07,1.9573624497430089,-0.21164567779632198,-0.3996423508877518
67,67,67,03-08,1.6780928271635844,-0.8602905007956535,-0.3763781627416543
68,68,68,03-09,1.8866623945571293,-0.3758569670819853,-0.6297955974750381
69,69,69,03-10,2.0482008703418852,-0.0006600693127513168,-0.5695850540581938
70,70,70,03-11,1.4932312328268311,-1.2896587759070484,-0.7186222842769036
71,71,71,03-12,1.7559747210898975,-0.6793983334554018,-0.6005071270360477
72,72,72,03-13,1.5723606469905824,-1.1058690591085811,-0.6813708879129464
73,73,73,03-14,1.9832148990336973,-0.15159955735051894,-0.7873119925112674
74,74,74,03-15,1.6777703367185588,-0.8610395323433764,-0.5435645596151888
75,75,75,03-16,1.7745275325048768,-0.6363066969026773,-0.7398633313902251
76,76,76,03-17,2.1228940422037432,0.17282582146942355,-0.6662359655615321
77,77,77,03-18,1.2488841041979275,-1.85719096410562,-0.6551630409212997
78,78,78,03-19,1.7625592204232805,-0.6641048641364232,-0.506078048782894
79,79,79,03-20,2.0118191339753646,-0.08516200950912411,-0.4678981566426601
80,80,80,03-21,2.06289552089158,0.03347042048705801,-0.4798433994418002
81,81,81,03-22,1.8731560918340608,-0.4072273440612735,0.08464469526485115
82,82,82,03-23,2.092036383313843,0.10115436467458276,0.33359175933869306
83,83,83,03-24,2.707103193316911,1.529737604134288,0.4549856897676537
84,84,84,03-25,2.405654025108672,0.8295775203066282,0.4554385653759575
85,85,85,03-26,2.3254111269946045,0.6432015730646398,0.4585844660115432
86,86,86,03-27,2.0640654159933853,0.036187674136880316,0.5225517221315625
87,87,87,03-28,1.8812827687335385,-0.3883519402477589,0.3405947534920625
88,88,88,03-29,2.257280389037736,0.4849579013946986,0.3082795142350436
89,89,89,03-30,2.237061171959084,0.4379957922972883,0.3596763255610866
90,90,90,03-31,2.322175384556438,0.6356860847645147,0.4687049494156011
91,91,91,04-01,2.4581824149956932,0.9515824410208976,0.6594034077872138
92,92,92,04-02,2.3457146164918443,0.6903594172639677,0.5322567116038774
93,93,93,04-03,2.3739063242534435,0.7558388099819172,0.4573949891675737
94,94,94,04-04,1.9288275107014723,-0.2779222757053197,0.34199666200504303
95,95,95,04-05,2.0436739354086386,-0.01117454232053484,0.2518100474136373
96,96,96,04-06,2.024071589102172,-0.056703878210668864,0.12427005083725635
97,97,97,04-07,2.2252070091130456,0.41046275347246297,-0.0016062357979175585
98,98,98,04-08,2.0162457412793424,-0.07488056219431766,0.16723412569076765
99,99,99,04-09,2.048735243126902,0.0005810901708735737,0.011794493079871831
100,100,100,04-10,2.36498593537914,0.7351198932267914,-0.12026937489740712
101,101,101,04-11,1.6421330674889327,-0.9438123379859096,-0.18197036269219768
102,102,102,04-12,1.6829163812719083,-0.8490870860743425,-0.20201041194744632
103,103,103,04-13,2.0658173619910496,0.04025682670371968,-0.27002887970348083
104,104,104,04-14,1.9644770987784328,-0.1951208577258096,-0.14640641705175975
105,105,105,04-15,1.873025907492432,-0.4075297163653333,-0.01460003588841454
106,106,106,04-16,2.684334804864719,1.4768546691371176,0.14604444285057747
107,107,107,04-17,1.9826231201267392,-0.15297405100583827,0.028331000236346493
108,108,108,04-18,2.097902716068752,0.11477978635960945,-0.003514839096911429
109,109,109,04-19,1.7617330231438568,-0.6660238289816661,0.09995071280906033
110,110,110,04-20,1.8822110399186696,-0.38619589372535706,-0.08690312251649067
111,111,111,04-21,2.1403042509514285,0.2132635950704971,-0.1493594952418927
112,112,112,04-22,2.201642907370565,0.3557316571838116,-0.11432500785098272
113,113,113,04-23,1.8212821178995082,-0.5277122873582505,0.09959712202812952
114,114,114,04-24,2.1884058795012282,0.3249867107050695,0.3313399806601989
115,115,115,04-25,2.3143493427791206,0.6175089502930072,0.4137642939216527
116,116,116,04-26,2.480862921850563,1.0042612580670596,0.2194549610693957
117,117,117,04-27,2.353227620164088,0.7078094746392194,0.2838186408825793
118,118,118,04-28,1.6996915269674362,-0.8101243399297301,0.3370201589017848
119,119,119,04-29,1.9875501887935467,-0.14153020847914896,0.16324818520724468
120,120,120,04-30,2.3258391927512254,0.6441958188203025,-0.04947377393941956
121,121,121,05-01,1.8654512852798848,-0.4251228918742333,-0.056334257416828376
122,122,122,05-02,1.9313469543549968,-0.27207049681292594,0.14355199523947018
123,123,123,05-03,2.335505212798629,0.6666465737747665,0.2287473368725504
124,124,124,05-04,2.2160495370107616,0.3891931760080612,0.3160708796105233
125,125,125,05-05,2.2076318426642656,0.3696418413193322,0.3760118147740173
126,126,126,05-06,2.551418541800531,1.16813707524814,0.2813583275793867
127,127,127,05-07,2.0202942601710974,-0.06547728089326964,0.27371951147918056
128,128,128,05-08,1.6868324585256074,-0.8399914199807091,0.2317383983557496
129,129,129,05-09,2.315772170489953,0.6208136771735295,0.22462372454358465
130,130,130,05-10,2.1076014384359567,0.13730649726747562,0.16237436277181105
131,131,131,05-11,2.1892527957666594,0.3269537984463424,0.13263422750394574
132,132,132,05-12,2.390612302532994,0.7946409046174983,0.2383902359569057
133,133,133,05-13,1.9434677808046568,-0.24391809250046154,0.07780030445776205
134,134,134,05-14,1.9600276450339715,-0.20545536926294952,0.008026911709487347
135,135,135,05-15,1.900926745354716,-0.34272591182133216,-0.008645971246727483
136,136,136,05-16,1.9273586765916983,-0.28133385922217263,0.04675538776361839
137,137,137,05-17,2.1461824167358428,0.2269165007090534,0.1273871216702013
138,138,138,05-18,2.5337283753600097,1.1270490586795736,0.22207583774088532
139,139,139,05-19,2.1517604528271623,0.2398723109390359,0.37799258959252796
140,140,140,05-20,2.2046331461831032,0.3626769271611549,0.5767486810115566
141,141,141,05-21,2.3037001359638576,0.5927745992885232,1.7539834409948558
142,142,142,05-22,2.440797187170955,0.9112026892919992,1.810105025621042
143,143,143,05-23,5.187284993530054,7.29032506060885,1.6966578910392809
144,144,144,05-24,2.6787049776673446,1.4637785664366916,1.7257283282353255
145,145,145,05-25,1.8586970936451688,-0.44081049655152976,1.4495073946718715
146,146,146,05-26,2.2797296218144205,0.5370995503374224,1.5086218892071248
147,147,147,05-27,1.5901498557833451,-1.0645510020922009,0.36429124905340143
148,148,148,05-28,2.59350525166915,1.26588965650352,0.24851550144137005
149,149,149,05-29,2.231182288471102,0.4243412196865097,0.20595341098333786
150,150,150,05-30,2.3796262073478043,0.7691240807645031,0.16633501475619147
151,151,151,05-31,1.7487481799998517,-0.6961830392997232,0.7003112820851644
152,152,152,06-01,2.1773850335043217,0.2993891729745443,0.6455355229836345
153,153,153,06-02,2.9695489847592262,2.1393066018816365,0.5504787383888751
154,154,154,06-03,2.4520052655900058,0.9372351018943408,0.4696764519860141
155,155,155,06-04,1.9856259709045057,-0.1459994878820465,0.8299779205711112
156,156,156,06-05,2.170892954012598,0.2843103623473376,0.7959022334318567
157,157,157,06-06,2.679500279566145,1.4656257722108592,0.6165865400254461
158,158,158,06-07,2.0893586996856617,0.0949350501390178,0.3676964212061757
159,159,159,06-08,2.506330062064817,1.0634124414431732,0.3996402600277684
160,160,160,06-09,1.8090575652599217,-0.5561056110212823,0.5561738416881213
161,161,161,06-10,2.068145187848476,0.045663545047509656,0.4984892151001311
162,162,162,06-11,2.5752597759274383,1.2235118523094557,0.5414453214480588
163,163,163,06-12,2.5304859346612782,1.1195180126829172,0.5366318103426779
164,164,164,06-13,2.200325458521072,0.3526716882265839,0.9362727300544408
165,165,165,06-14,2.493895515002845,1.0345313748108884,0.9670198384462688
166,166,166,06-15,2.8414336656267603,1.8417399072492937,1.1811399199336348
167,167,167,06-16,2.14757293984646,0.23014619539847955,0.8767584869461583
168,168,168,06-17,3.128387455884707,2.50823234123365,0.7958835856041349
169,169,169,06-18,1.7441897840110372,-0.7067705852419409,0.6597094617601686
170,170,170,06-19,1.9914046219729784,-0.13257771982555694,0.4209146562060114
171,171,171,06-20,2.14212245070728,0.217486631747091,0.4487220638519207
172,172,172,06-21,2.2245647766159378,0.4089710739243502,-0.0873704975290625
173,173,173,06-22,2.219406682716184,0.3969906412739354,0.16809282549808166
174,174,174,06-23,1.7435213907346727,-0.7083230270522494,0.4763834272487246
175,175,175,06-24,2.4041177748777707,0.8260093529209241,0.6418373240607521
176,176,176,06-25,2.787799168969381,1.7171658906783012,0.7512282789573993
177,177,177,06-26,2.5695327592024504,1.210210012619256,0.8961246658959712
178,178,178,06-27,2.507149972128592,1.0653168033042335,0.956937705920476
179,179,179,06-28,2.5937116137847442,1.266368962905366,1.10009539784898
180,180,180,06-29,1.900617238570354,-0.34344478690522,0.7014220713194597
181,181,181,06-30,2.7739312059880294,1.6849555044919466,0.5639858147856653
182,182,182,07-01,1.7579226126355842,-0.6748740684988207,0.5396652475710503
183,183,183,07-02,2.2144992789679714,0.3855924734164897,0.2597233754333281
184,184,184,07-03,2.444323642037462,0.9193934000165428,0.0857047723774651
185,185,185,07-04,1.870549184633655,-0.41328226992096667,0.022967925067384168
186,186,186,07-05,1.4510820734934908,-1.3875564052403981,0.0629107315893757
187,187,187,07-06,2.6118656651970493,1.3085344206314615,0.06704666023461238
188,188,188,07-07,1.8611052368388856,-0.4352172293668716,-0.08886604707443857
189,189,189,07-08,2.225183454875795,0.4104080452879098,-0.14546271256789148
190,190,190,07-09,2.0415606995303595,-0.016082843837762643,-0.1571971714505139
191,191,191,07-10,1.72434532528402,-0.7528622628816842,-0.5628168521554143
192,192,192,07-11,1.4207689241045491,-1.4579631585361326,-0.5343643257022818
193,193,193,07-12,1.564044875223419,-1.1251836635979409,-0.7767517124313952
194,194,194,07-13,1.9346054888312365,-0.2645020706480766,-0.746846727432283
195,195,195,07-14,1.5990339973327825,-1.043916275086771,-0.7792606405391606
196,196,196,07-15,2.118813028489014,0.16334706615691125,-0.4854896997696672
197,197,197,07-16,1.640611784596938,-0.9473457415229494,-0.34124781807977383
198,198,198,07-17,2.1796554226429032,0.3046624860808276,-0.5507494343608859
199,199,199,07-18,1.9366590495576896,-0.259732373458581,-0.32431700737453945
200,200,200,07-19,1.3934085018138975,-1.5215117683347488,-0.33900112002373645
201,201,201,07-20,2.183967657623032,0.3146782868313072,-0.2258591210018797
202,202,202,07-21,2.080880158739192,0.0752423902617292,-0.4412497017781309
203,203,203,07-22,1.9328868995229511,-0.26849374739180937,-0.48730524709052103
204,204,204,07-23,1.6232457136523606,-0.9876809985766792,-0.04291789070897397
205,205,205,07-24,1.8176856363642504,-0.5360656453329221,-0.2669283704341368
206,206,206,07-25,2.541376248370975,1.1448123699545336,-0.3662647165958501
207,207,207,07-26,1.6052905149851742,-1.02938459151967,-0.4623226934061783
208,208,208,07-27,1.8242686241919168,-0.52077568670855,-0.4231228213032152
209,209,209,07-28,1.6847442429098625,-0.8448416082537786,-0.3785550088353444
210,210,210,07-29,1.7245091456495738,-0.7524817659589008,-0.6308782574565267
211,211,211,07-30,1.9328158499335863,-0.2686587705256971,-0.4049374909333803
212,212,212,07-31,1.8895598837421816,-0.3691271217725601,-0.2321058024254785
213,213,213,08-01,2.1889540888386567,0.32626000761920865,-0.07705795249580623
214,214,214,08-02,2.270737681290206,0.5162144443388607,0.08139350549441476
215,215,215,08-03,2.0852730345964225,0.08544549132425497,0.17132808221677615
216,216,216,08-04,2.1338303393235503,0.1982269819824252,0.2521529566044036
217,217,217,08-05,2.1651401766610348,0.27094868980847125,0.11459864467052615
218,218,218,08-06,2.0983514876978533,0.1158221245532044,-0.13991667549672476
219,219,219,08-07,1.8336156409005384,-0.4990658639840561,-0.2145878684933069
220,220,220,08-08,1.6132586275752014,-1.0108774766646451,-0.3446284829526212
221,221,221,08-09,1.8923779849825075,-0.3625816666552381,-0.4299582565787751
222,222,222,08-10,1.7979017198477425,-0.5820167047734605,-0.4690241050029016
223,223,223,08-11,1.9447112501014383,-0.2410299519484517,-0.32326081669075746
224,224,224,08-12,1.9974342736079893,-0.1185729659915552,-0.06166595977209744
225,225,225,08-13,2.2101600029565382,0.3755138658888089,0.11123905698091162
226,226,226,08-14,2.2890259600507865,0.5586916648473155,0.3259570673412939
227,227,227,08-15,2.339036467947861,0.6748484338628162,0.4553586740795208
228,228,228,08-16,2.352574005093845,0.7062913573888335,0.26748449652085204
229,229,229,08-17,2.278989146974374,0.5353796884809088,0.12953163443994276
230,230,230,08-18,1.5121065676074754,-1.2458180313435674,-0.14530749983998162
231,231,231,08-19,1.8537919966666607,-0.4522033065966468,-0.2439307203275149
232,232,232,08-20,1.5790452256436365,-1.0903431408322308,-0.2947337711706681
233,233,233,08-21,2.084267121890974,0.0831091109376163,-0.1890580855243423
234,234,234,08-22,2.221336554349262,0.40147305232991465,-0.034025446864984134
235,235,235,08-23,2.5519768388499484,1.1694338023588635,0.03066797104746798
236,236,236,08-24,1.9125960646393745,-0.3156221993874183,1.1574769222924648
237,237,237,08-25,2.0209118665539334,-0.06404279912193411,1.2995446977188978
238,238,238,08-26,4.489884865848072,5.6705105666377476,1.2139453658465
239,239,239,08-27,2.4512650161214133,0.9355157634962163,0.9174615126796208
240,240,240,08-28,2.0002112889580963,-0.11212293890447328,0.9294824512256996
241,241,241,08-29,1.7860821842812509,-0.6094693166424116,0.9322057921674824
242,242,242,08-30,1.94364926526733,-0.24349656811094664,-0.035093112712968555
243,243,243,08-31,2.0279469622179978,-0.04770275347123624,-0.2591463333603605
244,244,244,09-01,1.991101027521815,-0.13328286264495698,-0.2578193303353641
245,245,245,09-02,1.8724774626010845,-0.4088035603881354,-0.24296822398139106
246,246,246,09-03,2.0036392817900337,-0.10416092075449483,-0.4067605122247802
247,247,247,09-04,1.824446442062725,-0.5203626785185733,-0.34951320043085143
248,248,248,09-05,1.5205313224680048,-1.226250297571282,-0.03801349826314481
249,249,249,09-06,2.1758316096383044,0.2957811172923365,0.16528046358314655
250,250,250,09-07,2.7957855128374547,1.7357153503612828,0.15245355700102287
251,251,251,09-08,2.397638468912376,0.8109602106896128,0.2277195261158585
252,252,252,09-09,1.9705040567821104,-0.18112236024723694,0.4248868438241873
253,253,253,09-10,2.018877952582588,-0.06876686382955971,0.4866400754153453
254,254,254,09-11,2.0298656186715145,-0.043246391321309335,0.2280959715938164
255,255,255,09-12,2.3353562160302404,0.6663005068392851,0.0025080417925077056
256,256,256,09-13,2.127899066503033,0.1844507274321092,-0.053881284201264125
257,257,257,09-14,1.8148863637824149,-0.5425673681182395,-0.2160279753178113
258,258,258,09-15,1.8248358091117984,-0.5194583162098679,-0.2758347078680105
259,259,259,09-16,1.6000110137740684,-1.041647010528843,-0.4045698243844165
260,260,260,09-17,1.8753693239217453,-0.4020867866225048,-0.19924337253740745
261,261,261,09-18,2.00280003618426,-0.10611019225915123,0.018771946019017605
262,262,262,09-19,2.6583105213982403,1.416409438514164,-0.04089988151637538
263,263,263,09-20,2.378076450908249,0.7655245432203107,0.2895258096004644
264,264,264,09-21,1.6706880089886706,-0.8774892814222259,0.5593640470637646
265,265,265,09-22,2.4535862350058,0.940907136172196,0.3978859497578775
266,266,266,09-23,2.572431445396049,1.216942638157297,-0.0396857835596696
267,267,267,09-24,1.5856602485180118,-1.0749787760944745,-0.07700305745997164
268,268,268,09-25,1.5279492961289665,-1.2090209613911187,-0.15604345255469654
269,269,269,09-26,2.2816762581219314,0.5416208998184985,-0.24515726033851856
270,270,270,09-27,1.4665061776631918,-1.3517316519905749,-0.453423596525057
271,271,271,09-28,2.223382167226516,0.40622428946926376,-0.17788839326069608
272,272,272,09-29,2.0344255071026907,-0.032655378961933317,-0.24485774284097725
273,273,273,09-30,2.2974391095640887,0.5782324434916909,-0.4040328883053276
274,274,274,10-01,1.3549501047206918,-1.6108370588728054,-0.2805313731489923
275,275,275,10-02,1.870485592090208,-0.4134299729676038,-0.5388046578356237
276,276,276,10-03,1.7855426084132051,-0.6107225610525637,-0.6612108201821804
277,277,277,10-04,1.5561953169259333,-1.1434154186505248,-0.8298787464250768
278,278,278,10-05,1.7182186566246394,-0.7670923530412729,-0.7010209065838015
279,279,279,10-06,1.8617261298292016,-0.4337751139656872,-0.6342810185406893
280,280,280,10-07,1.6878233107301688,-0.8376900198251536,-0.6891042114333956
281,281,281,10-08,2.0428920248613105,-0.01299064470893091,-0.5958754429894482
282,282,282,10-09,1.6439200885544982,-0.9396617184088012,-0.5935870585577521
283,283,283,10-10,1.7970293948716622,-0.5840428079868399,-0.4329860448494334
284,284,284,10-11,1.7241301468630228,-0.753362046451096,-0.2587488476749375
285,285,285,10-12,2.276600183183741,0.5298309682842243,-0.27648800716914984
286,286,286,10-13,2.137923161084806,0.20773316322182195,-0.07113521898282682
287,287,287,10-14,1.997067177106409,-0.11942560167420505,-0.057634033708808284
288,288,288,10-15,2.1743995770417066,0.2924550107091368,-0.1369577754346071
289,289,289,10-16,1.8319064565438608,-0.5030356963427287,1.2685984152396548
290,290,290,10-17,1.5192163577333957,-1.2293044968058888,1.2400763840580402
291,291,291,10-18,5.907516206551239,8.963168112329795,1.1848332520338491
292,292,292,10-19,2.0642433603600607,0.03660097613213426,1.1907753145806304
293,293,293,10-20,1.854359845604124,-0.450884393819352,1.2629392767041123
294,294,294,10-21,2.1897494650476856,0.32810738598982403,1.4481281733283151
295,295,295,10-22,2.018324678826488,-0.07005192360183629,-0.16815134390302852
296,296,296,10-23,1.9976072869355943,-0.11817111706067547,-0.14603556721529795
297,297,297,10-24,1.7322472018017787,-0.7345089910582638,0.003260795319256761
298,298,298,10-25,2.121374144940204,0.16929563625851754,-0.11882957050544656
299,299,299,10-26,2.2400310543070314,0.4448937813879764,-0.1439693473357094
300,300,300,10-27,1.8743583988541253,-0.4044348089583961,-0.04922535674159567
301,301,301,10-28,1.9533821179224689,-0.22089058458341326,0.3765890350139807
302,302,302,10-29,2.2423555765083667,0.4502928265040069,0.3814851145890341
303,303,303,10-30,2.832236165789143,1.8203773594751944,0.17516031756989006
304,304,304,10-31,2.13402198776477,0.19867211370883808,0.04582071399257826
305,305,305,11-01,1.7070406150166022,-0.7930550007268884,0.02113299256610407
306,306,306,11-02,1.5402406722198176,-1.1804724304222665,0.05136456560649616
307,307,307,11-03,1.889607333319359,-0.3690169131422584,-0.3961992588377108
308,308,308,11-04,2.320451567043834,0.6316822647463595,-0.32125897006892845
309,309,309,11-05,1.6760627787440148,-0.8650055871900477,-0.24558114327283384
310,310,310,11-06,2.3276121815199047,0.6483138463215321,-0.1447138078746157
311,311,311,11-07,1.9025360606990367,-0.3389880399503205,-0.05420656919783317
312,312,312,11-08,1.8008071488656812,-0.5752684180329577,-0.15596613189105946
313,313,313,11-09,2.1234109943345985,0.17402651891843682,-0.18516695333479807
314,314,314,11-10,2.057580235989854,0.021124888587001945,-0.3906506877849559
315,315,315,11-11,1.6006294867994912,-1.0402105158524797,-0.3399991049048907
316,316,316,11-12,1.7967944248860983,-0.5845885603794146,-0.1877896391523328
317,317,317,11-13,2.033382230427713,-0.03507854266992952,-0.10111184431093734
318,318,318,11-14,2.1940036583869773,0.33798837648239,-0.11149904734521596
319,319,319,11-15,2.3473222091603883,0.6940932879668095,0.006955912232419721
320,320,320,11-16,2.030747397725991,-0.04119832961866986,0.3576338883666025
321,321,321,11-17,1.9066293561974288,-0.32948075838666563,0.2739278818975471
322,322,322,11-18,2.702686548613205,1.519479296425682,0.2233524552406672
323,323,323,11-19,1.8171479153877723,-0.5373145814842621,0.16089647903962762
