,unnamed: 0,unnamed: 0,mth_day,ewan mcgregor,ewan mcgregor_norm,ewan mcgregor_ravg
186,186,186,07-05,0.34804963142096945,-0.5602677133083249,0.1164431887227016
187,187,187,07-06,0.5180481073568641,0.559501684670452,0.3857361068106717
188,188,188,07-07,0.6384089284397706,1.3523109344137307,0.3337868709573733
189,189,189,07-08,0.6336920958839893,1.3212414514535094,0.5982457345515585
190,190,190,07-09,0.4022188850952897,-0.20345820521175464,0.9940655356524823
191,191,191,07-10,0.6031627057012986,1.1201462552917387,0.7284405799339027
192,192,192,07-11,0.7085993823993295,1.8146510932972184,0.5358812104145384
193,193,193,07-12,0.2760920168035451,-1.034248049641027,0.1406651910382614
194,194,194,07-13,0.4630078177938313,0.19695471729754446,-0.012462897936291252
195,195,195,07-14,0.27369232585620645,-1.0500546648041524,-0.231636735686404
196,196,196,07-15,0.26273547826721666,-1.1222267390590706,-0.6346011818766929
197,197,197,07-16,0.4035186444340712,-0.19489677120893745,-0.4119457745828366
198,198,198,07-17,0.34154161944017797,-0.603135583844515,-0.5443988437892191
199,199,199,07-18,0.4789074177271495,0.3016843941221111,-0.32317628376059754
200,200,200,07-19,0.3423571555837714,-0.5977636979407501,-0.24307120138635602
201,201,201,07-20,0.4752025552769363,0.2772806953675773,-0.3631163064241108
202,202,202,07-21,0.33570269067499026,-0.6415962448136212,-0.2664418063185951
203,203,203,07-22,0.2941703182332359,-0.9151674014354664,-0.2596834397986545
204,204,204,07-23,0.42960180956218186,-0.023088583211420825,-0.10670765950094176
205,205,205,07-24,0.4850635710044934,0.3422345932417548,-0.22492812971938705
206,206,206,07-25,0.4817018254023422,0.3200909838455261,-0.1821585085211972
207,207,207,07-26,0.3675162773816651,-0.43204212594309416,-0.1044152736171354
208,208,208,07-27,0.3746612678597488,-0.3849785176244825,-0.06432469723845834
209,209,209,07-28,0.364986138732738,-0.4487079920110953,-0.12501711289647652
210,210,210,07-29,0.4661200617812652,0.2174548750606416,-0.3476130206495564
211,211,211,07-30,0.4297792338113825,-0.02191990070635438,-0.2749656435856805
212,212,212,07-31,0.27894062223375315,-1.0154844626729531,0.009251944296564294
213,213,213,08-01,0.4336903132352502,0.0038421364401609996,0.3432598652445009
214,214,214,08-02,0.6335532693452559,1.3203270096689863,0.4336098082914943
215,215,215,08-03,0.6692318393965929,1.555339533676524,0.2463281757921458
216,216,216,08-04,0.5484192529179829,0.7595545333426025,0.19652371736498112
217,217,217,08-05,0.2591855804048318,-1.1456096957024455,0.03488317349016136
218,218,218,08-06,0.2335740563530641,-1.3143112132359414,-0.0489871631597778
219,219,219,08-07,0.2864529651289255,-0.9660011268087576,0.005170157710158274
220,220,220,08-08,0.5571563106547115,0.8171049897693514,-0.3004433400511297
221,221,221,08-09,0.7185634001194277,1.8802834588961408,-0.13685150954806102
222,222,222,08-10,0.27003785257625856,-1.0741264532251256,0.04575673917440981
223,223,223,08-11,0.4082003431476799,-0.1640587126840334,0.14568517345433304
224,224,224,08-12,0.3999107540633789,-0.21866172090111632,-0.06362262217027516
225,225,225,08-13,0.3774771432904855,-0.36643052112921815,-0.5086317405081263
226,226,226,08-14,0.3664991646999539,-0.4387417839782979,-0.10546114678517372
227,227,227,08-15,0.3132074114762479,-0.7897712511309661,-0.24352899469395464
228,228,228,08-16,0.6372833940178406,1.3448971091125899,-0.04644993287737653
229,229,229,08-17,0.2824352145634827,-0.992465800136719,-0.17185313295924587
230,230,230,08-18,0.5794288238097137,0.9638126499983524,-0.11694947893271508
231,231,231,08-19,0.2632481622348384,-1.118849721620434,0.5942233138937479
232,232,232,08-20,0.41651055557026656,-0.1093198598191131,0.6305568781602303
233,233,233,08-21,0.9610102061898638,3.477265505827812,0.7465520541666341
234,234,234,08-22,0.6703794076887086,1.5628984947114837,0.4678646941942025
235,235,235,08-23,0.38809448604883295,-0.2964947440982974,0.7336483221959877
236,236,236,08-24,0.3255742719166497,-0.7083115098362371,1.0196671624884444
237,237,237,08-25,0.5053487863664115,0.4758520463902781,0.3654140751141892
238,238,238,08-26,0.6770433064729193,1.6067931819356267,-0.06068635590699911
239,239,239,08-27,0.36505521082705017,-0.4482530184177188,-0.002441623570922609
240,240,240,08-28,0.28224722261570995,-0.9937040914156464,0.056617036188637636
241,241,241,08-29,0.4411492439997095,0.05297364991816162,-0.2552909054116746
242,242,242,08-30,0.3793704312047895,-0.3539595512788756,-0.6863017843846179
243,243,243,08-31,0.22123381698040176,-1.3955956032115953,-0.6502078197435186
244,244,244,09-01,0.284438225447588,-0.9792720919020328,-0.5783549409888046
245,245,245,09-02,0.3979329747160072,-0.23168923057112306,-0.5437402178739608
246,246,246,09-03,0.34769755498926624,-0.5625868188873625,-0.7405957789277444
247,247,247,09-04,0.4726795761471396,0.2606619886072247,-0.1983681784079707
248,248,248,09-05,0.200055946888352,-1.5350929176015775,0.009751088977777713
249,249,249,09-06,0.7151455055751585,1.8577699999070472,0.05781696878604441
250,250,250,09-07,0.4740127485538682,0.2694435124124577,0.22579713734135465
251,251,251,09-08,0.44171588033928494,0.0567060482784772,0.2385409183745241
252,252,252,09-09,0.5007096270823383,0.4452941924444986,0.6458634052821713
253,253,253,09-10,0.4842878056122958,0.33712467480624186,0.4504313374432282
254,254,254,09-11,0.5710834215471879,0.908842003844306,0.29844781310007223
255,255,255,09-12,0.5371276722163099,0.6851775928733884,-0.014587067644363322
256,256,256,09-13,0.3355719184025579,-0.6424576336464782,-0.3323138068694725
257,257,257,09-14,0.15657438922128686,-1.821503236188136,-0.6303751404241739
258,258,258,09-15,0.21129435177737568,-1.4610662429061567,-0.8376321260897092
259,259,259,09-16,0.21278562383532998,-1.4512433265219664,-0.9628784458459041
260,260,260,09-17,0.38229434540094187,-0.33469991014890593,-0.5089969947406122
261,261,261,09-18,0.4230415924561461,-0.06630032566378134,0.14326891288716806
262,262,262,09-19,0.7490096587948935,2.0808310729852733,0.19384480422281816
263,263,263,09-20,0.7507192751334162,2.0920922095785457,0.4089709669549511
264,264,264,09-21,0.25736361101063915,-1.1576108948922559,0.4782286076212608
265,265,265,09-22,0.4087426835535829,-0.16048635012916834,0.695846495811645
266,266,266,09-23,0.4453806918296284,0.0808459338489517,0.34336607595678553
267,267,267,09-24,0.6212683491197771,1.2394070034785245,0.0470305960794204
268,268,268,09-25,0.42793747582188063,-0.034051446143884105,0.7534261673586142
269,269,269,09-26,0.4807891625451518,0.314079330314355,0.8016325948557261
270,270,270,09-27,0.9008148648603426,3.0807625327829067,0.6739329668193806
271,271,271,09-28,0.4526536131768546,0.12875221485350355,0.6940691598662205
272,272,272,09-29,0.3290599090884082,-0.6853518343691208,0.6248467922224725
273,273,273,09-30,0.639610279888519,1.3602241617595645,0.7744792346304389
274,274,274,10-01,0.3648832593661401,-0.44938565200637215,0.5314871398041559
275,275,275,10-02,0.6170884070458589,1.2118739847621531,0.6153965364654058
276,276,276,10-03,0.6794749040103599,1.6228099638252094,0.4544771329650341
277,277,277,10-04,0.5290861513844219,0.6322085948210028,0.07282695424145584
278,278,278,10-05,0.18247944318379372,-1.650868255371351,0.1498848112481529
279,279,279,10-06,0.2919675482290504,-0.929676910581905,0.05970535887772429
280,280,280,10-07,0.4350747734779029,0.01296149003381026,-0.30792592279484426
281,281,281,10-08,0.5349445147870867,0.6707972705395814,-0.514143019486562
282,282,282,10-09,0.3446018969242309,-0.582977726210202,-0.1795170377445978
283,283,283,10-10,0.3412443035211274,-0.6050939853293043,0.09586256750053077
284,284,284,10-11,0.4872881315121273,0.35688763508043503,0.0986634068887059
285,285,285,10-12,0.5428090872816514,0.7226007208888662,0.3082491596524877
286,286,286,10-13,0.4376260403451193,0.02976652636286113,0.4568102985453722
287,287,287,10-14,0.7258548501402345,1.928311787122272,0.7014724645019711
288,288,288,10-15,0.479925297835227,0.3083891071471052,0.7334316640521243
289,289,289,10-16,0.5641055215908771,0.862879010410289,0.7475797254946475
290,290,290,10-17,0.5163995640559919,0.5486428323813539,0.8210163147248032
291,291,291,10-18,0.5556964668815103,0.8074890895440047,0.4881111197352168
292,292,292,10-19,0.5045189645646473,0.4703860617437951,0.18234925152738896
293,293,293,10-20,0.42261361557073546,-0.06911938281524588,-0.17809220613171306
294,294,294,10-21,0.2014087477930489,-1.5261821020998618,-0.441359201740574
295,295,295,10-22,0.23578167968148603,-1.2997697355443232,-0.6875419216911466
296,296,296,10-23,0.2765913244389106,-1.0309591412718115,-0.6686235084506839
297,297,297,10-24,0.3314501858049289,-0.6696072301594314,-0.7349569104134529
298,298,298,10-25,0.5217516274172452,0.5838965411865723,-0.4829559946813593
299,299,299,10-26,0.3621909396644189,-0.4671197945918599,-0.14084238375433702
300,300,300,10-27,0.4309547865733533,-0.014176607707300056,0.3215879664415965
301,301,301,10-28,0.547410802032024,0.7529119300178103,0.6084085960192093
302,302,302,10-29,0.6978162028917902,1.7436229599037898,0.3817319003531405
303,303,303,10-30,0.5927132814914859,1.051316547306245,0.4004851715492805
304,304,304,10-31,0.3152732603732479,-0.7761636328098402,0.2351987487816519
305,305,305,11-01,0.3792731756743196,-0.35460016741501976,0.1473400204114446
306,306,306,11-02,0.2803964304647929,-1.005895144313072,-0.1841008103771184
307,307,307,11-03,0.4673808425730815,0.2257595597965666,-0.3179486735355397
308,308,308,11-04,0.39590884840244905,-0.24502202482758825,-0.17147315223283846
309,309,309,11-05,0.4707921103006349,0.2482293683557167,-0.21016936195251787
310,310,310,11-06,0.4486968854249133,0.1026894950063678,0.032381767887625146
311,311,311,11-07,0.3440250432175013,-0.5867774257330964,0.0009118586165840217
312,312,312,11-08,0.5013347191005488,0.4494116347277861,0.2570822410679539
313,313,313,11-09,0.4387151014468754,0.03694010417031985,0.2179414755361512
314,314,314,11-10,0.6292528280214037,1.2920002698806312,0.2983760198422189
315,315,315,11-11,0.4351390347689345,0.013384775164900137,0.34703196033752204
316,316,316,11-12,0.5219642026206394,0.5852967608427745,0.4888124672033357
317,317,317,11-13,0.3883454313850616,-0.2948417827612779,0.3549396031910384
318,318,318,11-14,0.6304816852247139,1.300094675922668,0.11851991634434647
319,319,319,11-15,0.3167711571365033,-0.7662970799034635,0.04160770943644785
320,320,320,11-16,0.4138996319916216,-0.12651785119952053,0.12952094487411894
321,321,321,11-17,0.3650801924100896,-0.4480884662824917,0.281787879157098
322,322,322,11-18,0.6020438122222629,1.1127761734688013,0.14835988088880447
323,323,323,11-19,0.5270444178563531,0.6187598229365958,0.1574482890693972
324,324,324,11-20,0.5089429663042118,0.4995266863129074,0.05488923989072034
325,325,325,11-21,0.3250497306115754,-0.7117666308199071,-0.016838006452674897
326,326,326,11-22,0.3204792433726071,-0.7418721462715817,-0.2273578734025947
327,327,327,11-23,0.2997442978046535,-0.8784519443428631,-0.4408353773151659
328,328,328,11-24,0.4102825981706249,-0.15034302823071746,-0.7375610667679191
329,329,329,11-25,0.3325891110195579,-0.6621052005388313,-0.619288144690766
330,330,330,11-26,0.23865741428405401,-1.2808274504036103,-0.08101710039880347
331,331,331,11-27,0.4327837865728827,-0.0021290983569895805,0.25959761163442585
332,332,332,11-28,0.8107869299475016,2.487754119480193,0.0672643513767222
333,333,333,11-29,0.610008082642021,1.165236327856513,-0.03921830826143643
334,334,334,11-30,0.2350874490196864,-1.3043425897769394,0.005736743943197786
335,335,335,12-01,0.2355947304724804,-1.301001158367783,-0.02364825988099778
336,336,336,12-02,0.2796066867371198,-1.011097137175805,-0.4501346278432248
337,337,337,12-03,0.4060171726191496,-0.17843912130216294,-0.4294877640909506
338,338,338,12-04,0.4223031973581891,-0.07116408829316881,-0.055211092544000064
339,339,339,12-05,0.6288151801234036,1.2891175103701578,0.2704760275965425
340,340,340,12-06,0.5760136996719494,0.941317439504764,0.5340115091252979
341,341,341,12-07,0.5322610663579636,0.6531215624754724,0.7190826669479075
342,342,342,12-08,0.5196594884789103,0.5701157519967287,0.949062915203104
343,343,343,12-09,0.5745973186366673,0.9319878256334936,0.6256127364285003
344,344,344,12-10,0.6317907495415883,1.3087174012380098,0.6616803963289
345,345,345,12-11,0.334186459966591,-0.6515835622774636,0.5048163990383613
346,346,346,12-12,0.6088675027391323,1.1577233989071616,1.0020997198138273
347,347,347,12-13,0.3893746442960385,-0.2880624212677592,1.2973085366500234
348,348,348,12-14,0.9726317171865146,3.5538156766495246,1.1427027086590542
349,349,349,12-15,0.8435011609933764,2.703240726650669,1.1130963054739615
350,350,350,12-16,0.4909612795986886,0.3810824332921944,0.7980439969861726
351,351,351,12-17,0.3072181747366454,-0.8292219813880191,0.9331327848484752
352,352,352,12-18,0.32188834946158623,-0.7325904520195732,0.18724784343381487
353,353,353,12-19,0.512426165943645,0.5224703059060549,-0.36760584564024895
354,354,354,12-20,0.29320984607856965,-0.9214939718384364,-0.17144975084485406
355,355,355,12-21,0.33808844826739043,-0.6258814077937138,-0.004324887345943699
356,356,356,12-22,0.6696386245285204,1.558019002064564,-0.22489733287436176
357,357,357,12-23,0.4594511548685833,0.17352719960544327,-0.4722031145070907
358,358,358,12-24,0.1209703052233658,-2.056025125190082,-0.35759632153018645
359,359,359,12-25,0.2871568950906337,-0.9613643838903184,-0.4117308574812991
360,360,360,12-26,0.3976044482518838,-0.23385321397701084,-1.0042522263089129
361,361,361,12-27,0.2887776421828659,-0.9506886235003896,-1.2484500109736782
362,362,362,12-28,0.12991466078047606,-1.99710921090112,-0.9985336267598299
363,363,363,12-29,0.23701293877767315,-1.29165950838315,
364,364,364,12-30,0.348617557440392,-0.5565268199069917,
365,365,365,12-31,,,
