,unnamed: 0,unnamed: 0,mth_day,alien,alien_norm,alien_ravg
33,33,33,02-03,2.8883677700645616,0.8601602726159603,-0.13941406385431726
34,34,34,02-04,2.122326749377127,-0.7956717494667863,0.0436726089839072
35,35,35,02-05,2.1655838612790093,-0.7021695620699856,-0.1997234400244663
36,36,36,02-06,2.590768908869378,0.21688698725046507,-0.3752148471112687
37,37,37,02-07,2.2253694351697866,-0.5729403628058173,-0.809063840961047
38,38,38,02-08,1.9086448916891208,-1.2575546681914458,-0.753285010391951
39,39,39,02-09,1.6840929826201176,-1.7429336904827093,-0.675612836519001
40,40,40,02-10,2.27715720946748,-0.4609987660522097,-0.5691023184215811
41,41,41,02-11,2.3811856997232463,-0.23613651883228584,-0.4716596628383557
42,42,42,02-12,2.8864200072024104,0.8559500958349843,0.1605677277875606
43,43,43,02-13,2.495850028657444,0.011715570693535442,0.2238670614081208
44,44,44,02-14,3.663576946979791,2.535809675564052,0.042223353953162124
45,45,45,02-15,1.8597987987494733,-1.3631376887593478,-0.26418632886469745
46,46,46,02-16,1.772951966890189,-1.5508610107819618,-0.5457539636389508
47,47,47,02-17,1.5306559972752896,-2.074594615739444,-0.6152343619180584
48,48,48,02-18,2.104846675638092,-0.8334557128105357,-1.0275508079310058
49,49,49,02-19,2.3029868595472722,-0.4051668189811101,-0.8559874903649162
50,50,50,02-20,2.519072044534356,0.061910999486366684,-0.5229929767779022
51,51,51,02-21,2.336022970578959,-0.3337577833628103,0.019360277030581668
52,52,52,02-22,2.697275643457296,0.4471060707401224,0.11465267990762155
53,53,53,02-23,3.036116096777485,1.1795249071114602,0.1888171936818525
54,54,54,02-24,2.36935861377008,-0.26170129554829635,0.2666865750151293
55,55,55,02-25,2.508852161363111,0.03982026366427584,0.2646280321862499
56,56,56,02-26,2.735221289969813,0.529127287486027,0.11699644293210976
57,57,57,02-27,2.330308882813776,-0.34610904033608625,-0.14922795253469892
58,58,58,02-28,2.287480983818936,-0.43868346478471854,-0.3529566000219871
59,59,59,02-29,2.297132413956434,-0.417821465689392,-0.5752020012644855
60,60,60,03-01,1.803850160075129,-1.4840731804720255,-0.9176362083117888
61,61,61,03-02,1.8919450412915413,-1.2936521437907142,-1.1149432867413058
62,62,62,03-03,1.7846949830023071,-1.5254779547977928,-1.278438298852632
63,63,63,03-04,1.7826253724095429,-1.5299515109131894,-1.157770816547565
64,64,64,03-05,1.833652753836296,-1.4196535374526746,-1.0394584176949146
65,65,65,03-06,2.63208030749634,0.30618342814100896,-0.9352478670484944
66,66,66,03-07,2.1322608306082333,-0.7741987873561218,-0.720798439793351
67,67,67,03-08,2.1812119072016656,-0.668388839912193,-0.5484530288078308
68,68,68,03-09,2.3799620968744044,-0.23878139126693265,-0.5272561862607494
69,69,69,03-10,2.2610204732945247,-0.495879045000068,-0.7383491107957829
70,70,70,03-11,1.8924907906065704,-1.2924724821701865,-0.6863491039007666
71,71,71,03-12,2.04613014873332,-0.9603741190691928,-0.7472034788213086
72,72,72,03-13,2.2766020602488126,-0.4621987459860244,-0.7061617034287679
73,73,73,03-14,2.012292789118208,-1.0335150894354446,-0.6166778123516082
74,74,74,03-15,2.493885549591475,0.0074692610883093395,-0.4791692887833503
75,75,75,03-16,2.509409187880232,0.04102430146289122,-0.6207220313720715
76,76,76,03-17,2.2741859203394332,-0.4674213407606389,-0.6496148182383311
77,77,77,03-18,1.6532091061360992,-1.80969057460152,-0.5034884178134523
78,78,78,03-19,2.1964016788827325,-0.6355554671835818,-0.28543662756293897
79,79,79,03-20,2.417909356878706,-0.15675668688617167,-0.07968457674453662
80,80,80,03-21,3.0991520756831354,1.3157800025913893,0.007825555411783952
81,81,81,03-22,3.0805341893856766,1.2755366063733058,0.3396020880558574
82,82,82,03-23,2.5170958896968325,0.057639452177284535,0.825383710176755
83,83,83,03-24,2.5741519203249035,0.18096862126292065,0.7838150391691882
84,84,84,03-25,3.544830666888233,2.279134265541804,0.5174253506747487
85,85,85,03-26,2.3025233512600805,-0.40616871293157264,0.27552782959916594
86,86,86,03-27,2.359709573714091,-0.28255812837524713,0.29754196943333777
87,87,87,03-28,2.40907686228282,-0.175848520080191,0.12475747966544487
88,88,88,03-29,2.5782025741547643,0.18972429118231568,-0.3263406362701936
89,89,89,03-30,2.0945380278446684,-0.8557383173444367,-0.32100008803189706
90,90,90,03-31,2.292675895559938,-0.4274544300720268,-0.27834688910152794
91,91,91,04-01,2.317347605057332,-0.3741254235017934,-0.4423208244977031
92,92,92,04-02,2.47810600381733,-0.02663893479303257,-0.3383529995861955
93,93,93,04-03,1.9539192406334025,-1.159692132457242,-0.1650153287159081
94,94,94,04-04,2.8667956837880206,0.8135312406513615,-0.11689991891980556
95,95,95,04-05,2.5756874362854063,0.1842877078772877,-0.13311678142381916
96,96,96,04-06,2.4262342896703712,-0.13876197129541148,-0.06270152104465633
97,97,97,04-07,2.2723329595887782,-0.471426598525875,0.10771899250892196
98,98,98,04-08,2.6735641561423846,0.3958526274819444,-0.16533237967001188
99,99,99,04-09,2.4269712256449694,-0.1371690511357723,-0.07061096983438524
100,100,100,04-10,2.1088617301459442,-0.8247769924222417,-0.23631763711285425
101,101,101,04-11,2.8386144162099805,0.7526161668910476,-0.09344269719892148
102,102,102,04-12,1.9662669638408623,-1.1330019749662257,0.048513058546751496
103,103,103,04-13,2.668924147617592,0.3858230409577216,0.21927561897633974
104,104,104,04-14,3.06760387964196,1.2475871619559822,0.2145405861218076
105,105,105,04-15,2.9009726618129106,0.8874063114417571,0.2504369483111545
106,106,106,04-16,2.0957182614154197,-0.8531871895494342,0.4233818726625221
107,107,107,04-17,2.938255269498608,0.9679943400271288,0.4999009714708325
108,108,108,04-18,2.4463261894361947,-0.09533242885802032,0.28204266915461035
109,109,109,04-19,2.8813252889343457,0.8449376338075837,0.15448208875816485
110,110,110,04-20,2.462874435909012,-0.059562651941350485,0.21907215255702145
111,111,111,04-21,2.5468909582227206,0.12204282906308392,-0.026833394617161745
112,112,112,04-22,2.2750068767056613,-0.4656468067562947,0.36012735978322885
113,113,113,04-23,2.255672493572803,-0.5074389430179701,0.4110643978536671
114,114,114,04-24,3.5204489530266727,2.226432097544324,0.6168587831496649
115,115,115,04-25,3.0227159376736776,1.1505598622302131,0.6392442687990815
116,116,116,04-26,3.0341169491402646,1.175203659834637,0.7287989158341022
117,117,117,04-27,2.609028421613096,0.25635574295958313,0.7729046622144421
118,118,118,04-28,2.5235919951492103,0.07168107545382921,0.5410027656269717
119,119,119,04-29,2.3781008940075727,-0.2428044647359301,0.4263999653408086
120,120,120,04-30,2.876737405507125,0.8350207180195004,0.06624745737872091
121,121,121,05-01,2.7046023430552126,0.4629430605132338,0.18399116315527145
122,122,122,05-02,2.0344083152098964,-0.9857113879378891,0.29384874589149085
123,123,123,05-03,2.935860518165275,0.9628179776188862,0.4867801790135173
124,124,124,05-04,2.828533850435913,0.7308265718711456,0.3392443864229137
125,125,125,05-05,2.913638520942418,0.914784133996229,0.3044238431984733
126,126,126,05-06,2.467208657529858,-0.05019403752412134,0.5679500153205126
127,127,127,05-07,2.6079477399911046,0.2540198011665919,0.3960743840439467
128,128,128,05-08,2.765902289881192,0.5954456447943465,0.4519143286898524
129,129,129,05-09,2.4587694282775905,-0.06843581004050943,0.15674223678806276
130,130,130,05-10,2.9835339505229084,1.06586623974658,0.31600891563129835
131,131,131,05-11,2.0943020391857217,-0.8562484174145091,0.5300740879255847
132,132,132,05-12,2.909299911698657,0.905406035535292,0.3293708773692821
133,133,133,05-13,3.2021482418210607,1.53841083493231,0.2646530760804166
134,134,134,05-14,2.2087918213576696,-0.608773618543469,0.1876100439865992
135,135,135,05-15,2.279126240219382,-0.4567426177737026,0.2963140152527919
136,136,136,05-16,2.76967847911669,0.6036080471836759,0.3600554549371593
137,137,137,05-17,2.396041708394887,-0.20402458981735289,0.16412073604386898
138,138,138,05-18,3.086232922528396,1.2878546736414958,0.2828174193322875
139,139,139,05-19,2.658274116738024,0.3628025215725682,0.4072810932327912
140,140,140,05-20,2.5382691857491504,0.10340648118704217,0.26272912373680074
141,141,141,05-21,2.624611573955072,0.2900394256293196,0.17078238264413262
142,142,142,05-22,2.3684322049355515,-0.26370376979226684,-0.194624267834535
143,143,143,05-23,2.1408166331837584,-0.7557050363733614,-0.0007993428411009659
144,144,144,05-24,2.071939879155908,-0.9045852292305098,0.12576817463614662
145,145,145,05-25,3.1962918917169487,1.5257520715331725,0.1614479082396613
146,146,146,05-26,2.8895943527266263,0.8628115860505277,0.07879737423157912
147,147,147,05-27,2.723651111237772,0.5041178272504075,0.4006507986553369
148,148,148,05-28,2.1390114717179083,-0.7596069738407597,0.3534949777013109
149,149,149,05-29,3.034214957902232,1.1754155101691854,0.2561129267691035
150,150,150,05-30,1.941045104565648,-1.187520154954666,0.004321815735871186
151,151,151,05-31,2.925979524165637,0.941459765939928,-0.16078286568382474
152,152,152,06-01,2.190674472725846,-0.6479350801488665,0.16848245382399396
153,153,153,06-02,2.265354773245956,-0.4865102612677679,-0.0011859839103533314
154,154,154,06-03,3.0529836792929794,1.2159849432061525,0.2701712629160462
155,155,155,06-04,2.563250579316371,0.15740488376310174,0.09362099064123848
156,156,156,06-05,2.6942765177437624,0.4406233260037313,0.25414545035163977
157,157,157,06-06,2.4359126008097625,-0.11784186770891825,0.3854732631967382
158,158,158,06-07,2.636257065604496,0.3152116781135412,0.4304990400506959
159,159,159,06-08,2.6298935324492017,0.30145661580282296,0.5311519498596975
160,160,160,06-09,3.1779658934250605,1.4861396043298989,0.5310427907834284
161,161,161,06-10,2.8426421724379884,0.7613223426171114,0.7179018649426526
162,162,162,06-11,2.693973514797495,0.4399683715461167,0.9472045085186116
163,163,163,06-12,2.9545946192197965,1.0033125772464275,1.1647410766593425
164,164,164,06-13,3.2727536260840218,1.6910275395692953,0.9300033682562442
165,165,165,06-14,3.2337299088677254,1.6066760246472085,1.0845055740062068
166,166,166,06-15,2.526382720708935,0.07771335391130801,0.8169443637082917
167,167,167,06-16,3.2715082378820832,1.6883355771168866,0.7644042080223269
168,168,168,06-17,1.9512791113814791,-1.1653988902413737,0.3683929257854655
169,169,169,06-18,2.8087540486112093,0.6880716431306394,0.5131109712068901
170,170,170,06-19,2.173508475116752,-0.6850401538518729,0.579085735969015
171,171,171,06-20,3.635437175358717,2.4749842971757556,0.5627881563534437
172,172,172,06-21,2.709514978561112,0.4735619424840574,1.0662654168002994
173,173,173,06-22,3.2262695384598667,1.5905500994234592,0.9911566020566972
174,174,174,06-23,3.3488275197055284,1.85546467243976,1.4021079585309109
175,175,175,06-24,2.600267563237741,0.2374187546690259,1.2267737670091663
176,176,176,06-25,3.314224172245579,1.7806679849934106,1.3085827098849796
177,177,177,06-26,3.148745839848316,1.422979148045289,1.1170166547819556
178,178,178,06-27,2.936599629417621,0.9644155997389362,1.0389624801049702
179,179,179,06-28,2.694521917603,0.4411537688053139,0.9806587322563108
180,180,180,06-29,3.1321653262907723,1.387139624377847,0.822428141579782
181,181,181,06-30,2.438428456675308,-0.11240373242293007,0.42847030335219605
182,182,182,07-01,2.8750088838492536,0.8312844409342367,0.3737764087683772
183,183,183,07-02,2.0552006233809643,-0.9407678813202272,0.3012899540767152
184,184,184,07-03,2.784780726508643,0.6362522322360235,0.03197626537409933
185,185,185,07-04,2.493314559619295,0.0062350406553418145,0.03335120375443542
186,186,186,07-05,2.3846064064456765,-0.2287425078378477,-0.14245551668396342
187,187,187,07-06,2.4422450003326657,-0.10415410214091356,0.18458040284072894
188,188,188,07-07,2.387005906111414,-0.2235558816961564,0.005617924047144211
189,189,189,07-08,2.9629844791818742,1.021447635827927,0.17266035639042904
190,190,190,07-09,2.2880180183662344,-0.4375226405254849,0.3547264896179467
191,191,191,07-10,2.9569896921103624,1.0084896347150505,0.4220397018629421
192,192,192,07-11,2.8899842153183166,0.8636542915272584,0.9455556707061772
193,193,193,07-12,2.6290925106823453,0.2997251713290586,0.8833225989080514
194,194,194,07-13,3.8401776111050574,2.9175399313632533,0.7981439391504259
195,195,195,07-14,2.7902383846325516,0.6480492050391745,0.7182106780339738
196,196,196,07-15,2.0515797326295733,-0.9485945990712368,0.8434899870522087
197,197,197,07-16,2.7351115446319616,0.5288900680163362,0.7441513393223326
198,198,198,07-17,3.237733582904407,1.6153301456366684,0.055853752278698376
199,199,199,07-18,2.3533490363956733,-0.2963067150501971,0.11487863110941385
200,200,200,07-19,1.929606324583864,-1.212245590898552,0.5143487820012796
201,201,201,07-20,2.954079201173448,1.0021984780234674,0.4730056646825866
202,202,202,07-21,3.1604259853012446,1.448226306279958,0.09792860308528473
203,203,203,07-22,2.6203516292534346,0.2808313641041785,0.1896737470773455
204,204,204,07-23,2.196597484783643,-0.6351322239471431,0.5865769743193912
205,205,205,07-24,2.6080145198849705,0.2541641489021676,0.6559232312641601
206,206,206,07-25,3.0313273298155385,1.169173772553722,0.20010379693621336
207,207,207,07-26,3.1465700217725283,1.4182760196920805,0.1580694216860902
208,208,208,07-27,1.89516581374394,-1.2866902996877214,0.5959236686796879
209,209,209,07-28,2.503672925286612,0.028625112603439636,0.5860146398194317
210,210,210,07-29,3.411990023903926,1.9919932580144435,0.28512672515964016
211,211,211,07-30,2.5805091117968333,0.19470997574063054,0.0974071678042376
212,212,212,07-31,2.196124910060733,-0.6361537154050274,0.2886148149122696
213,213,213,08-01,2.625499480551869,0.29195867555966515,0.2820651256160641
214,214,214,08-02,2.425918568372911,-0.13944441703952934,0.04386213518103591
215,215,215,08-03,2.485492346797715,-0.010673023173793341,0.016158696035214398
216,216,216,08-04,2.7507879472797687,0.5627753154042736,0.1008124423133126
217,217,217,08-05,2.5036101129245063,0.02848934086570145,-0.035253981563579374
218,218,218,08-06,2.4311061448927123,-0.1282312377364382,-0.14324076985085385
219,219,219,08-07,2.2478073203404585,-0.5244398677016867,-0.11922744316537585
220,220,220,08-08,2.126169650304671,-0.7873651467631763,-0.31365829469915657
221,221,221,08-09,2.55214835914288,0.13340693693907468,-0.3156728963586482
222,222,222,08-10,2.211088245948756,-0.6038097937984107,0.06145986312926401
223,223,223,08-11,2.4980179967281746,0.016401730908751397,0.2921307800277413
224,224,224,08-12,3.4779484338203215,2.134565319191035,0.6206622800069869
225,225,225,08-13,2.8881019236597765,0.8595856336891774,0.5906757264963471
226,226,226,08-14,3.0381049271288987,1.1838238531122969,0.7559708750048696
227,227,227,08-15,2.468911908518032,-0.04651238412476337,0.8047126305313226
228,228,228,08-16,2.6699132810590687,0.3879610972527238,0.3621581547025423
229,229,229,08-17,2.6333149966253617,0.3088522640674692,0.05852970890612477
230,230,230,08-18,2.24950903470573,-0.5207615357816464,-0.31699681647468153
231,231,231,08-19,2.0452923581034805,-0.9621850410893276,-0.0035777287056193547
232,232,232,08-20,1.995721210804528,-1.0693352991725409,-0.07141298188950966
233,233,233,08-21,3.338898264726592,1.8340021424896096,0.370301282937192
234,234,234,08-22,2.4816166933814774,-0.01905042185061797,0.2339518376934981
235,235,235,08-23,3.859422144333864,2.959137853027679,0.27823141139352003
236,236,236,08-24,1.8710312659042816,-1.3388582072438098,0.3887431976033122
237,237,237,08-25,2.1682032671101945,-0.6965075988891959,0.0591831216666255
238,238,238,08-26,2.302478999192957,-0.4062645819137879,-0.017550132342680318
239,239,239,08-27,2.4241078744641,-0.14335831313051045,-0.5862230202131451
240,240,240,08-28,2.268621101661899,-0.4794499459064529,-0.0336415480595594
241,241,241,08-29,2.280904201745872,-0.4528994741951099,0.2295775082068668
242,242,242,08-30,3.4048827772758057,1.9766306256777044,0.3603397926785195
243,243,243,08-31,2.8988447518898868,0.8828067387093614,0.23670914198669746
244,244,244,09-01,2.665447968973201,0.3783091249161282,0.12381797656723315
245,245,245,09-02,2.0809348403114285,-0.8851422172814429,0.11072483751688383
246,246,246,09-03,1.9552586502856608,-1.1567969384232388,-0.3875992248196734
247,247,247,09-04,2.244560364442196,-0.5314583084972057,-0.5764472753169039
248,248,248,09-05,2.0216385776670296,-1.0133137483416392,-0.5928031423858314
249,249,249,09-06,2.374641747858958,-0.25028156427402104,-0.3933181845695704
250,250,250,09-07,2.6200474756745527,0.28017392250256323,-0.1658597896546138
251,251,251,09-08,2.6346636920042905,0.3117675296161225,-0.3169156752797975
252,252,252,09-09,2.5866359591460566,0.20795343106650094,-0.2230542547846769
253,253,253,09-10,1.8252605685862944,-1.4377936222483076,-0.16717858801870944
254,254,254,09-11,2.282178405621854,-0.4501452253709159,-0.6673259080119033
255,255,255,09-12,2.5297410051392486,0.0849724363217837,-0.977205247294378
256,256,256,09-13,1.2317422911193354,-2.7207099974566002,-0.8855970502314001
257,257,257,09-14,1.7745029431308197,-1.547508506078727,-0.7486332717932171
258,258,258,09-15,2.840921306375388,0.7576026134443689,-0.5863590900614235
259,259,259,09-16,2.2054435988674306,-0.6160109516192098,-0.6969100730857197
260,260,260,09-17,2.7326178637814427,0.523499865019846,-0.16701377137429665
261,261,261,09-18,2.222874414526717,-0.5783334618239936,0.4548762028019607
262,262,262,09-19,2.7026244762975256,0.4586678128119394,0.6017587071294394
263,263,263,09-20,3.5007404752714644,2.1838313389788166,0.6866252620686281
264,264,264,09-21,3.248636661685235,1.6388976394092405,0.5800778236771512
265,265,265,09-22,2.4410155463868524,-0.10681162198407652,1.048365592129657
266,266,266,09-23,2.4368642823727127,-0.11578476532901524,0.9845179703716852
267,267,267,09-24,3.5227440945547013,2.23139314889104,0.5974751892990865
268,268,268,09-25,2.525396726063217,0.07558208226410915,0.08746223605711745
269,269,269,09-26,2.4263900226586803,-0.13842534745677504,0.29495892254996386
270,270,270,09-27,1.8329465262551805,-1.4211800800425738,0.20932930967728536
271,271,271,09-28,3.0169832945294743,1.138168496973002,0.00012209132094986863
272,272,272,09-29,2.199174244357087,-0.6295624425650859,-0.3906083136232092
273,273,273,09-30,2.9420282648779,0.9761498387530269,-0.7545553248572614
274,274,274,10-01,1.440810194729374,-2.268800347400845,-0.6531888476268798
275,275,275,10-02,1.4161486349681764,-2.322107414861088,-0.99014300959813
276,276,276,10-03,2.1143188344801898,-0.8129812166602838,-1.1859717389970492
277,277,277,10-04,2.0816684556365828,-0.8835564748545003,-1.1920823961923597
278,278,278,10-05,1.6555943241186264,-1.8045348189586008,-1.0116895026296344
279,279,279,10-06,2.92506634840616,0.9394858955811628,-0.6420854767061085
280,280,280,10-07,1.9415434374736464,-1.186442986024493,-0.7617731145906625
281,281,281,10-08,2.4420927216606634,-0.10448325931993263,-0.8221552080676046
282,282,282,10-09,1.7820907857433592,-1.5311070439676089,-0.5160442235812241
283,283,283,10-10,1.9140602928467128,-1.2458490357161531,-0.6297130433494397
284,284,284,10-11,2.5052949019754207,0.03213108795968213,-0.14615455581241796
285,285,285,10-12,2.6095452899135667,0.25747297697187016,-0.2756203932104868
286,286,286,10-13,3.2838014651532954,1.7149079391976367,0.361356323665544
287,287,287,10-14,2.0827224199564216,-0.8812782837083459,0.6092340331344209
288,288,288,10-15,3.550205985264949,2.2907532572885763,0.6205918390904454
289,289,289,10-16,2.6021173820979304,0.2414172210971094,0.6281396872998785
290,290,290,10-17,2.536821814674134,0.10027792369582904,0.408844966572911
291,291,291,10-18,2.6304965504372344,0.302760066228468,0.4585420101785537
292,292,292,10-19,2.6750848219550867,0.3991396148358327,0.6086054886387181
293,293,293,10-20,2.220671101348376,-0.5830960220744892,0.6901957197174665
294,294,294,10-21,3.9667510647456736,3.1911341280495638,0.9734564362994832
295,295,295,10-22,2.8285949343863765,0.7309586075695994,1.1095448839396196
296,296,296,10-23,3.323094790038656,1.7998422231879296,1.1070028683267925
297,297,297,10-24,3.008249844045693,1.1192907520692867,1.3809452521037688
298,298,298,10-25,2.6680287140576047,0.3838875211588689,0.7830243888234069
299,299,299,10-26,2.9810783183103045,1.0605582805873714,0.5891067444876357
300,300,300,10-27,2.307046811092662,-0.3963910516326095,0.14067745834312825
301,301,301,10-28,2.290319789751492,-0.4325472584450279,0.15150713223778678
302,302,302,10-29,2.0783481364540943,-0.8907334936791148,0.17847612272141875
303,303,303,10-30,3.0383107717243645,1.1842687954372375,0.01453511231341461
304,304,304,10-31,2.7428890358347084,0.5457014640606607,0.019170184919884824
305,305,305,11-01,2.526012089596432,0.07691221813934669,0.18998010058357773
306,306,306,11-02,2.3199128109153544,-0.3685806159937882,0.2445870627656736
307,307,307,11-03,2.7644526742235542,0.5923122355371295,0.2141419072296757
308,308,308,11-04,2.2299257330535243,-0.5630917205865398,0.04148388993209602
309,309,309,11-05,2.9538013370326204,1.0015978622212505,-0.11112383214121424
310,310,310,11-06,2.2636262046902442,-0.4902466397248178,0.1049899399213254
311,311,311,11-07,2.1024047177516296,-0.8387341143005148,-0.1127726581279754
312,312,312,11-08,2.919799800637285,0.9281020163814496,-0.0134067059151007
313,313,313,11-09,2.1599888856778664,-0.7142633527586753,-0.2910585864030511
314,314,314,11-10,2.505744998919584,0.03310399269070844,0.11434736181427475
315,315,315,11-11,2.1830973268858243,-0.6643134207064519,0.1795770564723914
316,316,316,11-12,3.3889489991166877,1.9421890495791367,0.2399507624901023
317,317,317,11-13,2.2834688155899414,-0.4473559463518151,0.26008056667214113
318,318,318,11-14,3.0873846815806463,1.2903442524877151,0.2558185748725857
319,319,319,11-15,2.2158650453469537,-0.5934845276664422,0.4945502902186194
320,320,320,11-16,2.4939145940062173,0.007532041893375847,0.13144150054787682
321,321,321,11-17,2.845767034157612,0.7680768713697507,0.07639933834719792
322,322,322,11-18,2.38103434056304,-0.236463688445318,-0.2160338819704533
323,323,323,11-19,2.130683194038732,-0.7776089195558884,-0.20894832343716294
324,324,324,11-20,2.2756507390520766,-0.4642550694181926,-0.4569168718321927
325,325,325,11-21,2.2355330856502995,-0.5509711764666998,-0.260095396917927
326,326,326,11-22,1.8056053547442013,-1.4802792484768033,0.06005863374615297
327,327,327,11-23,3.3921026099615537,1.9490057208553448,0.1838440214052639
328,328,328,11-24,3.2697155008124663,1.6844604955391618,0.3383545215812624
329,329,329,11-25,2.4742857459061693,-0.03489659360122282,0.4354471782060432
330,330,330,11-26,2.7045398281018342,0.4628079316377984,0.6074472775807584
331,331,331,11-27,2.505042154650724,0.031584763281985236,0.17845644335745747
332,332,332,11-28,2.2830419422464185,-0.4482786522285113,-0.2004914292219758
333,333,333,11-29,2.2013130656189364,-0.624939284484461,-0.2752091730090745
334,334,334,11-30,2.2178348345612573,-0.5892267399374377,-0.2124612307777163
335,335,335,12-01,2.2668847923645026,-0.4832030563238151,-0.0701233206332469
336,336,336,12-02,2.878715096143161,0.8392955850259474,-0.09955521364489872
337,337,337,12-03,2.9001426594680053,0.8856122241488017,-0.2706183956471108
338,338,338,12-04,2.2013451140800564,-0.6248700102984224,-0.33532950016562385
339,339,339,12-05,1.7264771663414682,-1.6513183764977335,-0.2234305418495028
340,340,340,12-06,2.038210235348032,-0.9774933670485156,-0.2533772476965127
341,341,341,12-07,2.5774930826952662,0.18819069357291146,-0.471765550823511
342,342,342,12-08,2.795589254364544,0.6596153499438877,-0.4065925175605528
343,343,343,12-09,2.2939420434544,-0.4247175946131879,-0.2893811252217467
344,344,344,12-10,2.3822519316421014,-0.2338318107206725,-0.3023271428737034
345,345,345,12-11,2.0518316712403744,-0.9480500224648972,-0.5043020367132268
346,346,346,12-12,2.0022747765200224,-1.0551694729602556,-0.7272587402871561
347,347,347,12-13,2.0168526852395403,-1.0236586694642296,-0.5327311285900106
348,348,348,12-14,2.176707706609296,-0.678124871499688,-0.5702145359595862
349,349,349,12-15,2.8339103309221128,0.7424480755696851,-0.36830953248177467
350,350,350,12-16,2.2782057702297296,-0.4587322549381259,-0.06504803744154837
351,351,351,12-17,2.612278067553563,0.2633799984019719,-0.13911753245290082
352,352,352,12-18,2.8440657629158745,0.7643994972811022,-0.10230770710807292
353,353,353,12-19,1.811251135793976,-1.4680756395323442,0.167374481460992
354,354,354,12-20,2.2788841440827428,-0.4572659194307208,0.14857625447493558
355,355,355,12-21,3.5824921299363024,2.3605412069840743,0.16492010904887364
356,356,356,12-22,2.226025792567262,-0.5715216168544643,-0.0020404637072145393
357,357,357,12-23,2.6576452166585978,0.3614431258456003,0.1935238275559695
358,358,358,12-24,2.38061785565379,-0.23736393925542684,0.21283211431047944
359,359,359,12-25,2.3540970306359985,-0.2946898919532401,-0.3938695773331735
360,360,360,12-26,2.332479941829954,-0.3414161989036608,-0.5823285206083274
361,361,361,12-27,1.898414118684005,-1.2796689428778436,-0.8577924959135496
362,362,362,12-28,1.7029028694488215,-1.7022752765053868,-0.7925791450993724
363,363,363,12-29,1.8930143773298287,-1.2913407259857324,
364,364,364,12-30,2.5616365863725163,0.15391616562963614,
365,365,365,12-31,,,
