,unnamed: 0,unnamed: 0,mth_day,india,india_norm,india_ravg
206,206,206,07-25,0.031842465880557815,-1.4601887358992638,-0.19423662128264266
207,207,207,07-26,0.25817175603833004,1.1232243561458022,0.11408955539361824
208,208,208,07-27,0.2723853088729485,1.2854635362882871,0.2726682694204579
209,209,209,07-28,0.2806972302597741,1.3803391333257098,0.24950500928073585
210,210,210,07-29,0.18629044574189133,0.30274231441039845,0.5288470886996275
211,211,211,07-30,0.06037118241052417,-1.1345505485865173,0.4785994049898616
212,212,212,07-31,0.17867913263142268,0.2158637406140864,0.04726986727335606
213,213,213,08-01,0.23175897067050275,0.8217382538872071,-0.3255910253646964
214,214,214,08-02,0.045656161151139726,-1.3025136900107464,-0.49982340408747705
215,215,215,08-03,0.08470223104369454,-0.856826222502605,-0.3648616645389315
216,216,216,08-04,0.09470488231747444,-0.7426519579262847,-0.5291245318293615
217,217,217,08-05,0.13131406368151738,-0.3247801112952446,-0.5967639981678549
218,218,218,08-06,0.09233406083256496,-0.769713463128494,-0.41103523008019865
219,219,219,08-07,0.19620416346561306,0.4159014558562471,-0.28217280219952395
220,220,220,08-08,0.14328482233411888,-0.18814108148480946,0.03602011879376495
221,221,221,08-09,0.15243899816014322,-0.08365165521855719,0.04550640684840055
222,222,222,08-10,0.26196356385794,1.1665055680334488,0.3525713907419584
223,223,223,08-11,0.13630054806897138,-0.26786238296743103,0.6791022607712799
224,224,224,08-12,0.25374332221070856,1.0726764402328528,0.7956289880823298
225,225,225,08-13,0.3678457029218517,2.375086676032176,0.6220561324884937
226,226,226,08-14,0.20453730624680355,0.5110192823814903,0.3884479570596444
227,227,227,08-15,0.061200114255334524,-1.125088788781574,0.43452830768820977
228,228,228,08-16,0.13916700604222662,-0.23514348453964715,0.5179383910896075
229,229,229,08-17,0.16052276730312828,0.008619720803961426,0.2328346961917928
230,230,230,08-18,0.2975879826555344,1.5731369406412388,-0.07076784530079656
231,231,231,08-19,0.21798043262588115,0.6644645066452879,0.02808323345801302
232,232,232,08-20,0.044948083947744334,-1.3105959665740454,0.05305237240049171
233,233,233,08-21,0.11316136169741678,-0.5319823162287164,0.07671034153385227
234,234,234,08-22,0.15229207886183144,-0.08532865088477504,-0.38072620306975785
235,235,235,08-23,0.17295862135298748,0.15056753560412486,-0.5419542657265012
236,236,236,08-24,0.05713563978131975,-1.1714823269804222,-0.6060442847163154
237,237,237,08-25,0.13323061134415878,-0.30290386929517155,-0.7628255538045116
238,238,238,08-26,0.011259050129277222,-1.6951360805129314,-0.9872163379903024
239,239,239,08-27,0.03074900545745595,-1.4726699307578932,-0.9536917558374391
240,240,240,08-28,0.03434065934065952,-1.4316733559995205,-0.9996126231795416
241,241,241,08-29,0.19058087829251635,0.35171502852130504,-0.5609004507090141
242,242,242,08-30,0.03299725322369842,-1.4470075310330364,-0.3032205216879105
243,243,243,08-31,0.3638404543102172,2.329369165527995,0.022912998557714708
244,244,244,09-01,0.14670896854031415,-0.14905650638631093,0.3674344958023122
245,245,245,09-02,0.2021816772848236,0.4841311907158581,0.9462415924747476
246,246,246,09-03,0.21543900436856128,0.6354556274680649,1.0902906651303503
247,247,247,09-04,0.4948318702802927,3.824557608555916,0.5215166619288631
248,248,248,09-05,0.10871690749599144,-0.5827130950994188,0.3108926896905393
249,249,249,09-06,0.06486337596101119,-1.0832748536809278,0.1776070781107607
250,250,250,09-07,0.03599409849409878,-1.412800339816254,0.11616214941285248
251,251,251,09-08,0.13211985569697446,-0.31558247876281365,-0.4799759790400704
252,252,252,09-09,0.18314036702214206,0.2667860552806157,-0.4791728432607001
253,253,253,09-10,0.1814707902481585,0.2477288378383786,0.2911927789829615
254,254,254,09-11,0.10913907726374143,-0.5778942804231973,0.6563066396215685
255,255,255,09-12,0.4698074516442436,3.5389188797810416,0.5846584824319409
256,256,256,09-13,0.22791685639810225,0.7778828240153884,0.3707910421544275
257,257,257,09-14,0.09445787293214128,-0.7454714219005801,0.3150102930231689
258,258,258,09-15,0.07072056216417798,-1.0164185863844646,0.9910747619090472
259,259,259,09-16,0.15214953908421264,-0.08695565694917308,0.6272292976918038
260,260,260,09-17,0.464513581979992,3.4784925328920715,0.3874439784774409
261,261,261,09-18,0.27855142860173765,1.3558460944775823,0.2890094417887911
262,262,262,09-19,0.10187327183513872,-0.6608290912707886,0.3770985806323539
263,263,263,09-20,0.042715581578848125,-1.3360786420324788,0.3102015338881273
264,264,264,09-21,0.11702477652261142,-0.4878837533230876,-0.2374709324202652
265,265,265,09-22,0.11698498607510838,-0.4883379374145326,-0.25145396430786715
266,266,266,09-23,0.17662856447299094,0.19245773504171693,-0.17211193031572872
267,267,267,09-24,0.2712012227261396,1.2719479031519707,-0.002929911510663056
268,268,268,09-25,0.14357955478712106,-0.184776887317958,-0.04337430858199288
269,269,269,09-26,0.13164641422388473,-0.3209865292020848,-0.11810877051600285
270,270,270,09-27,0.09576510641828384,-0.7305501357510665,-0.3811527647081058
271,271,271,09-28,0.07770068166727319,-0.9367447090185922,-0.4782263975667085
272,272,272,09-29,0.03835901555164034,-1.3858062301109009,-0.6665138212177175
273,273,273,09-30,0.2201742929201947,0.6895061060003539,-0.5568900075670369
274,274,274,10-01,0.04460593170270604,-1.3145014292240116,0.07596879572084075
275,275,275,10-02,0.18927036914850492,0.33675635270199905,0.5456373558603644
276,276,276,10-03,0.4284284752599803,3.0666026839762,0.7261377497050719
277,277,277,10-04,0.32458280552068985,1.8812666518185497,0.7767667363325486
278,278,278,10-05,0.13323937240482533,-0.3028038670426553,0.833046703373296
279,279,279,10-06,0.24678751085290976,0.9932800257652136,0.7004691525215149
280,280,280,10-07,0.07418959765916779,-0.9768216269795268,0.046884009040254165
281,281,281,10-08,0.11958074095655465,-0.4587089524086876,-0.4904950745602262
282,282,282,10-09,0.08487026839648665,-0.8549081769113644,-0.527123379004255
283,283,283,10-10,0.042108523158086116,-1.3430078497843323,-0.7413165060482368
284,284,284,10-11,0.11398563825748315,-0.5225736937068284,-0.6906548278409078
285,285,285,10-12,0.1341965081600452,-0.29187873649867785,-0.6909222605169668
286,286,286,10-13,0.1008199999796641,-0.6728515577355528,-0.4324740839444529
287,287,287,10-14,0.1194401644891121,-0.4603135484650414,-0.2995991633078568
288,288,288,10-15,0.2207240175154616,0.6957808825237184,-0.3373319123672771
289,289,289,10-16,0.11195446431257153,-0.5457583259647549,-0.20299399989985248
290,290,290,10-17,0.09415135081050063,-0.7489701880633505,-0.10653082437856423
291,291,291,10-18,0.2048114736032073,0.5141487383058699,-0.3179163009400768
292,292,292,10-19,0.15152604178766987,-0.09407250460782318,-0.6508631320736059
293,293,293,10-20,0.00832500832500852,-1.7286264078341167,-0.5745017127724809
294,294,294,10-21,0.04570991655862525,-1.301900104277457,-0.5417227505273593
295,295,295,10-22,0.15209398178830516,-0.0875898101580041,-0.4434945492810456
296,296,296,10-23,0.11138167130370663,-0.5522964145926206,-0.43325364214406575
297,297,297,10-24,0.25644530435991497,1.1035179457837525,-0.13294754460118094
298,298,298,10-25,0.15690919305377146,-0.03262706178594468,0.3642360752925112
299,299,299,10-26,0.16618144892962128,0.07321017742319215,0.15777686052634798
300,300,300,10-27,0.30705538108795344,1.6812016150846956,0.10815733104057457
301,301,301,10-28,0.0435683240022333,-1.3263450987549834,-0.22356702541134527
302,302,302,10-29,0.08529907633414803,-0.8500135915072612,-0.2982810895077083
303,303,303,10-30,0.08207379941943344,-0.886828192927767,-0.39621809164803706
304,304,304,10-31,0.11763561080600332,-0.4809114463641228,-0.575391417701796
305,305,305,11-01,0.11470068750701685,-0.51441183541878,-0.4033924192961251
306,306,306,11-02,0.2128725998072733,0.606161658762142,-0.4740160307542721
307,307,307,11-03,0.13397990704376775,-0.2943511083209579,-0.1947449750611116
308,308,308,11-04,0.048175647876841435,-1.2737552602561426,0.061673707885586036
309,309,309,11-05,0.2288731324210533,0.7887981412311956,0.2326058201945947
310,310,310,11-06,0.25242255294828897,1.057600651316063,0.16162636504215047
311,311,311,11-07,0.20455145995187127,0.5111808384352721,0.1439523931910446
312,312,312,11-08,0.1755621214716826,0.18028492784747646,0.221778950656194
313,313,313,11-09,0.12468955193413407,-0.4003949394275931,0.0750857754893211
314,314,314,11-10,0.08908531786515875,-0.8067959154652461,-0.18008120281354986
315,315,315,11-11,0.15176360090538135,-0.09136090977004194,-0.5119059236942389
316,316,316,11-12,0.11829357160459993,-0.4734012185011628,-0.2941448842176619
317,317,317,11-13,0.03012719826879126,-1.4797674868488628,0.07415803665272419
318,318,318,11-14,0.2900286037555601,1.486851164706939,0.4818742457412517
319,319,319,11-15,0.31828864508800864,1.809422585794724,0.5341612324176971
320,320,320,11-16,0.30340207689909776,1.6395013390659192,0.822765536018594
321,321,321,11-17,0.17924834954757565,0.2223610102886301,1.1005301699258316
322,322,322,11-18,0.269998943165045,1.2582246031042188,0.7232373810261713
323,323,323,11-19,0.17613467794768242,0.18682031659456272,0.2973186908397833
324,324,324,11-20,0.09170397029392084,-0.776905568691023,0.1263227677369324
325,325,325,11-21,0.09440371910777356,-0.7460895553236043,-0.054895591099335804
326,326,326,11-22,0.21351776219562607,0.6135258004488134,-0.20864478439294945
327,327,327,11-23,0.0839905931045262,-0.8649491427289792,-0.2111413837949471
328,328,328,11-24,0.18918040302303354,0.33572944334253674,-0.05153451209263965
329,329,329,11-25,0.17482233597913924,0.17184072018257693,-0.11038195878693716
330,330,330,11-26,0.17560160963294694,0.1807356615228216,-0.30309636861028993
331,331,331,11-27,0.06347045285098392,-1.0991742354893896,-0.3647494091322652
332,332,332,11-28,0.11221708586290917,-0.5427606584913031,-0.4560679739620232
333,333,333,11-29,0.05158256140326795,-1.2348673858608303,-0.5660792894007746
334,334,334,11-30,0.14117863508327788,-0.21218194563601167,-0.4632132266816988
335,335,335,12-01,0.11699469004227092,-0.4882271724499316,0.0354291890788172
336,336,336,12-02,0.22967334061911285,0.7979320378372767,0.0008024219900813293
337,337,337,12-03,0.3255827360529588,1.8926802590737064,0.12796975055158685
338,338,338,12-04,0.09401546342834564,-0.7505212610237183,-0.002906984816328099
339,339,339,12-05,0.11842829651209273,-0.4718634144917971,-0.04983160266178712
340,340,340,12-06,0.07238304361121127,-0.9974423578435014,-0.41393074673358105
341,341,341,12-07,0.09232868022620963,-0.7697748795226856,-0.7690219646389839
342,342,342,12-08,0.03828397030453976,-1.386662826593487,-0.5451443335948699
343,343,343,12-09,0.13892839833842338,-0.2378670483587109,-0.42724486042447696
344,344,344,12-10,0.21169714307712412,0.5927445252409663,-0.3461661549142197
345,345,345,12-11,0.180402366756136,0.2355334245305601,-0.24926986050930525
346,346,346,12-12,0.11500221107200882,-0.5109701247819579,-0.10462912450149596
347,347,347,12-13,0.14326239175483474,-0.1883971130931992,-0.02744848251100104
348,348,348,12-14,0.11431463348267805,-0.5188184105466315,-0.20381461372910625
349,349,349,12-15,0.17949854169509832,0.22521680358425866,-0.25723887680033913
350,350,350,12-16,0.11898996881363648,-0.4654522620676647,-0.2287330184018376
351,351,351,12-17,0.15231980673037776,-0.08501215389683706,0.07772658684167551
352,352,352,12-18,0.1299863668383564,-0.3399349743909489,0.5317258186261381
353,353,353,12-19,0.30435343475614224,1.6503605183678796,0.2069106587228607
354,354,354,12-20,0.3529601466877157,2.2051769801601444,0.5055046226376315
355,355,355,12-21,0.008758868354208629,-1.7236741558354058,0.3830724603761286
356,356,356,12-22,0.2759464232954735,1.3261115214209602,0.31043758249036474
357,357,357,12-23,0.08796312030856,-0.8196051274658548,-0.12911027171422965
358,358,358,12-24,0.09180571256389564,-0.7757442417055316,-0.48191615987739705
359,359,359,12-25,0.07330431418267787,-0.9869266068596868,0.11960675148519795
360,360,360,12-26,0.16750709666486846,0.08834165118114072,-0.319787800630662
361,361,361,12-27,0.3249504692132734,1.8854633123401643,-0.2628372005999622
362,362,362,12-28,0.044977886240835006,-1.3102557912741992,0.03542341253263352
363,363,363,12-29,0.11789930570306205,-0.4779015272816561,
364,364,364,12-30,0.24858694060718384,1.0138194370900426,
365,365,365,12-31,,,
