,unnamed: 0,unnamed: 0,mth_day,india,india_norm,india_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.12316426993568665,-0.4178051185568738,
2,2,2,01-03,0.10165954181287876,-0.6632686912769766,
3,3,3,01-04,0.05456365347708348,-1.2008400079341015,
4,4,4,01-05,0.16840581578804756,0.09859999090939096,-0.6406339900571721
5,5,5,01-06,0.0902804223060202,-0.7931545151112289,-0.4983131170479023
6,6,6,01-07,0.08378151898718024,-0.8673355983732433,-0.44709570522423103
7,7,7,01-08,0.1979754929538146,0.4361201194987456,-0.410217634096236
8,8,8,01-09,0.12858206650890427,-0.3559642203349487,-0.5156404028363778
9,9,9,01-10,0.07394867793133282,-0.9795715811661321,-0.5588914559275345
10,10,10,01-11,0.11299014768085724,-0.5339366215314599,-0.5401301917842999
11,11,11,01-12,0.06754542841400919,-1.0526608336581698,-0.5671798941038104
12,12,12,01-13,0.09364341124686393,-0.7547680135138348,-0.6689011314478335
13,13,13,01-14,0.1837567682508888,0.2738219055816823,-0.465985561781255
14,14,14,01-15,0.0751121150413639,-0.9662916443990872,-0.4828551242496673
15,15,15,01-16,0.1806116122936602,0.2379218368333389,-0.513588412413748
16,16,16,01-17,0.10412263181085248,-0.6351539963419337,-0.3927164952185647
17,17,17,01-18,0.0513904201828998,-1.2370605626426536,-0.488279262501766
18,18,18,01-19,0.15717995204175192,-0.029536510342735293,-0.4261490197306053
19,19,19,01-20,0.13352402765360916,-0.2995546981175249,-0.437759910434099
20,20,20,01-21,0.1077709889636802,-0.5935101877721229,-0.3227554736068725
21,21,21,01-22,0.17450832670039654,0.1682564926123762,-0.36805508295625095
22,22,22,01-23,0.16457492099119972,0.054872624621425885,-0.5063344986486895
23,23,23,01-24,0.027578599007170426,-1.5088582187389243,-0.5519261007873962
24,24,24,01-25,0.08449312833522751,-0.8592130044973668,-0.4675016496965504
25,25,25,01-26,0.1095587199426988,-0.5731043109497653,-0.5779579232246469
26,26,26,01-27,0.15214885360992175,-0.08696348122704757,-0.2548075284931775
27,27,27,01-28,0.11644678774311687,-0.4944811485562033,-0.027372300640727303
28,28,28,01-29,0.33443950752361523,1.9937749930102424,0.1227640588353806
29,29,29,01-30,0.1471303358205061,-0.14424685162422293,0.19689586014830465
30,30,30,01-31,0.16341257587940725,0.04160515235928067,0.2340278529811061
31,31,31,02-01,0.14852623471051146,-0.1283135030722211,0.5434905506238263
32,32,32,02-02,0.1716673524652605,0.1358284757697616,0.07333499679547673
33,33,33,02-03,0.2791164116684361,1.362295037300118,0.2367250275820137
34,34,34,02-04,0.08730139456127281,-0.8271583299598553,0.04144020399404176
35,35,35,02-05,0.2330165995403349,0.836093333094999,0.1256750871731961
36,36,36,02-06,0.06076075692559872,-1.130103789168551,-0.12035879243159955
37,37,37,02-07,0.19280445264282567,0.3770957960027048,-0.34844867410710884
38,38,38,02-08,0.04233920088814955,-1.3403748018590125,-0.33121877629525986
39,39,39,02-09,0.15922055489489365,-0.006244252752937791,-0.4720009570968744
40,40,40,02-10,0.09635832135301496,-0.7237789430887616,-0.21808431291885846
41,41,41,02-11,0.15901419285019322,-0.008599751714687886,-0.2491476897826491
42,42,42,02-12,0.1942324978864549,0.3933960758995437,-0.003949864886647947
43,43,43,02-13,0.17647593269268574,0.1907155348199613,-0.05914271309262389
44,44,44,02-14,0.17122787880301768,0.13081214751699485,0.1380052981833687
45,45,45,02-15,0.13020833491030984,-0.33740134198879346,0.17568403620809658
46,46,46,02-16,0.1999895282680262,0.459109124567194,0.0050840702006667024
47,47,47,02-17,0.1788200892995913,0.21747267643367926,0.1851727057708372
48,48,48,02-18,0.1045563187427562,-0.6302037201450356,0.14474330953084494
49,49,49,02-19,0.2711398480678597,1.2712473482409845,0.19097276755877315
50,50,50,02-20,0.1499760939126782,-0.11176422992295887,0.16878706757856685
51,51,51,02-21,0.15450893271727567,-0.060024593821224236,0.10021880804660066
52,52,52,02-22,0.18832757514801984,0.3259949246859563,0.14108541531151994
53,53,53,02-23,0.1427770602810953,-0.1939368807581177,0.3202412479014188
54,54,54,02-24,0.12603792439515402,-0.38500407655551977,0.4527284329635948
55,55,55,02-25,0.3653134338777805,2.3461823437803773,0.4729116366881452
56,56,56,02-26,0.21961822116470026,0.6831588804500975,0.7570547434531609
57,57,57,02-27,0.165118270076802,0.06107462852607794,1.3053269173638764
58,58,58,02-28,0.33768791056330905,2.0308535652760504,1.3731040408094597
59,59,59,02-29,0.4309773151684919,3.095696162706175,1.0305408032333798
60,60,60,03-01,0.16166509130611326,0.021658664117977587,0.84105577958766
61,61,61,03-02,0.18524445156872155,0.2908029183239001,0.9813173878560116
62,62,62,03-03,0.1200150774878631,-0.45375126142422206,0.5323785982850073
63,63,63,03-04,0.2388470368780112,0.9026442781361884,-0.078639302505264
64,64,64,03-05,0.10170242791455328,-0.6627791721499757,-0.12149123969486007
65,65,65,03-06,0.10979465602957514,-0.5704112420354531,-0.21737538211585813
66,66,66,03-07,0.13913989340600708,-0.2354529590195989,-0.33772467418311325
67,67,67,03-08,0.13484277955191196,-0.2845019362020882,-0.6534912171930535
68,68,68,03-09,0.0567532555319873,-1.1758470138277526,-0.5460775604104483
69,69,69,03-10,0.07286378529100547,-0.9919549799234526,-0.4373305022835864
70,70,70,03-11,0.15816460990406886,-0.01829723145434464,-0.2958170885572071
71,71,71,03-12,0.16695774283528986,0.08207110672571824,-0.33018030479802946
72,72,72,03-13,0.21352667399897896,0.6136275233386768,-0.3025003041121381
73,73,73,03-14,0.1167796930948406,-0.4906812336470221,-0.31914595195290857
74,74,74,03-15,0.07130329770548686,-1.0097670097124043,-0.25799834178343106
75,75,75,03-16,0.06411397054797764,-1.0918288669680756,-0.397351390625136
76,76,76,03-17,0.19030696123096366,0.34858842956252045,-0.443317038407656
77,77,77,03-18,0.0937065619317421,-0.7540471863245117,-0.33073507664030194
78,78,78,03-19,0.1893647485222652,0.33783363664355703,-0.430995567081476
79,79,79,03-20,0.17595860390047693,0.18481053695710206,-0.3075398543672991
80,80,80,03-21,0.018601190476190882,-1.6113299523594486,-0.6242241102405809
81,81,81,03-22,0.12900868810722602,-0.3510945906830142,-0.4049269164335178
82,82,82,03-23,0.02384131222582532,-1.5515171056771706,-0.4020145651373893
83,83,83,03-24,0.20898052650390472,0.5617359765178671,-0.4092399954962347
84,84,84,03-25,0.19089563122214587,0.3553077444203281,0.20160050280382066
85,85,85,03-26,0.17216054342945708,0.14145795480402895,0.3725691827510931
86,86,86,03-27,0.3396905976768719,2.0537130374408843,0.7118552093774649
87,87,87,03-28,0.21887868239694105,0.6747174890006203,0.7238145242404094
88,88,88,03-29,0.2021876227014979,0.4841990540810613,0.5079573409837246
89,89,89,03-30,0.21526696188360808,0.6334918656955333,0.5372346310038775
90,90,90,03-31,0.0774299143864365,-0.9398353551197812,0.5155533540354987
91,91,91,04-01,0.18755020361599486,0.3171216949249462,0.4937441201528416
92,92,92,04-02,0.3282937954207929,1.923625375630612,0.5507652061644343
93,93,93,04-03,0.20741461935860012,0.5438620857046776,0.5017844126139243
94,94,94,04-04,0.2321608591787029,0.8263255701506171,0.9335823423272592
95,95,95,04-05,0.18952011960789056,0.3396071043924727,0.7830652822895926
96,96,96,04-06,0.3044052732042975,1.6509522231602298,0.552326827289794
97,97,97,04-07,0.10843064013652258,-0.5859806653010549,0.44226820454092985
98,98,98,04-08,0.20700571131296225,0.5391946456318211,0.2179461369537131
99,99,99,04-09,0.1495621062490368,-0.11648965078850745,0.3248618757608862
100,100,100,04-10,0.11424556066123402,-0.5196068353726833,0.059444414589926185
101,101,101,04-11,0.2457205701175665,0.9811015372355116,0.4143595501244648
102,102,102,04-12,0.16488810709421678,0.058447456134469736,0.20816288568314992
103,103,103,04-13,0.2949924198359352,1.5435101479061768,0.260603293461996
104,104,104,04-14,0.09861806357763278,-0.6979853410160681,0.2969864920755491
105,105,105,04-15,0.1771275009698048,0.19815279588456888,-0.0597126740021145
106,106,106,04-16,0.13337045448769388,-0.3013076436913645,0.15572191920099412
107,107,107,04-17,0.058221011552616886,-1.1590934592304698,-0.10310674471230456
108,108,108,04-18,0.2781316887077703,1.3510550153531216,-0.08657955415375769
109,109,109,04-19,0.15893866686155114,-0.00946183557361532,-0.12381726478886886
110,110,110,04-20,0.1073056110370839,-0.5988221976647871,0.1582995561140267
111,111,111,04-21,0.15755343136143213,-0.025273467926098248,0.25554241602565075
112,112,112,04-22,0.2816656690930533,1.3913932817260088,-0.015147037146942396
113,113,113,04-23,0.10933689586352356,-0.5756362997607261,-0.14876657474367874
114,114,114,04-24,0.13584329051454827,-0.2730817036824374,-0.01803138221012148
115,115,115,04-25,0.08870131646195457,-0.8111790611540335,0.27104742046348657
116,116,116,04-26,0.17602680026354975,0.1855889575365567,0.2601770620857285
117,117,117,04-27,0.3095082242133569,1.7091993481155503,0.3265711174387733
118,118,118,04-28,0.2759516456494755,1.3261711314594606,0.22189423596476665
119,119,119,04-29,0.14423705054266925,-0.17727196764245698,0.41215107506488896
120,120,120,04-30,0.08081969939110148,-0.9011429925264772,0.4593027516129747
121,121,121,05-01,0.1887101663213583,0.33036197344670026,0.11263259999165068
122,122,122,05-02,0.20081216389526185,0.46849901682507106,-0.2660489221386445
123,123,123,05-03,0.12728043514560808,-0.3708215616123936,0.0054875110367555964
124,124,124,05-04,0.07689702206598706,-0.9459180013223104,0.15591838322182994
125,125,125,05-05,0.2869706652985929,1.4519466314099436,0.04069308397664165
126,126,126,05-06,0.15989395807075482,0.0014422405839686794,-0.1964460139644544
127,127,127,05-07,0.12814178041354524,-0.3609898220244294,0.010640310212579754
128,128,128,05-08,0.07615957030673383,-0.9543355708215052,0.32563700591044137
129,129,129,05-09,0.23613573412205105,0.8716963834498113,-0.1286022117165602
130,130,130,05-10,0.2424756020279805,0.9440621728648588,-0.2034373769000116
131,131,131,05-11,0.048199003103545836,-1.2734886743520657,-0.2596644400670475
132,132,132,05-12,0.12055671881862505,-0.4475687505167397,-0.18271533885263688
133,133,133,05-13,0.0985859234735059,-0.6983522010266447,-0.33855079804016475
134,134,134,05-14,0.11660800383777906,-0.4926409635350413,-0.5426783281489292
135,135,135,05-15,0.1542205445584571,-0.06331637167535578,-0.2521702601545366
136,136,136,05-16,0.13517559847817268,-0.28070300778772805,0.049077583718347605
137,137,137,05-17,0.2009050918434486,0.4695597336142906,-0.0057839000484664616
138,138,138,05-18,0.2789081900763697,1.3599183127205654,0.2593336297580029
139,139,139,05-19,0.06974788580269138,-1.0275211036275291,0.14187645466167806
140,140,140,05-20,0.2559675104863584,1.0980642153037752,0.2225003140406684
141,141,141,05-21,0.0924789690930078,-0.7680594222533048,-0.03884912978515575
142,142,142,05-22,0.17755567525152813,0.2030401484862136,-0.24716264703416865
143,143,143,05-23,0.06352628637164721,-1.098536929340654,0.4796694978664619
144,144,144,05-24,0.1694078148531831,0.1100372092264881,0.2781401824332733
145,145,145,05-25,0.4518085107776641,3.3334717657762543,0.3970594908434357
146,146,146,05-26,0.15003326315651708,-0.11111167729535708,0.3360752538648011
147,147,147,05-27,0.15498911756613265,-0.05454357179232976,0.49241608005201104
148,148,148,05-28,0.14549920133640645,-0.1628652733855944,0.3650289068832728
149,149,149,05-29,0.14570712300808314,-0.1604919722173938,-0.21806904901444985
150,150,150,05-30,0.10244651803093384,-0.6542858297859412,-0.2248198284260561
151,151,151,05-31,0.14530202091628025,-0.16511596961008165,0.2702604253430061
152,152,152,06-01,0.1464847038100959,-0.1516163537649949,0.2921270243325001
153,153,153,06-02,0.4152289439068291,2.915937950822044,0.2609273771643281
154,154,154,06-03,0.15699341844639045,-0.03166567944863023,0.6910404970051919
155,155,155,06-04,0.1293069723272129,-0.3476898552264263,0.8386522125024816
156,156,156,06-05,0.32853625350734456,1.926392889259242,0.8772738992063124
157,157,157,06-06,0.222894384809642,0.7205543233736564,0.2015754752920015
158,158,158,06-07,0.16678626292959606,0.08011376645799062,0.21205502193878772
159,159,159,06-08,0.060046851388617886,-1.1382525926638214,0.16530167092147138
160,160,160,06-09,0.16250201100027772,0.03121160043208722,-0.16934984170308726
161,161,161,06-10,0.10473098922757676,-0.6282099613303248,-0.18699075221762085
162,162,162,06-11,0.15262608365700184,-0.08151618648810971,-0.2189592658694612
163,163,163,06-12,0.21362140845107475,0.6147088602864549,-0.2571687771500745
164,164,164,06-13,0.14998195619793256,-0.1116973154530514,-0.3216376782426527
165,165,165,06-14,0.03996195302208344,-1.3675096603475017,-0.1787780518065487
166,166,166,06-15,0.12861381712265615,-0.3556018061233816,-0.1294114064648638
167,167,167,06-16,0.17982540895406135,0.22894779728629924,-0.38696595256255417
168,168,168,06-17,0.17857574962112974,0.21468368556199988,-0.4119133181148613
169,169,169,06-18,0.07823739779936914,-0.9306184162996872,-0.0945938532943828
170,170,170,06-19,0.1368683286000548,-0.26138150876689464,0.02036317052383532
171,171,171,06-20,0.20676150075343847,0.5364071285753694,0.05936191882536351
172,172,172,06-21,0.1890411835694936,0.33414033678592703,0.4190901498656896
173,173,173,06-22,0.2003251711809516,0.4629402870954684,0.7973829912992759
174,174,174,06-23,0.3676675416348117,2.3730530718039566,1.0012030410538375
175,175,175,06-24,0.2770877106751624,1.3391386323018308,0.8023890524848049
176,176,176,06-25,0.2440067045483339,0.9615387897604748,1.0210144855730168
177,177,177,06-26,0.10225456987624612,-0.6564768028388258,0.968544564507574
178,178,178,06-27,0.30396203591089066,1.6458929353151983,0.5536586253277466
179,179,179,06-28,0.17274426274797172,0.14812076070281094,0.7079130612632709
180,180,180,06-29,0.14958200107572647,-0.1162625632750077,0.7123783606867958
181,181,181,06-30,0.35817183252112944,2.264665247914977,0.6822096126492756
182,182,182,07-01,0.2463538972260677,0.9883305863016241,0.30663872122019914
183,183,183,07-02,0.08639631317861021,-0.8374892910639478,0.11172374742086352
184,184,184,07-03,0.1065425209533924,-0.6075324132592606,-0.0026867442844114805
185,185,185,07-04,0.07028685600114197,-1.0213690820932029,-0.4496948895709261
186,186,186,07-05,0.08944192021759742,-0.8027255135066577,-0.9183585513580612
187,187,187,07-06,0.12320119651490535,-0.4173836238041108,-0.5198864338620465
188,188,188,07-07,2.379049338482477e-16,-1.8236513844211868,-0.4360172104870297
189,189,189,07-08,0.2958538988312671,1.5533434139121407,-0.5106411276154552
190,190,190,07-09,0.15062852915161995,-0.10431707300915977,-0.2581596097034294
191,191,191,07-10,0.03106065966929881,-1.4691125848637558,-0.08833690376949978
192,192,192,07-11,0.22215928447408115,0.7121635939654972,0.06953232993276696
193,193,193,07-12,0.2124688075022106,0.6015526117994671,-0.0708858229236791
194,194,194,07-13,0.08298424679724964,-0.8764359822075865,-0.040097300271818036
195,195,195,07-14,0.22204284408560834,0.7108344967734646,-0.0189460583811204
196,196,196,07-15,0.16681257149063114,0.0804140629020066,-0.017079031581931452
197,197,197,07-16,0.04217884803294303,-1.34220513351957,-0.0009410738453039156
198,198,198,07-17,0.2231406904709784,0.7233657547606309,-0.06827102271668127
199,199,199,07-18,0.220951754028356,0.6983803582192322,-0.0558045742815255
200,200,200,07-19,0.0475921380059574,-1.2804156754358509,-0.18169731712833706
201,201,201,07-20,0.2285958551401828,0.7856331873843992,-0.03626611599705135
202,202,202,07-21,0.1006368246564812,-0.6749423941788625,-0.26494873674892977
203,203,203,07-22,0.11862502062575865,-0.4696179267318558,-0.5472739610768326
204,204,204,07-23,0.10293325933524856,-0.6487299697506397,-0.5772361378207348
205,205,205,07-24,0.07254699178759844,-0.9955709877481848,-0.5209709430271676
