,unnamed: 0,unnamed: 0,mth_day,fantasy world,fantasy world_norm,fantasy world_ravg
186,186,186,07-05,0.4625105024456199,-0.7158109295725713,-0.021257405354996702
187,187,187,07-06,0.8740772208734789,1.96956479393718,0.3486823083623922
188,188,188,07-07,0.7262531379435273,1.005047533730763,0.31521789166741704
189,189,189,07-08,0.7608082956436953,1.2305117840096578,0.251944839119062
190,190,190,07-09,0.429596472411904,-0.9305672090721346,0.1724897389886403
191,191,191,07-10,0.4117399294667022,-1.0470769383185228,-0.09167619001883384
192,192,192,07-11,0.3894456991778788,-1.1925415303551017,-0.31211060524619466
193,193,193,07-12,0.6311572371180107,0.3845692198923351,-0.5658370377284073
194,194,194,07-13,0.5235474946860216,-0.3175589576334019,-0.16280872880102645
195,195,195,07-14,0.5274881960816955,-0.2918468108836189,-0.28390121725600104
196,196,196,07-15,0.8002106187004786,1.4876026444921508,-0.1723504431048262
197,197,197,07-16,0.3003864879426085,-1.77363186904837,-0.45894077867909705
198,198,198,07-17,0.4920248332339841,-0.5232368854480529,-0.4527918710994439
199,199,199,07-18,0.3676163636838507,-1.3349727935532891,-0.22173911429606485
200,200,200,07-19,0.5292018670533262,-0.2806655121554833,-0.36532256760750587
201,201,201,07-20,0.7399581846991337,1.0944697299366557,-0.16490647320629725
202,202,202,07-21,0.6681750822593562,0.6261019246235043,-0.29909479601822825
203,203,203,07-22,0.4846838141693323,-0.5711353026411177,-0.3084504007120361
204,204,204,07-23,0.36862880968120587,-1.3283668223196392,-0.2650918093327672
205,205,205,07-24,0.35901319767837353,-1.3911064217161366,-0.538375554148988
206,206,206,07-25,0.5690732779997922,-0.020513963879870027,-0.4220181299521688
207,207,207,07-26,0.48865369929173796,-0.5452327389606697,-0.4581018499869886
208,208,208,07-27,0.7751742842454674,1.3242464698044194,-0.4378924101072991
209,209,209,07-28,0.4515021820124947,-0.7876376228500364,-0.2474900848565451
210,210,210,07-29,0.3872128747259544,-1.2071101830415019,-0.12853031499697087
211,211,211,07-30,0.5341021273170171,-0.2486924702116126,0.06297111739177919
212,212,212,07-31,0.6784655280542056,0.6932446552775752,-0.30134248754363563
213,213,213,08-01,0.664753338710824,0.6037758553718306,-0.3046848294494669
214,214,214,08-02,0.4401611531981887,-0.8616351598080694,-0.29869397398142145
215,215,215,08-03,0.4484286530206209,-0.8076916742850239,-0.2130410437393061
216,216,216,08-04,0.392721906562296,-1.1711650502332294,-0.41658509295518703
217,217,217,08-05,0.6128662908153092,0.2652251112410793,-0.7747494226717045
218,218,218,08-06,0.4912918175200017,-0.5280196400177101,-0.8597576962590397
219,219,219,08-07,0.33539491810215066,-1.545210122927274,-0.7405243412307255
220,220,220,08-08,0.36198979886607263,-1.3716848013320808,-0.7225471614781472
221,221,221,08-09,0.5580724847418895,-0.09229154411513818,-1.114813035931374
222,222,222,08-10,0.409253244384222,-1.0633019717177594,-1.1885882710539508
223,223,223,08-11,0.2521489938950606,-2.08837013547828,-0.7137627205887161
224,224,224,08-12,0.42345006750754943,-0.9706710507531724,-0.2981338803635825
225,225,225,08-13,0.772031903950665,1.303743179864135,-0.25964902852501004
226,226,226,08-14,0.7441910596234241,1.1220882400187209,0.03379850638604711
227,227,227,08-15,0.5934621340376286,0.1386175669162963,0.8057403413771983
228,228,228,08-16,0.6790998165046537,0.6973832377485835,0.8594197212299243
229,229,229,08-17,0.9620062367301548,2.543280874468627,0.7292896489383512
230,230,230,08-18,0.4728122018706787,-0.6485947716368166,0.5935894805023213
231,231,231,08-19,0.6523677399688199,0.5229627461146967,0.6148930588423153
232,232,232,08-20,0.6194047829224569,0.3078872294025417,0.5288428595903357
233,233,233,08-21,0.6130523397985624,0.2664390369562596,0.3608614780707615
234,234,234,08-22,0.5999703349587793,0.18108204223670601,0.6563500819386613
235,235,235,08-23,0.8075350124383895,1.5353925853511818,0.7311922631734671
236,236,236,08-24,0.7445356868833327,1.1243368515705825,1.0534207434013962
237,237,237,08-25,0.721190625335193,0.9720158335235314,1.579678654792651
238,238,238,08-26,0.9157175492077074,2.241258110770116,1.2420837117516697
239,239,239,08-27,1.096985160986617,3.423986505303789,0.7939513388265848
240,240,240,08-28,0.2895269769240528,-1.8444876160091817,0.5770648216746338
241,241,241,08-29,0.3954443648659653,-1.153401652199327,0.4378669249166103
242,242,242,08-30,0.5450925966207677,-0.17698225134112305,0.4658343052486543
243,243,243,08-31,0.5931879304142378,0.13682845297539056,-0.007848372249248245
244,244,244,09-01,0.9414356105847704,2.4090623927623795,0.23399792382491805
245,245,245,09-02,0.6613991308147186,0.5818904403163735,0.4611937806981312
246,246,246,09-03,0.5119224180560333,-0.39340983956418396,0.7006015400017414
247,247,247,09-04,0.6043676505762474,0.20977348903995147,0.5407884112734082
248,248,248,09-05,0.7652456239981954,1.2594643044805387,0.18783934251262785
249,249,249,09-06,0.4462280148018847,-0.8220503193946083,0.04666249105278256
250,250,250,09-07,0.6168730056643964,0.2913679801976973,0.2308149628817412
251,251,251,09-08,0.5315766416234518,-0.2651706684426981,0.17209739927119838
252,252,252,09-09,0.6812641482075938,0.7115049914095681,-0.17651202139661412
253,253,253,09-10,0.5503725360206903,-0.1425318926233057,-0.1706811354802387
254,254,254,09-11,0.4446736443950565,-0.8321922195263364,-0.38142772507457257
255,255,255,09-12,0.4515899428802246,-0.7870650038963557,-0.591095135048875
256,256,256,09-13,0.4230760299789837,-0.9731115573683059,-0.8412894592426418
257,257,257,09-14,0.3387720509013544,-1.5231751282885129,-0.5713756665967723
258,258,258,09-15,0.451192081771121,-0.7896609537530316,-0.5129485055757254
259,259,259,09-16,0.7985781027690664,1.4769508632519102,-0.3242786401351018
260,260,260,09-17,0.4984017124295581,-0.4816292534000543,-0.00619496561306615
261,261,261,09-18,0.6250857484149569,0.34495418874738504,0.7199182347215771
262,262,262,09-19,0.715577342839759,0.935390489763908,0.8715288613135627
263,263,263,09-20,1.006486496487303,2.833504073719346,0.657702345640749
264,264,264,09-21,0.5906091939144492,0.12000280579888167,0.6304997609206696
265,265,265,09-22,0.6019489087284579,0.19399176921502906,0.6507620243911031
266,266,266,09-23,0.4733869368181223,-0.6448447617205307,0.6979898902899638
267,267,267,09-24,0.6437183886330959,0.4665277695699861,0.471535779497883
268,268,268,09-25,0.7590068360376956,1.2187576851570725,0.2683228626188901
269,269,269,09-26,0.7982453008052707,1.4747794089668622,0.1246931437434481
270,270,270,09-27,0.40373998389702265,-1.0992746954750756,0.3653639825986133
271,271,271,09-28,0.4698708277014466,-0.6677865440376229,0.5629425130141508
272,272,272,09-29,0.6947014586596484,0.7991802714104608,0.5257381063988094
273,273,273,09-30,0.825406366258756,1.6519989520632108,0.41177489427767977
274,274,274,10-01,0.7247946502172643,0.9955312454650244,0.3573721347612965
275,275,275,10-02,0.6934477527596159,0.7910001362400843,0.4572551845342417
276,276,276,10-03,0.35371264877615416,-1.4256912525733751,0.4146904259585898
277,277,277,10-04,0.5617206317978863,-0.06848824539995164,0.17013466688080314
278,278,278,10-05,0.6555600353103102,0.5437917199565497,-0.020373865860068768
279,279,279,10-06,0.6005193747921111,0.1846643975964912,-0.4258528180794029
280,280,280,10-07,0.5496080549868804,-0.14751995098020745,-0.5417181633453855
281,281,281,10-08,0.3205800598804253,-1.6418735770759203,-0.6559062859740948
282,282,282,10-09,0.24716594952699456,-2.12088332416927,-0.7865816396496127
283,283,283,10-10,0.4567162620131337,-0.7536169811722085,-0.7893164262777049
284,284,284,10-11,0.5353944450263386,-0.2402604020965569,-0.5632821494283363
285,285,285,10-12,0.5980045375238574,0.16825567782793702,-0.44275434992422297
286,286,286,10-13,0.7574631825074098,1.208685710116005,-0.10754562266587013
287,287,287,10-14,0.4314142284184623,-0.918706780051241,-0.14791284003153854
288,288,288,10-15,0.5554150068003357,-0.109630960619153,-0.1025114628368532
289,289,289,10-16,0.4195956392910256,-0.9958202853662192,-0.026524123352877103
290,290,290,10-17,0.5771443476426477,0.032147861071555275,-0.08314182094385936
291,291,291,10-18,0.6678804800514286,0.6241797147317936,0.0047174733557224045
292,292,292,10-19,0.7053990490639017,0.8689795245701114,0.1556287740735885
293,293,293,10-20,0.5122073058005855,-0.3915510142537504,0.2169331838023565
294,294,294,10-21,0.6941890374129792,0.7958368436880435,0.2527205633897596
295,295,295,10-22,0.4759695489447174,-0.6279938269936111,-0.02122141707531108
296,296,296,10-23,0.6100534729817324,0.2468721385959736,-0.21743450109947304
297,297,297,10-24,0.41597069859496777,-1.0194721680586305,0.01846501759837293
298,298,298,10-25,0.5249666997339048,-0.30829897957486024,-0.3028430234642079
299,299,299,10-26,0.7291342481406107,1.0238460979333253,0.1483149133648268
300,300,300,10-27,0.3987226825780409,-1.1320114026874415,0.355529275578202
301,301,301,10-28,0.8908424248580941,2.078953793980597,0.6437619659813936
302,302,302,10-29,0.8006023060273014,1.4901583118762252,0.6289415465370004
303,303,303,10-30,0.6810218379815205,0.7099239743605192,0.2560985436996206
304,304,304,10-31,0.511338234987494,-0.3972214962412192,0.2166740328487945
305,305,305,11-01,0.3862777089461343,-1.2132119190909532,-0.18729852545483272
306,306,306,11-02,0.36246894777040417,-1.368558467792398,-0.4827381902435128
307,307,307,11-03,0.5193599718806112,-0.3448815558411661,-0.6957361366167271
308,308,308,11-04,0.5289238240942411,-0.2824796768558555,-0.6572157912634669
309,309,309,11-05,0.4851545742986805,-0.5680637038787664,-0.5856640599128998
310,310,310,11-06,0.5467605231782026,-0.16609942412165754,-0.5927982459386495
311,311,311,11-07,0.4520747838477339,-0.7839015309875501,-0.5759896007697276
312,312,312,11-08,0.35590853946947393,-1.4113635839468957,-0.3322645689343292
313,313,313,11-09,0.5348167562839867,-0.24402968482763496,-0.3734868394184967
314,314,314,11-10,0.7530469008161481,1.1798705141565349,-0.3818629325615423
315,315,315,11-11,0.44724766740118216,-0.8153973267837713,-0.4054075703442857
316,316,316,11-12,0.5390580900223153,-0.2163559829799312,-0.4003117519141643
317,317,317,11-13,0.4304237592466371,-0.9251693576840104,-0.4199793349286679
318,318,318,11-14,0.3605945189783261,-1.3807886733661672,-0.5030220257236551
319,319,319,11-15,0.5167309684447179,-0.3620351829146564,-0.36072936780024784
320,320,320,11-16,0.6766830443009579,0.6816143693866116,0.18302797160366527
321,321,321,11-17,0.5780962226298866,0.03835862075667205,0.2252032143612805
322,322,322,11-18,1.0390829212002148,3.046188053443548,0.250230767344708
323,323,323,11-19,0.4692069941780159,-0.6721179011383199,0.6109519420915147
324,324,324,11-20,0.3836091930773516,-1.230623355465602,0.4208765607249681
325,325,325,11-21,0.8484405959465616,1.8022918655661844,0.3953563469509291
326,326,326,11-22,0.5018947635890666,-0.4588379188126683,-0.0807122014413381
327,327,327,11-23,0.554628510731089,-0.11476266188756168,0.1834417031864916
328,328,328,11-24,0.6013029074170335,0.18977676308994448,0.404176198514139
329,329,329,11-25,0.7121159206327986,0.9128055266286578,0.2139387814038065
330,330,330,11-26,0.5865907820382297,0.0937836165002827,0.2851077345765322
331,331,331,11-27,0.6735033114611854,0.6608673629041893,0.3427504887208955
332,332,332,11-28,0.5673398458279766,-0.03182419977631428,0.11834894436300633
333,333,333,11-29,0.6076352590009351,0.2310938629786181,0.057224640178659636
334,334,334,11-30,0.3949491974025293,-1.1566325030573903,0.06111682226542101
335,335,335,12-01,0.6559076312621217,0.5460597015225778,-0.20180202796404606
336,336,336,12-02,0.5901699294810577,0.11713670902085098,-0.026276588892777685
337,337,337,12-03,0.4317301082827335,-0.9166457384726128,-0.11866296398577582
338,338,338,12-04,0.7287483854078766,1.0213284346512956,-0.10040653553860213
339,339,339,12-05,0.5226791981601642,-0.3232243875793708,-0.4377985370504525
340,340,340,12-06,0.4117373249195144,-1.0470939323743482,-0.7510737924760732
341,341,341,12-07,0.3456508928764356,-1.4782923075485248,-0.7743078339828885
342,342,342,12-08,0.3020903113224692,-1.7625148235328731,-1.1240768573316784
343,343,343,12-09,0.4103646997812846,-1.0560499875135043,-1.1239343361060383
344,344,344,12-10,0.40711006592705495,-1.0772857054414426,-0.6995707504959121
345,345,345,12-11,0.5228102569002042,-0.32236926022553203,-0.3323053285282885
346,346,346,12-12,0.8019708259245114,1.4990875812864093,0.0298953430686774
347,347,347,12-13,0.6833784365968679,0.7253002242572172,0.4472106983155964
348,348,348,12-14,0.635160444897739,0.4106892060489223,0.5343800303996883
349,349,349,12-15,0.7941168350334459,1.4478421439680098,0.5991339685809443
350,350,350,12-16,0.4872686723506847,-0.5542697129368913,0.40253250282206016
351,351,351,12-17,0.5823562614519427,0.06615436886200364,0.12721690681773332
352,352,352,12-18,0.6211813310495,0.3194787867331048,0.14629503614186998
353,353,353,12-19,0.430205514712964,-0.926593351768744,-0.017574970078554686
354,354,354,12-20,0.6527041867531578,0.5251579819937422,0.008953837559864952
355,355,355,12-21,0.6434263224505467,0.4646221066454619,-0.12522083779435458
356,356,356,12-22,0.5116638604235361,-0.39509686710637343,0.31711990155460085
357,357,357,12-23,0.4589727877394033,-0.7388936832633136,0.5608408930373295
358,358,358,12-24,1.027946145954869,2.9735232228268376,0.34868642321475296
359,359,359,12-25,0.6543248760336889,0.5357325971276286,0.2884001744297307
360,360,360,12-26,0.4576125617408642,-0.7477688369417176,0.2754734637117631
361,361,361,12-27,0.5879886866034144,0.10290461393532807,0.2083358558738088
362,362,362,12-28,0.4997768000088242,-0.4726571314141789,-0.3562959160876486
363,363,363,12-29,0.3972348237761724,-1.1417193302910396,
364,364,364,12-30,0.5087257400984508,-0.4142674089419068,
365,365,365,12-31,,,
