,unnamed: 0,unnamed: 0,mth_day,bullying,bullying_norm,bullying_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7910484843309756,-1.0594221171851463,
2,2,2,01-03,0.6646727422795519,-1.4860750202835469,
3,3,3,01-04,0.7214108269218075,-1.2945234761667117,
4,4,4,01-05,0.7719723516433962,-1.1238244087873928,-1.1933006091802194
5,5,5,01-06,0.9140269931016676,-0.6442384993957648,-1.2450709326532337
6,6,6,01-07,0.645228482543943,-1.5517201332627542,-0.7792133897279921
7,7,7,01-08,0.6990414266365556,-1.3700440580232307,-0.3500475959948532
8,8,8,01-09,1.4926023157087367,1.3090702372679013,-0.32628734025613376
9,9,9,01-10,1.4841312291819793,1.2804712862321224,-0.33728114627217226
10,10,10,01-11,0.8141994631221581,-0.9812628743550764,-0.24440422239170145
11,11,11,01-12,0.8944886229208017,-0.7102013354919957,-0.11846712080594513
12,12,12,01-13,0.8102908565197422,-0.9944585899799292,-0.5691675292920468
13,13,13,01-14,0.9228588840937926,-0.6144214485086927,-0.8637130181981129
14,14,14,01-15,0.6916102471910469,-1.3951322136487088,-0.9250749176537072
15,15,15,01-16,0.9606602138707084,-0.4868016472042741,-0.7164671127779602
16,16,16,01-17,0.7051461011822243,-1.3494342710886411,-0.5919820843753769
17,17,17,01-18,1.2652297937522718,0.5414454937624862,-0.5365863625220885
18,18,18,01-19,1.0315276659883614,-0.2475484195644297,-0.5473991807273899
19,19,19,01-20,1.0213090585308198,-0.28204711738896204,-0.5305926393974888
20,20,20,01-21,0.6723935314799113,-1.4600091228805174,-0.2958877102481093
21,21,21,01-22,0.990529071433283,-0.3859623992248676,-0.6199187121960875
22,22,22,01-23,1.1222675041162458,0.05879530380763603,-0.6934023163471387
23,23,23,01-24,0.6893566469184715,-1.4027405179253825,-0.7296865241995407
24,24,24,01-25,0.9009314140595136,-0.6884500444707365,-0.6662484829933056
25,25,25,01-26,0.9568241764339854,-0.4997523645033745,-0.5246226349772586
26,26,26,01-27,0.7851366461781524,-1.0793808756431071,-0.7289821024479034
27,27,27,01-28,1.2422288232462295,0.463792688871415,-0.5750121077729687
28,28,28,01-29,0.7590765473555906,-1.1673615010162337,-0.4661302476996694
29,29,29,01-30,0.9629946161818984,-0.4789205498757734,-0.4212734245327525
30,30,30,01-31,1.0944380199601274,-0.03515888403094048,-0.4687218567148014
31,31,31,02-01,1.0365444493671503,-0.2306114255018729,-0.4025468867236692
32,32,32,02-02,0.7008105237122734,-1.3640714687354007,-0.3202514009614498
33,33,33,02-03,1.3598360521265815,0.860842508818208,-0.3557519085034148
34,34,34,02-04,0.9053334180599378,-0.6735885864429171,-0.31174422629586435
35,35,35,02-05,0.899902538974821,-0.6919235951275635,-0.5213723438297492
36,36,36,02-06,1.172649185821944,0.2288872092143621,-0.4251929582056951
37,37,37,02-07,0.6639899623478345,-1.4883801307051816,-0.5493664557679827
38,38,38,02-08,0.8717420862075119,-0.7869951549910764,-0.4994511159083962
39,39,39,02-09,1.1391529003149714,0.11580152344448234,-0.2473441793007215
40,40,40,02-10,0.9940437688208618,-0.37409654728539743,-0.28612392212464993
41,41,41,02-11,1.3479510715229484,0.8207180245184843,-0.05267318761885235
42,42,42,02-12,1.1037291985393491,-0.0037912477292085,-0.009952793256810031
43,43,43,02-13,1.0788823902399631,-0.08767572367039607,-0.2373243850814865
44,44,44,02-14,0.9476654632527736,-0.5306727888188225,-0.4294689296535511
45,45,45,02-15,0.7350644232941577,-1.2484280275035764,-0.7742090229358579
46,46,46,02-16,0.6525613709500965,-1.5269638147177844,-0.9225106867495764
47,47,47,02-17,0.7352733920269211,-1.247722535175357,-1.1483047417296617
48,48,48,02-18,0.8401650787246483,-0.8936012306115194,-1.1581839482807876
49,49,49,02-19,0.677597537259688,-1.4424400535509059,-0.9708753730352134
50,50,50,02-20,0.9301079773004522,-0.5899480281255806,-0.8105081698362767
51,51,51,02-21,1.067952258122203,-0.12457657603013032,-0.679482339643733
52,52,52,02-22,0.9375685628543259,-0.5647605955241638,-0.42181216776691904
53,53,53,02-23,0.9681346204152008,-0.4615675540200946,-0.07310369828216362
54,54,54,02-24,1.2981006831324318,0.6524198006493641,0.2935034195214672
55,55,55,02-25,1.2973278792410514,0.6498107633576266,0.2573360071402965
56,56,56,02-26,1.5816480870802596,1.6096946786962043,0.29724273473222595
