,unnamed: 0,unnamed: 0,mth_day,doctor,doctor_norm,doctor_ravg
106,106,106,04-16,0.7597012766241159,-0.3107621176485696,-0.09714648127454856
107,107,107,04-17,0.6609977877708019,-0.7918450014206134,0.1427428232273759
108,108,108,04-18,1.039290465651766,1.05196147896919,0.32038129065939597
109,109,109,04-19,1.0096513142607444,0.9074996307670516,0.6509573011813529
110,110,110,04-20,1.014241377577096,0.9298716960565409,0.8696096030584236
111,111,111,04-21,1.258217841500216,2.119018120364517,0.7216608493124886
112,112,112,04-22,1.0288658522397538,1.001151693613855,0.4528772481049947
113,113,113,04-23,0.4788704414176138,-1.679537523896223,0.5502039173999833
114,114,114,04-24,0.7084134370068428,-0.5607401282757735,0.5076372740094237
115,115,115,04-25,1.1294620430386988,1.4914596465369832,0.16888662728613346
116,116,116,04-26,0.9618411402814296,0.674471835713183,0.07989676736863638
117,117,117,04-27,0.84121023041154,0.08651424002477565,0.5214349768702219
118,118,118,04-28,0.919317872762022,0.4672125341088727,0.6796695809584207
119,119,119,04-29,1.022411230873377,0.9696917331132904,0.8519860982688059
120,120,120,04-30,0.9032028341065992,0.388667496253419,0.8494974365891329
121,121,121,05-01,1.3415865066516677,2.525358750399294,0.9529753814894394
122,122,122,05-02,0.9587775568701892,0.6595398656351443,1.0189391963528875
123,123,123,05-03,0.9685932805123728,0.7073819094266139,0.6856003461435186
124,124,124,05-04,1.0005204125079366,0.8629954232895617,0.5721110550756726
125,125,125,05-05,0.6120656301979588,-1.0303413681429234,0.01875264252146865
126,126,126,05-06,0.7634956524078191,-0.2922682501536571,-0.3347605995614918
127,127,127,05-07,0.6603932102635327,-0.7947917249259295,-0.4123650317172469
128,128,128,05-08,0.5235969483748589,-1.4615395868626184,-0.06168866322997716
129,129,129,05-09,0.8730609496483689,0.2417553164920833,0.1444095611360026
130,130,130,05-10,1.4322087830030077,2.96705363421318,-0.06709947857910792
131,131,131,05-11,0.8657759301599225,0.2062479780529551,0.02048990351857573
132,132,132,05-12,0.5031245498625734,-1.5613224884443202,0.2978164486643493
133,133,133,05-13,0.768217178538121,-0.2692554323398275,0.2007685924925587
134,134,134,05-14,0.8649904813506994,0.20241968401202312,-0.158643962471255
135,135,135,05-15,0.753593444405394,-0.3405318205386603,-0.03443364538731485
136,136,136,05-16,0.9897660234378408,0.8105783044302977,0.3279236869682497
137,137,137,05-17,1.0186808710087916,0.951509880556596,0.3067297783422049
138,138,138,05-18,0.9491923787735856,0.6128215056890675,0.3295205641064395
139,139,139,05-19,0.7421271288473879,-0.3964188840960964,0.5731128678972252
140,140,140,05-20,0.8930463130319319,0.3391643985974308,0.4536848305797062
141,141,141,05-21,1.0534595720894495,1.1210220022060533,0.231196061084047
142,142,142,05-22,0.8427481475443991,0.09401008052518416,0.2142046698339394
143,143,143,05-23,0.7447935407294454,-0.3834227364173591,0.4404968601065133
144,144,144,05-24,0.9282756970112974,0.510873158188422,0.2650804570035508
145,145,145,05-25,1.020696532585451,0.9613342575393464,-0.053294225157529004
146,146,146,05-26,0.6771058390835901,-0.7133340200203442,-0.0726111767633858
147,147,147,05-27,0.6615351081117978,-0.7892260907604253,0.1214284605013322
148,148,148,05-28,0.8189686627800381,-0.02189162910995664,0.04896331015360611
149,149,149,05-29,0.983659521872117,0.7808150871709488,-0.009354241002552314
150,150,150,05-30,0.839069906480745,0.07608225610206547,0.01949733495529933
151,151,151,05-31,0.9489066690755036,0.611428950602396,-0.06763192926056144
152,152,152,06-01,0.7126226030594093,-0.5402245642732343,0.1561696634147843
153,153,153,06-02,0.5542775525085184,-1.31200167605559,0.07652194323893848
154,154,154,06-03,1.0944720999605473,1.3209179269421178,0.2307914557290427
155,155,155,06-04,0.8856118698883865,0.3029287661158737,0.37621296840417295
156,156,156,06-05,1.028978210684995,1.0016993310426907,0.5140497710424173
157,157,157,06-06,1.127922940153189,1.4839580266531784,0.8817721200251921
158,158,158,06-07,0.8823019714805935,0.286796251556232,1.2013904483442006
159,159,159,06-08,1.0069498050237502,0.8943324178410585,1.2379580272299964
160,160,160,06-09,1.4879275127891425,3.2386278968561677,0.871774808753265
161,161,161,06-10,0.93062716022647,0.5223342394306487,0.6696850894461504
162,162,162,06-11,0.5782006531074325,-1.1953999798176975,0.7715903260525704
163,163,163,06-12,0.8791471757701333,0.27141971081049016,0.6780890139541432
164,164,164,06-13,1.0077489918353086,0.898227671194752,0.2920486444961303
165,165,165,06-14,0.8918481537974678,0.3333245452504968,-0.005591699961611944
166,166,166,06-15,1.0127054761417131,0.9223856801080904,-0.01920701352552616
167,167,167,06-16,0.5642270065838991,-1.263507827315805,-0.39089901072055017
168,168,168,06-17,0.5614399784388201,-1.277091861201183,-0.59859934046942
169,169,169,06-18,0.4215882210925151,-1.958732272359654,-0.5114033632496526
170,170,170,06-19,0.7520664738277304,-0.3479743072984665,-0.17355562880464992
171,171,171,06-20,0.9991878342045128,0.8565004085691007,0.11554880620511394
172,172,172,06-21,1.4286015873828364,2.9494720867781066,0.5402309848770517
173,173,173,06-22,0.9201193154686756,0.4711187827427784,0.9236820894865184
174,174,174,06-23,1.0842307170335728,1.2710012108304436,1.1851400568804418
175,175,175,06-24,0.8936228301751196,0.3419743552971469,1.0901162669355675
176,176,176,06-25,1.0739255269031402,1.2207734970650732,0.7960172828846472
177,177,177,06-26,0.8822119877380926,0.2863576688998553,1.032781000800058
178,178,178,06-27,1.0665609065782886,1.1848781824725854,0.6893096731136358
179,179,179,06-28,1.2115793417606062,1.891701090235244,0.7664725942860316
180,180,180,06-29,0.6614118701282595,-0.7898267552880892,0.42058116930627215
181,181,181,06-30,0.9886116537654962,0.8049518823315219,0.2071834435804041
182,182,182,07-01,0.648127500472537,-0.8545750528134837,-0.14448357111835314
183,183,183,07-02,0.6195158816864006,-0.9940286854553528,-0.4401393747405196
184,184,184,07-03,0.6336530343226088,-0.9251239057199582,-0.1822612280093933
185,185,185,07-04,0.8476221904885295,0.11776626850224485,-0.0019804497623723267
186,186,186,07-05,0.9788641051587188,0.7574421250986688,0.19138128050013167
187,187,187,07-06,1.210540253427794,1.886636551813648,0.21669439296269927
188,188,188,07-07,0.8861589669588736,0.3055953287615402,0.4993563294221319
189,189,189,07-08,0.6506767389698904,-0.8421500106799469,0.6465284776239497
190,190,190,07-09,0.9816145216550048,0.7708477130366372,0.7596599637149969
191,191,191,07-10,1.0287935226588871,1.0007991577131514,0.29846273315298505
192,192,192,07-11,1.1181308230530638,1.4362310416449515,0.2473525243311389
193,193,193,07-12,0.6427988860896013,-0.8805468315584232,0.577827605770958
194,194,194,07-13,0.8232414602641888,-0.001065924169536833,0.4078621084261865
195,195,195,07-14,1.0574969932441969,1.1407004779589678,0.19415472879820947
196,196,196,07-15,0.7723842022421006,-0.2489452710319919,-0.1513462110875973
197,197,197,07-16,0.7657162275667256,-0.2814451200547109,0.06698261191889243
198,198,198,07-17,0.6928134901879786,-0.6367745976698891,-0.18750606844954448
199,199,199,07-18,0.9115652539014654,0.4294261064805152,-0.19627013649895367
200,200,200,07-19,0.5099617140081202,-1.5279980063801581,0.18893383703990813
201,201,201,07-20,1.0467082814998672,1.088116069662512,-0.16389816773988558
202,202,202,07-21,1.2465766217728005,2.06227857020118,-0.27382798138584397
203,203,203,07-22,0.331374233382913,-2.398437148733473,-0.5037920674220415
204,204,204,07-23,0.5574880836703925,-1.2963534795456393,-0.4982377636304903
205,205,205,07-24,0.6284756861567309,-0.9503584097366701,-0.5999417638556354
206,206,206,07-25,0.5167991532212401,-1.4946721836308503,-0.7519422117257702
207,207,207,07-26,0.9215089864363992,0.4778920683116421,-0.3407412645938011
208,208,208,07-27,1.05946157339177,1.15027588298037,-0.024880947422728842
209,209,209,07-28,0.8375693544832205,0.06876853405834098,0.13082749527678514
210,210,210,07-29,0.94631732303953,0.5988084234807944,0.6638344552864727
211,211,211,07-30,0.8201553370874107,-0.016107753539586173,0.6252648379473376
212,212,212,07-31,1.1729394771948138,1.703369576427275,0.7000359017178136
213,213,213,08-01,0.874029153872905,0.2464743642768312,0.5562984536387742
214,214,214,08-02,1.151505981227115,1.5989022656032272,0.36100744749856223
215,215,215,08-03,0.6606261945890203,-0.793656154415896,0.3118691588683146
216,216,216,08-04,0.7059108862537236,-0.572937613360477,0.16667186932760425
217,217,217,08-05,0.7596652965431528,-0.31093748532107185,0.13751142477124256
218,218,218,08-06,0.9941992284791218,0.8321858391830128,-0.3252536518630605
219,219,219,08-07,0.8381321675782479,0.07151169693866098,-0.3405216552077533
220,220,220,08-08,0.5818345696174644,-1.177688194202591,-0.03460473497342914
221,221,221,08-09,0.6418310316499956,-0.8852641744840526,0.12136993110183675
222,222,222,08-10,1.0824996406442835,1.262563908045468,0.16481422444027427
223,223,223,08-11,0.9516726728228826,0.6249105111305235,0.041080667242408296
224,224,224,08-12,1.0476798672785987,1.0928515992136378,0.5975909243107326
225,225,225,08-13,0.6858141259813147,-0.6708896462485349,0.592266565628884
226,226,226,08-14,1.266907838380766,2.1613733482073543,0.4039675521158239
227,227,227,08-15,0.6352766586444422,-0.9172103265751436,0.3709251140911523
228,228,228,08-16,0.8507004616464747,0.13276982696710735,-0.08465166171030362
229,229,229,08-17,0.9109968887956146,0.4266558829824942,0.4806629004635549
230,230,230,08-18,0.4868573720830943,-1.6406090555950978,-0.05792214011577487
231,231,231,08-19,1.3817256389660473,2.720997726794616,-0.033215890536788015
232,232,232,08-20,0.6039008055896391,-1.0701368952686243,-0.4004720748880293
233,233,233,08-21,0.6656904577487424,-0.7689728291012223,-0.5335607728505273
234,234,234,08-22,0.3986020654507811,-2.07076727914034,-0.3089110938795433
235,235,235,08-23,0.7471625152318109,-0.3718763047924938,-0.8614260249497684
236,236,236,08-24,0.7634048174258373,-0.2927109817691944,-0.7765830437837365
237,237,237,08-25,0.7015706821413462,-0.5940918596267342,-0.5303307135017304
238,238,238,08-26,0.7083439091996786,-0.561079008272433,-0.5314448678522644
239,239,239,08-27,0.9688311217422224,0.7085411525908143,-0.5664593254031218
240,240,240,08-28,0.3972305231420229,-2.077452205243544,-0.4240065748507458
241,241,241,08-29,0.7040591427716071,-0.5819630500976382,-0.26203428085681674
242,242,242,08-30,0.938766493559792,0.5620055215450613,-0.12594096664198154
243,243,243,08-31,0.9009612369175688,0.3777419043368403,-0.2142493990393022
244,244,244,09-01,0.8758770147297383,0.2554808770165781,0.10003699842771548
245,245,245,09-02,0.8601219907362722,0.17869055820689034,0.30363785140449645
246,246,246,09-03,0.7841222414992246,-0.19173382044143772,0.5082352573612977
247,247,247,09-04,0.9546951375268221,0.639642067763048,0.8939425956117523
248,248,248,09-05,1.1906292614047156,1.7895899572858691,1.105330708646373
249,249,249,09-06,1.3757733066774802,2.6919859338395686,0.8656406606948756
250,250,250,09-07,1.1360992545447262,1.5238095552243032,0.9960927961190182
251,251,251,09-08,0.5650596040963705,-1.2594497295020954,0.6525541998630694
252,252,252,09-09,0.9447109632650452,0.5909789921034188,0.5974553889164717
253,253,253,09-10,0.5317934819073377,-1.421589509772646,-0.003206018867652445
254,254,254,09-11,1.1228017199699805,1.4589970916062829,-0.3905414452422657
255,255,255,09-12,0.6363492460709642,-0.9119825128651772,-0.1150403352323028
256,256,256,09-13,0.6592829815578559,-0.800203003023376,-0.2118562281326044
257,257,257,09-14,0.9042059964319052,0.39355693055768187,0.0028958937160047373
258,258,258,09-15,0.8255290086199498,0.010083634701609171,-0.18092359560330454
259,259,259,09-16,0.7961568718360503,-0.1330767786809909,-0.011015633941712549
260,260,260,09-17,0.8965169088439938,0.3560801556904269,0.0543330355090737
261,261,261,09-18,0.8455087381126821,0.10746525710437477,0.10577527062050797
262,262,262,09-19,0.7397282671952171,-0.4081109863186585,-0.05362863413851215
263,263,263,09-20,0.967532232943578,0.7022103412262872,0.12083247783171047
264,264,264,09-21,0.6293001831852216,-0.9463397938525114,0.07559631368122964
265,265,265,09-22,1.0109213667065324,0.9136898931403448,0.029149918123193907
266,266,266,09-23,0.8408304476381612,0.08466317078754185,0.4941916207068845
267,267,267,09-24,0.7883324621625512,-0.17121311624383964,0.8665669905988521
268,268,268,09-25,1.3122022427488178,2.3821392291834846,1.189712221454217
269,269,269,09-26,1.4259324306375336,2.9364625605780934,0.9222328849002688
270,270,270,09-27,1.0270972709757835,0.9925315912796772,0.7819844938411918
271,271,271,09-28,0.6816499092764938,-0.6911861261833443,0.7396586252859971
272,272,272,09-29,0.6681823742535236,-0.7568271755669193,0.22477728100189576
273,273,273,09-30,0.7362286226446513,-0.4251683275750087,-0.26679594680953017
274,274,274,10-01,0.6783748494998085,-0.7071488365211226,-0.4359711021483972
275,275,275,10-02,0.8207977116705204,-0.012976806290461764,-0.4582186849123487
276,276,276,10-03,0.8188398755558322,-0.02251934075352449,-0.5119833546126388
277,277,277,10-04,0.6542627694123113,-0.8246716227670534,-0.3232425736093829
278,278,278,10-05,0.6019971826101738,-1.0794151937686591,-0.3322442491243405
279,279,279,10-06,0.9685716246802172,0.7072763584445261,-0.5900816506589011
280,280,280,10-07,0.66729363906199,-0.7611588896108682,-0.7267998378253435
281,281,281,10-08,0.5033956346463928,-1.560001215497825,-0.4134648764163784
282,282,282,10-09,0.6505375411569738,-0.8428284637521802,-0.4628586849237825
283,283,283,10-10,1.0399832543519243,1.0553381456867374,-0.5249907021977668
284,284,284,10-11,0.5411925928994734,-1.3757780448130832,-0.0922753228102638
285,285,285,10-12,0.8920860907154398,0.3344842548006209,-0.0013600037065225616
286,286,286,10-13,1.1999733797064718,1.8351333867141493,0.2466338676446413
287,287,287,10-14,0.6153138860137022,-1.0145093008753774,-0.03325211832659092
288,288,288,10-15,0.955822070816504,0.6451347643548033,0.26325653330106524
289,289,289,10-16,0.6954390076736264,-0.6239777701406561,0.2698845860022825
290,290,290,10-17,0.9061996140768362,0.4032738649528538,0.17104792917567824
291,291,291,10-18,0.9002453324758317,0.3742525710079245,0.2832353042647381
292,292,292,10-19,1.0783038314711273,1.2421134457545242,0.04064313029062658
293,293,293,10-20,0.7534183877548102,-0.3413850503410181,0.16715262750947754
294,294,294,10-21,0.6571871193668379,-0.8104182794898661,0.3185872928169011
295,295,295,10-22,0.8511742770393437,0.13507921317244942,0.523542159066109
296,296,296,10-23,1.092618174828532,1.311881856797395,0.3159834427982127
297,297,297,10-24,1.1525481398130408,1.6039817685031719,0.67606131735175
298,298,298,10-25,0.8227956419850441,-0.0032388518528531835,0.8353528778279208
299,299,299,10-26,1.1966801666647509,1.8190821969802051,0.9401455407580559
300,300,300,10-27,0.8532776471437944,0.14533108336715814,0.7671962678674337
301,301,301,10-28,0.9801757666329932,0.7638351907532608,0.4407462164766823
302,302,302,10-29,0.8797147787014262,0.2741862194536613,0.4994988034511911
303,303,303,10-30,0.7506827636520536,-0.35471853984133656,0.2605767849476339
304,304,304,10-31,0.8951210417341187,0.3492766699941992,0.15491743586585685
305,305,305,11-01,0.9025632368923988,0.3855500859588619,-0.07137097721051681
306,306,306,11-02,0.7232092526596134,-0.4886250111235041,0.02695237695729723
307,307,307,11-03,0.7016110126855042,-0.5938952877049812,-0.0050631946399517505
308,308,308,11-04,1.0007524429312993,0.8641263444605456,-0.12112568706246568
309,309,309,11-05,0.7112710690662337,-0.5468119694248305,-0.30076114591848696
310,310,310,11-06,0.7522462068953679,-0.3470982845408844,-0.31944189240936777
311,311,311,11-07,0.6814290360016839,-0.6922626671772658,-0.5119533630358689
312,312,312,11-08,0.7002129468433217,-0.6007094900687892,-0.6671228010478112
313,313,313,11-09,0.4646262297790936,-1.7489641114639891,-0.4949458677504808
314,314,314,11-10,0.8097363156257522,-0.06689028361110756,-0.4604574968320314
315,315,315,11-11,0.9232237024660552,0.4862496303591514,-0.5704738589993528
316,316,316,11-12,0.7947019580685624,-0.1401680590301886,-0.4439797374981494
317,317,317,11-13,0.545997086832487,-1.3523608401811935,-0.3388981366009121
318,318,318,11-14,0.8559292884480235,0.15825523893843085,-0.55308165194769
319,319,319,11-15,0.5939834067568986,-1.1184745060805656,-0.7877322954322582
320,320,320,11-16,0.5460728896418224,-1.3519913756917743,-0.9787121039556058
321,321,321,11-17,0.6343649055119335,-0.9216542305482576,-0.6789162827022808
322,322,322,11-18,0.5596026763731735,-1.2860469101702745,-0.5986139468809789
323,323,323,11-19,0.9150506678204446,0.4464140873387569,-0.525708116289533
324,324,324,11-20,0.9547827830452912,0.6400692538662421,-0.4734039656696376
325,325,325,11-21,0.6837316819069348,-0.6810395225318906,-0.5100500990036926
326,326,326,11-22,0.6104601583038997,-1.0381664719724015,-0.3620748285083161
327,327,327,11-23,0.5892529133575559,-1.1415310305525879,-0.3891731868209439
328,328,328,11-24,0.7417626652805394,-0.3981952871980161,-0.7160779112867258
329,329,329,11-25,0.8816921435676348,0.28382393746298995,-0.7715873138413292
330,330,330,11-26,0.5523576968596035,-1.3213590929284489,-0.7298651754763327
331,331,331,11-27,0.615398695457574,-1.014095937859511,-0.5195436773332943
332,332,332,11-28,0.6618207960396275,-0.7878336417824219,-0.5700944810740639
333,333,333,11-29,0.8481621327187296,0.12039795830564208,-0.5572375477040411
334,334,334,11-30,0.6795337954305279,-0.7015001096426334,-0.266150948362205
335,335,335,12-01,0.8975192397589492,0.36096553768312656,-0.1765932373591571
336,336,336,12-02,0.91069008260002,0.4251605031225675,-0.15064785975389602
337,337,337,12-03,0.7256457089502374,-0.4767496718412234,-0.25743057941967656
338,338,338,12-04,0.6937599821005812,-0.6321613761508553,-0.3212648936372969
339,339,339,12-05,0.7167108505909857,-0.5202983596890414,-0.3219796401218808
340,340,340,12-06,0.6009527059629176,-1.0845059949483549,-0.4974323955786137
341,341,341,12-07,0.8966393750946204,0.35667705877562345,-0.6863027881808258
342,342,342,12-08,0.6947048583069929,-0.6275560296178299,-0.4968420606698902
343,343,343,12-09,0.493143152907106,-1.6099720274544955,-0.4698452298279213
344,344,344,12-10,0.9269892501143324,0.5046029889147583,-0.5327554219686771
345,345,345,12-11,0.7499443928595281,-0.3583173746372282,-0.422387133181687
346,346,346,12-12,0.5235092259533413,-1.4619671477928895,-0.4586434191029453
347,347,347,12-13,1.0325045517140559,1.0188867914975634,-0.2151300812833087
348,348,348,12-14,0.6500727747221546,-0.8450937451453795,-0.4946908345272736
349,349,349,12-15,0.7929120721834295,-0.14889200053667645,-0.5719615044141827
350,350,350,12-16,0.5828453702662016,-1.172761530549031,-0.5966322830911123
351,351,351,12-17,0.6548229288314972,-0.8219413939586828,-0.7717534887323392
352,352,352,12-18,0.4931390921121871,-1.6099918198544676,-0.8514332162521199
353,353,353,12-19,0.8169274706905945,-0.031840442349796445,-0.9620544493761738
354,354,354,12-20,0.5519857211722257,-1.3231721102640646,-0.6453767825951515
355,355,355,12-21,0.6567355169297162,-0.8126193992810001,-0.7021971177250131
356,356,356,12-22,0.9726807804325508,0.7273044701371031,-0.2689446192522403
357,357,357,12-23,0.5848761628460835,-1.162863404737852,-0.5078278188653145
358,358,358,12-24,1.0264800351743917,0.9895231709821696,-0.17385700975777332
359,359,359,12-25,0.522858327610141,-1.4651396400282417,-0.06063243820035789
360,360,360,12-26,0.9631092736330712,0.6806527443811823,0.055230964639765484
361,361,361,12-27,0.7961168245623621,-0.13327196993650742,0.22329926788815224
362,362,362,12-28,1.1153105327247488,1.422484887177843,-0.16041531443752913
363,363,363,12-29,0.7917710051593639,-0.15445358524753158,
364,364,364,12-30,0.5541210806947331,-1.3127643229719188,
365,365,365,12-31,,,
