,unnamed: 0,unnamed: 0,mth_day,road movie,road movie_norm,road movie_ravg
72,72,72,03-13,1.4478538736519613,0.4530649323536601,-0.0069600953139754935
73,73,73,03-14,1.1046069325386774,-0.7607185751504609,-0.04001008940250328
74,74,74,03-15,1.1175714311754303,-0.7148737539925154,-0.1331505308948082
75,75,75,03-16,1.0307637558669416,-1.0218414556491542,-0.4324822339597184
76,76,76,03-17,1.3604491470090487,0.1439859487712263,-0.5111200690850572
77,77,77,03-18,1.1233299742513354,-0.6945105000910661,-0.6092973981115849
78,78,78,03-19,1.3144254845084302,-0.018762078398373124,-0.6855680504225319
79,79,79,03-20,0.9380249959741108,-1.3497825493096276,-0.4937358736156925
80,80,80,03-21,0.9881595487074598,-1.1724976678581975,-0.6935780154023242
81,81,81,03-22,1.356254129507531,0.12915160519188212,-0.5998815932701971
82,82,82,03-23,1.0213679017142956,-1.055066901948563,-0.6706818516092407
83,83,83,03-24,1.282308952419742,-0.13233196729830374,-0.5189460723621965
84,84,84,03-25,1.194295468135682,-0.4435636284326341,-0.5571510471030933
85,85,85,03-26,1.1954819893934003,-0.4393678738273626,-0.6358458515661894
86,86,86,03-27,0.9233354315528846,-1.4017275163035778,-0.4827794658985346
87,87,87,03-28,1.2227290778992281,-0.34301722158669506,-0.5543846377860715
88,88,88,03-29,1.281082595526826,-0.13666858794263448,-0.4834108122206171
89,89,89,03-30,1.1608132026439304,-0.5619629986235248,-0.3884880132485344
90,90,90,03-31,1.3147199839105463,-0.017720675039907655,-0.3424196998431408
91,91,91,04-01,1.3565418168880554,0.13016892000513305,-0.03930907748629528
92,92,92,04-02,1.0015016328279291,-1.1253176358712158,0.048646647238069066
93,93,93,04-03,1.7370306479882964,1.4756465125543785,0.04581683100425801
94,94,94,04-04,1.4303210714744206,0.3910657604035516,-0.02824551475548766
95,95,95,04-05,1.1560117248177948,-0.5789418960263911,-0.07146771452458102
96,96,96,04-06,1.1890550355410574,-0.4620947495983817,0.1160619075045686
97,97,97,04-07,1.2832047459827076,-0.1291642786094271,-0.2666361067647152
98,98,98,04-08,1.3196916662153322,-0.00013990369631828366,-0.522640521973177
99,99,99,04-09,1.0876895325952936,-0.8205415730613249,-0.5678008808413407
100,100,100,04-10,0.9959467441489956,-1.1449607308472194,-0.7333100683863645
101,101,101,04-11,1.0793860912748738,-0.8499040492353731,-0.9669366860509426
102,102,102,04-12,0.9082280742267158,-1.4551498748685252,-1.0457537805063095
103,103,103,04-13,0.8867998448768806,-1.5309239845968965,-0.7748428758181035
104,104,104,04-14,1.1859591196187576,-0.4730424704285195,-0.6998344875575637
105,105,105,04-15,1.5473563781582451,0.8049238550679105,-0.5988489548747088
106,106,106,04-16,1.1232168858295808,-0.6949104012839804,-0.4065784017272316
107,107,107,04-17,1.2507328346230129,-0.2439908531382441,-0.1885109644302648
108,108,108,04-18,1.234462260929767,-0.3015265559836616,-0.1374224579679977
109,109,109,04-19,1.2568047774493023,-0.2225193608150956,-0.20865305805589804
110,110,110,04-20,1.2726433106337351,-0.16651143165491705,0.20760611564689413
111,111,111,04-21,1.4264961813801025,0.377540254540509,0.18243617202026527
112,112,112,04-22,1.829502745872088,1.8026446409327723,0.23943796922681115
113,113,113,04-23,1.2080258472347956,-0.3950105148980173,0.2720330663089116
114,114,114,04-24,1.3311798011244225,0.040484227255613736,0.4701104527682827
115,115,115,04-25,1.312110360197222,-0.026948778322492862,0.3316081225252021
116,116,116,04-26,1.60873021535218,1.02195288710131,-0.0817664439098833
117,117,117,04-27,1.191492982379207,-0.4534737269179748,0.476759839667537
118,118,118,04-28,1.1281113300933168,-0.6776027576777401,0.3714739593989414
119,119,119,04-29,2.155702778997699,2.9561471865665045,0.2478154461995018
120,120,120,04-30,1.152536462565999,-0.5912310543559599,-0.033656420591131275
121,121,121,05-01,1.1022933402628978,-0.7688998575191306,0.05972337807962483
122,122,122,05-02,1.131144105367888,-0.6668783136424885,0.14515730819918818
123,123,123,05-03,1.3499347311293768,0.10680506510656176,-0.17264295901751964
124,124,124,05-04,1.2730709625130707,-0.16499917696035993,0.07676403335959535
125,125,125,05-05,1.6164766207937882,1.0493455832662577,-0.061387278961214285
126,126,126,05-06,1.5757166427041025,0.9052108999067299,0.2324873337966434
127,127,127,05-07,0.8678857293253627,-1.5978077314439885,0.11628839658280653
128,128,128,05-08,1.6297745181706076,1.0963693629046576,-0.08716313290665671
129,129,129,05-09,1.1527747128262191,-0.5903885581764595,-0.3192233430153276
130,130,130,05-10,0.9278655050472208,-1.385708353897139,-0.5026256696113056
131,131,131,05-11,1.2227295145852115,-0.34301567738576755,-0.23700298965851715
132,132,132,05-12,1.264529579074066,-0.19520305966913867,-0.19182604432944064
133,133,133,05-13,1.3185798036166854,-0.004071651727257845,0.08631602391443881
134,134,134,05-14,1.7064282947156555,1.3674310348791163,0.6796352889388743
135,135,135,05-15,1.6247110022685585,1.0784638512868172,0.6656423128137153
136,136,136,05-16,1.9345772698593384,2.1742072362494733,0.961917730263156
137,137,137,05-17,1.1989869959778774,-0.4269735341367212,0.9869935391140298
138,138,138,05-18,1.767233546319575,1.5824494450275055,1.3399193851178313
139,139,139,05-19,1.361127068252218,0.14638320137798466,0.7476025405340749
140,140,140,05-20,2.3052536189930732,3.4849861109019264,0.13011725676267502
141,141,141,05-21,0.6197000897806585,-2.4754372162157208,0.15047008664859507
142,142,142,05-22,0.8868619226332276,-1.5307044663789262,-0.15643912076999425
143,143,143,05-23,1.2335205675323615,-0.30485655482120083,-0.3896805555041857
144,144,144,05-24,1.2464867443010503,-0.2590057994840305,-1.0493464418123415
145,145,145,05-25,0.9653757245319062,-1.253065407027164,-0.7524688734064093
146,146,146,05-26,1.185968526228922,-0.4730092069470097,-0.6594179942432172
147,147,147,05-27,1.1234257539233146,-0.6941718057801265,-0.6873705341389514
148,148,148,05-28,1.044745578704699,-0.9723991913997736,-0.8473127869772402
149,149,149,05-29,1.1860922225783903,-0.4725717941956061,-0.7563411617906062
150,150,150,05-30,0.9751054541347378,-1.2186593165137625,-0.7617063712909159
151,151,151,05-31,1.1197314158740557,-0.7072356559073604,-0.8969726201435403
152,152,152,06-01,1.1768651314075498,-0.5052004639488693,-0.6392081804265164
153,153,153,06-02,0.8939133613056031,-1.5057692988958709,-0.540083240183206
154,154,154,06-03,1.482106219611319,0.57418744690237,0.01091177445881675
155,155,155,06-04,1.3542820141657728,0.12217784726425655,0.4510764298084939
156,156,156,06-05,1.910003739579935,2.0873107713383736,0.5523481977263832
157,157,157,06-06,1.866578793190788,1.9337522761907024,0.8866785363265254
158,158,158,06-07,1.3486975430890795,0.10243014355846687,1.1886548258561964
159,159,159,06-08,1.461186842958892,0.5002127327049821,1.4244605681835247
160,160,160,06-09,1.9944831156342548,2.386045184080395,1.0044202926831274
161,161,161,06-10,1.7543843351335555,1.5370123012282246,0.7984873824370218
162,162,162,06-11,1.1973023122568935,-0.4329308816640106,0.6559699435526213
163,163,163,06-12,1.5171630642101788,0.6981548147140684,0.8359360626516305
164,164,164,06-13,1.1068817267597229,-0.7526744897479362,0.44007804301007947
165,165,165,06-14,1.7665435371445928,1.5800094472990378,0.3565634051085615
166,166,166,06-15,1.3228128209709542,0.010897066231088843,0.478948150333
167,167,167,06-16,1.6126812530567929,1.0359244738191162,0.18523191921297047
168,168,168,06-17,1.4049580721720916,0.30137758968262085,0.5191485723922892
169,169,169,06-18,1.018801384731204,-1.0641425720061088,0.33134384810972417
170,170,170,06-19,1.6734532895564629,1.2508254293279757,0.4415130968854626
171,171,171,06-20,1.447886725259734,0.4531811016036475,0.5864356882553851
172,172,172,06-21,1.5097419928367641,0.6719125588855196,0.7058005380177846
173,173,173,06-22,1.858578000928533,1.90546002203865,1.1158684251868778
174,174,174,06-23,1.607489838195043,1.0175666882570191,1.0828215686212443
175,175,175,06-24,1.7145822075025197,1.3962647510084507,0.95372623131642
176,176,176,06-25,1.6173811859592342,1.0525442899341744,0.7879615632610979
177,177,177,06-26,1.2288447987485445,-0.3213909222252993,0.6439436770857924
178,178,178,06-27,1.2284815461283716,-0.3226754494464115,0.7749059306052021
179,179,179,06-28,1.6142163074816138,1.0413527049868163,0.6607811476312616
180,180,180,06-29,1.8296994463035328,1.8033402093734767,0.7038373482837671
181,181,181,06-30,1.5209415009736935,0.7115160531648085,0.6451816031105919
182,182,182,07-01,1.6904365986183918,1.3108814938492068,0.7668217987734309
183,183,183,07-02,1.1293209298628355,-0.6733253932643503,0.4900955311939139
184,184,184,07-03,1.4348739949607632,0.4071657245306229,0.3150293509616327
185,185,185,07-04,1.1446822713781803,-0.6190049004902863,0.25807264842938743
186,186,186,07-05,1.5326567011074912,0.7529431279797896,-0.17552311149382616
187,187,187,07-06,1.42430047496259,0.36977583797133706,-0.2574080599180828
188,188,188,07-07,0.9547349647444736,-1.2906930656900748,-0.2017303938687469
189,189,189,07-08,0.9903830159956069,-1.1646350838098898,-0.1907383993240644
190,190,190,07-09,1.5293448216359062,0.7412317208266387,-0.4867411098028939
191,191,191,07-10,1.1633328881357985,-0.5530529332221917,-0.5540907951836764
192,192,192,07-11,1.0304154481742325,-1.0230731348931874,-0.3648116614419738
193,193,193,07-12,1.310025202565298,-0.03432227431335798,-0.29561981008512617
194,194,194,07-13,1.27589347417425,-0.15501826323985912,-0.3158119353807871
195,195,195,07-14,1.1077839751355414,-0.7494839756688042,-0.3250200142640693
196,196,196,07-15,1.4950839248641403,0.6200789690526731,-0.2638379242772671
197,197,197,07-16,1.1477091221643083,-0.6083014065218849,-0.26417315991851303
198,198,198,07-17,1.1342258811339152,-0.6559805949723743,-0.21131381369696714
199,199,199,07-18,1.3094563930154974,-0.036333688160833516,-0.15821171199458298
200,200,200,07-19,1.3655823294978937,0.16213781408941622,-0.15711590374768175
201,201,201,07-20,1.1978847247173674,-0.4308713654544991,-0.1831019949785274
202,202,202,07-21,1.4969432325238845,0.6266538185340804,-0.1842856512658804
203,203,203,07-22,1.1036173400400655,-0.7642179539069587,-0.2395424286611267
204,204,204,07-23,1.1322175177110234,-0.6630825326964924,-0.3687767037017236
205,205,205,07-24,1.2156997072501907,-0.3678743525323114,-0.4632525152571426
206,206,206,07-25,1.1463046610153511,-0.613267836154165,-0.5543548953090114
207,207,207,07-26,1.0375833210892618,-0.9977262347870136,-0.07802771763885774
208,208,208,07-27,1.3423656834587552,0.08003953822286795,0.24235917408746346
209,209,209,07-28,1.9118233126550728,2.093745112113963,0.3851621548419379
210,210,210,07-29,1.6758325192889514,1.2592388176614346,0.4320046831509243
211,211,211,07-30,1.4580000154490946,0.4889435319945357,0.34522707529272223
212,212,212,07-31,1.2257845079073264,-0.33221266630024643,0.2593579614433121
213,213,213,08-01,0.8903438095768441,-1.5183918819362263,-0.05722425359863278
214,214,214,08-02,1.1966676550243809,-0.43517514487359255,-0.05145390970776168
215,215,215,08-03,1.3746638789396015,0.19425182186229384,-0.04059116306224123
216,216,216,08-04,1.6856233240451604,1.2938608810066612,0.043865340674051324
217,217,217,08-05,1.4764313314215642,0.5541200118676584,0.21796525553934354
218,218,218,08-06,1.36908569655611,0.1745263561175089,0.2921240691525165
219,219,219,08-07,1.1857470484055368,-0.4737923927444733,0.44072207521544093
220,220,220,08-08,1.3224962847854853,0.00977773680544557,0.3477878486094864
221,221,221,08-09,1.6267968699777529,1.0858398582398403,0.4926860123176584
222,222,222,08-10,1.5279375976697045,0.7362555213709341,0.3565638580199117
223,223,223,08-11,1.7222866317693144,1.4235089941166903,0.9336897187888874
224,224,224,08-12,1.138121050266615,-0.6422065696689709,0.6315192156153082
225,225,225,08-13,2.1649827281866743,2.988962771869381,0.2337638472193583
226,226,226,08-14,0.8097898576454341,-1.8032452822360296,0.1878656193297561
227,227,227,08-15,0.9519072574436152,-1.3006923521358589,-0.26659785020196963
228,228,228,08-16,1.4500599882201155,0.4608661540333208,-0.4101935946450383
229,229,229,08-17,0.951177806513018,-1.303271823073664,-1.051285035726964
230,230,230,08-18,0.8944756238841802,-1.5037810363273827,-0.7886987651197005
231,231,231,08-19,1.0772137408928797,-0.8575858746221718,-0.7694293477872423
232,232,232,08-20,1.2553319181878022,-0.2277276585924493,-0.8586569766859805
233,233,233,08-21,0.9846025536748292,-1.1850758481411097,-0.7990282693947512
234,234,234,08-22,1.2986634146486336,-0.0744996193591091,-0.5175282972081411
235,235,235,08-23,1.0523525444479922,-0.9454995793262876,-0.21999504781884
236,236,236,08-24,1.3721094215712872,0.18521879679227807,-0.20897013568372114
237,237,237,08-25,1.5820519287623585,0.9276136217136346,0.20788444077623933
238,238,238,08-26,1.2740383877173007,-0.16157818578173605,0.035651634493044704
239,239,239,08-27,1.6918986606379691,1.3160516106186535,0.2004442304476356
240,240,240,08-28,1.0064281838159426,-1.1078964570582772,0.4665197524268023
241,241,241,08-29,1.3319636322399653,0.04325599640125756,0.3624566909620524
242,242,242,08-30,1.8235718535115693,1.7816719286672789,0.44157744384775577
243,243,243,08-31,1.4054834024485945,0.30323525292513503,0.005687646663089148
244,244,244,09-01,1.4082861653746628,0.3131463315324843,0.24778067947086585
245,245,245,09-02,0.95230462947281,-1.2992871724893462,0.4956516419796418
246,246,246,09-03,1.4171984363149868,0.3446617397883828,0.2924054297514581
247,247,247,09-04,1.7525375606840572,1.5304817714539138,0.4300851277084057
248,248,248,09-05,1.4787147671751155,0.5621946552981764,0.6249902825481766
249,249,249,09-06,1.639090803858912,1.1293134406668206,0.8371032142456145
250,250,250,09-07,1.7389906005182676,1.4825772605711094,0.7187106638056809
251,251,251,09-08,1.3122062817473328,-0.026609582304718743,0.35839311247344313
252,252,252,09-09,1.2163164147459005,-0.3656935628512182,0.02731791675180956
253,253,253,09-10,1.1411703940043796,-0.6314235365395131,-0.120440261240085
254,254,254,09-11,0.9169644343981808,-1.4242565190316252,-0.4080122478374292
255,255,255,09-12,1.3883827872811645,0.2427643727154532,-0.3226940215028513
256,256,256,09-13,1.25105413999222,-0.2428546590129559,-0.2625660785682425
257,257,257,09-14,1.4569695942960754,0.4852997757027489,-0.2873418462451663
258,258,258,09-15,1.3183382284885057,-0.004925905243565772,-0.006238171697884543
259,259,259,09-16,1.0991322228663098,-0.7800781426010559,0.10676015798831047
260,260,260,09-17,1.3939258158679202,0.2623655282520657,0.5099889565581743
261,261,261,09-18,1.5801121893165524,0.9207543508326232,0.6829084303777601
262,262,262,09-19,1.9352307702835343,2.1765181324062266,1.0427007957440135
263,263,263,09-20,1.7503699251485187,1.5228166186202632,1.1337609762218237
264,264,264,09-21,1.9288142882686807,2.153828286953955,1.1644115237490384
265,265,265,09-22,1.2536381699960577,-0.23371705973419515,1.1063432678206482
266,266,266,09-23,1.4459319930014225,0.4462688134153543,0.6942573061213141
267,267,267,09-24,1.4815851401353264,0.5723448152622819,0.6140078981974885
268,268,268,09-25,1.236025788730222,-0.2959976377897774,0.1951868335685094
269,269,269,09-26,1.6142071071877793,1.04132017107731,0.16171118027400522
270,270,270,09-27,1.2181815514473602,-0.3590981008199193,0.14932760201163872
271,271,271,09-28,1.1968385074990695,-0.4345709795012204,-0.195150265159906
272,272,272,09-29,1.4249202128990477,0.3719673438411553,-0.4409611114225758
273,273,273,09-30,0.8970938855243749,-1.4945223877669864,-0.6078945673093795
274,274,274,10-01,0.8189473531583366,-1.7708627153657963,-0.5916159227371696
275,275,275,10-02,1.3309635250413798,0.03971943575648762,-0.6882539615344289
276,276,276,10-03,1.2458022675981557,-0.26142623338665943,-0.5996362226862922
277,277,277,10-04,1.0328683546310953,-1.0143992122847765,-0.4834233162251816
278,278,278,10-05,1.5752819583006448,0.9036737769299744,-0.2643982486603512
279,279,279,10-06,1.0942776060843198,-0.7972449490003227,-0.2466562630580471
280,280,280,10-07,1.1905771405329346,-0.4567123099768134,-0.2300498909105064
281,281,281,10-08,1.3610671584304477,0.14617134937031176,-0.045887101638900835
282,282,282,10-09,1.2739790540220537,-0.16178800050141512,-0.34488082951910154
283,283,283,10-10,1.3453457298478002,0.09057752334485712,-0.06890346476288872
284,284,284,10-11,1.0679657101932547,-0.8902885903512296,0.16549663578828913
285,285,285,10-12,1.5625409447279457,0.8586192395369542,0.4236001646336811
286,286,286,10-13,1.5882944452091878,0.9496882933302536,0.3144349516807948
287,287,287,10-14,1.7990031472736192,1.6947925224426634,0.3785589130560132
288,288,288,10-15,1.088753475372817,-0.8167792782187329,0.6452790344968193
289,289,289,10-16,1.4541477697076242,0.4753212915961671,0.3511332701564543
290,290,290,10-17,1.5205218633387585,0.7100321382936071,0.2710696659319502
291,291,291,10-18,1.063450456710668,-0.906255346505236,-0.126412360385093
292,292,292,10-19,1.4524468888303301,0.4693066679832292,-0.0937684619891808
293,293,293,10-20,1.1245773266688437,-0.6900996354595957,0.10326416181355334
294,294,294,10-21,1.1441418615280226,-0.6209158878432598,-0.3381177729390134
295,295,295,10-22,1.7884619781394764,1.6575170344125718,-0.1021473266354584
296,296,296,10-23,0.7716090727307487,-1.9382594702217928,0.008337608902619401
297,297,297,10-24,1.463832238401123,0.509567331316094,0.2012294442270622
298,298,298,10-25,1.6399117007745547,1.132216281211696,0.33062504921988217
299,299,299,10-26,1.451865671080382,0.4672513764870611,0.030825646441759294
300,300,300,10-27,1.3636932658733518,0.15545774211365998,0.6658199579360375
301,301,301,10-28,1.2797787048128415,-0.1412793822561655,0.44767551174544334
302,302,302,10-29,1.8490327831233868,1.871706398743876,0.1693063053177217
303,303,303,10-30,1.0936966413386366,-0.7992993458274711,0.20029293389772293
304,304,304,10-31,1.1675900156516912,-0.5379989573546335,0.10309987750030808
305,305,305,11-01,1.5044420922118715,0.6531711479670684,0.2954584485924879
306,306,306,11-02,1.1987813894162551,-0.4277005962708289,0.5213344103991836
307,307,307,11-03,1.6061622355633056,1.0128720442969132,0.7086625711915926
308,308,308,11-04,2.2322867941484428,3.2269621695840507,0.9809146746517738
309,309,309,11-05,1.4115448462887443,0.3246696189269829,1.001729523362199
310,310,310,11-06,1.6295325341318934,1.0955136634064542,1.0130838421480397
311,311,311,11-07,1.5397595921058052,0.7780602402296191,0.9027081126582904
312,312,312,11-08,1.2180467781823898,-0.3595746835557848,0.4208203178718229
313,313,313,11-09,1.4188827184849682,0.3506176673584175,0.197616496632155
314,314,314,11-10,1.4146458697282245,0.3356354008652462,-0.2515912634035073
315,315,315,11-11,1.0328247776192396,-1.014553308511024,-0.30098572157150577
316,316,316,11-12,0.8673413100627149,-1.5997328968075202,-0.22299247789183216
317,317,317,11-13,1.4559497698304469,0.4816934912216285,-0.3447345273620077
318,318,318,11-14,1.3503814597217665,0.10838477852225664,-0.332387063010482
319,319,319,11-15,1.2123174496681584,-0.3798346294626359,-0.15394202698415882
320,320,320,11-16,1.4355963737166078,0.4097201869744007,0.6399308610499105
321,321,321,11-17,1.3356005810184823,0.056116907646914745,0.4649422666323586
322,322,322,11-18,2.2143415226992547,3.163504431396896,0.4861886689852854
323,323,323,11-19,1.1590386680127265,-0.5682380752836825,0.3467996838472572
324,324,324,11-20,1.3864311962961255,0.23586319263981725,0.3510226231109814
325,325,325,11-21,0.9758098230063221,-1.2161685402908051,0.36051445026360296
326,326,326,11-22,1.4427616267085246,0.4350578225567463,0.03611782029906966
327,327,327,11-23,1.3517057955756293,0.11306787056264445,0.22395388016205434
328,328,328,11-24,1.6639230159999168,1.2171246516096956,0.04046396171871285
329,329,329,11-25,1.4777486484011635,0.5587782838942255,0.41079500008959785
330,330,330,11-26,1.075095511597399,-0.8650763180202318,0.3567943918666868
331,331,331,11-27,1.6041673282825133,1.0058176899345048,0.32328823861890005
332,332,332,11-28,1.3511363402739511,0.11105417321928007,0.19614438304895288
333,333,333,11-29,1.2948543824216077,-0.08796904892407599,0.2623763941790456
334,334,334,11-30,1.4481922572480213,0.4542615181900128,0.1842220755404053
335,335,335,12-01,1.5901275120962188,0.9561703506747816,-0.20277946702850247
336,336,336,12-02,0.9424875268538836,-1.3340022298520735,-0.437251014355478
337,337,337,12-03,0.9475242208174092,-1.3161915654789418,-0.14364533228421156
338,338,338,12-04,0.9532978086057672,-1.295775110742573,-0.055513978449075685
339,339,339,12-05,1.793028488304815,1.6736650435035223,-0.2960834820925298
340,340,340,12-06,1.5977287310906445,0.983049641200828,-0.13086639192377725
341,341,341,12-07,1.1819423007784933,-0.487246671185943,-0.1604513518883494
342,342,342,12-08,1.2228188732733491,-0.3426996888395584,0.10819612679432712
343,343,343,12-09,0.8973260745350637,-1.4937013252663744,-0.1441303359713129
344,344,344,12-10,1.4091241963867618,0.3161097613534861,-0.6321228977934715
345,345,345,12-11,1.3648947100612674,0.15970626690968232,-0.6746743181305083
346,346,346,12-12,0.7697295709640316,-1.944905729732124,-0.35120842005628816
347,347,347,12-13,1.1097433718241194,-0.7425551932081638,-0.038397351108725886
348,348,348,12-14,1.7716581648702996,1.5980956996057625,-0.016890134003944828
349,349,349,12-15,1.4280868332641703,0.3831650884189992,0.30948960741274273
350,350,350,12-16,1.4456164692052749,0.4451530639821725,0.8421852673505857
351,351,351,12-17,1.918678052098853,2.117984715409808,0.957623197368103
352,352,352,12-18,1.6735785095311884,1.2512682298949338,0.7675968708269055
353,353,353,12-19,1.3056121546276012,-0.04992761310305974,0.8865802946982245
354,354,354,12-20,1.4492318594558382,0.4579377403585779,0.5403500757599492
355,355,355,12-21,1.6299714166409645,1.097065631646913,0.01960572080984384
356,356,356,12-22,0.8581519197029391,-1.6322282496474805,-0.09943227358184137
357,357,357,12-23,1.0351074359211068,-1.006481414290824,-0.21083982241570254
358,358,358,12-24,1.471601333872122,0.5370402635448225,-0.3984073901859611
359,359,359,12-25,1.1165819027693382,-0.7183729061062266,-0.6639641302067072
360,360,360,12-26,1.1309774418047664,-0.6674676662629738,-0.5776078918543733
361,361,361,12-27,1.179389225629473,-0.4962748084775636,-0.5832234590009594
362,362,362,12-28,1.004676474422452,-1.1140908195334764,-0.863509307072364
363,363,363,12-29,1.0255792479019163,-1.0401748171703409,
364,364,364,12-30,0.9960275957562634,-1.1446748248836045,
365,365,365,12-31,,,
