,unnamed: 0,unnamed: 0,mth_day,chick flick,chick flick_norm,chick flick_ravg
96,96,96,04-06,3.1215417082820403,0.05224521274230333,0.052135309027428745
97,97,97,04-07,3.2626818225398675,0.3149232384686163,0.3924446424548127
98,98,98,04-08,2.7437499172237416,-0.6508688688399147,0.2606885916232304
99,99,99,04-09,3.5991636628829933,0.9411547388387314,0.23154413276089625
100,100,100,04-10,3.278651244809569,0.344644174545884,0.2572132891139663
101,101,101,04-11,3.301498903051152,0.3871663008097521,0.4976192624115983
102,102,102,04-12,3.204295817246201,0.2062601508607238,0.6581664200476419
103,103,103,04-13,4.037720231915875,1.7573590782544082,0.4250425159054251
104,104,104,04-14,3.261333619397518,0.3124140769763472,0.4398227979120166
105,105,105,04-15,2.8476017221560888,-0.4575886860145692,0.4502728139385388
106,106,106,04-16,3.3263010020073054,0.4333258665854333,0.6604550220647452
107,107,107,04-17,3.3351884311774858,0.4498663969688849,0.5196141563208543
108,108,108,04-18,3.881896635690077,1.467353399617962,0.503651988056706
109,109,109,04-19,3.5836671189088025,0.9123138837910632,0.38851127067293706
110,110,110,04-20,3.2098736105968166,0.2166410673914574,0.31282337626165785
111,111,111,04-21,2.4764026324186297,-1.1484329903171833,0.4341662684592521
112,112,112,04-22,3.08229281664948,-0.0208014998822418,0.22005781010060574
113,113,113,04-23,3.726382546980407,1.1779237501544502,0.1316193154238162
114,114,114,04-24,3.191638083774683,0.18270264946608414,0.06207754483096284
115,115,115,04-25,3.2985526132178467,0.3816829157303261,0.18469743190068585
116,116,116,04-26,2.985679749994405,-0.2006095561656628,0.3563106274859174
117,117,117,04-27,2.8717136179519502,-0.4127136678988451,0.2399985681556288
118,118,118,04-28,3.6355520236062215,1.0088776736291476,0.4412347440991709
119,119,119,04-29,3.351407199163279,0.4800513941727183,0.3219184302258553
120,120,120,04-30,3.8403980275182654,1.3901197051273362,0.323112350534968
121,121,121,05-01,2.9138919292568217,-0.33421496750956753,0.4862259123309727
122,122,122,05-02,2.9895287978554195,-0.1934460343109862,0.4000684017649032
123,123,123,05-03,3.3975710820904084,0.5659677028771832,0.39005218750241305
124,124,124,05-04,3.357791121790972,0.4919326102327304,0.2103738151485598
125,125,125,05-05,3.3191161929811703,0.4199541085977776,0.3235549210133991
126,126,126,05-06,3.261137712151668,0.3120494710042163,0.25640093952308635
127,127,127,05-07,3.2787734796511714,0.34487166767946825,0.42071558087280575
128,128,128,05-08,2.7730328668949946,-0.5963699232528629,0.4387316889978625
129,129,129,05-09,3.927300674587726,1.5518555509754994,0.5075756546062474
130,130,130,05-10,3.4158727725622,0.6000292589830707,0.5231022589303992
131,131,131,05-11,3.5410604186939048,0.8330179022480871,0.4124097996202853
132,132,132,05-12,3.3111935179760223,0.4052090969491273,0.5560854037897213
133,133,133,05-13,2.9219150105505864,-0.3192830881812153,0.20322288134545066
134,134,134,05-14,3.236224817553208,0.2656837017637531,0.3154266741915966
135,135,135,05-15,2.7897165939083663,-0.5653195836901244,0.1713269164712158
136,136,136,05-16,3.777603589565525,1.273252016059946,0.2838426839399767
137,137,137,05-17,3.0765010507084667,-0.03158064407419761,0.2402327605937483
138,138,138,05-18,3.67393010164962,1.0803037017616928,0.25908266393650004
139,139,139,05-19,2.7813221410821325,-0.5809426282585858,1.1266199477819248
140,140,140,05-20,3.296994518502239,0.3787831218202636,1.3491406677654298
141,141,141,05-21,5.586546919390812,4.639904119382424,1.4108310939751787
142,142,142,05-22,4.4949822075073715,2.608376335960976,1.4146465600365359
143,143,143,05-23,3.2753831714290613,0.33856191318429524,1.4708709876047186
144,144,144,05-24,3.6862306809848993,1.1031964981298366,1.3435775775373966
145,145,145,05-25,2.9625825744764893,-0.24359606284948904,0.5672760456559867
146,146,146,05-26,2.886616686748103,-0.3849773385836673,0.2326254991082771
147,147,147,05-27,3.0838491028076804,-0.017905071906036383,-0.0835478166172523
148,148,148,05-28,3.4161112304870045,0.6004730566747183,-0.13618879570642325
149,149,149,05-29,2.256080446352112,-1.5584779811688811,0.024690871974520943
150,150,150,05-30,3.5165228316264465,0.7873506235948109,0.13205786252055293
151,151,151,05-31,3.4812382469210803,0.7216819432361761,0.03783745851537782
152,152,152,06-01,3.2327542657393864,0.25922460469252456,-0.16090133321663813
153,153,153,06-02,2.780094453747739,-0.583227495937087,0.3158424864519744
154,154,154,06-03,2.7754025371360456,-0.5919596937173774,0.3311354854318315
155,155,155,06-04,3.793042139139815,1.3019849368427938,0.3856325943858306
156,156,156,06-05,3.5658255234079994,0.8791086174739537,0.7417124772954714
157,157,157,06-06,3.656930023876252,1.048664596960171,1.1113102181937402
158,158,158,06-07,4.38071070906542,2.395703902150369,1.3041180587623444
159,159,159,06-08,3.971630759129472,1.6343589494525248,1.094824264413674
160,160,160,06-09,3.3969905951187385,0.5648873496942493,1.0715091886886123
161,161,161,06-10,3.1183054541929733,0.0462221707507693,1.0178639917821766
162,162,162,06-11,3.4906606722332687,0.7392181631235859,0.7920163131117178
163,163,163,06-12,3.4839847034637983,0.7267934155215554,0.7414391983239274
164,164,164,06-13,3.6526063976916383,1.0406178301276172,0.875179689801624
165,165,165,06-14,3.8085765468806487,1.330896260725781,0.907050382010087
166,166,166,06-15,3.828153000787052,1.367330298560429,0.8751371863844696
167,167,167,06-16,3.2210525293015384,0.23744632400154725,0.6748833779141613
168,168,168,06-17,3.3877765714910537,0.5477389893698811,0.7006123845654981
169,169,169,06-18,2.838391788032507,-0.4747294353002933,0.6411549171934895
170,170,170,06-19,3.735553456437093,1.1949918700356383,0.326555062254075
171,171,171,06-20,3.6168932026382974,0.9741514564937296,0.33846067528171625
172,172,172,06-21,2.8139229139984048,-0.5202688310760577,0.2191947404674416
173,173,173,06-22,3.2594347178013456,0.30888000216739464,0.3562805075715033
174,174,174,06-23,3.0032783032356343,-0.16785661951576722,-0.13005008326633724
175,175,175,06-24,3.2803389386254924,0.3477851673240768,-0.3094802260402437
176,176,176,06-25,2.1676852276089926,-1.7229916749914047,-0.1363128814285721
177,177,177,06-26,3.038433147998016,-0.10242940014970936,-0.14983956355535588
178,178,178,06-27,3.372192500576181,0.5187352365939718,-0.3642661895999709
179,179,179,06-28,3.21582640784185,0.2277199094066919,-0.3461875501817078
180,180,180,06-29,2.3119940189980954,-1.454416375783457,0.3489225598362576
181,181,181,06-30,3.3386221823661377,0.4562570038336548,0.59027851084061
182,182,182,07-01,4.408632183375887,2.447668985116388,0.7055672909394203
183,183,183,07-02,3.816534165181392,1.3457063058764054,0.5690021568254504
184,184,184,07-03,3.7438689257541014,1.210467917186833,0.8883325100872389
185,185,185,07-04,2.775557712068329,-0.5916708952771274,0.8047536991888204
186,186,186,07-05,3.341474633238445,0.4615657437872746,0.7061712114997929
187,187,187,07-06,3.069174681675079,-0.04521586155685581,0.7160085110086579
188,188,188,07-07,4.090814728997409,1.8561740589822235,0.5653169863168143
189,189,189,07-08,3.848248372858199,1.404730102929595,0.7205411123765616
190,190,190,07-09,3.2580585359306364,0.3063187690357706,0.6716715028340672
191,191,191,07-10,3.275980634626853,0.3396738610813569,0.6394609576151452
192,192,192,07-11,3.1839252016369697,0.16834808653230854,0.4869680755156358
193,193,193,07-12,2.9653319635047595,-0.23847913287038744,0.29415642366108713
194,194,194,07-13,3.599196991041931,0.941216766385166,0.3817514714805363
195,195,195,07-14,3.2266480277723395,0.24786019180230345,0.3399041998353109
196,196,196,07-15,3.5404538757799973,0.8318890559524659,0.17531418101713478
197,197,197,07-16,3.14107033099439,0.08859023121000395,0.03436456053951819
198,198,198,07-17,2.653307827059185,-0.8191920263767482,-0.1005751215763138
199,199,199,07-18,2.5109282390104486,-1.084176855736087,-0.07914338064441066
200,200,200,07-19,3.1641685466393445,0.13157867369017415,-0.11848323506053535
201,201,201,07-20,3.2957412461070468,0.3764506373937223,-0.2757461521090316
202,202,202,07-21,3.413627167718092,0.5958499294557177,-0.15315243500591527
203,203,203,07-22,2.634074604510509,-0.854987271080973,-0.028052105054230614
204,204,204,07-23,3.048534443934713,-0.08362972375805038,-0.036731467088701
205,205,205,07-24,2.914235858235576,-0.333574876025979,-0.28096232236203633
206,206,206,07-25,3.1361873827218143,0.07950250148335182,-0.35697664331281503
207,207,207,07-26,2.508371901680477,-1.0889344942462895,-0.2971453925619954
208,208,208,07-27,3.1685666245403605,0.13976400375104547,-0.3167293371472702
209,209,209,07-28,2.8269629790247417,-0.4959997665760552,-0.1506671406023378
210,210,210,07-29,2.9853982869895286,-0.20113339126969887,-0.054619207557633886
211,211,211,07-30,3.4495993473462603,0.6627983032436152,0.2625595335389181
212,212,212,07-31,3.4458337539401365,0.6557900997515752,0.4350119171094655
213,213,213,08-01,3.5309159908117995,0.8141379523330219,0.8884803789829391
214,214,214,08-02,3.7245312672746964,1.1744783051743302,0.7797274737813945
215,215,215,08-03,4.288887866213323,2.224811004664786,0.6395945195138559
216,216,216,08-04,2.634792694681414,-0.8536508224789657,0.7224606078677315
217,217,217,08-05,2.9978284512786635,-0.1779994223616164,0.5394069900706744
218,218,218,08-06,3.712983527417217,1.1529866298748286,0.5470951859622225
219,219,219,08-07,2.9407743116268583,-0.28418375444932065,0.16215442518178755
220,220,220,08-08,3.74931703708325,1.2206074805236184,0.39534974018058494
221,221,221,08-09,3.0478876079963726,-0.08483356001782356,0.5488136974303249
222,222,222,08-10,3.3865848549654167,0.5455210675138183,0.5514431473423452
223,223,223,08-11,3.4925768125272967,0.7427843211368232,0.35268844640356617
224,224,224,08-12,3.7214605409015,1.1687633293469506,0.3958848151759782
225,225,225,08-13,2.300014329008269,-1.4767119600819951,0.5511049355454104
226,226,226,08-14,3.888576658984332,1.4797856931580906,0.4533261071505336
227,227,227,08-15,3.54829761671666,0.8464871621987702,0.28212037577509363
228,228,228,08-16,3.0713582963640897,-0.0411519028554424,-0.05989607489183935
229,229,229,08-17,2.940631218575684,-0.28445006711581633,0.12660282012674748
230,230,230,08-18,2.6188428219268,-0.8833353746546473,-0.10965333816123547
231,231,231,08-19,2.9012631455950264,-0.35771858997047434,-0.183861414181964
232,232,232,08-20,3.126916727606045,0.06224874343019285,-0.18368127401631545
233,233,233,08-21,3.3090601784240827,0.4012387060743993,-0.2496660620308231
234,234,234,08-22,3.0719390454425515,-0.04007106186155116,-0.057617345836506385
235,235,235,08-23,2.7279046192974588,-0.6803587952028624,-0.0891633708275913
236,236,236,08-24,3.2379835590734243,0.26895692251125314,0.03908674300889995
237,237,237,08-25,2.799562756474673,-0.5469947399169839,0.17241757491015344
238,238,238,08-26,3.540378851140998,0.8317494264491404,-0.12103713427289935
239,239,239,08-27,3.738901893503237,1.2012236974819204,0.025836516947976413
240,240,240,08-28,2.1258782304412773,-1.8007993169598682,0.0008180288007337
241,241,241,08-29,3.201406668601969,0.20088311212239224,-0.09218300162444236
242,242,242,08-30,3.1573271219946935,0.11884599362779685,-0.09265994989694852
243,243,243,08-31,2.499739213397309,-1.1050009224680404,-0.3186763469961449
244,244,244,09-01,3.5388412303181567,0.8288877368141035,0.2433469832806887
245,245,245,09-02,3.010253655284179,-0.15487468511325836,0.6258223033357102
246,246,246,09-03,3.937770264382909,1.5713406647011339,0.5337564995935514
247,247,247,09-04,4.4344586581797305,2.4957350324525214,0.6664660590060302
248,248,248,09-05,2.860518631292565,-0.4335488288251555,0.5414628018673874
249,249,249,09-06,2.9275780246597063,-0.30874356599316755,0.7548161563394685
250,250,250,09-07,3.1358465615475533,0.07886819398224641,0.4779088909037244
251,251,251,09-08,3.69807784790671,1.1252454417192292,-0.0937994772142916
252,252,252,09-09,3.0450563122121816,-0.09010292791333062,-0.3326331349693311
253,253,253,09-10,2.591343288893252,-0.9345151762555748,-0.17481364447803927
254,254,254,09-11,2.090549168084793,-1.8665507753553925,0.08714702394359593
255,255,255,09-12,3.436368073430544,0.6381733769545836,0.43397972397748746
256,256,256,09-13,3.980374578000877,1.6506322045120576,0.6113178520601125
257,257,257,09-14,4.816222544840083,3.2062416419225785,0.7101303914641623
258,258,258,09-15,3.6167719764511714,0.9739258405824194,0.9566573943450172
259,259,259,09-16,2.909902400863842,-0.3416399398312751,1.056636313693178
260,260,260,09-17,2.8853210015802224,-0.3873887580702633,0.6979400815356409
261,261,261,09-18,3.7586874466134974,1.2380468930435478,-0.028101382134798698
262,262,262,09-19,2.823983356072437,-0.5015451884331641,-0.11982526713897736
263,263,263,09-20,2.475556822497531,-1.150007140100059,-0.12298805086787795
264,264,264,09-21,3.3210657884546912,0.42358253055734746,-0.050792179911321816
265,265,265,09-22,2.899705986703148,-0.3606166422046789,-0.13851853619087587
266,266,266,09-23,3.1180713456010465,0.045786467669073516,0.1851007025345827
267,267,267,09-24,3.4758687849195864,0.7116887553662238,0.3921322244219743
268,268,268,09-25,3.867290793840351,1.4401702439195874,0.212922837666346
269,269,269,09-26,3.1430002275565463,0.09218199122429103,0.3884687850800221
270,270,270,09-27,2.7433174232575603,-0.6516737899764227,0.6192473551844268
271,271,271,09-28,3.4656438874534703,0.6926590422773781,0.1701102469660829
272,272,272,09-29,3.8620722264375167,1.4304578882955012,-0.3002692819449607
273,273,273,09-30,2.0279076333290407,-1.98313389394384,-0.5307817157242307
274,274,274,10-01,2.350846768388001,-1.3821069295466744,-0.4757566644523568
275,275,275,10-02,2.3998573365249047,-1.290892611451329,-0.6045142792679167
276,276,276,10-03,2.9207112193792075,-0.3215234823451795,-0.9131976554853658
277,277,277,10-04,3.050545645039361,-0.07988664661598106,-0.8241619457292245
278,278,278,10-05,2.866916117698916,-0.4216423690091937,-0.7844783096885534
279,279,279,10-06,2.314947484795757,-1.4489196354069918,-0.6921741497361807
280,280,280,10-07,2.4787817848659017,-1.1440051133026472,-0.6672817928538878
281,281,281,10-08,2.69743425745984,-0.7370676517370932,-0.6781257788696121
282,282,282,10-09,3.0009610252348518,-0.17216934105142245,-0.8511867062269299
283,283,283,10-10,3.015586007565972,-0.14495056271032694,-0.8148685109527953
284,284,284,10-11,2.308989606870935,-1.4600079331531008,-0.7778860709848215
285,285,285,10-12,2.4320327464910814,-1.2310104637621848,-0.5042725088155143
286,286,286,10-13,2.5980084873244818,-0.9221104734948044,-0.7483861629729551
287,287,287,10-14,3.579529727462424,0.90461372127875,-0.9145819921690752
288,288,288,10-15,2.21396952236186,-1.6368512659960668,-0.7864765991964374
289,289,289,10-16,2.4797917037130555,-1.1421255378870472,-0.6541489999552766
290,290,290,10-17,2.721985168670395,-0.6913755753172743,-0.18876197426856
291,291,291,10-18,2.8586401665381818,-0.4370448683152199,-0.3519281364952796
292,292,292,10-19,4.098357314705374,1.870211680625496,0.004945493110019979
293,293,293,10-20,3.05350268619743,-0.07438325208156793,0.057991009272680014
294,294,294,10-21,3.364484904502984,0.5043905116357308,0.0985455956229998
295,295,295,10-22,2.650803729359933,-0.8238524409110868,0.09657662636561792
296,296,296,10-23,2.852728018636692,-0.4480480572153556,-0.29769976116448044
297,297,297,10-24,2.852292459031505,-0.4488586838595111,-0.39549253506850784
298,298,298,10-25,2.8272601782480917,-0.4954466445550941,-0.3840658003214827
299,299,299,10-26,2.7382311690408656,-0.6611398955057322,-0.26339720960736385
300,300,300,10-27,3.4013232500782484,0.5729509201178817,-0.28379578161801483
301,301,301,10-28,3.039823982583552,-0.0998408966263739,-0.2298172453255579
302,302,302,10-29,2.786965606048449,-0.5704394892792616,-0.2243065306159973
303,303,303,10-30,3.0263124234055065,-0.12498746610476925,-0.3781177536096091
304,304,304,10-31,2.8450260245140457,-0.4623823562977308,-0.4714228294656722
305,305,305,11-01,2.2423632670168123,-1.5840072334674031,-0.6201683848768941
306,306,306,11-02,3.100519503040473,0.013120464981503351,-0.6051797224007226
307,307,307,11-03,2.560287151254744,-0.9923142290937054,-0.5693019366111438
308,308,308,11-04,2.8352871554877543,-0.4805075144222326,-0.531689070000561
309,309,309,11-05,3.141977860702534,0.09027924863270287,-0.3793490090506023
310,310,310,11-06,2.9662851426219285,-0.2367051566342337,-0.3640965199283837
311,311,311,11-07,2.7334883289416485,-0.6699668677676512,-0.12365388052604147
312,312,312,11-08,3.1496915961717624,0.10463539971481528,0.11231911776857084
313,313,313,11-09,3.3354437675084045,0.4503416073203476,0.2631405721335752
314,314,314,11-10,3.5960342149109445,0.9353304753454414,0.3681128774468952
315,315,315,11-11,3.6282071273360703,0.9952079748227292,0.3592917965154654
316,316,316,11-12,3.30470255972098,0.3931286752456861,0.2420928529291123
317,317,317,11-13,2.7050502812496795,-0.7228933533562302,0.1225993248758808
318,318,318,11-14,2.771857045841102,-0.5985582618033034,-0.0293397471509312
319,319,319,11-15,2.950211767476332,-0.2666195609990411,-0.1557340108604395
320,320,320,11-16,3.1062018904872204,0.02369604318456945,-0.4273531194571
321,321,321,11-17,3.2207280295584533,0.2368423925656793,-0.2450081463608198
322,322,322,11-18,2.4290369554297806,-1.236585976334277,0.15422825293041914
323,323,323,11-19,3.2929073796724664,0.371176485221451,0.3991906331338573
324,324,324,11-20,4.058944632007724,1.7968601339441304,0.2490933179464163
325,325,325,11-21,3.7399394556265153,1.2031547202215878,0.219215073713075
326,326,326,11-22,2.6223071568465506,-0.8768878479400769,0.6993783548074308
327,327,327,11-23,3.1244043543688704,0.05757292716563135,0.9149003191023356
328,328,328,11-24,3.9770225587633727,1.6443937102318578,0.9467951979237352
329,329,329,11-25,3.9877228956992514,1.66430827099088,0.6876240603090169
330,330,330,11-26,4.161769681693049,1.988229406872528,0.7868846867712108
331,331,331,11-27,2.9044045331876296,-0.35187210546672176,0.8390596521250671
332,332,332,11-28,2.9423108447402853,-0.2813240891669135,0.5462490485689245
333,333,333,11-29,3.292609834467477,0.37062271928876905,0.11479893406978688
334,334,334,11-30,3.0330382587242823,-0.1124699111049973,-0.4134442150699464
335,335,335,12-01,2.5967823717193435,-0.9243924160039454,-0.4245879239614332
336,336,336,12-02,2.4587806733202493,-1.1812294879658722,-0.5008611275925023
337,337,337,12-03,2.868478627124079,-0.4187343588156424,-0.4181069393338213
338,338,338,12-04,2.6964156965899937,-0.7389633109533282,-0.07255269601695567
339,339,339,12-05,3.559398856210318,0.8671478488408549,-0.06432570610422178
340,340,340,12-06,4.147061373124458,1.9608555487961967,0.007347080075317998
341,341,341,12-07,2.62330514521143,-0.8750304765275421,0.01347686278596106
342,342,342,12-08,2.689844658271094,-0.7511927708886336,-0.11740526024751405
343,343,343,12-09,2.8882402702176786,-0.381955662551784,-0.3247497519191249
344,344,344,12-10,2.274468308760181,-1.5242560491541788,-0.6201828506719947
345,345,345,12-11,2.8909464762060604,-0.3769191011888099,-0.6469316460823274
346,346,346,12-12,3.1946224807223422,0.18825695627897732,-0.7382675615164674
347,347,347,12-13,2.5370704166679663,-1.0355232489895383,-0.8249882452475559
348,348,348,12-14,2.395389235030266,-1.2992082634934734,-0.43107957492514376
349,349,349,12-15,2.608663769446911,-0.9022797649383149,-0.5858500887327255
350,350,350,12-16,3.5443799715129787,0.8391959727802937,-0.8308772350379022
351,351,351,12-17,2.391985942096415,-1.3055421840343002,-1.047472314344778
352,352,352,12-18,2.4046859948630823,-1.281905921552083,-0.7549388155326743
353,353,353,12-19,1.8387953137575983,-2.3350937248307924,-0.7767189685186531
354,354,354,12-20,3.3384801844711816,0.455992729379149,-0.9534399100925564
355,355,355,12-21,2.538447314777873,-1.0329606828541875,-1.0201488975096866
356,356,356,12-22,2.9746540384085636,-0.22112967666312666,-0.8356865923632296
357,357,357,12-23,2.1769246156673607,-1.7057961085370803,-0.5757725348984549
358,358,358,12-24,2.999369103645679,-0.17513209067334173,-0.4480572180179948
359,359,359,12-25,2.676725315698808,-0.775609380042145,-0.3737459802164382
360,360,360,12-26,3.7502181903544143,1.2222846306619104,-0.2902672571316117
361,361,361,12-27,2.778017333585921,-0.5870932560448479,-0.23058858905395804
362,362,362,12-28,3.2437788686651894,0.2797426618458321,-0.2271087822293824
363,363,363,12-29,2.369321082968612,-1.3477241000711586,
364,364,364,12-30,3.0105875601143786,-0.15425324972588805,
365,365,365,12-31,,,
