,unnamed: 0,unnamed: 0,mth_day,paris,paris_norm,paris_ravg
117,117,117,04-27,2.141528558139524,1.5712030252090363,1.203634660039625
118,118,118,04-28,2.1329889837519174,1.5443591044814562,1.197643615193533
119,119,119,04-29,1.5070847364486326,-0.4231539394999115,1.060376543138115
120,120,120,04-30,1.9914574318156848,1.0994585054373778,0.7472041054141975
121,121,121,05-01,1.952749325023444,0.9777806204418868,0.3237437940563118
122,122,122,05-02,1.5505816139297044,-0.2864226835846602,0.12791963674053694
123,123,123,05-03,1.3332626869046231,-0.9695588429382778,0.30529624437652464
124,124,124,05-04,1.7592160967152688,0.3694141605868073,0.6649056105250913
125,125,125,05-05,1.8456464728433961,0.6411057063160146,0.34101690267373125
126,126,126,05-06,2.677849922064084,3.2571147023287765,0.4290248345909301
127,127,127,05-07,1.3345374605038032,-0.9655516266662736,0.5663541262996384
128,128,128,05-08,1.7185638447520828,0.2416249079185329,0.5312316439937205
129,129,129,05-09,1.5953854328429102,-0.14558309268602698,0.3969104505937757
130,130,130,05-10,1.6921772196363425,0.158679266751299,-0.04462544398781191
131,131,131,05-11,1.5892653351150885,-0.1648214540836542,0.13319580134189024
132,132,132,05-12,1.8350828788644813,0.6078993348392515,-0.1554554769205212
133,133,133,05-13,1.6739478843983264,0.10137584531193927,-0.16562003041307566
134,134,134,05-14,1.1676102591381117,-1.4902827616559358,0.22431553367083126
135,135,135,05-15,1.5759841773674477,-0.2065704136413536,0.2647811213560366
136,136,136,05-16,2.4364538377191782,2.4982926512547405,0.510677850971178
137,137,137,05-17,1.6665026879629508,0.07797207202757746,0.66371054782787
138,138,138,05-18,2.304430133059037,2.0832797125301004,0.8228438307567284
139,139,139,05-19,1.9660439858149328,1.0195720264520909,0.6784053647940591
140,140,140,05-20,1.4713506525566094,-0.5354830640827848,0.20878521333914984
141,141,141,05-21,1.3002920300755538,-1.0732012094173689,0.5958817768574408
142,142,142,05-22,1.540081897576788,-0.3194282574747145,0.3965419186085365
143,143,143,05-23,2.4053604575632783,2.400551453137324,0.4876309930526828
144,144,144,05-24,1.923946768082661,0.8872405630366748,0.7571433229461229
145,145,145,05-25,2.1399072455841712,1.5661064731169692,1.2250893372406984
146,146,146,05-26,1.9857734031358605,1.0815909152778571,1.4794697334569828
147,147,147,05-27,2.193468516254088,1.7344748763500832,1.0710345011337792
148,148,148,05-28,2.0256220699568788,1.2068541198229938,0.9260180374358092
149,149,149,05-29,1.6257732092609452,-0.050059940801898,0.8375495651408699
150,150,150,05-30,1.6471513867200305,0.017141780848854062,0.6835623671699947
151,151,151,05-31,1.971045973539584,1.035295639347334,0.5347501350347411
152,152,152,06-01,1.6918554292699184,0.15766772745260538,0.5568168112651358
153,153,153,06-02,1.9094280873611968,0.8416014835385613,1.0719833102861152
154,154,154,06-03,2.0677411087669757,1.3392541772053626,1.028834363401697
155,155,155,06-04,2.6090802347222146,3.040939053323977,1.0268173269342429
156,156,156,06-05,1.5647922607028402,-0.2417519004576552,1.1828429258490962
157,157,157,06-06,1.9671960218582758,1.0231934205426092,1.2146457731992406
158,158,158,06-07,1.9896641335555003,1.0938213209417245,1.3556062039890937
159,159,159,06-08,1.9701307209534404,1.0324185676394284,1.0005767857758532
160,160,160,06-09,2.336794671394045,2.18501676194448,1.224513889586633
161,161,161,06-10,1.9314295686988208,0.9107625440445352,1.2562544356962997
162,162,162,06-11,1.9922248050492888,1.101870722407023,1.0890899336515754
163,163,163,06-12,2.027779740017212,1.21363669720061,0.8449622785269111
164,164,164,06-13,1.67059441613271,0.09083430867337924,0.567764628317957
165,165,165,06-14,1.5041601292133655,-0.4323473631085576,0.6371089883815665
166,166,166,06-15,1.8077028197115081,0.5218308606907557,0.4649924561019643
167,167,167,06-16,2.0637883236959818,1.3268287044261915,0.3526649453349148
168,168,168,06-17,1.6637030636119208,0.06917152872941018,0.6990765067371033
169,169,169,06-18,1.8133783169826792,0.5396716325983129,0.6494972218124299
170,170,170,06-19,2.331796032843249,2.1693036770865106,0.5870393252875128
171,171,171,06-20,1.4095273080256043,-0.7298230726565982,0.46845725550299705
172,172,172,06-21,1.6884883743521972,0.1470834815412528,0.3857388163376587
173,173,173,06-22,1.8374487178900063,0.6153362857190962,0.5232284559812207
174,174,174,06-23,1.5058169772281178,-0.42713910626261903,0.06369783307831482
175,175,175,06-24,2.075807121741094,1.3646094704596845,0.3356562448815308
176,176,176,06-25,1.454682146801099,-0.5878800603309245,0.4214009320807871
177,177,177,06-26,1.9286189365915003,0.9019273981626976,0.4818128078369838
178,178,178,06-27,1.852150711633904,0.6615516047367904,0.32592094301600816
179,179,179,06-28,1.9527578887410841,0.9778075402562766,-0.0650032832076642
180,180,180,06-29,1.2082635334734582,-1.362490295188473,-0.045687730410291096
181,181,181,06-30,1.329643427480583,-0.98093588688235,-0.2939703227674743
182,182,182,07-01,1.4915500697006268,-0.4719867435466859,-0.35662000263409205
183,183,183,07-02,1.4547177457560836,-0.5877681559804014,-0.5132030326061544
184,184,184,07-03,1.7325702061607873,0.28565352553708384,-0.2901805409201991
185,185,185,07-04,1.6538852063517129,0.03830936042390228,-0.3305902276275982
186,186,186,07-05,1.6339503421604238,-0.02435534507274075,-0.16926737193610095
187,187,187,07-06,1.2525127737762236,-1.2233940071267444,-0.0027021320496700696
188,188,188,07-07,1.7994697377504387,0.4959503906022972,-0.021481919664497785
189,189,189,07-08,1.7726436413436757,0.4116232833381842,-0.04848177752118448
190,190,190,07-09,1.69672490734298,0.17297479984811756,0.0266013738243509
191,191,191,07-10,1.60235012018561,-0.12368978671621793,0.5313883058427594
192,192,192,07-11,1.7772628253132348,0.4261435630004715,0.20729362466792586
193,193,193,07-12,2.2160081438323576,1.8053275849837072,-0.1036405160196001
194,194,194,07-13,1.1808647284583529,-1.4486176964467044,-0.3179047029386984
195,195,195,07-14,1.1791583786667714,-1.4539815607869715,-0.34675934153987736
196,196,196,07-15,1.2877552233618093,-1.1126103216664722,-0.34486047776310697
197,197,197,07-16,1.5472747825858144,-0.29681761832329184,-0.6567631374049366
198,198,198,07-17,1.7808872187775626,0.4375367456610942,-0.08993191383707877
199,199,199,07-18,1.620674252617167,-0.06608837286727104,0.3623547386392143
200,200,200,07-19,2.262785089049161,1.952369644960443,0.7255906292419224
201,201,201,07-20,2.0424455756166404,1.2597383540707867,0.7459593340857321
202,202,202,07-21,1.9810697222822424,1.0668050219497762,0.4628527066757253
203,203,203,07-22,1.5861528746405722,-0.17460538926043453,0.2594054347077842
204,204,204,07-23,1.2405168021919744,-1.2611030187989465,0.14729792449101756
205,205,205,07-24,1.2323509974808518,-1.2867720046749171,-0.13121381754356115
206,206,206,07-25,2.048803584792557,1.2797245836598432,-0.3438230124751039
207,207,207,07-26,1.5108454946010743,-0.4113320981366856,-0.20956085100741328
208,208,208,07-27,1.5752589495492566,-0.20885014763948004,0.1123955382411168
209,209,209,07-28,1.842421337119572,0.6309675795457095,0.4596943047466706
210,210,210,07-29,1.8550404174539408,0.670635316692234,0.13898375696744647
211,211,211,07-30,1.8952460376046407,0.7970205943584063,0.21569876174071365
212,212,212,07-31,1.4366579282521053,-0.6445387030155022,0.2457022903896639
213,213,213,08-01,1.6572727240408842,0.04895793050291738,0.06132075630976391
214,214,214,08-02,1.6325271930495775,-0.02882897574577847,0.0571673155023448
215,215,215,08-03,1.4904891789325765,-0.4753216249336904,0.20509989965089007
216,216,216,08-04,1.8471126746105413,0.6457146718477192,0.3069562112894997
217,217,217,08-05,2.1776074674808905,1.6846160992496786,0.27612470710266696
218,218,218,08-06,1.6310727960902769,-0.03340083318384473,0.5009019651207003
219,219,219,08-07,1.5984241096025134,-0.1360310946180792,0.6263601528826934
220,220,220,08-08,2.061563353966656,1.3198345723624214,0.6573254870889561
221,221,221,08-09,1.72995334762842,0.2774275016382687,0.4170444987390439
222,222,222,08-10,1.9062167326745625,0.8315066770852954,0.33104129133480203
223,223,223,08-11,1.7189790737902046,0.2429301691502061,0.3632554127965342
224,224,224,08-12,1.4669170169130483,-0.5494200776092959,0.3431565259199676
225,225,225,08-13,1.6599117490600122,0.057253634152314416,0.6435717804220359
226,226,226,08-14,2.0232002680376646,1.1992412511030217,0.3593544254431921
227,227,227,08-15,2.3033610340152424,2.079919028650678,0.0633287339947357
228,228,228,08-16,1.3637262515586008,-0.8737974527877675,0.3689577822862516
229,229,229,08-17,1.1539498207788528,-1.5332239795405325,0.2380370561845776
230,230,230,08-18,2.0502763598462748,1.2843542121397995,-0.28768529855800595
231,231,231,08-19,1.4100211408801036,-0.7282707224577298,-0.8558733878703683
232,232,232,08-20,1.0197451019062729,-1.95509287735248,-0.7614462770777157
233,233,233,08-21,1.218850800787695,-1.3292095072234966,-0.6073267900446858
234,234,234,08-22,1.5439608778646168,-0.3072347880318527,-0.9350461454174502
235,235,235,08-23,1.448120297019183,-0.6085070573423536,-0.936616147933386
236,236,236,08-24,1.4247528734975354,-0.6819619200967862,-0.5512718657530463
237,237,237,08-25,1.4070244504764275,-0.7376907375533446,-0.2087022665153556
238,238,238,08-26,1.7552582624268829,0.35697281572955925,-0.3623921748241448
239,239,239,08-27,1.8727191992181509,0.7262080882026476,-0.38309004048155454
240,240,240,08-28,1.2506103458138589,-1.2293742378845878,-0.4018322484836218
241,241,241,08-29,1.4086139301423346,-0.732694251286812,0.03949391309248081
242,242,242,08-30,1.3889793035233384,-0.7944151681091893,0.030981592713907293
243,243,243,08-31,2.2493911727348266,1.910266231903271,-0.036119641647234434
244,244,244,09-01,1.7390106522908682,0.3058988934581181,0.1184407653629302
245,245,245,09-02,1.7446419362559358,0.3236006820357972,0.2029044227632655
246,246,246,09-03,1.5456224134853225,-0.30201179582360005,0.479155794790886
247,247,247,09-04,1.5698311441415729,-0.22591230688479996,0.13986916875423394
248,248,248,09-05,1.9162649780077967,0.8630930640565337,0.12822683984173294
249,249,249,09-06,1.6017890408786086,-0.12545352431664109,-0.1405218356305585
250,250,250,09-07,1.7167887418325043,0.2360449199831121,-0.2045959390193813
251,251,251,09-08,1.2316767858093938,-1.2888913707979517,-0.4133761587173245
252,252,252,09-09,1.423323086700497,-0.6864564161565366,-0.6662880650669778
253,253,253,09-10,1.1713288013136192,-1.4785936250724592,-0.7284634501935431
254,254,254,09-11,1.433527737117664,-0.6543783740413863,-0.4955888494304686
255,255,255,09-12,1.4831138298120945,-0.4985058350760334,-0.3627344792993446
256,256,256,09-13,2.161280438045255,1.6332925245615597,-0.12954447924691925
257,257,257,09-14,1.4852581731112222,-0.4917651500112083,-0.06147104608705326
258,258,258,09-15,1.8684167908808336,0.7126835841580157,0.279951377907913
259,259,259,09-16,1.3012617165955158,-1.0701530261132637,0.4803124454911462
260,260,260,09-17,2.0852065027250437,1.3941561699284115,0.38391252391654856
261,261,261,09-18,1.8655463943478765,0.7036605704233658,0.6185929824061002
262,262,262,09-19,1.9772802743732043,1.0548929951139736,0.5721321570816179
263,263,263,09-20,1.933196740564248,0.9163176009261016,0.8655095002561932
264,264,264,09-21,1.7797362263699188,0.433918632211122,0.43072462986597576
265,265,265,09-22,1.8612360223839324,0.6901110329341884,0.3985962540807528
266,266,266,09-23,1.2553252537862254,-1.2145530524128934,0.09403876611030393
267,267,267,09-24,1.804222419115972,0.5108903157120277,-0.11198699686615247
268,268,268,09-25,1.395966236780898,-0.7724519327087198,-0.16058293193381626
269,269,269,09-26,1.5399518759510349,-0.31983697693263674,-0.31909554736352524
270,270,270,09-27,1.6869803417157276,0.1423430218051395,0.17966325583993786
271,271,271,09-28,1.5586803075374087,-0.2609646596440658,0.1959973700924331
272,272,272,09-29,2.207314632235013,1.7779997668078853,0.1335775280200229
273,273,273,09-30,1.8353996197485607,0.6088950012269992,-0.08367475412332064
274,274,274,10-01,1.276824426599867,-1.1469709851431809,-0.2703843058067433
275,275,275,10-02,1.125278763986229,-1.6233506697926985,-0.2532103457683979
276,276,276,10-03,1.3306046568838672,-0.9779142882953962,-0.5109822697035038
277,277,277,10-04,1.5914605360514689,-0.15792089941399387,-0.7853838468011741
278,278,278,10-05,1.7153009934332877,0.23136822319725,-0.4671873076477725
279,279,279,10-06,1.3116446801891009,-1.0375144613590233,-0.27607088687742865
280,280,280,10-07,1.8841715522798312,0.7622082497772292,-0.18523730614665493
281,281,281,10-08,1.4900659145125643,-0.4766521451706352,-0.1775651721714041
282,282,282,10-09,1.5039802514734055,-0.4329128039107537,-0.4190506492990922
283,283,283,10-10,1.6061044681636714,-0.11188809556248876,-0.2439062739808351
284,284,284,10-11,1.2543735716040731,-1.2175446395688787,-0.6224934253698792
285,285,285,10-12,1.6459457169369394,0.013351790550519336,-0.5884892123025088
286,286,286,10-13,1.1615558417907523,-1.509314658557035,-0.5785408812968366
287,287,287,10-14,1.5549703321483577,-0.2726268667664131,-0.6755752500700187
288,288,288,10-15,1.5229687994245669,-0.3732228178767197,-0.32115693237220244
289,289,289,10-16,1.4208933243738573,-0.6940943082015821,-0.4690356322040454
290,290,290,10-17,1.9308578197194282,0.908965266618019,-0.1994916873087953
291,291,291,10-18,1.3636871369689747,-0.8739204084405386,-0.16447109970441895
292,292,292,10-19,1.6760389364596298,0.10794901081446594,0.23112770825032825
293,293,293,10-20,1.6218147210839875,-0.06250334114015503,0.7086353286347267
294,294,294,10-21,2.278054947039468,2.0003700298517635,0.42774992940130496
295,295,295,10-22,2.332320210104156,2.1709514141048087,0.5885450000041711
296,296,296,10-23,1.3947270989901104,-0.7763471287825111,0.3697695836544583
297,297,297,10-24,1.670599412677532,0.0908500151766578,0.35466540279650344
298,298,298,10-25,1.2584585924277358,-1.2047034872838107,-0.13130906955397506
299,299,299,10-26,1.5929851151610686,-0.1531284262878842,-0.32657147352854665
300,300,300,10-27,1.3504672375024795,-0.9154768042511076,0.21456898174415048
301,301,301,10-28,1.9596195511879908,0.9993769902573792,0.3035559698856762
302,302,302,10-29,2.4276110548416026,2.4704956028536715,0.4776154826242514
303,303,303,10-30,1.8404503847040288,0.6247719440258122,0.3624229276830599
304,304,304,10-31,1.5906889335882477,-0.16034641085235954,0.21300279327617905
305,305,305,11-01,1.3731151337671617,-0.8442837559350331,-0.01936583156246448
306,306,306,11-02,1.0652664952436748,-1.8119976106923927,-0.1528616476736424
307,307,307,11-03,1.51609361979526,-0.3948347587744818,-0.2829541613158626
308,308,308,11-04,2.1728053287292357,1.669520706186604,-0.0593533963147895
309,309,309,11-05,1.592140599678389,-0.15578313782750888,0.4075359936164976
310,310,310,11-06,2.0174795023498158,1.181258179154079,0.7288577447594721
311,311,311,11-07,2.264274823120457,1.9570525836526889,0.7031932674354356
312,312,312,11-08,1.6785787660005078,0.11593289616545473,0.3062054321433006
313,313,313,11-09,1.4671073970779926,-0.5488216227187009,0.17506158392257784
314,314,314,11-10,1.4150679211003259,-0.7124063055662063,-0.12156169298739004
315,315,315,11-11,1.3418241145293583,-0.9426462271518454,-0.4726005600117426
316,316,316,11-12,1.4513096278428224,-0.5984814823057282,-0.4119119633632004
317,317,317,11-13,1.5942409897656344,-0.14918061849342612,-0.3254759952666785
318,318,318,11-14,1.794416118707456,0.4800644760567078,0.1001810102501586
319,319,319,11-15,1.632089193921104,-0.03020581413956967,0.4961653096970043
320,320,320,11-16,2.2275266596963452,1.8415357275348163,0.6892927078378999
321,321,321,11-17,2.097646056286844,1.4332595695292292,0.8423835187259963
322,322,322,11-18,1.819935164949545,0.5602829065396456,0.866418701988855
323,323,323,11-19,1.886448014418644,0.7693642468351521,1.0279603751927844
324,324,324,11-20,1.8402924802440308,0.6242755756338597,0.7453210243536708
325,325,325,11-21,1.9404265226644537,0.9390442250840064,0.4596503655283038
326,326,326,11-22,1.6880481418189723,0.1456996225001346,0.4737571036355273
327,327,327,11-23,1.552381629494811,-0.2807643834229734,0.4562047877944935
328,328,328,11-24,1.8468609349938627,0.6449233351829868,0.6846640181853677
329,329,329,11-25,1.8529456117732792,0.6640503517889496,0.3995057522900057
330,330,330,11-26,2.276356484215052,1.9950309579791048,0.3664594466449387
331,331,331,11-27,1.396140108939707,-0.7719053702881647,0.4530487595479794
332,332,332,11-28,1.6249720983105382,-0.052578211370268434,0.6478271954152626
333,333,333,11-29,1.7176561181683392,0.23877149399527056,0.3290154789596681
334,334,334,11-30,2.2186378357834795,1.8135939503866856,-0.18880086206642624
335,335,335,12-01,1.244424286753296,-1.2488199469446168,-0.28722497560751314
336,336,336,12-02,1.287991660420731,-1.1118670881774615,-0.4155429410803093
337,337,337,12-03,1.2082763357641009,-1.3624500515346865,-0.4827648614598508
338,338,338,12-04,1.3800494234431286,-0.8224860042070449,-1.0013156051560386
339,339,339,12-05,1.5893484997579477,-0.16456002828197852,-0.8645731080311808
340,340,340,12-06,1.2288712451693198,-1.2977105117904408,-0.6990412809522768
341,341,341,12-07,1.5054270079269692,-0.4283649641954707,-0.5083857374920582
342,342,342,12-08,1.6039450634728536,-0.11867612570403822,-0.2724108700199581
343,343,343,12-09,1.572183801959675,-0.2185167907733745,-0.3706446783016637
344,344,344,12-10,1.8304586512531047,0.5933632006255559,-0.1677227887788035
345,345,345,12-11,1.4018479654553804,-0.7539628779722118,-0.1384723712937239
346,346,346,12-12,1.6161916939308338,-0.08017917465328023,-0.14738573457424525
347,347,347,12-13,1.5612577753883887,-0.2528624592849931,-0.1871480456146132
348,348,348,12-14,1.5869319759547769,-0.1721563053871661,-0.1479006755928157
349,349,349,12-15,1.4962888051598582,-0.4570906570155825,0.02184456248731581
350,350,350,12-16,1.9053707714058168,0.8288474207563409,-0.0430109555201692
351,351,351,12-17,1.7258435774759362,0.26450855050857724,-0.28773019631475205
352,352,352,12-18,1.4924008678233842,-0.4693122826981903,-0.4128912864158895
353,353,353,12-19,1.0941580140565441,-1.72117790405249,-0.3283440559308592
354,354,354,12-20,1.3480348825981152,-0.9231228459939907,-0.6211394449020825
355,355,355,12-21,1.6576655365218833,0.05019272589459956,-0.8183672241105179
356,356,356,12-22,1.3465072514657428,-0.9279249130709992,-0.8099963147080479
357,357,357,12-23,1.3493915735503454,-0.9188581247420341,-0.6649915822989678
358,358,358,12-24,1.5083785644332974,-0.4190868262833708,-0.7277534208002231
359,359,359,12-25,1.3709310037093,-0.8511495095980093,-0.8638118460173277
360,360,360,12-26,1.2282402980386935,-1.2996938770015227,-0.7928413753899893
361,361,361,12-27,1.3979685149891858,-0.7661578254080276,-0.7841717238783761
362,362,362,12-28,1.4819697912480756,-0.5021020893069688,-0.7991610072489235
363,363,363,12-29,1.3659394842857504,-0.8668402156723543,
364,364,364,12-30,1.4797682652913713,-0.509022526506655,
365,365,365,12-31,,,
