,unnamed: 0,unnamed: 0,mth_day,paris,paris_norm,paris_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.3762310220120448,-0.8344890456549706,
2,2,2,01-03,1.432372674061304,-0.6580092834653128,
3,3,3,01-04,1.2335346977337651,-1.283051074999482,
4,4,4,01-05,1.0995458980943182,-1.704241236551905,-1.3647725161440185
5,5,5,01-06,1.0395249986531032,-1.8929153078190115,-1.3864239001180512
6,6,6,01-07,1.0640157964793029,-1.8159291483734283,-1.4083794288451614
7,7,7,01-08,1.3349046585682158,-0.9643973494991672,-1.4986681799976642
8,8,8,01-09,1.3904657843739658,-0.7897424558279749,-1.279561114198956
9,9,9,01-10,1.0611990285916524,-1.824783581914498,-1.2286079144663564
10,10,10,01-11,1.5177592670488484,-0.38959884175965576,-1.0424715946566054
11,11,11,01-12,1.1367802343138291,-1.5871961094234146,-0.9093176841737728
12,12,12,01-13,1.4192973439212695,-0.6991112295149212,-0.7112920738392975
13,13,13,01-14,1.5890577836146451,-0.16547388660217252,-0.2627983785509034
14,14,14,01-15,1.7684406220879687,0.3984112061788782,-0.2617702227383952
15,15,15,01-16,1.9172465438905937,0.8661785898158666,0.2305354329846803
16,16,16,01-17,1.519721725468853,-0.3834299068846066,0.1388094728570802
17,17,17,01-18,2.0764523808271904,1.3666378249150382,-0.02799091273076225
18,18,18,01-19,1.2442184496568809,-1.2494669902805216,-0.2567739936931065
19,19,19,01-20,1.2706830614425522,-1.1662762001292273,-0.4722959074156005
20,20,20,01-21,1.3317584790439851,-0.9742872795951872,-0.6065741626652709
21,21,21,01-22,1.50587621544935,-0.4269528925190974,-0.8453617471133515
22,22,22,01-23,1.263422544515502,-1.1890994383826283,-0.8338387899237502
23,23,23,01-24,1.6206744724675826,-0.06608768177344577,-0.819565148175703
24,24,24,01-25,1.2662125132851585,-1.1803292471429134,-0.7914529351701868
25,25,25,01-26,1.2979274032940604,-1.0806343496409432,-0.9077988696798359
26,26,26,01-27,1.38541673632997,-0.8056140015620902,-0.5925879780381028
27,27,27,01-28,1.2838047589307149,-1.1250284995769928,-0.3829049765378108
28,28,28,01-29,1.8650709142022992,0.7021659114677704,-0.15427419598620132
29,29,29,01-30,2.020899970218061,1.1920103272283062,-0.16026830540571524
30,30,30,01-31,1.702603957954654,0.19145543616674315,0.0041729457363247815
31,31,31,02-01,1.2864863450831856,-1.1165990061580269,0.22896914350961986
32,32,32,02-02,1.6992885386131074,0.1810335052901499,0.07347749590193359
33,33,33,02-03,1.7128770704795688,0.22374868706277745,-0.3061576760080668
34,34,34,02-04,1.5682813718237691,-0.23078397417834715,-0.4369673313609301
35,35,35,02-05,1.2962838852033831,-1.085800704231696,-0.4336097206405028
36,36,36,02-06,1.45292535239494,-0.5934024959504368,-0.5450622689040561
37,37,37,02-07,1.2928950735553095,-1.0964533418354627,-0.5418426526316642
38,38,38,02-08,1.4865571713340209,-0.4876817842911694,-0.3926986940953197
39,39,39,02-09,1.7190224066106037,0.24306638469712802,-0.2573308881321655
40,40,40,02-10,1.8529549725190648,0.6640797770397198,-0.4498808622601401
41,41,41,02-11,1.5546627100644828,-0.2735938684527706,-0.1369410512455191
42,42,42,02-12,1.0854019542853266,-1.7487023407182842,0.042221018872801296
43,43,43,02-13,1.8902085931688348,0.7811855242522631,-0.02541542433884169
44,44,44,02-14,1.828526850220992,0.5872906364187529,-0.2240504370940989
45,45,45,02-15,1.5899235814470667,-0.16275227457272995,-0.3873892617188256
46,46,46,02-16,1.47381695807904,-0.5277302994918233,-0.1953491712371892
47,47,47,02-17,1.2428951279540257,-1.2536268162011308,-0.2126765718348108
48,48,48,02-18,1.4519521288399049,-0.5964617978284661,-0.2775332123940433
49,49,49,02-19,1.8571354900594472,0.6772211206665337,-0.2671017453900647
50,50,50,02-20,1.7047338814800006,0.1981507930633577,-0.3859095080706192
51,51,51,02-21,1.6098342992642631,-0.10016347254885814,0.37732610251642223
52,52,52,02-22,1.2470465684183432,-1.2405768755751505,0.5267076401617766
53,53,53,02-23,2.699695869847564,3.3257868473211176,0.3941973045487607
54,54,54,02-24,1.7370792008060156,0.2998274280436604,0.2282540454436864
55,55,55,02-25,1.6042107672715178,-0.11784089301156235,0.19335813836657825
56,56,56,02-26,1.3879951711483831,-0.7975087615670882,0.3367863917426885
57,57,57,02-27,1.5432278901635683,-0.3095389150115068,-0.392952009942421
58,58,58,02-28,1.5208105058296242,-0.3800073553184891,-0.5797465244168736
59,59,59,02-29,1.306831818148766,-1.0526435627895394,-0.7710766444146362
60,60,60,03-01,1.3805413460553402,-0.8209396588030551,-0.6337415054514187
61,61,61,03-02,1.239015725408972,-1.265821612998138,-0.6630262308705179
62,62,62,03-03,1.6501290778404256,0.026502072212216714,-0.5797709358432241
63,63,63,03-04,1.4873316385671849,-0.4852472675261027,-0.4917159564257834
64,64,64,03-05,1.6797212980934182,0.11952441484527412,-0.2288946286820668
65,65,65,03-06,1.4749038493320106,-0.5243136862848947,-0.14686234405542375
66,66,66,03-07,1.8821928674616863,0.7559883076592447,-0.12278092818342218
67,67,67,03-08,1.395592136998833,-0.7736279052382794,0.18145492237039007
68,68,68,03-09,1.696093684341419,0.17099056744422614,0.1725681195801421
69,69,69,03-10,2.068031761372658,1.3401678357967708,0.09052637284154556
70,70,70,03-11,1.6627589070331563,0.06620359810378634,-0.09407033859117336
71,71,71,03-12,1.3183093772487415,-1.0165641667164742,-0.09464253445270636
72,72,72,03-13,1.5298499966154842,-0.3515919609370688,-0.31103405768071996
73,73,73,03-14,1.3944999770628619,-0.7770610804074775,-0.8848402993853358
74,74,74,03-15,1.283063517502666,-1.1273585719238557,-1.1486241896110905
75,75,75,03-16,0.9727980654822372,-2.1026696144309245,-1.0112311803430674
76,76,76,03-17,1.1592701263080614,-1.5164997432507412,-1.2276847465923302
77,77,77,03-18,1.5805537419720983,-0.19220611110833494,-1.1183163698876708
78,78,78,03-19,1.11670140721084,-1.6503133584326461,-0.94626211186716
79,79,79,03-20,1.6032532507740984,-0.12085082017952276,-0.7229889059289875
80,80,80,03-21,1.611466395006556,-0.0950330238007894,-0.6203297033200298
81,81,81,03-22,1.398963416710414,-0.7630303788018901,-0.4668242733329454
82,82,82,03-23,1.3552174857452073,-0.9005445275969955,-0.17766079255202613
83,83,83,03-24,1.8735521571244904,0.7288264688141718,-0.15088657397227787
84,84,84,03-25,1.6686326424504467,0.08466752625286945,-0.16767792268965478
85,85,85,03-26,1.654357655429165,0.03979449129896668,-0.1933087518440145
86,86,86,03-27,1.5794164632036451,-0.19578111610505106,0.1023260076508418
87,87,87,03-28,1.3500414188247305,-0.916815353728048,0.10189645243546128
88,88,88,03-29,1.9195005603129245,0.8732640293721422,0.0665909794710695
89,89,89,03-30,1.8727322578066776,0.7262491375218887,0.35017341820405584
90,90,90,03-31,1.6012444880011691,-0.12716531153348132,0.2165680815654046
91,91,91,04-01,2.195636261148885,1.7412891236968844,0.3150735483769864
92,92,92,04-02,1.324401693404816,-0.9974131359369584,0.3720569943948271
93,93,93,04-03,1.5380604723661482,-0.3257825528585571,0.3539939695485943
94,94,94,04-04,2.0282658292324283,1.2151647054791863,0.3642378159461293
95,95,95,04-05,1.838255056229836,0.6178709884444921,-0.04057730036801485
96,96,96,04-06,1.620797091187876,-0.06570223314827185,0.14742995120709215
97,97,97,04-07,1.4229587896108755,-0.6876015741879803,0.2024803312418436
98,98,98,04-08,1.6832543200076544,0.13063037351368356,-0.3242080119496464
99,99,99,04-09,1.643136065490614,0.00451972734995171,-0.545580902223043
100,100,100,04-10,1.0229668645812768,-1.944965353669753,-0.6165082296653546
101,101,101,04-11,1.4157168697092233,-0.7103663531958877,-0.42226696387661417
102,102,102,04-12,1.4854168995338053,-0.4912661978021408,-0.4572650670348477
103,103,103,04-13,1.793710384769978,0.4778460205444621,-0.3247470457410325
104,104,104,04-14,1.6164528475153452,-0.07935824543571693,-0.07114095754766832
105,105,105,04-15,1.896075458067708,0.7996278551128427,-0.15929597223120284
106,106,106,04-16,1.5070291021184463,-0.42332882450956894,-0.010204784120540277
107,107,107,04-17,1.2474538995186268,-1.2392964412970948,-0.1736417065633331
108,108,108,04-18,1.7699897764234809,0.4032809308618346,-0.17823205500480574
109,109,109,04-19,1.4817555616920468,-0.5027755141122949,-0.15970368847678024
110,110,110,04-20,1.6076911716680355,-0.1069003360845526,-0.12247820917531105
111,111,111,04-21,1.931440865197155,0.9107980542809956,0.4700012055178125
112,112,112,04-22,1.5780820051951412,-0.19997594870075364,0.5920218461264951
113,113,113,04-23,2.3783293970831614,2.3155800468616463,0.9760482739409432
114,114,114,04-24,2.0028926406233443,1.1354047745139304,1.259300320414843
115,115,115,04-25,2.214753311255269,1.8013830527743944,1.3693678155695164
116,116,116,04-26,2.1483391520848,1.5926119427588448,1.660090324433218
