,unnamed: 0,unnamed: 0,mth_day,1960s,1960s_norm,1960s_ravg
0,0,0,01-01,,,
1,1,1,01-02,4.271802983257474,-0.7920837046495193,
2,2,2,01-03,4.120329291040208,-1.039691072908445,
3,3,3,01-04,3.396047542710486,-2.223642523201633,
4,4,4,01-05,3.39007324762713,-2.2334084400492284,-1.7792780995283082
5,5,5,01-06,3.2470171606197886,-2.467255920088869,-1.948051075675001
6,6,6,01-07,3.582053406410529,-1.9195869362721545,-2.0789246240627506
7,7,7,01-08,3.6523222459144034,-1.804721561529676,-1.9306988253070456
8,8,8,01-09,3.6399582973837328,-1.8249323632349441,-1.628720128289376
9,9,9,01-10,3.94010992285504,-1.3342877306674048,-1.2277917084303522
10,10,10,01-11,4.498485211209559,-0.4215362579432086,-0.6730616720097057
11,11,11,01-12,4.718623805395587,-0.061685400934726124,-0.5775818440354139
12,12,12,01-13,5.618188455006961,1.4087932822517255,-0.5235206979817453
13,13,13,01-14,4.0027806876941705,-1.2318425936839252,-0.2662131805238511
14,14,14,01-15,3.838389582910331,-1.500565486912932,-0.39329814579137984
15,15,15,01-16,4.884556446688261,0.20955737407996056,-0.09274986606544536
16,16,16,01-17,4.032020201309393,-1.1840460495483809,-0.02076722293354934
17,17,17,01-18,5.821785426305723,1.7416042774208809,0.17507229942586722
18,18,18,01-19,5.882400545481043,1.8406891410431017,0.42863475210993984
19,19,19,01-20,4.721609107278828,-0.0568054595274259,0.3866053265349863
20,20,20,01-21,4.769089856956099,0.020809229191503745,0.17600552137358486
21,21,21,01-22,4.730287557558476,-0.042619179369761166,-0.3598618799305473
22,22,22,01-23,3.2590142049447994,-2.4476448805167896,-1.0433378048027422
23,23,23,01-24,3.85488562719648,-1.4736001304039117,-1.4185539402671556
24,24,24,01-25,3.3737040730786307,-2.2601664081900683,-1.7653572910632849
25,25,25,01-26,3.3443793305254528,-2.308102272313905,-2.2062106016348437
26,26,26,01-27,3.4961491269336418,-2.0600108755852724,-1.997407705997124
27,27,27,01-28,3.112136712984689,-2.6877390427991106,-1.704149675279613
28,28,28,01-29,4.025424649923832,-1.194827506690476,-1.3623788261268563
29,29,29,01-30,4.931288409492387,0.2859480539011537,-1.0413603057786365
30,30,30,01-31,4.628173019881439,-0.2095413132735276,-0.8487286759911052
31,31,31,02-01,4.522676912439569,-0.3819911502245861,-0.4700162191430626
