,unnamed: 0,unnamed: 0,mth_day,colorful,colorful_norm,colorful_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.3265587821349873,-0.04855856255821908,
2,2,2,01-03,0.32617800054552804,-0.05150874016765791,
3,3,3,01-04,0.272144963034941,-0.4701399498856784,
4,4,4,01-05,0.2198557683109688,-0.8752604067578025,-0.2534213272866437
5,5,5,01-06,0.3682320581129939,0.2743130496876697,-0.24494827232308936
6,6,6,01-07,0.28773239620278684,-0.3493733540381742,-0.38111075633652747
7,7,7,01-08,0.3331205226748297,0.002279767223107105,-0.15459328819759907
8,8,8,01-09,0.22073045002216668,-0.8684836442482867,0.044298367504218165
9,9,9,01-10,0.44756561828419616,0.888964858947892,-0.0890645152498483
10,10,10,01-11,0.3738823202297964,0.3180895274531009,-0.07140362719421763
11,11,11,01-12,0.2649525871262377,-0.5258642468367292,0.0986486383977271
12,12,12,01-13,0.30140941890861345,-0.24340802570439016,0.19431104959732934
13,13,13,01-14,0.4648131470973465,1.0225933607747757,0.0895995600683435
14,14,14,01-15,0.2948137557964729,-0.29450917705067325,0.2915136265553993
15,15,15,01-16,0.3664744854183001,0.260695921773977,0.2623058912962751
16,16,16,01-17,0.5302495008194945,1.529573926375436,0.18020771902192603
17,17,17,01-18,0.2423334041572673,-0.7011106583914745,-0.01219769014896018
18,18,18,01-19,0.2378305907791217,-0.7359970593504849,-0.04460012843713237
19,19,19,01-20,0.315809702782151,-0.13183909425054144,0.16016884812314605
20,20,20,01-21,0.26972051683841364,-0.4889238067797064,-0.1659471359401894
21,21,21,01-22,0.5250525780398034,1.4893097811356475,-0.1574461252241238
22,22,22,01-23,0.27769732424051524,-0.4271219780045768,-0.1473709203235586
23,23,23,01-24,0.2489167943140853,-0.6501045940950808,-0.19588402399479216
24,24,24,01-25,0.24563307532898285,-0.6755458299470936,-0.391998510597141
25,25,25,01-26,0.2782399713874696,-0.42291771627794295,-0.7605101410211916
26,26,26,01-27,0.11784467244412865,-1.6656107263937991,-0.7216931801777663
27,27,27,01-28,0.23966817829757114,-0.7217600014086561,-0.7242380624369841
28,28,28,01-29,0.30775812600509284,-0.19422021294402486,-0.6168492875729944
29,29,29,01-30,0.2469459753873509,-0.6653738876503869,-0.4334638799669322
30,30,30,01-31,0.3287975632946611,-0.03121318076315535,0.160167146355865
31,31,31,02-01,0.4202581063671384,0.67739472935843,0.5252964367331442
32,32,32,02-02,0.577567026174325,1.8961754315429842,0.3990428601793736
33,33,33,02-03,0.5224332113651038,1.4690157408550186,0.3782361568204769
34,34,34,02-04,0.20998427523504604,-0.951741672266648,0.09962332497391024
35,35,35,02-05,0.2308327565403349,-0.7902141078037669,-0.07476281796301698
36,36,36,02-06,0.11303298705721415,-1.7028901718425555,-0.5547939968480486
