,unnamed: 0,unnamed: 0,mth_day,on dvr,on dvr_norm,on dvr_ravg
42,42,42,02-12,5.309488453253627,-1.5769329428500458,0.07174640592862977
43,43,43,02-13,6.19819907407493,-0.38898419571657694,-0.2426803159973377
44,44,44,02-14,6.806591353643838,0.42426010377389056,-0.5071166858783994
45,45,45,02-15,5.594425575634742,-1.1960545223450194,-0.8216024226810841
46,46,46,02-16,6.057513651491193,-0.5770398660132182,-0.7830836831856433
47,47,47,02-17,5.2811126962305455,-1.6148631129355355,-0.9339688100480468
48,48,48,02-18,5.482384866366647,-1.3458205058774022,-1.0273140840257058
49,49,49,02-19,5.520931396878472,-1.2942949568909985,-0.8028974659049629
50,50,50,02-20,6.387598851210062,-0.13581154009206334,-0.6965880945034847
51,51,51,02-21,6.601748993386339,0.1504451863794375,-0.35555458486508346
52,52,52,02-22,6.534697205168777,0.060816362395651,0.033048249683039245
53,53,53,02-23,6.811886323306358,0.4313379448948717,0.3294947855770984
54,54,54,02-24,7.226679645973222,0.9857965014113342,0.6134581662378759
55,55,55,02-25,6.851570545699262,0.4843842584733564,0.5212040626938774
56,56,56,02-26,7.662205720874293,1.5679687438726009,0.467519774963618
57,57,57,02-27,6.187654352527116,-0.40307943488455295,0.4040093634338087
58,58,58,02-28,6.293728240174793,-0.2612893639859053,0.3266769039373479
59,59,59,02-29,6.526811513157508,0.050275475716015414,-0.01115819111101782
60,60,60,03-01,6.879562761067668,0.5218017444325698,-0.4099297933455926
61,61,61,03-02,5.335153421912738,-1.5426263118168382,-0.5481505139921788
62,62,62,03-03,5.872267094096258,-0.8246608695348474,-0.4958936214165814
63,63,63,03-04,5.567232523289422,-1.2324037587640704,-0.5536502326105003
64,64,64,03-05,6.5282901548455134,0.0522519914676794,-0.7036823710587292
65,65,65,03-06,6.267563390300998,-0.2962641914474981,-0.6884056202284805
66,66,66,03-07,6.206123834218952,-0.3783910862568031,-0.666664692845131
67,67,67,03-08,5.403725121225066,-1.4509658068353464,-0.5040477460140064
68,68,68,03-09,5.969854097502138,-0.6942153052347502,-0.52554260787152
69,69,69,03-10,6.297160012786323,-0.2567020777773229,-0.554220983372837
70,70,70,03-11,6.431807648818443,-0.07671717967740188,-0.5784354249977449
71,71,71,03-12,6.13883674132348,-0.4683344444554005,-0.6299487487998715
72,72,72,03-13,6.0974341377927015,-0.5236777360062506,-0.5826554036023276
73,73,73,03-14,5.172500812496806,-1.7600457496481052,-0.8203145290960997
74,74,74,03-15,6.182136478906102,-0.4104552340494875,-0.9012132773757036
75,75,75,03-16,5.230395864226528,-1.6826568307399563,-1.1605473638085708
76,76,76,03-17,6.068683009069206,-0.5621096693550256,-1.2484285346336736
77,77,77,03-18,4.974781688392894,-2.0243389630526027,-1.116021487022941
78,78,78,03-19,5.702967978856447,-1.0509647609568664,-1.0706685682998849
79,79,79,03-20,5.7668272079773795,-0.96560346398371,-0.8017616736930387
80,80,80,03-21,6.385709001634966,-0.13833772171115116,-0.6013032248787874
81,81,81,03-22,6.437419721909822,-0.06921546309887787,-0.13792729012898527
82,82,82,03-23,6.9684670423002615,0.6406410235304831,0.046388507525388735
83,83,83,03-24,7.054705333106571,0.7559166454462096,0.4324496132384921
84,84,84,03-25,6.530293605601798,0.05493002496937754,0.6866527220493657
85,85,85,03-26,7.499713104415991,1.3507631702949097,0.7073028258938345
86,86,86,03-27,7.526732988694071,1.3868809311540904,0.7862851227685163
87,87,87,03-28,6.530110420823858,0.05468515996793525,0.6709277869339221
88,88,88,03-29,7.322989438617943,1.1145348047785737,0.7020484688759886
89,89,89,03-30,6.5369088046288875,0.06377263043864329,0.30908028861530296
90,90,90,03-31,6.669982867293537,0.2416541166217767,-0.07101548151576814
91,91,91,04-01,5.7358238981592455,-1.0070459112692036,-0.2464960398599305
92,92,92,04-02,5.820623283238318,-0.8936936896323363,-0.5947466794652146
93,93,93,04-03,5.742442924270214,-0.9981981900970388,-0.7134883719964291
94,94,94,04-04,5.759820777317497,-0.9749690328531314,-0.594869079860837
95,95,95,04-05,6.003921147334284,-0.6486775247486423,-0.22437512942813026
96,96,96,04-06,7.20242111436226,0.9533698694353284,-0.2468066160549076
97,97,97,04-07,7.398834576830863,1.2159177913270371,-0.13817257555866014
98,98,98,04-08,5.719936614116618,-1.0282826093930009,-0.06762802195332919
99,99,99,04-09,6.230061060009026,-0.346393947119554,-0.1091403269288453
100,100,100,04-10,6.076469256545758,-0.5517017112211456,-0.6235492402770902
101,101,101,04-11,5.8175877230235,-0.8977513546017388,-0.9514863141480084
102,102,102,04-12,4.893429253353794,-2.1330836106541406,-1.1336056797088752
103,103,103,04-13,5.926846019007662,-0.7517046518984725,-0.9692777568564659
104,104,104,04-14,4.902469960836858,-2.120998802758201,-0.9706197492641548
105,105,105,04-15,6.967668489734436,0.6395735899949009,-0.8643995781741286
106,106,106,04-16,6.070445547650981,-0.5597536656672785,-0.532476774816598
107,107,107,04-17,6.2943708894064665,-0.2604303280615821,-0.4844582587195694
108,108,108,04-18,6.3833082806186425,-0.14154679050895738,-0.1705994800810758
109,109,109,04-19,6.142383425084224,-0.4635935553163004,-0.2963494434791616
110,110,110,04-20,6.3112662444497225,-0.2378461309272397,-0.3642737484835004
111,111,111,04-21,6.40322328967289,-0.11492619039361385,-0.3930213561397375
112,112,112,04-22,5.765558397856398,-0.9672994956933112,-0.5302632818970067
113,113,113,04-23,6.165333482823312,-0.4329159739990042,-0.6276288567847715
114,114,114,04-24,5.767279900589129,-0.9649983450525724,-0.5445696203733774
115,115,115,04-25,5.705345274841164,-1.0477870046428899,-0.5621593245854871
116,116,116,04-26,6.684088518479128,0.26050928754112546,-0.4490646256069177
117,117,117,04-27,6.324269595812978,-0.22046441566627245,-0.22893574192554364
118,118,118,04-28,6.273198784110623,-0.2887313018218945,-0.006128057457461071
119,119,119,04-29,7.153410842301486,0.8878573280892399,0.18575112514966907
120,120,120,04-30,6.7673814086644075,0.3718477617559229,0.09982517457091993
121,121,121,05-01,6.5666201467189875,0.10348809099989094,0.4026345793450317
122,122,122,05-02,6.298398622002872,-0.25504641593136945,0.5372313699764991
123,123,123,05-03,7.6834693159525616,1.5963920129783984,0.5306846420294477
124,124,124,05-04,6.87735412827653,0.5188494419669105,0.5112584281690401
125,125,125,05-05,7.1240249954513875,0.8485769604069305,0.2436130335250567
126,126,126,05-06,6.680184300430156,0.2552904785934783,0.08858835894789162
127,127,127,05-07,5.365258697037054,-1.5023842768640097,-0.18233047575545672
128,128,128,05-08,5.60255004207783,-1.18519446339436,-0.17959053473965314
129,129,129,05-09,6.467414601324309,-0.029120995241691726,-0.2584876242416526
130,130,130,05-10,6.889652712809125,0.5352890880617321,-0.07021129577093428
131,131,131,05-11,6.769885063599068,0.3751944233949337,0.3595953462505422
132,132,132,05-12,7.525287289081409,1.3849484494177884,0.6025670567466476
133,133,133,05-13,7.294502169463277,1.076455575264849,0.5924678764146926
134,134,134,05-14,6.693160425049581,0.27263579958227235,0.5649353721616536
135,135,135,05-15,6.422083106118365,-0.08971607723342136,0.6165960795061555
136,136,136,05-16,6.766069457185383,0.3700940625434988,0.5187206683328424
137,137,137,05-17,7.0017709226833995,0.6851586674619455,0.44318928790496176
138,138,138,05-18,7.085960671816821,0.7976959823779096,0.34596844781176106
139,139,139,05-19,6.955469664129055,0.623267292697565,0.30196104052891376
140,140,140,05-20,6.2567719359107175,-0.3106892409769322,-0.061970984220416386
141,141,141,05-21,6.22455008792319,-0.35376052093050514,-0.10736160553758883
142,142,142,05-22,5.132512842396212,-1.8134980859524816,-0.2947686209562161
143,143,143,05-23,6.798029166916977,0.4128149395589109,-0.4723013415312582
144,144,144,05-24,6.244759708791215,-0.32674611013385385,-0.3691387195722296
145,145,145,05-25,6.158590768306048,-0.4419290307526875,-0.2872393718242185
146,146,146,05-26,6.7198308920887015,0.30828649077723924,0.02227133805008271
147,147,147,05-27,6.592166049593044,0.13763556555756104,-0.033369024740216364
148,148,148,05-28,6.52179224920716,0.04356617329332546,0.27646091446578186
149,149,149,05-29,6.548280102519673,0.07897276281711647,0.23827997765224795
150,150,150,05-30,7.635472018317411,1.5322335251021355,0.050258331698256484
151,151,151,05-31,5.987210626826178,-0.6710146516338907,-0.06381395690650297
152,152,152,06-01,5.875871079309803,-0.8198433849467096,-0.012946801412253649
153,153,153,06-02,6.080137624112232,-0.5467981660709956,0.05934991398295882
154,154,154,06-03,6.750116146754714,0.3487691062588214,-0.21198591096950228
155,155,155,06-04,6.8727933896994005,0.5127530551883913,-0.010602067798768804
156,156,156,06-05,6.417545588276893,-0.0957814246126312,0.35854815625549624
157,157,157,06-06,6.891148413971474,0.5372884073905102,0.5590445348250237
158,158,158,06-07,7.532850265931548,1.3950579593788808,0.7209904111172647
159,159,159,06-08,6.980091910023497,0.6561801053461691,0.6286702765608496
160,160,160,06-09,7.477031448141655,1.3204443640122672,0.6152188483791117
161,161,161,06-10,6.4584023599824265,-0.04116775215009909,0.6333015264073945
162,162,162,06-11,6.3571670890234255,-0.17648999370305904,0.39661975517894943
163,163,163,06-12,6.9723148854479815,0.6457844755602066,0.31337731772497635
164,164,164,06-13,6.4704731001502465,-0.02503266799178944,0.10302389215786313
165,165,165,06-14,6.606447314091681,0.15672548062233052,0.35691346399812085
166,166,166,06-15,6.532832514246236,0.05832381060958788,0.6423555453015749
167,167,167,06-16,7.598018995235428,1.482169678891447,0.676868533143034
168,168,168,06-17,7.638411300421463,1.536162494117666,0.7108260565231298
169,169,169,06-18,7.1272309569956445,0.8528624026089598,0.8165880959755706
170,170,170,06-19,6.622895896626103,0.17871247228878562,0.8982002854487591
171,171,171,06-20,7.081174096545429,0.7912977173369746,1.0217211160423425
172,172,172,06-21,6.89915952834504,0.5479969474487185,0.9179256327305024
173,173,173,06-22,8.152458440402096,2.2232946624529486,0.7884591809336344
174,174,174,06-23,7.172511663075497,0.913389594246625,0.7543115371388506
175,175,175,06-24,6.546103811420237,0.07606369182775215,0.7683730114496922
176,176,176,06-25,6.469619719738798,-0.026173390479917763,0.7261827571715133
177,177,177,06-26,7.144290867843544,0.8756665632020247,0.7773377847462984
178,178,178,06-27,6.709783039691074,0.2948554217796453,1.0317503280001248
179,179,179,06-28,8.382074489531245,2.53022482790166,1.0928082640319576
180,180,180,06-29,8.31447572409453,2.4398648537695826,1.0837974082715225
181,181,181,06-30,6.8201703637080575,0.4424113080187491,1.1603071877031208
182,182,182,07-01,6.429173312082013,-0.08023852504252976,1.0608287150103346
183,183,183,07-02,7.487715045401522,1.3347252397916174,0.8235019658278095
184,184,184,07-03,6.263260870589976,-0.3020154143770743,0.5822089645527189
185,185,185,07-04,7.316802255628346,1.1062643328065105,0.6878900447334518
186,186,186,07-05,7.231400447587191,0.992106846119038,0.8179600050666517
187,187,187,07-06,7.294533749854714,1.0764977891031464,0.5588198041870899
188,188,188,07-07,7.013009384859653,0.7001812369566692,0.4575555600547425
189,189,189,07-08,6.324530273200788,-0.2201159654857531,0.4307533842120892
190,190,190,07-09,5.8087230322176575,-0.9096008791711588,0.1323961780457746
191,191,191,07-10,7.19649717484117,0.9454512777505908,-0.0981707779318456
192,192,192,07-11,5.892185004706888,-0.7980363908788496,-0.3084218501883817
193,193,193,07-12,6.259603734150626,-0.3069039467625747,-0.4631004466630228
194,194,194,07-13,6.069269877220147,-0.5613251965825472,-0.3740868354780266
195,195,195,07-14,5.630235110219475,-1.1481875443335994,-0.6092121740522057
196,196,196,07-15,6.20827229820401,-0.3755192120611815,-0.2904819903322353
197,197,197,07-16,6.141106261120544,-0.4653007536944842,-0.2292031032352068
198,198,198,07-17,7.322847228805879,1.1143447114409737,0.17795104543645687
199,199,199,07-18,6.534662054267463,0.0607693758195965,0.4650846479402116
200,200,200,07-19,7.896834662868142,1.8815996954474348,0.361052638603486
201,201,201,07-20,6.91907193633096,0.5746140706889289,0.5553148144090847
202,202,202,07-21,5.741310982780147,-0.9997112680815352,0.056448693148231865
203,203,203,07-22,7.013077510446978,0.7002723011391079,-0.2832568196171225
204,204,204,07-23,5.083621228177906,-1.8788520161241435,-0.4272430317494071
205,205,205,07-24,5.0098493152939785,-1.9774637007725293,-0.6762272048614922
206,206,206,07-25,7.2505336690791555,1.017682422653727,-0.6208296458989325
207,207,207,07-26,5.801473826504799,-0.9192909679835825,-0.8009503065939461
208,208,208,07-27,5.9899701903582505,-0.6673259143061762,-0.3607910271266677
209,209,209,07-28,6.2045823060439,-0.3804516630309742,0.06982537873032797
210,210,210,07-29,7.059333871300916,0.7621036606795266,-0.3418450048220356
211,211,211,07-30,6.9427275188786925,0.606234734369444,-0.593477490754628
212,212,212,07-31,5.402697170964005,-1.4523398786604542,-0.4802352893813122
213,213,213,08-01,4.671988417315659,-2.4290858835791367,-0.4200682270243796
214,214,214,08-02,6.498272660452996,0.012127293933718437,-0.6695938612543876
215,215,215,08-03,6.4746500550233925,-0.01944928888937796,-0.5378876049285654
216,216,216,08-04,5.939305342246211,-0.7350501447005217,-0.4725671750226561
217,217,217,08-05,7.533908320783544,1.396472272324377,0.010989605556815349
218,218,218,08-06,5.695896485938188,-1.0604172992249987,0.3614370496884059
219,219,219,08-07,6.842496434811047,0.4722547998976917,0.15493589235017186
220,220,220,08-08,8.071301966932495,2.1148119587232617,0.16159959186064346
221,221,221,08-09,5.547742532213769,-1.2584562329187825,-0.19024426841400024
222,222,222,08-10,5.969216231296978,-0.6950679476376918,-0.08887358536557377
223,223,223,08-11,5.954611017336607,-0.7145908893234854,-0.2018391489183037
224,224,224,08-12,6.150912089342454,-0.4521932009344399,-0.5963442684456507
225,225,225,08-13,6.335435689848982,-0.20553858141868805,-0.3184293021857116
226,226,226,08-14,6.3005140072414685,-0.2522187584408199,-0.17596323512523618
227,227,227,08-15,6.795200300722964,0.4090335646408517,-0.08776460171694174
228,228,228,08-16,6.60869385459747,0.1597284547251608,0.17792038026218435
229,229,229,08-17,6.350502148705775,-0.1853990888737186,0.17338536915368474
230,230,230,08-18,7.3434739697130595,1.1419166909403171,0.3938942755226122
231,231,231,08-19,6.315079697821255,-0.23274864806968565,0.22060358003554506
232,232,232,08-20,7.2902971483843695,1.0708346797727446,0.07502890022124105
233,233,233,08-21,6.0173622907558695,-0.6307106082815509,0.2576634165113333
234,234,234,08-22,5.955262815325048,-0.7137196241606633,0.20187821025911126
235,235,235,08-23,7.17028112358438,0.9104080088668352,0.575077647159948
236,236,236,08-24,7.0930747564438725,0.8072054534269844,0.9748606979414044
237,237,237,08-25,7.990234307270278,2.006447973335334,1.401189469555676
238,238,238,08-26,9.084775794594373,3.4695329844614826,1.7507774659512452
239,239,239,08-27,7.930994885812942,1.92726202140408,1.6052598073351287
240,240,240,08-28,7.524434377943693,1.3838083542127495,1.1409540699459566
241,241,241,08-29,6.517106031437103,0.03730205717013828,0.6699788351941786
242,242,242,08-30,5.0089775706601625,-1.978628970908048,0.1080953611626491
243,243,243,08-31,5.8762002080162326,-0.8194034351753352,-0.057684611082257524
244,244,244,09-01,6.562688142711755,0.09823214027230638,-0.4852488330498301
245,245,245,09-02,7.186869741984882,0.93258218793464,-0.3328346787888449
246,246,246,09-03,5.6052563019736175,-1.1815769775926854,-0.011005542768381765
247,247,247,09-04,7.201236948610497,0.9517869827360492,0.12538801881782766
248,248,248,09-05,6.45354984851953,-0.04765415478526897,0.21316220118331888
249,249,249,09-06,6.488420594219598,-0.0010420656580788462,0.2945880711542581
250,250,250,09-07,6.956674069917858,0.6248772344652537,0.4491951705563662
251,251,251,09-08,7.552360436566125,1.4211374077602752,0.3488490561696049
252,252,252,09-09,6.299230540969592,-0.2539343811800365,0.4680514136973361
253,253,253,09-10,6.750820255993816,0.3497102964154815,0.6688455366511161
254,254,254,09-11,6.988605261057107,0.6675599903811178,0.5654802467351127
255,255,255,09-12,7.389711344842228,1.2037226720646008,0.2935151360071672
256,256,256,09-13,6.492705412039532,0.0046854949692326535,0.34870813633222336
257,257,257,09-14,6.331609374805317,-0.21065325660739795,0.32460618394824603
258,258,258,09-15,6.5469715602798795,0.07722362077030036,0.31003600632425576
259,259,259,09-16,6.642635482275982,0.20509858211161727,0.0772890767223298
260,260,260,09-17,6.9232051082326445,0.5801389246371766,0.20023292586710986
261,261,261,09-18,6.344996231669719,-0.19275890554695496,0.3846471102774415
262,262,262,09-19,7.044555000314787,0.742348589837913,0.667797242208025
263,263,263,09-20,7.159376623406053,0.8958318498545922,0.7395010973576602
264,264,264,09-21,7.817928056378902,1.7761244123538018,0.7992508900402892
265,265,265,09-22,6.9644876385028205,0.635321713009428,0.6660161714951403
266,266,266,09-23,7.191399887563257,0.93863768073295,0.09150243638700066
267,267,267,09-24,5.746954726669131,-0.9921672168178481,-0.2244398708436604
268,268,268,09-25,4.465774765408124,-2.7047338208109246,-0.6950467957519804
269,269,269,09-26,5.741228148498174,-0.999821993529374,-0.9378840297040641
270,270,270,09-27,5.705547164152981,-1.0475171370961178,-1.1510934288973682
271,271,271,09-28,5.874480871132557,-0.8217016907030735,-1.0840471336614268
272,272,272,09-29,6.234381541548388,-0.340618714426876,-0.9536706704206857
273,273,273,09-30,6.047900814486541,-0.5898894454021999,-1.0760362447682523
274,274,274,10-01,5.050986616677396,-1.9224750413664757,-1.0652747310784183
275,275,275,10-02,5.191974222478266,-1.7340154396147742,-0.9186803517292959
276,276,276,10-03,5.753851629486254,-0.9829480549571138,-0.8239264903262664
277,277,277,10-04,6.532488965478238,0.057864585391659874,-0.9555221361586936
278,278,278,10-05,6.65969667334628,0.2279044539913018,-0.679303903853326
279,279,279,10-06,5.457216502285432,-1.3794633203967643,-0.31763204472396994
280,280,280,10-07,6.2908283723420615,-0.2651656475342691,-0.13435292475932414
281,281,281,10-08,6.815385787511044,0.4360157151613618,0.18905533397861995
282,282,282,10-09,6.5765239924837235,0.11672666483076108,0.17924431967877888
283,283,283,10-10,7.984149342722324,1.9983141378193243,0.14786181351111685
284,284,284,10-11,6.615658649162134,0.16903836819225554,0.34660311699944457
285,285,285,10-12,5.316352008224606,-1.5677583574027365,0.1995460025466915
286,286,286,10-13,7.182904773611767,0.9272821733956972,0.18274467326994684
287,287,287,10-14,6.1553006459751565,-0.4463269715551568,0.06847084029371693
288,288,288,10-15,6.501109022899278,0.015918689170293102,0.2195153177008352
289,289,289,10-16,7.471216258902039,1.312671139961945,0.6491684207690472
290,290,290,10-17,7.293641592173872,1.0753052326349652,0.6933937469082263
291,291,291,10-18,7.244906300925837,1.0101602610065363,0.3869976465433127
292,292,292,10-19,7.381415949168866,1.1926341302307712,0.7116596656580745
293,293,293,10-20,4.780001572359809,-2.2847035737446397,0.8027060077488349
294,294,294,10-21,7.95839706799788,1.963890803858864,0.67820670232138
295,295,295,10-22,7.8798897041069855,1.858949192506508,0.6970117999222843
296,296,296,10-23,6.7348101344098605,0.3283094000702355,0.3474186283451617
297,297,297,10-24,7.329315447383538,1.1229908466119625,0.7396749010441335
298,298,298,10-25,5.812221157069203,-0.9049248992319648,0.4429381579670582
299,299,299,10-26,6.540695288174742,0.06883406244919209,0.30852609666748
300,300,300,10-27,6.626455286181816,0.18347034539641274,0.12752671646688304
301,301,301,10-28,7.276563541770463,1.0524768247090386,0.060117476021560735
302,302,302,10-29,5.922370682281183,-0.7576868811333461,0.34996122018107884
303,303,303,10-30,7.026740232401518,0.7185354039400286,0.4960188065426911
304,304,304,10-31,7.113222809378209,0.8341375657251437,0.7902296822691873
305,305,305,11-01,7.196293916807357,0.9451795806188656,0.8760138979439033
306,306,306,11-02,7.947059381182711,1.94873559975539,1.1318346013403702
307,307,307,11-03,7.6616172425445415,1.5671821187573347,1.1426560071221212
308,308,308,11-04,7.070655454749772,0.7772373392454542,1.0666617193225767
309,309,309,11-05,7.075313531242896,0.7834638386305347,1.030516195535517
310,310,310,11-06,6.772112483606128,0.3781718389278777,0.5805191372585933
311,311,311,11-07,7.034049993596589,0.7283064378965072,0.6152692445991366
312,312,312,11-08,5.927188577863718,-0.7512467499061529,0.7732671394111025
313,313,313,11-09,7.817597656056867,1.775682762800595,0.6336116989575159
314,314,314,11-10,7.779849723571331,1.7252247081172498,0.6081007030946398
315,315,315,11-11,6.4484517740194525,-0.05446880409098488,0.7139096464595912
316,316,316,11-12,6.657603033468112,0.22510586375062075,1.0104626090068642
317,317,317,11-13,7.508987310412061,1.3631600980862155,0.7353028021477007
318,318,318,11-14,7.2583054366729804,1.028071025377485,0.7049230270933857
319,319,319,11-15,6.582506781796771,0.12472392164561467,0.7408765909585048
320,320,320,11-16,7.643486119598952,1.5429460577913598,0.7781514197036015
321,321,321,11-17,6.609834059949257,0.16125257909972954,0.7832587726029471
322,322,322,11-18,6.824915990066604,0.448754836221201,0.8978106661961114
323,323,323,11-19,7.53191233361807,1.3938042154822885,0.9188690417406667
324,324,324,11-20,7.772486632033924,1.7153823869364713,0.6062777747173712
325,325,325,11-21,6.6770300617725225,0.2510741749129475,0.4773812445812803
326,326,326,11-22,6.2403792280772485,-0.3326015443484141,0.6339548430777171
327,327,327,11-23,6.031265082480973,-0.6121266017168161,0.4088483217431967
328,328,328,11-24,7.527717118110691,1.3881964271998213,0.28361765554767393
329,329,329,11-25,6.521492194825759,0.04316508747516706,0.4603193667660467
330,330,330,11-26,7.210372365560517,0.9639983897633344,0.4052964968164383
331,331,331,11-27,7.470178863129472,1.3112844422231842,0.5715825741631332
332,332,332,11-28,5.993401861266023,-0.6627387640460648,0.42762843593345945
333,333,333,11-29,6.7776619454229925,0.3855898623633536,0.3820654145938816
334,334,334,11-30,6.8815600922393605,0.5244715978217784,0.2725640369382953
335,335,335,12-01,6.316976598952289,-0.2302130405622997,0.05184993353308539
336,336,336,12-02,6.718861073249773,0.3069901238298169,-0.13207828970027286
337,337,337,12-03,6.479474668182127,-0.013000178208075508,-0.3616657078292108
338,338,338,12-04,5.167815913131283,-1.7663081034462145,-0.6685795510963315
339,339,339,12-05,5.747128713797612,-0.991934646410274,-0.7443779707864001
340,340,340,12-06,5.503937061716833,-1.317011461780946,-0.8588157837022217
341,341,341,12-07,5.976745452873392,-0.6850035587027115,-0.6858175097909923
342,342,342,12-08,6.205191943968259,-0.3796367536651128,-0.5019742779216989
343,343,343,12-09,7.256000105561402,1.0249894652593006,-0.3673955871613968
344,344,344,12-10,5.993020366383664,-0.663248712230454,-0.11067252165177703
345,345,345,12-11,6.351202814318394,-0.18446250184846125,-0.07964461226455873
346,346,346,12-12,6.656272204855305,0.2233269312767729,0.051658485361956163
347,347,347,12-13,6.116018292787608,-0.4988361023794017,-0.22750524275161696
348,348,348,12-14,6.7945631151858485,0.40818183209397657,-0.021252150905711642
349,349,349,12-15,6.002937105724444,-0.6499929034221381,0.1988321737431761
350,350,350,12-16,6.918814414702622,0.5742698388449778,0.1676831835254552
351,351,351,12-17,7.339080164736316,1.1360434460448652,0.0523951034007912
352,352,352,12-18,6.516455877756284,0.03643298997044751,-0.3912014973249682
353,353,353,12-19,5.598532627645315,-1.1905645831273857,-0.20152921317336972
354,354,354,12-20,4.803421604864865,-2.25339777226058,-0.3436676004571906
355,355,355,12-21,6.8543060244982925,0.4880408014874522,-0.5090134379193613
356,356,356,12-22,6.280807625047657,-0.2785604848579471,-0.581816758610329
357,357,357,12-23,6.596903691807821,0.14396842127184134,-0.4924838967893638
358,358,358,12-24,6.1896686262763865,-0.40038693417535903,-0.0266806021962364
359,359,359,12-25,5.999514891973933,-0.654567412201595,-0.2707030834436592
360,360,360,12-26,6.8942407725303045,0.5414219952981848,-0.4714354942498518
361,361,361,12-27,5.758979119223717,-0.9760940859970844,-0.6438563459765074
362,362,362,12-28,5.379793877491668,-1.482954949695103,-0.4389542717196595
363,363,363,12-29,5.82297008962026,-0.8905566890880926,
364,364,364,12-30,7.109398454990537,0.8290255113657284,
365,365,365,12-31,,,
