,unnamed: 0,unnamed: 0,mth_day,psychology,psychology_norm,psychology_ravg
103,103,103,04-13,8.155276642565942,-0.2723172532060696,-0.1658215654025507
104,104,104,04-14,8.161549927460904,-0.2656448912548094,-0.2262966301722169
105,105,105,04-15,8.131331819375168,-0.2977853341019662,-0.2432145975530228
106,106,106,04-16,8.46950760125347,0.061903609987936974,-0.12804057114078002
107,107,107,04-17,8.067081099668744,-0.3661233842126524,-0.2422274904565637
108,108,108,04-18,8.760797326706019,0.3717238259428751,-0.15127807412041652
109,109,109,04-19,7.511132561614076,-0.957438769100772,-0.21211754282813106
110,110,110,04-20,8.674608065380719,0.2800516067620738,-0.13770060361649558
111,111,111,04-21,7.7881280278099325,-0.6628221463482532,-0.13328696693178346
112,112,112,04-22,8.889303767074926,0.5084052452577495,-0.13224880701930286
113,113,113,04-23,8.091979029860441,-0.3396415641043796,-0.02009533494854612
114,114,114,04-24,8.766653729231923,0.3779527854177591,-0.011335269778178622
115,115,115,04-25,8.143805687620661,-0.2845179366762315,0.4733568082861237
116,116,116,04-26,8.724024795090711,0.33261199778427875,0.2778572232991812
117,117,117,04-27,10.522342551156171,2.2453303220375602,0.4317373225951538
118,118,118,04-28,7.786463781089957,-0.6645922646639049,0.4185509558124136
119,119,119,04-29,8.960037785904714,0.5836390316714558,0.4258227543572937
120,120,120,04-30,8.692267624735377,0.2988345847213175,0.1877239071573362
121,121,121,05-01,8.184826901071611,-0.2408871454069505,-0.20528442047244425
122,122,122,05-02,7.380876525356141,-1.0959810854154666,0.0996245522404072
123,123,123,05-03,8.305328645146336,-0.11271964374112232,-0.13692816776997874
124,124,124,05-04,9.50649713674026,1.1648615716132038,-0.08462533758454943
125,125,125,05-05,7.625611431810991,-0.83567728839086,-0.05699547067805929
126,126,126,05-06,8.987315066971767,0.6126515658338937,0.13732539951875686
127,127,127,05-07,8.340690771749163,-0.07510794396800971,-0.12271963157491275
128,128,128,05-08,8.477067219463024,0.06994413576543025,-0.19412836326761354
129,129,129,05-09,6.838378940542317,-1.67298983030314,-0.14065230567970335
130,130,130,05-10,9.1036706823289,0.7364091814569991,-0.13422254162571698
131,131,131,05-11,7.927277210818766,-0.5148209428633987,-0.2475312981925979
132,132,132,05-12,9.023586248312936,0.6512301501578119,-0.4495689064315446
133,133,133,05-13,7.701500527368134,-0.7549604833692952,-0.13812030763533692
134,134,134,05-14,7.337345347145193,-1.14228151366825,-0.01128969054018871
135,135,135,05-15,8.595303224317082,0.19570176247410606,0.26610567669886703
136,136,136,05-16,9.819139597462508,1.4973928840278885,0.4253440003194643
137,137,137,05-17,9.492102542487107,1.1495512605709357,0.618873813845597
138,138,138,05-18,9.921871483044963,1.6066600918813958,0.9361000146351832
139,139,139,05-19,8.793228762244384,0.4062183977875013,1.2301519190451615
140,140,140,05-20,9.126861876585492,0.7610756910692669,0.9888399971875564
141,141,141,05-21,10.254090367829503,1.9600131889339767,1.0873179620641615
142,142,142,05-22,8.457865932675844,0.04952135288225667,0.8105899500276247
143,143,143,05-23,10.047630255814976,1.7404190498305672,0.9131127041645528
144,144,144,05-24,8.36081079365063,-0.053707980337825915,0.6076740844298588
145,145,145,05-25,9.371573686828556,1.02135492260907,0.3406546431996065
146,146,146,05-26,7.403840709405129,-1.0715560273388969,0.3064361688410485
147,147,147,05-27,8.747797058594326,0.35789654155246364,0.05420060926477269
148,148,148,05-28,8.264834823251546,-0.15578949326909108,0.12142552530857675
149,149,149,05-29,8.62473485168105,0.2270056923729123,-0.15286675478152498
150,150,150,05-30,8.7400357698701,0.3496415159249984,0.3274543103913003
151,151,151,05-31,7.824253295582932,-0.6243987579315405,0.23289022989724595
152,152,152,06-01,10.113397749226284,1.8103703636980548,0.4967862860383601
153,153,153,06-02,8.214348104144065,-0.20948794141186253,0.8271622023576272
154,154,154,06-03,9.75350868859808,1.4275868435775938,1.028077427872611
155,155,155,06-04,10.488430730869984,2.209261190288514,1.2654470001498437
156,156,156,06-05,9.873426127225137,1.5551328690149018,1.0440146723844912
157,157,157,06-06,9.16328762540499,0.7998186757318537,1.4524235567967272
158,158,158,06-07,8.864267602655021,0.4817763971059396,1.3366226162160972
159,159,159,06-08,10.51823866427702,2.240965365061552,1.0074333552588757
160,160,160,06-09,9.100259692210091,0.7327812000938144,1.2331921338346374
161,161,161,06-10,8.631428937414961,0.2341256245451829,1.3712956751959655
162,162,162,06-11,11.146962376507233,2.909685540469473,1.3535258269053714
163,163,163,06-12,9.942348653230571,1.6284399238998233,1.3215579069649337
164,164,164,06-13,8.76402545001279,0.3751573073623745,1.3824119131521453
165,165,165,06-14,10.33790324115356,2.049157845418926,1.5466231544929248
166,166,166,06-15,9.443545491692053,1.0979052372170832,1.3475274026012098
167,167,167,06-16,9.557767083406091,1.2193930725898596,1.2626199818764623
168,168,168,06-17,10.023835919535005,1.7151110291191838,1.3018602131703465
169,169,169,06-18,9.463374241656476,1.1189953995513395,1.1189296348495366
170,170,170,06-19,8.985384979410687,0.610598695125678,0.9273563935706868
171,171,171,06-20,9.305966746531237,0.9515743754940656,1.0519153583758898
172,172,172,06-21,8.36285454934978,-0.05153421045601485,0.8582256490385322
173,173,173,06-22,10.26042129624878,1.9667468614210768,0.7452645914265683
174,174,174,06-23,8.931205690446223,0.5529727730950375,0.6922275910601873
175,175,175,06-24,8.826145414792492,0.4412290538795569,0.7425423078332457
176,176,176,06-25,8.686195982438386,0.2923766929273917,0.9600322782410319
177,177,177,06-26,9.589798968193213,1.2534626761324166,0.6336301178009384
178,178,178,06-27,9.58974531708422,1.2534056119907029,0.6873977661116429
179,179,179,06-28,8.419141919265657,0.008333898780516241,0.6083662426442408
180,180,180,06-29,9.234516372734284,0.875578662959265,0.5822395974332604
181,181,181,06-30,8.380317745956356,-0.03296008692485666,0.4537203095412896
182,182,182,07-01,8.538811991622056,0.13561682166150954,0.2904867442054325
183,183,183,07-02,8.864804029369957,0.4823469487805918,0.35178828427722625
184,184,184,07-03,8.668922375596662,0.27400421997556057,0.1740015232879565
185,185,185,07-04,8.764952318802562,0.3761431392112788,0.17888557542694092
186,186,186,07-05,8.231596857530121,-0.19114190297635344,0.09999366600574064
187,187,187,07-06,8.407869354277505,-0.0036557740909503454,-0.2259836741302033
188,188,188,07-07,8.093771904778828,-0.3377346348656921,-0.3101205680369827
189,189,189,07-08,7.025921122017735,-1.4735170920350718,-0.2363131801668925
190,190,190,07-09,8.194294611536863,-0.2308171434651157,-0.13259328714763546
191,191,191,07-10,9.181309921861793,0.8189874664318195,-0.14910423052968874
192,192,192,07-11,8.816695006824709,0.4311774551391893,-0.07049161896923557
193,193,193,07-12,8.31472885697528,-0.10272143438327017,0.3448759057745833
194,194,194,07-13,8.537236434063443,0.13394103449702702,0.15439482966577653
195,195,195,07-14,9.369066327147863,1.0186880564278415,-0.04931481708190536
196,196,196,07-15,7.119764722789174,-1.3737036001179563,-0.11690059803350646
197,197,197,07-16,8.032155850873757,-0.4032704140542717,-0.14950676228907234
198,198,198,07-17,8.435434342141326,0.02566276942958293,-0.3210242983336007
199,199,199,07-18,8.130793010088272,-0.2983584199166659,-0.5570781657796163
200,200,200,07-19,7.569682477055514,-0.8951641817701428,-0.3025411691552459
201,201,201,07-20,8.037454068823893,-0.39763514824825263,-0.496868297052683
202,202,202,07-21,8.555642849121902,0.15351837962826673,-0.3500531340601239
203,203,203,07-22,6.935929856218972,-1.5692331814388942,-0.4788353161977173
204,204,204,07-23,9.263638823025056,0.9065537473849372,-0.2723828499608976
205,205,205,07-24,7.404315048750282,-1.071051512742226,-0.4860305475755168
206,206,206,07-25,8.734309169160174,0.3435506156507751,-0.4369069618990051
207,207,207,07-26,6.832238089164576,-1.6795213339359685,-0.31070857234573057
208,208,208,07-27,8.832755736817468,0.44825989368733693,-0.3871036419347413
209,209,209,07-28,7.647832289032599,-0.8120428441192471,-0.061335375771094415
210,210,210,07-29,8.832683752299493,0.4481833298508727,-0.3516654513061452
211,211,211,07-30,9.242018541134984,0.8835580842396557,-0.40144721680077294
212,212,212,07-31,7.096517373052392,-1.3984298375595294,-0.4273892664067945
213,213,213,08-01,6.551412318797497,-1.9782119269037348,-0.24585999345520465
214,214,214,08-02,8.686413075139503,0.29260759605120723,-0.5272466859526249
215,215,215,08-03,8.671863827775582,0.2771327935902932,-0.6249479034525035
216,216,216,08-04,7.245342807146398,-1.2401368251336486,-0.424828489438488
217,217,217,08-05,8.69087256634697,0.29735077924038383,-0.03608687419911314
218,218,218,08-06,8.225418448526684,-0.1977133534754366,-0.1256113001193681
219,219,219,08-07,8.744357114721238,0.3542377645325145,-0.3003921268419282
220,220,220,08-08,8.181393503697441,-0.24453895947032264,-0.20150655713255947
221,221,221,08-09,7.685901200253768,-0.7715521667450671,-0.5016588264172926
222,222,222,08-10,7.803169875268715,-0.6468234068774362,-0.4264324026965625
223,223,223,08-11,6.997672427464623,-1.503562836468015,-0.3825375947713333
224,224,224,08-12,8.649781027543977,0.2536451888489443,-0.23375529085313745
225,225,225,08-13,8.991973749612336,0.6176066120838898,0.062297814502235566
226,226,226,08-14,9.020694896480009,0.6481548640388524,0.21252918546776475
227,227,227,08-15,9.355977392910306,1.0047664653871708,0.2138680326097493
228,228,228,08-16,8.650645654110868,0.25456481891573884,0.05984699660946685
229,229,229,08-17,7.005225047913416,-1.4955297536161076,-0.3664494963164984
230,230,230,08-18,7.780927228210914,-0.6704810271527504,-0.4253160662349063
231,231,231,08-19,6.587176735259013,-1.940172345471902,-0.4192626769226015
232,232,232,08-20,8.688620497712686,0.29495544452840483,-0.5765967479036126
233,233,233,08-21,9.390125392686317,1.041086801261,-0.3459931361387393
234,234,234,08-22,7.763102569826338,-0.6894396069703279,0.09100610548287068
235,235,235,08-23,8.306091666038677,-0.11190808302686772,0.5579950318912967
236,236,236,08-24,10.24609991662152,1.9515144225769097,0.5578878236986374
237,237,237,08-25,9.221525350831788,0.8617612129786543,0.4724833626243239
238,238,238,08-26,8.688015721586448,0.29431219537244885,0.7271179086236241
239,239,239,08-27,8.908347108294867,0.5286600348151186,0.8748605559638652
240,240,240,08-28,9.19953098556908,0.8383676690254739,0.6995380991077899
241,241,241,08-29,9.139528213400023,0.7745478010145792,0.6426177287953624
242,242,242,08-30,9.25708187919234,0.8995796814404571,0.6167385161143523
243,243,243,08-31,8.900429731105488,0.5202389911040893,0.40147792257753423
244,244,244,09-01,8.542027531625155,0.1390369192863885,0.0166150519949889
245,245,245,09-02,7.694032561411728,-0.7629035264057897,0.1141772461193454
246,246,246,09-03,7.0284667205081695,-1.470809554469798,-0.06873792995062061
247,247,247,09-04,9.68988993824949,1.359920965760718,-0.03993456746612575
248,248,248,09-05,8.225232270780575,-0.1979113749793389,-0.1620387830521854
249,249,249,09-06,9.062913451369354,0.6930591660110585,0.32996992208555825
250,250,250,09-07,7.8532208959761345,-0.5935883742299696,0.5066514380160038
251,251,251,09-08,10.469521182090043,2.1891487044206723,0.3499651786526698
252,252,252,09-09,8.02515139667027,-0.4107204588871248,0.7189521371259429
253,253,253,09-10,8.806001248195043,0.4198034095807143,0.7883756397448058
254,254,254,09-11,10.306738337090025,2.0160103758603,0.7333964599572144
255,255,255,09-12,9.45454095615576,1.1096001817242358,0.29594299458691026
256,256,256,09-13,7.543075798376759,-0.9234634529555182,0.423196093462848
257,257,257,09-14,8.00178615518303,-0.4355720878011523,0.373734856625427
258,258,258,09-15,8.743003589503601,0.35279813436850144,0.1046727148456516
259,259,259,09-16,8.526983623967228,0.12303598855618812,-0.14030847350635192
260,260,260,09-17,8.788921873749134,0.4016375251816473,0.3000406081259206
261,261,261,09-18,8.072568455565799,-0.3602869483877851,0.6684132710524492
262,262,262,09-19,10.027145393963194,1.7186310368381168,0.8065515051899684
263,263,263,09-20,10.07982689601771,1.7746638897580191,0.8485853877019478
264,264,264,09-21,9.522260324040328,1.1816275391936168,0.8930742609012033
265,265,265,09-22,8.764102523240089,0.37523928362806336,0.840468327041506
266,266,266,09-23,9.039889712370538,0.6685707643771812,0.4625271799039735
267,267,267,09-24,7.7758111639100145,-0.6759225515459685,-0.11285249087954825
268,268,268,09-25,7.8951275206764615,-0.5490158459870782,-0.26647804594179475
269,269,269,09-26,6.8340312177030125,-1.6776141349431113,-0.42186458607940464
270,270,270,09-27,8.655637486947876,0.259874208820138,-0.4211096847840096
271,271,271,09-28,7.88754572768955,-0.5570799571975963,-0.3756056758819293
272,272,272,09-29,9.044148214167812,0.6731001721495519,-0.5004321662935974
273,273,273,09-30,8.032505522331196,-0.4028984981334864,-0.43998021492940137
274,274,274,10-01,7.19096415917699,-1.2979747884570874,-0.6505297543775702
275,275,275,10-02,7.175048970757098,-1.3149024267579346,-0.560988615932359
276,276,276,10-03,7.467898642644607,-1.003423027868875,-0.5615725415915099
277,277,277,10-04,8.392659576778232,-0.019833126526329115,-0.4866942137912957
278,278,278,10-05,9.040854209396409,0.669596618194646,-0.17803649062009086
279,279,279,10-06,8.454904444494032,0.04637146866779957,0.08630570770179287
280,280,280,10-07,8.932144730578303,0.5539715505701417,-0.16288382389132142
281,281,281,10-08,8.666239585366403,0.2711507631733676,-0.04276203027884335
282,282,282,10-09,6.0621863003493175,-2.4985602174275607,-0.19682732992618945
283,283,283,10-10,9.070283098040044,0.7008976351485393,-0.3383138151384117
284,284,284,10-11,8.171750712756262,-0.2547951796894306,-0.3961966125593111
285,285,285,10-12,7.656759766187264,-0.8025474426055345,-0.6619812693475081
286,286,286,10-13,8.60561992746581,0.20667476604474536,-0.18774182369158576
287,287,287,10-14,7.166911864609897,-1.323557177555814,-0.29149228288187023
288,288,288,10-15,8.737436089936491,0.3468764565079731,-0.22968643898578345
289,289,289,10-16,8.485012520780305,0.07839488000683259,-0.19715332654807435
290,290,290,10-17,8.520405959368178,0.11603988368709045,0.036877768934817104
291,291,291,10-18,7.840283517745338,-0.6073487679792801,0.05651564298094885
292,292,292,10-19,9.925821451574606,1.6108613389420938,0.2781397417143505
293,293,293,10-20,7.27769180687554,-1.2057299332790237,0.2533688830506104
294,294,294,10-21,9.987648042853936,1.6766210489083826,0.4004422741010732
295,295,295,10-22,8.345276707922293,-0.0702302719756078,0.4263608810220965
296,296,296,10-23,9.350067140161414,0.9984802299898676,0.4966970349359667
297,297,297,10-24,7.986493936020348,-0.4518371264531405,0.8771588410978035
298,298,298,10-25,10.322597347553057,2.0328782624253154,0.7352539468916479
299,299,299,10-26,9.423929063611203,1.0770409036919968,0.9271906141944868
300,300,300,10-27,9.187143061996982,0.8251916836714498,0.9443867975724788
301,301,301,10-28,9.428017786336355,1.081389731841424,1.1301130667925252
302,302,302,10-29,9.447073170311537,1.1016573302578203,0.9960708853480296
303,303,303,10-30,9.034201306638842,0.6625204888671375,0.7383335538871095
304,304,304,10-31,9.566447008331034,1.2286251737583436,0.7162967242254722
305,305,305,11-01,7.969997409305392,-0.4693830850735239,0.7913482960330641
306,306,306,11-02,9.062830281911967,0.6929707057016247,0.5736047951264721
307,307,307,11-03,9.8513940017179,1.5316991626869745,0.5928616149919139
308,308,308,11-04,8.218752202243074,-0.20480367518173087,0.5466624499139022
309,309,309,11-05,9.142831669981751,0.7780614080597898,0.4564144610000375
310,310,310,11-06,9.305831178529887,0.951430183290273,0.37639727818616414
311,311,311,11-07,7.460896119726769,-1.010871018556713,0.2436695741546857
312,312,312,11-08,8.611442373447082,0.21286760881838432,0.2722988818260416
313,313,313,11-09,9.102658809959467,0.7353329384981039,-0.09479736276387614
314,314,314,11-10,8.38025405542167,-0.03302782915359515,-0.2104918626852917
315,315,315,11-11,7.0719913801380665,-1.4245160594797166,-0.12205219582032376
316,316,316,11-12,8.653182628506652,0.25726318376178,-0.09066487611342856
317,317,317,11-13,7.959796416483874,-0.4802330173669056,-0.2946278140192196
318,318,318,11-14,8.788502550981322,0.4011915270597556,-0.2369585421245911
319,319,319,11-15,7.95207588879112,-0.4884446889366426,-0.2857394321907237
320,320,320,11-16,8.705574331739818,0.3129878022141758,-0.2516348687245789
321,321,321,11-17,6.796811685406432,-1.7172013998765117,0.040220072224643376
322,322,322,11-18,8.845571150955633,0.4618905645586484,-0.04145558606938403
323,323,323,11-19,9.60619018763987,1.2708966283284282,0.1862574886275197
324,324,324,11-20,8.327758954751621,-0.08886242270440882,0.10482497374618624
325,325,325,11-21,9.236636590667294,0.8778337592447798,0.4850246762982706
326,326,326,11-22,8.24620234086603,-0.17560728707382514,0.5606531295371266
327,327,327,11-23,8.941570379712793,0.5639968154359942,0.16434110973231694
328,328,328,11-24,9.27220163365244,0.9156612839917848,0.07803415863632375
329,329,329,11-25,7.370539700727567,-1.1069754905004299,-0.09957687065879184
330,330,330,11-26,7.840889600305327,-0.6067041292803681,0.04334420886411894
331,331,331,11-27,8.234708402064316,-0.18783241652591387,-0.2396923618254417
332,332,332,11-28,9.052439762538981,0.6819191900636397,-0.2375721973496011
333,333,333,11-29,7.344922245276308,-1.1342226087013696,-0.08154446818391714
334,334,334,11-30,9.284161772396356,0.9283822708468285,-0.2796193250747919
335,335,335,12-01,8.250713531571465,-0.17080911550632594,-0.07937146010527109
336,336,336,12-02,6.723522152123293,-1.7951532706256164,-0.2490752118556077
337,337,337,12-03,9.36433408700506,1.013654773291211,-0.2254388550935871
338,338,338,12-04,8.095117611627824,-0.3363033204383802,-0.3225627615170686
339,339,339,12-05,7.4782581772267696,-0.9924044681292458,-0.2332182430159203
340,340,340,12-06,8.736272488610757,0.3456388323059394,-0.050495951532712316
341,341,341,12-07,8.754718220574878,0.36525799550056376,-0.4399122864668855
342,342,342,12-08,7.754283672112923,-0.6988195217263685,-0.4540987370095422
343,343,343,12-09,7.167583104695785,-1.3228432363138285,-0.4897347726161189
344,344,344,12-10,8.015089897406922,-0.4214220236943207,-0.7790247421186699
345,345,345,12-11,7.277230410280143,-1.2062206817687064,-0.922164537070392
346,346,346,12-12,7.104348073358957,-1.3901009847093666,-0.33471072139952746
347,347,347,12-13,7.9472469951551785,-0.49358077420977,-0.04424851857449304
348,348,348,12-14,11.068191258589607,2.82590337229882,0.00493484152460876
349,349,349,12-15,8.806120248977289,0.4199299806363781,0.4522815296517765
350,350,350,12-16,8.29253998082275,-0.12632186309970989,0.6895778935812279
351,351,351,12-17,9.800774464338057,1.4778594469942998,0.8930350906903995
352,352,352,12-18,8.442969424845304,0.03367719886734174,0.3317471187119674
353,353,353,12-19,9.09497696309044,0.7271624084452607,0.11739511590611958
354,354,354,12-20,7.901888786942062,-0.5418244595717737,0.12221767893985873
355,355,355,12-21,7.596931187087259,-0.8661820361987086,-0.11622824883054693
356,356,356,12-22,8.319744720663483,-0.09738648489727504,-0.31903502036722825
357,357,357,12-23,8.45566826547809,0.047183880371865966,-0.4887332234918672
358,358,358,12-24,7.298908596817923,-1.1831634303527463,-0.506272141805605
359,359,359,12-25,8.137686112738246,-0.291026810302573,-0.5274545809985229
360,360,360,12-26,7.8029493419882225,-0.6470579694542005,-0.8688453933953251
361,361,361,12-27,7.477438140878464,-0.9932766713562168,-1.179938817232763
362,362,362,12-28,6.393912301202165,-2.1457313592780887,-1.2265087535689465
363,363,363,12-29,6.700747572383977,-1.8193766626527617,
364,364,364,12-30,7.036201195471021,-1.4625830483698463,
365,365,365,12-31,,,
