,unnamed: 0,unnamed: 0,mth_day,mythology,mythology_norm,mythology_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.003277424878006,0.1640591188927429,
2,2,2,01-03,0.7502537154410168,-0.9270927418390243,
3,3,3,01-04,0.9401024482114806,-0.10837975055056454,
4,4,4,01-05,0.8935932102691655,-0.3089484705131956,-0.4421510024678559
5,5,5,01-06,0.9130866646002432,-0.22488394149030552,-0.653513339376449
6,6,6,01-07,0.6759183477227296,-1.2476602293067884,-0.7520247892468174
7,7,7,01-08,0.7092046136891909,-1.1041149025588155,-0.8777397820826548
8,8,8,01-09,0.613192688290311,-1.5181614410612352,-0.984804151824338
9,9,9,01-10,0.765192566476948,-0.8626697075655887,-0.9832068678110524
10,10,10,01-11,0.7446323279824055,-0.9513346889632937,-0.8033127133534422
11,11,11,01-12,0.9153089990375128,-0.2153002374105936,-0.4744204456077979
12,12,12,01-13,0.9262088227975896,-0.1682953025611266,-0.458716360135885
13,13,13,01-14,1.1667992597781651,0.8692387039150509,-0.5759508120815742
14,14,14,01-15,0.6350421087188522,-1.4239369282297585,-0.4788598182947446
15,15,15,01-16,0.6020818374980274,-1.5660764192397232,-0.4305065408680846
16,16,16,01-17,0.8797170450687634,-0.3687887262423163,-0.3772502912981973
17,17,17,01-18,0.9825839186425132,0.07481942714936657,-0.7829347494716313
18,18,18,01-19,1.000305349423158,0.15124219485819765,-0.7970042428586713
19,19,19,01-20,0.602362043500288,-1.5648680451255532,-0.5052884900242122
20,20,20,01-21,0.6154669302227959,-1.508353888551999,-0.5978996551169087
21,21,21,01-22,1.0079520259090795,0.18421809776703246,-0.755370661181221
22,22,22,01-23,0.7508652067298512,-0.9244557167984953,-0.8274341881842516
23,23,23,01-24,0.7634912358525331,-0.8700066092365073,-0.5395209437640464
24,24,24,01-25,0.9000418669128983,-0.2811389671599865,-0.530432140547048
25,25,25,01-26,1.002941722943168,0.16261142139567808,-0.5787615697316348
26,26,26,01-27,0.628112370992693,-1.4538210692500086,-0.5196965778850218
27,27,27,01-28,0.9407102868588127,-0.1057584773404888,-0.37316774687331294
28,28,28,01-29,0.8330435571835066,-0.5700657657188168,-0.4334220864354396
29,29,29,01-30,0.9673598431269644,0.009166376833745271,-0.7284452499652986
30,30,30,01-31,0.8162087522694746,-0.6426650045327463,-0.722214534093606
31,31,31,02-01,0.5924698653077031,-1.6075275597834755,-0.6234158841147642
32,32,32,02-02,0.6367812954515467,-1.4164367740198538,-0.6900065845915192
33,33,33,02-03,1.0781709014881005,0.4870334225325622,-0.7554048930180915
34,34,34,02-04,0.7403945319378193,-0.9696099685793466,-0.898541450929016
35,35,35,02-05,0.876369817717128,-0.3832234737256892,-0.5632335994817773
36,36,36,02-06,0.6170598850474028,-1.5014843519982934,-0.5245999871069221
37,37,37,02-07,1.058990646308598,0.4043195488999569,-0.9852510064848218
38,38,38,02-08,0.6905330431073552,-1.1846350997707225,-0.9028605272913972
39,39,39,02-09,0.4372575664693064,-2.2768726937348363,-0.8211555337780613
40,40,40,02-10,0.8550261176118653,-0.475267093418799,-0.5510624992253211
41,41,41,02-11,0.990047672920922,0.10700648735432586,-0.6175632156172847
42,42,42,02-12,0.9928459362197624,0.11907385531814685,-0.2439708859795241
43,43,43,02-13,0.966466817789839,0.005315250548175535,0.18485022817485586
44,44,44,02-14,1.2103198141188192,1.0569188780558414,0.2694135051010962
45,45,45,02-15,1.0338852929645628,0.29605399119144304,0.2708803882994527
46,46,46,02-16,0.9726807619196268,0.03211256813864324,0.10521316167193218
