,unnamed: 0,unnamed: 0,mth_day,scientist,scientist_norm,scientist_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.6078040226318506,-0.6719106873975167,
2,2,2,01-03,0.6471362494277171,-0.4766762794292144,
3,3,3,01-04,0.6224252692674648,-0.5993348211624866,
4,4,4,01-05,0.4631566274715252,-1.3899007647162795,-0.7547009838420532
5,5,5,01-06,0.7116681649516196,-0.15635751416434776,-0.8924237520048542
6,6,6,01-07,0.4945594324621112,-1.234025836182474,-1.028997280467659
7,7,7,01-08,0.44132896707053904,-1.4982472963743232,-0.7664322181888238
8,8,8,01-09,0.4820503595465782,-1.2961174502060429,-0.23967789524667604
9,9,9,01-10,0.9398058586530804,0.9760555525105248,-0.3332614821224393
10,10,10,01-11,1.0998810874046543,1.7706251729366067,-0.0618224195188661
11,11,11,01-12,0.5985471971363828,-0.7178590354189278,0.13213602240745315
12,12,12,01-13,0.8226666411047953,0.3946085394389655,0.3824614389823095
13,13,13,01-14,0.6757799792524939,-0.3344966448164077,0.10889882928597666
14,14,14,01-15,0.7846360408294754,0.20583504924309493,-0.129178882816912
15,15,15,01-16,0.6091317714545115,-0.6653201056674722,-0.14743701597411926
16,16,16,01-17,0.812100055415904,0.3421589003192748,-0.2094496460127764
17,17,17,01-18,0.5764773261024307,-0.8274078343621714,-0.37985800631463534
18,18,18,01-19,0.7477076770286077,0.022532759207022548,-0.522571798683826
19,19,19,01-20,0.4697955830063373,-1.3569468066275618,-0.5761906697227602
20,20,20,01-21,0.6121279883777414,-0.6504477049720485,-0.6265313271244696
21,21,21,01-22,0.5443189256599091,-0.9870333319010784,-0.35016025422082425
22,22,22,01-23,0.7512498136604083,0.040114955909018125,-0.5918451018625475
23,23,23,01-24,0.910546197436667,0.8308186030597006,-0.2935829734297122
24,24,24,01-25,0.4555664503004165,-1.4275763266433166,-0.2503729815632081
25,25,25,01-26,0.8303256904465001,0.4326259639694501,-0.37768801763909904
26,26,26,01-27,0.6643589004683031,-0.3911877537730244,-0.6365629224536108
27,27,27,01-28,0.3904244172408645,-1.7509235483564236,-0.7017538736558953
28,28,28,01-29,0.4383297733698925,-1.5131344729780525,-0.5004764799402562
29,29,29,01-30,0.8317453762778431,0.4396728958459938,-0.5532796236932876
30,30,30,01-31,0.6988643867929346,-0.2199119643494831,-0.41087744618041344
31,31,31,02-01,0.7664988707611249,0.11580710145126127,0.06904311892904243
32,32,32,02-02,0.8364902824449152,0.4632253113042213,0.4687807769260066
33,33,33,02-03,0.9705376679937804,1.1285998423003116,0.5185248550822824
34,34,34,02-04,0.9215203867500216,0.8852914750037331,0.7711312407333291
35,35,35,02-05,0.8918744913499649,0.738137364783648,0.6969099507008768
36,36,36,02-06,1.004207233494142,1.2957263495567966,0.664404152009431
37,37,37,02-07,0.6767824531577641,-0.3295206387434527,0.2199090702936791
38,38,38,02-08,0.7971982705618368,0.26819051915554704,-0.0858072367781871
39,39,39,02-09,0.43324565438940793,-1.5383706479942,-0.4046715649389623
40,40,40,02-10,0.551979896933361,-0.949006367427464,-0.33658020150358753
41,41,41,02-11,0.5064410771425453,-1.1750486041810029,-0.541830561484247
42,42,42,02-12,1.0865139839491562,1.7042745301690447,-0.8511191059220266
43,43,43,02-13,0.4286821169710234,-1.5610227986274094,-0.8056815497741949
44,44,44,02-14,0.4233397698461673,-1.5875407474711312,-0.8073202958827883
45,45,45,02-15,0.4881691778211971,-1.265745311107211,-0.8739776446712549
46,46,46,02-16,0.549999030929009,-0.9588388440790234,-1.389464464712238
47,47,47,02-17,0.4258677195840313,-1.5749926969118029,-1.2197198666803464
48,48,48,02-18,0.4634093357329339,-1.388646390076855,-0.9823434949500741
49,49,49,02-19,0.6338641777555398,-0.5425552104360574,-0.9074415283171859
50,50,50,02-20,0.7102730431160351,-0.16328251708949626,-0.4905485015267854
51,51,51,02-21,0.5787083764097822,-0.8163335113098837,-0.08572657408527155
52,52,52,02-22,1.0539265276230585,1.54251931666338,0.3959951086431587
53,53,53,02-23,0.9152040418368542,0.8539388677372803,0.5692049820903033
54,54,54,02-24,1.0456997221889075,1.5016837062937265,0.5881853098759099
55,55,55,02-25,0.843234957115677,0.4967040302468104,0.7209780575884168
56,56,56,02-26,0.7332158808532613,-0.0494005503758567,0.5366369223141317
57,57,57,02-27,0.7392241745488863,-0.01957702503484244,0.43816763664985797
58,58,58,02-28,0.8311006205751725,0.4364725050176693,0.08094992949000275
59,59,59,02-29,0.7961773912639803,0.26312315375163753,-0.17742740691897932
60,60,60,03-01,0.6139059204797762,-0.6416225366654048,-0.4325969595135149
61,61,61,03-02,0.5309163622438169,-1.053559988207082,-0.4444716436992739
62,62,62,03-03,0.4247747566121644,-1.5804178659430697,-0.5843237535337004
63,63,63,03-04,0.7248704207290352,-0.0908251301493973,-0.815273590034726
64,64,64,03-05,0.6620516821488737,-0.4026401539888895,-0.6676436316172866
65,65,65,03-06,0.5170123165543601,-1.1225758652545168,-0.4990655919366711
66,66,66,03-07,0.7923564835777049,0.2441572138392318,-0.15773722147384034
67,67,67,03-08,0.7346883230939877,-0.042091750123389136,-0.21501158059975609
68,68,68,03-09,0.8373620157520768,0.4675523568339149,-0.3168631491967622
69,69,69,03-10,0.6556389331186906,-0.43447128490489134,-0.11697676705351324
70,70,70,03-11,0.5389366317662814,-1.0137495655709263,-0.261916424554116
71,71,71,03-12,0.7586288409471278,0.07674242760497679,-0.4308553911660891
72,72,72,03-13,0.6171578736650157,-0.625480731164385,-0.3212097550489252
73,73,73,03-14,0.5304800848457304,-1.055725549795228,-0.6139951615484425
74,74,74,03-15,0.9698982957597744,1.1254261735368989,-0.6484706172134606
75,75,75,03-16,0.3017289190756138,-2.191183723901996,-0.8743520465305532
76,76,76,03-17,0.4972637589806354,-1.2206022995610346,-0.8611627156783377
77,77,77,03-18,0.4855903012963671,-1.2785461482975795,-0.4685511721440578
78,78,78,03-19,0.6331007320298985,-0.5463447460510912,-0.6535889840013815
79,79,79,03-20,1.0050568697577205,1.2999437114104508,-0.17273368077908874
80,80,80,03-21,0.7462302674387195,0.015199302392956618,0.2153771975430103
81,81,81,03-22,0.8829720525730141,0.6939480954317613,0.5677405334888216
82,82,82,03-23,0.9664002779057048,1.1080629703715597,0.8087668263332878
83,83,83,03-24,0.9115162880584602,0.8356338673772882,0.5805241875314097
84,84,84,03-25,0.9244459179296484,0.8998130110157057,0.7609182204028585
85,85,85,03-26,0.7291641725452495,-0.0695121214008177,0.5722041142067671
86,86,86,03-27,0.9642850382352516,1.0975634996216506,0.4276455507601155
