,unnamed: 0,unnamed: 0,mth_day,black and white,black and white_norm,black and white_ravg
69,69,69,03-10,7.347855854065997,0.09950541178487524,-0.12711339016350445
70,70,70,03-11,7.075947239129304,-0.212325653532296,-0.2829946375878856
71,71,71,03-12,6.547536043142108,-0.8183197894980587,-0.4239542363718218
72,72,72,03-13,6.581706733293845,-0.7791320546220589,-0.6126362583314067
73,73,73,03-14,5.870807861169513,-1.5944072627243089,-0.7355230312447869
74,74,74,03-15,6.937466809411932,-0.3711382013965928,-0.678856800928841
75,75,75,03-16,6.704931349101793,-0.6378152256954063,-0.928758543241226
76,76,76,03-17,7.37241615283206,0.12767172836337995,-0.9197739521154072
77,77,77,03-18,5.240088950531637,-2.31773024337237,-0.7171148467183301
78,78,78,03-19,6.6287127182743815,-0.7252245078671448,-0.7386851944764151
79,79,79,03-20,6.931088816758972,-0.3784526303418468,-0.7589548355599419
80,80,80,03-21,6.824614100975622,-0.5005602879451025,-0.633027349873391
81,81,81,03-22,6.598883735917139,-0.7594330721965677,-0.055678213513170816
82,82,82,03-23,8.03124919463942,0.8832366424826855,0.03187957315388399
83,83,83,03-24,8.26068993862617,1.1463645747889517,-0.022991029978462373
84,84,84,03-25,7.08680145568762,-0.19987778786481591,-0.21763411476303027
85,85,85,03-26,6.644014345523429,-0.707676249135925,-0.0050461167221546215
86,86,86,03-27,5.806271719912102,-1.66841879665251,-0.27360921752175354
87,87,87,03-28,7.7111111153284435,0.5160949160486861,-0.341009827187766
88,88,88,03-29,6.626168773535504,-0.7281419623149079,-0.4574052487291166
89,89,89,03-30,7.908060419789742,0.7419609167928773,-0.32370380019599004
90,90,90,03-31,6.477838692646222,-0.8982503171129197,-0.07355915182103534
91,91,91,04-01,7.343519553229942,0.0945324420628344,0.02280809356868359
92,92,92,04-02,7.114989659305574,-0.16755090640278156,-0.032756495439587384
93,93,93,04-03,8.215289572196383,1.0942983883869997,-0.2930948568061768
94,94,94,04-04,6.335463476010418,-1.061529496364534,0.090366882797481
95,95,95,04-05,6.5460105576553795,-0.8200692514066591,0.13003794955347436
96,96,96,04-06,8.484050942040808,1.4025201205090272,0.3218865940762353
97,97,97,04-07,7.551072411449088,0.3325588425987945,0.02549206980700517
98,98,98,04-08,8.11871196304604,0.9835409607337844,0.13301954156298204
99,99,99,04-09,6.664599467214817,-0.684068757228381,0.004127857433970539
100,100,100,04-10,6.8980305034438185,-0.4163646658286726,-0.5083699053015166
101,101,101,04-11,5.871669290096352,-1.5934193561807282,-0.7194674760621796
102,102,102,04-12,5.802742265848054,-1.6724664559038962,-0.8933452541658083
103,103,103,04-13,6.446642716024416,-0.9340265819651836,-0.7548988322478477
104,104,104,04-14,7.209010440569338,-0.05972570788798761,-0.3869281668157011
105,105,105,04-15,7.388929638521468,0.14660977427938282,-0.1648282205086498
106,106,106,04-16,8.823195859369218,1.7914593267642067,0.31430701787637544
107,107,107,04-17,7.03366170511964,-0.2608196783384204,0.3958626291150522
108,108,108,04-18,8.309503397631806,1.2023449744062549,0.4365031337035092
109,109,109,04-19,6.873329004056723,-0.44469291453312265,0.4063128026749207
110,110,110,04-20,7.421635246922145,0.1841173196427541,0.3357823347449265
111,111,111,04-21,7.230978516760444,-0.03453221189214768,0.5162617126304716
112,112,112,04-22,8.454191408330795,1.368276519184241,0.1748935727700086
113,113,113,04-23,7.977901772072178,0.8220565889748506,0.4178461256267609
114,114,114,04-24,6.523518322695867,-0.8458638647565231,0.4055554725954511
115,115,115,04-25,8.14441901701783,1.0130224026073913,0.7473244219456691
116,116,116,04-26,7.357332459661131,0.11037340145489516,0.7347618382734735
117,117,117,04-27,9.019060564679533,2.01608148420916,0.7095390037223718
118,118,118,04-28,8.388465922202109,1.2929010171510686,0.9811453826127672
119,119,119,04-29,7.845939820162258,0.6707195816682411,0.9623439066328364
120,120,120,04-30,7.944520701986224,0.7837744085858491,1.070223937720448
121,121,121,05-01,8.046052615570265,0.9002135467278067,0.6255939159272979
122,122,122,05-02,7.921744022746239,0.7576535879805656,0.458945327009651
123,123,123,05-03,6.692825365590348,-0.6516986465497422,0.2738179487389437
124,124,124,05-04,7.516586394464952,0.293009483645188,0.2817670300973733
125,125,125,05-05,6.877382137278749,-0.4400446879560029,0.21173392825950327
126,126,126,05-06,7.986109060734086,0.8314688967364269,0.046496631021108036
127,127,127,05-07,7.679650306658157,0.4800149357005867,0.07129606620135254
128,128,128,05-08,7.0572481538254985,-0.23377019544980626,0.02561296882392813
129,129,129,05-09,6.822572157768619,-0.5029020354682752,0.20960028090979996
130,130,130,05-10,7.277579526025865,0.01891089938064156,0.23432431449674715
131,131,131,05-11,7.839975170996733,0.6638791845592281,0.07748739925117269
132,132,132,05-12,8.115461363490143,0.9798130982581098,0.1525074061249504
133,133,133,05-13,6.859103931293178,-0.46100655577286,0.3299365993291987
134,134,134,05-14,7.449741175151174,0.21634984579285998,0.4939342600110402
135,135,135,05-15,7.750854132326182,0.5616731237572143,0.5439573290106877
136,136,136,05-16,8.135589809064879,1.0028968634716908,0.4829125592121311
137,137,137,05-17,8.101688096732508,0.9640175985571132,0.5616181703721005
138,138,138,05-18,7.796084611436813,0.6135444794667706,0.8500451248817671
139,139,139,05-19,7.270879461671831,0.0112271111869562,0.9336037780020656
140,140,140,05-20,8.958746192942387,1.9469115728508584,0.6805652905136871
141,141,141,05-21,8.188020024303102,1.0630250424790046,0.766869750745276
142,142,142,05-22,6.811731752998678,-0.5153340614585785,0.6126757153167789
143,143,143,05-23,8.553219624944324,1.4818443599466462,0.4647864464049481
144,144,144,05-24,6.98936537269354,-0.31161973310421137,0.2136340428661457
145,145,145,05-25,6.497145781874759,-0.8761085022840291,-0.29669021164780945
146,146,146,05-26,7.644755835090188,0.4399971516180439,-0.2295249010443009
147,147,147,05-27,5.518082805462797,-1.9989204846047264,-0.2920434572292914
148,148,148,05-28,7.163130223694672,-0.11234219783752723,-0.0367649567149212
149,149,149,05-29,8.226132251475383,1.1067330228367027,0.21206936430330034
150,150,150,05-30,8.324942828917353,1.22005126998201,0.09845332695696556
151,151,151,05-31,7.799008292102046,0.6168974238253,0.4904302232736666
152,152,152,06-01,7.050334378369413,-0.24169907245996464,0.6299019219157888
153,153,153,06-02,7.568845031918662,0.3529408932954796,0.4969083589242711
154,154,154,06-03,7.8928244835415695,0.7244879940152056,0.5902470732261961
155,155,155,06-04,7.530330590949906,0.3087716448875966,0.6255547572190158
156,156,156,06-05,8.813276481627556,1.780083555793559,0.6360413575097387
157,157,157,06-06,7.9837326095720575,0.8287435277822189,0.7774809329718938
158,158,158,06-07,7.105198641957997,-0.17877947071562722,0.6885377172379922
159,159,159,06-08,8.308834917570968,1.2015783460684106,0.6384411577893524
160,160,160,06-09,7.427487396482164,0.19082869961179585,0.7074281097824109
161,161,161,06-10,7.268233174602019,0.008192288195757897,0.6866646625613996
162,162,162,06-11,9.17420549707489,2.194005267751911,0.6912824764682953
163,163,163,06-12,7.875101479390707,0.7041628444561508,0.6432896032735668
164,164,164,06-13,7.12935832692426,-0.1510725872742525,0.5910117646422702
165,165,165,06-14,8.057743660888036,0.9136211069000392,0.5179918233237427
166,166,166,06-15,7.153977866320474,-0.1228383321759835,0.16156666392385585
167,167,167,06-16,6.886204185543767,-0.4299273597154068,0.1281134753187078
168,168,168,06-17,7.309444435072839,0.05545431135258947,0.4550233654612191
169,169,169,06-18,7.700079593686223,0.5034437128252625,0.4891295159988385
170,170,170,06-19,8.839700085478906,1.810386753580816,0.6907488959497909
171,171,171,06-20,8.236181741983144,1.1182580101257555,0.6693831730401355
172,172,172,06-21,8.20881913990104,1.0868779475297317,0.8727492814751535
173,173,173,06-22,6.77442204252521,-0.5581216971733388,0.6826527585097587
174,174,174,06-23,8.37342432072125,1.2756509619626966,0.5971389877173078
175,175,175,06-24,6.7055241177352745,-0.6371354249671058,0.7947261859071449
176,176,176,06-25,8.392305321576105,1.2973041288261091,0.8446709007730445
177,177,177,06-26,9.26992726700403,2.3037811992647783,1.2668484019060908
178,178,178,06-27,8.470122128981654,1.3865462367251296,1.2899828207391772
179,179,179,06-28,8.983189141603573,1.97494330962494,1.6010718717717964
180,180,180,06-29,8.494460006037691,1.4144574749612149,1.5250122642032202
181,181,181,06-30,8.333093703893343,1.2293988812286103,1.2154968966010884
182,182,182,07-01,7.9943732709210895,0.8409464834146507,1.2236695418560872
183,183,183,07-02,7.650590948076682,0.4466889936519878,1.0257130101964498
184,184,184,07-03,8.51288013930488,1.435582108255123,0.6994640207552126
185,185,185,07-04,7.947511321246022,0.7872041196671157,0.8144878881202752
186,186,186,07-05,6.7875759772787205,-0.5430364616862078,0.6335879339117251
187,187,187,07-06,8.934880708560458,1.9195420854189853,0.7349174740450769
188,188,188,07-07,7.047932813984691,-0.2444532418366492,0.5821154601568223
189,189,189,07-08,8.18073136013231,1.0546662344520985,0.4436282804728859
190,190,190,07-09,7.713443741004418,0.5187700249255952,0.3055138107603099
191,191,191,07-10,7.222967911639657,-0.043718958436502205,0.01020727336016943
192,192,192,07-11,6.06498252834063,-1.371723279961664,0.1076798912473068
193,193,193,07-12,7.3898827818551505,0.14770286101814306,-0.2314154006886853
194,194,194,07-13,7.5578944080353825,0.3403824654861751,-0.4049817090131875
195,195,195,07-14,6.406637472441798,-0.9799055171638548,-0.3187644109058689
196,196,196,07-15,6.805371780024111,-0.5226278250214172,0.060488180946460364
197,197,197,07-16,7.674043421158253,0.4735848302074092,-0.09572953316059753
198,198,198,07-17,8.049173170607068,0.9037922711523114,-0.08440035679939813
199,199,199,07-18,6.57257597065168,-0.7896034236242042,-0.04858715659795946
200,200,200,07-19,7.617166898727365,0.40835752365337147,-0.09055254892448776
201,201,201,07-20,6.594006572181473,-0.7650263159552225,-0.24456444284649706
202,202,202,07-21,6.585815366851965,-0.7744201789805872,-0.6859804057582298
203,203,203,07-22,6.868277118480562,-0.4504865333246463,-0.7506481103379988
204,204,204,07-23,5.739753428269425,-1.7447035063180856,-0.7762189449859488
205,205,205,07-24,6.234244586659478,-1.1776096511028191,-0.8457414110725474
206,206,206,07-25,7.483384264373847,0.2549325157656721,-0.7089417419663971
207,207,207,07-26,6.230275830190848,-1.1821611124748137,-0.5052986052503087
208,208,208,07-27,7.3015299832764144,0.0463778356563141,-0.1627453584496288
209,209,209,07-28,7.9337063730581585,0.771372286971885,0.10289490091445316
210,210,210,07-29,7.531938798605792,0.31061597448599343,-0.07723511906340431
211,211,211,07-30,7.62403315544709,0.4162319050816724,-0.18775665581599124
212,212,212,07-31,6.5409719837202775,-0.8258476041014727,-0.5093425845612957
213,213,213,08-01,5.652044319834349,-1.8452903329903352,-0.7566666483267149
214,214,214,08-02,5.619042363654691,-1.8831377368155118,-0.7217215138001164
215,215,215,08-03,6.639745294153434,-0.7125720956206318,-0.6301556311668917
216,216,216,08-04,7.714766313591946,0.5202867816455848,-0.4819559523741998
217,217,217,08-05,8.103091628282668,0.9656272008810212,-0.0945899799534206
218,218,218,08-06,7.316329679790679,0.06335046865467847,0.4278388337691144
219,219,219,08-07,7.6786829087909805,0.4789055015343401,0.4637200763706486
220,220,220,08-08,8.35230875578586,1.251435145519698,0.2854902989188895
221,221,221,08-09,6.827470381159768,-0.4972846400114272,0.1825740267617987
222,222,222,08-10,6.782295806625157,-0.5490918830649694,0.15181196934437668
223,223,223,08-11,7.564649680783577,0.34812956793847644,0.014091865214811594
224,224,224,08-12,7.155387374383106,-0.12122187584985375,-0.07455780444570638
225,225,225,08-13,6.958152719317037,-0.3474151232430505,0.1717693209321133
226,226,226,08-14,7.888507456178919,0.7195371275565903,0.036425429419722336
227,227,227,08-15,8.116215633298667,0.9806781122554912,-0.204683904165578
228,228,228,08-16,6.074197592410775,-1.3611552321393152,-0.13599128029757965
229,229,229,08-17,6.303203104699719,-1.0985264335733256,-0.23058910300097024
230,230,230,08-18,7.514776510805098,0.2909338673581363,-0.31529761152807617
231,231,231,08-19,6.463231607057552,-0.9150020594633942,-0.3997749385864767
232,232,232,08-20,7.445325699347906,0.21128607639395452,-0.05140649452284832
233,233,233,08-21,7.674243381997018,0.4738141499050883,0.045973235235151545
234,234,234,08-22,7.896807171414302,0.7290554322424548,0.10883381907262578
235,235,235,08-23,6.812678722489281,-0.5142480550253263,0.41610350273844654
236,236,236,08-24,7.843653319816562,0.6680973703829817,0.6385724189715686
237,237,237,08-25,8.070818856505499,0.9286160425315304,0.6128960874005932
238,238,238,08-26,8.609248507703542,1.5460995737926868,0.5600310242676173
239,239,239,08-27,7.53990880413157,0.31975616047923605,0.5907972460030105
240,240,240,08-28,7.620225373887345,0.41186505344459995,0.4665707020671784
241,241,241,08-29,6.973642814961537,-0.3296507246129668,0.19625319288893225
242,242,242,08-30,7.193719341001318,-0.07726189323201132,-0.05091692525976462
243,243,243,08-31,6.656559643318388,-0.6932890125379463,-0.03439980127195391
244,244,244,09-01,7.316092848349483,0.06307886490050559,-0.3299594405051165
245,245,245,09-02,7.626323830838968,0.4188589044061003,-0.04985091224363672
246,246,246,09-03,6.073903257711978,-1.361492781954376,0.04605602998166162
247,247,247,09-04,8.439127118920789,1.3510004449559123,0.009158627391172756
248,248,248,09-05,7.695489563222821,0.4981797601197787,0.15793613054625422
249,249,249,09-06,6.463518165114088,-0.9146734280808796,0.06780359194258896
250,250,250,09-07,8.09447363171674,0.9557438838309944,0.3043415469185249
251,251,251,09-08,7.154764391290701,-0.1219363272158912,-0.14131989845239526
252,252,252,09-09,7.311433091092365,0.05773494790123994,0.01850246318702329
253,253,253,09-10,6.107495671908215,-1.3229682272696088,0.4648864683580163
254,254,254,09-11,8.531655330320161,1.45711392995629,0.12507196687292774
255,255,255,09-12,8.798929932748283,1.7636306029450788,-0.032038781799991166
256,256,256,09-13,6.3166169513972426,-1.0831431250795367,-0.1938916114620999
257,257,257,09-14,6.3327853619748975,-1.0646008192534049,-0.14742455001393248
258,258,258,09-15,6.464644230741093,-0.9133820300714126,-0.4409665895173288
259,259,259,09-16,6.350604118573688,-1.0441658585806044,-0.8235255190656431
260,260,260,09-17,6.995888982489286,-0.3041383070640879,-0.5576407006153031
261,261,261,09-18,6.797441045308345,-0.5317229743448071,-0.1569295705830954
262,262,262,09-19,7.70768501533099,0.5121657856225034,0.3976443395400371
263,263,263,09-20,8.429243742334505,1.3396659609398418,0.6409858928688235
264,264,264,09-21,9.366088773379543,2.4140614306673824,0.8234081933191749
265,265,265,09-22,7.6237293215717985,0.415883461392114,0.7845428404646654
266,266,266,09-23,7.950294118460622,0.7903954956380203,0.13565444620360784
267,267,267,09-24,6.594103557051104,-0.7649150914718641,-0.3805329096512061
268,268,268,09-25,4.312801743789868,-3.381164579943841,-0.9197769600486516
269,269,269,09-26,5.72863168813349,-1.7574581741890418,-1.0607951558650448
270,270,270,09-27,6.5448476752749905,-0.8214028717172908,-1.2132188837885374
271,271,271,09-28,6.885944028763219,-0.4302257135062459,-1.4284874138057664
272,272,272,09-29,7.152836853559661,-0.1241468719029346,-1.272274935886706
273,273,273,09-30,5.46785205077016,-2.056526271575239,-1.1202272071509791
274,274,274,10-01,5.130081160071195,-2.44388971242948,-1.1819089136085787
275,275,275,10-02,6.524121783696942,-0.8451718017746771,-1.1337052934758445
276,276,276,10-03,6.2221385695720315,-1.1914931104628903,-1.298093451503076
277,277,277,10-04,7.1381378806854725,-0.14100399270983985,-1.0850716251785328
278,278,278,10-05,6.292783549074786,-1.1104758200663245,-0.5482665815843111
279,279,279,10-06,6.582349152364771,-0.7783953136279801,-0.4251248116246582
280,280,280,10-07,7.9385617534900845,0.7769405491358503,-0.4636663366805151
281,281,281,10-08,7.168380393592504,-0.10632118201675968,-0.6614021376673546
282,282,282,10-09,6.020495298049482,-1.4227422607980318,-0.5229853831481567
283,283,283,10-10,6.103614888916668,-1.327418798630877,-0.3883069094312748
284,284,284,10-11,7.0169585051600505,-0.2799752929511373,-0.5270240259060714
285,285,285,10-12,7.286966004048186,0.029675528673311007,-0.8020630866772526
286,286,286,10-13,7.2128153503154815,-0.0553621497129295,-0.7297918170909986
287,287,287,10-14,5.729418755981808,-1.7565555466438465,-0.5790490227853896
288,288,288,10-15,6.398607352913426,-0.9891146432805076,-0.6650802847151169
289,289,289,10-16,6.892277770268171,-0.4229620327972229,-0.6892941655048731
290,290,290,10-17,6.5668563080211975,-0.7961628645295009,-0.608087175551144
291,291,291,10-18,7.1602827414728925,-0.11560775606522633,-0.4256988480229687
292,292,292,10-19,7.637677705944557,0.4318797900094452,-0.16307998330253085
293,293,293,10-20,6.683646150902137,-0.6622255814747949,0.10552570213225652
294,294,294,10-21,7.772588454310421,0.5865985450421196,0.22336846397789692
295,295,295,10-22,8.297580987567711,1.1886720798115014,0.5991817749079261
296,296,296,10-23,7.183391330684923,-0.08910629345565826,0.5336208566879762
297,297,297,10-24,9.126479600258977,2.1392721095149487,0.6691119979980805
298,298,298,10-25,7.294673166951001,0.03851428068974583,0.4461640649905158
299,299,299,10-26,7.3925147531823505,0.15072126638583028,0.05396301335398986
300,300,300,10-27,6.606159504607942,-0.7510890530032688,-0.21111401447780606
301,301,301,10-28,6.245646015301888,-1.1645342300076542,-0.6170733290737408
302,302,302,10-29,5.796549501774111,-1.6795684604464345,-0.6301203991090035
303,303,303,10-30,7.002563533587004,-0.2964837780606593,-0.4798826323414671
304,304,304,10-31,7.2264129234375085,-0.039768139521830566,-0.14415243344903592
305,305,305,11-01,8.178535408912571,1.0521478669910496,0.09168752841651223
306,306,306,11-02,8.362647748274302,1.2632921403513178,0.5224550198259008
307,307,307,11-03,7.479524057164558,0.2505055411856345,0.7626477673117957
308,308,308,11-04,8.05025809549126,0.905036488009897,0.8098592954158869
309,309,309,11-05,8.259214673593844,1.14467270685471,0.6278813635470831
310,310,310,11-06,7.4734163039910975,0.24350102910271595,0.4627729455992955
311,311,311,11-07,7.226455140325576,-0.03971972422177315,0.7024816478747762
312,312,312,11-08,7.498826155780143,0.2726416326645917,0.7413946271713517
313,313,313,11-09,8.733642747828739,1.6887577548385189,0.5275217680345327
314,314,314,11-10,8.253844757894445,1.1385143637893502,0.7036365191056775
315,315,315,11-11,7.140265100536528,-0.13856444796620385,0.9667046154414533
316,316,316,11-12,8.394821321511753,1.3001895355295845,1.3152625228184534
317,317,317,11-13,8.602786551744211,1.5386888537928811,0.9091155660421404
318,318,318,11-14,9.322426977405401,2.3639890769265928,0.9883315029398242
319,319,319,11-15,6.6087449664199385,-0.7481239858193589,1.0163121805944206
320,320,320,11-16,8.668290233251813,1.6138099851754522,1.1633441556601092
321,321,321,11-17,7.286655659122722,0.029319617961375576,1.086499014428768
322,322,322,11-18,9.164069773089603,2.182381385923715,0.8153612270048578
323,323,323,11-19,8.200744711001198,1.0776180064048362,0.9159196424508961
324,324,324,11-20,7.903876195870257,0.737162352383131,0.5938831799593802
325,325,325,11-21,7.1348509739086365,-0.14477349314313026,0.5755751074940645
326,326,326,11-22,6.983445491062009,-0.31840878977364184,0.2289021389980533
327,327,327,11-23,7.190870668211545,-0.08052881683051911,0.12325597464444325
328,328,328,11-24,7.3503306588573984,0.1023435749476486,0.08396211998938741
329,329,329,11-25,7.648020391628855,0.4437410202831753,0.2888483393194517
330,330,330,11-26,7.698296852761913,0.501399224452796,0.4311854397467504
331,331,331,11-27,8.20678384360503,1.0845438228372557,0.5763702371214356
332,332,332,11-28,7.728131087898098,0.5356138127901503,0.8825871565793392
333,333,333,11-29,7.950454973076012,0.7905799674175922,0.7858848394334951
334,334,334,11-30,8.952410009520365,1.9396450916950696,0.6304715555977413
335,335,335,12-01,7.142088891387518,-0.13647288259188853,0.2791134042851637
336,336,336,12-02,6.885198695766662,-0.4310804785617267,0.09972934713660107
337,337,337,12-03,6.368532580737175,-1.02360508503821,-0.11373983845367208
338,338,338,12-04,6.789621568879287,-0.5406905301012254,-0.3572548622241541
339,339,339,12-05,6.833617357302034,-0.4902351461240468,-0.3195561976378466
340,340,340,12-06,7.67837723612058,0.4785549490721776,-0.21990602237194048
341,341,341,12-07,7.339322447874899,0.08971910492595636,-0.17052720216146788
342,342,342,12-08,7.4065529317314125,0.16682057303371015,-0.2956968220887406
343,343,343,12-09,6.62687489689444,-0.7273321637753748,-0.3062960495638027
344,344,344,12-10,6.134753562987199,-1.2917082496648615,-0.5080835290952065
345,345,345,12-11,6.7781638457820375,-0.5538305109744193,-0.6576924265347555
346,346,346,12-12,6.62265649164999,-0.7321699281162452,-0.5488236094754386
347,347,347,12-13,6.556591938771512,-0.8079342797113374,-0.4074462566817901
348,348,348,12-14,7.9761376694088915,0.8200334753896112,-0.20404734769765973
349,349,349,12-15,7.366539243211642,0.12093195298651653,0.2540003694771138
350,350,350,12-16,7.198905056012879,-0.07131479576007907,0.3105180686248163
351,351,351,12-17,9.17459834261884,2.194455792074222,0.5700721451237555
352,352,352,12-18,6.918348313355367,-0.39306373323003024,0.24672552640611176
353,353,353,12-19,7.914538544319911,0.7493901792822983,0.29994124773801123
354,354,354,12-20,6.284438393381642,-1.1200462369162514,0.2462293160000561
355,355,355,12-21,7.644955629959313,0.4402262809779135,-0.02298329049648847
356,356,356,12-22,6.9178925735088646,-0.39358638618781,0.1375748481854365
357,357,357,12-23,7.766119808611637,0.5791801530949544,-0.2538158501931879
358,358,358,12-24,7.7583635516333915,0.5702850988615196,-0.1892446229201575
359,359,359,12-25,5.866843214408027,-1.5989540109894482,-0.3300706906039303
360,360,360,12-26,6.622265023093097,-0.7326188732780686,-0.5302832596862019
361,361,361,12-27,6.908175521692778,-0.4047301251247234,-0.9540941021577984
362,362,362,12-28,5.87041151583992,-1.5948618006814403,-1.1814173243721615
363,363,363,12-29,5.548807321395652,-1.9636849017346238,
364,364,364,12-30,6.569043768518447,-0.7936542344246583,
365,365,365,12-31,,,
