,unnamed: 0,unnamed: 0,mth_day,strong female lead,strong female lead_norm,strong female lead_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.0683726333241257,-0.8739867468008159,
2,2,2,01-03,2.33417239976466,-0.1737287024605982,
3,3,3,01-04,2.5348545833915472,0.3549749729503733,
4,4,4,01-05,1.7567066673289389,-1.6950807709147189,-1.0474524119460604
5,5,5,01-06,1.849514634370904,-1.4505751930118247,-1.167321333939262
6,6,6,01-07,1.4715565144637066,-2.4463180314387785,-1.3370414014288874
7,7,7,01-08,1.795377856097758,-1.5932002787600248,-1.3862502890503572
8,8,8,01-09,1.9476444219973936,-1.1920491073983506,-1.2487089977796462
9,9,9,01-10,2.4227840893018247,0.05972164722155464,-1.2580756364999817
10,10,10,01-11,2.0699492788876244,-0.8698330232904521,-1.026829149997852
11,11,11,01-12,1.8281826376506616,-1.5067750253338381,-0.7674226814274281
12,12,12,01-13,1.998207476341962,-1.0588391124260006,-0.8593069854074397
13,13,13,01-14,2.38616160488694,-0.03676146733748168,-1.0584390864191169
14,14,14,01-15,1.7383830498375126,-1.7433549312784198,-1.1100898737540124
15,15,15,01-16,1.9692718473431907,-1.1350709588485095,-0.9834415919416776
16,16,16,01-17,1.9523174945385835,-1.1797377472998247,-0.6214206954394402
17,17,17,01-18,2.1166170283547143,-0.7468853344598282,-0.6953483085669113
18,18,18,01-19,2.822689855498783,1.1132862665874226,-0.3665681860603742
19,19,19,01-20,2.217795593572049,-0.4803271461023089,-0.10336530441790492
20,20,20,01-21,2.487161422143393,0.2293258037608027,-0.056813017800383364
21,21,21,01-22,2.568701714939724,0.444146331006306,-0.045153624450997264
22,22,22,01-23,2.058337728167189,-0.9004240275946954,-0.2761366895598128
23,23,23,01-24,2.143170645731792,-0.6769289743635116,-0.1652977044796526
24,24,24,01-25,2.296638821136256,-0.2726121240654709,-0.5042739031970337
25,25,25,01-26,2.470225193645296,0.18470676437865224,-0.7691465341956921
26,26,26,01-27,1.7151620555424252,-1.8045313885434842,-0.668335406997708
27,27,27,01-28,1.9654690864111903,-1.1450894549856443,-0.5572776170809758
28,28,28,01-29,2.287929441796795,-0.2955572644067912,-0.7549711152110978
29,29,29,01-30,2.396098561603852,-0.010582234863118285,-0.9611210795563321
30,30,30,01-31,1.8464029169191905,-1.4587731128462031,-0.5392837657965455
31,31,31,02-01,2.0007301597711886,-1.052193021692753,-0.1801018377071387
32,32,32,02-02,2.675872985287449,0.7264924940152365,-0.04859655029713039
33,33,33,02-03,2.7834858735152417,1.0100021135507962,0.12649986470572855
34,34,34,02-04,2.587425391569504,0.4934744600532586,0.2540323718440833
35,35,35,02-05,2.79487087065617,1.0399962551540354,0.481957978832767
36,36,36,02-06,2.136851081434509,-0.6935780700160747,0.8329122136063095
37,37,37,02-07,2.5198180039714506,0.31536062023934897,0.5538904453350258
38,38,38,02-08,3.4751516602394728,2.832217902656492,0.3511153993124823
39,39,39,02-09,2.1480293748337367,-0.6641284960769058,0.15712902091278275
40,40,40,02-10,2.125616545744309,-0.7231758160820029,0.31422801927636684
41,41,41,02-11,2.3530777246464027,-0.12392201524416195,0.2351524818874184
42,42,42,02-12,2.4946352789363813,0.2490159201654295,-0.022019913943796727
43,43,43,02-13,2.3397278825738823,-0.15909260409434198,-0.3704286600146395
44,44,44,02-14,2.889455887379384,1.289183527669201,-0.3179255780108483
45,45,45,02-15,1.3545479082804437,-2.7545809725019623,-0.5176716453917429
46,46,46,02-16,2.245189383615793,-0.4081573240592556,-0.634705884794778
47,47,47,02-17,1.898167208561316,-1.3223984195295304,-0.5209167985568061
48,48,48,02-18,2.228096333040956,-0.4531895162527797,-0.8730833879490677
49,49,49,02-19,2.598876173321745,0.5236419133334892,-0.6984225275532611
50,50,50,02-20,2.0874161424723363,-0.8238160086843682,-0.5933491803076171
51,51,51,02-21,1.7523282660334163,-1.7066158101271232,-0.2693065404483436
52,52,52,02-22,2.484488065432421,0.22228275941460848,-0.3463000809828698
53,53,53,02-23,2.6361562286448,0.6218574196261106,-0.4716494068480119
54,54,54,02-24,2.052747843235697,-0.9151507594599368,-0.189779859897488
55,55,55,02-25,2.313400082263125,-0.22845404185736345,0.23293953026716785
56,56,56,02-26,2.7293582980964577,0.8674012730187755,0.2555954076310941
57,57,57,02-27,2.7150480755417665,0.8297005308608116,0.1540216498664447
58,58,58,02-28,2.5360855611885254,0.358218023598166,0.29013317449858245
59,59,59,02-29,2.404827666479386,0.01241487303821425,0.3317644865545463
60,60,60,03-01,2.3627342411028533,-0.09848161166711043,0.0018942569221033585
61,61,61,03-02,2.4082130710793908,0.021333830478419944,-0.4020247239316221
62,62,62,03-03,1.9780972676750201,-1.1118201047758824,-0.410467254126861
63,63,63,03-04,1.7951451485602574,-1.5938133542615411,-0.15036902114159353
64,64,64,03-05,2.5168581700386587,0.3075628424267325,0.030206555406918526
65,65,65,03-06,2.9971868701002555,1.573004270949819,0.003118520152706296
66,66,66,03-07,2.7739850346586663,0.984971847623962,0.2134613949671849
67,67,67,03-08,2.346521583187783,-0.14119438104685342,0.6222037201352139
68,68,68,03-09,2.4571414210410536,0.15023714411098887,0.2977420268699393
69,69,69,03-10,2.7260329729169515,0.858640596746633,0.0385006204389462
70,70,70,03-11,1.777914779219916,-1.6392073171649146,-0.29626370070160984
71,71,71,03-12,2.406779041117752,0.017555832363860508,-0.2470760443715868
72,72,72,03-13,2.0115779840781536,-1.0236140792193744,-0.053107808863744665
73,73,73,03-14,2.4585437241966366,0.1539315569332852,-0.1403585220040802
74,74,74,03-15,2.898893247627583,1.3140465571580413,0.11539757900482553
75,75,75,03-16,2.527324345188252,0.33513631790461984,-0.2695587129041187
76,76,76,03-17,2.3603850196978486,-0.1046707111114804,-0.2380598140315958
77,77,77,03-18,1.5300625794686582,-2.2921819190898054,-0.3249385735255466
78,78,78,03-19,2.0833149675897595,-0.8346206859842369,-0.4985431847518157
79,79,79,03-20,2.260682200130379,-0.36734100003042,-0.5628869149865872
80,80,80,03-21,2.503518438384922,0.2724188898004273,-0.4857052811452667
81,81,81,03-22,2.38078509206682,-0.050926063504009085,0.09369911118865422
82,82,82,03-23,2.5361618815075624,0.35841909193644184,0.5115525517001015
83,83,83,03-24,2.849623733260872,1.184244434913721,0.6432554839656612
84,84,84,03-25,3.0349528484423423,1.6724999570844463,0.8655745678361416
85,85,85,03-26,2.560628275026548,0.4228765935629382,0.6585658492813827
86,86,86,03-27,3.0098377392111537,1.6063333930233088,0.546937623929696
87,87,87,03-28,1.909334293427141,-1.2929783748325618,0.1082584075294341
88,88,88,03-29,2.28193483078138,-0.31135026017367906,-0.3337360303635465
89,89,89,03-30,1.8505563105821283,-1.4478308634878505,-0.6770644685916459
90,90,90,03-31,2.02833519391191,-0.9794666702734371,-0.9379787189738296
91,91,91,04-01,1.7787169259374778,-1.6370940358056578,-0.763294521191936
92,92,92,04-02,2.415620101529313,0.040847890730205186,-0.7649464463585264
93,93,93,04-03,2.3071678007739367,-0.2448731881411997,-0.2666661675491781
94,94,94,04-04,2.2781726634460164,-0.3212618111732218,0.10643471178706077
95,95,95,04-05,2.985361825205555,1.541850809368239,0.31023735922814155
96,96,96,04-06,2.8780516153471107,1.259138605743996,0.4426110827791968
97,97,97,04-07,2.2428660766195647,-0.41427815115917294,0.4539676777166954
98,98,98,04-08,2.717093866126067,0.8350902320365364,0.4003879544133397
99,99,99,04-09,2.333031811674013,-0.17673361851620747,0.1579383976231146
100,100,100,04-10,2.156147835126633,-0.6427401509933565,-0.3287777302069045
101,101,101,04-11,2.433196496244534,0.08715346862688844,-0.3004016458871307
102,102,102,04-12,1.7695828089206018,-1.6611581612361186,-0.2748998002402342
103,103,103,04-13,2.3074910243426503,-0.24402164524053024,-0.2451682284059001
104,104,104,04-14,2.775172895748362,0.9881013059179156,-0.2264901026268025
105,105,105,04-15,2.400743806530896,0.0016558124897972162,-0.14081440498517084
106,106,106,04-16,2.198686223737152,-0.5306713963187708,0.4579465307817228
107,107,107,04-17,2.6283181141124032,0.6012076544766787,0.3185876036081822
108,108,108,04-18,3.133227409652102,1.9314074533652428,0.2997079243150303
109,109,109,04-19,1.9901088484989065,-1.0801752082817733,0.2506648123266818
110,110,110,04-20,2.7321754802628737,0.8748232301590037,0.06903274939295505
111,111,111,04-21,2.2890508571898955,-0.2926028594402939,-0.19066185238213545
112,112,112,04-22,1.785029341425567,-1.6204637739211314,-0.5177871612469688
113,113,113,04-23,2.036878158036866,-0.956959956173864,-0.004083293970286321
114,114,114,04-24,2.3882177830223834,-0.03134439982375683,-0.193338082910946
115,115,115,04-25,3.1600407247151225,2.0020479953783212,-0.09558164062355264
116,116,116,04-26,2.301158265068356,-0.2607055034849542,0.040551407858986255
