,unnamed: 0,unnamed: 0,mth_day,leonardo dicaprio,leonardo dicaprio_norm,leonardo dicaprio_ravg
57,57,57,02-27,0.3650087550845144,-0.09995305031393606,0.4951347699739298
58,58,58,02-28,0.4468542096614751,0.3477976052792515,0.5314567485072944
59,59,59,02-29,0.3743550081025422,-0.04882264926977408,0.5063764836575931
60,60,60,03-01,0.4461939211464786,0.3441853751682643,-0.14565351576144786
61,61,61,03-02,0.4012236949366005,0.09816745796416143,-0.3239180687373299
62,62,62,03-03,0.1062947319634101,-1.5152958333966515,-0.4571857819771121
63,63,63,03-04,0.16949623233087832,-1.1695403681692291,-0.6024543799849675
64,64,64,03-05,0.3006921915700654,-0.4518086741594411,-0.4828487430811876
65,65,65,03-06,0.21503096078483336,-0.9204342373169068,-0.6773787613614543
66,66,66,03-07,0.5773719900123465,1.0618191965909445,-0.4009756193781537
67,67,67,03-08,0.18787194333833707,-1.069012651717438,-0.33144186693908345
68,68,68,03-09,0.4094412335199917,0.14312301850315154,-0.20585028721527202
69,69,69,03-10,0.2457577163384627,-0.7523378535348074,-0.018053035126391743
70,70,70,03-11,0.4384353725811487,0.3017408041834276,-0.22116568253860386
71,71,71,03-12,0.4209985180426413,0.20634927521637486,-0.05209344327447464
72,72,72,03-13,0.3546071978211362,-0.15685668788232826,-0.2397931501427537
73,73,73,03-14,0.3733027509459969,-0.0545792161326628,-0.12140948117595708
74,74,74,03-15,0.20358065946127696,-0.9830752227065233,-0.06604022994074067
75,75,75,03-16,0.3755955858764475,-0.04203583973402747,-0.3251627499355089
76,76,76,03-17,0.4991618704252919,0.6339563115947261,-0.35119261571430244
77,77,77,03-18,0.13680462340274166,-1.3483858447522346,-0.4878456040958626
78,78,78,03-19,0.32605881486785776,-0.3130358825550897,-0.20481154872531449
79,79,79,03-20,0.223427915740162,-0.8744971464220236,-0.3597473356143954
80,80,80,03-21,0.5139996477958498,0.7151291095167657,-0.33440659290022223
81,81,81,03-22,0.2056690017416744,-0.971650561068513,-0.09025681544458126
82,82,82,03-23,0.5269544542777256,0.786000767879765,-0.0035979420444542756
83,83,83,03-24,0.4045770892308152,0.11651281998161135,0.15935922631672494
84,84,84,03-25,0.4211023592776039,0.2069173578456722,0.06619106420061559
85,85,85,03-26,0.4021519893443721,0.1032458637450519,0.44026754677225743
86,86,86,03-27,0.4118170090628162,0.15612013682010925,0.39339506758857584
87,87,87,03-28,0.6159392186158229,1.2728083343613383,0.5906389972816558
88,88,88,03-29,0.4755468328525132,0.5047658927776757,0.7387517475509174
89,89,89,03-30,0.620905336481138,1.299976398140091,0.5285823433064777
90,90,90,03-31,0.5835457445368171,1.0955938594612418,0.2720633992190521
91,91,91,04-01,0.17164766448839,-1.1577705617215863,-0.0016162340478796946
92,92,92,04-02,0.13047859906822354,-1.3829935277044445,-0.16472563414155353
93,93,93,04-03,0.315779738601044,-0.3692694652402525,-0.3332168496150318
94,94,94,04-04,0.2966557983490871,-0.4738905077843674,-0.6654652226072918
95,95,95,04-05,0.4361117695654369,0.2890291052992217,-0.4862308601123611
96,96,96,04-06,0.2191507119848534,-0.8978963784923184,-0.3426008526729698
97,97,97,04-07,0.3682238305883581,-0.08236438675200325,-0.4709310878971209
98,98,98,04-08,0.2880055141436964,-0.5212134830680966,-0.5254258376056739
99,99,99,04-09,0.17503292373855225,-1.1392508765851594,-0.4066902530003968
100,100,100,04-10,0.23688841434320104,-0.8008590060356853,0.07396927468077923
101,101,101,04-11,0.5663356043058536,1.0014426129308844,0.17238688198316288
102,102,102,04-12,0.7463164063067752,1.9860607875947376,0.4044087178748804
103,103,103,04-13,0.4761638240747187,0.5081412570622986,0.7124590619844057
104,104,104,04-14,0.5424766005814873,0.8709175322822087,0.7067411788307894
105,105,105,04-15,0.5128886494370166,0.7090511880719923,0.6022319940454866
106,106,106,04-16,0.2306172979517933,-0.8351663049573828,0.22000553253600866
107,107,107,04-17,0.4517146433396828,0.3743875042190675,0.10909378349295408
108,108,108,04-18,0.3271076600619508,-0.3072979814621301,-0.08156899077550726
109,109,109,04-19,0.3545208193582424,-0.15732923719602873,-0.2031366838248068
110,110,110,04-20,0.33336626781961043,-0.27305911332855937,0.026812554020328228
111,111,111,04-21,0.3795586858708788,-0.0203549702238045,0.004031949883501844
112,112,112,04-22,0.4828152523171837,0.544529122113427,0.04126579117673263
113,113,113,04-23,0.4267299040278498,0.2377038793981092,-0.03173900105388313
114,114,114,04-24,0.3679440581092561,-0.08389493370274541,-0.04234615505884909
115,115,115,04-25,0.2744524554359778,-0.5953579905797233,0.031584309124039416
116,116,116,04-26,0.32173281964313644,-0.3367020373583551,0.16286046040282245
117,117,117,04-27,0.4606422850466466,0.42322781487352656,0.2734049942779304
118,118,118,04-28,0.6267930150604885,1.3321860297861252,0.5061864669286874
119,119,119,04-29,0.5479701637079175,0.9009710826487566,0.5314045993753361
120,120,120,04-30,0.623248279888072,1.3127939022017976,0.634403606410603
121,121,121,05-01,0.3021105658761765,-0.4440491958998317,0.5230599710751807
122,122,122,05-02,0.4346974857554679,0.2812920048532461,0.15240022145769264
123,123,123,05-03,0.33852560692088096,-0.244833997139007,-0.05818291826409646
124,124,124,05-04,0.2202701168107693,-0.8917724679188029,-0.5296216665894345
125,125,125,05-05,0.3170120724380359,-0.3625277556819781,-0.38886917712058505
126,126,126,05-06,0.10619552054688317,-1.5158385877502307,-0.4824191615264463
127,127,127,05-07,0.4564815490050122,0.4004657409132649,-0.44066675985259546
128,128,128,05-08,0.3320960815535468,-0.2800079015819213,-0.284557116195966
129,129,129,05-09,0.3843177582263743,0.005680412904098144,-0.12868702333972687
130,130,130,05-10,0.3914841341123924,0.04488539402097367,0.007032540506679119
131,131,131,05-11,0.4879633612244825,0.5726928014554571,-0.11270766285659364
132,132,132,05-12,0.2550466178159178,-0.7015212046717949,-0.12004676837723692
133,133,133,05-13,0.3251558937147304,-0.31797547926637165,-0.032777110452603536
134,134,134,05-14,0.32404688158000955,-0.3240425347057808,-0.0038458815194439655
135,135,135,05-15,0.480031183558893,0.5292983604518985,-0.188281129971452
136,136,136,05-16,0.4232146013346129,0.21847276761993115,-0.12520944602603154
137,137,137,05-17,0.285683097943962,-0.5339186892565909,-0.05321949603623269
138,138,138,05-18,0.324220796510644,-0.3230911009992725,0.17746154594310895
139,139,139,05-19,0.40411122443220576,0.11396422067242155,0.08910203444185799
140,140,140,05-20,0.5770474457186376,1.0600437171702692,-0.05341829727405526
141,141,141,05-21,0.3831224559711615,-0.0008587085556072764,0.02430713493957936
142,142,142,05-22,0.26690472855113745,-0.6366492226755484,0.08236955873430397
143,143,143,05-23,0.3709288469194209,-0.0675660959747832,0.1872643042506105
144,144,144,05-24,0.3879010445677729,0.025283441769075283,-0.13944436386330186
145,145,145,05-25,0.5191550510210418,0.7433326937702608,-0.29323680782583394
146,146,146,05-26,0.2187281116608267,-0.9002082915132049,-0.2263947621205805
147,147,147,05-27,0.2144498387984704,-0.9236133723308,-0.2918446873685571
148,148,148,05-28,0.3402140699972521,-0.235596948444028,-0.17700426905394684
149,149,149,05-29,0.29914632041231404,-0.4602656474626427,-0.27149998659639607
150,150,150,05-30,0.5138528365755201,0.7143259516567371,-0.1880318040264356
151,151,151,05-31,0.4155164093633321,0.17635838851556607,-0.02290677030799609
152,152,152,06-01,0.3102722502542233,-0.3993991960934424,0.05783370227248553
153,153,153,06-02,0.3955515293652939,0.06713682997983664,0.20106250915825225
154,154,154,06-03,0.428766579281958,0.24884588703886165,-0.01968753596740593
155,155,155,06-04,0.4562332168129586,0.3991071938519575,0.21128693343300275
156,156,156,06-05,0.2717441419415645,-0.6101743190972119,0.18267881529369845
157,157,157,06-06,0.6688387914650953,1.562205204918018,0.028505111550616632
158,158,158,06-07,0.2788961563798221,-0.5710479049292683,-0.11397213265605315
159,159,159,06-08,0.22646076365844164,-0.8579053924786543,-0.09739485039484104
160,160,160,06-09,0.2725039629355629,-0.606017578201157,0.17738375936095696
161,161,161,06-10,0.4744144324342559,0.4985708874192302,-0.029983398878293925
162,162,162,06-11,0.5731089298103071,1.0384973394375758,0.08562142104926042
163,163,163,06-12,0.4414078436585869,0.3180022554825126,0.13860797979718584
164,164,164,06-13,0.4056863096054826,0.1225810146360579,0.2031510101320796
165,165,165,06-14,0.2845740318315159,-0.5399860399911018,0.04067270184665056
166,166,166,06-15,0.34329184799898765,-0.21875939619179446,-0.2591532572252236
167,167,167,06-16,0.2962155509666373,-0.4762989622933438,-0.35724348611883555
168,168,168,06-17,0.24427333873740675,-0.7604584149936688,-0.3465286800092196
169,169,169,06-18,0.3338269040476352,-0.27053911787915874,-0.22401801280893105
170,170,170,06-19,0.4174378257556984,0.18686985129375333,-0.16576374044736816
171,171,171,06-20,0.4189382069224559,0.1950779632106297,0.1156800591639251
172,172,172,06-21,0.4071825069126949,0.1307662379775829,0.06987285615100136
173,173,173,06-22,0.6048904184980267,1.2123638353744155,0.1537384407831402
174,174,174,06-23,0.19403406417699345,-1.0353016330712113,0.4526484556473014
175,175,175,06-24,0.4258068953017372,0.2326543899136743,0.3932313454867781
176,176,176,06-25,0.7452688505266502,1.980329940478721,0.3603336506340107
177,177,177,06-26,0.3537721999497388,-0.16142469775251042,0.16880440034720626
178,178,178,06-27,0.3711017987400833,-0.06661993113902183,0.17712777096504725
179,179,179,06-28,0.3948297739135033,0.063188333653589,0.0949831260973924
180,180,180,06-29,0.20316276172309364,-0.9853614093641652,-0.09855538169218818
181,181,181,06-30,0.3357143531744778,-0.2602134792922549,0.07595812418773405
182,182,182,07-01,0.5330045429217921,0.8190988937412377,0.4871304120780708
183,183,183,07-02,0.5451707434043157,0.8856563375270229,0.3874201989616101
184,184,184,07-03,0.8220570220294837,2.4004137962029986,0.3644889189937488
185,185,185,07-04,0.28547210866112194,-0.5350729450451751,0.30255954246849315
186,186,186,07-05,0.17801276795460133,-1.1229490891713336,0.476821966793314
187,187,187,07-06,0.2677930057451285,-0.6317897384437884,0.44080806477042
188,188,188,07-07,0.7241277114494119,1.8646734396901632,-0.0992733046848779
189,189,189,07-08,0.5056723197347996,0.669572925389659,-0.01961970462557148
190,190,190,07-09,0.2297201313144249,-0.8400744205287889,-0.049019366573922106
191,191,191,07-10,0.3728325851777917,-0.05715134468933659,-0.1336213263314941
192,192,192,07-11,0.14576854452559596,-1.2993470608614373,-0.4368531166139326
193,193,193,07-12,0.17500539146074331,-1.1394014969892203,-0.7348803541671248
194,194,194,07-13,0.3915567582928303,0.045282697995532084,-0.3323959674857009
195,195,195,07-14,0.17880948530912985,-1.1185904999294942,-0.341467995046888
196,196,196,07-15,0.6711468563441702,1.5748318995597541,-0.10089163840573656
197,197,197,07-16,0.3628827944573775,-0.11158351005645914,-0.04012214891217058
198,198,198,07-17,0.4096218435499599,0.14411107898547112,-0.2128367203492705
199,199,199,07-18,0.2416546270995588,-0.7747845600278244,-0.060259898546463436
200,200,200,07-19,0.20213120501107912,-0.9910047306270674,-0.2779318424684564
201,201,201,07-20,0.3461488629162679,-0.2031295691126516,-0.2331388832787041
202,202,202,07-21,0.4324140843015163,0.26880023602779624,-0.43131284962453176
203,203,203,07-22,0.4120096921304891,0.15717424508205458,-0.249238150447698
204,204,204,07-23,0.19227357403948173,-1.0449327190894944,-0.07150088899531512
205,205,205,07-24,0.4413459463854983,0.317663635033178,-0.009819461622666444
206,206,206,07-25,0.3970654182002787,0.07541883808722973,-0.14057460736920704
207,207,207,07-26,0.4137982708964584,0.1669589951232405,-0.2136191833772967
208,208,208,07-27,0.2890077369309081,-0.5157306384514474,-0.04558141635878229
209,209,209,07-28,0.3318976951551652,-0.2810932109664835,-0.02223306697113689
210,210,210,07-29,0.3765698191383172,-0.036706116978407775,0.0173378236455637
211,211,211,07-30,0.4669533630856061,0.4577537313590504,0.12420482489046293
212,212,212,07-31,0.4404649865548805,0.31284418178743323,0.2379021269187027
213,213,213,08-01,0.5310051786283225,0.808161002592636,0.14499331848053162
214,214,214,08-02,0.4137058105453003,0.16645317371799104,0.041991375531308266
215,215,215,08-03,0.2299995038403798,-0.8385460615955098,0.06742119682024435
216,216,216,08-04,0.2636019330479552,-0.6547177746737478,-0.06821577087769289
217,217,217,08-05,0.4948436443017864,0.6103326590926668,-0.3601877069570916
218,218,218,08-06,0.2917044770167619,-0.5009776244001901,-0.20554653273981247
219,219,219,08-07,0.2107835257915429,-0.9436706138837564,-0.2312231383248734
220,220,220,08-08,0.5833092767873821,1.0943002190216662,-0.2102673587521123
221,221,221,08-09,0.2018385607371003,-0.9926056951058756,-0.2705783835854375
222,222,222,08-10,0.2865852870695141,-0.5289830972371812,-0.28521043035600085
223,223,223,08-11,0.4286972320275755,0.24846651009271545,-0.2627121898568758
224,224,224,08-12,0.2756567079600102,-0.5887699050235703,-0.4301180200843362
225,225,225,08-13,0.23545858139890802,-0.8086811708890059,-0.03227423964947277
226,226,226,08-14,0.3997061114633941,0.08986523765690406,0.013909655974475124
227,227,227,08-15,0.6381756781066279,1.394456987503305,-0.09410678459165962
228,228,228,08-16,0.3372377010985123,-0.2518797234934938,-0.08534563422151878
229,229,229,08-17,0.3102296710828576,-0.3996321333040931,-0.09302440933269084
230,230,230,08-18,0.2852655425964841,-0.5362030028027251,-0.1542675163021059
231,231,231,08-19,0.22703684713608904,-0.8547538215560385,-0.40322434149795017
232,232,232,08-20,0.3325374335351405,-0.27759340415958617,-0.5196315081809126
233,233,233,08-21,0.3651310590938914,-0.09928396367176076,-0.3919332235391806
234,234,234,08-22,0.2095675701338435,-0.9503227235912688,-0.3611874778751422
235,235,235,08-23,0.45028339104475457,0.3665575745462993,-0.5197170013666964
236,236,236,08-24,0.3189860899423778,-0.3517285288184948,-0.5145465989205414
237,237,237,08-25,0.05316881475749872,-1.8059309625053641,-0.4558206360369893
238,238,238,08-26,0.338208097775586,-0.24657098948265585,-0.2798235191747309
239,239,239,08-27,0.4295390469009405,0.2530718136295522,-0.04121072827151296
240,240,240,08-28,0.4025932712094915,0.1056599775822815,-0.13355864843453438
241,241,241,08-29,0.7119831397159649,1.798234319965607,0.05483599895687434
242,242,242,08-30,0.21770305559417272,-0.9058160497966232,0.383016943053301
243,243,243,08-31,0.25979156824320915,-0.6755630781569117,0.08067229344250056
244,244,244,09-01,0.6981421577378222,1.7225146750959035,0.23304497624809595
245,245,245,09-02,0.097941069626854,-1.56099608403525,0.2169978374338856
246,246,246,09-03,0.5697087583702621,1.0198960744158538,0.3419781013559461
247,247,247,09-04,0.6943833615201924,1.7019514870803447,0.3662414665876537
248,248,248,09-05,0.35477577300156,-0.15593446626426005,-0.032813648922826566
249,249,249,09-06,0.2864025330578788,-0.5299828867666664,0.018975966092156498
250,250,250,09-07,0.2604765026832627,-0.6718160179669782,-0.18942855512728007
251,251,251,09-08,0.1547415838905553,-1.2502583939453518,-0.3388291997039004
252,252,252,09-09,0.3411400776276115,-0.2305310529007656,-0.21303842382458205
253,253,253,09-10,0.5305274718630588,0.8055476196206226,-0.2339766658104819
254,254,254,09-11,0.4927374233731295,0.5988101890116503,-0.1105282974688504
255,255,255,09-12,0.263438413470721,-0.6556123386820653,0.2795835885604671
256,256,256,09-13,0.3958691060998145,0.06887419208281094,0.2594245561648676
257,257,257,09-14,0.5825987081506422,1.0904129222305532,0.21122124888259508
258,258,258,09-15,0.31903055998015656,-0.3514852472743626,0.003541355924782793
259,259,259,09-16,0.4776602581938284,0.5163277759269876,-0.0717283225877508
260,260,260,09-17,0.2649634822302685,-0.6472691687352234,-0.14490489381792301
261,261,261,09-18,0.1808860244108972,-1.1072304097572672,-0.4893583987734675
262,262,262,09-19,0.31561234271731664,-0.3701852352982224,-0.4567262498478418
263,263,263,09-20,0.2048176372593256,-0.9763081075027134,-0.5810611611551749
264,264,264,09-21,0.35482002935483703,-0.15569235372060836,-0.3344229468330395
265,265,265,09-22,0.3412953344316987,-0.2296816919170109,0.012549981403385035
266,266,266,09-23,0.5354651533959129,0.8325601171975889,0.6487001328615134
267,267,267,09-24,0.5614302851417314,0.9746071596612804,1.6894301994392609
268,268,268,09-25,1.0133131412519158,3.4467156734505475,1.7573146839049139
269,269,269,09-26,1.3462434419155314,5.2680722919637715,1.6226745433946081
270,270,270,09-27,0.4292726706239369,0.2516145530733089,1.9206227796891115
271,271,271,09-28,0.1936281000004357,-1.0375225349788444,1.6004104832310366
272,272,272,09-29,0.8622413428036637,2.6202495349646098,1.0787443482349053
273,273,273,09-30,0.21023587855814369,-0.9466666190871696,0.12833550836145902
274,274,274,10-01,0.4411732492452796,0.3167188634737597,0.009534931153875577
275,275,275,10-02,0.3038778856170018,-0.43438074727690623,0.0889116266222656
276,276,276,10-03,0.29897755492819234,-0.4611889101721917,-0.5681991719652105
277,277,277,10-04,0.2806848800489722,-0.5612623621685043,-0.6231832587259202
278,278,278,10-05,0.14155185173094653,-1.3224152565602467,-0.6770273973681559
279,279,279,10-06,0.14993181174040932,-1.2765711396514274,-0.4191098216887969
280,280,280,10-07,0.38211942611722177,-0.006345968379654439,-0.2830424672566157
281,281,281,10-08,0.5867502516694699,1.1131247067992474,-0.27691890895197896
282,282,282,10-09,0.4482100932278736,0.35521521642089543,-0.2098424465547524
283,283,283,10-10,0.2874009226518473,-0.5245210123406837,0.0533000330017408
284,284,284,10-11,0.2151182908336516,-0.9199564821768874,0.0005035766193039167
285,285,285,10-12,0.4385346167450453,0.30228373768753164,-0.18647005756100127
286,286,286,10-13,0.3242146536458315,-0.3231247066742757,-0.44196409142214094
287,287,287,10-14,0.3816860013922279,-0.008717098282584334,-0.4042868751680999
288,288,288,10-15,0.16799575855051074,-1.177748986745942,-0.1879341775362996
289,289,289,10-16,0.32872359436190113,-0.2984577148164372,-0.3850465468964985
290,290,290,10-17,0.4524041730374498,0.37815970361391416,-0.37433170314311104
291,291,291,10-18,0.2223506589350318,-0.8803904784736615,-0.5127184317786789
292,292,292,10-19,0.3359662110820383,-0.2588356441539516,-0.4865042597010738
293,293,293,10-20,0.2299096780598868,-0.8390374700959915,-0.34749564928095084
294,294,294,10-21,0.19674628034091896,-1.0204639542803118,-0.3712773879421015
295,295,295,10-22,0.4811819695913985,0.535593947704301,-0.0824336806013224
296,296,296,10-23,0.4263214345261188,0.2354692716470101,-0.04635663218051357
297,297,297,10-24,0.5391414115607038,0.852671765571013,0.1879792612971901
298,298,298,10-25,0.3755338908731615,-0.042373353629098574,0.4744348154406898
299,299,299,10-26,0.4869187185041287,0.5669778907702308,0.30798897660576896
300,300,300,10-27,0.5109178142350609,0.6982693705806858,0.2353198109709602
301,301,301,10-28,0.2986316795353421,-0.4630810853052237,0.13054885095355118
302,302,302,10-29,0.34662117071884624,-0.2005457221618429,0.14000705093224555
303,303,303,10-30,0.424233347324875,0.224046005466559,-0.18397550349669656
304,304,304,10-31,0.3859072180864135,0.014375846243067644,-0.3265906053099428
305,305,305,11-01,0.13158926300020987,-1.376917435803422,-0.34502833331933425
306,306,306,11-02,0.3545040018825468,-0.15742124029879134,-0.5331202911963603
307,307,307,11-03,0.27841001091539386,-0.5737074533615726,-0.6495782226931511
308,308,308,11-04,0.14033039344253986,-1.3290974694239992,-0.5670515216148079
309,309,309,11-05,0.29650753980167005,-0.4747015835141853,-0.2966695130758329
310,310,310,11-06,0.4764187822364947,0.509536052713127,-0.21412719029745286
311,311,311,11-07,0.428132056921793,0.2453746154304273,-0.0940662809243359
312,312,312,11-08,0.44503269920875815,0.33783269637148866,0.3602746259560114
313,313,313,11-09,0.41008740209483696,0.14665800287712966,0.2832535845835608
314,314,314,11-10,0.6386310113246014,1.3969479718580844,0.1836594506728083
315,315,315,11-11,0.21203433493588106,-0.9368278317488884,0.13571744192744215
316,316,316,11-12,0.3671884274222704,-0.08802875075138812,-0.0015708067101813385
317,317,317,11-13,0.3755514237044222,-0.04227743704176986,-0.2313579435407976
318,318,318,11-14,0.2944611392015273,-0.4858967954542522,-0.5381422321137728
319,319,319,11-15,0.1580672328121252,-1.2320648181065676,-0.4643276564526053
320,320,320,11-16,0.3021638382450675,-0.4437577595797667,-0.4944184253404416
321,321,321,11-17,0.29299083280708993,-0.4939403777818837,0.07723303116913739
322,322,322,11-18,0.33418622906793216,-0.26857336407840604,0.3191533846349194
323,323,323,11-19,1.0025129622280078,3.3876313020157043,0.6073473274041993
324,324,324,11-20,0.5597884733347778,0.96562532534044,0.7887072740407014
325,325,325,11-21,0.4741453529573123,0.4970988385091117,0.7413891121333062
326,326,326,11-22,0.5010712491769793,0.6444019202392459,0.8460914733765387
327,327,327,11-23,0.2410944066688465,-0.7778493492262547,0.3198170956637114
328,328,328,11-24,0.4490190572617483,0.35964080338098875,0.4794805868767454
329,329,329,11-25,0.4253189574212558,0.2299850357387413,0.4322274832193879
330,330,330,11-26,0.7349001903733109,1.923606272618644,0.30594209374915504
331,331,331,11-27,0.4223202797738684,0.2135802165649678,0.3173993391838281
332,332,332,11-28,0.3625671289238005,-0.11331041658215278,0.06230397286501126
333,333,333,11-29,0.2536601967900244,-0.7091058766182161,0.04294147259284017
334,334,334,11-30,0.16924196316664555,-1.170931394531912,-0.1986615496126606
335,335,335,12-01,0.4040830402866682,0.11381003410571475,-0.2884279237142444
336,336,336,12-02,0.4699208908560875,0.4739881393856392,-0.38627022475260736
337,337,337,12-03,0.3238685687294313,-0.32501802804453456,-0.3739302773444768
338,338,338,12-04,0.2552581054040257,-0.7003642228123308,0.8633035399414201
339,339,339,12-05,0.2671940946296986,-0.6350661921694332,0.8600648473144274
340,340,340,12-06,1.5261842201413316,6.2524715091834695,0.6156618072759256
341,341,341,12-07,0.4005309882642306,0.09437787834375948,0.6316878533282108
342,342,342,12-08,0.20187065804816495,-0.9924301008453721,0.7580179283612479
343,343,343,12-09,0.3414452133351153,-0.2288617517308241,0.9015425950148224
344,344,344,12-10,0.393811234767365,0.05761622738589249,0.3893894111296024
345,345,345,12-11,0.4246054766816955,0.2260818077520137,0.3093662064914974
346,346,346,12-12,0.9644777039207264,3.179552405872149,0.1993392175473602
347,347,347,12-13,0.31276514611308176,-0.3857613494848705,0.19019520048511132
348,348,348,12-14,0.08119801830937716,-1.652592034510195,0.08083470905576842
349,349,349,12-15,0.3314164677763477,-0.2837258541043173,-0.19353048065288925
350,350,350,12-16,0.2738695794466857,-0.5985467211901652,-0.802600462009969
351,351,351,12-17,0.12369410927722355,-1.4201093304999324,-0.8733278576870099
352,352,352,12-18,0.29647721475593125,-0.4748674822703303,-0.6641266158201474
353,353,353,12-19,0.2351945280301715,-0.8101257235471155,-0.6810209688389176
354,354,354,12-20,0.31064050632951395,-0.3973845833090204,-0.7064573773294626
355,355,355,12-21,0.3128875032466629,-0.3850919722169377,-0.4613335008339516
356,356,356,12-22,0.2459720736848348,-0.7511651721334347,-0.5559016364768633
357,357,357,12-23,0.3925349230046275,0.050633928473133,-0.5637616711603376
358,358,358,12-24,0.1927591481913732,-1.042276296127801,-0.4088488841494543
359,359,359,12-25,0.22657399644246395,-0.8572859316479621,-0.4667217677249733
360,360,360,12-26,0.4805418652350738,0.53209213875628,-0.4250442038161384
361,361,361,12-27,0.2494151343545253,-0.7323292736700516,-0.4656544378005749
362,362,362,12-28,0.2916821463045137,-0.501099788680426,-0.33892188242579274
363,363,363,12-29,0.3479954497141252,-0.1930274754334861,
364,364,364,12-30,0.3317536998434383,-0.281880963879108,
365,365,365,12-31,,,
