,unnamed: 0,unnamed: 0,mth_day,road trip,road trip_norm,road trip_ravg
32,32,32,02-02,1.484489216503287,-0.4513065958637775,-0.220873934052197
33,33,33,02-03,1.7599598122600104,0.4522653402507393,-0.2041106653033292
34,34,34,02-04,1.2378884544844446,-1.2601825028279503,-0.4368288518462065
35,35,35,02-05,1.6761782587692429,0.17745321269724115,-0.4073549340907887
36,36,36,02-06,1.4216670744733917,-0.6573696943548565,-0.4877536881529476
37,37,37,02-07,1.4071493384022715,-0.7049893644461278,-0.6839339458466137
38,38,38,02-08,1.3374229445592616,-0.9336991202367306,-0.5085931065457977
39,39,39,02-09,1.4011047595346948,-0.7248162059112577,-0.4834469327783198
40,40,40,02-10,1.5586238173181888,-0.20813746702305366,-0.34970326193772744
41,41,41,02-11,1.7221759122500475,0.3283302553021083,-0.1061923058806718
42,42,42,02-12,1.6663124461097218,0.14509233068869762,0.055117742459337565
43,43,43,02-13,1.85258221733904,0.756076371896206,0.06416917382448357
44,44,44,02-14,1.6324930325625469,0.03416116980332535,-0.16874568736185988
45,45,45,02-15,1.4176617358480352,-0.6705076177203816,-0.06931493190997948
46,46,46,02-16,1.1325734299135168,-1.6056266341411145,0.05589174966172108
47,47,47,02-17,1.904055727322564,0.9249147880133908,-0.13828045270163036
48,48,48,02-18,1.8953418644884759,0.8963324201189009,-0.10899671794156
49,49,49,02-19,1.4974003211785434,-0.4089568422839026,-0.2712903131357924
50,50,50,02-20,1.6860591574359698,0.2098635783637476,0.1761317901319117
51,51,51,02-21,1.1207925332835835,-1.6442691888857757,0.07012377374155908
52,52,52,02-22,1.9510027884339656,1.0789059854651095,0.12627609125929445
53,53,53,02-23,1.7101447152855234,0.2888666896712751,0.3108773454625486
54,54,54,02-24,1.998056292027563,1.233246325225313,0.4375981031396167
55,55,55,02-25,1.8350749352761009,0.6986506829356223,0.7145167798975117
56,56,56,02-26,1.9178581402296615,0.9701881244261562,0.4657024225875868
57,57,57,02-27,1.6273351768545297,0.01724287166159472,0.2392991565175644
58,58,58,02-28,1.4958688704701533,-0.4139801583944397,0.12913667214756622
59,59,59,02-29,1.2960054082120949,-1.0695529067488594,-0.1782684212155362
60,60,60,03-01,1.7965458821540226,0.5722714190053235,-0.5231208923533568
61,61,61,03-02,1.2727662081711502,-1.1457798772429924,-0.7707523600955479
62,62,62,03-03,1.2870502640066843,-1.0989267024007672,-0.6388406802054404
63,63,63,03-04,1.1743650133030503,-1.468545934791552,-0.5106459856918926
64,64,64,03-05,1.7371631444126725,0.3774899209462049,-0.5760917332039228
65,65,65,03-06,1.53050053223522,-0.3003847396675727,-0.3764673875905122
66,66,66,03-07,1.6768318117874224,0.1795969339331419,-0.0207578007373375
67,67,67,03-08,1.6379212238313725,0.0519661964374713,0.16251809362615005
68,68,68,03-09,1.9377180939185903,1.0353308187182808,-0.037139917490156826
69,69,69,03-10,1.5096152648231969,-0.3688905686106265,-0.04187390007906944
70,70,70,03-11,1.3719465474498314,-0.8204581457516363,-0.12479649177948288
71,71,71,03-12,1.5218410799971789,-0.32878863520104834,-0.3860536088466442
72,72,72,03-13,1.525148908693079,-0.3179386162693387,-0.7080350529458223
73,73,73,03-14,1.1600268749188771,-1.5155765059654964,-0.6903392479366498
74,74,74,03-15,1.3487461481318441,-0.8965578458767883,-0.32032757751346336
75,75,75,03-16,1.5419846230564769,-0.26271573855559216,-0.3712831535485148
76,76,76,03-17,2.0487759035720483,1.3996118767874823,-0.3167746941469864
77,77,77,03-18,1.4286325882779958,-0.6345220914113568,-0.2065276734404297
78,78,78,03-19,1.6248563731569852,0.009112140139831429,-0.2325079160678949
79,79,79,03-20,1.3616919195750892,-0.8540943817261559,-0.06058776519488246
80,80,80,03-21,1.3012228068563243,-1.0524393016415796,-0.3264315868269937
81,81,81,03-22,1.856462825559475,0.7688051666824829,-0.12278427822028096
82,82,82,03-23,1.5624915049785055,-0.19545105300518545,-0.32369532856008865
83,83,83,03-24,1.8011464514290176,0.5873617602289196,-0.029118019494387762
84,84,84,03-25,1.257347703271504,-1.1963541618990143,0.19077264478156444
85,85,85,03-26,1.9005359246712583,0.9133694726680492,0.3458830197378862
86,86,86,03-27,1.7034491921726649,0.2669046840141338,0.4818890325798623
87,87,87,03-28,2.140192403844107,1.6994674164204129,0.3604791990939067
88,88,88,03-29,1.8112751771132325,0.6205850240466713,0.5902298653396408
89,89,89,03-30,1.5790622687025055,-0.14109724068681406,0.2356698091472061
90,90,90,03-31,1.6776101110109711,0.18214983557539002,0.18734107588893456
91,91,91,04-01,1.2519708286976132,-1.21399086448656,0.0755771286854456
92,92,92,04-02,1.6150457497191142,-0.023067715535494963,0.09215052121381362
93,93,93,04-03,1.9357525808058265,1.0288837331994796,0.05729266166980265
94,94,94,04-04,1.8415914062767795,0.7200253792168794,0.07718021768500921
95,95,95,04-05,1.5152998943860732,-0.3502443979508799,0.2888809338702249
96,96,96,04-06,1.7139886439291947,0.3014751716666293,0.06813277100753841
97,97,97,04-07,1.6392160722391882,0.056213432624734175,-0.4091169496251439
98,98,98,04-08,1.2112508186980633,-1.347556692711614,-0.4705284615248538
99,99,99,04-09,1.0627622214588126,-1.8346145905966145,-0.6697537972440752
100,100,100,04-10,1.7292568033978106,0.3515563078186201,-0.8593928559770919
101,101,101,04-11,1.150874751947043,-1.5455964122662091,-1.1393819471215931
102,102,102,04-12,1.3670988232078864,-0.8363591807314705,-0.6834262594725007
103,103,103,04-13,1.1270569934084078,-1.6237211142422725,-0.4333863296363287
104,104,104,04-14,2.0452899022189794,1.3881774331829388,-0.63078275761133
105,105,105,04-15,1.5201379699650839,-0.33437501157958194,-0.5122757698686892
106,106,106,04-16,1.36817711881829,-0.8328222600313874,-0.3831380071894867
107,107,107,04-17,1.3676490177914125,-0.8345544858103642,-0.15268317930071038
108,108,108,04-18,1.603319017736516,-0.0615326046562558,-0.4751411832654493
109,109,109,04-19,1.5486074612539824,-0.2409921469096145,-0.4114355875960116
110,110,110,04-20,1.4554462279632574,-0.5465705906054951,-0.2374476873048593
111,111,111,04-21,1.636668935728984,0.047858562437044005,-0.19175399547177105
112,112,112,04-22,1.6864376709582634,0.2111051417155268,-0.2884402944049729
113,113,113,04-23,1.4512324139228503,-0.5603923348118346,-0.2456650360068181
114,114,114,04-24,1.4264593922605016,-0.6416503982554672,-0.2591971937520767
115,115,115,04-25,1.6268524273288965,0.01565940347931372,-0.1991287662355256
116,116,116,04-26,1.4306930584127069,-0.6277635370770465,-0.2195716219390138
117,117,117,04-27,1.7465467541037465,0.4082691275363505,0.211279612732112
118,118,118,04-28,1.6490433778343017,0.0884480074945973,0.056693130955978076
119,119,119,04-29,2.2393501600831254,2.0247150732149204,-0.08952888220675287
120,120,120,04-30,1.1436881250567548,-1.5691692889122708,0.14406702269284735
121,121,121,05-01,1.3593815367306743,-0.861672675497072,0.14210913981359016
122,122,122,05-02,1.8579892183558704,0.7738118923205549,0.0881096614632857
123,123,123,05-03,1.742965373529953,0.3965218302608072,-0.07244476993163597
124,124,124,05-04,1.5502669470234267,-0.2355488626072293,0.229337387773326
125,125,125,05-05,1.9456622547818987,1.0613884848453905,0.16338245054426415
126,126,126,05-06,1.695711317338809,0.2415236573175009,0.2884556288406513
127,127,127,05-07,1.2387360510172871,-1.2574022988714428,0.22411854400438927
128,128,128,05-08,2.0867744310970906,1.524250962098878,0.37762695857414186
129,129,129,05-09,1.6252792809407532,0.010499321243234895,0.11086033638610744
130,130,130,05-10,1.8310662020138369,0.6855016248112864,0.04384440336459863
131,131,131,05-11,1.4576898594141452,-0.5392112482828159,0.11328254887072058
132,132,132,05-12,1.5731250466273998,-0.16057194081155207,0.03149751707552292
133,133,133,05-13,1.3657530590469995,-0.8407734258347114,-0.07296948538207408
134,134,134,05-14,1.9371723649053159,1.033540771327692,0.3615484173993597
135,135,135,05-15,1.4341871082843451,-0.6163026935023471,0.2956069935803945
136,136,136,05-16,2.625891057204958,3.292609041499889,0.4181172352872
137,137,137,05-17,1.3370690925769064,-0.9348597911966068,0.4978038827637074
138,138,138,05-18,1.7972221079929491,0.5744895094292806,0.5462560703729965
139,139,139,05-19,1.5115167379098242,-0.3626535409756668,0.4953712891247595
140,140,140,05-20,2.0258016313952107,1.324253896983426,-0.3355032658596749
141,141,141,05-21,1.3411081151561706,-0.9216113809917696,-0.3572844741013528
142,142,142,05-22,1.1060463198071602,-1.6926382884067173,-0.5278693288678685
143,143,143,05-23,1.2972266704908193,-1.065547040646674,-0.5716146748108695
144,144,144,05-24,1.4851864435941116,-0.4490196191698142,-0.8216137039181656
145,145,145,05-25,1.4314972771882697,-0.6251256166336723,-0.7232647869107988
146,146,146,05-26,1.568500698945305,-0.17574027766035036,-0.4821086145257824
147,147,147,05-27,1.5210090196257018,-0.3315178789475696,-0.3483911263243657
148,148,148,05-28,1.5471718029400858,-0.24570125409661914,-0.2709662379633432
149,149,149,05-29,1.5418241485599151,-0.2632421114381744,-0.2882041119643308
150,150,150,05-30,1.6268128881797406,0.015529710996321246,-0.27314895981452314
151,151,151,05-31,1.3999655713162344,-0.7285528606395981,-0.4071613035486504
152,152,152,06-01,1.596039746360275,-0.08540936476150414,-0.4273731932157984
153,153,153,06-02,1.275872188621804,-1.135591941352333,-0.08953551277522465
154,154,154,06-03,1.5101999953920069,-0.3669725920995074,0.06884218653070266
155,155,155,06-04,2.1598004936435653,1.7637839712052683,0.3948173230386545
156,156,156,06-05,1.9165190915617836,0.9657959068318852,0.4089843728020887
157,157,157,06-06,1.9962428225234528,1.227297958408113,0.6580687850570638
158,158,158,06-07,1.6219542672686829,-0.0004070661808985574,1.0465183309940704
159,159,159,06-08,1.7315000940167882,0.35891453217751745,0.7450448199959213
160,160,160,06-09,2.2207561131539526,1.9637246835225328,0.6039592525160299
161,161,161,06-10,1.6083418812613892,-0.04505709478362747,0.7043771056792149
162,162,162,06-11,1.6584438430531654,0.11928250195253642,0.7411255814113676
163,163,163,06-12,2.179928247423377,1.8298050773872228,1.0930332481781968
164,164,164,06-13,1.6891749771987747,0.2200837882120179,1.0997836412107034
165,165,165,06-14,2.3752134105180054,2.4703605327784928,1.3197311066228228
166,166,166,06-15,2.2331040052205404,2.0042270417175723,1.4343494591177215
167,167,167,06-16,2.010672167831371,1.2746276976890882,1.3437751719409043
168,168,168,06-17,1.8681049751741767,0.8069926169219305,1.472105997968775
169,169,169,06-18,2.0142487800676565,1.2863593543263192,1.2093576678757498
170,170,170,06-19,1.9239191144627024,0.9900687443792392,1.0738026240383884
171,171,171,06-20,1.8945913185832912,0.8938705522203422,1.115739826572117
172,172,172,06-21,1.9851452504747042,1.1908967786934033,1.1136317503553566
173,173,173,06-22,2.087384153039857,1.5262509128914603,0.959611147070255
174,174,174,06-23,1.8642488593202773,0.7943441596213674,0.9012105877124558
175,175,175,06-24,1.7325126239302469,0.3622357346157105,0.8641943352050149
176,176,176,06-25,1.8170921785930607,0.6396653882324438,0.5962705154598739
177,177,177,06-26,1.826880788474837,0.6717730371756971,0.4451264498983492
178,178,178,06-27,1.495056096798795,-0.4166461397774427,0.9409502243079408
179,179,179,06-28,1.8109097908698728,0.6193865195223129,1.1423554586421938
180,180,180,06-29,2.771215079061172,3.769286806078916,1.2217668773694668
181,181,181,06-30,2.1009252605321938,1.5706671406212291,1.280499667015145
182,182,182,07-01,1.9623524060460489,1.1161339005960815,1.3273295274405141
183,183,183,07-02,1.9343154435863392,1.0241697750497651,1.2605286461159946
184,184,184,07-03,1.5807177848281078,-0.13566697722522753,0.9413558307669536
185,185,185,07-04,1.6887168950523952,0.21858123157519485,0.880632860497359
186,186,186,07-05,2.187380707411932,1.8542499139846704,0.5471758993758299
187,187,187,07-06,1.9898501454624642,1.2063293190036608,0.2551827104323103
188,188,188,07-07,1.3523893202000603,-0.8846078661330927,0.40322291734212096
189,189,189,07-08,1.4001983390131671,-0.7277893586113521,0.2922124891681264
190,190,190,07-09,1.8515145351261981,0.7525742642336365,0.153125728900408
191,191,191,07-10,1.4856554171862415,-0.4474813374687725,-0.011476790603977069
192,192,192,07-11,1.9329616987102385,1.01972935237836,0.31493380799945114
193,193,193,07-12,1.6887574335357587,0.2187142019773508,0.4523946059820676
194,194,194,07-13,1.9494631233899768,1.0738557254874763,0.3084145177388406
195,195,195,07-14,1.6516431198878148,0.0969754292843468,0.2366188156249971
196,196,196,07-15,1.588144597879006,-0.11130626522572562,0.048519529133310216
197,197,197,07-16,1.3543259410686956,-0.8782555501518335,-0.11715028041137482
198,198,198,07-17,1.588888446054154,-0.1088663665717613,-0.3778690431824439
199,199,199,07-18,1.385712423104669,-0.7753046552907594,-0.2747641366263738
200,200,200,07-19,1.4725535379882455,-0.4904568511389382,-0.27263350021368576
201,201,201,07-20,1.8402437319646527,0.7156048686207677,-0.1940764756819137
202,202,202,07-21,1.5920419810877056,-0.0985224467495976,-0.07927568308024864
203,203,203,07-22,1.4980233014030486,-0.4069134029612013,0.01130821532282226
204,204,204,07-23,1.7988832995949575,0.579938389038229,-0.09465403974924873
205,205,205,07-24,1.5514094714195776,-0.23180126487233396,-0.4365439450005423
206,206,206,07-25,1.2787262330503697,-1.126230381571364,-0.3009874676479425
207,207,207,07-26,1.2148550133567702,-1.335734562886994,-0.15219208457344166
208,208,208,07-27,1.8400033580351465,0.7148164173660012,-0.2077692446068156
209,209,209,07-28,1.7702014281229193,0.4858588954858039,0.011860877483311322
210,210,210,07-29,1.6972209563573302,0.2464754288379853,0.12599916927773072
211,211,211,07-30,1.9531592701469784,1.0859794676684276,0.19977083335460666
212,212,212,07-31,1.4875092329372446,-0.4414006308048477,0.09075978050546762
213,213,213,08-01,1.3497989405040138,-0.8931045784257386,-0.06932225871117427
214,214,214,08-02,1.6405991591737898,0.06075010027116703,0.09561971632903782
215,215,215,08-03,1.4773776277119426,-0.4746333398140474,0.0491502430154945
216,216,216,08-04,1.99893460402772,1.236127279079258,0.07362312488930485
217,217,217,08-05,1.8681568061269318,0.8071626277871675,0.06798376826951112
218,218,218,08-06,1.5322752935919308,-0.29456333956198555,-0.1323426771064302
219,219,219,08-07,1.3394833682801617,-0.9269407181445012,-0.0418501190096934
220,220,220,08-08,1.27415985502163,-1.141208571984481,-0.1451549744664893
221,221,221,08-09,1.6429075953489545,0.06832200876637337,-0.13800433848479735
222,222,222,08-10,1.809968243255493,0.6162981463384825,0.013886595345539876
223,223,223,08-11,1.8812368269322697,0.8500664436773193,0.5355866778075692
224,224,224,08-12,1.8101158352905509,0.6167822634200377,0.6399399962316272
225,225,225,08-13,2.2937828110459435,2.2032597766276747,0.40338290389331816
226,226,226,08-14,1.4650440756122731,-0.5150886614401328,0.3946758210279113
227,227,227,08-15,1.2101947992623785,-1.3510205452634811,0.1028207858723916
228,228,228,08-16,1.7940411529484337,0.5640556491460409,-0.105642965053862
229,229,229,08-17,1.3473724347648193,-0.9010637672557992,-0.5284844333710884
230,230,230,08-18,1.4287916836688812,-0.6340002421374837,-0.4874282339021399
231,231,231,08-19,1.5203166162753816,-0.33378903327568343,-0.34686405315511465
232,232,232,08-20,1.5401445204701671,-0.2687514646264421,-0.4640686760007555
233,233,233,08-21,1.4673163215107057,-0.5076354607813294,-0.4501230747194127
234,234,234,08-22,1.5796491870830471,-0.1391720879278041,-0.16085771036708452
235,235,235,08-23,1.3728818797106859,-0.8173901595677423,-0.10194284382831184
236,236,236,08-24,1.957919021947496,1.1015919439764854,-0.10181798763201863
237,237,237,08-25,1.6280843284122934,0.019700165956952585,0.00898483790442924
238,238,238,08-26,1.5403729087770772,-0.26800232744868285,-0.1288180090355656
239,239,239,08-27,1.6699980503831604,0.1571814924373578,0.04766862585962447
240,240,240,08-28,1.3275787265499177,-0.9659891695677728,-0.036072542717212164
241,241,241,08-29,1.6957131442588296,0.24152964980339803,-0.13153212263497974
242,242,242,08-30,1.804738769162608,0.5991449325154656,0.2386215250257993
243,243,243,08-31,1.4534686306491795,-0.5530573135496529,0.18690838566970827
244,244,244,09-01,2.217461971200433,1.952919558515992,0.4625352373094211
245,245,245,09-02,1.5754038156299417,-0.15309734369918845,0.6598469172381598
246,246,246,09-03,1.8317583496194785,0.6877719402705035,0.6753198299812428
247,247,247,09-04,2.0566378067939945,1.4253997293758311,0.8236227891345512
248,248,248,09-05,1.8330419887806773,0.6919824089739636,0.7553795058005267
249,249,249,09-06,1.7247460101976468,0.3367604413701972,0.7793504636661903
250,250,250,09-07,2.0926306180006637,1.5434598585118449,0.5702536978873053
251,251,251,09-08,1.6192517514512468,-0.009271596505206408,0.26573395612761314
252,252,252,09-09,1.4492762803715016,-0.5668086544028063,0.044894230980745735
253,253,253,09-10,1.4996069961009466,-0.4017187211823223,-0.21231242095147893
254,254,254,09-11,1.4290795710374469,-0.6330559419072409,-0.4350153040657716
255,255,255,09-12,1.2542608159913782,-1.2064794702231512,-0.3127960909006268
256,256,256,09-13,1.685260091518581,0.2072425598260892,-0.2402760300320072
257,257,257,09-14,1.842816460255484,0.7240436824856628,-0.36418576836969024
258,258,258,09-15,1.5819307613707474,-0.13168828919108866,-0.15989061890151174
259,259,259,09-16,1.2729499603365124,-1.1451771512084203,0.08360864476669116
260,260,260,09-17,1.8027784717107558,0.5927149549018298,0.3274388863472376
261,261,261,09-18,1.6996723070837851,0.2545161117860664,0.4312875347578736
262,262,262,09-19,2.131277010993952,1.6702240093093677,0.9142888754029588
263,263,263,09-20,2.0327775329901474,1.3471355729494787,1.1660496858080756
264,264,264,09-21,2.4654420463555984,2.766319754679424,1.4346996350622332
265,265,265,09-22,1.7334735622229485,0.36538771122228003,1.4457527024995105
266,266,266,09-23,2.294195869351204,2.2046146504267736,1.2214158803859596
267,267,267,09-24,1.719890697785332,0.32083451640973176,0.9554812399723336
268,268,268,09-25,1.7209176655928715,0.3242030766280622,0.3594397209166577
269,269,269,09-26,1.5463270076975577,-0.2484722695322767,0.20235426927529765
270,270,270,09-27,1.3751564423821692,-0.8099293596546329,-0.06817811236564338
271,271,271,09-28,1.4461311522687166,-0.5771249986258803,-0.4062043941231439
272,272,272,09-29,1.7993351059952007,0.5814203605811273,-0.6739628849605636
273,273,273,09-30,1.1015693611295154,-1.7073231741352712,-0.5559493883607688
274,274,274,10-01,1.2311309333460856,-1.2823478683964562,-0.6004319373003293
275,275,275,10-02,1.7621985741971131,0.4596087100664921,-0.4850050407592669
276,276,276,10-03,1.2937884819526944,-1.0768246532919956,-0.5005098627100487
277,277,277,10-04,1.6572712819184692,0.11543638062049427,-0.3160209226986645
278,278,278,10-05,1.7709735177087151,0.4883914288764362,-0.24414194582050866
279,279,279,10-06,1.43903852889053,-0.6003895340669659,-0.25537100561013265
280,280,280,10-07,1.3626127365646832,-0.8510740071275206,0.15902463880898446
281,281,281,10-08,1.7416582563780112,0.3922343513287478,0.430550318369127
282,282,282,10-09,2.05180548414957,1.409549213222707,0.34857051156202284
283,283,283,10-10,2.153948996589337,1.7445904579813494,0.28163452380978243
284,284,284,10-11,1.6210151669550328,-0.003487411966188562,0.6309373493814773
285,285,285,10-12,1.316598494931767,-1.0020054605804083,0.9516181419563048
286,286,286,10-13,2.0015612493317723,1.2447429463026487,0.948353529741732
287,287,287,10-14,2.328251036305586,2.316319106777712,0.9808774846498598
288,288,288,10-15,2.0458338201189443,1.3899615399352714,1.2263341093018079
289,289,289,10-16,2.2134421672610607,1.9397341874301168,1.2815459001248446
290,290,290,10-17,2.0700070839643083,1.4692523359454988,1.1671738091867938
291,291,291,10-18,1.4175925008515569,-0.6707347156421863,0.5542145812802527
292,292,292,10-19,1.7923505815184635,0.5585104006743431,0.465780931042048
293,293,293,10-20,1.207019376021289,-1.3614362606615342,0.4085222056399534
294,294,294,10-21,1.8840700290422867,0.8593596385060431,-0.032880524453221906
295,295,295,10-22,2.108703886433446,1.5961818350175492,0.12233252600101326
296,296,296,10-23,1.2625884280666062,-1.1791640446135532,0.18521401224040468
297,297,297,10-24,1.7015098942693243,0.26054358708322445,0.3748539887343708
298,298,298,10-25,1.907374077384794,0.9357993181106918,0.2370063855008416
299,299,299,10-26,1.5539108755208688,-0.2235964016977376,-0.08825606726421037
300,300,300,10-27,1.6319176998121494,0.032274019104868185,-0.07985398535855759
301,301,301,10-28,1.5137302840497202,-0.3553928815727627,-0.3548945850642909
302,302,302,10-29,1.277957607313804,-1.1287515531796366,-0.5111287672248979
303,303,303,10-30,1.1984026495886588,-1.3897000111511757,-0.5870369857036365
304,304,304,10-31,1.621588818787128,-0.001605774852949846,-0.6266861066053482
305,305,305,11-01,1.4150587399150143,-0.679045712570169,-0.3968174211170215
306,306,306,11-02,1.559391098313269,-0.2056207063054023,0.12701413788003965
307,307,307,11-03,1.9342085738663195,1.0238192313571972,0.3311604222812957
308,308,308,11-04,2.2361559700491784,2.0142378008027304,0.23656727938032784
309,309,309,11-05,1.5718292446687978,-0.1648223047436395,0.3184638371157373
310,310,310,11-06,1.4485580170018366,-0.5691646322587567,0.3477480265430333
311,311,311,11-07,1.5648648105648593,-0.187666366157712,0.1531802372783657
312,312,312,11-08,1.6129580548689069,-0.029915569741626125,0.0025466884914032337
313,313,313,11-09,1.5783030658602777,-0.14358750423080874,-0.013109328334881688
314,314,314,11-10,1.9606154506939928,1.1104365080809555,-0.036192225879947616
315,315,315,11-11,1.5431910890780465,-0.258758405701349,-0.0233639756100822
316,316,316,11-12,1.4063345307399204,-0.7076620175291523,0.14871046032769233
317,317,317,11-13,1.58833038493552,-0.11069686453851947,0.3685361037003311
318,318,318,11-14,1.9277184772838407,1.0025310458850212,0.4516694956708362
319,319,319,11-15,1.980410514235862,1.1753663560050245,0.38431483756501655
320,320,320,11-16,2.1126839519261287,1.6092368599039868,0.6636558612920033
321,321,321,11-17,1.4199852187727804,-0.6628863543362669,0.6856291069475892
322,322,322,11-18,1.9173081576296351,0.9683841248327674,0.3730111798606609
323,323,323,11-19,1.6285240839395976,0.02114260939499621,0.0920233136904783
324,324,324,11-20,1.3558743782571503,-0.8731765166365487,-0.23108842641432606
325,325,325,11-21,1.466424465307707,-0.5105608410160712,-0.045553365685875535
326,326,326,11-22,1.5216444564406384,-0.3294335807248389,0.01578076701136862
327,327,327,11-23,1.7593679618827784,0.45032401003443606,0.07793825566939823
328,328,328,11-24,2.0295012176331526,1.3363889210162323,0.04394890784021571
329,329,329,11-25,1.7422232355865503,0.39408754134317386,0.2897145737143933
330,330,330,11-26,1.2937006949786511,-1.0771126036116438,0.17002277380008626
331,331,331,11-27,1.9159816838687351,0.9640331542289944,-0.02165585839583813
332,332,332,11-28,1.3027029193359931,-1.0475843802106817,-0.3462845427362315
333,333,333,11-29,1.4087473312870546,-0.6997477831411104,-0.2406509669426039
334,334,334,11-30,1.43568691131785,-0.6113831850261281,-0.2912820605883808
335,335,335,12-01,1.9354493168274955,1.0278889961049396,-0.67154503624035
336,336,336,12-02,1.2010857499612644,-1.3808991654863052,-0.6642282460485013
337,337,337,12-03,1.2204005291627766,-1.3175446996828208,-0.1968283754755009
338,338,338,12-04,1.316086871222609,-1.0036836390595891,0.09937782376228926
339,339,339,12-05,2.2637202381948787,2.1046514402968923,-0.28946244225919776
340,340,340,12-06,1.9775104999636623,1.1658540104006123,-0.14061582245055082
341,341,341,12-07,1.2241784896540864,-1.3051526000239824,-0.1415010744650933
342,342,342,12-08,1.4733575994703167,-0.4878194466344239,-0.05344028701365452
343,343,343,12-09,1.2187812165872478,-1.3228562117700755,-0.4365037090403592
344,344,344,12-10,1.4771686176502423,-0.4753189143509563,-0.9171139707089094
345,345,345,12-11,1.5630164766411436,-0.1937290918633361,-0.8076776874251236
346,346,346,12-12,1.0983730025468486,-1.7178075596106892,-0.4547841833311734
347,347,347,12-13,1.4243605246333046,-0.6485349003212675,-0.29147697812171897
348,348,348,12-14,2.1188742202905395,1.6295415779292777,-0.11557931477686112
349,349,349,12-15,1.5175045255726594,-0.3430129805133492,0.16120323923402405
350,350,350,12-16,1.7989225290577953,0.5800670657181907,0.5860649002766921
351,351,351,12-17,2.06931012300855,1.466966232201975,0.6587963681565628
352,352,352,12-18,1.875534555736888,0.8313624066453189,0.16200295208676588
353,353,353,12-19,1.5574017136278449,-0.21214609304204252,0.1981877239249259
354,354,354,12-20,1.21013432152002,-1.3512189184895045,-0.22061124262888274
355,355,355,12-21,1.5836941022328783,-0.12590434948438914,-0.7452752831896942
356,356,356,12-22,1.0328509223080051,-1.932726733604661,-0.8721454155867749
357,357,357,12-23,1.1095889759779345,-1.6810180111628936,-1.0462010943312718
358,358,358,12-24,1.6434623350870723,0.07014161226283383,-0.9771920237378141
359,359,359,12-25,1.2390171804067247,-1.256480165509023,-1.0826065719303342
360,360,360,12-26,1.336366461071032,-0.9371644949287566,-0.9778573143473094
361,361,361,12-27,1.3908686686527518,-0.7583916386395098,-0.8638898854148049
362,362,362,12-28,1.2244593990977042,-1.3042311881065138,-1.1624972390637884
363,363,363,12-29,1.318059431666723,-0.9972134375678664,
364,364,364,12-30,1.0972465287789916,-1.7215025096310668,
365,365,365,12-31,,,
