,unnamed: 0,unnamed: 0,mth_day,college,college_norm,college_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.0720942140752383,0.514318010821755,
2,2,2,01-03,0.7323111859939149,-0.9327384684288308,
3,3,3,01-04,1.1416165964607141,0.810397583871417,
4,4,4,01-05,0.6203802713615357,-1.4094260656929958,-0.6637909110946133
5,5,5,01-06,0.5765597542944393,-1.5960474031509582,-0.7319161478564729
6,6,6,01-07,0.6298142106080657,-1.3692491239880669,-0.7975689737911859
7,7,7,01-08,0.9761153788288499,0.10556659025059732,-1.172417527877396
8,8,8,01-09,0.6398156283509443,-1.3266554240371078,-1.0023334870400613
9,9,9,01-10,0.6135079347506461,-1.4386937406458449,-0.6516276529313626
10,10,10,01-11,0.8600046588793474,-0.3889218206689872,-0.3181178358584556
11,11,11,01-12,1.0706547339497747,0.5081876015012342,-0.2903324506894819
12,12,12,01-13,1.0996824313643212,0.6318097784493755,-0.1383477893229048
13,13,13,01-14,1.0152610615765305,0.27227890126443977,0.2212507769899832
14,14,14,01-15,0.8539405469075225,-0.4147474558376455,0.2350241083307798
15,15,15,01-16,1.120131517896927,0.7188976572314836,0.055286848031703965
16,16,16,01-17,0.8794093371217624,-0.3062818326242079,0.1581367276444308
17,17,17,01-18,0.8174303238213352,-0.5702359602932208,0.09587179834597474
18,18,18,01-19,1.2445833831946616,1.2489090561257363,0.3200745098584912
19,19,19,01-20,0.9275385717207552,-0.10131067452629666,0.044853796563603936
20,20,20,01-21,1.1698104966190326,0.930468813237453,0.6013209638300979
21,21,21,01-22,0.732384410462106,-0.9324266225378398,0.8160768056669294
22,22,22,01-23,1.6633929694105327,3.0325211709747566,0.43268979361734905
23,23,23,01-24,1.11999096862186,0.7182990907277685,0.3010297062818512
24,24,24,01-25,0.7044452403542862,-1.0514130161717459,0.1568842931307346
25,25,25,01-26,0.7420481069305688,-0.891271198539284,0.10487855965662736
26,26,26,01-27,0.9667299714281221,0.06559633433075378,-0.4624196256170566
27,27,27,01-28,0.6591156783118287,-1.2444610233824829,-0.5407797278505725
28,28,28,01-29,0.8641499627360759,-0.3712679406673475,-0.3831467762140861
29,29,29,01-30,1.0095926537000188,0.2481384773266729,-0.41974101920129697
30,30,30,01-31,0.9265278020253308,-0.10561530635282676,-0.2914789444164115
31,31,31,02-01,0.6904919878536779,-1.1108366564625498,-0.2173112633879036
32,32,32,02-02,1.1474331165367573,0.8351687830400667,-0.35073449783065275
33,33,33,02-03,0.7636074639760099,-0.7994549372114359,-0.5315112522100373
34,34,34,02-04,0.6761754727334185,-1.1718073473238426,-0.5325735110757919
35,35,35,02-05,0.7549037432510549,-0.836522048949634,-0.4093335272858247
36,36,36,02-06,0.9250312293378602,-0.11198885954735477,-0.7580799355629692
37,37,37,02-07,0.8641197161695822,-0.3713967537227465,-0.7986947171791804
38,38,38,02-08,0.6560986910901604,-1.2573096666228,-0.7663638900945138
39,39,39,02-09,0.7063869739109714,-1.043143626908704,-0.5779286722236909
40,40,40,02-10,0.721725041052511,-0.9778223848158432,-0.7627893386478645
41,41,41,02-11,1.0203823469271367,0.2940892582753029,-0.7243997172211903
42,42,42,02-12,0.6645886637100128,-1.2211528580923954,-0.4415350245510516
43,43,43,02-13,0.918205269853042,-0.1410590251627019,-0.22399655915623964
44,44,44,02-14,1.0546150856784144,0.4398784893980328,-0.12883763494995742
45,45,45,02-15,1.0128679422320983,0.26208716546016736,-0.09150486821017012
46,46,46,02-16,0.8557905231372883,-0.4068688395781499,0.10036525114602474
47,47,47,02-17,1.0729789416477578,0.5180858587140267,0.13437642805934955
48,48,48,02-18,0.934906558365802,-0.06993214195522626,-0.04138917260257261
49,49,49,02-19,0.9661222137149872,0.06300803631724686,-0.2131520144721163
50,50,50,02-20,0.8069861829432426,-0.6147151145735001,-0.21196988129771888
51,51,51,02-21,0.7708783612068484,-0.7684898857570949,-0.2973856480066111
52,52,52,02-22,0.8574559817922269,-0.3997760405317653,-0.33922753555566226
53,53,53,02-23,0.9526401921612172,0.0055912584606733476,-0.2396945577658513
54,54,54,02-24,0.8759572493820181,-0.3209834672495337,-0.22465905984663068
55,55,55,02-25,1.1063501194214234,0.6602059030561127,-0.1856923591112017
56,56,56,02-26,0.8281690756013745,-0.5245021270581762,-0.11069093313191812
57,57,57,02-27,0.8257769381182891,-0.5346896813445206,0.16501518275289373
58,58,58,02-28,0.9631223963174824,0.05023251534393588,0.2868992940394289
59,59,59,02-29,1.341071163277414,1.6598279537695444,0.1678113773163589
60,60,60,03-01,1.0476747448707409,0.41032120046967696,0.1460321400377914
61,61,61,03-02,0.9385720670829948,-0.05432159728230709,0.09793256221393222
62,62,62,03-03,0.7974852068045776,-0.6551775507295814,0.03193678116703432
63,63,63,03-04,0.7580114274968037,-0.8232871482876755,-0.3744272424563561
64,64,64,03-05,0.8701436633671822,-0.3457421709374515,-0.5668416158415961
65,65,65,03-06,0.7685616568554925,-0.7783561879707982,-0.5926659171481315
66,66,66,03-07,0.7765900731691925,-0.744165039841763,-0.4001969206702885
67,67,67,03-08,0.9021892744753556,-0.20926740512152006,-0.4202811821630472
68,68,68,03-09,1.0686468347275615,0.4996364281374767,-0.4302863862591144
69,69,69,03-10,0.7297155401504263,-0.943792717244228,-0.15892638625840144
70,70,70,03-11,0.8560477441280356,-0.4057733955138541,0.11987298138170015
71,71,71,03-12,1.150869564622056,0.8498038120334792,0.2418812382702864
72,72,72,03-13,1.169378999056752,0.9286311659988468,0.20036710511660413
73,73,73,03-14,1.0740816735805967,0.5227821362099974,0.3663444020708247
74,74,74,03-15,1.0101592853883623,0.25055162921538315,0.5124119513567149
75,75,75,03-16,0.9635541056543728,0.05207106448109549,0.1954568640276301
76,76,76,03-17,1.0618362876124523,0.4706319002014873,0.10400281830556052
77,77,77,03-18,0.7043246195585519,-1.0519267119410296,0.15809565448426932
78,78,78,03-19,1.0405331674061764,0.3799068916664293,-0.01467377969235333
79,79,79,03-20,1.1502908386181383,0.8473391532822501,0.16035119926604774
80,80,80,03-21,0.7667515579933738,-0.7860649758443528,0.19820714582168888
81,81,81,03-22,1.210139577029289,1.1022209382315018,0.11861473052715588
82,82,82,03-23,1.1151699687893837,0.697767579535334,-0.06786893275025682
83,83,83,03-24,0.5921901496099212,-1.5294812037082277,-0.20637677228910006
84,84,84,03-25,0.7778040284761769,-0.7389950879980469,-0.044638897514214494
85,85,85,03-26,0.9551528582849168,0.016292116049190262,0.05171186526476982
86,86,86,03-27,0.994617376506178,0.18436227280496092,0.02341262329906529
87,87,87,03-28,1.3458841913042348,1.6803255149054075,0.5569985614527392
88,88,88,03-29,1.0753003344023706,0.5279721277411068,0.7944139984541755
89,89,89,03-30,1.3439373622744777,1.6720344252138155,0.7004871560818308
90,90,90,03-31,1.1122888419758272,0.6854975340105716,0.7063458238222592
91,91,91,04-01,0.8228232054606371,-0.547268938184878,0.6583839083168157
92,92,92,04-02,1.0028714117587456,0.21951427924753167,0.3312055880674294
93,93,93,04-03,1.278312627443258,1.392554021872747,0.1743604715381404
94,94,94,04-04,0.6143522982850618,-1.4350977937552112,0.4413862471019693
95,95,95,04-05,1.122964748980117,0.7309637260380819,0.756541019669442
96,96,96,04-06,1.4884904397621004,2.2876521873935447,0.683868327458871
97,97,97,04-07,1.2668317613369675,1.343659697219958,0.2731652273191631
98,98,98,04-08,0.9004858541573534,-0.2165218740158936,0.6399162397909802
99,99,99,04-09,0.6996899751465282,-1.0716645789655008,0.5506268787956713
100,100,100,04-10,1.131052667716816,0.7654082810756911,0.304326008278675
101,101,101,04-11,0.9971686523268142,0.1952275600662291,0.17154813440514527
102,102,102,04-12,1.1414873055927728,0.8098469642915666,0.11971949858502448
103,103,103,04-13,1.0797664932128948,0.5469924539787794,0.227469804488088
104,104,104,04-14,0.8274666275847801,-0.5274936889366184,0.3176950243780981
105,105,105,04-15,0.8514949353871648,-0.4251627435471202,0.2325278768862118
106,106,106,04-16,1.2581672573535985,1.3067596004157522,0.05036484551666415
