,unnamed: 0,unnamed: 0,mth_day,can't remember,can't remember_norm,can't remember_ravg
90,90,90,03-31,0.08070737440303688,0.03434887535808378,0.0008345356397958699
91,91,91,04-01,0.1840154302623047,1.6991883417898732,0.16103173198361914
92,92,92,04-02,0.10482076646835864,0.4229432250047226,0.42815877001387603
93,93,93,04-03,0.0761368076462886,-0.03930714166116413,0.3038792602313197
94,94,94,04-04,0.11882788556862255,0.6486720367142106,0.3596122552790841
95,95,95,04-05,0.02008677486742729,-0.942569775817806,-0.033042067645948824
96,96,96,04-06,0.10145772594752188,0.3687468456446707,-0.2032722869536938
97,97,97,04-07,0.03782348006882602,-0.6567375957603245,-0.2007584070566418
98,98,98,04-08,0.041441131279128365,-0.5984380908417472,0.02669462328009496
99,99,99,04-09,0.07707276832020782,-0.024223862278852214,0.2431348566444925
100,100,100,04-10,0.20351255638706292,2.013390218734631,0.212612094206603
101,101,101,04-11,0.1006711921741332,0.3560716243685795,0.3101871819925899
102,102,102,04-12,0.09009357711338498,0.1856102710173333,0.2994512987256528
103,103,103,04-13,0.0741523615834115,-0.07128706904440317,0.15980478586076416
104,104,104,04-14,0.0374439774972694,-0.6628533904433696,-0.1783172683236552
105,105,105,04-15,0.025079972465176525,-0.8621029394681841,-0.15365102561977098
106,106,106,04-16,0.07762390670553931,-0.0153421063718851,-0.09817804537924002
107,107,107,04-17,0.1098548580967798,0.5040690805918847,0.16553205459143294
108,108,108,04-18,0.11074712067810427,0.5184481524605191,0.10008651729940514
109,109,109,04-19,0.17233616231999593,1.5109735307796348,0.6203379736219959
110,110,110,04-20,0.013077479614580173,-1.0555266141955366,0.8506757558446777
111,111,111,04-21,0.218778527530666,2.259405798467361,0.5556185733600788
112,112,112,04-22,0.16338262021091365,1.3666845869642057,0.3715131596034025
113,113,113,04-23,7.930164461608259e-18,-1.266274014315709,-0.021851028341320026
114,114,114,04-24,0.0422015122208546,-0.586184330079538,0.20865344464275773
115,115,115,04-25,0.025879917184265026,-0.8492115968887006,-0.1831608308855612
116,116,116,04-26,0.09889825495415558,0.3275002237089299,-0.399874109241573
117,117,117,04-27,0.07289934141492799,-0.09147985470255277,-0.17440546988970038
118,118,118,04-28,0.08269654356293958,0.06640491682813429,-0.21139108807805376
119,119,119,04-29,0.08394584796310407,0.08653782179552724,0.0016640691534440626
120,120,120,04-30,0.02843113115949772,-0.8080980392096584,-0.1437003958506282
121,121,121,05-01,0.10520401249136696,0.4291193465002864,-0.20862162617834126
122,122,122,05-02,0.04477656728376578,-0.5446865663155036,0.073937582271581
123,123,123,05-03,0.048728052022603004,-0.4810072366688318,-0.15153105708029174
124,124,124,05-04,0.18789819121245868,1.7617601675276684,-0.061266354400733476
125,125,125,05-05,0.0,-1.2662740143157092,-0.2271212981317969
126,126,126,05-06,0.06203823070715396,-0.2665098231323087,0.16515337886411507
127,127,127,05-07,0.0434533675662044,-0.5660103158860942,0.2074940746926187
128,128,128,05-08,0.1908271687755473,1.808961495659968,0.003624869351713393
129,129,129,05-09,0.06449222048917462,-0.22696306169781005,0.07586443292194457
130,130,130,05-10,0.11199418360811096,0.5385449354822365,0.15752784689461746
131,131,131,05-11,0.026896030586868614,-0.8328366328943221,0.21923855534870648
132,132,132,05-12,0.09244292269981484,0.22347066070372865,-0.22944680250276275
133,133,133,05-13,0.06642932450848135,-0.19574606516155998,-0.2324234410906818
134,134,134,05-14,0.023773901670453908,-0.8831506514488472,-0.4133790640158568
135,135,135,05-15,0.06338396680448992,-0.2448228932253242,-0.341538041044791
136,136,136,05-16,0.04462129639057266,-0.5471888020688139,-0.37695164677939824
137,137,137,05-17,0.05364367766177374,-0.4017904950679273,-0.15665463282049644
138,138,138,05-18,0.0792578288820304,0.010989026296085322,-0.2025170875553891
139,139,139,05-19,0.1484496874896898,1.1260360185918503,0.4446194132346462
140,140,140,05-20,0.006698521859509662,-1.158325379858203,0.4945574267883836
141,141,141,05-21,0.30432400379968044,3.637996111514888,0.8753428502477975
142,142,142,05-22,0.0632140767675331,-0.2475607207463896,1.084441772199136
143,143,143,05-23,0.19541663267750045,1.882922045688556,0.81528804477579
144,144,144,05-24,0.15710894982653725,1.2655825580041171,0.9802027394993934
145,145,145,05-25,0.048239130731409986,-0.4888863459482259,0.3151006577622468
146,146,146,05-26,0.06809909592579537,-0.168837211516583,0.4269192565655471
147,147,147,05-27,0.056695072370699526,-0.3526163789079914,-0.0639266990459179
148,148,148,05-28,0.10484606213619464,0.4233508720734129,0.023604821677797944
149,149,149,05-29,0.012666250710810623,-1.0621536879802342,-0.019970089348541286
150,150,150,05-30,0.18969843877619552,1.7907716823464124,-0.08845691556208812
151,151,151,05-31,0.03201544274297012,-0.7503358121062613,-0.1207941175102638
152,152,152,06-01,0.04260027392853485,-0.5797581687978641,-0.25482233292145823
153,153,153,06-02,0.04465537653496377,-0.5466395905970455,-0.1690848641422974
154,154,154,06-03,0.054945054945054916,-0.3808184203937535,-0.5038127654119298
155,155,155,06-04,0.044587783299848416,-0.5477288753052695,-0.22661389162322496
156,156,156,06-05,0.06507349053611078,-0.2175957252713821,-0.2745114544049473
157,157,157,06-06,0.13522134570801594,0.9128574306259678,-0.2484409662842364
158,158,158,06-07,0.02476718842876952,-0.8671435454881984,-0.2037076590682484
159,159,159,06-08,0.054361867151113984,-0.3902166618727799,-0.030217609103846705
160,160,160,06-09,0.07160003373605088,-0.11241857709782543,0.2623178254490397
161,161,161,06-10,0.10918110944617053,0.4932114244811406,-0.10087074870790642
162,162,162,06-11,0.17398945855449505,1.5376168820459366,-0.037008435212954834
163,163,163,06-12,0.0,-1.2662740143157092,0.18456892217630186
164,164,164,06-13,0.04854422489215459,-0.4839696645184889,0.2103711621479899
165,165,165,06-14,0.13685892398763685,0.93924748246276,0.028018798273229967
166,166,166,06-15,0.08120665095783906,0.0423948627323029,-0.4392963511203776
167,167,167,06-16,0.04128819157720889,-0.6009027587674189,0.0537625769673938
168,168,168,06-17,0.0,-1.2662740143157092,0.11678282859330295
169,169,169,06-18,0.1835743096383011,1.6920795542109195,-0.006690006364687473
170,170,170,06-19,0.07200774725514254,-0.10584815476303402,-0.09024547640694698
171,171,171,06-20,0.09088786627977996,0.1984104727148176,0.036277776407966936
172,172,172,06-21,0.050097513985105764,-0.4589379575212542,0.4667369561549837
173,173,173,06-22,0.08839497225912249,0.1582367581220646,0.3216648673525301
174,174,174,06-23,0.1602673478725875,1.3164810641663915,0.13575172150425827
175,175,175,06-24,0.12956147865077267,0.8216470213961977,0.07145525929397893
176,176,176,06-25,0.002789089083505359,-1.221327029852665,-0.028273603270359562
177,177,177,06-26,0.0669491887910397,-0.18736830054685846,0.030308040635215663
178,178,178,06-27,0.0129667451188691,-1.057311132907285,-0.3181682009749972
179,179,179,06-28,0.11020592471292004,0.509726621555516,-0.24839471904905586
180,180,180,06-29,0.030523656328365317,-0.7743763854948857,-0.10600725110705926
181,181,181,06-30,0.1555393446743954,1.2402879129518458,-0.10941082338289254
182,182,182,07-01,0.05580238960312338,-0.3670022222006855,0.1940466984421528
183,183,183,07-02,0.0656819803596594,-0.20778973420185806,0.00739502424313406
184,184,184,07-03,0.12594919386922568,0.763433998042987,0.2121638464912389
185,185,185,07-04,0.04071229974844436,-0.6101834236385965,0.08876543051884023
186,186,186,07-05,0.1067626067626068,0.4542365479937434,0.02933990770197695
187,187,187,07-06,0.10959599443338633,0.4998974171174538,0.18966841994410985
188,188,188,07-07,0.03367724653288405,-0.7235553591018652,0.23815275323535104
189,189,189,07-08,0.1253750398978615,0.7541813392509391,0.21023977990710474
190,190,190,07-09,0.1440007441103532,1.054339997790434,0.3256433085025369
191,191,191,07-10,0.03031982023578667,-0.7776612636080744,0.19706213779097967
192,192,192,07-11,0.14972932308167353,1.1466577195663363,0.10660902858867244
193,193,193,07-12,0.061723015563694736,-0.2715896071518896,-0.15764008990104736
194,194,194,07-13,7.930164461608259e-18,-1.266274014315709,-0.3265182238112542
195,195,195,07-14,0.02699055330634278,-0.8313133716873797,-0.4079536822625268
196,196,196,07-15,0.08112451354334063,0.04107119432919271,-0.5969324814989787
197,197,197,07-16,0.0,-1.2662740143157092,-0.7627132160262821
198,198,198,07-17,0.07936926948594761,0.012784924147624688,-0.6371807577477241
199,199,199,07-18,7.930164461608259e-18,-1.266274014315709,-0.4293523546331697
200,200,200,07-19,0.04673789085426082,-0.5130792646443619,-0.532091899489444
201,201,201,07-20,0.10436863826050724,0.4156570469999459,-0.3273415187448132
202,202,202,07-21,0.04287281593654586,-0.5753660748084524,-0.09272453939613468
203,203,203,07-22,0.0762320843456746,-0.03777172984792422,-0.05889624545451266
204,204,204,07-23,0.16672120159757992,1.4204868002396958,0.1346243333136767
205,205,205,07-24,0.012594855001731808,-1.063304250665977,0.4867707711338935
206,206,206,07-25,0.11878892699704575,0.6480442079647742,0.8619666515763948
207,207,207,07-26,0.2354788069073784,2.5285356739212466,0.7443919270547416
208,208,208,07-27,0.1825646880591936,1.6758092078465554,0.6301128935046666
209,209,209,07-28,0.032456994482310965,-0.7432200769778443,1.0206302127252218
210,210,210,07-29,0.12417315410263068,0.7348125989392461,1.7663979104340213
211,211,211,07-30,0.15799116200248814,1.2797996646573535,1.3442275247735178
212,212,212,07-31,0.3964510530808216,5.122650394217573,1.1507377232005611
213,213,213,08-01,0.07829751947399012,-0.00448664004177629,1.1257813121080935
214,214,214,08-02,0.11052511079494352,0.5148703984088172,1.0288602583683937
215,215,215,08-03,0.02316529388352601,-0.8929585435326511,1.141032774205103
216,216,216,08-04,0.08808778069972803,0.15328627650104454,0.1991172633652547
217,217,217,08-05,0.19975491676295304,1.952834759677612,0.5601636889625284
218,218,218,08-06,0.04575972636530136,-0.5288426708215164,0.4272795449754699
219,219,219,08-07,0.21272130647130646,2.1617919135418657,0.7195632141121443
220,220,220,08-08,0.06105006105006115,-0.282434465513534,0.6667284350780281
221,221,221,08-09,0.13198752531214564,0.8607434712873947,0.29130852313474875
222,222,222,08-10,0.06841648476823348,-0.16372239770365193,0.22552946656885364
223,223,223,08-11,0.05997963386372315,-0.2996847119820641,-0.3362938268491082
224,224,224,08-12,0.021269053527118074,-0.9235170102168868,-0.40461601773814815
225,225,225,08-13,0.0035448422545197077,-1.2091478469659052,-0.6278675151186375
226,226,226,08-14,0.03561253561253565,-0.6923676108477741,-0.2650199091510981
227,227,227,08-15,0.048867157395301605,-0.4787655129955414,0.10960668688624543
228,228,228,08-16,0.20351088216152824,2.013363238101584,0.4856838892841418
229,229,229,08-17,0.1994595516220721,1.9480748642419967,0.6654708651036779
230,230,230,08-18,0.16128905695479706,1.3329462041704916,0.8992093577759
231,231,231,08-19,0.07048262207736887,-0.1304259920486885,1.1712512290256922
232,232,232,08-20,0.12263739204219548,0.7100633451855586,1.013557368927101
233,233,233,08-21,0.1501530197182372,1.1534857145032125,0.5148190050372389
234,234,234,08-22,0.14479874887947042,1.0672000775100343,0.08161563528953897
235,235,235,08-23,0.013770690462419842,-1.0443553190971728,-0.0964270300765679
236,236,236,08-24,6.344131569286607e-17,-1.266274014315708,-0.1556693586990904
237,237,237,08-25,0.0041942790034393725,-1.1986819842453298,-0.3545459844853694
238,238,238,08-26,0.10058045531777016,0.3546093734504235,-0.14488433689215127
239,239,239,08-27,0.0761078352541768,-0.03977404021446161,-0.09808084432818363
240,240,240,08-28,0.22285938224802854,2.325169963069343,0.1824278785762873
241,241,241,08-29,0.031196434824080063,-0.7635343637133671,0.4004245891195189
242,242,242,08-30,0.10443821665377714,0.416778323111118,0.2330427037911435
243,243,243,08-31,0.08535819950397316,0.10929827901405956,0.2962712543628934
244,244,244,09-01,0.03826130380319916,-0.6496819385198291,-0.09463693462104696
245,245,245,09-02,0.0996489108932598,0.33959726321603817,-0.1240567960595627
246,246,246,09-03,0.07731754771925396,-0.020279170834299264,-0.3741374916814923
247,247,247,09-04,0.02024291497975713,-0.9400535323444612,-0.2983206597094822
248,248,248,09-05,0.011328877308258802,-1.0837058506204595,-0.37846900455357296
249,249,249,09-06,0.11358610857399658,0.5641992708461201,-0.6376328420548225
250,250,250,09-07,0.008420698075870515,-1.1305720075843744,-0.5554042142294923
251,251,251,09-08,0.003157761778451457,-1.2153857617914583,-0.4581609643342932
252,252,252,09-09,0.10793267853958596,0.4730925961176821,-0.40911082693400536
253,253,253,09-10,0.056448247546655075,-0.3565940329732664,-0.4894432617931984
254,254,254,09-11,0.02959108613965177,-0.7894050262187327,-0.4518251884986278
255,255,255,09-12,0.08367696297139432,0.08220466169096217,-0.4603065639193362
256,256,256,09-13,0.022426553038797988,-0.9048635678169508,-0.4862109494014428
257,257,257,09-14,3.1720657846433036e-17,-1.2662740143157087,-0.16571112107716002
258,258,258,09-15,0.09828803078941764,0.3176662832250429,-0.2291047154798448
259,259,259,09-16,0.1757758397920807,1.56640493697243,0.2320049681208313
260,260,260,09-17,0.0059885618468725355,-1.1697665926348408,0.21830284533690705
261,261,261,09-18,0.2553560200017967,2.8488627632950188,0.5397431047774691
262,262,262,09-19,0.017325017325017383,-0.9870763045204968,0.7135000578927189
263,263,263,09-20,0.11967773090654453,0.6623675423276637,0.6436209871967509
264,264,264,09-21,0.16298072956417428,1.3602080019165406,1.0288940197614491
265,265,265,09-22,0.14975866125537074,1.1471305127966216,0.4722990298327937
266,266,266,09-23,0.14943233082924634,1.1418716027533469,0.6807544644864735
267,267,267,09-24,0.048126142995896175,-0.490707176276912,0.5701369655035199
268,268,268,09-25,0.0949365568935478,0.26365630340158225,0.3863465753953563
269,269,269,09-26,0.07849293563579282,-0.001337451570056839,0.11683203258823267
270,270,270,09-27,0.09455240982334584,0.2574656612675593,0.0672176286260981
271,271,271,09-28,0.049413766730932375,-0.4699567440461204,0.29185247293142075
272,272,272,09-29,0.1309600358628254,0.8441851789805399,0.35426859794851856
273,273,273,09-30,0.13176155473864035,0.8571018895550236,0.2364503462838021
274,274,274,10-01,0.1181751525412306,0.6381530535041693,0.3289775611244894
275,275,275,10-02,0.03462717643329079,-0.7082469615583558,0.5205281641936751
276,276,276,10-03,0.12900188151836048,0.8126289503116833,0.2812273129374253
277,277,277,10-04,0.12073134707696025,0.6793468743689941,-0.019004695651820613
278,278,278,10-05,0.04186421777147591,-0.5916199285569596,-0.2745510317310447
279,279,279,10-06,0.01998001998002004,-0.9442901619804516,-0.2872421079686574
280,280,280,10-07,0.02303086135421472,-0.8951249629711755,-0.2409173858342281
281,281,281,10-08,0.02990207071839732,-0.7843934189840314,-0.193462790303404
282,282,282,10-09,0.14624937142386754,1.0905772831182583,0.1933473109233816
283,283,283,10-10,0.13839950825907574,0.9640744475539392,0.3716168774612891
284,284,284,10-11,0.18588026382345613,1.7292406788037538,0.4327386458374719
285,285,285,10-12,0.0863528422583541,0.12532723724699346,0.4042062421665172
286,286,286,10-13,0.045787545787545805,-0.5283943527140788,0.1638482841661533
287,287,287,10-14,0.019278966647387732,-0.955587841009759,0.2051622796616879
288,288,288,10-15,0.0567599743306788,-0.35157046488392474,-0.16849363104659754
289,289,289,10-16,0.15378141855305702,1.211958420527147,-0.1756815321692268
290,290,290,10-17,0.04676174888940847,-0.5126947854459591,-0.21273513531321744
291,291,291,10-18,0.08367666318285799,0.0821998305112179,-0.22437884162907185
292,292,292,10-19,0.031991852759229326,-0.7507159715780226,-0.08141815140842544
293,293,293,10-20,0.014943814748092673,-1.0254500789048853,-0.09094286542794418
294,294,294,10-21,0.10998669535254901,0.5061936764399535,0.03192279013474353
295,295,295,10-22,0.15023520388979847,1.1548101364100345,0.2487407188293509
296,296,296,10-23,0.0925067432771028,0.2244991479301672,0.4670937319153295
297,297,297,10-24,0.16440170294977524,1.383107402678862,0.4410112600440329
298,298,298,10-25,0.11328843081767576,0.5594021069378491,0.3596170229583888
299,299,299,10-26,0.0052328623757195575,-1.1819449101326651,0.1292556201824393
300,300,300,10-27,0.07968222253936544,0.017828253926089388,-0.05678775018730441
301,301,301,10-28,0.06446769604664343,-0.2273582802456625,-0.4382913472304528
302,302,302,10-29,0.023239600278875245,-0.8917610742882951,-0.6572982262607729
303,303,303,10-30,0.022361359570661942,-0.9059141795800286,-0.029238815507420617
304,304,304,10-31,0.0317484072347886,-0.7546391672440723,0.03565647895339385
305,305,305,11-01,0.2390701710074388,2.5864115543874497,0.00766051134969063
306,306,306,11-02,0.103843855562868,0.40720002069097616,0.3882515216258245
307,307,307,11-03,0.05404431633939842,-0.3953340858678818,0.524385681793864
308,308,308,11-04,0.1649401719264645,1.3917849873685078,0.5898953394026104
309,309,309,11-05,0.0730464461747302,-0.08910921857179156,0.11628586769321694
310,310,310,11-06,0.05613877821297382,-0.3615812215915941,0.26899349034199216
311,311,311,11-07,0.06273722811884476,-0.2552452758689105,0.320814399924756
312,312,312,11-08,0.16069952697921602,1.323445756583627,0.2407431077824776
313,313,313,11-09,0.07333813125596197,-0.08440862837129898,0.202689640134214
314,314,314,11-10,0.13512825424377967,0.9113572345148376,0.06923540613333179
315,315,315,11-11,0.058878486413884185,-0.3174300244613732,-0.09926938360780113
316,316,316,11-12,0.006451474161846049,-1.1623066255968877,-0.4008159087995968
317,317,317,11-13,6.344131569286607e-17,-1.266274014315708,-0.2721253679243916
318,318,318,11-14,0.04842857510618096,-0.4858333945671464,-0.3805571535284056
319,319,319,11-15,0.12125183051654995,0.6877346168799319,-0.3866920580995317
320,320,320,11-16,0.09475723761438053,0.26076652089075386,-0.33392998836323623
321,321,321,11-17,0.056594356044905536,-0.3542394518881299,-0.22878683047598114
322,322,322,11-18,0.0260956991726223,-0.845734207179115,-0.01744138574528714
323,323,323,11-19,0.03914660403210025,-0.6354150669921775,-0.15067354920891834
324,324,324,11-20,0.1271161150765156,0.7822392738170176,-0.32670754906170035
325,325,325,11-21,0.07164720714159402,-0.11165836390185536,-0.2729351839764492
326,326,326,11-22,0.029216755219767687,-0.7954374782259382,-0.17225563365778496
327,327,327,11-23,0.07661473137088777,-0.03160526137662281,-0.0825726703677677
328,328,328,11-24,0.0635804254225307,-0.24165690526712955,-0.2820421527702288
329,329,329,11-25,0.07253711201079623,-0.09731728725207403,-0.3109084396094202
330,330,330,11-26,0.05285019990902344,-0.4145776205977491,-0.1817465893328124
331,331,331,11-27,0.06089979263096493,-0.2848560849370038,-0.19117538750371568
332,332,332,11-28,0.07730593106755408,-0.020466376566290988,-0.1328747587557232
333,333,333,11-29,0.07310422782589501,-0.08817805040204288,-0.3143965309720786
334,334,334,11-30,0.08528675110534324,0.10814686722082548,-0.06961685990875759
335,335,335,12-01,0.0049534376857539395,-1.1864479205502063,-0.15473899346865308
336,336,336,12-02,0.1439858767402124,1.0541004057821768,-0.2430095996986905
337,337,337,12-03,0.0292073599154673,-0.7955888862963768,-0.35294058827149793
338,338,338,12-04,0.044441267886464964,-0.5500900139465157,-0.4549000502826532
339,339,339,12-05,0.03217503217503221,-0.7477639818388874,-0.31032286167968776
340,340,340,12-06,0.04732549174354441,-0.5036099048461059,-0.5077306680438808
341,341,341,12-07,0.058782008826668786,-0.3189847889324142,-0.4728738106808408
342,342,342,12-08,0.07048755898118968,-0.13034643240298158,-0.488955364150433
343,343,343,12-09,0.04218516674962673,-0.5864477421181368,-0.3090057482625806
344,344,344,12-10,0.03845382924998967,-0.6465793347640689,-0.24707869129719198
345,345,345,12-11,0.09917336568945834,0.3319337134882268,-0.31082414596870234
346,346,346,12-12,0.07038199895342757,-0.13204756305377405,0.013415455886278141
347,347,347,12-13,0.03504848091087572,-0.7014575169614765,0.22618667161921924
348,348,348,12-14,0.19120753316109115,1.8150911787269013,0.25057232114991673
349,349,349,12-15,0.12140354575872475,0.6901795522795098,1.016468843169457
350,350,350,12-16,0.04753302551369156,-0.5002654375798838,1.0750642550312062
351,351,351,12-17,0.38432979887564417,4.927312845605469,1.019529522645157
352,352,352,12-18,0.09219807745384097,0.2195249081167205,0.710063031623613
353,353,353,12-19,0.014371945961483296,-1.0346659112777712,0.5049921934049134
354,354,354,12-20,0.07598784194528888,-0.0417077674023636,0.5697255950810165
355,355,355,12-21,0.04505214959002172,-0.5402454770326875,-0.3150065978568364
356,356,356,12-22,0.07163438307214161,-0.1118650275232647,-0.5274589762479899
357,357,357,12-23,0.05492880381966465,-0.3810803120216485,-0.5561661177797678
358,358,358,12-24,0.01309840706468937,-1.0551893622302009,-0.7008952384180561
359,359,359,12-25,0.0036837839829073813,-1.206908760468438,-0.7079112177977976
360,360,360,12-26,0.02210270389744361,-0.9100824912320936,-0.7977198214701082
361,361,361,12-27,0.04243997993300385,-0.5823413533111376,-0.4773284173408485
362,362,362,12-28,0.03819709702062655,-0.6507166495571282,-0.1472509675107785
363,363,363,12-29,0.1742160278745646,1.5412681127539103,
364,364,364,12-30,0.13599191233945748,0.9252753367502188,
365,365,365,12-31,,,
