,unnamed: 0,unnamed: 0,mth_day,twists & turns,twists & turns_norm,twists & turns_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.926152079481428,-0.4937871077220795,
2,2,2,01-03,3.2111837845392364,-0.004463610579171833,
3,3,3,01-04,2.7993096917679225,-0.7115416930561608,
4,4,4,01-05,2.195218363972095,-1.7486055560071485,-0.7810075179757735
5,5,5,01-06,2.836321289437393,-0.6480026407854713,-0.8882636827620688
6,6,6,01-07,2.5848892291737675,-1.0796444997046093,-1.2599344095199505
7,7,7,01-08,2.5512907735498564,-1.1373240964398517,-1.3866447912059934
8,8,8,01-09,1.91219109459366,-2.2344879711264616,-1.288654961133903
9,9,9,01-10,2.356455714576422,-1.471803983172417,-1.311167920323455
10,10,10,01-11,2.5376937428188504,-1.1606665755746066,-1.186038679344901
11,11,11,01-12,2.7576382850712156,-0.7830803959227823,-1.101318172307329
12,12,12,01-13,3.0222171047034037,-0.32886905383328474,-1.0135234570443328
13,13,13,01-14,2.847389743437198,-0.6290010542144209,-0.6852401648122249
14,14,14,01-15,2.219034451177882,-1.7077196795484832,-0.5192108386315105
15,15,15,01-16,3.503808912286208,0.4978957702202304,-0.37287460301835296
16,16,16,01-17,3.117967801275525,-0.16449061849031993,-0.2460551164582017
17,17,17,01-18,3.2690848065495564,0.09493701775616324,-0.06864010434231423
18,18,18,01-19,3.465452404457326,0.4320478655276225,0.18057368985984434
19,19,19,01-20,3.4674568814533533,0.4354890184809039,0.2050137832426703
20,20,20,01-21,3.090039008696052,-0.2124369143355316,-0.01935738254157322
21,21,21,01-22,3.589227268805202,0.6445363305171863,-0.2262830427466043
22,22,22,01-23,2.333788464014553,-1.5107176131957811,1.2800225942536634
23,23,23,01-24,2.54587767556773,-1.1466169434740232,1.1941044079818213
24,24,24,01-25,8.730004790262539,9.469881687529227,1.02509996147697
25,25,25,01-26,3.1671720113640007,-0.08002009915015004,0.6632530947336868
26,26,26,01-27,2.499366876690583,-1.2264635933646388,0.9562578806559008
27,27,27,01-28,2.324569062119387,-1.526544869942513,1.1406776148545439
28,28,28,01-29,3.3578429499627225,0.24731110233750456,-0.4761734472687549
29,29,29,01-30,3.1904263832247644,-0.040098538282166286,-0.4054990076764784
30,30,30,01-31,3.0790951026747515,-0.2312246852105644,-0.11014901204605433
31,31,31,02-01,3.414179843261864,0.3440265384035097,0.19616154049784376
32,32,32,02-02,3.5316178926531765,0.5456363804179051,0.33218533729525296
33,33,33,02-03,3.3951273277072924,0.31131844532087555,0.30532356565687296
34,34,34,02-04,3.8332474006704618,1.06345388312196,0.15239175110695882
35,35,35,02-05,3.0965442383982937,-0.20126916811244625,0.1993364516098068
36,36,36,02-06,2.5445969707035916,-1.1488155725100495,0.11669074665500075
37,37,37,02-07,3.5782520135853795,0.6256947414205971,0.19133678697996626
38,38,38,02-08,3.2427703755829738,0.04976215068906932,0.15238656881388324
39,39,39,02-09,3.6560159415654367,0.7591946872706682,0.4590664552062532
40,40,40,02-10,3.697116021395906,0.829752574125462,0.5436359384731865
41,41,41,02-11,4.1683933292645285,1.6388101502417736,0.4005593681824262
42,42,42,02-12,2.8401681110904007,-0.6413986729084494,0.5797681715508468
43,43,43,02-13,3.07819805310424,-0.23276468032396466,0.4415072981057091
44,44,44,02-14,3.869106830918398,1.1250149708995931,0.2831257868966514
45,45,45,02-15,3.1727928869079163,-0.07037055340015791,-0.20742935763996426
46,46,46,02-16,3.14357114828266,-0.12053649312888436,-0.26283865659395184
47,47,47,02-17,2.4538984796785672,-1.3045207169779205,-0.2987274476571791
48,48,48,02-18,2.646512089471225,-0.9738544666323752,-0.5344017475095606
49,49,49,02-19,2.9527663903828287,-0.4480974267033279,-0.6684338702340361
50,50,50,02-20,3.0454229336506033,-0.28903082821469644,-0.7467427704846941
51,51,51,02-21,2.7043493558401566,-0.8745632897470108,-0.5236789385311523
52,52,52,02-22,2.869880804492019,-0.5903898946328322,-0.5478472391786976
53,53,53,02-23,3.2335086728904128,0.03386227474332958,-0.4274748468163173
54,54,54,02-24,2.562043651121439,-1.118864270517647,-0.2017475256838768
55,55,55,02-25,3.3734690352049284,0.2741369274709544,0.1525706879392892
56,56,56,02-26,3.834342046624087,1.0653330985799463,0.22007317100739807
57,57,57,02-27,3.94269484897579,1.2513459919919852,0.162290660885919
58,58,58,02-28,3.1058026184684246,-0.1853749962241792,0.2883655908451133
59,59,59,02-29,3.031558255892941,-0.31283278598554465,0.1706456384705172
60,60,60,03-01,3.00267671854372,-0.3624146907624817,-0.2381935612926858
61,61,61,03-02,2.9620366931174744,-0.432182786776622,-0.5252929683925157
62,62,62,03-03,2.405445193519048,-1.3877020999992715,-0.4511073863306197
63,63,63,03-04,2.939279717621274,-0.4712504506069943,-0.4879271562333836
64,64,64,03-05,3.365081926361125,0.2597384961471966,-0.4864104920216989
65,65,65,03-06,2.9028728133605632,-0.5337514054021281,-0.4802096537988074
66,66,66,03-07,3.0079774742455916,-0.35331470549237337,-0.499217688395189
67,67,67,03-08,2.983708681098165,-0.39497775743927294,-0.5361653748864931
68,68,68,03-09,2.3390119336109643,-1.5017503075775618,-0.5673790992437607
69,69,69,03-10,2.8101472054073917,-0.6929365695548189,-0.34665112242001056
70,70,70,03-11,3.255989665800933,0.07245615000359112,-0.3928110109059919
71,71,71,03-12,3.6743191708976464,0.7906164555403727,-0.4368920835278985
72,72,72,03-13,2.8466482293113966,-0.6302740364082612,-0.12645020880550806
73,73,73,03-14,2.8296449171845794,-0.659464193170713,-0.09326450878660228
74,74,74,03-15,3.4240092091162886,0.3609009407567811,-0.3563174272976965
75,75,75,03-16,2.9261315394745915,-0.4938223694413842,-0.6848383932538201
76,76,76,03-17,2.336617238503591,-1.505861361062974,-0.7186061441656656
77,77,77,03-18,2.526135301284313,-1.1805093401963689,-0.7978174270988664
78,78,78,03-19,2.728629621892349,-0.8328805418793342,-0.6744617701833969
79,79,79,03-20,2.5528007374209483,-1.1347318907699182,-0.4429685855505471
80,80,80,03-21,3.855138391644064,1.101034882249598,0.02735300843043776
81,81,81,03-22,3.735202399677647,0.8951367383557148,0.3566407718120796
82,82,82,03-23,3.980395638363529,1.316068202822935,0.4113689363563023
83,83,83,03-24,3.676999135120565,0.7952172400934819,0.5784096910090185
84,84,84,03-25,2.91990507233533,-0.504511554613998,0.34628726396406395
85,85,85,03-26,3.1366097479116277,-0.1324873628536212,0.12901830912422804
86,86,86,03-27,3.0438683232852917,-0.2916996800201286,-0.17415535716948485
87,87,87,03-28,2.9758453565470555,-0.408476990683301,-0.3564691993874261
88,88,88,03-29,2.9208008197592643,-0.5029737949393424,-0.4042789104508556
89,89,89,03-30,3.0398105397667203,-0.29866581321416563,-0.5120745108826367
90,90,90,03-31,2.7528096819570025,-0.7913698209945745,-0.5821511373225672
91,91,91,04-01,2.7598631093193577,-0.7792609654443073,-0.5616417963480898
92,92,92,04-02,2.798949853984329,-0.7121594386597121,-0.472282354395745
93,93,93,04-03,3.047525696383996,-0.2854209448364365,-0.4099911933168817
94,94,94,04-04,3.2331129108573835,0.03318285677472579,-0.08426742982236912
95,95,95,04-05,3.2575187343170464,0.07508115325901478,-0.02249984255427338
96,96,96,04-06,3.891217302626475,1.1629727599725008,0.04634311166782965
97,97,97,04-07,2.975741408470693,-0.4086554418357329,-0.05279876102491824
98,98,98,04-08,3.0395566272668133,-0.2991017133270938,-0.20506970823627388
99,99,99,04-09,2.701023917729555,-0.8802721809929238,-0.3927495540822232
100,100,100,04-10,2.7009245164577025,-0.8804428264934079,-0.7817702999468956
101,101,101,04-11,2.6015759057530503,-1.0509979218166816,-0.806134396056616
102,102,102,04-12,2.5315861325220372,-1.1711517152155335,-0.8121673678520652
103,103,103,04-13,2.89058866313685,-0.5548400184940544,-0.6616043068231684
104,104,104,04-14,3.0184713340307887,-0.3352995440997888,-0.6260541719237619
105,105,105,04-15,3.2272432338388217,0.02310618518045704,-0.5023055230207035
106,106,106,04-16,2.8251725726975234,-0.6671420170969686,-0.2939183094831716
107,107,107,04-17,3.0340785989781516,-0.3085060283983315,-0.3569899470483549
108,108,108,04-18,3.259901406164022,0.07917156600965825,-0.3157715636517777
109,109,109,04-19,2.670152695917291,-0.9332698438851544,-0.4324433183079925
110,110,110,04-20,3.1625299721446467,-0.08798924372032547,-0.2394180934367354
111,111,111,04-21,2.8194743526477164,-0.6769243427568313,-0.22912433614375805
112,112,112,04-22,3.4997975512910164,0.4910093321305738,-0.325490049128671
113,113,113,04-23,3.0700553776507484,-0.2467434846404675,-0.22308562262261167
114,114,114,04-24,2.9231023318308402,-0.4990227118998197,-0.4156337536692337
115,115,115,04-25,3.0280571308718778,-0.3188432848487983,-0.18864090377305745
116,116,116,04-26,2.4895724409609206,-1.2432780300000577,-0.28126354841464324
117,117,117,04-27,3.612816500567612,0.6850327566202262,-0.26463625700412097
118,118,118,04-28,3.176080536065266,-0.06472653571894123,-0.07625067006193184
119,119,119,04-29,3.128167917705412,-0.1469797361773338,-0.04659952666459016
120,120,120,04-30,3.5815117321719754,0.6312908097533151,-0.03305305189218012
121,121,121,05-01,3.131688156262709,-0.14093642446474824,-0.1390658604411262
122,122,122,05-02,2.5369174978541307,-1.1619991813655974,-0.010073146123198972
123,123,123,05-03,3.24230073639394,0.04895590532654977,-0.023221305372875527
124,124,124,05-04,3.6269112872973372,0.7092297501886221,-0.27767885254667385
125,125,125,05-05,3.082214977314989,-0.2258686916753931,-0.2810538575753216
126,126,126,05-06,2.6921802086388635,-0.8954544732894749,-0.03018217112540093
127,127,127,05-07,3.1198924819060387,-0.16118645463663456,-0.22165121538484908
128,128,128,05-08,3.4137164043901707,0.3432309373339267,-0.371662731720992
129,129,129,05-09,2.5731146236928666,-1.0998583602301393,-0.3152900893880439
130,130,130,05-10,3.1026196250829985,-0.1908393478282352,-0.11703398922349513
131,131,131,05-11,3.279237893115186,0.11236716232229553,-0.10169797737634988
132,132,132,05-12,3.3850871456402065,0.29408212769781744,-0.22192684731510706
133,133,133,05-13,3.1734919877270555,-0.06917038355376301,-0.025926143561784687
134,134,134,05-14,2.993515371790147,-0.3781422822986165,0.1007837020822588
135,135,135,05-15,3.2581389289984912,0.07614586228979517,0.4988098320685088
136,136,136,05-16,3.545471728802664,0.5694197260360258,0.6767023975283116
137,137,137,05-17,4.670342965525904,2.500523942239796,0.5574377016216989
138,138,138,05-18,4.006823337090339,1.3614375204566342,0.6831710431317285
139,139,139,05-19,2.7566607524487536,-0.784758558993439,0.70895687709609
140,140,140,05-20,3.4329545843659486,0.3762577667615606,0.5800427963499944
141,141,141,05-21,3.348260661522441,0.23086086607596445,0.12339007150529464
142,142,142,05-22,3.0949158026446164,-0.20406475844054792,0.1118113099709724
