,unnamed: 0,unnamed: 0,mth_day,twists & turns,twists & turns_norm,twists & turns_ravg
143,143,143,05-23,3.0743373920134744,-0.2393924068284034,0.3834523773475671
144,144,144,05-24,3.966355456493692,1.2919649512507012,0.16008021886136714
145,145,145,05-25,3.7060488409033887,0.8450878452661291,0.06015008498554667
146,146,146,05-26,2.6522667870190304,-0.9639751841556392,0.2554634795195812
147,147,147,05-27,2.999003902610311,-0.3687199371789584,0.523328470151649
148,148,148,05-28,3.7775379557566167,0.9678156087636594,0.3931564415850841
149,149,149,05-29,4.0105280566876536,1.3677975369640032,0.07714763721744723
150,150,150,05-30,3.5114029908573365,0.5109327798513115,0.33828416991459864
151,151,151,05-31,2.6015950938655963,-1.0509649809396917,0.3674833970520953
152,152,152,06-01,3.5649414278505347,0.6028440120272694,0.4169003531368745
153,153,153,06-02,3.101055476417406,-0.19352457435397852,0.2728730646733099
154,154,154,06-03,3.9502506826195716,1.2643173452723346,0.2672399465964093
155,155,155,06-04,3.5071513272398973,0.5036338061826157,0.4574510876969747
156,156,156,06-05,3.491715190132957,0.477134071389908,0.3591807062415009
157,157,157,06-06,3.2663848231810246,0.09030186566370027,0.5031592345066813
158,158,158,06-07,3.2214855192769742,0.013221723294426951,0.19695075511974627
159,159,159,06-08,3.604261788512648,0.6703465952371036,0.2186122448262588
160,160,160,06-09,2.8800491636764485,-0.5729335310492754,0.3639628699042268
161,161,161,06-10,3.5828584377447847,0.6336027444216907,0.5291396890391943
162,162,162,06-11,3.9997169935095713,1.3492378218577163,0.6673195132407189
163,163,163,06-12,3.843679361484977,1.0813627804735049,0.5577476761739041
164,164,164,06-13,3.704425306064848,0.8423006685035747,0.6772782397169114
165,165,165,06-14,3.221307186154576,0.012915572836214657,0.392591484478932
166,166,166,06-15,3.297809608847556,0.14424985020876813,0.2790686626784952
167,167,167,06-16,2.5878755473667527,-1.0745177870061855,0.2478727560011305
168,168,168,06-17,3.6029536623020935,0.6681008910550956,0.06968457208823015
169,169,169,06-18,3.7346493738838302,0.8941873404093172,0.2430761581108446
170,170,170,06-19,3.0816559253373748,-0.2268284349738277,0.20054424365654253
171,171,171,06-20,3.8273124120871813,1.0532650889719013,0.48709894152597294
172,172,172,06-21,3.1491601673177696,-0.11094163651704388,0.4338276737221127
173,173,173,06-22,3.5893869148316377,0.6448104002103973,0.4713972499155416
174,174,174,06-23,3.4167700796858966,0.34847328423193324,0.6189132053114434
175,175,175,06-24,3.865955396462813,1.1196047975698904,0.5782818595060184
176,176,176,06-25,3.5972255785655216,0.6582672974015831,0.6660074027374379
177,177,177,06-26,3.685305475882382,0.8094770141393516,0.6662642208688723
178,178,178,06-27,3.455761767000255,0.4154116228714727,0.9496057020706594
179,179,179,06-28,3.5902844966193905,0.6463513089990034,0.8347054839568374
180,180,180,06-29,4.40705122463934,2.048522171442656,1.1808673068016478
181,181,181,06-30,3.464378052169469,0.43020348888695775,1.1079415067120364
182,182,182,07-01,4.8070644091241865,2.7352382344704447,0.8908299516982233
183,183,183,07-02,3.4304291178458564,0.3719222136016839,0.7770746474783558
184,184,184,07-03,2.6969548377438075,-0.887257707211407,0.4598802529943661
185,185,185,07-04,3.192708637166775,-0.036180516320201236,0.4359096977384919
186,186,186,07-05,3.2984538289804983,0.14535580453871802,-0.043355135652343085
187,187,187,07-06,3.3806007358256918,0.2863801573517129,-0.3318691262231177
188,188,188,07-07,3.1320293033106568,-0.14035076587456544,-0.2711406110461881
189,189,189,07-08,2.422070003939623,-1.359161729822964,-0.08275140269371245
190,190,190,07-09,2.9092015701518443,-0.5228866161498289,0.0005627368810332498
191,191,191,07-10,3.851130694370963,1.0941547337946524,-0.0038532220185911827
192,192,192,07-11,3.5896375313418667,0.6452406419871922,0.3029953695438535
193,193,193,07-12,3.3651669178875645,0.2598844039539663,0.6748510616499079
194,194,194,07-13,4.204468020334956,1.7007407835001025,0.6104291332951658
195,195,195,07-14,3.721709149518835,0.8719724228133635,0.3713478359481786
196,196,196,07-15,2.684046323907439,-0.9094181862782826,0.2599156797485227
197,197,197,07-16,3.0155393087767104,-0.3403330502872705,0.3826024131437236
198,198,198,07-17,3.2001810960963724,-0.023352295210743428,0.0015881797714161945
199,199,199,07-18,3.7939582064129223,0.996004804325172,-0.040873426906554516
200,200,200,07-19,2.8728196867865843,-0.5853446167337423,0.062332735281289874
201,201,201,07-20,3.5733054343293964,0.6172027827455392,-0.005176150815454861
202,202,202,07-21,3.0447528326196007,-0.29018121315121626,0.13668671355682852
203,203,203,07-22,2.7795951161549266,-0.7453863668677388,-0.15736967008989994
204,204,204,07-23,3.6959931429632813,0.8278248910229569,0.02334556617474749
205,205,205,07-24,2.766228376514952,-0.7683334975551991,-0.20845294283260696
206,206,206,07-25,3.5044211392800086,0.4989468008541425,-0.15176471327093888
207,207,207,07-26,2.763167462562288,-0.7735882712985873,0.1012889290172384
208,208,208,07-27,3.242878728755977,0.049948164218792133,0.11743523553924168
209,209,209,07-28,3.664019978892585,0.7729354868613248,0.3254342218766934
210,210,210,07-29,3.7524246363032616,0.9247027301549768,0.11480357170668927
211,211,211,07-30,3.4931867924368216,0.4796604204695114,-0.011302559034181129
212,212,212,07-31,2.7682650334816734,-0.7648371001658824,-0.09030129814853324
213,213,213,08-01,2.322425348114239,-1.5302250557438095,-0.2424313007161889
214,214,214,08-02,2.966777391640692,-0.4240442704673205,-0.5167355330472886
215,215,215,08-03,3.132324187349874,-0.13984452854460908,-0.5149855873805419
216,216,216,08-04,2.7937287612542976,-0.7211226638316213,-0.5556794289867303
217,217,217,08-05,3.4993028690208856,0.4901600944699917,-0.2273968349054489
218,218,218,08-06,2.626039673864699,-1.0090001498030128,-0.03959481522832711
219,219,219,08-07,3.469776105780312,0.439470508743878,-0.1740191881206433
220,220,220,08-08,3.6231472188951153,0.7027678475954104,-0.18159750168052047
221,221,221,08-09,2.6625097382517944,-0.946390765898506,-0.3814053671346795
222,222,222,08-10,2.7672424839995147,-0.7665925451908844,-0.4824140211399464
223,223,223,08-11,2.8009724977197843,-0.7086870982549621,-0.4571587976541186
224,224,224,08-12,2.2730134769440093,-1.6150520738346146,-0.3966295931700048
225,225,225,08-13,3.558043349685166,0.591001849658845,-0.04167974648060402
226,226,226,08-14,3.8346973585549033,1.0659430745000935,0.1830878216682452
227,227,227,08-15,3.903062794901842,1.1833083142378982,0.05472734741002863
228,228,228,08-16,3.552807251257602,0.5820128637022111,0.20371919003140027
229,229,229,08-17,2.352351431450042,-1.4788499438042615,0.029402375890713463
230,230,230,08-18,2.7937413699232203,-0.7211010181063847,-0.2428123484205773
231,231,231,08-19,2.948804442767264,-0.4548990351852759,-0.21799684918889195
232,232,232,08-20,2.8833043337115267,-0.5673452713676507,-0.4591902672966201
233,233,233,08-21,3.9897931983976975,1.33220130962801,-0.15870650612528156
234,234,234,08-22,2.7098339837152667,-0.8651476449441575,0.046482403057443854
235,235,235,08-23,3.402545006321469,0.3240526232237693,0.2896092310556353
236,236,236,08-24,3.5108785397275537,0.5100324369899677,0.4855919191600239
237,237,237,08-25,3.798534996083188,1.003861932803873,0.13504188014043364
238,238,238,08-26,3.5682656741544787,0.6085508572586811,0.08423291546677393
239,239,239,08-27,2.7646175109854854,-0.7710989244895314,0.033514003696526316
240,240,240,08-28,2.5322561737259908,-1.170001432986116,-0.03668522898115708
241,241,241,08-29,3.2252819320776243,0.0197391526022838,-0.3220374646691304
242,242,242,08-30,3.2655315604710937,0.08883704092386728,-0.44041966736997096
243,243,243,08-31,2.8012262452657706,-0.7082514813239668,-0.4047216535319205
244,244,244,09-01,3.1545187609405594,-0.10174235894636313,-0.3597869746081211
245,245,245,09-02,2.889382405508404,-0.5569108414612284,-0.3057914323781936
246,246,246,09-03,2.689303299702881,-0.9003933594433186,0.04331782754533885
247,247,247,09-04,3.4139968606332283,0.3437124059818482,0.6152093658234139
248,248,248,09-05,4.485671711375142,2.183492600465062,0.4482493489511947
249,249,249,09-06,4.799992556901847,2.7230977483444847,0.6917437957769862
250,250,250,09-07,2.5709919297530024,-1.103502460179679,1.0933406477383227
251,251,251,09-08,3.740397790088561,0.9040558394935204,1.211080057368212
252,252,252,09-09,4.092888079041088,1.5091877523247013,1.334679624091862
253,253,253,09-10,3.8254972060111583,1.050148863761184,0.7254742587477384
254,254,254,09-11,4.917653360979343,2.9250900008069625,0.5792686893966189
255,255,255,09-12,2.6708140682953045,-0.9321344437202586,0.1671877017602715
256,256,256,09-13,2.060002088090936,-1.980735876286396,-0.15424767479941706
257,257,257,09-14,2.300170857839807,-1.568430086324564,-0.3593813418509761
258,258,258,09-15,2.9694684110914515,-0.41942450703343,-0.7580087258482088
259,259,259,09-16,3.108553107975452,-0.18065313854817006,-0.6065619319727188
260,260,260,09-17,3.5244469001383885,0.5333256968235659,-0.11252218936941644
261,261,261,09-18,3.2001220390252976,-0.02345368046731856,0.3660408651684484
262,262,262,09-19,3.7866756407335234,0.983502579333418,0.4514659997168244
263,263,263,09-20,3.972753239953736,1.3029482409026252,0.5024572737883903
264,264,264,09-21,3.2680300607643487,0.09312630025682586,0.4819543172165559
265,265,265,09-22,3.2867680910271693,0.1252945058812255,0.3790923504110144
266,266,266,09-23,3.4527888738488057,0.410307957392559,0.1988053113490098
267,267,267,09-24,2.8406184964154826,-0.6406254813005671,-0.1869868865095793
268,268,268,09-25,3.1565707414955573,-0.09821965503860954,-0.21047617722323508
269,269,269,09-26,2.6244058755329576,-1.0118049462489096,-0.2714535634336654
270,270,270,09-27,3.1859347685275674,-0.0478094440251086,-0.5032059840101153
271,271,271,09-28,3.073651552013494,-0.24056981138135616,-0.5352550109671493
272,272,272,09-29,2.6428119815817115,-0.9802065660661404,-0.7084244178446734
273,273,273,09-30,2.7286068454032795,-0.8329196430427709,-0.6808547559106858
274,274,274,10-01,2.551342033767246,-1.1372360963037538,-0.7396840551138476
275,275,275,10-02,2.7207621036085956,-0.8463869746449845,-0.8472395089977364
276,276,276,10-03,2.9803258138322737,-0.4007852392440787,-0.8316389653012499
277,277,277,10-04,2.697744227867505,-0.8859025346846889,-0.7935951050741684
278,278,278,10-05,2.6973360287072032,-0.8866033038872223,-0.6562090772979143
279,279,279,10-06,2.861570495146088,-0.6046564816802822,-0.6906139049385301
280,280,280,10-07,3.031507494573824,-0.3129199296462292,-0.7746406348359224
281,281,281,10-08,2.6005169070233105,-1.0528159404886783,-0.44576182758330224
282,282,282,10-09,2.6866516015829784,-0.904945618628432,-0.2426854673659299
283,283,283,10-10,3.847178756181792,1.0873703088310318,-0.15610468351288212
284,284,284,10-11,3.4070898199843023,0.3318548574170117,-0.23726153820495224
285,285,285,10-12,3.1641711500212626,-0.08517177856199575,-0.3047541757145517
286,286,286,10-13,2.7478635231919997,-0.7998610577986499,-0.2515322804943385
287,287,287,10-14,2.3646295033666083,-1.4577717655462752,-0.5413958653149021
288,288,288,10-15,2.872662626554399,-0.585614247307153,-0.4314825725533491
289,289,289,10-16,2.834102797663767,-0.6518112000923507,-0.30667673273444607
290,290,290,10-17,3.791237813210884,0.9913346139863299,-0.12195064323556715
291,291,291,10-18,3.600368735452534,0.6636632603514233,0.14402744141929086
292,292,292,10-19,3.393482945508228,0.3084954791946227,0.3040745751110722
293,293,293,10-20,3.2942254138819362,0.1380967423828729,0.33062147523001784
294,294,294,10-21,3.432028865929498,0.37466855484353534,0.19409512649509567
295,295,295,10-22,2.926884463564752,-0.4925297993786769,-0.17145005639290378
296,296,296,10-23,3.314076938749136,0.1721765215767974,-0.12117433161036055
297,297,297,10-24,2.3227848790148524,-1.5296078369765735,0.07813769965974222
298,298,298,10-25,3.569197077056669,0.6101498278898821,0.16143632948072628
299,299,299,10-26,3.990822840040619,1.3339689300034896,0.3482816841479501
300,300,300,10-27,3.723158361555418,0.8744603337694397,0.6827976502397245
301,301,301,10-28,3.5799107376009145,0.6285423286246659,1.0901462492425835
302,302,302,10-29,4.4832133902899285,2.179272318127444,1.4239515321517882
303,303,303,10-30,3.74647206842589,0.9144837570405824,1.1571417494243474
304,304,304,10-31,4.7358496841820585,2.6129815253451087,0.9606353980241248
305,305,305,11-01,3.0583201369297304,-0.2668897663611547,0.9623558496668856
306,306,306,11-02,3.036366812962325,-0.3045777746318952,0.8363353594274651
307,307,307,11-03,3.5859237322934083,0.6388650384812291,0.8385761030275095
308,308,308,11-04,4.0427705902009015,1.423149376690921,0.6107659369870315
309,309,309,11-05,3.754303488408546,0.9279282186408486,0.687815218233245
310,310,310,11-06,3.939651008641377,1.246120529102241,0.696940162780848
311,311,311,11-07,3.3276081004383333,0.19540592111612656,0.5470152414918853
312,312,312,11-08,3.0682585800834334,-0.2498281073462769,0.3695486777325541
313,313,313,11-09,3.061934720584408,-0.2606844892525475,0.19224313672726714
314,314,314,11-10,3.4225232787054627,0.35834999413493324,0.19169380979906467
315,315,315,11-11,3.134618952954802,-0.135905027390873,0.4787183958472378
316,316,316,11-12,3.9377311058544393,1.2428245675330265,0.58701037141598
317,317,317,11-13,4.330761731512738,1.9175534374051653,0.5370155815575512
318,318,318,11-14,3.4467400544536173,0.3999237460661764,0.5935246062792038
319,319,319,11-15,2.8872024592412378,-0.5606532284031199,0.4350025868847845
320,320,320,11-16,3.620022852238459,0.6974041424648487,0.31687837616418485
321,321,321,11-17,2.5805830024105885,-1.0870371437573887,0.16124564686615994
322,322,322,11-18,3.524885877040906,0.5340793032094283,0.3817220893423168
323,323,323,11-19,3.786823877063118,0.983757061617016,0.3954347335129129
324,324,324,11-20,4.217307297077228,1.7227824009231172,0.1192278574615982
325,325,325,11-21,2.9351282797458818,-0.4783773633795435,0.4520773964003763
326,326,326,11-22,2.654677219470642,-0.9598371138430396,0.5546968211097748
327,327,327,11-23,3.743895275359347,0.9100600898752796,0.22191548965974647
328,328,328,11-24,3.8835417327407455,1.14979585146582,-0.20193976047637074
329,329,329,11-25,2.623749989929832,-1.012930927083154,-0.19431594356292944
330,330,330,11-26,2.7359292065166034,-0.8203490998935861,-0.012586026042197905
331,331,331,11-27,2.9617735916498655,-0.4326344618988955,-0.32252682271909155
332,332,332,11-28,3.2898249925090712,0.13054239128134973,-0.5524136637042948
333,333,333,11-29,2.6606492723415562,-0.9495846901860819,-0.4949424800898852
334,334,334,11-30,3.0800850587127373,-0.22952519444539946,-0.25475635261563484
335,335,335,12-01,2.824612317853416,-0.668103825396696,-0.04541193632882485
336,336,336,12-02,3.57538198380954,0.6207676649519159,0.004726751113347254
337,337,337,12-03,3.6934342979143056,0.8234320358219643,0.12533286417617426
338,338,338,12-04,3.4650601772624703,0.4313745159343824,-0.07768794418857115
339,339,339,12-05,3.0821687732126035,-0.22594801180912,-0.006406319119959665
340,340,340,12-06,2.3705254216836864,-1.4476500446338718,-0.10658205061673316
341,341,341,12-07,3.0737422687087768,-0.24041407498502704,-0.2760488798132195
342,342,342,12-08,3.2252668588994493,0.019713275971274872,-0.4466719230054063
343,343,343,12-09,3.101146134047436,-0.19336893935695398,-0.4387843068388933
344,344,344,12-10,2.8687310345928587,-0.5923637432187383,-0.2959840846271496
345,345,345,12-11,3.109736065990201,-0.17862231481004168,-0.19131217673556067
346,346,346,12-12,2.8696135430263645,-0.5908487113634098,-0.10157709393402348
347,347,347,12-13,3.4395715724580733,0.3876173723645064,-0.04657502622823001
348,348,348,12-14,3.5388918183028077,0.5581237727804979,-0.05381425289409402
349,349,349,12-15,3.2933788786193814,0.13664346687780696,0.20692223572418567
350,350,350,12-16,2.843429869225745,-0.6357991032139223,0.3353858000056477
351,351,351,12-17,4.021012548998939,1.385796616899637,0.4096669596841129
352,352,352,12-18,3.3185949098981213,0.17993267432536192,0.5101327017557048
353,353,353,12-19,3.6991849250207127,0.8333043304352973,0.4559110718446348
354,354,354,12-20,3.890020532902844,1.1609182252100498,0.6429503772389373
355,355,355,12-21,3.103873771489174,-0.18868631258861324,0.4703347095105061
356,356,356,12-22,3.497134002879432,0.4864367291518928,0.14127819088245488
357,357,357,12-23,3.417719164811124,0.3501026105290492,-0.028327802049696125
358,358,358,12-24,2.168539278653241,-1.7944064374429447,-0.2580124118204041
359,359,359,12-25,3.1064103825872245,-0.18433162715760887,-0.2872126513593697
360,360,360,12-26,3.0872706588738565,-0.2171894334141978,-0.5286710092990808
361,361,361,12-27,3.001818659329412,-0.3638877498224071,-0.7561276968616508
362,362,362,12-28,2.6532347681294466,-0.9623134184863742,-0.5774040399342405
363,363,363,12-29,2.6227558998793428,-1.0146375148463702,
364,364,364,12-30,2.7931801426088363,-0.7220644958784824,
365,365,365,12-31,,,
