,unnamed: 0,unnamed: 0,mth_day,fun,fun_norm,fun_ravg
0,0,0,01-01,,,
1,1,1,01-02,8.573045224760786,-0.7368999535019464,
2,2,2,01-03,8.718315926326076,-0.6147851205488369,
3,3,3,01-04,7.3322974152747475,-1.7798749640151883,
4,4,4,01-05,7.0178887045722425,-2.0441675348690818,-1.4377378907474399
5,5,5,01-06,7.622375332358294,-1.5360349053773312,-1.7379909392607455
6,6,6,01-07,7.17194815076081,-1.9146648661722545,-1.956662306321074
7,7,7,01-08,6.429916337802711,-2.53841824458178,-1.7578879241529408
8,8,8,01-09,7.157496058491048,-1.9268133229108069,-1.5227643783947993
9,9,9,01-10,8.751097732277668,-0.5872286710063894,-1.4129410581551012
10,10,10,01-11,8.696139984328864,-0.6334262603202332,-1.0102357909989137
11,11,11,01-12,8.406265891447534,-0.8770949839391438,-0.6588484853596811
12,12,12,01-13,10.046354573096766,0.5015667367648705,-0.5558115959468942
13,13,13,01-14,8.938028375147884,-0.430094410746384,-0.39046572668221896
14,14,14,01-15,7.892946823158512,-1.3085919864340854,-0.5651444654566049
15,15,15,01-16,9.931293938494091,0.4048465445816621,-0.19090579337317493
16,16,16,01-17,7.449328160574138,-1.6814986929665483,-0.0508783069057225
17,17,17,01-18,11.07748509381739,1.3683370485614363,-0.19708699455751064
18,18,18,01-19,11.045834687295272,1.341731655569585,-0.32583781959500024
19,19,19,01-20,7.894428439752416,-1.3073465366571129,-0.3839789374234539
20,20,20,01-21,6.9739566123220635,-2.0810969366590237,-0.36153068997085297
21,21,21,01-22,9.516297622036475,0.055999837610940316,-0.9134610218575412
22,22,22,01-23,7.609557966118048,-1.5468092082509428,-0.5814422204105487
23,23,23,01-24,7.137948613799598,-1.9432449427586924,-0.7068575793613094
24,24,24,01-25,13.415699332858448,3.3338444642515395,-0.7911861281690257
25,25,25,01-26,6.999245926314321,-2.0598386903616763,-1.2145282179147092
26,26,26,01-27,6.372041161871402,-2.5870682295053204,-1.0742158685362178
27,27,27,01-28,6.494590878036612,-2.4840527008631605,-0.8474750572263433
28,28,28,01-29,8.611071358368163,-0.7049351119799937,-1.695897713608548
29,29,29,01-30,8.756366095242651,-0.5828000748994453,-1.5408015403382904
30,30,30,01-31,7.3598770448065265,-1.75669147404169,-1.3677714552771598
31,31,31,02-01,8.10628244380505,-1.1292616507401294,-0.8505950746050939
32,32,32,02-02,7.607085320268644,-1.5488877191385375,-0.9725973254928796
33,33,33,02-03,10.186062610159974,0.6190055831692363,-1.0831088711642194
34,34,34,02-04,7.740250730747013,-1.436948617306709,-0.8566987688617361
35,35,35,02-05,7.9675631603737305,-1.2458693489274846,-0.8129783551244163
36,36,36,02-06,8.975934010576463,-0.39823086022679016,-0.7725841473847526
37,37,37,02-07,8.418347490585269,-0.866939168316211,-1.1394690773826308
38,38,38,02-08,7.895408765780048,-1.3065224727005555,-0.9210630102929872
39,39,39,02-09,7.567332523783512,-1.5823039968180332,-0.5170187265187118
40,40,40,02-10,9.299176955757435,-0.1265122147688473,-0.6149482428621195
41,41,41,02-11,10.8515271382734,1.1783963537181674,-0.5919844670943161
42,42,42,02-12,8.276938358740177,-0.9858079582872364,-0.2380859734119731
43,43,43,02-13,8.582257004394675,-0.7291565137093905,-0.08897233618742177
44,44,44,02-14,10.421445016259511,0.8168684893935023,-0.2652587676178018
45,45,45,02-15,8.631667240642054,-0.6876221734707251,-0.6376301209694434
46,46,46,02-16,8.040889836116552,-1.1842308033511275,-0.5634854017648495
47,47,47,02-17,8.193636375814709,-1.0558317663916823,-0.6063896467270887
48,48,48,02-18,8.806164257792853,-0.5409396430596731,-0.7016276525998474
49,49,49,02-19,8.276017560009397,-0.9865819834828252,-0.6238135116518335
50,50,50,02-20,9.74166067257733,0.24544045415695026,-0.4139806074392447
51,51,51,02-21,9.187084526512262,-0.2207373277826415,-0.3435361622889677
52,52,52,02-22,9.538623033760931,0.07476662192440528,-0.3514223130281571
53,53,53,02-23,8.696450672205117,-0.6331650954900206,-0.11008602521843397
54,54,54,02-24,8.749874946028166,-0.5882565474948093,-0.08406838935095517
55,55,55,02-25,9.998613791545498,0.4614357433755134,0.07862717802295653
56,56,56,02-26,9.927367852817598,0.40154626936182297,-0.09677147516523688
57,57,57,02-27,10.348363560798612,0.7554360764608287,-0.2668831394230955
58,58,58,02-28,8.286672646437884,-0.9776252972047552,-0.29418030778245274
59,59,59,02-29,7.482237449442867,-1.6538350810371722,-0.5556564726373711
60,60,60,03-01,8.555034792588378,-0.752039557650953,-0.8031003074853486
61,61,61,03-02,8.132264307580959,-1.1074212457539965,-1.0075703045115203
62,62,62,03-03,8.161177524399054,-1.083116739726042,-0.9413454426706568
63,63,63,03-04,8.888909412663287,-0.4713839056962024,-0.7934810768635868
64,64,64,03-05,8.759368644525887,-0.5802761261595729,-0.624299829043041
65,65,65,03-06,8.537655188852847,-0.7666488861947527,-0.7093973106304626
66,66,66,03-07,9.762606942583577,0.2630479292723216,-0.6410089489963543
67,67,67,03-08,7.5248604130979215,-1.6180061352785258,-0.7515851083613884
68,68,68,03-09,8.649316026490892,-0.6727865699213925,-0.5832594381995411
69,69,69,03-10,8.099645281899322,-1.1348408618864072,-0.4984101301863311
70,70,70,03-11,9.960833901670297,0.4296778948115108,-0.7754769200634312
71,71,71,03-12,9.143287684315938,-0.2575530381154926,-0.5459703331237469
72,72,72,03-13,7.784975594817115,-1.3993528099902794,-0.5661697523395154
73,73,73,03-14,9.1630192882635,-0.24096661364042002,-0.47987976321684206
74,74,74,03-15,8.505137777392545,-0.7939830852160037,-0.5118642141201969
75,75,75,03-16,8.715560987867265,-0.6171009271503667,-0.7868672919197429
76,76,76,03-17,9.732537133314807,0.23777118939138125,-0.2637484750809062
77,77,77,03-18,7.1803865815533845,-1.9075715049127684,-0.08232249724242856
78,78,78,03-19,11.518862904970305,1.7393600910427405,0.060029684767993925
79,79,79,03-20,10.457991165736466,0.8475892533904459,0.2056387868819992
80,80,80,03-21,9.521210969317293,0.06013000684653114,0.20092237313283634
81,81,81,03-22,9.754881236203476,0.25655368553366464,0.6317900592635352
82,82,82,03-23,9.698872587363566,0.2094727068964045,0.2413624683105116
83,83,83,03-24,10.255809093250432,0.6776346118714249,0.10585023102617933
84,84,84,03-25,8.73209137149228,-0.6032054546754013,0.0571576158123413
85,85,85,03-26,9.490739736655641,0.03451582968445265,0.16209280666856188
86,86,86,03-27,9.173655629702859,-0.2320256844364969,0.2258499600010145
87,87,87,03-28,10.50388158739378,0.886164830670988,0.11808142208688735
88,88,88,03-29,10.153954718031557,0.5920156268911206,0.28293093714187184
89,89,89,03-30,9.486585040896582,0.031023384386661718,0.17523377848459978
90,90,90,03-31,9.908744729267301,0.3858916356545056,0.08532838650340306
91,91,91,04-01,8.722025171043233,-0.6116671222591797,-0.09082668899734553
92,92,92,04-02,8.531934109797447,-0.7714580363236774,-0.4189523141973826
93,93,93,04-03,9.246532052529004,-0.1707656223335036,-0.4626738705398428
94,94,94,04-04,7.811878561272015,-1.3767381243091017,-0.5393970712097964
95,95,95,04-05,9.174511838495313,-0.2313059536680989,-0.5628709669727167
96,96,96,04-06,9.361114293973413,-0.07444756836521628,-0.3664552752501285
97,97,97,04-07,8.554474552163413,-0.7525104968367011,-0.3741800228852101
98,98,98,04-08,9.93389870221982,0.4070361140118519,0.02064558659626933
99,99,99,04-09,9.191394794528874,-0.217114108143994,0.15358542417930246
100,100,100,04-10,10.630042017664332,0.992215532579775,0.09083103120774734
101,101,101,04-11,10.123402141399556,0.5663330718301,0.296250920857331
102,102,102,04-12,8.913189608356443,-0.450973926194547,0.3152777476219021
103,103,103,04-13,10.020708789063274,0.4800088410608009,0.31551107268646555
104,104,104,04-14,10.06970728857125,0.5211970745992788,0.08013745630914271
105,105,105,04-15,9.193060208713318,-0.21571415775661354,0.016668566259943042
106,106,106,04-16,8.950005798269627,-0.4200261656841621,0.029759812346917942
107,107,107,04-17,9.670377559763784,0.18551973153490195,-0.1703679387251551
108,108,108,04-18,9.006631549393154,-0.3724264496726976,-0.22736021144500165
109,109,109,04-19,8.59224847357872,-0.7207576653716372,-0.3162856983275966
110,110,110,04-20,9.662911132448679,0.17924343828019926,-0.03030972035210848
111,111,111,04-21,8.558332998886321,-0.7492670790521834,-0.15678913428923416
112,112,112,04-22,10.991228634840413,1.2958297021687666,0.08388270730554237
113,113,113,04-23,8.767600096033316,-0.5733567520878522,0.3685284435163769
114,114,114,04-24,10.724485135070593,1.0716045998959616,0.2368878778690905
