,unnamed: 0,unnamed: 0,mth_day,melancholy,melancholy_norm,melancholy_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.3729070325822152,-0.8349286293573396,
2,2,2,01-03,3.3894622738685354,-0.8057350750094372,
3,3,3,01-04,3.092002727328256,-1.3302759915711122,
4,4,4,01-05,2.554374223639687,-2.2783314544886437,-1.5152042723502726
5,5,5,01-06,2.5894735521814654,-2.216437209781621,-1.5565490638901007
6,6,6,01-07,2.9245756779090195,-1.6255172738934824,-1.7256743178756453
7,7,7,01-08,3.2322308425470725,-1.0829973785963087,-1.5978955151949108
8,8,8,01-09,2.814011401259997,-1.8204865989227041,-1.4115631052626083
9,9,9,01-10,3.5267717625297497,-0.5636031754867049,-0.8932512027351143
10,10,10,01-11,3.1883726677748254,-1.1603369948948274,-0.6117865732183324
11,11,11,01-12,4.353036530294308,0.8934342053833415,-0.3836817799469272
12,12,12,01-13,3.8822627343773264,0.06327050320720833,0.024091582170129373
13,13,13,01-14,4.008360363366238,0.28563138103212266,0.15056826838505147
14,14,14,01-15,4.2014655603936415,0.6261535737796358,0.27414732851100304
15,15,15,01-16,3.9571103295496335,0.19525694180282765,0.5235206049267372
16,16,16,01-17,3.6088520244042033,-0.4188626341391184,0.4936141992157359
17,17,17,01-18,5.201532341162093,2.389673863877748,0.4594295081196982
18,18,18,01-19,3.780505800640797,-0.1161679310588004,0.11987587666744008
19,19,19,01-20,3.892046508057855,0.08052323445589699,0.10226809464234364
20,20,20,01-21,3.046129920612129,-1.4111682149339129,0.0266470531995882
21,21,21,01-22,3.8971996225897576,0.08961024965224891,-0.24470594527150336
22,22,22,01-23,3.351550449031435,-0.8725888827956508,-0.37401762277465456
23,23,23,01-24,4.278250240616189,0.7615558730511983,-0.6335813255366043
24,24,24,01-25,3.3405211389531804,-0.8920379960777072,-0.7397268554630537
25,25,25,01-26,3.0088776392345515,-1.4768589821158018,-0.8154802686149761
26,26,26,01-27,2.6849683768435577,-2.0480413944926084,-0.7102433883484619
27,27,27,01-28,3.6394476507578335,-0.3649102292592863,-0.7998016384098067
28,28,28,01-29,3.709620300534168,-0.2411676011965655,-0.6987290046113769
29,29,29,01-30,3.9735271319579204,0.2242063726831296,-0.37321174618452496
30,30,30,01-31,3.684422087779668,-0.28560219328712944,0.12912915350087414
31,31,31,02-01,4.1164543375488165,0.4762445684453103,0.14120040712829648
32,32,32,02-02,4.3941898104186325,0.966004003619786,0.01236090044419979
33,33,33,02-03,3.6805202479583263,-0.29248270749475225,0.0219854589952026
34,34,34,02-04,3.2712422061890503,-1.0142046413011456,-0.1038043977848085
35,35,35,02-05,4.006274817392998,0.2819537239891464,0.02160863896930834
36,36,36,02-06,3.2564204668298635,-1.040341333967196,0.06538012522200988
37,37,37,02-07,4.5431738234678845,1.2287227889700114,0.2298313175000124
38,38,38,02-08,4.543122860722537,1.2286329211359952,0.5975656128438299
39,39,39,02-09,4.240067564918924,0.6942244461732628,0.6143361863949938
40,40,40,02-10,4.5224629207594065,1.1922011307617597,0.5565283721518383
41,41,41,02-11,4.063336911650003,0.3825771652961295,0.12937668192777552
42,42,42,02-12,3.059728628290721,-1.3871882194261291,-0.02943876054260341
43,43,43,02-13,3.0897846513418914,-1.3341873523743648,-0.2608832835543973
44,44,44,02-14,4.002751255656968,0.2757402663137216,-0.4807277399613248
45,45,45,02-15,3.4525745702950266,-0.6944426918975004,-0.8062227023219557
46,46,46,02-16,3.774439303373859,-0.12686560767980565,-0.6682270386916586
47,47,47,02-17,2.955836075990547,-1.570392608867656,-0.4966260578756399
48,48,48,02-18,3.5292606655288514,-0.5592142376443456,-0.599523846969472
49,49,49,02-19,3.6736592166359614,-0.3045814674782533,-0.2530782035016687
50,50,50,02-20,3.6526401922400527,-0.34164646824927064,-0.12251298027982148
51,51,51,02-21,4.631360370445333,1.3842311689093192,0.334612283192498
52,52,52,02-22,4.218689170645381,0.6565257316512778,0.4720625957295425
53,53,53,02-23,4.511210720270684,1.172358971966261,0.7261673980104892
54,54,54,02-24,3.9969371385913486,0.26548763757792165,1.0792161418191348
55,55,55,02-25,4.538254105694274,1.2200473462074273,0.7355223550363116
56,56,56,02-26,4.8538931270347465,1.776645994602603,0.7990624616674316
57,57,57,02-27,3.4619377983957853,-0.6779315517876201,0.6425460459913944
58,58,58,02-28,4.434885208462671,1.0377663714379974,0.6989715057222314
59,59,59,02-29,3.978661583723434,0.2332604779100387,0.3779004251353027
60,60,60,03-01,4.188925497953833,0.6040403959629439,-0.1519096233594377
61,61,61,03-02,3.4458055852095315,-0.7063791373141449,-0.19684888665837588
62,62,62,03-03,3.05120755797639,-1.4022142963658395,-0.3581339590178021
63,63,63,03-04,3.3090313715296404,-0.9475671315812492,-0.4837793285719345
64,64,64,03-05,3.8861106556339378,0.07005593728144055,-0.6790294494336299
65,65,65,03-06,3.551151582435704,-0.5206117394147559,-0.5673792457795493
66,66,66,03-07,3.5245844265938544,-0.5674603292072283,-0.4100704073412016
67,67,67,03-08,3.8256968528090662,-0.036477915389661934,-0.6506850214760513
68,68,68,03-09,3.5864529232612234,-0.4583612657357523,-0.7115420858194041
69,69,69,03-10,2.490337022795059,-2.391254816390348,-0.8984220137191757
70,70,70,03-11,3.6790437040374044,-0.29508644877867524,-1.0027568669754257
71,71,71,03-12,2.915290201307277,-1.641891306813386,-1.1862958966319626
72,72,72,03-13,3.169583733705468,-1.1934694487447266,-1.1028174456505788
73,73,73,03-14,3.2012029213314763,-1.1377120933288831,-0.9492017471249552
74,74,74,03-15,3.870489436609798,0.04250944015254937,-0.9209909224735634
75,75,75,03-16,3.0130164315751102,-1.4695606252366051,-1.1064680037897243
76,76,76,03-17,3.775031401203183,-0.12582150087032498,-0.9816217084935904
77,77,77,03-18,2.2842020238941485,-2.7547537947103526,-0.9192325272218506
78,78,78,03-19,3.594374874455176,-0.4443916769679221,-0.8790852950481808
79,79,79,03-20,3.4134829206698583,-0.7633770056984427,-0.5856241689288026
80,80,80,03-21,4.007090915352474,0.2833928331945675,-0.67384900714349
81,81,81,03-22,4.011521723496293,0.29120613147966323,-0.098613751727976
82,82,82,03-23,3.4748452436661883,-0.6551705301584494,0.02342427416197876
83,83,83,03-24,4.241447449301438,0.6966577377827321,0.3159828635920565
84,84,84,03-25,4.009610842087782,0.2878364783718065,0.21793059977414955
