,unnamed: 0,unnamed: 0,mth_day,ridiculous,ridiculous_norm,ridiculous_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.262811223311168,-0.17908148608192148,
2,2,2,01-03,1.4241702888287144,0.2782442051410081,
3,3,3,01-04,1.304501472239407,-0.06092251033915722,
4,4,4,01-05,0.6516936664624563,-1.9111177879029324,-0.6066447271278209
5,5,5,01-06,1.2454639297744274,-0.2282473819185847,-0.6948530641519303
6,6,6,01-07,0.7830792066565635,-1.5387434016653383,-0.7859057914968064
7,7,7,01-08,1.0760749637101887,-0.7083315082265772,-0.566305348034286
8,8,8,01-09,1.2314124803893294,-0.26807215892824826,-0.05307523672189426
9,9,9,01-10,1.7693936445938092,1.256680150435965,0.02928744097835513
10,10,10,01-11,1.7381972162899009,1.168262879971418,0.13403527975916388
11,11,11,01-12,1.419824980932912,0.2659286842829116,0.17092708347306326
12,12,12,01-13,1.0048294433702247,-0.9102563689804856,0.2016024585465548
13,13,13,01-14,1.1541745818175355,-0.4869806859431808,0.06312963823728424
14,14,14,01-15,1.296351974731177,-0.08401990848729915,-0.019707434279421787
15,15,15,01-16,1.4762479239814346,0.4258432285803417,-0.07401404367232567
16,16,16,01-17,1.5628318755530402,0.671240444871182,-0.04873566417447865
17,17,17,01-18,1.304858375147446,-0.05991097207451183,-0.029839205448815145
18,18,18,01-19,1.0583435464069009,-0.7585860919934034,-0.06785905950776051
19,19,19,01-20,1.1941782157276757,-0.3736019335891999,-0.20093395429498306
20,20,20,01-21,1.2158642841447185,-0.3121390328409714,-0.4732879681191544
21,21,21,01-22,1.1945295633624402,-0.3726061401429937,-0.33149061298762605
22,22,22,01-23,0.9862608671353386,-0.9628836380738454,-0.3614808096770743
23,23,23,01-24,1.605042106208333,0.7908731587146576,-0.3079641834834771
24,24,24,01-25,0.9948545685685072,-0.9385272721300928,-0.351857767995819
25,25,25,01-26,1.3074724341542705,-0.05250217642761642,-0.3848618478551464
26,26,26,01-27,1.1229419587859042,-0.5755005399150228,-0.1771573523357549
27,27,27,01-28,1.1246602218418271,-0.5706306192989579,-0.2387272871043732
28,28,28,01-29,1.4259694242187635,0.2833433350425038,-0.3474239988491444
29,29,29,01-30,1.4746991056433687,0.4214535501029481,-0.2883585304632827
30,30,30,01-31,0.7647446031511039,-1.5907075425987205,-0.2439869478460601
31,31,31,02-01,1.4325135018136808,0.30189063388755377,-0.08158500333465417
32,32,32,02-02,1.2168762018524215,-0.3092710442116874,-0.2607168002957376
33,33,33,02-03,1.4684636841120309,0.4037810477694778,-0.23183062805614515
34,34,34,02-04,1.046749014123377,-0.7914474467239965,0.08747088789332652
35,35,35,02-05,1.5358508736076235,0.5947705835405026,-0.17242367044259255
36,36,36,02-06,1.4407030531673417,0.3251015530981097,-0.15798133200653636
37,37,37,02-07,0.8823190490939421,-1.2574767161279607,-0.22394872065418345
38,38,38,02-08,1.2474505029947671,-0.22261701359535024,-0.21660986179911146
39,39,39,02-09,1.3288113130630357,0.007976715883595241,-0.4932620405246612
40,40,40,02-10,1.0622853126022964,-0.7474142935935644,-0.4036789376326619
41,41,41,02-11,0.9501806885824744,-1.0651424888127958,-0.3560358333310498
42,42,42,02-12,1.63034967980003,0.8626001704501051,-0.10915774740196968
43,43,43,02-13,0.983179074270822,-0.9716180903182884,-0.20307822949998675
44,44,44,02-14,1.7700892001878132,1.258651501979131,-0.30181800473634884
45,45,45,02-15,1.1299824934911302,-0.5555461767045071,-0.19228793880327752
46,46,46,02-16,0.8532540926118314,-1.3398529450117371,-0.3767715539826777
47,47,47,02-17,1.1820548573540737,-0.4079620932143678,-0.2263471623036385
48,48,48,02-18,1.2397995184603852,-0.24430152062629604,-0.4923137823735178
49,49,49,02-19,1.3016261644502791,-0.06907174024405285,-0.5496948551133003
50,50,50,02-20,1.2070402471507624,-0.3371482184401452,-0.2513432850154136
51,51,51,02-21,1.0085072763312144,-0.8998326131432025,-0.2435140238562103
52,52,52,02-22,1.4848616948607114,0.4502564755755832,-0.2322440808881813
53,53,53,02-23,1.1986293331194342,-0.360986526259148,-0.265946551373299
54,54,54,02-24,1.2636578868047614,-0.17668186281812245,-0.3808283824325753
55,55,55,02-25,1.2302783362287455,-0.2712865631547587,-0.4182976435874442
