,unnamed: 0,unnamed: 0,mth_day,possession,possession_norm,possession_ravg
120,120,120,04-30,0.6116456310990229,0.11496717459297692,0.7883490687124771
121,121,121,05-01,0.5800245489469855,-0.05049015693738435,0.6920747402604966
122,122,122,05-02,0.6989922542940384,0.5720084334135256,0.28414489689092765
123,123,123,05-03,0.5180324672308166,-0.3748637620990434,0.17985146837214994
124,124,124,05-04,0.4776053936323353,-0.5863984492114274,0.3400039562691071
125,125,125,05-05,0.8579749663207473,1.4038855704742559,0.31460404539138365
126,126,126,05-06,0.7952891697613252,1.0758821019747198,0.07297090853865812
127,127,127,05-07,0.5508989975643969,-0.20288962220372486,0.3708638941733052
128,128,128,05-08,0.4219165441854479,-0.8777903877028275,0.5456585595215327
129,129,129,05-09,0.8596201799351183,1.4124941517088392,0.4275867160703928
130,130,130,05-10,0.6780388137144177,0.4623695428779386,0.2346650253408248
131,131,131,05-11,0.7225844305102782,0.6954545097674166,0.129068678474878
132,132,132,05-12,0.5740698653625874,-0.08164804240268846,0.06178348845045905
133,133,133,05-13,0.4298138551296984,-0.8364677033994059,-0.08759476109039739
134,134,134,05-14,0.3447620112905237,-1.2815015278493411,-0.0761729556563322
135,135,135,05-15,0.6883312370963821,0.5162246544637002,-0.08005819819943316
136,136,136,05-16,0.6911359612852603,0.5309003754823298,-0.0884617016771971
137,137,137,05-17,0.7181293034089405,0.6721430545088108,-0.1421843337638994
138,138,138,05-18,0.5644337420898071,-0.1320690632692721,0.032858810766511086
139,139,139,05-19,0.3682112263338057,-1.1588034959196198,-0.1974560053361145
140,140,140,05-20,0.5454803573010083,-0.2312426606668781,-0.4041878197358841
141,141,141,05-21,0.4242340108162827,-0.8656642421520536,-0.36567465051956455
142,142,142,05-22,0.4540808742929259,-0.7094905109162875,-0.2469310078465909
143,143,143,05-23,0.7622915563521203,0.9032220698067278,-0.10407639025445614
144,144,144,05-24,0.7005946161447094,0.5803927927685701,-0.29511026103012444
145,145,145,05-25,0.5320196556212038,-0.3016757903668115,-0.3688812833387535
146,146,146,05-26,0.32642577691776314,-1.3774458853208882,-0.2772750443188557
147,147,147,05-27,0.3396423084619062,-1.3082903760038282,-0.4961672203096458
148,148,148,05-28,0.5591238500098104,-0.1598530767969007,-0.4902988092575271
149,149,149,05-29,0.5112924347505641,-0.4101309861380125,-0.5970378721768337
150,150,150,05-30,0.7073238014735658,0.6156032590812827,-0.3719203080544656
151,151,151,05-31,0.4096241843712562,-0.9421101678826512,-0.33320796337928965
152,152,152,06-01,0.584563422066733,-0.02674050058667955,-0.4311398011108798
153,153,153,06-02,0.3840329517757845,-1.0760163079527727,-0.4965719438461977
154,154,154,06-03,0.44682744135019015,-0.7474441031864415,-0.5751587290106294
155,155,155,06-04,0.4362627527770821,-0.8027238425499195,-0.4175954983868166
156,156,156,06-05,0.6172099636605939,0.14408254809469276,-0.3707203818898334
157,157,157,06-06,0.5902986753815901,0.003269215860225019,-0.26052150997225354
158,158,158,06-07,0.6383141466527429,0.25451019839521954,0.02716211672069076
159,159,159,06-08,0.5103957142984556,-0.4148230764472937,0.2360526977508368
160,160,160,06-09,0.7767082937481179,0.9786576569712244,0.3642661657716539
161,161,161,06-10,0.6757932527233727,0.4506196436309567,1.096781611647338
162,162,162,06-11,0.7642296901768507,0.9133633562195954,0.9164384733785854
163,163,163,06-12,1.4302589555612937,4.398361891114329,1.189096148080693
164,164,164,06-13,0.4315184076664877,-0.8275486312172955,0.8996813232745452
165,165,165,06-14,0.8230466189659268,1.221122971765351,0.9958130918698744
166,166,166,06-15,0.4448423123533885,-0.7578312918656619,0.7462328163458182
167,167,167,06-16,0.7860255594114243,1.0274102552029327,-0.0002094931022199968
168,168,168,06-17,0.4780411608607171,-0.5841182969247424,0.26366203949479433
169,169,169,06-18,0.5743290295616651,-0.08029196557389996,0.3168251900884535
170,170,170,06-19,0.7340944252775224,0.7556805643647905,0.3508961572852918
171,171,171,06-20,0.8840077019291714,1.5401018753273057,0.4531409000721071
172,172,172,06-21,0.4839107843068203,-0.5534054886846322,0.4971508848016952
173,173,173,06-22,0.9032674869115987,1.640878711923824,0.4743654673616284
174,174,174,06-23,0.5285064982297846,-0.3200583885472135,0.2100420329509157
175,175,175,06-24,0.5482014636178637,-0.21700447021430075,0.33069673979175845
176,176,176,06-25,0.4310002212225226,-0.8302600420994857,0.9410216857303064
177,177,177,06-26,1.0223599536579815,2.2640301163723624,1.2750964506968039
178,178,178,06-27,1.1837577506439745,3.108544186946656,1.1688957348744091
179,179,179,06-28,1.2863440960973256,3.645327301722808,1.461844973977189
180,180,180,06-29,0.4067283384384577,-0.9572626834815844,1.8301147001631748
181,181,181,06-30,0.8841202846347278,1.540690964402381,1.3808584456223565
182,182,182,07-01,0.8532874837376401,1.379358315016428,1.0322918516752757
183,183,183,07-02,0.5072071175488687,-0.4315074108725481,0.4043057869688036
184,184,184,07-03,0.7840636615137865,1.0171446232641708,0.5879363679426749
185,185,185,07-04,0.566245490901064,-0.1225890865160238,0.14193452487037425
186,186,186,07-05,0.6172937198414203,0.14452080236164316,-0.09931910391584604
187,187,187,07-06,0.37269921470789424,-1.135320094031423,0.26394261022956816
188,188,188,07-07,0.5766469476634906,-0.06816345770089377,0.21642704175512148
189,189,189,07-08,0.9237517964496392,1.7480628739999369,0.30992112014344736
190,190,190,07-09,0.7295785439187815,0.7320512124174906,-0.049949145639991394
191,191,191,07-10,0.6734532128956785,0.4383753838139317,-0.060287924267057084
192,192,192,07-11,0.20463794448852576,-2.014700792338989,-0.058435211712450336
193,193,193,07-12,0.3608439515305771,-1.1973527657938172,-0.4452419667730984
194,194,194,07-13,0.5787714147518256,-0.057047182373253236,-0.35775895849370104
195,195,195,07-14,0.4802085071095215,-0.5727776563639507,-0.3953535590314869
196,196,196,07-15,0.8298934964007483,1.2569492620938747,0.12746375054737147
197,197,197,07-16,0.6303442636185573,0.2128077805872164,0.28439311622434105
198,198,198,07-17,0.8041417178344664,1.1222030651341606,0.3038235615056788
199,199,199,07-18,0.5407916027434102,-0.255776571732,0.4143737591585184
200,200,200,07-19,0.6010519036540333,0.059535489314773524,0.1116193729188532
201,201,201,07-20,0.6069741275714821,0.09052352955308714,0.3482245217080003
202,202,202,07-21,0.4827313163766819,-0.5595770553441168,-0.07857024309220177
203,203,203,07-22,0.901654484021228,1.6324386733220992,-0.2264147569405373
204,204,204,07-23,0.3147450064896953,-1.4385655236670518,-0.2645557232660604
205,205,205,07-24,0.37126136283614775,-1.1428436548220136,-0.32743217928386154
206,206,206,07-25,0.5573164480517114,-0.16931030863836466,-0.3348831428804356
207,207,207,07-26,0.5348749985895901,-0.28673520655371965,-0.5618697453670503
208,208,208,07-27,0.4741874508439826,-0.6042828369235612,-0.11867829128630385
209,209,209,07-28,0.6413736513163667,0.27051905840241114,0.3971539002937817
210,210,210,07-29,0.8229434616060823,1.2205832008174269,0.4956050510338981
211,211,211,07-30,0.9627554461415956,1.9521494946584999,0.33749421617360964
212,212,212,07-31,0.6702083421752884,0.4213965958023341,0.39891675475564375
213,213,213,08-01,0.3535725811505541,-1.2354002157154509,0.2842223343809812
214,214,214,08-02,0.5446194028351626,-0.23574760543135675,-0.022263816422842548
215,215,215,08-03,0.5098559365495712,-0.4176474638455641,-0.4910239252451176
216,216,216,08-04,0.4715021444982538,-0.6183337040055156,-0.6939609079037928
217,217,217,08-05,0.4252379445512627,-0.8604111582751505,-0.3984794280880353
218,218,218,08-06,0.4375047100914219,-0.7962253001497178,-0.4474049354420576
219,219,219,08-07,0.6923950701115283,0.5374886631790937,-0.2998451414426609
220,220,220,08-08,0.4885175375483616,-0.5293006495554899,-0.24599417356154
221,221,221,08-09,0.679059694106961,0.4677113001508156,-0.08304422438623242
222,222,222,08-10,0.5332519332898079,-0.2952278967187898,0.041846314032834286
223,223,223,08-11,0.6120892740832115,0.117288536776695,0.2839063772993677
224,224,224,08-12,0.5807141021020806,-0.04688206963531752,0.4690338215045069
225,225,225,08-13,0.9699603278906525,1.9898490427782944,0.6624462675529225
226,226,226,08-14,0.7007993409956723,0.581464015675345,0.617067270980924
227,227,227,08-15,0.9008417374587676,1.6281859764413094,0.6017182853339704
228,228,228,08-16,0.4812167784142363,-0.5675018761507803,0.6252085134132478
229,229,229,08-17,0.5944889103542569,0.025194622894973543,0.3501046994660985
230,230,230,08-18,0.6076498597984494,0.09405929884034683,-0.009519107111568706
231,231,231,08-19,0.6545044860478733,0.3392261590953984,-0.3129135196337629
232,232,232,08-20,0.2884261753060939,-1.5762788237906582,0.2053227602639318
233,233,233,08-21,0.5529456525612653,-0.19218049869185594,0.35296862440943083
234,234,234,08-22,1.0754675799680231,2.541915803235388,0.2789411210572537
235,235,235,08-23,0.7637913627643523,0.911069807767968,0.10545629839074493
236,236,236,08-24,0.5227640559470842,-0.35010572127271605,0.557577911042438
237,237,237,08-25,0.455573035422029,-0.7016827769036542,0.6615392481007952
238,238,238,08-26,0.8068646581755264,1.1364508521195005,0.28766653675747555
239,239,239,08-27,0.6721559631356775,0.43158752365828745,0.16820257554532714
240,240,240,08-28,0.6467554904965667,0.29867953517546986,0.13274287351707492
241,241,241,08-29,0.6268045143693998,0.1942860404950776,0.0532135696545127
242,242,242,08-30,0.4821031505444228,-0.5628639334422294,-0.06353340179938005
243,243,243,08-31,0.3643784309518982,-1.1788586000790275,-0.2763586806056364
244,244,244,09-01,0.6729933256259245,0.4359690233961439,-0.33005002315780496
245,245,245,09-02,0.4281136267973322,-0.8453641491792507,-0.5156632872681184
246,246,246,09-03,0.5851887407614386,-0.02346852013754199,-0.3766489085976129
247,247,247,09-04,0.4139656313055913,-0.9193935441668026,-0.12197006919042193
248,248,248,09-05,0.6415080574505111,0.2712223385808035,-0.3249484569455804
249,249,249,09-06,0.6564133778035315,0.3492144363641181,0.037921028786087496
250,250,250,09-07,0.4402422151760541,-0.7819013031348067,0.19566054078758666
251,251,251,09-08,0.8442085455051133,1.3318527652107566,0.1024966716480757
252,252,252,09-09,0.7660653699740801,0.9229685518714528,0.3638286249993918
253,253,253,09-10,0.3071365534129057,-1.4783767590038681,0.3515143253212751
254,254,254,09-11,0.9411719921740578,1.8392140586886998,0.3599330889174706
255,255,255,09-12,0.6422928255802502,0.2753286382954179,-0.06254461081184608
256,256,256,09-13,0.4498958369103694,-0.7313887215576331,-0.2964607471605729
257,257,257,09-14,0.35976212320463663,-1.2030134331651436,-0.2402067692266755
258,258,258,09-15,0.4978385844062367,-0.4805282662209083,-0.3965495663770511
259,259,259,09-16,0.3716418240288628,-1.1408528914004832,-0.5978972644516227
260,260,260,09-17,0.7618969469338583,0.9011572757864458,-0.49505751385073604
261,261,261,09-18,0.411411593190568,-0.9327575501520116,-0.37835947380098894
262,262,262,09-19,0.5678200475392214,-0.11435021795231284,-0.4890427545109925
263,263,263,09-20,0.493577347127223,-0.5028251928666609,-0.34051888314194123
264,264,264,09-21,0.3709203603608132,-1.1446279504809294,-0.28661597585728305
265,265,265,09-22,0.5419510691252382,-0.2497096631861754,-0.1696286006589074
266,266,266,09-23,0.8237062935629887,1.2245747194943954,-0.2867760746149922
267,267,267,09-24,0.5455585917315274,-0.23083329896175825,0.14150293123400728
268,268,268,09-25,0.4334894670708924,-0.8172350616888217,0.20817926630648967
269,269,269,09-26,0.984676006921302,2.066848842227336,0.4615138590780642
270,270,270,09-27,0.4473767319010563,-0.7445699400460348,0.2578906560972794
271,271,271,09-28,0.8324445962197314,1.2702978934432716,0.11993365423354395
272,272,272,09-29,0.5902157868578847,0.00283550160968646,0.027271096802962042
273,273,273,09-30,0.3873661568953056,-1.0585753101441708,-0.2495716958010941
274,274,274,10-01,0.3272352329249976,-1.3732104062723132,-0.25244518365794083
275,275,275,10-02,0.6672261142935105,0.40579208660299904,-0.5198072072664396
276,276,276,10-03,0.4440817629295221,-0.7618108671871152,-0.7122410799032064
277,277,277,10-04,0.5258661049073179,-0.3338742482077208,-0.4660724235656718
278,278,278,10-05,0.3695558533559832,-1.151767734210915,-0.09480748914862308
279,279,279,10-06,0.6696426531971027,0.4184366278810369,-0.09667830884890354
280,280,280,10-07,0.7529570386420712,0.8543792002299792,0.1516614011422263
281,281,281,10-08,0.6650808841165076,0.39456716840131617,0.02160303719773764
282,282,282,10-09,0.7288477614601478,0.7282273927596636,0.172058517772546
283,283,283,10-10,0.3767308744714174,-1.1142244318746526,0.3276835323261523
284,284,284,10-11,0.5420800346954106,-0.2490348507620649,0.2545259834434621
285,285,285,10-12,0.8480946320098498,1.3521867152026743,-0.023194235538368836
286,286,286,10-13,0.6690687935507951,0.4154339069338375,-0.010371815384425515
287,287,287,10-14,0.3466248648462512,-1.271754145489669,0.3605506766851063
288,288,288,10-15,0.7435509649021077,0.8051619136833236,0.25196297228233505
289,289,289,10-16,0.8020600086458154,1.111310520542538,0.07189805897452127
290,290,290,10-17,0.41756476457003255,-0.9005610771786918,0.23223492263616244
291,291,291,10-18,0.6416179278200058,0.2717972353557919,0.7616265842044108
292,292,292,10-19,0.8529237520812164,1.3774550889036845,1.0085500469567346
293,293,293,10-20,0.953667311362976,1.9045958239198209,0.9581747816726188
294,294,294,10-21,1.0266929820761503,2.286702690197266,1.1398526775846445
295,295,295,10-22,0.7442957359872515,0.8090589288378454,1.092154229325336
296,296,296,10-23,0.6258910424825698,0.1895062982934604,0.8730111944314428
297,297,297,10-24,0.5869231057659394,-0.014393454200057476,0.8913721153526958
298,298,298,10-25,0.6016369757745988,0.06259687954032442,0.8762157484950954
299,299,299,10-26,0.9747213988476928,2.014761349447339,0.7880539822003408
300,300,300,10-27,1.009313490320864,2.195764489051664,0.8362267501455171
301,301,301,10-28,0.6432024657565415,0.2800883310693181,1.425048050464096
302,302,302,10-29,0.6811297570900009,0.4785429059645178,1.7494899783009068
303,303,303,10-30,1.2621122873402866,3.5185343477114173,1.7331167618628618
304,304,304,10-31,0.9736678102672004,2.009248446561189,1.394656934248083
305,305,305,11-01,0.9559465708980892,1.9165220508190683,1.3915759816234967
306,306,306,11-02,0.6212086206781133,0.1650055233629914,1.1356590426126636
307,307,307,11-03,0.6396696012356109,0.2616026153218006,0.4418770769577378
308,308,308,11-04,0.3876751070828629,-1.0569587281004809,-0.01230448826939079
309,309,309,11-05,0.4665668861665398,-0.6441574462181382,-0.4831473030044015
310,310,310,11-06,0.452867222472661,-0.7158409448015827,-0.6197407838429433
311,311,311,11-07,0.41604087360233694,-0.9085348375909961,-0.4074799686598978
312,312,312,11-08,0.4645797071420921,-0.6545553616682596,-0.3268865137552369
313,313,313,11-09,0.8830646788359009,1.5351675064200734,-0.4396993836288398
314,314,314,11-10,0.4800899514981135,-0.5733979986725155,-0.3780503511515649
315,315,315,11-11,0.3372067063636016,-1.3210346654597556,-0.3871031273489911
316,316,316,11-12,0.5235588903193585,-0.3459467499379337,-0.2707978158046989
317,317,317,11-13,0.40566024275829504,-0.9628514947755532,-0.5027014080885062
318,318,318,11-14,0.5979445974268913,0.043276507597493685,-0.3088340113282058
319,319,319,11-15,0.6171456358367113,0.1437459527172295,-0.2141377765089301
320,320,320,11-16,0.7023936774022462,0.5898063818892865,-0.4539399990819004
321,321,321,11-17,0.4457929162225277,-0.7528572565441012,-0.4509416053073983
322,322,322,11-18,0.24858265166910665,-1.7847600853757553,-0.3563441966704492
323,323,323,11-19,0.40909843875689145,-0.9448611321285406,-0.4605770241018902
324,324,324,11-20,0.7064174853507463,0.6108609594191888,-0.6778333521726946
325,325,325,11-21,0.4976240128782048,-0.4816510118714164,-0.4050688847467772
326,326,326,11-22,0.4532703487070906,-0.7137315865355399,-0.26855274636306925
327,327,327,11-23,0.75856627789308,0.8837295480114028,0.03548729876229253
328,328,328,11-24,0.4051228782151159,-0.9656632550735076,-0.13419977637270755
329,329,329,11-25,0.7577348571795136,0.8793791386236302,-0.04792434247646563
330,330,330,11-26,0.5118408331098077,-0.4072614913908118,0.06936186149708197
331,331,331,11-27,0.5965542648423544,0.03600159150603521,-0.07405789555976615
332,332,332,11-28,0.5877600080112224,-0.01001436269425432,0.17455649538659124
333,333,333,11-29,0.5941098148941827,0.02321100567031415,-0.003905205934457719
334,334,334,11-30,0.6902038477042546,0.5260230906046367,-0.05256200327616791
335,335,335,12-01,0.5530965229478356,-0.1913910693026636,-0.09158804968278793
336,336,336,12-02,0.4560470920250279,-0.6992022754410729,-0.0570972302601565
337,337,337,12-03,0.5518039062545932,-0.1981546869336848,0.01951263317632496
338,338,338,12-04,0.6273099158104058,0.19693055384153416,-0.3133333121448436
339,339,339,12-05,0.6819567575340196,0.4828701862892029,-0.3822156233807097
340,340,340,12-06,0.3085363005381647,-1.4710525813223745,-0.175240471423475
341,341,341,12-07,0.474110604260569,-0.6046849367178602,-0.2829715596369152
342,342,342,12-08,0.6933812091512624,0.5426486363023351,-0.32012563743271044
343,343,343,12-09,0.4282709001598893,-0.8445412162143259,-0.5958567253657507
344,344,344,12-10,0.5847061048315573,-0.02599391293323693,-0.3458862924311037
345,345,345,12-11,0.3657816336120639,-1.171516341309039,-0.013047641187701669
346,346,346,12-12,0.5951722152708915,0.028770016285507818,-0.0610783145056439
347,347,347,12-13,0.8557697874588561,1.3923469707425524,0.21244505564697927
348,348,348,12-14,0.6383054315079261,0.25446459639468155,0.2733132252154172
349,349,349,12-15,0.7419144798586649,0.7965990047014135,0.6698720931001522
350,350,350,12-16,0.6545023733643133,0.33921510447738995,0.6970780901471256
351,351,351,12-17,0.8205074686120507,1.2078368659993708,0.51539055743118
352,352,352,12-18,0.6263687682320728,0.1920059985673492,0.3998334517839432
353,353,353,12-19,0.6474324592229893,0.3022217744468789,0.1844161047377988
354,354,354,12-20,0.5057984934184849,-0.4388780374887393,0.054021163020101286
355,355,355,12-21,0.4948998725910446,-0.4959050775754527,-0.3879873228513047
356,356,356,12-22,0.5049811961715511,-0.44315454582879504,-0.6697069025656868
357,357,357,12-23,0.3136654986239377,-1.4442140492290647,-1.0291666530815362
358,358,358,12-24,0.3033267648977702,-1.498311479718944,-0.9891279397660312
359,359,359,12-25,0.23524741321938544,-1.8545367286482173,-1.055484241870978
360,360,360,12-26,0.5517100561628341,-0.1986457575957096,-1.0903596172139995
361,361,361,12-27,0.4188104762218939,-0.8940428902051322,-1.090522974629955
362,362,362,12-28,0.464990326068495,-0.6524067978869245,-0.8559043785746631
363,363,363,12-29,0.3134781800606937,-1.4451941937247978,
364,364,364,12-30,0.5723590464524403,-0.0905999033871926,
365,365,365,12-31,,,
