,unnamed: 0,unnamed: 0,mth_day,narrated,narrated_norm,narrated_ravg
127,127,127,05-07,4.900786688606456,-1.3576194187563095,-0.3692787450578739
128,128,128,05-08,6.061489759637598,0.22007926166528136,-0.1733894558788809
129,129,129,05-09,5.3526612017258985,-0.743403913638923,-0.13752076272576932
130,130,130,05-10,6.6504078730318525,1.0205728190339771,-0.03626370649396162
131,131,131,05-11,5.777512503904703,-0.1659200113800748,0.06716191866422683
132,132,132,05-12,6.494541001583228,0.808709024112269,0.027993032716718685
133,133,133,05-13,5.35732420962034,-0.7370656678071789,0.17463592575282952
134,134,134,05-14,5.8885919302650365,-0.01493405401976749,0.1110034230541248
135,135,135,05-15,5.999966768007119,0.13645344457774208,0.3151051144103298
136,136,136,05-16,6.369523662822408,0.6387778028417482,0.3694007475439884
137,137,137,05-17,6.678450545748636,1.058690136757155,0.6890725675702122
138,138,138,05-18,6.734210751848763,1.1344828229142203,0.7324241120312962
139,139,139,05-19,6.768407585036753,1.1809652523501641,0.9034467235331628
140,140,140,05-20,6.079952694196755,0.24517521274673604,0.7799104692812381
141,141,141,05-21,6.754888374455841,1.1625891135889417,0.6818701838464319
142,142,142,05-22,5.8242145560584575,-0.10243972266980016,0.6346132769002262
143,143,143,05-23,6.245684789646687,0.4704484241483188,0.6967661322326846
144,144,144,05-24,6.5256110831012295,0.8509413812369857,0.6080108358505223
145,145,145,05-25,7.042760391258768,1.5538823843449143,0.3219395323287713
146,146,146,05-26,5.688172389023932,-0.28735656554623784,0.32653093955429435
147,147,147,05-27,5.4921231405665,-0.553838707541565,0.1933070677569112
148,148,148,05-28,5.844481773873187,-0.07489127931666152,0.03721260007344033
149,149,149,05-29,5.657612964340117,-0.32889480663598003,-0.2727666843425651
150,150,150,05-30,5.836584729997753,-0.08562542486383942,-0.09933190624697268
151,151,151,05-31,5.674461443522245,-0.305993322151118,0.05207358169252371
152,152,152,06-01,6.453741690908749,0.7532521030273167,0.024931508754117208
153,153,153,06-02,6.160451574898647,0.35459422009541336,0.12464511245355316
154,154,154,06-03,5.7246722520498885,-0.2377437169471005,0.32708418705292364
155,155,155,06-04,6.097765019255662,0.26938681556063554,0.4362073160929104
156,156,156,06-05,6.7301837112230025,1.1290090227323837,0.38268001440987215
157,157,157,06-06,6.156148672784785,0.34874545208880264,0.5744651774327383
158,158,158,06-07,6.217463480556527,0.4320882929290875,0.8103629961585238
159,159,159,06-08,7.007022458659662,1.5053051982326102,0.7851810049612126
160,160,160,06-09,6.765963568480733,1.1776431954076123,0.7435777044609471
161,161,161,06-10,5.986607616843735,0.11829486837676885,0.7226576395223687
162,162,162,06-11,6.546539980306831,0.8793892197307893,0.8233305468260047
163,163,163,06-12,6.063804105643902,0.2232250624573336,0.9277159411037338
164,164,164,06-13,6.661850057513307,1.0361257367509034,0.980321464184989
165,165,165,06-14,7.467796556575168,2.131617563898985,1.310036787566002
166,166,166,06-15,6.998172898251977,1.4932763338951431,1.4223170227613977
167,167,167,06-16,7.4420246486134625,2.0965868086628463,1.3628102169439489
168,168,168,06-17,7.0421631893187175,1.553070630903164,1.2615060584186621
169,169,169,06-18,5.801131392089587,-0.13381577244736054,1.1291242107177846
170,170,170,06-19,6.214677035055921,0.42830078559918494,1.091009612970644
171,171,171,06-20,6.883441562499392,1.3373264776937193,1.1318383451488865
172,172,172,06-21,6.829928868367636,1.2645887474122997,1.223031637591914
173,173,173,06-22,7.6222493090521635,2.3415592017323017,1.3576258208171306
174,174,174,06-23,7.4447052053941025,2.100230385561329,1.2804635321390074
175,175,175,06-24,6.395251994779165,0.6737493269039403,1.1282845361972071
176,176,176,06-25,5.874070150301894,-0.03467294646955422,1.004879965463228
177,177,177,06-26,6.211698738113372,0.4242525020429181,0.7290536627358003
178,178,178,06-27,6.285201034056711,0.5241613230084247,0.648303269876887
179,179,179,06-28,6.404707173967128,0.6866013853677345,0.6616349281077762
180,180,180,06-29,7.088259845549091,1.6157280284078488,0.494270913706427
181,181,181,06-30,6.4541001012365875,0.7537392762892762,0.3389294104077481
182,182,182,07-01,5.135298186150274,-1.03885703287765,0.1730861505860596
183,183,183,07-02,5.5259960921967615,-0.5077965177491549,0.1188840530104624
184,184,184,07-03,5.553141927814404,-0.4708982359217065,-0.2150238691017345
185,185,185,07-04,6.165450304858836,0.3613887999141511,-0.2891572894974049
186,186,186,07-05,5.6143360014839265,-0.3877195042653326,-0.08180877595578202
187,187,187,07-06,6.1268631334159505,0.3089387539152539,-0.1648285210755692
188,188,188,07-07,6.050568228883121,0.20523404837208714,-0.058343334280031675
189,189,189,07-08,5.159533442594964,-1.005914988467878,0.17667613114907355
190,190,190,07-09,6.0231848512193125,0.16801288485151866,0.2906356044570271
191,191,191,07-10,7.202864427064093,1.7715055924887826,0.11190865001255773
192,192,192,07-11,6.117371640480419,0.2960373355823886,0.1936937576912852
193,193,193,07-12,5.3379333048977236,-0.7634229727515621,0.2624413189487643
194,194,194,07-13,6.411580988132986,0.6959446944444516,-0.08497892767955123
195,195,195,07-14,5.46299635272227,-0.5934296209230033,-0.3996850357573332
196,196,196,07-15,4.4896154103468895,-1.9165085949183744,-0.4745260734061028
197,197,197,07-16,5.813700511351633,-0.11673105597790953,-0.2203851859849072
198,198,198,07-17,5.7870111350832625,-0.1530088903102287,-0.3093604937520717
199,199,199,07-18,6.459752491913347,0.7614223517756119,-0.36098116810231934
200,200,200,07-19,6.018829516944487,0.1620928478414646,0.09820160723792293
201,201,201,07-20,5.2351343053342845,-0.9031536670244892,0.18243852880034453
202,202,202,07-21,6.516522819661329,0.8385880571230792,0.3328500615905346
203,203,203,07-22,6.185535975620077,0.3886904733966201,0.18673805627391685
204,204,204,07-23,6.450952089821553,0.7494603064309114,0.1905817807719752
205,205,205,07-24,5.8147903503203855,-0.11524968012409458,-0.02896132911180536
206,206,206,07-25,6.035796341666309,0.18515519482981452,-0.29555100724266176
207,207,207,07-26,4.266035332147321,-2.2204123263271724,-0.4450222216582392
208,208,208,07-27,5.339752646934799,-0.7609500116620592,-0.4607049397463945
209,209,209,07-28,5.525745739033626,-0.5081368130968446,-0.28627982462318896
210,210,210,07-29,6.381726022995509,0.6553639979019799,-0.5553782520956386
211,211,211,07-30,6.5847311608217876,0.9313010106151384,-0.42923954872635134
212,212,212,07-31,4.847952141555323,-1.4294353700048832,-0.14723835679879613
213,213,213,08-01,4.8228320723366265,-1.4635801061114486,0.006748493445829275
214,214,214,08-02,6.58455174666133,0.931057139903272,-0.06391591342169621
215,215,215,08-03,6.205468726174321,0.4157842883709079,0.04882806957831426
216,216,216,08-04,6.069801844767205,0.2313775566968269,0.16377861976492214
217,217,217,08-05,7.082401428024241,1.6077649086152013,0.4369650604064136
218,218,218,08-06,5.355362554991159,-0.7397320688852358,0.2811030707223791
219,219,219,08-07,6.028721427071643,0.1755385377375001,0.13546575112426748
220,220,220,08-08,5.8965515892360605,-0.00411479820093497,-0.11271140786041535
221,221,221,08-09,5.562601924501768,-0.458039629217762,-0.4867989969491489
222,222,222,08-10,4.974307524458852,-1.25768539721127,-0.3648105440201643
223,223,223,08-11,5.4311180028245625,-0.6367606259172003,-0.2714121630417504
224,224,224,08-12,5.893839415124582,-0.007801351311327792,-0.09925452391854288
225,225,225,08-13,6.440997062373611,0.7359288236079833,0.058719904362091034
226,226,226,08-14,6.656483392101163,1.02883103653831,0.3960307150220429
227,227,227,08-15,6.2599267292638165,0.4898069404660416,0.2509738976799795
228,228,228,08-16,6.463252271704468,0.7661794667484411,0.2288086749411976
229,229,229,08-17,4.790813632469336,-1.5071015299695802,-0.09238940251121236
230,230,230,08-18,5.7959985190564485,-0.14079268774401935,-0.08277910968988582
231,231,231,08-19,5.0231765385888485,-1.1912596411064764,-0.007677516140755977
232,232,232,08-20,6.698904786742531,1.0864927934662691,-0.1907374859508133
233,233,233,08-21,6.591437370757848,0.9404165017608206,0.16560867837927656
234,234,234,08-22,5.655195809042191,-0.33218035211190283,0.3594432977577302
235,235,235,08-23,6.3637835249620345,0.6309754560109588,0.5607027747173188
236,236,236,08-24,6.651616036304814,1.0222150285267029,0.5177633001275823
237,237,237,08-25,5.9115685840915795,0.016297220651054812,0.3735960215952742
238,238,238,08-26,6.509362966203824,0.8288559459278508,0.7851756351638951
239,239,239,08-27,5.955059569301093,0.07541283056697193,0.6255977214872602
240,240,240,08-28,7.471975124526893,2.137297329299823,0.6068855226350274
241,241,241,08-29,5.659380675019669,-0.3264920260488499,0.5871332862638641
242,242,242,08-30,6.569017348951935,0.9099418354133052,0.3360806086452341
243,243,243,08-31,5.824379002074755,-0.10221619757592523,0.5833432122319515
244,244,244,09-01,5.401175639237176,-0.677460119783928,-0.08045370214590326
245,245,245,09-02,7.046516893424232,1.558988452087276,-0.07383413661266056
246,246,246,09-03,4.541867646005753,-1.8454841569673053,-0.4208031830983152
247,247,247,09-04,5.688600513276517,-0.2867746328493936,-0.15017070782669925
248,248,248,09-05,5.037439578850623,-1.1718724435006225,-0.19279616481537065
249,249,249,09-06,7.0189947385267315,1.52157865405377,-0.2951309532054005
250,250,250,09-07,5.213019943432311,-0.9332128617159564,-0.12096398124620035
251,251,251,09-08,6.594794503217669,0.9449797217470972,-0.16236532559179834
252,252,252,09-09,5.310668970620737,-0.8004823252121045,0.2328637599622523
253,253,253,09-10,5.5058482496544965,-0.5351826989229819,0.10386528412879176
254,254,254,09-11,6.782045005943326,1.1995020698236811,-0.0430664503423114
255,255,255,09-12,6.449574497832009,0.7475877990530072,-0.09184137230776132
256,256,256,09-13,4.564439384106612,-1.814803268542576,0.06255611612830315
257,257,257,09-14,6.379494069425808,0.6523301899543975,0.17535106062104636
258,258,258,09-15,5.992204581486613,0.12590260540428244,-0.011569191516063726
259,259,259,09-16,6.003743469169531,0.14158696803347753,-0.14393747829324094
260,260,260,09-17,5.956948629610614,0.0779805570010208,0.3969907175973931
261,261,261,09-18,5.865279363877741,-0.04662192161005604,0.6308304526954372
262,262,262,09-19,6.9521843672354064,1.4307659068012286,0.7522272144764411
263,263,263,09-20,7.411700670187677,2.0553686005426632,0.8776883142335662
264,264,264,09-21,6.528069620714994,0.8542831760903061,1.0679176650231954
265,265,265,09-22,6.5575491568720485,0.8943535665762278,1.1497923314139415
266,266,266,09-23,6.796651905280903,1.2193566617387963,0.9882597892877452
267,267,267,09-24,6.226687449839993,0.4446260767344202,0.4319132634501471
268,268,268,09-25,6.23915346959692,0.4615706540440518,0.5307504072026001
269,269,269,09-26,4.955896672463662,-1.2827105544829265,0.371337219557976
270,270,270,09-27,6.964352838958279,1.4473060386050245,0.1896584260827396
271,271,271,09-28,5.853873434410768,-0.06212555929151694,0.4156735626500159
272,272,272,09-29,5.994692179467138,0.12928390088737762,0.2343848215395189
273,273,273,09-30,7.224355000818963,1.8007168961380782,0.4158827934555749
274,274,274,10-01,5.438915498323108,-0.6261617926189298,0.03116441823961362
275,275,275,10-02,5.757058222523132,-0.1937227229865902,0.15420553264097225
276,276,276,10-03,5.2661433957864565,-0.8610042126907435,0.3303314467850859
277,277,277,10-04,6.396996913390628,0.6761211271166346,-0.1032603622063546
278,278,278,10-05,6.772140593307272,1.1860393857520597,0.1759230251582017
279,279,279,10-06,5.310410276712977,-0.8008339578105651,0.23172619895465665
280,280,280,10-07,6.671276350681782,1.048938531568408,0.1203998706403978
281,281,281,10-08,6.0033825023210525,0.14109631979213927,-0.005626173129169428
282,282,282,10-09,4.774730886802983,-1.5289621825762965,-0.09885551616870944
283,283,283,10-10,5.840697470987011,-0.08003513550076867,-0.0958220034026685
284,284,284,10-11,6.360611118944168,0.6266633275148197,-0.1556272496091439
285,285,285,10-12,5.323800695151871,-0.7826328812143195,-0.2288639387287383
286,286,286,10-13,6.407286272739597,0.6901070543295557,0.13434803842018256
287,287,287,10-14,5.6801038521143425,-0.29832381492542703,0.3206035592797259
288,288,288,10-15,6.378007593097969,0.6503096803172287,0.23727572418369755
289,289,289,10-16,6.662859615410207,1.0374979896564909,0.3041136011101328
290,290,290,10-17,5.992788510108018,0.12669631693864974,0.2902654321198712
291,291,291,10-18,5.61883394822774,-0.3816056196557078,0.13410976517178974
292,292,292,10-19,6.346158203832829,0.6070180403879856,0.1887727116165999
293,293,293,10-20,4.990807355509094,-1.2352578166139154,-0.06530154390027228
294,294,294,10-21,6.619298724024749,0.9782873589860898,-0.2779190855543083
295,295,295,10-22,5.54133455245111,-0.48694754344474206,-0.059108105925626986
296,296,296,10-23,5.054260120820201,-1.1490089329855662,0.2429705288136612
297,297,297,10-24,6.584701179462832,0.9312602581163798,0.4452948111042733
298,298,298,10-25,7.67958239966632,2.4194898488237144,0.3961228768754889
299,299,299,10-26,5.883899624824294,-0.02131212287024242,0.6891413565231038
300,300,300,10-27,6.402245813569222,0.6832557536133833,0.777192220688971
301,301,301,10-28,6.834765751005374,1.271163334440948,0.8171199789774092
302,302,302,10-29,5.442930947686677,-0.6207037479903638,0.4925080649643807
303,303,303,10-30,6.760948794700979,1.1708268078470088,0.38894466221041774
304,304,304,10-31,6.2466926463927575,0.4718183647455434,0.4728842304009094
305,305,305,11-01,5.426753931107272,-0.6426925393940203,0.5312799820337667
306,306,306,11-02,6.772768711719952,1.186893162756333,0.578001488231541
307,307,307,11-03,7.0925340907899415,1.6215378442380914,0.6233643344602963
308,308,308,11-04,5.6491672705026375,-0.3403747108037182,0.9392578090800802
309,309,309,11-05,6.961187771567055,1.4430038852195404,1.15087096315513
310,310,310,11-06,7.641097791024952,2.3671792124642463,0.9565709836237412
311,311,311,11-07,6.360848790360861,0.6269863850562782,0.7678314960217149
312,312,312,11-08,5.915097019113452,0.02109328556800178,0.9341501335186212
313,313,313,11-09,6.2594073134031065,0.4891009186259327,0.5765785750698501
314,314,314,11-10,6.38332477107476,0.6575371141777206,0.1924614606989944
315,315,315,11-11,5.38280879024988,-0.7024254654730868,0.01778243846730902
316,316,316,11-12,5.945542410956809,0.062476526239112075,-0.005997392398438561
317,317,317,11-13,5.58978719261069,-0.4210877483338342,-0.15980578791496636
318,318,318,11-14,5.8101289803225535,-0.12158569962648368,-0.2571176648483799
319,319,319,11-15,5.5804720544395865,-0.4337494544732341,-0.4686530070708329
320,320,320,11-16,5.95377432849886,0.07366585257723943,-0.2680182349509562
321,321,321,11-17,4.4490574051617635,-1.9716375188078057,0.17402109753437953
322,322,322,11-18,6.831176907752909,1.2662851589583728,0.2243513594104388
323,323,323,11-19,7.541020658541646,2.2311482465781802,0.3420693205013872
324,324,324,11-20,6.032294937296289,0.180395871629872,0.3871350293412558
325,325,325,11-21,6.100098269442607,0.2725583120724566,0.7306932023578598
326,326,326,11-22,6.1527016926314815,0.34406010561645073,0.5514441733470509
327,327,327,11-23,5.965579025342097,0.08971151929181786,0.08743710024725537
328,328,328,11-24,6.039942557237003,0.19079098489351826,-0.022157868961809032
329,329,329,11-25,5.492818014739518,-0.5528941920205926,0.025812401149739282
330,330,330,11-26,5.548524928831051,-0.4771739436245144,0.07368667311560707
331,331,331,11-27,6.311846839157284,0.5603799327417465,0.08519683718973113
332,332,332,11-28,6.3640265109268785,0.6313057374116575,0.3663367242715451
333,333,333,11-29,6.016386760512433,0.15877250373656218,0.587791571688298
334,334,334,11-30,7.280939717371579,1.8776303073844016,0.39077298584475456
335,335,335,12-01,6.4703557081449725,0.7758348924799247,0.4564719341414764
336,336,336,12-02,4.678852866060334,-1.6592854586857753,0.3564807766458749
337,337,337,12-03,6.601852676131721,0.954573622522078,0.28353510756346656
338,338,338,12-04,5.9226492884394135,0.03135879243804845,0.17698295192025884
339,339,339,12-05,5.694392720054412,-0.27890151075788805,-0.015964901837683104
340,340,340,12-06,6.810601182587442,1.2383173735251558,0.16335188679547938
341,341,341,12-07,5.618652518486985,-0.3818522300677271,-0.20823697741201344
342,342,342,12-08,5.470386318563458,-0.5833847268868003,-0.1880109882345328
343,343,343,12-09,4.961599028719053,-1.2749595627228791,-0.2652859194903327
344,344,344,12-10,6.011930092350607,0.15271472750293247,-0.4898859872312375
345,345,345,12-11,5.353288612652764,-0.7425510982926876,-0.4427458518938095
346,346,346,12-12,5.819179975423821,-0.10928303292027257,-0.010777277232869344
347,347,347,12-13,5.826736738372452,-0.0990114180431592,0.3586294298235221
348,348,348,12-14,7.377165822482111,2.0084267210788407,0.3719428701126656
349,349,349,12-15,6.592220279762808,0.9414806796154698,0.527481545450648
350,350,350,12-16,6.070697781851884,0.2325953692377936,0.4234618999840562
351,351,351,12-17,6.039861608000659,0.19068095373520647,0.5576389806326323
352,352,352,12-18,5.360020352212191,-0.733400905719823,-0.0452687943180905
353,353,353,12-19,6.419016182489799,0.7060510658482976,-0.34628271074850403
354,354,354,12-20,4.7158329027631485,-1.6090199286254958,-0.4320523643287764
355,355,355,12-21,5.263495923611871,-0.8646028189670114,-0.5895054193877746
356,356,356,12-22,5.692096589315053,-0.2820225522438409,-0.7193293420425243
357,357,357,12-23,5.344838229386768,-0.7540373766187823,-1.0068418532416985
358,358,358,12-24,4.786956455074071,-1.5123444416483225,-0.8902135627304778
359,359,359,12-25,5.149889223647767,-1.0190240013467466,-0.9739174286260776
360,360,360,12-26,5.23064913470414,-0.9092501855581728,-1.392129586215103
361,361,361,12-27,4.894013453703587,-1.3668260143406104,-1.6097163755047348
362,362,362,12-28,3.8460401464215512,-2.7912954977779947,-1.527907924625212
363,363,363,12-29,4.384374773297188,-2.059558112356574,
364,364,364,12-30,5.148072255006624,-1.0214937363711851,
365,365,365,12-31,,,
