,unnamed: 0,unnamed: 0,mth_day,narrated,narrated_norm,narrated_ravg
0,0,0,01-01,,,
1,1,1,01-02,5.3281183225614805,-0.7767640976841411,
2,2,2,01-03,5.369901420561656,-0.7199699526318334,
3,3,3,01-04,4.22309518511941,-2.2787792032605294,
4,4,4,01-05,4.051241222383736,-2.5123736314999805,-1.5810573935666083
5,5,5,01-06,4.491488136490423,-1.913963070882827,-1.6759232434497748
6,6,6,01-07,4.954584304449272,-1.2844944054403402,-1.9356237495857933
7,7,7,01-08,4.909365040980688,-1.3459591969831406,-1.7218214672108554
8,8,8,01-09,4.2235411728372805,-2.2781729894479446,-1.4392275120396796
9,9,9,01-10,5.166853212525801,-0.9959655090109036,-1.1638060017716614
10,10,10,01-11,5.298656875419732,-0.8168099004729263,-0.9346730862327858
11,11,11,01-12,5.7072434518616655,-0.2614340092747191,-0.8827178599090418
12,12,12,01-13,5.966014238595724,0.0903030877929139,-0.6832629523697347
13,13,13,01-14,5.138703855160237,-1.0342278390406776,-0.3602367670203064
14,14,14,01-15,5.103967555590836,-1.0814435442121015,-0.4844607223383664
15,15,15,01-16,6.592743301722172,0.942191603085666,-0.06986685636455511
16,16,16,01-17,4.750312144365845,-1.5621536323812864,-0.03367845379547876
17,17,17,01-18,7.537328167421746,2.2261291865681483,0.025780023739592428
18,18,18,01-19,6.125755729866087,0.307433503207372,0.03011485064408488
19,19,19,01-20,5.401163239820501,-0.6774769738302504,-0.19833809566710733
20,20,20,01-21,5.1231021861620745,-1.0554345827851468,-0.016993770870440034
21,21,21,01-22,5.5843148622739385,-0.4285260747814872,-0.4898246491705208
22,22,22,01-23,5.550795471065395,-0.4740876836012826,-0.7645984435411514
23,23,23,01-24,5.450175813179038,-0.6108560832323363,-1.0234308373845358
24,24,24,01-25,4.9128595377504425,-1.341209263016412,-1.23534302814984
25,25,25,01-26,4.258634980865202,-2.2304713368905564,-1.5267838724135407
26,26,26,01-27,4.187687330350067,-2.3269077273769723,-1.6339807526673658
27,27,27,01-28,4.297847602744788,-2.177171140363692,-1.5508948531114604
28,28,28,01-29,5.077611017051688,-1.1172689651242325,-1.5468740408940769
29,29,29,01-30,5.816930479215093,-0.11234068589690432,-1.1180561461846088
30,30,30,01-31,4.930608056450512,-1.3170843897121134,-0.7809719377878441
31,31,31,02-01,6.1515068713432495,0.3424360313662539,-0.3022097201572105
32,32,32,02-02,5.6756318183723655,-0.3044024769963844,-0.2839641651292853
33,33,33,02-03,6.4111818529162985,0.6954021654201094,-0.4466909360745737
34,34,34,02-04,5.158149862712337,-1.0077956349566817,-0.10744265432820864
35,35,35,02-05,5.0986280614503565,-1.088701311568634,-0.17350102514318091
36,36,36,02-06,6.428105116002425,0.7184053007660766,0.18664492591762197
37,37,37,02-07,5.859914484950062,-0.05391419352357973,-0.007434265304051317
38,38,38,02-08,7.265374587139855,1.856473229368433,0.1806262265834853
39,39,39,02-09,5.5544847557974455,-0.4690729819099304,0.35996185773040673
40,40,40,02-10,5.988279442646427,0.12056731636853772,0.058035599432496726
41,41,41,02-11,5.890244687872013,-0.012687524687104755,-0.12235488356189544
42,42,42,02-12,5.095353534549568,-1.0931522490213836,-0.2707329956412705
43,43,43,02-13,5.063641571010252,-1.1362570914899328,-0.3897214111566192
44,44,44,02-14,6.610409481946339,0.966204556892183,-0.5483213652205731
45,45,45,02-15,5.029250548456068,-1.1830034750020235,-0.7077776506877274
46,46,46,02-16,5.288193465399224,-0.8310324080151844,-0.6749852618373441
47,47,47,02-17,5.186378724616644,-0.9694252374900316,-0.6207651732584218
48,48,48,02-18,5.240104469252448,-0.8963979159190841,-0.9120551897327328
49,49,49,02-19,5.30297785533161,-0.8109365600163997,-0.6328686459906553
50,50,50,02-20,5.324608000796218,-0.7815355419536821,-0.014681456486020688
51,51,51,02-21,6.261625333578182,0.492115787450441,0.18499351825086802
52,52,52,02-22,8.01697220458814,2.878090729012623,0.13195439553971194
53,53,53,02-23,6.067776519751673,0.2286246109313003,0.564285007379811
54,54,54,02-24,5.005981160234332,-1.21463265218602,0.8331701293996714
55,55,55,02-25,7.211355450207268,1.7830471110241948,0.7878811062914507
56,56,56,02-26,6.5115106359672295,0.8317751901654801,0.414320157469988
57,57,57,02-27,6.061712223965901,0.22038164880111666,0.35667317623536765
58,58,58,02-28,6.368013455132197,0.6367250360838473,0.3645447210137294
59,59,59,02-29,5.813313374215598,-0.11725727647642205,-0.1124684201275447
60,60,60,03-01,5.040727438385097,-1.1674033835158495,-0.3111104934813799
61,61,61,03-02,5.105741907967615,-1.07903173582345,-0.28951585926355994
62,62,62,03-03,5.634672235432423,-0.3600772499575311,-0.42563048160918254
63,63,63,03-04,6.157034449554832,0.34994945410803635,-0.4468012919308761
64,64,64,03-05,5.767181387021736,-0.1799626979898884,-0.2942160961979972
65,65,65,03-06,5.719861976195638,-0.2442821384065834,-0.5280177977858495
66,66,66,03-07,5.714263294675656,-0.2518922091185765,-0.5204496285121023
67,67,67,03-08,4.073703193301983,-2.481841945350563,-0.8579188700169706
68,68,68,03-09,5.668079364792923,-0.3146682343150485,-0.8926041321816163
69,69,69,03-10,4.667390362807238,-1.6748659949211735,-0.9396978004683484
70,70,70,03-11,5.614075001828081,-0.3880742709777628,-1.106818962938293
71,71,71,03-12,5.511982869425039,-0.5268441481269758,-0.7961966308550487
72,72,72,03-13,4.976563318424203,-1.2546191839382443,-0.6696631498145589
73,73,73,03-14,5.4448406579674185,-0.6181079528510972,-0.5083460810403809
74,74,74,03-15,6.226618717792994,0.4445326519278889,-0.3148064255602306
75,75,75,03-16,5.379470126045283,-0.706963582276105,-0.5771435295111956
76,76,76,03-17,6.468390500483722,0.7731636619031389,-0.3526741581499929
77,77,77,03-18,4.353984250373392,-2.100866771832766,-0.28667396820736296
78,78,78,03-19,5.967407610523464,0.09219704422897254,-0.17017930592095584
79,79,79,03-20,5.736176224532938,-0.2221068131953177,0.08819887174435928
80,80,80,03-21,6.740845093028739,1.1435006256463318,-0.0910202120252953
81,81,81,03-22,6.519993400958929,0.8433054837157856,0.33815753613420263
82,82,82,03-23,5.677288333129793,-0.3021508407147885,0.2828022387461855
83,83,83,03-24,6.248444592473109,0.4741997171242214,0.3586479950841901
84,84,84,03-25,5.7230603299935305,-0.2399347400991302,0.047579445704729495
85,85,85,03-26,6.070971721538782,0.2329677248327104,0.20059121327708654
86,86,86,03-27,5.367737952686347,-0.7229106706304324,0.2678721436712424
87,87,87,03-28,7.195412214687086,1.7613760891499282,0.22510891117831844
88,88,88,03-29,5.97427729622937,0.10153474165014686,0.3821621137985159
89,89,89,03-30,6.059680733197425,0.21762032216667754,0.4075960559123039
90,90,90,03-31,6.416318694947583,0.7023844756220544,0.4329964447138985
91,91,91,04-01,6.183241276250002,0.3855713775154382,-0.013912680678221271
92,92,92,04-02,5.4798593976235415,-0.5705083378208646,-0.2358660653266823
93,93,93,04-03,5.222682691293449,-0.9200786632027907,-0.3350462119663389
94,94,94,04-04,4.9945389784472285,-1.2301855662406191,-0.26820037049156903
95,95,95,04-05,5.6218834444558,-0.3774605576712626,-0.4114959778331409
96,96,96,04-06,6.71138710483442,1.1034595244706735,-0.07749661051478496
97,97,97,04-07,5.550711173117038,-0.4742022665339932,-0.08881779869604922
98,98,98,04-08,6.954186895692872,1.4334878660892711,0.15398566989427573
99,99,99,04-09,5.172709126431736,-0.9880057922903764,0.3466639731553573
100,100,100,04-10,6.066312955875525,0.22663524530133056,0.05302460912743501
101,101,101,04-11,6.472396794405914,0.7786092618952265,0.1499489958028677
102,102,102,04-12,5.41521522170234,-0.65837665969686,-0.06643907357228362
103,103,103,04-13,5.978551170708679,0.10734405351860292,0.09952634896241368
104,104,104,04-14,5.999014784154602,0.13515944983836328,0.0722225492283178
105,105,105,04-15,5.905307478746494,0.007786742917807347,-0.20665786131520114
106,106,106,04-16,5.945789545687786,0.06281244689675533,-0.20680068711299726
107,107,107,04-17,5.241373330983391,-0.8946732013658871,-0.3595356572303661
108,108,108,04-18,5.414584765414907,-0.6592336144836365,-0.3920772779983097
109,109,109,04-19,5.304354185939544,-0.8090657671856101,-0.5230915997357035
110,110,110,04-20,5.855370780529313,-0.06009027476929817,-0.4428965424735341
111,111,111,04-21,5.326988966561316,-0.7782991875065557,-0.3620392330739508
112,112,112,04-22,6.299783563940418,0.5439827904697717,-0.31171608391572714
113,113,113,04-23,5.598290637817925,-0.4095293449683867,-0.16728551165275293
114,114,114,04-24,5.636719325695963,-0.3572947195342948,-0.3035055337962794
115,115,115,04-25,5.941894208721168,0.05751766639223526,-0.1287757246301677
116,116,116,04-26,5.25407346057844,-0.8774104076304572,-0.4020223028980439
117,117,117,04-27,6.0982747460953295,0.27007966749011475,-0.3474843313394844
118,118,118,04-28,5.093628751947326,-1.0954966791374852,-0.4067335463518001
119,119,119,04-29,5.839030109282452,-0.0823015156170299,-0.3779985144361137
120,120,120,04-30,5.3751836598262175,-0.7127900096081894,-0.5125818530959796
121,121,121,05-01,6.0687353104015065,0.22992785788635384,-0.639625099442313
122,122,122,05-02,4.660000727563078,-1.6849104395896526,-0.4828361389260623
123,123,123,05-03,5.5374852061742414,-0.4921798105878857,-0.5326412480396815
124,124,124,05-04,5.78572070930269,-0.1547629160399812,-0.38031513198474615
125,125,125,05-05,5.61918226196434,-0.3811321702987443,-0.6449063447585234
126,126,126,05-06,6.04757589630561,0.20116668672142268,-0.3274080612160344
