,unnamed: 0,unnamed: 0,mth_day,samurai,samurai_norm,samurai_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.3469523914649283,-0.7281435961819739,
2,2,2,01-03,0.4215300985453143,-0.2673038607592672,
3,3,3,01-04,0.2482123620407461,-1.3382901241038252,
4,4,4,01-05,0.31041914446840874,-0.9538943270520079,-0.8214465937643118
5,5,5,01-06,0.4043661345170127,-0.3733655372476781,-0.9173518639305964
6,6,6,01-07,0.2596388577367102,-1.2676821172411188,-1.1152719414104195
7,7,7,01-08,0.2538302763847358,-1.3035752171796813,-0.9195507597602752
8,8,8,01-09,0.2293536289957189,-1.4548243256382067,-0.7706844094420348
9,9,9,01-10,0.4382537473541397,-0.1639630342029584,-0.8445608418954914
10,10,10,01-11,0.4549654179095618,-0.0606962251425655,-0.5495565454083996
11,11,11,01-12,0.3326335839208168,-0.8166241319684172,-0.25251178512095906
12,12,12,01-13,0.5460821783070091,0.5023436616814319,0.32558187709148506
13,13,13,01-14,0.5422548468332071,0.4786933445449617,0.4087506948289552
14,14,14,01-15,0.7906711086956216,2.013737647636458,0.316809103146436
15,15,15,01-16,0.5190090197495345,0.33504987222186183,0.4340555723315502
16,16,16,01-17,0.36569195601877297,-0.6123457752376803,0.2574495682647048
17,17,17,01-18,0.4464775799522334,-0.1131453168577324,0.10060409656355256
18,18,18,01-19,0.3746012512833838,-0.5572923627196406,-0.2815406102956278
19,19,19,01-20,0.3899610047926431,-0.4623794856619514,-0.5015930127636626
20,20,20,01-21,0.4196161780570207,-0.2791305935186243,-0.4643936629603678
21,21,21,01-22,0.3053425016241832,-0.9852645425863464,-0.4207485172305152
22,22,22,01-23,0.4018117868402136,-0.3891496764179112,-0.12900875371370976
23,23,23,01-24,0.4888561507679999,0.14872555752138358,0.06840906569565891
24,24,24,01-25,0.6578747750905329,1.1931462183811916,-0.2744421638558922
25,25,25,01-26,0.5816497917179599,0.7221274307942607,-0.4086001308965828
26,26,26,01-27,0.08671443451019996,-2.336237970827931,-0.4364656382196108
27,27,27,01-28,0.17507777660931348,-1.7902123448304896,-0.3153935178730079
28,28,28,01-29,0.3747549319332432,-0.5563427203560795,-0.5318255825702992
29,29,29,01-30,0.6064147781966186,0.8751582796010009,-0.6911573630604974
30,30,30,01-31,0.4477235331322974,-0.10544616980255593,-0.4364726254873376
31,31,31,02-01,0.4269417931583955,-0.2338632521469284,-0.14171056707762053
32,32,32,02-02,0.3340082631010089,-0.808129545388972,-0.09409515533359353
33,33,33,02-03,0.4612858888111986,-0.02163999437218711,-0.3317158462140628
34,34,34,02-04,0.4209885522997787,-0.27065024989191755,-0.4456270500105441
35,35,35,02-05,0.37568980048434175,-0.5505658656818146,-0.4624442973119567
36,36,36,02-06,0.33711801363928945,-0.7889133925814433,-0.016358398072915854
37,37,37,02-07,0.4106125795936049,-0.3347667359554042,0.5132594847753097
38,38,38,02-08,0.7671488232867475,1.8683858500452728,0.6452497241596914
39,39,39,02-09,0.9755343482504844,3.1560673027171657,0.6861819304684992
40,40,40,02-10,0.5491484567565779,0.5212911864143724,0.6429984409080564
41,41,41,02-11,0.4154341609325852,-0.30497262782896783,0.5449194443366451
42,42,42,02-12,0.29518770180721304,-1.0480143299441007,0.0402556691559168
43,43,43,02-13,0.31537981928922315,-0.9232407153838712,-0.5087250627009027
44,44,44,02-14,0.2771303074356202,-1.1595968010390971,-0.7249167630027769
45,45,45,02-15,0.4424849464799548,-0.1378170884237509,-0.9029926724932612
46,46,46,02-16,0.33923060385873904,-0.7758590153968732,-0.7898154067551909
47,47,47,02-17,0.2425259848977243,-1.373428084771874,-0.7266286904739104
48,48,48,02-18,0.4050805820029374,-0.3689507355156797,-0.4962092107056675
49,49,49,02-19,0.3767328675094389,-0.5441204176961885,-0.4772998356529212
50,50,50,02-20,0.5008630519917129,0.2229200775703608,-0.15488797219263392
51,51,51,02-21,0.4608455745945858,-0.02436083810727303,0.6593351724155571
52,52,52,02-22,0.6522861283394257,1.1586121653648502,0.8806862099714269
53,53,53,02-23,1.033120508448896,3.5119107828772718,1.2111374497389458
