,unnamed: 0,unnamed: 0,mth_day,suspense,suspense_norm,suspense_ravg
131,131,131,05-11,13.676525379096125,0.4963486653934672,0.515828561554757
132,132,132,05-12,14.649518592894445,1.2384296372557562,0.3949026436137711
133,133,133,05-13,14.369010979656535,1.0244925210514677,0.5989073144222895
134,134,134,05-14,12.750118194631716,-0.210202145072978,0.7150761570367754
135,135,135,05-15,13.451088471624164,0.3244127905918817,0.8886981571598636
136,136,136,05-16,14.883622273111653,1.4169754730010526,0.9849242291670216
137,137,137,05-17,15.042411590639135,1.5380806661319968,0.9427923167500736
138,138,138,05-18,15.406530174677528,1.8157860692987051,1.1920026536209405
139,139,139,05-19,14.037558754734295,0.771701046549778,1.4891973302289003
140,140,140,05-20,14.710658694479578,1.2850598761522225,1.5112319096008509
141,141,141,05-21,15.789122307399651,2.107580850239643,1.447502500445365
142,142,142,05-22,15.056968554803829,1.5491829492327551,1.2046837781833686
143,143,143,05-23,14.541051617976972,1.1557042111990812,1.275036040066808
144,144,144,05-24,13.496272578249528,0.35887373572672665,1.0948849825398252
145,145,145,05-25,14.591020783678367,1.1938146178504143,0.6635551983590434
146,146,146,05-26,13.29340831551522,0.2041535309903265,0.34610952505266424
147,147,147,05-27,12.395846084209738,-0.4803978548450485,0.3531738329561655
148,148,148,05-28,12.55961990212286,-0.3554910906055201,0.4038784515427282
149,149,149,05-29,14.5966266070489,1.1980900586200889,0.3517161692245788
150,150,150,05-30,13.89516637822784,0.6631014472461029,0.5838554864132974
151,151,151,05-31,14.180659526864927,0.8808409239415176,0.6361772089331371
152,152,152,06-01,15.119650913113976,1.5969894341226385,0.8961399873781378
153,153,153,06-02,12.807461658868268,-0.16646751972601048,0.7111792170604053
154,154,154,06-03,14.60474997976685,1.2042855800644845,0.8374152110863841
155,155,155,06-04,13.141538163912315,0.08832543671369388,0.8752069144936817
156,156,156,06-05,14.888266351262775,1.4205174114019747,0.5653001954372782
157,157,157,06-06,14.477967279097689,1.1075911443853044,0.8210293926334428
158,158,158,06-07,12.681611297606835,-0.2624508802157836,0.6431590879854278
159,159,159,06-08,14.819286105606425,1.3679076634509768,0.5896332878407571
160,160,160,06-09,13.205442309140782,0.13706375217639435,0.5602932639803092
161,161,161,06-10,12.720450097148992,-0.2328293641543311,0.6616498959060583
162,162,162,06-11,14.657448056294868,1.2444772682392886,0.8466493365119195
163,163,163,06-12,15.275341032986438,1.7157309359397992,0.93188897118885
164,164,164,06-13,14.137003960331453,0.8475457634193841,0.8788054248265582
165,165,165,06-14,15.489867262370213,1.8793454715125588,1.1504497915469436
166,166,166,06-15,12.787833457816319,-0.18143752599735613,1.0584614844915121
167,167,167,06-16,14.857479360051524,1.397036836167981,1.15520715979626
168,168,168,06-17,13.933775018654922,0.6925474259066995,1.06800979663598
169,169,169,06-18,16.036440339707305,2.296204987768286,1.0989474971727444
170,170,170,06-19,13.451021331752713,0.3243615844577055,1.2710043682179681
171,171,171,06-20,15.733254497571135,2.064971674733145,1.4063540389907223
172,172,172,06-21,14.141406781446367,0.850903700273986,1.458915611306896
173,173,173,06-22,15.922276729707027,2.209134860804507,1.174932949379816
174,174,174,06-23,14.347277494336488,1.0079168598037411,1.2323226372954628
175,175,175,06-24,13.802345570792722,0.5923090162058061,1.0957504959584627
176,176,176,06-25,13.902506646707993,0.6686997119515863,1.1989996092836586
177,177,177,06-26,14.658839938351312,1.245538826711146,0.8714550437730617
178,178,178,06-27,14.953668707613248,1.4703983802251608,1.184825167862501
179,179,179,06-28,13.345479979412724,0.2438674677409257,1.3902313157817978
180,180,180,06-29,16.812563755869242,2.8881376043403777,1.388376054857367
181,181,181,06-30,15.418278027567954,1.8247459037215887,1.2860446118553803
182,182,182,07-01,13.887911288321968,0.6575681464049999,0.9774041833455188
183,183,183,07-02,13.853797334852786,0.6315501686992256,1.0176952035791873
184,184,184,07-03,12.525591013959925,-0.3814441908340078,0.5165913669665424
185,185,185,07-04,13.662449884995846,0.4856135891429361,0.4279028265208625
186,186,186,07-05,12.870374283940134,-0.11848541533549148,0.27155009256751234
187,187,187,07-06,14.720564290652426,1.2926146610475089,0.06764286169901514
188,188,188,07-07,12.657882586357177,-0.2805482573151009,0.26967271336175785
189,189,189,07-08,12.249656875235074,-0.5918932165117575,0.5166234012250418
190,190,190,07-09,14.114962110425733,0.8307349191424486,0.6365153054091856
191,191,191,07-10,15.605213700896998,1.9673177163226399,0.4039297737358327
192,192,192,07-11,13.81356523142756,0.6008660097693707,0.6204738282120845
193,193,193,07-12,12.890811318725989,-0.10289852899260844,0.7604509114121851
194,194,194,07-13,14.361437078247853,1.0187160695424102,0.4405055398872307
195,195,195,07-14,13.350858150070527,0.2479692826888453,0.07808124323288043
196,196,196,07-15,11.59794830397767,-1.0889373100072777,-0.0051712374233356395
197,197,197,07-16,12.7540177166473,-0.20722806360346202,0.09412359174804906
198,198,198,07-17,13.15861703750939,0.10135112583207433,-0.08297682988057085
199,199,199,07-18,13.671964847348873,0.4928704460356998,-0.08867088577571842
200,200,200,07-19,12.968186085922616,-0.0438864602293092,0.18973005623409275
201,201,201,07-20,13.306062948832073,0.21380494731796001,0.2336176409010351
202,202,202,07-21,13.78813162004476,0.5814683420515894,0.4314838649982095
203,203,203,07-22,13.09928183474296,0.05609744439819202,0.2810505347041816
204,204,204,07-23,14.715232829475895,1.2885484704151204,0.3781679185401157
205,205,205,07-24,12.48850415999682,-0.40972953572846776,0.2570164877900062
206,206,206,07-25,13.732209627804346,0.5388178427862963,0.06685230395999367
207,207,207,07-26,12.352963291801471,-0.5131036371826974,-0.02866271836630362
208,208,208,07-27,12.292107864768347,-0.5595167609284857,-0.05406103958192854
209,209,209,07-28,12.347864088730235,-0.5169926895595918,0.004776659523456221
210,210,210,07-29,14.515423953180447,1.1361585431213708,-0.013996737710459284
211,211,211,07-30,12.951380995132848,-0.05670334109615921,-0.0046099448820899535
212,212,212,07-31,13.584519102367215,0.4261774593828033,0.16853857510720852
213,213,213,08-01,12.426809295682258,-0.4567828802124813,0.2387490419449425
214,214,214,08-02,13.654269202817648,0.4793743590073052,-0.07982809493982894
215,215,215,08-03,12.900210614468167,-0.09572988853318792,0.03887928636144111
216,216,216,08-04,12.009174063907953,-0.7753042781872577,0.003458425756205715
217,217,217,08-05,13.885253287888567,0.655540946711461,0.2102045885139685
218,218,218,08-06,13.305862796902591,0.2136522957513909,0.18013527260342665
219,219,219,08-07,14.053283664138188,0.7836940963340954,0.1082271703349862
220,220,220,08-08,13.417713559157152,0.298958463544054,0.20383858118681594
221,221,221,08-09,12.334508771861492,-0.5271785021438307,0.11359395467655585
222,222,222,08-10,12.761350099526155,-0.2016358130762792,-0.12909688810732875
223,223,223,08-11,13.175297804546444,0.11407318764990065,-0.2063879151840064
224,224,224,08-12,11.39661122975526,-1.2424927609519167,-0.11310073502499116
225,225,225,08-13,13.445234292024127,0.3199479338740294,-0.13003190804733578
226,226,226,08-14,14.151604845990589,0.8586815444981454,0.16527414545246408
227,227,227,08-15,12.201311044844902,-0.6287655402778983,0.003793713492430975
228,228,228,08-16,15.0845261162441,1.57020050792252,-0.03314296190218169
229,229,229,08-17,11.904929445168884,-0.8548094041102979,-0.18884026762614012
230,230,230,08-18,11.106029992435255,-1.4641128133195926,-0.30269888398233663
231,231,231,08-19,12.220361851250589,-0.6142359004697215,-0.010984683598219228
232,232,232,08-20,13.255877841140736,0.17552984636096666,-0.3949995837092744
233,233,233,08-21,14.496229913038347,1.1215196620268062,-0.09858951816785463
234,234,234,08-22,12.06347661377955,-0.7338888927438112,0.3049310158290089
235,235,235,08-23,14.236790736932376,0.9236509891382207,0.5416633766368556
236,236,236,08-24,14.280530534244726,0.9570103906615892,0.574161082141163
237,237,237,08-25,14.082737974231687,0.8061582643773578,0.4851925120230716
238,238,238,08-26,13.51153765282157,0.3705160793868111,0.37522901748799625
239,239,239,08-27,13.796313179566514,0.5877082413182578,0.2282435562967712
240,240,240,08-28,11.198392575742538,-1.3936698599542627,0.06896413056986211
241,241,241,08-29,13.080454474269507,0.041738221990870315,-0.06451923598206961
242,242,242,08-30,13.027477515453112,0.0013338363001346235,-0.03621021994167147
243,243,243,08-31,13.032622840698107,0.005258065065767436,-0.04474252585679892
244,244,244,09-01,13.734244997769313,0.5403701756292001,-0.07946991972381834
245,245,245,09-02,13.729189433763118,0.5365144058274931,0.03343856676133625
246,246,246,09-03,10.925191780842363,-1.6020342231563791,0.35921206114016146
247,247,247,09-04,13.968706796826146,0.7191891409017979,0.7146251104802674
248,248,248,09-05,15.590341229399288,1.955974802573086,0.6065297441782975
249,249,249,09-06,15.828661264123399,2.1377363611064037,0.7293809143170286
250,250,250,09-07,12.883857545379186,-0.10820202218261996,1.0843209048845444
251,251,251,09-08,14.695660959522845,1.2736214266598784,1.0197906717056602
252,252,252,09-09,13.717508645627207,0.5276057202487152,1.0115082794827173
253,253,253,09-10,13.461046732639543,0.3320077418284933,0.9755487056605696
254,254,254,09-11,15.525183557399838,1.9062804492354304,0.7858918948873496
255,255,255,09-12,15.545766895772536,1.9219789181735167,0.49840074445420796
256,256,256,09-13,11.391825299599786,-1.2461428868219395,0.3839730991896231
257,257,257,09-14,12.4339648723975,-0.4513254759389713,0.25255425013377525
258,258,258,09-15,12.817305084008137,-0.15896015133879388,-0.08598392935798309
259,259,259,09-16,12.42717318127522,-0.4565053525065936,-0.18499888601296868
260,260,260,09-17,12.861899923293295,-0.12494862771512012,0.06384574286261747
261,261,261,09-18,14.766815127357855,1.3278891782436038,0.3149716871174581
262,262,262,09-19,13.349488770569675,0.2469248864315773,0.2780993932446006
263,263,263,09-20,14.409575476901713,1.0554301895900724,0.5466368320537067
264,264,264,09-21,12.527230336837885,-0.3801939145759393,0.5692280984176786
265,265,265,09-22,14.539760207645138,1.154719280348043,0.44388525812314894
266,266,266,09-23,13.039625667760985,0.010598970468711295,0.2442937229351065
267,267,267,09-24,13.780741604690444,0.5758321364764254,-0.15342435581470468
268,268,268,09-25,11.779299937007249,-0.9506243246966768,-0.14069311120334851
269,269,269,09-26,11.280722915241215,-1.3308782829087948,-0.4855166272181784
270,270,270,09-27,12.627387180199351,-0.30380644690780234,-0.5856492453605242
271,271,271,09-28,11.827029761005134,-0.9142218157409364,-0.6906165446108664
272,272,272,09-29,12.251881243958875,-0.5901967383853632,-0.7803786236198497
273,273,273,09-30,12.95496269068584,-0.05397165902562786,-0.5966976262075692
274,274,274,10-01,11.073140660239993,-1.4891967987505763,-0.8055621822791198
275,275,275,10-02,12.725743370656064,-0.22879229843511234,-0.8312603118954845
276,276,276,10-03,10.984247387915358,-1.556993783337106,-0.8854267142948701
277,277,277,10-04,11.62486228867701,-1.0684105934391253,-0.8926163457596656
278,278,278,10-05,11.825753552112456,-0.9151951527816756,-0.7676465059954456
279,279,279,10-06,12.898401779759354,-0.0971094478144009,-0.9779442741086468
280,280,280,10-07,12.05627978357502,-0.7393777601652567,-0.8776290270479526
281,281,281,10-08,11.0713284832544,-1.4905789071143207,-0.797561256268004
282,282,282,10-09,11.773428555455153,-0.9551023009729396,-0.6907082832579512
283,283,283,10-10,12.254756334476426,-0.5880039687594331,-0.7993734622984507
284,284,284,10-11,12.666367082617452,-0.274077314721359,-0.35778399798842586
285,285,285,10-12,12.043531604199538,-0.7491005220573986,-0.3929974855208209
286,286,286,10-13,15.530269024777859,1.9101590256948928,-0.32161643655983513
287,287,287,10-14,10.794303584066842,-1.7018598323086906,-0.3079175012410343
288,288,288,10-15,12.334984063813346,-0.5268160072070254,-0.3848151093468973
289,289,289,10-16,12.362526011426947,-0.5058103568466281,-0.26087241877323697
290,290,290,10-17,12.061412741934975,-0.7354629633565368,-0.4106047226913812
291,291,291,10-18,13.018590133395646,-0.005444378615436548,-0.09577575276960526
292,292,292,10-19,14.352323319744112,1.0117652021860273,0.13781452686393794
293,293,293,10-20,13.271066602034507,0.18711398722196484,0.3622089216299725
294,294,294,10-21,14.172641399149525,0.8747256705942339,0.5935950411442447
295,295,295,10-22,14.127839217939815,0.8405560117495792,0.6609212419773076
296,296,296,10-23,13.881729925027713,0.6528537537290965,0.5250998417366967
297,297,297,10-24,13.54824610630381,0.3985128263829412,0.4858229919420682
298,298,298,10-25,13.28381484910333,0.19683680074236126,0.5898259217681869
299,299,299,10-26,12.96207518660734,-0.048547111545805766,0.6338978629678179
300,300,300,10-27,14.990833608137214,1.4987432495509465,0.644914380085139
301,301,301,10-28,14.474553670934446,1.1049876589473653,0.8289116917374434
302,302,302,10-29,13.968396988067589,0.7189528564330229,1.1525505992772156
303,303,303,10-30,14.995755009373081,1.5024966962967667,1.3132060372689625
304,304,304,10-31,15.829885744577556,2.138670245980995,1.181571132804927
305,305,305,11-01,14.225953309234436,0.9153855164046756,1.1609565360028682
306,306,306,11-02,13.955260346466801,0.7089338227667321,1.1136800747355906
307,307,307,11-03,14.31237840795804,0.9813000781350116,1.1674115031971155
308,308,308,11-04,13.59647253995766,0.4352940888293582,0.9967777643793876
309,309,309,11-05,15.418460756398673,1.824885267065918,0.8791791404820387
310,310,310,11-06,14.487508218054792,1.1148678130746246,0.7718009204136148
311,311,311,11-07,13.300803623342409,0.20979377302058425,0.6766294550127951
312,312,312,11-08,13.110514691495005,0.06466450235618845,0.7752847393628732
313,313,313,11-09,13.56366342811007,0.41027128573009336,0.2677961436885332
314,314,314,11-10,14.372594762337856,1.0272257949298265,0.2290089987421511
315,315,315,11-11,11.426042313715794,-1.2200463069801226,0.29623187875597723
316,316,316,11-12,14.182369316130929,0.8821449433963323,0.5565552769775576
317,317,317,11-13,13.829646770213197,0.613131053103541,0.3395815861538685
318,318,318,11-14,15.158481768943693,1.6266048916856706,0.20562772286269226
319,319,319,11-15,11.856728982281954,-0.8915708592120413,0.177145061932052
320,320,320,11-16,13.318778225708725,0.2235026151827686,0.0596751046396923
321,321,321,11-17,11.201968902479686,-1.3909422725639642,0.1961337106712112
322,322,322,11-18,13.258231851855495,0.17732519964217416,0.1709998074745759
323,323,323,11-19,14.903168145918428,1.4318826892926546,0.29389892296986103
324,324,324,11-20,14.960753072152945,1.4758014725058586,0.09805596981254903
325,325,325,11-21,12.823577694696475,-0.15417616624033054,0.4185131725560965
326,326,326,11-22,11.778079528793626,-0.9515551037611036,0.3947814101052865
327,327,327,11-23,13.723009290833373,0.5318009438973209,0.0579492249672849
328,328,328,11-24,13.071533811951596,0.03493462493731349,-0.21275951355727493
329,329,329,11-25,12.253305588421506,-0.5891104215353546,-0.2309065612128881
330,330,330,11-26,12.83108440670294,-0.14845095864150046,-0.04544925069803657
331,331,331,11-27,12.680814668378133,-0.2630584521740095,-0.15718696389054956
332,332,332,11-28,13.23707425919934,0.1611887593280054,-0.14806275171992858
333,333,333,11-29,12.84396745482871,-0.13862533525775705,-0.07792204448191142
334,334,334,11-30,13.143314090869064,0.08967989796103948,-0.11022958153755044
335,335,335,12-01,12.805103314610367,-0.16826617810725186,-0.03986871506519202
336,336,336,12-02,12.576920652328914,-0.3422961809753344,-0.14080594276630415
337,337,337,12-03,13.234344389719205,0.15910674666014105,0.0005214347682380993
338,338,338,12-04,12.442999963023825,-0.4444346068786675,-0.17493325668912227
339,339,339,12-05,13.95579151025436,0.7093389299494964,-0.11307713891583206
340,340,340,12-06,11.763010076157553,-0.9630482507831228,-0.2693477253587277
341,341,341,12-07,13.291726083074154,0.20287052853248952,-0.4128083445594533
342,342,342,12-08,11.347538205745135,-1.2799196996327091,-0.4162294509150637
343,343,343,12-09,12.10573809831158,-0.7016569685442117,-0.6379468986733344
344,344,344,12-10,12.416086081165323,-0.4649612450123301,-0.6305399922879465
345,345,345,12-11,12.211537875710164,-0.6209657566001284,-0.6686602953706299
346,346,346,12-12,11.821280291307811,-0.9186068124707952,-0.3441838269103649
347,347,347,12-13,12.991833233529947,-0.0258512899636106,-0.04300577330414599
348,348,348,12-14,13.900198202323008,0.6669391111288813,-0.12054509875582647
349,349,349,12-15,14.47510920536284,1.1054113530931018,-0.07352991317182346
350,350,350,12-16,11.806083342965598,-0.9301971977224128,-0.044416783851620616
351,351,351,12-17,12.58140686510551,-0.33887464309611026,-0.12393717467577445
352,352,352,12-18,12.050313604396838,-0.7439280365495782,-0.5216506582100456
353,353,353,12-19,12.366245431948235,-0.5029736349085335,-0.8458164115359824
354,354,354,12-20,10.771381791274418,-1.7193417900767458,-0.6411360700049454
355,355,355,12-21,11.924893608212436,-0.8395831668625189,-0.5876149009531938
356,356,356,12-22,13.416305872788765,0.2978848514638097,-0.6080684333163712
357,357,357,12-23,13.002458499009185,-0.017747628785600232,-0.7660398127477709
358,358,358,12-24,11.889405437157626,-0.8666492307286424,-0.4746533361710605
359,359,359,12-25,11.123482827953305,-1.450801911496932,-0.5039864451615257
360,360,360,12-26,13.063722452619574,0.02897706938351622,-0.8130911212413511
361,361,361,12-27,11.694129712603807,-1.0155818208053102,-1.059825166151669
362,362,362,12-28,10.98457593832433,-1.5567432050151429,-1.0347085310892568
363,363,363,12-29,11.061399015635443,-1.4981518982475095,
364,364,364,12-30,12.086998285343828,-0.7159494203541679,
365,365,365,12-31,,,
