,unnamed: 0,unnamed: 0,mth_day,nature,nature_norm,nature_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.3822140034209139,-0.6415270979653325,
2,2,2,01-03,0.48101353084772996,-0.1514400129124155,
3,3,3,01-04,0.4400457973191501,-0.3546571499692562,
4,4,4,01-05,0.3663216716691702,-0.720359727490563,-0.5254378736270896
5,5,5,01-06,0.38588543821314975,-0.6233152418750136,-0.5472761044545179
6,6,6,01-07,0.37822222121639226,-0.6613280115499574,-0.6697612439799897
7,7,7,01-08,0.35579902186283424,-0.7725564829299024,-0.5656319242373277
8,8,8,01-09,0.3328585485475836,-0.8863508500652448,-0.454155896607248
9,9,9,01-10,0.5659980359594317,0.2701187684867159,-0.15680160894878378
10,10,10,01-11,0.501160305681507,-0.05150356171008533,0.0802397363890635
11,11,11,01-12,0.7455577984324153,1.1608104840757718,0.3876097064326055
12,12,12,01-13,0.6649415445480888,0.7609200604771262,0.47107353674243896
13,13,13,01-14,0.7275861027105276,1.0716633373313496,0.34372889176363675
14,14,14,01-15,0.4338143244903811,-0.385567868206244,0.34252085657234965
15,15,15,01-16,0.4119651165706318,-0.4939491013860973,0.3039952648175372
16,16,16,01-17,0.4996990963211186,-0.05875177285780811,0.2284836222362547
17,17,17,01-18,0.6989581996023063,0.9296569335468972,0.1533167841511945
18,18,18,01-19,0.5736045373533638,0.3078502049894309,0.15151414930434132
19,19,19,01-20,0.6366661624696611,0.6206623088209884,0.274786927544154
20,20,20,01-21,0.4316339021561793,-0.3963836772873631,0.1594389115686232
21,21,21,01-22,0.5610728070950918,0.2456875680527787,-0.0021194741376767134
22,22,22,01-23,0.3601770013843862,-0.7508398687109927,-0.23751126958831506
23,23,23,01-24,0.5035411892818052,-0.03969338069090225,-0.4661245530579545
24,24,24,01-25,0.2888804685912375,-1.1045005677143989,-0.42033920197974056
25,25,25,01-26,0.36014121342488936,-0.7510173919968482,-0.368413029056077
26,26,26,01-27,0.4870147255350687,-0.12167157081807993,-0.3530448097006819
27,27,27,01-28,0.6238814160432808,0.5572446055947602,-0.3910032984827436
28,28,28,01-29,0.3787660177777571,-0.6586305525786227,0.018047350513083368
29,29,29,01-30,0.4576275441209802,-0.26744431338327224,0.12442531636473353
30,30,30,01-31,0.7836579730021901,1.349803326260563,0.10628875841600972
31,31,31,02-01,0.4888133585433535,-0.11274959688694745,0.07692668921713812
32,32,32,02-02,0.4650771955433593,-0.2304909185104225,0.214895556161151
33,33,33,02-03,0.5883657864795013,0.38107219040153056,0.2093076191170772
34,34,34,02-04,0.5456497321552934,0.16918264908545472,-0.12255574860098832
35,35,35,02-05,0.4508685142740417,-0.3009719356477151,-0.019006738477416588
36,36,36,02-06,0.3822442867311928,-0.64137688004783,-0.04211938398417275
37,37,37,02-07,0.6140636690829854,0.508544463854483,-0.2750939904857464
38,38,38,02-08,0.4371207136449905,-0.3691667915509593,-0.3384931422415733
39,39,39,02-09,0.306565489428394,-1.0167754486079117,-0.3267396945552173
40,40,40,02-10,0.4689636929947999,-0.2112122614495066,-0.3629757030154183
41,41,41,02-11,0.465085192645671,-0.2304512495295791,-0.5734449661483965
42,42,42,02-12,0.3384141109821371,-0.8587929308090356,-0.7274364231807834
43,43,43,02-13,0.35948527634901023,-0.7542711149433863,-0.6587294112973406
44,44,44,02-14,0.2508564722897149,-1.2931155337452809,-0.5885577055829195
45,45,45,02-15,0.3896717843546496,-0.6045333773072548,-0.6572189632834451
46,46,46,02-16,0.5538416451967415,0.20981797283701933,-0.6451087959095307
47,47,47,02-17,0.38203424084256105,-0.6424187957327321,-0.5280269748176559
48,48,48,02-18,0.3530622686270977,-0.7861319265655491,-0.5455272264647367
49,49,49,02-19,0.501104538887617,-0.05178018839213682,-0.4860934856429061
50,50,50,02-20,0.229688602594941,-1.3981170436277666,-0.4857695000992234
51,51,51,02-21,0.4615613609482141,-0.2479309323762707,-0.3052982888047375
52,52,52,02-22,0.5542335300627406,0.2117618860991156,-0.2382524265137694
53,53,53,02-23,0.6003277352093634,0.4404084720341834,-0.3836898499652681
54,54,54,02-24,0.4341592782684247,-0.3838567528197399,-0.20780692355732253
55,55,55,02-25,0.32518704407384985,-0.9244047291011288,-0.2206973526466101
56,56,56,02-26,0.4424322215336956,-0.34281948518009386,-0.11863903323150805
57,57,57,02-27,0.44596941811365054,-0.32527350691199586,-0.22074653206107286
58,58,58,02-28,0.6776807381494223,0.824111802589728,-0.2774005086945931
59,59,59,02-29,0.4768210409245398,-0.17223652094320532,-0.14365101548327844
60,60,60,03-01,0.36563203538908257,-0.7237806126208611,-0.2289052881259757
61,61,61,03-02,0.4869671087914566,-0.12190776983324095,0.05248248178282422
62,62,62,03-03,0.33931077101876184,-0.8543451210362777,-0.18220268929244296
63,63,63,03-04,0.7863290750632712,1.3630531125408039,-0.22421065292391265
64,64,64,03-05,0.39381138467954735,-0.5839992238618751,-0.04292242452960978
65,65,65,03-06,0.4260092515728092,-0.4242843027320234,-0.041828982597940136
66,66,66,03-07,0.5849137733455257,0.363948757744956,-0.040254510508010335
67,67,67,03-08,0.4882897089914511,-0.11534711824322312,-0.3670760063778584
68,68,68,03-09,0.34121521334963834,-0.8448982884966989,-0.35592459020658945
69,69,69,03-10,0.3910139117422921,-0.5978758626782846,-0.3198158775849569
70,70,70,03-11,0.4072998606846904,-0.5170907268342609,-0.2349964336641027
71,71,71,03-12,0.4696854534374978,-0.2076320270022285,-0.04453457289693092
72,72,72,03-13,0.687509265839447,0.8728654212700815,0.12663249030569265
73,73,73,03-14,0.7186676447976572,1.0274240463598074,-0.003090790311435406
74,74,74,03-15,0.548254641294929,0.18210409071904265,0.115745857669029
75,75,75,03-16,0.2341038537694978,-1.376215546381053,0.07738309050414525
76,76,76,03-17,0.5510417182387091,0.1959291610485253,-0.0009041380813242057
77,77,77,03-18,0.4232828031868848,-0.4378086299915309,0.06838981802105575
78,78,78,03-19,0.5928149787582315,0.4031420497572647,0.4652028979940102
79,79,79,03-20,0.8024838928717372,1.4431877829740871,0.6996590634293326
80,80,80,03-21,1.0282298861909347,2.5629825705567693,0.9135604493984096
81,81,81,03-22,0.5176962077056817,0.030521446230881856,0.9463984158128232
82,82,82,03-23,0.8097715215030074,1.4793374768629872,1.429249004415853
83,83,83,03-24,0.4630027916830283,-0.2407808315050485,1.4926589113312905
84,84,84,03-25,1.1768590569643114,3.3002455813754423,1.102142227746706
85,85,85,03-26,0.8791829412061427,1.8236472244667112,1.295793148264553
86,86,86,03-27,0.555870605966951,0.2198824690492636,1.1600386483433478
87,87,87,03-28,0.7519315509716485,1.1924269693379637,1.4335559504640596
88,88,88,03-29,0.6455662504724852,0.6648104773357559,0.7948038505329427
89,89,89,03-30,0.7938425262946777,1.4003229812192224,0.5620701249240213
90,90,90,03-31,0.4042403831716742,-0.5322670182112591,0.5120854736134514
91,91,91,04-01,0.5976740076994261,0.4272448708131829,0.3219373547458256
92,92,92,04-02,0.4954104133355301,-0.08002543881415615,0.25236941875628743
93,93,93,04-03,0.5219331095739407,0.05153825613220852,0.0968514484532258
94,94,94,04-04,0.5614186031324225,0.24740286139852685,0.18138782353425176
95,95,95,04-05,0.6057318524050234,0.4672151594008526,0.05190714969541599
96,96,96,04-06,0.5064934826282282,-0.02504876772510321,0.2550154195275761
97,97,97,04-07,0.4410574008594227,-0.3496391722198319,0.43008054472945895
98,98,98,04-08,0.7410851314162432,1.1386241801788044,0.4321360722385865
99,99,99,04-09,0.7336875364876166,1.1019290073435055,0.9195744910607088
100,100,100,04-10,0.5639049181491836,0.2597360264532923,1.0611594352676783
101,101,101,04-11,1.1953252560847,3.3918456723335866,1.1748986128930845
102,102,102,04-12,0.6777511142414788,0.8244608975167148,0.9713483593890904
103,103,103,04-13,0.5786334848905874,0.33279589353260325,0.6613981054398415
104,104,104,04-14,0.4948758008647342,-0.08267734084515929,0.5986311935308616
105,105,105,04-15,0.3587794083205475,-0.7577725163519871,-0.0943843186586532
106,106,106,04-16,0.4879836206029132,-0.11686544500058745,-0.3862532231604628
107,107,107,04-17,0.3570709067004403,-0.7662474008035018,-0.3609439652148077
108,108,108,04-18,0.324713737234317,-0.9267525294941428,-0.3553726115166884
109,109,109,04-19,0.6092469346322894,0.4846514412065342,-0.16672900282136446
110,110,110,04-20,0.5016147719083281,-0.04924921865644335,-0.14696688661390736
111,111,111,04-21,0.5869580315851223,0.3740891358199562,-0.0830766223803459
112,112,112,04-22,0.511887385486329,0.0017072522441551135,0.02215340073326884
113,113,113,04-23,0.4343509833150122,-0.3829058154021331,-0.0011411665452610205
114,114,114,04-24,0.4519973593311794,-0.2953723908124544,-0.08951567564355843
115,115,115,04-25,0.5810704046776294,0.344884037535355,-0.2005830460422008
116,116,116,04-26,0.3947191608818201,-0.5794962732462278,-0.34757552715188283
117,117,117,04-27,0.4526136992090898,-0.2923150865718981,-0.2342994690209113
118,118,118,04-28,0.334088931556081,-0.8802476344139372,-0.01926869939275545
119,119,119,04-29,0.5713668895093669,0.29675053338369656,-0.1597744647573735
120,120,120,04-30,0.7120932370161718,0.9948122269564802,0.1119982821818691
121,121,121,05-01,0.4111181209858224,-0.4981505546523533,0.11223685456221356
122,122,122,05-02,0.7234487248798461,1.0511402083892278,0.25352740947431995
123,123,123,05-03,0.4529022704343354,-0.2908836522898313,0.2206348878456845
124,124,124,05-04,0.5049904771907484,-0.03250430494129891,0.04418606811090806
125,125,125,05-05,0.5315809123812251,0.0993954036118838,0.14570151270616738
126,126,126,05-06,0.4986651275657909,-0.06388069145217838,0.0351178840890638
127,127,127,05-07,0.5339086811751624,0.11094211291920254,0.042524285162075764
128,128,128,05-08,0.5896895145468579,0.3876384366866064,-0.21722615369841464
129,129,129,05-09,0.4618608692009366,-0.2464452458517595,-0.4662269840538832
130,130,130,05-10,0.19080279841663586,-1.5910069381042415,-0.5698969462185611
131,131,131,05-11,0.23039569303986546,-1.3946095785209274,-0.5726061394770545
132,132,132,05-12,0.3732685164416255,-0.6859004644402457,-0.8748197567513826
133,133,133,05-13,0.5306317083047001,0.0946869533682421,-1.0243644171376978
134,134,134,05-14,0.22413942992757094,-1.4256432669593628,-0.8377104338487483
135,135,135,05-15,0.2809753626125355,-1.1437132081696502,-0.4044875786132354
136,136,136,05-16,0.41657482021096415,-0.4710830383705455,-0.2680378991973395
137,137,137,05-17,0.7544112976927776,1.20472755289215,-0.3842337099963126
138,138,138,05-18,0.5383146593210132,0.13279761205513035,-0.2601995687467006
139,139,139,05-19,0.3900841418083329,-0.6024879114255968,-0.1854952083450324
140,140,140,05-20,0.3741680462368063,-0.6814384194616908,-0.1913572060190432
141,141,141,05-21,0.3713359013352863,-0.6954870457596409,-0.5119466781838783
142,142,142,05-22,0.40948429343358345,-0.5062550244146102,-0.6850079764965269
143,143,143,05-23,0.366634235445017,-0.718809280096861,-0.4710725114158696
144,144,144,05-24,0.3289840116384932,-0.9055701778207608,-0.4382164189493452
145,145,145,05-25,0.6488551663194906,0.6811248790583471,-0.3963012392924993
146,146,146,05-26,0.4139099595553409,-0.4843018646625439,-0.401714205628212
147,147,147,05-27,0.42203546149601934,-0.4439959678185669,-0.23134212629918416
148,148,148,05-28,0.4029369038092935,-0.5387328224288855,-0.022924944460009568
149,149,149,05-29,0.5727120706438097,0.30342319587730604,-0.1451035674149261
150,150,150,05-30,0.5810802578121608,0.3449329132142868,-0.15302510771350208
151,151,151,05-31,0.5010709388493686,-0.05194685867115215,-0.30085209308875066
152,152,152,06-01,0.4043282611772992,-0.5318311064539998,-0.18087694881056213
153,153,153,06-02,0.2432276119348125,-1.3309578800700583,-0.379572975998292
154,154,154,06-03,0.5480558582053582,0.18111804324024555,-0.4885169063634398
155,155,155,06-04,0.3323742916678896,-0.8887529672490729,-0.6215224262439586
156,156,156,06-05,0.4493043857554505,-0.3087306689765997,-0.6411834443708333
157,157,157,06-06,0.3401907657927655,-0.8499799779542654,-0.05491153256262304
158,158,158,06-07,0.3805467820209301,-0.6497972152152475,-0.12367536479636446
159,159,159,06-08,0.9523675537557178,2.186673590779203,0.0952970262572655
160,160,160,06-09,0.4648808347947706,-0.2314649501622027,0.10135040950407856
161,161,161,06-10,0.5972378567212223,0.4250813790727065,0.19892573852437487
162,162,162,06-11,0.4566264077677705,-0.2724103694957213,0.3884402539103745
163,163,163,06-12,0.458215460053139,-0.26452800383248704,-0.07115688300028289
164,164,164,06-13,0.6097788323856577,0.4872898771007498,-0.03224404670351313
165,165,165,06-14,0.3964502731125724,-0.5709092306847411,0.01842791694283295
166,166,166,06-15,0.5119488350038696,0.002012067618415832,-0.0005322071166207384
167,167,167,06-16,0.6585294052815021,0.7291131609507829,0.2398002861682865
168,168,168,06-17,0.4336927126654942,-0.38617111385244346,0.010459010261098413
169,169,169,06-18,0.7489156741911234,1.1774669558769562,0.01923617128588636
170,170,170,06-19,0.3323733217713967,-0.8887577783423787,-0.0280575380427185
171,171,171,06-20,0.4070669090678473,-0.5182462645360134,-0.21364051314489246
172,172,172,06-21,0.454743538952175,-0.2817501883532133,-0.07835373339085851
173,173,173,06-22,0.4340528483865872,-0.3843846896622606,-0.031231133605415923
174,174,174,06-23,0.597332240999742,0.4255495646717602,0.05504647252547473
175,175,175,06-24,0.8059140003896847,1.4602025545896116,-0.0082245468590915
176,176,176,06-25,0.4367325710545549,-0.3710921415570347,0.03870995228665949
177,177,177,06-26,0.3305358556408864,-0.8978723808434108,0.2223133454632832
178,178,178,06-27,0.5115143432892916,-0.0001431934787073447,0.045042583046558914
179,179,179,06-28,0.6561349521561856,0.7172356693974818,-0.2778360029875455
180,180,180,06-29,0.3829099300979238,-0.6380750098285857,-0.248224142565154
181,181,181,06-30,0.4153680828661045,-0.4770689616150151,-0.2339179410611997
182,182,182,07-01,0.4725503418776145,-0.1934209790226857,-0.39388631015113146
183,183,183,07-02,0.3478402816211492,-0.8120351718196845,-0.4440701816249544
184,184,184,07-03,0.31802057757272856,-0.959953408018298,-0.4988136617065434
185,185,185,07-04,0.5954337877638235,0.4161324405545445,-0.626237434721713
186,186,186,07-05,0.3166935763920149,-0.9665358903181194,-0.6834741052673049
187,187,187,07-06,0.2612394521700155,-1.241611599706033,-0.6003194442024906
188,188,188,07-07,0.4033182869160571,-0.5368410022962371,-0.3910483965511955
189,189,189,07-08,0.4484220941247815,-0.3131072054307993,-0.5815123132992499
190,190,190,07-09,0.5711496386231356,0.2956728778894726,-0.3140039989861048
191,191,191,07-10,0.3650533650942113,-0.7266510599337819,-0.09942795451484764
192,192,192,07-11,0.6402649886118961,0.6385139955607515,0.017745530527848927
193,193,193,07-12,0.5207853056003697,0.04584466712150985,-0.028317161990452533
194,194,194,07-13,0.5450484238926908,0.1661999079599423,-0.22427526638683035
195,195,195,07-14,0.3927058054289854,-0.5894833605406079,-0.12748696528587716
196,196,196,07-15,0.33412358304699635,-0.8800757484887942,-0.2017478586883514
197,197,197,07-16,0.4821260899327289,-0.1459212533280628,-0.25464106834288397
198,198,198,07-17,0.5504408565558708,0.1929486351459059,-0.3816073901161097
199,199,199,07-18,0.4568069930432323,-0.27151459080568563,-0.18046577653058152
200,200,200,07-19,0.3914731148559962,-0.5955980226794121,-0.2553074973349286
201,201,201,07-20,0.6360017049645342,0.6173663209725608,-0.3782221791625837
202,202,202,07-21,0.2435968965931292,-1.3291260733148766,-0.5136637838323443
203,203,203,07-22,0.3334515439334781,-0.8834093442939936,-0.6329970798227128
