,unnamed: 0,unnamed: 0,mth_day,tense,tense_norm,tense_ravg
103,103,103,04-13,10.65732290935884,-0.7407128085609139,-0.5353713103315365
104,104,104,04-14,10.395378834462985,-0.9519726902625932,-0.4389586808835755
105,105,105,04-15,12.22744518346743,0.5256027056083925,-0.495811454572971
106,106,106,04-16,10.748731299191975,-0.6669912493679233,-0.3194670929128843
107,107,107,04-17,10.998649412077565,-0.4654303971733914,-0.31342052074379123
108,108,108,04-18,12.05026045881772,0.38270188227912455,0.031272459255038965
109,109,109,04-19,10.702306284537308,-0.7044333755463558,-0.04084074826419438
110,110,110,04-20,12.95971664554978,1.1161851897303878,0.03125640666522498
111,111,111,04-21,11.690960150552206,0.09292346049299244,-0.01763611285874502
112,112,112,04-22,11.285096909126706,-0.23440831979140714,-0.1079339261279816
113,113,113,04-23,10.634914309334713,-0.7587855143172114,0.11993567309936592
114,114,114,04-24,11.378491347576912,-0.15908499733629494,0.0233332366946134
115,115,115,04-25,12.39753845694147,0.6627842198177293,0.2327377934206357
116,116,116,04-26,12.241044393168385,0.5365705713018728,0.3002148705334773
117,117,117,04-27,13.248821939986474,1.3493508008491264,0.6276656715595039
118,118,118,04-28,11.787091525386849,0.17045414288564226,0.8694367282400745
119,119,119,04-29,13.070979210756693,1.2059192918389483,0.9610792103821678
120,120,120,04-30,13.17714318630743,1.2915413427471278,0.7714047033461154
121,121,121,05-01,13.079311210362832,1.2126391126702896,0.6240421703957834
122,122,122,05-02,10.829963987082223,-0.6014764709144417,0.6536168042844105
123,123,123,05-03,12.15252077602502,0.4651756031471341,0.4711135681247411
124,124,124,05-04,12.007111532553553,0.3479019462174046,0.41195369189404907
125,125,125,05-05,11.713249357565218,0.11089987488093232,0.09355645282847463
126,126,126,05-06,12.737024250557438,0.9365820853629756,0.1785021979189668
127,127,127,05-07,10.710600135700778,-0.6977443217231567,0.044653441049105264
128,128,128,05-08,11.461916474270186,-0.0918020003714889,0.2391103052134837
129,129,129,05-09,11.156755129131039,-0.33791693807203504,0.329909314572051
130,130,130,05-10,13.453770206611194,1.514643131203676,0.3154967128077483
131,131,131,05-11,12.3887471089502,0.6556939310323358,0.6187160957234608
132,132,132,05-12,12.629801934453225,0.8501064747771591,0.577022169668704
133,133,133,05-13,12.966395796720061,1.121571975771118,0.7943964516941309
134,134,134,05-14,11.1517351904064,-0.34196555670002904,0.7000764860307487
135,135,135,05-15,12.77390756013656,0.9663287540805258,0.7295766707713258
136,136,136,05-16,12.752078358138276,0.9487233372233832,0.8360645867942709
137,137,137,05-17,12.608213252892453,0.8326950394757989,1.006446250145972
138,138,138,05-18,13.42201705146083,1.4890339709148293,1.055594798625244
139,139,139,05-19,14.233947406416645,2.143861955881325,0.9859561303652788
140,140,140,05-20,11.517375016392586,-0.04707426582439568,1.0406159883224688
141,141,141,05-21,12.255831821740713,0.5484967445207328,1.1321894222960336
142,142,142,05-22,13.158719481229124,1.276682484966524,0.934500628199766
143,143,143,05-23,13.289472323588553,1.3821356433171876,0.7628213029670752
144,144,144,05-24,11.951314487309592,0.3029012063372244,1.0007244394532846
145,145,145,05-25,12.956741862289945,1.1137860044851795,0.7967816813836527
146,146,146,05-26,13.287251525829475,1.3803445530928602,0.4744436832579155
147,147,147,05-27,10.738602994460683,-0.6751598038970584,0.5999695224436469
148,148,148,05-28,10.76069119371756,-0.6573455037878984,0.6428980608161888
149,149,149,05-29,14.22331975991715,2.135290678431576,0.518584843771113
150,150,150,05-30,12.270680649404838,0.5604724365724761,0.4305741847175661
151,151,151,05-31,12.031915708628194,0.36790670221472505,0.4890676353288999
152,152,152,06-01,12.632497661128069,0.8522805987715791,0.735122083050145
153,153,153,06-02,11.17376406766876,-0.32419910022905635,0.3445298654863833
154,154,154,06-03,12.591209250336554,0.8189811825395731,0.38906939819370656
155,155,155,06-04,11.317515318473651,-0.2082626269509948,0.434102069536748
156,156,156,06-05,12.602031777617295,0.8277096328164162,0.2837924141441901
157,157,157,06-06,12.366935533689894,0.6381027302729734,0.385110487112646
158,158,158,06-07,11.514271427754036,-0.0495773335837683,0.5169080987382318
159,159,159,06-08,11.927518221467727,0.2837093375816789,0.7256539975091937
160,160,160,06-09,13.571715435590372,1.6097668522930886,0.7971089855014988
161,161,161,06-10,12.870477032778053,1.0442127656747762,0.8052163905047128
162,162,162,06-11,13.133619997081597,1.2564395607702472,1.1408629953184215
163,163,163,06-12,12.427250441175413,0.6867471602922581,1.5430210313454542
164,164,164,06-13,14.011308877978935,1.9643022952984843,1.537243905337798
165,165,165,06-14,14.919366381009665,2.6966575537438726,1.5716415087634734
166,166,166,06-15,13.52873660074176,1.575104096247152,1.5835640963410074
167,167,167,06-16,13.12637744326952,1.2505983862288288,1.7845492973556971
168,168,168,06-17,13.222317893195312,1.327975086235451,1.4144979969140457
169,169,169,06-18,13.922476570911504,1.8926583663803973,1.0681374112524795
170,170,170,06-19,11.2583182549393,-0.2560055073514255,0.969277691073232
171,171,171,06-20,12.342622444753301,0.618494039774476,1.0572262576934424
172,172,172,06-21,12.79327132248177,0.9819457751716668,1.1085926441551894
173,173,173,06-22,13.780669372324345,1.7782897859500904,0.9898541702298344
174,174,174,06-23,13.604457288732762,1.6361734050059344,1.184774225129284
175,175,175,06-24,13.039123627899535,1.1802275228282673,1.3000079051930158
176,176,176,06-25,12.708422828927052,0.9135148220452712,1.426073388946732
177,177,177,06-26,13.199901530910232,1.3098961201568682,1.4686986745431203
178,178,178,06-27,13.731133435785324,1.7383386776939649,1.480888093524172
179,179,179,06-28,14.097779490330119,2.034041499528417,1.5643919320595596
180,180,180,06-29,13.69514027272738,1.7093099188922476,1.5106447167599235
181,181,181,06-30,13.66034907475345,1.6812505540405918,1.3825912961484257
182,182,182,07-01,12.308571296023926,0.5910315302474568,1.1482690775486903
183,183,183,07-02,12.247250193728426,0.5415755964878776,0.914420482361078
184,184,184,07-03,11.987897106646605,0.33240536609555416,0.8156070928995942
185,185,185,07-04,12.358066674852536,0.6309499284027437,0.6972076200146308
186,186,186,07-05,12.960019671087661,1.116429582123345,0.6102619472235579
187,187,187,07-06,12.77951812446056,0.9708537167308104,0.37003708249425604
188,188,188,07-07,11.661740379278,0.06935749350101962,0.2670776087907488
189,189,189,07-08,10.460101224838342,-0.8997735918879336,0.5341140006420518
190,190,190,07-09,11.221931778810813,-0.2853514761254897,0.3994135053797902
191,191,191,07-10,14.344679563118525,2.2331682795105623,0.1395534986695549
192,192,192,07-11,11.95791753029469,0.30822661054977457,0.1119233984151533
193,193,193,07-12,10.846293836578088,-0.5883063235306012,0.10172851585225562
194,194,194,07-13,11.456186698414752,-0.09642310802539014,0.023922881871885748
195,195,195,07-14,10.384256562043882,-0.9609428872653196,-0.35829332177626155
196,196,196,07-15,10.643098031943907,-0.7521852800077089,-0.2616647665959336
197,197,197,07-16,11.50118834078982,-0.060128942378321226,-0.17144583493373894
198,198,198,07-17,12.676784092881613,0.8879979416317424,0.016253339931464796
199,199,199,07-18,11.517476109387955,-0.04699273355743348,0.3016695692442441
200,200,200,07-19,12.852571652985823,1.0297719411658324,0.5057532970214847
201,201,201,07-20,12.507605951773446,0.7515544886113564,0.5213601342732727
202,202,202,07-21,12.161375601067885,0.4723170866557349,0.4747767869113016
203,203,203,07-22,11.617295152354052,0.03351208113240574,0.4645883992267206
204,204,204,07-23,12.330228038831141,0.6084978574599158,0.4843755311481409
205,205,205,07-24,11.441679765134964,-0.10812305966491892,0.2909690317671165
206,206,206,07-25,12.99977769866518,1.148494732694354,0.15980406903228664
207,207,207,07-26,11.068761449415494,-0.4088845076747904,-0.06810345608850189
208,208,208,07-27,11.185575996933627,-0.3146726897532439,-0.119141878458282
209,209,209,07-28,9.92178083088329,-1.3339330695923255,0.05079511138226379
210,210,210,07-29,11.950528526814713,0.3022673232412351,-0.06291364364391487
211,211,211,07-30,12.705923233487187,0.9114988793783558,0.0033648961342670203
212,212,212,07-31,12.153843267490444,0.4662422025372819,0.05190537720033327
213,213,213,08-01,11.561839566693626,-0.01121326900569897,0.2110893999332223
214,214,214,08-02,11.546692115302152,-0.023429803356846395,0.02136393524552572
215,215,215,08-03,11.106027775559197,-0.3788289331949914,-0.11099834262869386
216,216,216,08-04,10.539069022109027,-0.8360854648849443,-0.16959546143061846
217,217,217,08-05,11.721216222872725,0.11732521213303827,-0.31928278509347485
218,218,218,08-06,11.717910956466785,0.11465948972573466,-0.3680912440772655
219,219,219,08-07,10.448243160087511,-0.9093372109828376,-0.2540988236308797
220,220,220,08-08,11.183582379578962,-0.31628055725959064,-0.048171730540666
221,221,221,08-09,11.954072531007835,0.3051255894833237,-0.1637425921573578
222,222,222,08-10,12.071060277458114,0.3994770936563377,-0.30468036635970736
223,223,223,08-11,10.861428680043831,-0.5760999575671124,0.026329869022919044
224,224,224,08-12,10.669406680578359,-0.7309671554883628,0.11019207642575486
225,225,225,08-13,12.910788415437045,1.0767242013129208,0.040713433329271936
226,226,226,08-14,11.807473905785926,0.18689268715742435,0.1719820973892182
227,227,227,08-15,11.43718729720957,-0.1117462690955738,0.2772738157072199
228,228,228,08-16,13.047631365911712,1.1870890780160148,0.30980632734636265
229,229,229,08-17,11.644744703706596,0.0556503523408977,-0.06517507950149498
230,230,230,08-18,10.911431771098504,-0.5357720856535062,0.04854562795114209
231,231,231,08-19,10.121120346079358,-1.1731642397742246,0.2799015994322477
232,232,232,08-20,12.653497256842645,0.8692169318732467,0.02779799691409564
233,233,233,08-21,13.158356279217069,1.2763895597910602,0.16109531404877758
234,234,234,08-22,11.172110720696692,-0.3255325370928976,0.4917349448823679
235,235,235,08-23,12.636407923671367,0.8554342551489892,0.9233847410308448
236,236,236,08-24,13.371219919941087,1.4480656993480354,0.9579460613822848
237,237,237,08-25,13.332371974746716,1.4167345371166382,1.0997688646059467
238,238,238,08-26,12.910615636737068,1.0765848539818856,1.16983855722489
239,239,239,08-27,14.213444714096113,2.127326379133032,1.0417191419178355
240,240,240,08-28,11.693393057791564,0.09488561862076328,0.8910736633407931
241,241,241,08-29,11.683265620026752,0.08671776330666288,0.6927273138308415
242,242,242,08-30,12.250495335455241,0.5441928278857805,0.4583357138575213
243,243,243,08-31,11.856777537804218,0.22665644005692906,0.196652107839004
244,244,244,09-01,11.166863145999496,-0.3297647458580356,0.0579189076903664
245,245,245,09-02,12.266653788858525,0.5572247430219278,0.1364244586535142
246,246,246,09-03,10.661289674672387,-0.7375135822710623,0.13403957782657513
247,247,247,09-04,12.2673063878883,0.5577510690855498,0.15636130129867964
248,248,248,09-05,12.232753053383016,0.5298835429241462,0.20213884485672007
249,249,249,09-06,12.022839636046937,0.3605867808895562,0.03805359111355757
250,250,250,09-07,11.507424435773814,-0.055099484509793184,0.2401213528865917
251,251,251,09-08,11.045944215902347,-0.4272867794370472,0.0704113503248925
252,252,252,09-09,12.164569497539766,0.4748929883671428,0.3181026006748632
253,253,253,09-10,11.004751587700376,-0.4605089462846457,0.5176518678581267
254,254,254,09-11,14.075448076501708,2.0160310450239702,0.4182321261044975
255,255,255,09-12,13.507383159429518,1.5578823839891376,0.4486712317304771
256,256,256,09-13,10.767792886131637,-0.6516179350315686,0.4751072392008977
257,257,257,09-14,11.272395446480436,-0.2446521456811697,0.28422001568913635
258,258,258,09-15,12.361239744583388,0.6335090331896656,-0.14077360918972925
259,259,259,09-16,9.584649197143284,-1.605832287355213,-0.3250509384717319
260,260,260,09-17,10.913714925593288,-0.5339307042492232,-0.22455351126556888
261,261,261,09-18,12.136454969347039,0.4522184082971217,0.13722384879359042
262,262,262,09-19,11.515441859146929,-0.048633371794590284,0.09283060698719314
263,263,263,09-20,13.963832224792585,1.9260120146737856,0.5641240156602609
264,264,264,09-21,12.0309769451459,0.36714958235128187,0.6429690505335622
265,265,265,09-22,13.090828835557833,1.2219281646831943,0.5665980611978477
266,266,266,09-23,11.500281278475642,-0.06086049500941607,0.4009411162842385
267,267,267,09-24,11.568294237949655,-0.0060075277171652425,-0.01267324482894531
268,268,268,09-25,10.283039715324527,-1.0425750412762462,-0.1007093554982773
269,269,269,09-26,10.886754921348095,-0.5556741520053167,-0.4617194584883626
270,270,270,09-27,11.376033733563359,-0.16106708166470998,-0.6592158075451647
271,271,271,09-28,10.405100053715637,-0.9441324532573168,-0.7382984503582427
272,272,272,09-29,10.031010406061377,-1.2458385893502288,-0.9378493508179272
273,273,273,09-30,10.979960204668979,-0.4805033845956336,-1.1850396887183243
274,274,274,10-01,8.798484041208614,-2.2398804440343523,-1.425929641425412
275,275,275,10-02,9.047786428240224,-2.0388161794077004,-1.3604524535227591
276,276,276,10-03,9.583936853494057,-1.6064067979072352,-1.2027761943864157
277,277,277,10-04,10.89221652676646,-0.5512693258413985,-1.2096122600518149
278,278,278,10-05,11.204040368015974,-0.2997810345321705,-0.901004641339512
279,279,279,10-06,10.929103405482303,-0.5215197785880317,-0.635387196573472
280,280,280,10-07,11.094365394684694,-0.3882347317605323,-0.6254763186183938
281,281,281,10-08,11.023843082774142,-0.4451115108114608,-0.7570582680505157
282,282,282,10-09,9.657668668633892,-1.5469415301767668,-0.6458428591806863
283,283,283,10-10,9.91331475688868,-1.3407610224341295,-0.6065740328078655
284,284,284,10-11,12.031425591066787,0.3675114186868058,-0.3214595465733785
285,285,285,10-12,11.221243199757106,-0.2859068203511064,-0.4873747448246846
286,286,286,10-13,13.215469971697436,1.3224521856463891,-0.3465679537016341
287,287,287,10-14,9.789519667451817,-1.440602700319297,-0.1980753897382536
288,288,288,10-15,10.705198498037047,-0.7021007834384643,-0.3928748764724349
289,289,289,10-16,11.018022768168207,-0.4498056386538464,-0.3503533839890918
290,290,290,10-17,10.582217981980993,-0.8012855017182824,-0.2689140993745713
291,291,291,10-18,11.537581150588744,-0.030777865451048263,-0.0117064992969342
292,292,292,10-19,13.821336203280056,1.811087893333512,0.21453563336241324
293,293,293,10-20,11.70301141938774,0.10264290014652597,0.4799896894569287
294,294,294,10-21,12.388323159413233,0.6553520125176203,0.712490218369382
295,295,295,10-22,12.992863895341241,1.1429186979132469,0.6540804853486096
296,296,296,10-23,12.311901880358924,0.5937176717564371,0.44119608399252375
297,297,297,10-24,11.103042893032237,-0.3812362635756827,0.4215750238594537
298,298,298,10-25,12.237586166392616,0.5337814851969965,0.4418388942582909
299,299,299,10-26,11.5570408620732,-0.015083460651894363,0.3842336199609894
300,300,300,10-27,12.539075893231244,0.7769352349106436,0.2772437930208633
301,301,301,10-28,12.56431039535671,0.7972870521294381,0.4675430136315471
302,302,302,10-29,11.515952805256992,-0.04822128988431957,0.7585468831469498
303,303,303,10-30,12.51877084558288,0.7605590600884196,0.8101778169334811
304,304,304,10-31,14.402504714410188,2.279804702289414,0.6596890300144782
305,305,305,11-01,11.941148353125007,0.29470214206729306,0.7627623786332495
306,306,306,11-02,11.419517013783533,-0.12599748660337307,0.7635578548036736
307,307,307,11-03,13.331122893770061,1.4157271438420655,0.7733531455064764
308,308,308,11-04,11.521870737271865,-0.0434484328617753,0.3094305211319044
309,309,309,11-05,12.591642751241851,0.8193308043052367,0.3666564791725959
310,310,310,11-06,10.951159905744893,-0.5037310439580175,0.4816310906527857
311,311,311,11-07,12.366879935995971,0.638057890311442,0.3247219785680299
312,312,312,11-08,12.274868763432352,0.5638501822777663,0.3541899752230141
313,313,313,11-09,12.163800109812115,0.4742724713335308,0.19258708001325486
314,314,314,11-10,11.741097418475555,0.1333595470681298,0.4921854104689069
315,315,315,11-11,11.38940064416764,-0.15028656695331846,0.6050300804354255
316,316,316,11-12,13.180016805959433,1.2938589387758943,0.7490796397779121
317,317,317,11-13,13.20638602044172,1.315125910110554,0.4840545540144365
318,318,318,11-14,13.3465231141928,1.4281475383326865,0.5528835606787833
319,319,319,11-15,10.192150300430706,-1.1158780432473236,0.4576671597451479
320,320,320,11-16,12.25314969261682,0.5463335870542112,0.3634044361492601
321,321,321,11-17,10.681039780100868,-0.7215849725551309,0.27057095079508336
322,322,322,11-18,12.478750808915398,0.7282825972005669,0.1750338930135972
323,323,323,11-19,12.515752818020554,0.7581249979854939,0.2925657427589175
324,324,324,11-20,12.635776728728604,0.8549251916437696,0.038519808264315225
325,325,325,11-21,11.066526582506194,-0.41068694477540174,0.2757780983457265
326,326,326,11-22,10.363179100295506,-0.9779420199134026,0.26745667234952125
327,327,327,11-23,12.446118965211127,0.7019647679333371,0.14098559591123164
328,328,328,11-24,12.416843695738034,0.6783540412233352,-0.03061036916270597
329,329,329,11-25,11.574873304545527,-0.0007014606442436479,-0.08485008436080828
330,330,330,11-26,11.35919134114537,-0.17465059879985598,-0.034979354331332625
331,331,331,11-27,10.663011104629199,-0.7361252359640156,-0.3868373819314471
332,332,332,11-28,10.734191584163092,-0.6787176397365486,-0.5284962202683275
333,333,333,11-29,9.828476899183393,-1.4091833976673498,-0.6104592259888401
334,334,334,11-30,11.3629750749639,-0.1715989887979475,-0.592025319846296
335,335,335,12-01,10.965110858324122,-0.4924794949673185,-0.4338227871804385
336,336,336,12-02,11.496330085681192,-0.06404716194459224,-0.4697483707907082
337,337,337,12-03,11.839956269935815,0.2130899600311298,-0.15454661554565774
338,338,338,12-04,10.466923789972773,-0.8942711413981678,-0.4497315416433833
339,339,339,12-05,12.173415224003794,0.4820271338029533,-0.3256855856839087
340,340,340,12-06,9.166951624594157,-1.9427085453843005,-0.4568008011135059
341,341,341,12-07,11.88794872749212,0.2517962407895288,-0.5510290783615722
342,342,342,12-08,10.52090057581404,-0.8507384545221757,-0.5162352568684817
343,343,343,12-09,11.138946535935412,-0.3522797034572676,-0.6373866139770202
344,344,344,12-10,10.725771858324032,-0.6855082124396249,-0.4494786991988051
345,345,345,12-11,11.272111675846359,-0.2448810088482779,-0.5456984403199939
346,346,346,12-12,10.564889496348577,-0.8152610567150087,-0.18727565637969468
347,347,347,12-13,11.172123530440283,-0.3255222059376037,0.09703328246711666
348,348,348,12-14,13.187381039722016,1.2997982491196196,0.04601889194698352
349,349,349,12-15,13.25405825627656,1.3535739296236005,0.3328414335014898
350,350,350,12-16,10.34625113086167,-0.9915945555604238,0.39128248842963015
351,351,351,12-17,13.405923302595275,1.4760542404787598,0.4569110216258456
352,352,352,12-18,10.999660772724843,-0.4646147271461671,-0.02539372921129664
353,353,353,12-19,11.660365934337781,0.06824899323968937,-0.4418818226089984
354,354,354,12-20,9.599282700606787,-1.5940302559032342,-0.3880648628218729
355,355,355,12-21,10.15560186830254,-1.1453546307626103,-0.6875610783007747
356,356,356,12-22,10.746621526743633,-0.6686927968376705,-0.7024910677214701
357,357,357,12-23,11.177826085087238,-0.32092305239465085,-0.9577713334954844
358,358,358,12-24,10.888589359576988,-0.5541946636703398,-0.7513865300194934
359,359,359,12-25,9.761212554565402,-1.4634326014043957,-0.6975598742177896
360,360,360,12-26,11.134679084916666,-0.3557214350472893,-0.8981591030690335
361,361,361,12-27,10.556044397527048,-0.8223946959523876,-1.136542325788649
362,362,362,12-28,9.254266830631618,-1.872288169945134,-1.100268279757105
363,363,363,12-29,9.404377981935527,-1.7512223887123444,
364,364,364,12-30,11.158449534275372,-0.3365503874810757,
365,365,365,12-31,,,
