,unnamed: 0,unnamed: 0,mth_day,scenic,scenic_norm,scenic_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.8988305977380573,-1.6912906851640257,
2,2,2,01-03,2.34620716247863,-0.7704296667707496,
3,3,3,01-04,2.971532235153325,0.5167130417079331,
4,4,4,01-05,2.4495072237984297,-0.5578011851644312,-0.8727666848099258
5,5,5,01-06,2.1370714688813237,-1.2009057421102742,-1.0037778105190716
6,6,6,01-07,1.97578748919444,-1.5328858713580094,-1.1633069167544428
7,7,7,01-08,1.5169403481226384,-2.477357439418898,-1.428376306450456
8,8,8,01-09,1.88118856294073,-1.7276043041829767,-1.5274115918199127
9,9,9,01-10,2.1988694948823224,-1.073703296468146,-1.3768067804003077
10,10,10,01-11,2.160824795907224,-1.152012897381172,-1.0195633652294245
11,11,11,01-12,2.5760762382472646,-0.2972768735926469,-0.5333520160367957
12,12,12,01-13,3.0171324608875567,0.6105746196672938,-0.2863157809486221
13,13,13,01-14,2.9342197776670003,0.43991065573687205,-0.05044010767990256
14,14,14,01-15,2.6012856460794502,-0.2453868936539356,-0.10972016768593768
15,15,15,01-16,2.8864341521220256,0.3415507431441719,0.19376424710324056
16,16,16,01-17,1.98802667063059,-1.5076932574173827,0.2325204587382705
17,17,17,01-18,3.460716670812741,1.5236296151424225,0.007524120342221922
18,18,18,01-19,3.1301046932482506,0.8431118894774737,-0.030698065141436817
19,19,19,01-20,2.2783677851928665,-0.9100673746394198,-0.039400138491659915
20,20,20,01-21,2.4898700706755186,-0.4747200065558881,-0.1117772536281938
21,21,21,01-22,2.8610680853402912,0.2893383030428333,-0.6202610689199838
22,22,22,01-23,1.777051347608804,-1.9419559482365856,-0.9868611087259138
23,23,23,01-24,1.9785142235313762,-1.5272732766083168,-1.200704344854877
24,24,24,01-25,2.061485673659626,-1.3564883493581068,-1.4588037488623995
25,25,25,01-26,1.655026474431516,-2.193126791413202,-1.7218961739347185
26,26,26,01-27,1.7375244566026598,-2.023316430601023,-1.5013114228703703
27,27,27,01-28,2.0941680885732232,-1.2892162473910795,-1.325291796594368
28,28,28,01-29,2.4200438048474058,-0.6184474418504982,-1.4043904804060243
29,29,29,01-30,2.49160178500298,-0.4711555189523025,-1.1663844219213992
30,30,30,01-31,1.8309173464158288,-1.8310804522280453,-0.9482165303896836
31,31,31,02-01,2.3488010877911707,-0.7650904405054497,-0.5238148396745129
32,32,32,02-02,2.373471900792129,-0.7143090814107309,-0.5003881207146351
33,33,33,02-03,3.331275751965419,1.2571938968999448,-0.3622000113290538
34,34,34,02-04,2.488331406399046,-0.4778871280912315,-0.09021923628603357
35,35,35,02-05,2.8944125486040937,0.3579731373611854,-0.025071002518068115
36,36,36,02-06,2.6237263961019304,-0.1991958019699239,0.17006416618431527
37,37,37,02-07,2.5387046178996457,-0.374201037897657,-0.2255379878802625
38,38,38,02-08,2.9422802205522425,0.4565019308035693,-0.2028812955252033
39,39,39,02-09,2.1781171591637642,-1.1164190274875216,-0.2269054371988101
40,40,40,02-10,2.5543744226093046,-0.3419469739608762,-0.4700626133154562
41,41,41,02-11,2.8243834925917204,0.21382828731954456,-0.6338896929771415
42,42,42,02-12,1.914936557221216,-1.6581388586698005,-0.6876236660806389
43,43,43,02-13,2.061157661432279,-1.3571635158677688,-0.5408481086966545
44,44,44,02-14,2.785648634568623,0.13409809218258534,-0.6819857687797772
45,45,45,02-15,2.605959862929641,-0.235765683183615,-0.8197682511082465
46,46,46,02-16,2.142965880414652,-1.1887729344596134,-0.6301488993598808
47,47,47,02-17,2.4227551096262414,-0.6128666066512709,-0.4696647473175388
48,48,48,02-18,2.467666572928899,-0.5204227481796062,-0.06504299527517875
49,49,49,02-19,2.528960167143368,-0.3942586036137173,-0.0952365194447352
50,50,50,02-20,3.96509886103514,2.5618286044367458,0.25592623308213874
51,51,51,02-21,2.5179473951375555,-0.4169268282009537,0.4256415263369333
52,52,52,02-22,3.1665860538329764,0.9182035807016304,0.38930940490222404
53,53,53,02-23,2.9174658859347846,0.40542515287749603,0.5175833420116337
54,54,54,02-24,2.361760430617275,-0.7384154767878616,0.2349076314888029
55,55,55,02-25,2.9028716620389914,0.3753850190427403,0.3538693066717864
56,56,56,02-26,3.1411146607051683,0.8657743412997613,0.3429073849723853
57,57,57,02-27,2.8647141570014036,0.2968432228969473,0.3145842936891978
58,58,58,02-28,3.1346326529947697,0.8524320505052237,0.526030305414532
59,59,59,02-29,2.8349056274722337,0.23548660517837144,0.29996098195251514
60,60,60,03-01,2.9781139636541702,0.5302605935641438,0.13617837856941756
61,61,61,03-02,2.2438919769169376,-0.9810309217293608,-0.03325797973436606
62,62,62,03-03,2.663697350151763,-0.11692127899882435,-0.3601165614993761
63,63,63,03-04,2.370816460784276,-0.7197749269257544,-0.4768194276476427
64,64,64,03-05,2.1818578050303294,-1.1087194400848366,-0.6294453393325284
65,65,65,03-06,2.4947231701201766,-0.4647305917112281,-0.6630785924394084
66,66,66,03-07,2.533217797808516,-0.3854948765451709,-0.7512413005005438
67,67,67,03-08,2.1458528878331595,-1.182830440370641,-0.6561064485806549
68,68,68,03-09,2.406707889096487,-0.6458975273656374,-0.27741772988233554
69,69,69,03-10,2.6481293389857044,-0.14896581540642098,-0.3384081282565737
70,70,70,03-11,3.285714660907638,1.1634128721050798,-0.3946934648969631
71,71,71,03-12,2.316939502258329,-0.8306729819566571,-0.1621842670402558
72,72,72,03-13,2.3691491269766485,-0.7232068963875072,-0.12323488680909155
73,73,73,03-14,2.823604453791808,0.21222474676960296,-0.2295729678224727
74,74,74,03-15,2.520243197325709,-0.412201245978652,-0.27073421939418635
75,75,75,03-16,2.338159662120391,-0.7869943014867082,-0.5006075187008466
76,76,76,03-17,3.165731868972072,0.9164453626747979,-0.34396538939560184
77,77,77,03-18,1.6468714360771963,-2.2099127777966183,-0.3552631253672869
78,78,78,03-19,2.825752347022828,0.21664587944396155,-0.5348485055987074
79,79,79,03-20,2.790672172758712,0.14443833093949238,-0.2997915489911113
80,80,80,03-21,1.996761658543163,-1.4897135273671749,-0.5433093420475195
81,81,81,03-22,3.0233378051736968,0.6233474381588691,-0.07316821253870831
82,82,82,03-23,2.455890851480411,-0.5446613956636516,-0.0652851054664566
83,83,83,03-24,3.0173070561877524,0.6109339992562486,-0.05948973252238831
84,84,84,03-25,2.848731171998737,0.2639445218774718,0.2670891657723091
85,85,85,03-26,2.8075653671973133,0.17921056860390214,0.012582837008067524
86,86,86,03-27,2.9487212445234574,0.469759862401009,0.03401304745030672
87,87,87,03-28,2.2814658084681896,-0.9036905344265804,-0.04661343670053337
88,88,88,03-29,2.518358740148636,-0.4160801330102164,-0.2408283433495849
89,89,89,03-30,2.78228527470688,0.12717509435120805,-0.5622459714761693
90,90,90,03-31,2.282605365676748,-0.9013449180168376,-0.8150609892341751
91,91,91,04-01,1.8706506008242416,-1.749295200155604,-0.9322912165513536
92,92,92,04-02,2.2117793266860803,-1.0471302441470254,-1.0610102719557624
93,93,93,04-03,1.939746122217876,-1.6070718983296524,-1.1108765837645105
94,94,94,04-04,2.143149749823785,-1.1883944654366685,-0.9206320468978928
95,95,95,04-05,2.6369277093782597,-0.17202277650128153,-0.6942176386942461
96,96,96,04-06,2.837157761732456,0.24012230318286795,-0.3626397216792614
97,97,97,04-07,2.5306361890511364,-0.3908087509337229,-0.15911246321463812
98,98,98,04-08,3.1783107781975586,0.9423372579428836,0.0567722812726208
99,99,99,04-09,2.533016923593572,-0.3859083475419128,0.08476694145483354
100,100,100,04-10,2.7724419455372447,0.10691400148688524,-0.1477634836505576
101,101,101,04-11,2.718530609185553,-0.0040548154080050644,0.03590333629892086
102,102,102,04-12,2.159344319507539,-1.1550602474494789,0.09371669379525067
103,103,103,04-13,3.0660149008736255,0.7111921687631478,0.041901539619837086
104,104,104,04-14,3.3468335460607586,1.2892174029208625,-0.1438765830660279
105,105,105,04-15,2.3819785895986385,-0.6967992725943943,0.012404515612505634
106,106,106,04-16,2.2309089019765307,-1.007754734628305,0.10438963694314912
107,107,107,04-17,3.1740814447460086,0.9336317766631962,-0.08639523825615013
108,108,108,04-18,2.427475905704663,-0.6031495194656181,-0.3397456179789604
109,109,109,04-19,2.509887448198659,-0.4335170824326475,-0.2852314774650065
110,110,110,04-20,2.6083310774436894,-0.230884875415999,-0.1135375283934309
111,111,111,04-21,2.5408843208161707,-0.3697144295106712,-0.2649466669945204
112,112,112,04-22,2.731387351524147,0.02240895980114872,-0.09448270363358716
113,113,113,04-23,2.732732105738006,0.02517694505665909,0.4148594927364875
114,114,114,04-24,2.924369014331666,0.4196342606999812,0.6140541835806678
115,115,115,04-25,3.9945920292681056,2.622536095787801,0.5416097018329019
116,116,116,04-26,3.1889726817104314,0.9642832696490824,0.6378712018955233
117,117,117,04-27,2.3297126278155766,-0.8043813199972666,0.6006987479739984
118,118,118,04-28,3.0119843473005363,0.5999779601768771,0.6022533614444171
119,119,119,04-29,2.6243764402930383,-0.19785777847249064,0.22797974135427515
120,120,120,04-30,2.928900627376437,0.4289619415224935,-0.15160458321067052
121,121,121,05-01,2.903604943804775,0.3768943752469495,0.13813926921656933
122,122,122,05-02,2.082505183827632,-1.3132226777405915,-0.017383927401655497
123,123,123,05-03,3.174300074332323,0.9340817945661724,-0.1951093625929416
124,124,124,05-04,2.558642754698865,-0.33316121953247196,-0.4300175904161224
125,125,125,05-05,2.106316539343181,-1.2642103896202073,-0.5336286639862824
126,126,126,05-06,2.2441560205766207,-0.9804874254165912,-0.3940233280541074
127,127,127,05-07,2.6015843441461324,-0.2447720661740105,-0.7021920371619707
128,128,128,05-08,2.4894470851219053,-0.4755906621475413,-0.6525316763433892
129,129,129,05-09,2.276005180613629,-0.9149304600810072,-0.2682805402890223
130,130,130,05-10,2.7033999841810634,-0.035199054620982856,-0.06854991389967002
131,131,131,05-11,3.2263875368902752,1.041296426705994,0.10582612403598086
132,132,132,05-12,2.8263598475783844,0.2178963329195224,0.050544779572251584
133,133,133,05-13,3.1098809357045765,0.8014841614398949,0.2312632476677443
134,134,134,05-14,2.328304996447708,-0.8072787289299169,0.2696019736086829
135,135,135,05-15,2.8027896084058264,0.16938034849194894,0.228553041318228
136,136,136,05-16,2.815155268629399,0.19483330102464927,0.5860785222094681
137,137,137,05-17,3.1067321495024087,0.7950028329632638,0.537279929747005
138,138,138,05-18,3.868527025383935,2.363049218266964,1.1763420165176943
139,139,139,05-19,2.967635713739658,0.5086926066651155,1.8229101151612344
140,140,140,05-20,4.191135946991723,3.02709379169422,1.7439524236382733
141,141,141,05-21,4.687500172091268,4.048788940353188,1.5755414713004263
142,142,142,05-22,2.5849979261781706,-0.2789128481131156,1.2028400050896515
143,143,143,05-23,2.6158234554648216,-0.21546288106381808,1.0880748133993776
144,144,144,05-24,2.7821226822959213,0.12684042100231438,0.5388469529862225
145,145,145,05-25,2.633101471212341,-0.17989854347652812,0.003966269983405398
146,146,146,05-26,2.5901668417069463,-0.2682733707847101,0.09777178776005736
147,147,147,05-27,3.1283523024676114,0.839504842336285,0.3145746520906993
148,148,148,05-28,2.8584358682241,0.2839202585467961,0.2985629642647988
149,149,149,05-29,3.2477919201918364,1.0853543049200336,0.5655275964894106
