,unnamed: 0,unnamed: 0,mth_day,wilderness,wilderness_norm,wilderness_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.3619714212954442,-1.0653959997506484,
2,2,2,01-03,0.4998633974615298,-0.31172485021790963,
3,3,3,01-04,0.3351432064418548,-1.2120299960918293,
4,4,4,01-05,0.22045342559990785,-1.838885752098229,-1.172128294539424
5,5,5,01-06,0.38879475610875386,-0.918788676067802,-1.3377400880953905
6,6,6,01-07,0.2484356197784467,-1.6859444930101266,-1.5839697604396883
7,7,7,01-08,0.18016901977854755,-2.0590667610864464,-1.5902348362611036
8,8,8,01-09,0.2295617190862866,-1.7891028842836982,-1.4123388208744991
9,9,9,01-10,0.3282656417131461,-1.2496204510203195,-1.1985542369855195
10,10,10,01-11,0.4157409840710503,-0.7715096597786003,-0.9574406438342308
11,11,11,01-12,0.6234794360085127,0.3639188272660744,-0.672679164377929
12,12,12,01-13,0.5131210587321571,-0.23926293410239585,-0.4685920096835319
13,13,13,01-14,0.4927694675670984,-0.3504978843486345,-0.04783704709927528
14,14,14,01-15,0.4536009257485411,-0.564579956117316,0.1368075812023868
15,15,15,01-16,0.7901546232011681,1.2749093244852203,0.15702951598187528
16,16,16,01-17,0.6184369161158461,0.3363581100313721,0.15273055247824452
17,17,17,01-18,0.6456783158545104,0.4852504359430055,0.010377711177781771
18,18,18,01-19,0.5084018181985447,-0.2650567151241804,0.044716239250002635
19,19,19,01-20,0.3364998695180201,-1.2046149321514108,-0.16938335461188614
20,20,20,01-21,0.4912964710599047,-0.35854878768399084,-0.37150268739296216
21,21,21,01-22,0.5551241371945673,-0.00968823868611218,-0.43190415968281975
22,22,22,01-23,0.3965579103784033,-0.8763578866550842,-0.4378095271375888
23,23,23,01-24,0.5793718501030755,0.12284160220385992,-0.4465995824922207
24,24,24,01-25,0.501919127793082,-0.3004889198527944,-0.7186316765868193
25,25,25,01-26,0.3268504771732745,-1.2573552642792023,-0.7989494102432341
26,26,26,01-27,0.19266986401603264,-1.9907413522515824,-0.7246570154520696
27,27,27,01-28,0.4669543483793998,-0.4915946406246008,-0.8753830488542514
28,28,28,01-29,0.4781133086834806,-0.4306035179080981,-0.787899288429292
29,29,29,01-30,0.4139104765181541,-0.7815145982092304,-0.8199565512020458
30,30,30,01-31,0.5979555114194186,0.22441364269696126,-0.3325734120918573
31,31,31,02-01,0.2916592191535047,-1.4496988409157257,-0.23190188164898864
32,32,32,02-02,0.7277007531002229,0.9335574824095504,-0.12486657236052688
33,33,33,02-03,0.5774677701950378,0.11243454203261063,0.0850765689671189
34,34,34,02-04,0.5956126476974629,0.21160833782267247,-0.04208965931377718
35,35,35,02-05,0.6443781651762617,0.4781442497566442,0.15738827643017092
36,36,36,02-06,0.4583572062691274,-0.5385837269884152,-0.07223708813503495
37,37,37,02-07,0.5106385985153222,-0.25283122645203704,-0.005731254067155453
38,38,38,02-08,0.4756266596387589,-0.4441947049816849,-0.002590610738328757
39,39,39,02-09,0.6504753748396839,0.5114695464398876,-0.23670781445249064
40,40,40,02-10,0.5990603278851409,0.2304521977956327,-0.03617538730273229
41,41,41,02-11,0.3873730995480609,-0.926558972528327,-0.09906129949353136
42,42,42,02-12,0.6784941666572651,0.6646108359101349,-0.1079048417572724
43,43,43,02-13,0.4416048080322526,-0.6301466995968316,0.1725968734818081
44,44,44,02-14,0.465918551375799,-0.497255958564131,0.3108802397453882
45,45,45,02-15,0.9583996135977172,2.1944798378743706,0.716277226502079
46,46,46,02-16,0.7508626092127907,1.0601523953771133,0.8127309194120292
47,47,47,02-17,0.8324026724883072,1.5058229480118173,1.0229460702900712
48,48,48,02-18,0.7843774049803639,1.2433329933698365,0.9887027007683306
49,49,49,02-19,0.6723710985497794,0.6311442056714204,0.5368317456796755
50,50,50,02-20,0.4283274675440844,-0.7027161756945746,0.3638315603559246
51,51,51,02-21,0.4623526652075998,-0.5167458926575595,0.19010820638892206
52,52,52,02-22,0.5609495089473959,0.0221512834346078,0.007950931955919893
53,53,53,02-23,0.6416957048707035,0.4634828242098022,-0.008652056128303479
54,54,54,02-24,0.5844119965114262,0.15038934677182306,0.2418809220153785
55,55,55,02-25,0.6541449623474189,0.5315262771660801,0.16633137167910125
56,56,56,02-26,0.7033531532619882,0.8004816931675174,0.14014451532167027
57,57,57,02-27,0.3794172088023451,-0.9700431946752232,-0.07182266867461752
58,58,58,02-28,0.5322025624181917,-0.13496985470997808,0.07016314671997591
59,59,59,02-29,0.4090060982559654,-0.8083202797679245,-0.2229914978537849
60,60,60,03-01,0.7402786873177699,1.0023042391393835,-0.2525112393982158
61,61,61,03-02,0.3323308133971437,-1.227401590276485,-0.08924900069414733
62,62,62,03-03,0.670947490659693,0.6233632439009326,0.06146757810880401
63,63,63,03-04,0.5586403573240355,0.009530237549187548,0.3307877549787617
64,64,64,03-05,0.6976535570994822,0.76932961810773,0.4320430522378886
65,65,65,03-06,0.7046556645132577,0.8076007814518219,0.4198027446689409
66,66,66,03-07,0.8514329464001438,1.6098360226941444,0.3832102968230982
67,67,67,03-08,0.31889386386861795,-1.3008434356901708,0.2888162595547029
68,68,68,03-09,0.6307776769470733,0.4038085568258766,0.11242497705671277
69,69,69,03-10,0.4550181315405175,-0.5568339860611844,-0.000569066130462
70,70,70,03-11,0.5040178378296292,-0.2890180768802109,-0.12272233589648925
71,71,71,03-12,0.5806150514177283,0.1296365223287733,0.20029734159661605
72,72,72,03-13,0.717337678667292,0.8769164040979809,-0.037374882632724316
73,73,73,03-14,0.6734927233128544,0.6372746292684608,0.13404196342914335
74,74,74,03-15,0.3698700434327102,-1.0222247885501656,0.2262040982838644
75,75,75,03-16,0.6431931014829103,0.4716670903100215,0.0434749163394211
76,76,76,03-17,0.6051899650419955,0.2639547322481157,-0.20244884468296034
77,77,77,03-18,0.3800218243810845,-0.9667385693378866,-0.3215474204045461
78,78,78,03-19,0.4473718182418549,-0.5986261620363077,-0.4311845955356257
79,79,79,03-20,0.5427507838741688,-0.07731682506105386,-0.4775539824421092
80,80,80,03-21,0.2495144739024341,-1.6800478393366425,-0.5984976897529737
81,81,81,03-22,0.5922905315906518,0.19345076887111992,-0.5532787592734062
82,82,82,03-23,0.4724225095042273,-0.4617075116170713,-0.25179981005721525
83,83,83,03-24,0.4296614664542368,-0.6954249864604815,-0.09846537056333304
84,84,84,03-25,0.7783240759128754,1.210247533260838,0.1880216818685997
85,85,85,03-26,0.7110755676149749,0.8426898119022395,0.037265656383111016
86,86,86,03-27,0.5640091908382865,0.03887447525495357,0.3548784012430377
87,87,87,03-28,0.4267962338240969,-0.7110853840418119,0.6438823830805374
88,88,88,03-29,0.8210858415536724,1.4439689575424888,0.6785548430500965
89,89,89,03-30,0.7469191738786013,1.0385989045645163,0.7256599299206626
90,90,90,03-31,0.8163861991084324,1.418282293078193,0.7169656886214391
91,91,91,04-01,0.7627857612723906,1.1253203331256365,0.6779100714409624
92,92,92,04-02,0.5544649795618589,-0.013290972540388529,0.6322609872827291
93,93,93,04-03,0.3839224454079614,-0.9454190871246716,0.536277792026718
94,94,94,04-04,0.7709739929418212,1.1700744525930893,0.13679956266416615
95,95,95,04-05,0.6415524301937018,0.4626997330284506,0.5378218503093869
96,96,96,04-06,0.37785401554575293,-0.978587083097118,0.7170093588278741
97,97,97,04-07,1.2030129539756864,3.5314540589969607,0.8805565858270242
98,98,98,04-08,0.7511702906451632,1.0618340785705338,0.5419548386105404
99,99,99,04-09,0.5634584433671078,0.035864274870229765,0.4020160583857573
100,100,100,04-10,0.3992697230948129,-0.8615360307058141,0.5269140194980354
101,101,101,04-11,0.48793289764746894,-0.3769329483202477,-0.18510060888105576
102,102,102,04-12,0.5149623022638886,-0.22919931642344976,-0.43839414284522704
103,103,103,04-13,0.4213900600074805,-0.7406337112775864,-0.544004187476531
104,104,104,04-14,0.4731141705185119,-0.4579271252144936,-0.4590160662022906
105,105,105,04-15,0.4475237063171811,-0.5977959929175947,-0.2417670304168753
106,106,106,04-16,0.4925664878740959,-0.35160730306037136,-0.2013111815905654
107,107,107,04-17,0.7264207226082646,0.9265612663922445,-0.2000190610833421
108,108,108,04-18,0.5593732123452541,0.013535776534409464,-0.12052007442737114
109,109,109,04-19,0.4228085013287082,-0.7328809882342466,-0.28301604446648904
110,110,110,04-20,0.5603851696537938,0.01906679472133193,-0.2102982752897012
111,111,111,04-21,0.2691417387313645,-1.5727718131523016,-0.5199257397439198
112,112,112,04-22,0.5723933213708527,0.08469931200035563,-0.7905757272588637
113,113,113,04-23,0.3865233312166204,-0.9312035203330667,-0.8971673652569615
114,114,114,04-24,0.2622638299502931,-1.6103641485552544,-0.9503010870303872
115,115,115,04-25,0.3057962079794119,-1.3724308162228325,-0.5092259024339659
116,116,116,04-26,0.5020569672201006,-0.2997355359192221,-0.599952321060114
117,117,117,04-27,0.7533374960947385,1.0736792944262248,-0.3216380513451629
118,118,118,04-28,0.4727972694647608,-0.4596591997565326,-0.01999921430850526
119,119,119,04-29,0.6920462745056827,0.7386820979566396,0.10455661192097006
120,120,120,04-30,0.5933916064603408,0.1994688736646912,0.08657137579836423
121,121,121,05-01,0.4425289118842666,-0.6250958588459805,-0.08689122635121872
122,122,122,05-02,0.4823134510807551,-0.40764695265485706,-0.08910876050728515
123,123,123,05-03,0.5629167720204773,0.032903681528726976,-0.16848375917059513
