,unnamed: 0,unnamed: 0,mth_day,tom hanks,tom hanks_norm,tom hanks_ravg
76,76,76,03-17,2.232229721849176,1.0359778977680267,-0.565838210230919
77,77,77,03-18,1.0306805381823068,-2.1861287112139145,-0.5653887705940223
78,78,78,03-19,1.9213237452152243,0.20224406839031825,-0.31208068783963944
79,79,79,03-20,1.7524673410496254,-0.2505658067497975,-0.06422223635884276
80,80,80,03-21,1.9803384117937608,0.3604993856044384,-0.43603111438466535
81,81,81,03-22,2.0146982858488443,0.4526397480478662,0.10346584100412948
82,82,82,03-23,1.4003267935723689,-1.1948753703869088,0.18162947883298067
83,83,83,03-24,2.23777677366593,1.0508530211188545,0.27470603530499804
84,84,84,03-25,2.096210798853769,0.6712258953634254,0.16608497037492945
85,85,85,03-26,1.9607212705795576,0.3078935320823067,0.33671857158578433
86,86,86,03-27,1.737304457177988,-0.2912270039759733,0.5489144971423573
87,87,87,03-28,2.396482048688064,1.4764413553129956,0.551065593319786
88,88,88,03-29,1.875104084464977,0.07830018295252908,0.6161957552525916
89,89,89,03-30,2.242589738914392,1.063759598183426,0.5306448049026687
90,90,90,03-31,2.2419361314997546,1.0620068669602596,0.5779898479885978
91,91,91,04-01,1.769305491346815,-0.20541217001723105,0.2244007908739029
92,92,92,04-02,1.843236516121025,-0.007156745460399316,0.0007326943336672734
93,93,93,04-03,1.6053450172589203,-0.6450929873751732,-0.20271472039897329
94,94,94,04-04,1.3746584107040651,-1.2637083962888849,-0.2847368092307961
95,95,95,04-05,1.7873867836620028,-0.1569248902124172,-0.14675903384997094
96,96,96,04-06,2.0584159954425547,0.5698743339693224,-0.05899284268429316
97,97,97,04-07,2.078023550974364,0.6224544822677202,-0.060117020305842574
98,98,98,04-08,2.039608780877324,0.5194404015336674,0.13632283763349398
99,99,99,04-09,1.6028297285970794,-0.6518380531044697,0.34495097963539445
100,100,100,04-10,1.8141823239514088,-0.08506924865286554,0.19203205431650167
101,101,101,04-11,2.2541813453568857,1.0948439617989854,0.204278070524801
102,102,102,04-12,1.716267893877067,-0.34763921794403396,0.2385049695533994
103,103,103,04-13,2.10542337208004,0.695930579517516,0.4124754129197817
104,104,104,04-14,2.116189678242954,0.7248017957052579,0.4118979524533967
105,105,105,04-15,1.992079501325896,0.3919846070938239,0.2932741735142881
106,106,106,04-16,1.8128902863446137,-0.08853401145117584,0.4838111477784592
107,107,107,04-17,1.9887668410376766,0.3831012881643335,0.20368234473634828
108,108,108,04-18,2.142584413474423,0.7955826276409929,0.10864306276613807
109,109,109,04-19,1.4786498190041388,-0.9848422387351496,0.11046031258331666
110,110,110,04-20,1.9035442530122744,0.15456610388399664,0.2470239617865173
111,111,111,04-21,1.9961455027951145,0.4028881059968955,0.12655568299415054
112,112,112,04-22,2.118444312573162,0.7308478837680282,-0.15699718129088894
113,113,113,04-23,1.7192253647180171,-0.33970838458986746,0.05149786834525305
114,114,114,04-24,1.5081497023602426,-0.905734558069244,-0.3392582865282472
115,115,115,04-25,1.9451465934880403,0.2661280590817024,-0.2405434424707201
116,116,116,04-26,1.0292477832575269,-2.1899708253570047,-0.30096424484076323
117,117,117,04-27,2.2170148060561883,0.995177170342058,-0.10453392400879724
118,118,118,04-28,1.983255925767126,0.3683230695477697,0.21160517550547686
119,119,119,04-29,2.158727939186172,0.8388735404019285,0.29638583119713635
120,120,120,04-30,2.2154944113546637,0.9911000390164004,0.6737512418387231
121,121,121,05-01,2.1348388786900654,0.7748119932316591,0.7582315361030715
122,122,122,05-02,1.8735831627944104,0.0742216384925161,0.7632340584340455
123,123,123,05-03,2.406035048265996,1.5020589359281469,1.0994059850762483
124,124,124,05-04,1.9944488079758682,0.39833820353361415,1.6043243222572101
125,125,125,05-05,2.910895051663464,2.8559051002551463,1.5189615560211658
126,126,126,05-06,3.3452227961952348,4.02061006210217,1.8395586505978576
127,127,127,05-07,1.9438441515748028,0.2626353958153922,1.4962960482667746
128,128,128,05-08,2.590902402699336,1.9978042059526675,1.4602880801703773
129,129,129,05-09,1.638002919599847,-0.5575166780583509,0.8956983475017776
130,130,130,05-10,1.9138828616764083,0.1822903949552295,0.14998015678579998
131,131,131,05-11,1.6476550387409978,-0.5316332957564519,0.045028350085797975
132,132,132,05-12,1.6767173268803826,-0.4536990821936958,-0.4685495969680522
133,133,133,05-13,1.7090199704383608,-0.36707544438461975,-0.37435721503172376
134,134,134,05-14,1.4417985934492086,-1.0836634763704336,-0.2782001074219607
135,135,135,05-15,1.8487534502764085,0.007637613559620084,-0.04206561824448592
136,136,136,05-16,2.1290293633412607,0.7592330406138077,0.0761446820506355
137,137,137,05-17,2.175993614347162,0.8851736393083968,0.20711255351254199
138,138,138,05-18,1.941206694348263,0.2555627195770327,0.35934445671715914
139,139,139,05-19,2.002053736489997,0.4187317843868191,0.7351390783896742
140,140,140,05-20,1.78240951894808,-0.1702720571427304,0.7502775570055169
141,141,141,05-21,2.6895742716079734,2.26240534359471,1.0073735308931675
142,142,142,05-22,2.162900917880367,0.8500639123088639,0.8534663911980039
143,143,143,05-23,2.7512324162309083,2.427749482634302,0.7393035347207036
144,144,144,05-24,1.596847514774767,-0.6678801185939505,1.0258751371868258
145,145,145,05-25,1.7466203129843998,-0.2662453544769832,0.5305060203887136
146,146,146,05-26,2.42359849893792,1.549157557654002,0.2387103284808262
147,147,147,05-27,1.5812117681886118,-0.7098093571939622,-0.22806327585371802
148,148,148,05-28,1.5100233108538088,-0.9007102391384608,-0.0707765636883589
149,149,149,05-29,1.7068508771186062,-0.37289214337296334,0.0393446650638204
150,150,150,05-30,1.9487683110832024,0.2758401543982038,-0.0521369784145224
151,151,151,05-31,1.9930108057310945,0.3944820180360927,0.07966458205742198
152,152,152,06-01,2.218913103857271,1.0002676967839452,0.2401624044375169
153,153,153,06-02,1.8761108698191225,0.08100000563770397,0.7715258559960866
154,154,154,06-03,1.8691287984069562,0.062276695142108575,1.1132161703725671
155,155,155,06-04,2.8957488229609454,2.8152885659784554,1.1817823138610006
156,156,156,06-05,2.713282527642267,2.325982040657086,1.1538900654317028
157,157,157,06-06,2.1464239674918906,0.8058788789666944,1.2347763205626001
158,158,158,06-07,2.156505656063769,0.8329142062081586,1.311862226486504
159,159,159,06-08,2.0570896373461984,0.566317536423088,0.9070699670633114
160,160,160,06-09,2.041604483246608,0.5247921306855324,0.749601342977023
161,161,161,06-10,1.9900473030135084,0.3865350094392999,0.5435659817846579
162,162,162,06-11,2.360954712920196,1.3811702961393548,0.5589125154484904
163,163,163,06-12,1.6854306173207467,-0.4303332881874962,0.3687533129568089
164,164,164,06-13,2.1908427228966763,0.9249934081911536,0.5428957984903603
165,165,165,06-14,1.6316183623417717,-0.5746376785270013,0.5543108992644089
166,166,166,06-15,2.4312391913309623,1.5696470438868408,0.4167558879393746
167,167,167,06-16,2.015587994271145,0.4550256140835909,0.5954925337130881
168,168,168,06-17,2.053182565767492,0.5558402281891491,0.4937576102398873
169,169,169,06-18,2.0853445187827764,0.6420865864547844,0.9207812468526898
170,170,170,06-19,1.9632161498176584,0.3145838673519489,1.0826262722787152
171,171,171,06-20,2.5870614266059047,1.9875041411498149,0.9613331492321292
172,172,172,06-21,2.793358975274351,2.5407171964429924,0.8739382099959799
173,173,173,06-22,1.7442009720513962,-0.27273312419592405,0.9189687475760072
174,174,174,06-23,1.8576409577963209,0.03147059277225308,0.7181433991465561
175,175,175,06-24,2.186097992647114,0.9122698119349476,0.5377702824793088
176,176,176,06-25,1.5138799308501616,-0.8903682232247573,0.14197719108428872
177,177,177,06-26,2.1834860070660964,0.9052654411463312,0.4176396229363104
178,178,178,06-27,1.9077926233585167,0.16595864807287194,0.7192534921625771
179,179,179,06-28,2.360981253068988,1.3812414669162056,0.5861911400095315
180,180,180,06-29,2.5324862233276164,1.8411538081298533,0.8236900853531034
181,181,181,06-30,1.8883779355380144,0.11389569901667493,0.9052578602774932
182,182,182,07-01,2.0452714058010333,0.5346254488366733,1.1139817459357413
183,183,183,07-02,2.3659896395046704,1.3946720906926695,0.9195528233585318
184,184,184,07-03,2.37480140647948,1.4183019620223605,0.6684229403893819
185,185,185,07-04,1.9259567025727744,0.2146679314529484,0.7914205633075025
186,186,186,07-05,1.9705962379966635,0.3343745103149541,1.0087996874907066
187,187,187,07-06,2.163578687117606,0.8518814365253996,0.913057504119338
188,188,188,07-07,2.531645832669064,1.838900193935897,0.5716136910742374
189,189,189,07-08,2.151771509133064,0.8202189904644586,0.7343474486871732
190,190,190,07-09,1.6108387237635224,-0.6303609162482432,0.7154081039399857
191,191,191,07-10,2.2900649783259075,1.191070477130563,0.5607515830425592
192,192,192,07-11,1.9282204441789188,0.2207384418318296,0.4203896800547546
193,193,193,07-12,1.8175428062779435,-0.07605768885915967,0.10484399328033453
194,194,194,07-13,2.217593412151149,0.9967287760090694,-0.07092370582473989
195,195,195,07-14,1.445754530123421,-1.0730551301820617,-0.34249037883469696
196,196,196,07-15,1.2175676852709107,-1.6849671108786897,-0.5484419197689082
197,197,197,07-16,1.6824487436116762,-0.43832956092917946,-0.3754636444361805
198,198,198,07-17,1.4674146374536912,-1.014970803773438,-0.7267637973060918
199,199,199,07-18,2.2045726548970337,0.9618119631372072,-0.6695118860641299
200,200,200,07-19,1.4315776843172592,-1.1110721412103979,-0.22134275900238176
201,201,201,07-20,1.5738526886841318,-0.7295436627302906,-0.3718465407297058
202,202,202,07-21,2.2203226790342248,1.0040476514917993,-0.1362821644342466
203,203,203,07-22,1.3457043995807123,-1.3413522512931235,-0.11186310241166644
204,204,204,07-23,1.994477615288992,0.3984154539993171,0.11483590989015642
205,205,205,07-24,2.259209029666295,1.1083263352726882,0.058106108607275136
206,206,206,07-25,1.9388048736536263,0.2491219326005391,-0.19027328153538195
207,207,207,07-26,1.44692272386357,-1.0699224704275785,0.0465333689288302
208,208,208,07-27,1.6645867776205598,-0.4862286893641432,-0.05041865990993157
209,209,209,07-28,1.8755469009287256,0.07948765149214912,-0.30313996069350463
210,210,210,07-29,1.7775525189287542,-0.18329671903325345,-0.5831902139442511
211,211,211,07-30,1.693758330166923,-0.4080014694287503,-0.4156128445108193
212,212,212,07-31,1.3122070716297145,-1.4311795869039394,-0.21835525773545492
213,213,213,08-01,1.821868327865296,-0.06445825382698743,-0.16683984674332722
214,214,214,08-02,2.1059403163917483,0.6973168312880428,-0.22258824849221695
215,215,215,08-03,1.990809940055936,0.3885801174449158,-0.05886526291306179
216,216,216,08-04,1.6528183842628459,-0.517787129526592,0.10170236301438684
217,217,217,08-05,2.0600799517825887,0.574336444046181,0.11981769350608795
218,218,218,08-06,1.671468740971086,-0.4677738313392478,0.12633015280800236
219,219,219,08-07,1.8624004328617283,0.044233729123219434,0.3561499253829461
220,220,220,08-08,2.1205116036410265,0.7363915870995292,0.36120136220465787
221,221,221,08-09,2.5050196673656937,1.7674987528945785,0.047505162627611563
222,222,222,08-10,1.6641207100876083,-0.4874785085963216,-0.06526434988708703
223,223,223,08-11,1.358201103695142,-1.3078407534160967,-0.12261165677965047
224,224,224,08-12,1.419152851744766,-1.1443909064274391,-0.3101638116194026
225,225,225,08-13,1.734088831519603,-0.29985011223216124,-0.6234059795650245
226,226,226,08-14,1.700873461474398,-0.3889213419389834,-0.14230684137925886
227,227,227,08-15,1.80415669131906,-0.11195425477915286,-0.15758734687368536
228,228,228,08-16,2.740554882324857,2.399116320518272,-0.0929877294276149
229,229,229,08-17,1.324011771439659,-1.3995237863826553,-0.2573336580006513
230,230,230,08-18,1.56369111883589,-0.7567932017510169,-0.2354894216923912
231,231,231,08-19,1.3663734075194678,-1.2859256836703798,-0.08500940975375659
232,232,232,08-20,1.7497487983068607,-0.2578559240894225,-0.7036249506683233
233,233,233,08-21,2.140847851690396,0.7909258168526546,-0.2512833659291597
234,234,234,08-22,1.3564349476507118,-1.312576924969128,0.17416666765706848
235,235,235,08-23,2.336102421141,1.3145257220523263,0.4775505087223666
236,236,236,08-24,2.5156133285881483,1.7959069997663522,0.5601171739390985
237,237,237,08-25,2.045178892515332,0.5343773627214082,0.4300876243997901
238,238,238,08-26,1.934487395557569,0.23754406721097,1.5112175390551563
239,239,239,08-27,1.8499135318898008,0.010748519616803192,1.4487749504900262
240,240,240,08-28,3.7754066156348993,5.174202562963068,1.0775866011030153
241,241,241,08-29,2.196390393412313,0.9398701906615454,1.1837195245957537
242,242,242,08-30,1.6850988007025534,-0.4312230965557137,0.9064724161370832
243,243,243,08-31,2.282645760732652,1.1711749036778398,1.0160258794597157
244,244,244,09-01,1.3141614834715558,-1.425938583541054,0.18395782645947487
245,245,245,09-02,2.095033679167817,0.6680692995525969,-0.15429087985107992
246,246,246,09-03,1.9136978433973324,0.18179424496162525,0.007405509346825248
247,247,247,09-04,1.4395765949907244,-1.0896220472017832,-0.047696745567475995
248,248,248,09-05,2.046886018855481,0.5389552386317173,-0.03317665776405606
249,249,249,09-06,2.159357345831815,0.8405613741920324,-0.18194538095489185
250,250,250,09-07,1.3466494208942403,-1.3388180567205346,-0.3827028822361973
251,251,251,09-08,1.7621714379120759,-0.22454303959241784,-0.22979617593202284
252,252,252,09-09,1.4645134288771025,-1.0227507627262071,-0.576706699499542
253,253,253,09-10,1.7816973571495287,-0.1721818093767369,-0.6865472671877484
254,254,254,09-11,1.2706918571178585,-1.5425079027733972,-0.6540031333995201
255,255,255,09-12,1.9135948175442048,0.18151796806279435,-0.6395112742995942
256,256,256,09-13,1.4194652190010812,-1.1435532539911644,-0.493561536084133
257,257,257,09-14,1.7945962150863477,-0.13759188499286254,-0.5411737440453667
258,258,258,09-15,1.7910683386128592,-0.14705233343344015,-0.4476084706157669
259,259,259,09-16,1.6751675307640392,-0.4578550571441384,-0.23837340283064776
260,260,260,09-17,1.4800392652927066,-0.9811162621957984,0.034932711564228086
261,261,261,09-18,2.381747343952001,1.4369283747735089,0.2607010368534454
262,262,262,09-19,2.030973362884785,0.4962834323780907,0.24835149425396666
263,263,263,09-20,2.299741040883666,1.2170180667424415,0.5577136139503694
264,264,264,09-21,1.763436882618761,-0.2211495890303128,0.7858936000050295
265,265,265,09-22,2.367349101682536,1.3983176610342791,0.38530373969722254
266,266,266,09-23,1.9905800559831568,0.3879636541321617,0.15088559219103154
267,267,267,09-24,1.4854484723448609,-0.9666107870733328,-0.00542875828286645
268,268,268,09-25,1.5064750120463717,-0.9102254526590552,0.09828226086754932
269,269,269,09-26,1.949995853029676,0.2791319638990536,-0.0640887920818886
270,270,270,09-27,1.9954848664751623,0.4011165258721821,-0.17300672671623415
271,271,271,09-28,2.0040523586535954,0.4240913433376511,-0.010035246217104185
272,272,272,09-29,1.7468818709229252,-0.2655439536739117,0.13901570610455785
273,273,273,09-30,1.850088640628892,0.01121809592144676,-0.06657316562552508
274,274,274,10-01,1.8399687262288118,-0.015919738729082828,-0.12969249202985209
275,275,275,10-02,1.4900014996901552,-0.954401266481444,-0.19644473312863667
276,276,276,10-03,1.8542586732077373,0.022400567446219943,-0.04091625425087653
277,277,277,10-04,1.8546977086679068,0.02357789674494343,-0.34660955656099585
278,278,278,10-05,2.0948687121619884,0.6676269195926492,-0.2867628216715452
279,279,279,10-06,1.1661158568248071,-1.8229417179392693,-0.39113473182016617
280,280,280,10-07,1.9738726670563944,0.3431606706076209,-0.5572206868126776
281,281,281,10-08,1.256474806773341,-1.5806327273731695,-0.6157961914519648
282,282,282,10-09,1.4826500310538937,-0.9741151625088486,-0.6966422115570848
283,283,283,10-10,1.7236380790715142,-0.3278751310907799,-0.4699921518703987
284,284,284,10-11,1.9139799684018035,0.18255079896192888,-0.5654866431418438
285,285,285,10-12,1.673233517243803,-0.4630413598191526,-0.3382989773318608
286,286,286,10-13,1.7602087348102642,-0.2298062770210491,-0.05315018248405181
287,287,287,10-14,1.7647953327898591,-0.21750673251327132,0.08563628325459789
288,288,288,10-15,2.120655553375014,0.7367776065780051,0.0732053702791269
289,289,289,10-16,2.0341655411004136,0.5048436633411183,0.262651747531626
290,290,290,10-17,1.8861664504450584,0.10796532110910284,0.37648910547308856
291,291,291,10-18,2.0971098830384927,0.6736369036958421,0.41232156787449603
292,292,292,10-19,2.014913872357358,0.4532178706277265,0.20934200113098908
293,293,293,10-20,1.8449685942713367,-0.002511958104826724,-0.08174550222633165
294,294,294,10-21,1.6664993835415614,-0.4810997938830367,0.008812466357352647
295,295,295,10-22,1.382872468935198,-1.241681356802806,-0.04285353193830632
296,296,296,10-23,2.0887851712340058,0.6513131326112086,0.2503258841446572
297,297,297,10-24,1.9815099126915816,0.3636409139218882,0.4274849613464085
298,298,298,10-25,2.670887489891479,2.212294367125508,0.4921205175046877
299,299,299,10-26,2.241352768520985,1.060442505105681,0.7716793502530536
300,300,300,10-27,1.8111180616225568,-0.09328645693336132,0.7973230513700008
301,301,301,10-28,2.0083707432740363,0.4356716396873894,0.7158544294258068
302,302,302,10-29,2.146161611958915,0.8051753393128916,0.5459352160655151
303,303,303,10-30,1.7992281298629749,-0.12517081774327582,0.4214469500406896
304,304,304,10-31,2.2907021325232755,1.1927790869637571,0.5065621234832727
305,305,305,11-01,1.9628167809134969,0.3135129089567278,0.6225134589817332
306,306,306,11-02,2.0015588128053605,0.4174045837221373,0.38660857844427504
307,307,307,11-03,2.267805795096754,1.1313796526781523,0.4682441553361658
308,308,308,11-04,1.6183367736819982,-0.6102539439118568,0.4896324697267713
309,309,309,11-05,1.9818834656594853,0.36464264360806864,0.5916195342556411
310,310,310,11-06,2.3385573678983005,1.3211089733073904,0.5827241452536921
311,311,311,11-07,2.1910075064239027,0.9254352961299456,0.5134241887424477
312,312,312,11-08,1.9816558449198851,0.3640322497104439,0.5455063161892907
313,313,313,11-09,2.112750765057488,0.715579913610686,0.27294367356696153
314,314,314,11-10,1.6901188567513667,-0.41776117923079903,-0.10543532431303937
315,315,315,11-11,1.3720388010018738,-1.2707332121259065,-0.15508925637458626
316,316,316,11-12,1.49195413990073,-0.9491650139726152,-0.33727043605526524
317,317,317,11-13,2.0799094290950726,0.6275117037606647,-0.5354631004171879
318,318,318,11-14,1.5740349789040011,-0.7290548283736306,-0.6066115941565944
319,319,319,11-15,1.6693050390675488,-0.4735760725608497,-0.4958050533635256
320,320,320,11-16,1.5309278212963568,-0.8446521416672376,-0.1439158371656449
321,321,321,11-17,1.6199626436153776,-0.6058939673674935,-0.08659113375945943
322,322,322,11-18,2.279287866137671,1.1621702832146688,0.1134668595523718
323,323,323,11-19,2.208170456318024,0.9714599241977776,0.07189480475979544
324,324,324,11-20,2.021654280909306,0.4712931314973569,0.23061898098788194
325,325,325,11-21,1.5762897396479738,-0.7230084013163078,0.28581477741459804
326,326,326,11-22,1.8860648683017232,0.10769291570128144,0.04479087211864622
327,327,327,11-23,1.7434603527603607,-0.2747191888071973,-0.1967504838070128
328,328,328,11-24,1.740009477560601,-0.2839731485610417,-0.012792296131742913
329,329,329,11-25,1.6677342990067114,-0.4777882113561767,0.23723252904408024
330,330,330,11-26,2.4332511094200093,1.5750422575489762,0.2958773204863089
331,331,331,11-27,2.135707215933245,0.7771405497386311,0.4746161637519519
332,332,332,11-28,2.0172795234977303,0.4595616643546531,1.0021785273114838
333,333,333,11-29,2.1433791709957086,0.7977138707866607,1.222129661988583
334,334,334,11-30,2.9204026877069365,2.8814010327961515,0.8759545176459845
335,335,335,12-01,2.159863464903006,0.8419185967064191,0.8850071573367027
336,336,336,12-02,1.6587023202562032,-0.5020086085066153,0.5898824518182014
337,337,337,12-03,2.1559620240145634,0.8314563878829392,0.20977824638781992
338,338,338,12-04,1.3569534225415822,-1.3111865687563546,-0.2064969148469589
339,339,339,12-05,1.2929158812893715,-1.4829113617956284,-0.5002495858947554
340,340,340,12-06,1.9890087752246708,0.3837500653874781,-0.4305288941619996
341,341,341,12-07,1.5026072193519693,-0.9205974295803604,-0.5659725772326014
342,342,342,12-08,1.8146987233596708,-0.08368445811007975,-0.457353557225701
343,343,343,12-09,1.8529138634614848,0.01879428945932812,-0.07816844239451448
344,344,344,12-10,1.5999828017486648,-0.6594724487149519,0.0260614536369133
345,345,345,12-11,2.141322753825463,0.7921993271914906,0.03382819071330684
346,346,346,12-12,2.2222177189780523,1.0091294415760448,0.16856456967434855
347,347,347,12-13,1.5199848875542843,-0.8739970071219991,0.26630863668677596
348,348,348,12-14,2.1161643279419247,0.7247338156561705,0.3282964813468046
349,349,349,12-15,2.07161110383151,0.6052586915338924,0.14308156614558973
350,350,350,12-16,1.7386773637614208,-0.28754538075477976,-0.15079644687892052
351,351,351,12-17,1.7269140631708793,-0.3190901640157989,-0.3325523086530933
352,352,352,12-18,1.5646810273063696,-0.7541386365710168,-0.6641525838121559
353,353,353,12-19,1.1133156481207185,-1.964532177767036,-0.9504691791380484
354,354,354,12-20,1.374226046675117,-1.2648678352982046,-0.9453543519223292
355,355,355,12-21,1.4309926889874374,-1.1126408804214638,-0.8538370093833515
356,356,356,12-22,1.7501215222790434,-0.25685641746046306,-0.6960883312001557
357,357,357,12-23,1.9316793330335296,0.2300138912180663,-0.4389266002049837
358,358,358,12-24,1.9176354484304448,0.19235343252815906,-0.306966871247432
359,359,359,12-25,1.6887015780950907,-0.42156179179600456,-0.3097036447826794
360,360,360,12-26,1.6694790420239178,-0.473109461552894,-0.3162617309958893
361,361,361,12-27,1.4248693012671347,-1.1290615216329485,-0.5907991353290051
362,362,362,12-28,1.735448147200888,-0.29620493473972204,-0.7176260711380545
363,363,363,12-29,1.3174162422786857,-1.417210534780628,
364,364,364,12-30,1.6338668094346998,-0.5686081823261381,
365,365,365,12-31,,,
