,unnamed: 0,unnamed: 0,mth_day,ending,ending_norm,ending_ravg
203,203,203,07-22,2.3132883748448063,-1.4208202522099205,0.015241467319253946
204,204,204,07-23,3.588209048847567,1.1313526477967046,0.2874422972814552
205,205,205,07-24,2.591784235441186,-0.8633192227956263,-0.24134450883181616
206,206,206,07-25,3.2358434033814656,0.4259769569088345,-0.3946748228126655
207,207,207,07-26,2.35322939734138,-1.3408651637931108,-0.2607096749519302
208,208,208,07-27,2.8729997545055506,-0.30037390278286763,-0.3766194416829737
209,209,209,07-28,2.714816664569326,-0.6170293650455092,-0.334703325459635
210,210,210,07-29,3.2407974187251845,0.4358940474104425,-0.3755702045898084
211,211,211,07-30,2.717417705995392,-0.611822525455593,-0.3483960451274013
212,212,212,07-31,3.113354768497297,0.18077568212779446,-0.4321306890973486
213,213,213,08-01,2.4346774004069567,-1.177820207018669,-0.572176523646195
214,214,214,08-02,2.622025311369815,-0.8027817666025509,-0.6383576966515088
215,215,215,08-03,2.295062979917716,-1.4573043723385877,-0.5560031410997003
216,216,216,08-04,3.0424352802650296,0.03880700937855968,-0.4584676479422138
217,217,217,08-05,2.964255666239473,-0.11769519214474185,-0.246656819708868
218,218,218,08-06,3.4056939356639377,0.7659886410727132,-0.1186357466362976
219,219,219,08-07,3.0695293821633003,0.0930447623814054,0.05435131696643033
220,220,220,08-08,3.00573766745936,-0.03465532816712842,0.20754736892297568
221,221,221,08-09,2.8135500707921057,-0.41938199072222015,0.13067707438008533
222,222,222,08-10,3.5016035767730616,0.957983321117832,-0.0263525822500836
223,223,223,08-11,2.7338554584890704,-0.578916959402084,-0.14779967440833267
224,224,224,08-12,2.9350353317687925,-0.1761892987083004,-0.2419766589332121
225,225,225,08-13,2.705520951724277,-0.635637790568089,-0.0988834163592761
226,226,226,08-14,2.7234648216368176,-0.5997172353164052,-0.42935060389513297
227,227,227,08-15,3.242437627588425,0.4391774647213961,-0.2468735898260249
228,228,228,08-16,2.5111077146755107,-1.0248198040973096,-0.3711024800733655
229,229,229,08-17,3.280786391968682,0.5159451250125643,-0.3978805252419703
230,230,230,08-18,2.5626891310446727,-0.9215626401923434,-0.4391500542398525
231,231,231,08-19,2.62526020592274,-0.7963060615797181,-0.6980473979914987
232,232,232,08-20,2.5997693406787206,-0.8473344093036983,-0.6161309466938701
233,233,233,08-21,2.4664551477356307,-1.1142065977884807,-0.5222625118080977
234,234,234,08-22,2.756632562854917,-0.533321096311538,-0.4376490083617696
235,235,235,08-23,3.562134434505712,1.0791557343271991,0.02321202145072282
236,236,236,08-24,2.8162977439484007,-0.4138816195143747,0.16784798592629188
237,237,237,08-25,4.0065802287518135,1.9688601172952365,0.4356692783459546
238,238,238,08-26,3.0332808350929588,0.020481377549716056,0.7126297965681324
239,239,239,08-27,3.2691850160209976,0.4927211567294957,0.5942441147680806
240,240,240,08-28,3.586755060973417,1.1284420130215285,0.8642983679614821
241,241,241,08-29,3.2073018448349893,0.3688416435268888,0.4987767662000465
242,242,242,08-30,3.6257203747531164,1.2064438996460336,0.4608849227640322
243,243,243,08-31,2.9110171964532223,-0.2242694932733761,0.3621357739119606
244,244,244,09-01,2.9197091537091664,-0.20686968306637,-0.061676923505663124
245,245,245,09-02,2.9732082079966937,-0.0997737363829336,-0.264096700243952
246,246,246,09-03,2.31647849818756,-1.414434171484214,-0.5513134005773987
247,247,247,09-04,2.600597279819043,-0.8456770169028444,-0.419908465106944
248,248,248,09-05,2.7648574390804983,-0.5168563023546471,-0.2854033987530454
249,249,249,09-06,3.30487186569647,0.5641601195493531,0.02886165095131228
250,250,250,09-07,3.3228557191763883,0.6001607150570215,0.2157551223119395
251,251,251,09-08,3.915142061263964,1.7858165618432122,0.7334420964752398
252,252,252,09-09,2.8766466995030457,-0.2930733433204506,1.125505734592165
253,253,253,09-10,4.1522393947110485,2.2604448280769573,0.7635389098474211
254,254,254,09-11,3.9399738375628433,1.8355255263469041,0.30307302630836896
255,255,255,09-12,2.2199634219879503,-1.6076408289191104,-0.2954856495856432
256,256,256,09-13,1.94272005220329,-2.162634586177292,-0.21509223945094127
257,257,257,09-14,2.1211064835826563,-1.8055354935208607,-0.7964110222680759
258,258,258,09-15,3.117606598342302,0.18928711748776084,-1.0833544078336577
259,259,259,09-16,2.40987624745462,-1.2274678688258505,-0.8313518528678382
260,260,260,09-17,3.0799300971290613,0.11386521295341485,-0.19401054560616807
261,261,261,09-18,2.975280431803248,-0.09562549912419344,0.4718990049692979
262,262,262,09-19,3.852997233710248,1.661413257392729,0.4760604521677852
263,263,263,09-20,4.117010098989774,2.189921809931936,0.7129522214818297
264,264,264,09-21,3.130079534796823,0.21425580067868466,0.5175386269383003
265,265,265,09-22,3.119902313945924,0.1938827470584164,0.6004361295088771
266,266,266,09-23,2.494224877085172,-1.0586163543077611,0.1909479909483335
267,267,267,09-24,3.2237457450666653,0.4017595162992661,-0.21892915219571032
268,268,268,09-25,2.6256550886501167,-0.7955155739705319,-0.3361158199222201
269,269,269,09-26,2.8885020063111617,-0.2693410489323277,-0.4233591772769018
270,270,270,09-27,2.7788407012484417,-0.4888642056803743,-0.3006957960476073
271,271,271,09-28,2.8584113468709136,-0.3295773970696735,-0.4010987346865689
272,272,272,09-29,2.8618788412940317,-0.3226360669319939,-0.6275358668893875
273,273,273,09-30,2.9228121001687577,-0.20065811553450388,-0.9394739947363554
274,274,274,10-01,1.946964280813736,-2.1541383671874432,-0.9269330193531988
275,275,275,10-02,1.953542541298153,-2.1409698160141346,-1.0467271413342518
276,276,276,10-03,2.8164292567607365,-0.41361835338143604,-1.0379757726323309
277,277,277,10-04,2.4993572967226894,-1.0483421289559909,-0.6937764378207326
278,278,278,10-05,2.8881089628125314,-0.27012785472047035,-0.3891510970318048
279,279,279,10-06,3.954466768850882,1.8645378933350882,-0.07472482790014616
280,280,280,10-07,2.860005426566672,-0.32638632245387633,-0.22072396242534212
281,281,281,10-08,2.895959610998565,-0.25441220122418245,0.023376938920047143
282,282,282,10-09,2.378831988192766,-1.2896131605326122,0.1712549815902227
283,283,283,10-10,3.2309910014778898,0.4162632791163448,-0.11471792736786465
284,284,284,10-11,3.3313378063539227,0.6171404013005831,0.007280761165482541
285,285,285,10-12,3.097331798486386,0.14870043958656415,-0.07425703984018121
286,286,286,10-13,3.225667134389016,0.4056058087462068,0.06783597230688787
287,287,287,10-14,2.6515696759407,-0.743639007258165,-0.203457910309664
288,288,288,10-15,2.8047215950069915,-0.43705508765019774,-0.26793199997442113
289,289,289,10-16,2.417852879815156,-1.2115000165829666,1.0821579408653612
290,290,290,10-17,3.138092239368489,0.2302958633120406,1.0356752945692906
291,291,291,10-18,7.143901474080075,8.249240084625256,1.00317999058094
292,292,292,10-19,3.0863465889548145,0.1267099309697831,1.2152074292245798
293,293,293,10-20,2.5541728227824083,-0.9386108311882692,1.612559020439446
294,294,294,10-21,3.4402228143372167,0.8351095442116411,1.6530792861725356
295,295,295,10-22,3.6088186450728577,1.1726095307062303,0.32142892096384923
296,296,296,10-23,3.2595419840133,0.4734174577105786,0.3659232814631108
297,297,297,10-24,3.1525999886435514,0.25933789337313906,0.5874339370194814
298,298,298,10-25,3.219707726227826,0.3936760939653525,0.3133567045135877
299,299,299,10-26,3.2180977025113364,0.3904531021499545,0.2543599084728758
300,300,300,10-27,2.618742271241603,-0.8093538508237209,0.24810772975181186
301,301,301,10-28,3.431989947521765,0.8186287544619592,0.24290640693590165
302,302,302,10-29,3.2408025829899034,0.4359043853841949,0.3292598393413632
303,303,303,10-30,3.1370102752895326,0.22812995647767784,0.16320069331309472
304,304,304,10-31,3.4785313574431025,0.911796688398122,0.1304185375383882
305,305,305,11-01,2.720375377245364,-0.6059017740196564,0.17395957528352646
306,306,306,11-02,2.520485648889464,-1.00604678547196,0.2286687634123217
307,307,307,11-03,3.5624937292726027,1.0798749809327883,0.28915187485800226
308,308,308,11-04,3.404780207710689,0.7641595141569665,0.06344620339911282
309,309,309,11-05,3.3182938455599738,0.5910286251517609,0.21868358639753724
310,310,310,11-06,2.8020329271481974,-0.4424373403552144,0.3660908034066188
311,311,311,11-07,3.185662072270444,0.32552252397088993,0.19080531612012164
312,312,312,11-08,2.962303305823918,-0.12160348341747028,-0.08992396549469338
313,313,313,11-09,3.0371176665608086,0.028162057213805467,-0.35002858044500545
314,314,314,11-10,2.563361748339676,-0.9202161755319236,-0.09240826184765163
315,315,315,11-11,2.538692860839496,-0.9695990645501116,-0.03788590837899459
316,316,316,11-12,3.5741878314387923,1.1032845712289086,-0.0045117590203071255
317,317,317,11-13,3.349079705062399,0.6526566447828323,0.037815283513652216
318,318,318,11-14,3.0623342864707297,0.0786414127346545,0.3455714601516255
319,319,319,11-15,3.163982789834704,0.2821243124175615,0.39922345058245295
320,320,320,11-16,3.485786821061306,0.9263208842959156,0.050337587956632866
321,321,321,11-17,2.699501789893204,-0.6476871219651467,-0.21462142732503256
322,322,322,11-18,2.5284864235260516,-0.9900306045260118,-0.07690096017525955
323,323,323,11-19,2.5549288236425745,-0.9370974469071602,-0.16600743608553195
324,324,324,11-20,3.475118241982775,0.9049642156332928,-0.4001998396580814
325,325,325,11-21,2.896907573280433,-0.252514543044073,-0.15580645853292946
326,326,326,11-22,2.783851453731923,-0.4788335371393808,0.12088163043748258
327,327,327,11-23,3.4320121323980164,0.818673164785765,0.22637595335979224
328,328,328,11-24,3.35779238052711,0.6700979292964605,-0.10085019346705357
329,329,329,11-25,2.8711226676017203,-0.3041315093733022,0.05436140456996092
330,330,330,11-26,2.494336619398994,-1.0583926653277822,0.1907532308889656
331,331,331,11-27,3.362116984089276,0.6787550451780139,-0.156370832964982
332,332,332,11-28,3.192653128113721,0.3395174207746472,-0.14681416534160088
333,333,333,11-29,2.3915912922971674,-1.2640712183379206,0.04558204542468492
334,334,334,11-30,3.386436191753825,0.7274379350367471,0.35027384872659706
335,335,335,12-01,3.4477840059579736,0.8502457552244127,0.5107278695712353
336,336,336,12-02,3.4075769705392682,0.7697581544836907,0.6022054761612621
337,337,337,12-03,3.843039295585888,1.6414791702458438,0.6826882235085959
338,338,338,12-04,3.4668352382276875,0.8883830603148077,0.3868576462790567
339,339,339,12-05,2.6328189579307697,-0.7811747342539175,0.2735865371690861
340,340,340,12-06,2.49975523316094,-1.0475455283404882,0.281832214717518
341,341,341,12-07,3.1082811170169875,0.17061910056458915,0.1003620590365533
342,342,342,12-08,3.43229140452835,0.8192322197742822,-0.0032141542044440787
343,343,343,12-09,3.2991261778071634,0.5526582361600555,0.08929481740367291
344,344,344,12-10,3.1563904664126032,0.26692578086882346,0.1969350035905308
345,345,345,12-11,2.9100923364709543,-0.2261209046052156,0.12372408802528027
346,346,346,12-12,2.822380785817129,-0.40170441121934103,0.19161781094166672
347,347,347,12-13,2.88884901706036,-0.2686463928269139,0.11665179820127045
348,348,348,12-14,3.6357864991927236,1.226594557272601,-0.08969976496373308
349,349,349,12-15,3.07443359646198,0.10286215971767804,0.14367669566743022
350,350,350,12-16,2.53790131783376,-0.9711835981211976,0.15705822144196416
351,351,351,12-17,3.6095821112040585,1.1741378591817642,0.08592450299302275
352,352,352,12-18,2.862488688834852,-0.3214152565721374,-0.062258691117820376
353,353,353,12-19,2.6756428155471044,-0.6954487035205623,-0.1492350147406267
354,354,354,12-20,3.191643037647808,0.3374953926075422,-0.14711809410526525
355,355,355,12-21,2.8137429987320624,-0.4189957820191598,-0.3618151920942374
356,356,356,12-22,2.5442462779653523,-0.9584820743090288,-0.4739913819728925
357,357,357,12-23,2.966079230485061,-0.11404472875206854,-0.3269662654658457
358,358,358,12-24,2.526267556778825,-0.9944723958440684,-0.5418015576428944
359,359,359,12-25,3.1163152181856844,0.18670199552171904,-0.8007367322283846
360,360,360,12-26,2.5477259531088285,-0.9515163604547506,-0.9372131012716856
361,361,361,12-27,2.0376471300594536,-1.9726068295321,-1.159907685031375
362,362,362,12-28,2.135191207114118,-1.7773402885688356,-0.9645278793370532
363,363,363,12-29,2.2986058108991148,-1.450212231310204,
364,364,364,12-30,3.1118715028790755,0.17780643832186127,
365,365,365,12-31,,,
