,unnamed: 0,unnamed: 0,mth_day,ending,ending_norm,ending_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.8475589255059752,-0.35130208651257805,
2,2,2,01-03,2.957352658325623,-0.1315138320691735,
3,3,3,01-04,2.6409687867770697,-0.7648601723008857,
4,4,4,01-05,2.083908384001863,-1.8799997198980096,-0.8613439008234961
5,5,5,01-06,2.6558728309025503,-0.7350248278020552,-1.037168399184844
6,6,6,01-07,2.370964379350717,-1.3053627663582743,-1.3458501517075572
7,7,7,01-08,2.3205673068194868,-1.406249076680664,-1.348771784216534
8,8,8,01-09,2.0321533946450434,-1.9836043472054508,-1.099917139536919
9,9,9,01-10,2.632211896471895,-0.7823899673547471,-0.8727158808715202
10,10,10,01-11,2.8297902903323355,-0.3868718518203211,-0.875092404897786
11,11,11,01-12,3.336853923910505,0.6281827241903372,-0.7364627307659326
12,12,12,01-13,2.363841320532854,-1.3196219105158689,-0.481720712227245
13,13,13,01-14,2.7360763914442168,-0.5744710318895431,-0.3321110403684633
14,14,14,01-15,2.7956812872215786,-0.4551522359733253,-0.26582380220175306
15,15,15,01-16,3.08063088176016,0.11526806379794345,-0.3445417139502437
16,16,16,01-17,3.0284703335873933,0.010851577179940352,-0.07290665042478378
17,17,17,01-18,3.100915928246774,0.15587525369939306,-0.2112247598447067
18,18,18,01-19,3.17800204985906,0.31018847063689103,-0.2198935866147124
19,19,19,01-20,2.32150114706016,-1.4043796884090811,-0.3835028740972643
20,20,20,01-21,2.769698565278876,-0.5071651965933592,-0.7693056693184482
21,21,21,01-22,2.5902514178849065,-0.8663876610973681,-0.8765498051606752
22,22,22,01-23,1.8721193049068583,-2.3039651941471635,-1.0037964674379969
23,23,23,01-24,2.7794774411823746,-0.4875895613539682,-0.9381296851691316
24,24,24,01-25,2.796610803753164,-0.4532915030270378,-1.0380434121317794
25,25,25,01-26,2.518321523084676,-1.01037899479589,-0.902585985476866
26,26,26,01-27,2.470231214643621,-1.1066475583692454,-0.512236332261437
27,27,27,01-28,2.9962524541527404,-0.05364310116788752,-0.5076019929864705
28,28,28,01-29,3.0420984461465443,0.03813272514540979,-0.6090354139880008
29,29,29,01-30,2.7933677578266334,-0.4597835257041679,-0.3733293993065197
30,30,30,01-31,2.4925885359765383,-1.06189202903622,-0.35755335759971185
31,31,31,02-01,3.2247935754368617,0.4038570932929961,-0.07759470513837079
32,32,32,02-02,2.517516102887408,-1.0119913081283982,-0.13586757306937314
33,33,33,02-03,3.835361138101208,1.6261088136001594,-0.1139670296331653
34,34,34,02-04,2.8674395488787114,-0.3115044824406044,-0.0016746743569212574
35,35,35,02-05,2.85900936603894,-0.3283802650869207,-0.0868265588726189
36,36,36,02-06,2.8291578458546622,-0.38813789737875576,0.1639996502218804
37,37,37,02-07,2.9695712948482464,-0.10705421380118964,-0.008857936815767926
38,38,38,02-08,3.2693072990610363,0.4929659464385976,0.2776416720778995
39,39,39,02-09,3.31726212206991,0.5889632913742691,0.4207495559711747
40,40,40,02-10,3.726153175540824,1.4074931709213998,0.4869914763020844
41,41,41,02-11,3.2879408066662963,0.5302670382727307,0.4267398243335762
42,42,42,02-12,3.0277020598034143,0.0093136246067026,0.6417011599611792
43,43,43,02-13,2.788981468655975,-0.46856412561223904,0.5732246531174489
44,44,44,02-14,3.913602168508554,1.7827339602042152,0.12793334613569332
45,45,45,02-15,3.112020272840174,0.17810425031188812,-0.284741780348323
46,46,46,02-16,2.391499649778656,-1.2642546709691334,-0.38118284817917897
47,47,47,02-17,2.051046432308327,-1.945783720631367,-0.279609994616748
48,48,48,02-18,2.7386431691613065,-0.5693327823784333,-0.4506042470322665
49,49,49,02-19,3.0934216519770863,0.14087299576234666,-0.5273168202826769
50,50,50,02-20,3.401088049563968,0.7567684457111042,-0.3865859210501299
51,51,51,02-21,2.882092796705672,-0.2821711891905742,-0.1333904284755183
52,52,52,02-22,2.813306650947208,-0.41986927557385134,0.037678086458783004
53,53,53,02-23,2.8099389855052834,-0.4266107651836975,-0.05882329838051668
54,54,54,02-24,3.2513798721334086,0.4570783072273745,-0.11501589468059265
55,55,55,02-25,2.8041819756184814,-0.43813531327345145,-0.07675512903700632
56,56,56,02-26,3.2326642658571387,0.4196128679106484,0.09324628279358167
57,57,57,02-27,2.9967702336192668,-0.052606595329056205,0.1073604436365414
58,58,58,02-28,3.322844969182414,0.6001391954096768,-0.0601223743012742
59,59,59,02-29,2.85224278581954,-0.3419258001259391,-0.09127126054633332
60,60,60,03-01,2.749390432949393,-0.5478186003995191,-0.37396035033031216
61,61,61,03-02,2.7108206856074095,-0.6250286307438063,-0.6084093462607759
62,62,62,03-03,2.3853717531601784,-1.2765216707932243,-0.7917708945224232
63,63,63,03-04,2.2940657924503443,-1.4593005709118383,-0.8552600630451431
64,64,64,03-05,2.7732628573388416,-0.5000300941602074,-0.9512528631636163
65,65,65,03-06,2.6619492829193625,-0.7228608112622583,-1.0341814182690765
66,66,66,03-07,2.4616751168919144,-1.1237754011103591,-0.7572495016115398
67,67,67,03-08,2.4622622998439985,-1.1225999613765674,-0.6376133144958761
68,68,68,03-09,3.2154085249721183,0.3850698291519952,-0.44114950602707
69,69,69,03-10,2.652646470849272,-0.7414834482178565,-0.041473796410775934
70,70,70,03-11,3.3621158408719314,0.6787527566526299,0.07112586897803802
71,71,71,03-12,3.8598810337467797,1.6751934464355058,0.3708662463844695
72,72,72,03-13,2.7991655148730685,-0.4481774087774749,0.4213514821585175
73,73,73,03-14,3.3606619435073037,0.6758423030620212,0.33558135392699345
74,74,74,03-15,3.3667258690754207,0.6879812437962836,0.13648212908597748
75,75,75,03-16,2.3955711535133166,-1.2561042176070008,-0.34537085159471426
76,76,76,03-17,2.7653638310208515,-0.515842592393466,-0.5094498434006093
77,77,77,03-18,2.415642690259772,-1.2159244376486449,-0.871713122758865
78,78,78,03-19,2.307378225330917,-1.4326513596128452,-1.1218415262108137
79,79,79,03-20,2.2748649484416195,-1.4977373730875134,-0.7087539200483067
80,80,80,03-21,2.61702617737656,-0.8127891769154075,-0.5444916974781002
81,81,81,03-22,3.633701836437322,1.22242141936804,-0.4881574531683078
82,82,82,03-23,3.2577003106814315,0.4697307430277734,-0.3433559165879871
83,83,83,03-24,2.5844910297857275,-0.8779189717898901,-0.2027399885968788
84,84,84,03-25,2.741385982281409,-0.5638421401309207,-0.060374879231835175
85,85,85,03-26,2.6963273509837404,-0.6540418051408636,-0.2050270866272968
86,86,86,03-27,3.0437313301168465,0.041401479274854026,-0.3770365967856713
87,87,87,03-28,3.2001416577798407,0.3545081749952703,-0.4628055617133063
88,88,88,03-29,2.7421432009916527,-0.5623263179224732,-0.3010552443507597
89,89,89,03-30,2.3274191991732107,-1.3925327613557004,-0.26485070683317385
90,90,90,03-31,3.2261936306146763,0.40665976404435855,-0.3574830538306087
91,91,91,04-01,2.804841738955869,-0.43681458003534857,-0.4136109000561749
92,92,92,04-02,2.7660881635395653,-0.514392602709755,-0.2863025826619188
93,93,93,04-03,3.031911946838149,0.01774109764187311,-0.2222481167975087
94,94,94,04-04,3.1237192434722094,0.201523586443063,-0.2856790572857391
95,95,95,04-05,2.5194070448066994,-1.0082059661692393,-0.4191854013132377
96,96,96,04-06,3.0360746522343165,0.0260741211149762,-0.4759079434342242
97,97,97,04-07,2.404688603302542,-1.2378526442003401,-0.40840897874008497
98,98,98,04-08,2.5960759947750183,-0.8547278554356741,-0.5558466722213246
99,99,99,04-09,3.234223848736608,0.4227348858067088,-0.4742162114468876
100,100,100,04-10,2.6818102406471427,-0.6831025744443746,-0.6523941854089458
101,101,101,04-11,2.7640747052213155,-0.5184232015226172,-0.4351373252168704
102,102,102,04-12,2.5020290568385724,-1.042993722657373,-0.3575227369372335
103,103,103,04-13,3.0558637551750936,0.06568851695211146,-0.4435535448861673
104,104,104,04-14,2.8287070438743918,-0.3890403257578521,-0.4842305484574335
105,105,105,04-15,2.976367206684718,-0.09344996188689418,-0.5616337656634934
106,106,106,04-16,2.559890712054021,-0.9271645958719718,-0.4197304597987119
107,107,107,04-17,2.5320771900449515,-0.9828425047589768,-0.3165218545295788
108,108,108,04-18,2.9273500647276802,-0.19157388746868365,-0.17460131990912253
109,109,109,04-19,3.3652067105656167,0.68494014856691,0.0066661332529297035
110,110,110,04-20,3.2540796908122402,0.4624828819648854,0.0022508029133015053
111,111,111,04-21,3.5196727724468047,0.9941547570854192,0.16686496023576858
112,112,112,04-22,2.5466568219852195,-0.9536565779097408,0.2061554865000451
113,113,113,04-23,3.025468509426357,0.004842439175825667,0.06012818236822168
114,114,114,04-24,3.0451139612724107,0.0441692701169753,0.1343946109965218
115,115,115,04-25,2.9275250103812733,-0.1912236762240305,-0.13512630351125174
116,116,116,04-26,3.4766754371482143,0.9080814537346862,-0.14902252668093846
117,117,117,04-27,2.7118486959952466,-0.6229707299612222,0.00508619606058581
118,118,118,04-28,2.5050062373961963,-1.037033916927861,-0.01931477510918767
119,119,119,04-29,3.487372316962638,0.9294947756249712,0.029703262316807574
120,120,120,04-30,2.9719779226991414,-0.10223655690166557,-0.2725696249053468
121,121,121,05-01,3.074444780542488,0.102884548331941,-0.028963604528937592
122,122,122,05-02,2.5706852048037776,-0.90555586959824,0.2875070843637529
123,123,123,05-03,3.441999114147439,0.8386653922972329,0.2861755213605705
124,124,124,05-04,3.453550963305964,0.8617902164282819,0.5803608140602221
125,125,125,05-05,3.4833812773238506,0.9215053976058768,0.5874713616548087
126,126,126,05-06,3.8537275368793535,1.6628751992962436,0.7514136516357381
127,127,127,05-07,3.0957569356832213,0.14554783389946102,0.757643929283561
128,128,128,05-08,3.0620627635252107,0.07809787028733661,0.8367565535138178
129,129,129,05-09,3.46067287197466,0.8760470581841697,0.7962634503475382
130,130,130,05-10,3.690672014639527,1.3364659618098245,0.5162587155591376
131,131,131,05-11,3.36201294593592,0.6785467786081989,0.5401348637307065
132,132,132,05-12,3.0144807322460188,-0.017153209434160026,0.4298982088725616
133,133,133,05-13,3.1673199436269397,0.28880472292887416,0.5544371977880814
134,134,134,05-14,2.7316549209111214,-0.5833220588615322,0.4230156972041033
135,135,135,05-15,3.833948518826136,1.6232809916772888,0.3780621577420079
136,136,136,05-16,3.296767695455169,0.547936958305955,0.5344835973971293
137,137,137,05-17,3.2272755302310303,0.4088255418356268,0.4765324749623079
138,138,138,05-18,3.4833163521362036,0.9213754284965682,0.5792853930991932
139,139,139,05-19,2.993625401050392,-0.058902011680054,0.4473369325611225
140,140,140,05-20,3.0396320637915784,0.0331954499597803,0.3215766097425192
141,141,141,05-21,3.4384647640012487,0.8315902284488648,0.4424320751604328
142,142,142,05-22,2.9198313941639467,-0.20662497860566492,0.4366723326574464
143,143,143,05-23,3.5895107019009216,1.1339583343431088,0.6301652172144405
144,144,144,05-24,3.4660529101633566,0.8868169734786501,0.6151732332246492
145,145,145,05-25,3.5735737551611204,1.1020552956619103,0.6527844603917977
146,146,146,05-26,2.9946971998577423,-0.05675645397896782,0.831227721025167
147,147,147,05-27,3.551195365654188,1.057257591451756,0.7641923458670935
148,148,148,05-28,3.4546721225112025,0.8640345851945507,0.5823297261841124
149,149,149,05-29,3.3885882980661246,0.7317460833946671,0.23294226994981745
150,150,150,05-30,2.9209634759917167,-0.2043587446192362,0.38885380402867903
151,151,151,05-31,2.5263689411239967,-0.9942694417438588,0.2438551423486201
152,152,152,06-01,3.4620045005005253,0.8787127504942015,0.10984832721014633
153,153,153,06-02,3.1165967736587326,0.18726562137140296,0.2856694720742963
154,154,154,06-03,3.0530189451496,0.059993694363707814,0.4937527966708658
155,155,155,06-04,3.915569865451839,1.7866729525795668,0.6557089856025359
156,156,156,06-05,3.54464316268388,1.0441412029601809,0.5309625513097495
157,157,157,06-06,3.011793639939224,-0.022532308153838262,0.7224871672022251
158,158,158,06-07,3.0881070860559454,0.1302341447374827,0.7276248261542871
159,159,159,06-08,3.69064571614485,1.3364133167262562,0.5370382142652302
160,160,160,06-09,3.0684178413935226,0.09081964807607958,0.4195711258988258
161,161,161,06-10,3.3443323642193765,0.6431532812452259,0.5102169044820625
162,162,162,06-11,3.192563835755404,0.33933867276175383,0.4077788364523595
163,163,163,06-12,3.2834825457963737,0.5213423633455816,0.3772389527049744
164,164,164,06-13,2.7810736305977417,-0.4843942634407353,0.8484224899824545
165,165,165,06-14,3.599109764553761,1.153174014241945,0.9797057010551556
166,166,166,06-15,4.4806770960621645,2.9179208717409613,1.0776178911614005
167,167,167,06-16,3.7378221938754,1.4308525476814329,0.9930591512827296
168,168,168,06-17,3.4860320613674287,0.9268118133992224,1.1750739494069438
169,169,169,06-18,3.0300380735069163,0.013989924073557916,1.0465316833518374
170,170,170,06-19,3.3266191830226512,0.6076945253045484,0.6540729026568234
171,171,171,06-20,3.2138352579330087,0.3819204179113079,0.7476452131671065
172,172,172,06-21,3.3043763527997685,0.5631681875708765,0.8275956135783797
173,173,173,06-22,4.0182826748642615,1.992286410743132,0.997413442263746
174,174,174,06-23,3.725664145178521,1.4065142158668607,0.9365694911002068
175,175,175,06-24,3.539026145446722,1.0328968961857552,1.0321211391347789
176,176,176,06-25,3.144254082540135,0.2426308183233133,0.9519240837151632
177,177,177,06-26,3.5002283267897343,0.9552303061187396,0.5650580411737341
178,178,178,06-27,3.0640049799628883,0.08198585505318448,0.4617071043144327
179,179,179,06-28,2.858744818229817,-0.3289098445054425,0.38883647681366895
180,180,180,06-29,3.415894585100984,0.7864085947110527,0.35420158259663137
181,181,181,06-30,3.320613977067292,0.5956731311811727,0.3436595907435504
182,182,182,07-01,3.040444322600081,0.034821453021087814,0.35433639571730396
183,183,183,07-02,3.4686312433195035,0.8919783550002541,0.3840922747480955
184,184,184,07-03,3.0960061333172675,0.146046684895706,0.6145290835081433
185,185,185,07-04,2.9479309043669666,-0.15037457032069287,0.8765445860855404
186,186,186,07-05,4.106573460827568,2.169029447271339,1.227673152638811
187,187,187,07-06,4.1059423875623935,2.167766146645555,1.3630995491349818
188,188,188,07-07,4.092867695790567,2.141592852340712,1.2521863426875388
189,189,189,07-08,3.87453927415444,1.7045367339772786,1.376881241366112
190,190,190,07-09,2.763570490137887,-0.5194325537889516,1.018706426064983
191,191,191,07-10,3.3216738532108625,0.5977948217507462,0.6320215142101729
192,192,192,07-11,3.0330306528148085,0.0199805554645645,0.3846910886201996
193,193,193,07-12,2.9469474265689155,-0.15234332448330484,0.04387492110706115
194,194,194,07-13,3.3515542693520826,0.6576102988008714,-0.0036343505955948405
195,195,195,07-14,2.8530248352327816,-0.3403602711015521,-0.13827719216614984
196,196,196,07-15,2.6211728821222864,-0.8044881840048875,-0.08370257230494865
197,197,197,07-16,2.9181143396896587,-0.21006222767258392,-0.2361299439780675
198,198,198,07-17,3.1966049415396203,0.3474282746317718,-0.5469363309222749
199,199,199,07-18,2.4900830642144904,-1.066907554522018,-0.1849003402575966
200,200,200,07-19,2.419986925322429,-1.2072280228643728,0.052449020593589316
201,201,201,07-20,3.938140587140352,1.8318556728865167,-0.14934398349596678
202,202,202,07-21,3.332570469118997,0.619607981102228,-0.01868992130181131
