,unnamed: 0,unnamed: 0,mth_day,technology,technology_norm,technology_ravg
33,33,33,02-03,1.1465272968842932,-0.9210033915982379,-0.3261275322353405
34,34,34,02-04,1.6186941726480073,0.6326720826400535,-0.10406498729166533
35,35,35,02-05,1.2907330619397648,-0.4464911546945717,-0.24436264325922666
36,36,36,02-06,1.6582658574834983,0.7628835806485601,-0.2905758593733096
37,37,37,02-07,1.2911264355777123,-0.4451967500997927,-0.1092334628303198
38,38,38,02-08,1.0233504464428704,-1.3263195231358664,-0.2803272896966574
39,39,39,02-09,1.4771904536591127,0.16705098765970078,-0.2811080727859165
40,40,40,02-10,1.3067184517200232,-0.393890878557972,-0.3307115276571457
41,41,41,02-11,1.2893093672827372,-0.4511758532301269,-0.3960257121622534
42,42,42,02-12,1.5678179793957638,0.465262851421185,-0.2577168203376212
43,43,43,02-13,1.1720313158354736,-0.8370818571304388,-0.4206744688110542
44,44,44,02-14,1.2755454965392672,-0.4964661721880731,-0.3462377843933904
45,45,45,02-15,1.180050394345665,-0.8106949031808977,-0.3422693149911053
46,46,46,02-16,1.4424477103965,0.05272922794801047,-0.5209540185030485
47,47,47,02-17,1.2965455494725584,-0.427365036816416,-0.5157682229483882
48,48,48,02-18,1.2420009103761374,-0.6068453696504734,-0.3255285452766327
49,49,49,02-19,1.1814871935628106,-0.8059670838024774,-0.21889138190456114
50,50,50,02-20,1.622432124056921,0.6449718938424599,0.0042696049701992055
51,51,51,02-21,1.3744946155664992,-0.1708719229484684,-0.14233188959020865
52,52,52,02-22,1.8493636759715943,1.3916951491965726,-0.06243527355814245
53,53,53,02-23,1.0292296106553545,-1.3069740041788631,-0.03972994352526713
54,54,54,02-24,1.3876859116578188,-0.12746567345807627,0.04075980607995685
55,55,55,02-25,1.2228885219196068,-0.6697351036052256,0.1445694211576913
56,56,56,02-26,1.7691986563177249,1.1279103914738038,0.2619777398215216
57,57,57,02-27,1.5637830317314698,0.4519857675179384,0.6634429096554033
58,58,58,02-28,2.063448225536939,2.0961450611795542,0.5768967357206717
59,59,59,02-29,1.7612687968747789,1.101817014824427,0.4336513695931303
60,60,60,03-01,1.2298759806897082,-0.6467427170664662,0.112955881944196
61,61,61,03-02,0.9616922111833648,-1.5292073003704734,-0.02880180172424112
62,62,62,03-03,1.1844364367211728,-0.7962625344198022,-0.5680959115295985
63,63,63,03-04,1.3052993893374556,-0.3985603344926843,-0.9058533172733121
64,64,64,03-05,1.0800891425106418,-1.1396195976525898,-1.033203126553674
65,65,65,03-06,1.145395553020225,-0.924727419637854,-0.886967920370456
66,66,66,03-07,0.9976639290455528,-1.4108415727486372,-0.8129818357089512
67,67,67,03-08,1.2283402528435856,-0.6517960632711658,-1.0366070465172712
68,68,68,03-09,1.3193440632771205,-0.35234602645077395,-0.9180701099316438
69,69,69,03-10,0.8975369490589961,-1.7403115993426046,-0.7209113656694024
70,70,70,03-11,1.2962316353475458,-0.4283979781388241,-0.5561293571625544
71,71,71,03-12,1.5048985374646662,0.2582250459355946,-0.5169924420753073
72,72,72,03-13,1.2981305609600182,-0.4221495217075488,-0.4097641452595316
73,73,73,03-14,1.299703244266881,-0.4169745727476827,0.025465766148420704
74,74,74,03-15,1.514866168403189,0.2910237544438797,0.4251089167735209
75,75,75,03-16,1.691143403878631,0.8710678691051094,0.19638640780370906
76,76,76,03-17,2.0249485172698765,1.9694609256117768,0.3578805263752582
77,77,77,03-18,1.0878415872799048,-1.1141100078832762,0.4262849745749199
78,78,78,03-19,1.592601992161029,0.5468151897217459,0.2624313938425164
79,79,79,03-20,1.4244332092961989,-0.006547883549712272,0.18634097989535384
80,80,80,03-21,1.216092449258091,-0.6920977299505412,-0.010940035148737426
81,81,81,03-22,1.5523987034902311,0.414525385422134,0.2365228735561183
82,82,82,03-23,1.6652225819685011,0.7857748353472289,0.14344675113722674
83,83,83,03-24,1.5390701369016604,0.3706674443458581,0.11367183285500387
84,84,84,03-25,1.4228852295831498,-0.011641544791603424,0.2432821957868357
85,85,85,03-26,1.3701410599720438,-0.18519739324304946,-0.14543954337422196
86,86,86,03-27,1.4524264371990168,0.08556444764045013,-0.4581480390371034
87,87,87,03-28,0.843596129859734,-1.9178050495442125,-0.056328573480315565
88,88,88,03-29,1.0950239946696914,-1.0904761386300597,-0.3233026165834893
89,89,89,03-30,2.271755352645351,2.781584237686585,-0.28572185386146426
90,90,90,03-31,0.9360797083574252,-1.6134858034106458,-0.4356104048527747
91,91,91,04-01,1.4386665337308753,0.04028718308910066,-0.40064953123508257
92,92,92,04-02,1.1791168174960438,-0.8137668583074126,-0.2419452679767175
93,93,93,04-03,0.907344448258576,-1.7080398078380596,-0.8843955654078863
94,94,94,04-04,1.3844083509098075,-0.13825055907986922,-0.5386487197542148
95,95,95,04-05,1.1002993254324789,-1.0731175469004286,-0.8251160843507241
96,96,96,04-06,1.5665210481004832,0.4609952705113833,-0.7499441637628398
97,97,97,04-07,0.9163165212891392,-1.6785170044899558,-0.3349396876306285
98,98,98,04-08,1.3161867197156458,-0.3627353347801068,-0.1968634820036617
99,99,99,04-09,1.664071461740091,0.7819870489552079,0.01952743435640437
100,100,100,04-10,1.6361791165910606,0.6902066746819313,0.026553605980736184
101,101,101,04-11,1.494870616344325,0.22522795125996786,0.3885378560590665
102,102,102,04-12,1.5793327023723644,0.5031523002573741,0.2082577227491201
103,103,103,04-13,1.576365451464665,0.4933884959800259,0.08637237718515628
104,104,104,04-14,0.9874605138175104,-1.4444161346397852,-0.20576098037036766
105,105,105,04-15,1.441823416621664,0.0506749755714248,-0.1223051783966616
106,106,106,04-16,1.1034976253897641,-1.0625934706512126,-0.0885905544448836
107,107,107,04-17,1.6470455046102244,0.7259627631022045,-0.10754616237287506
108,108,108,04-18,1.6408085855518837,0.7054400439680422,0.0042492848923615005
109,109,109,04-19,1.5418014373370057,0.37965484841207703,0.041970561198663166
110,110,110,04-20,1.1913104474816028,-0.7736434510483658,0.09805171856636352
111,111,111,04-21,1.5106051055085206,0.2770026334092348,0.030099981543327086
112,112,112,04-22,1.2057570687648445,-0.7261065264450105,-0.08407239313190748
113,113,113,04-23,1.5231410217054615,0.31825234096398586,0.15316617165022736
114,114,114,04-24,1.4326245174779804,0.02040579591663485,0.636247741692071
115,115,115,04-25,1.9743867248099851,1.803086237104886,0.28456748382691216
116,116,116,04-26,2.0721705219865965,2.124845969202696,0.4960136624275359
117,117,117,04-27,0.8693446696814892,-1.8330789137817185,0.3832840247770951
118,118,118,04-28,1.5913120312938611,0.5425705451587322,0.38548797397360746
119,119,119,04-29,1.3175876676185168,-0.3581254849386593,0.11547404009961976
120,120,120,04-30,1.43664324014065,0.033629491095709355,-0.1758880712723979
121,121,121,05-01,1.4820382092393631,0.1830026338609597,0.2690154820673436
122,122,122,05-02,1.5408953356679438,0.3766733009705901,0.1888835339947012
123,123,123,05-03,1.6805902262205965,0.8363424062567303,0.309122685093826
124,124,124,05-04,1.4451979211170145,0.06177885672287764,0.4010988126301024
125,125,125,05-05,1.536834010604481,0.3633094216560898,0.09602542380847688
126,126,126,05-06,1.6043542512381497,0.5854862563133678,-0.0033621398073158115
127,127,127,05-07,0.9257616202077604,-1.6474376990687936,-0.1370550515064266
128,128,128,05-08,1.3596701718019453,-0.2196520807241661,-0.2207708861267846
129,129,129,05-09,1.4368120416173882,0.03418493606206556,-0.2641132076968501
130,130,130,05-10,1.2925488844035071,-0.4405161509992704,-0.39032217933794017
131,131,131,05-11,1.4578028014359752,0.1032554922356968,0.17345348872965216
132,132,132,05-12,1.3742224245295884,-0.1717675735331727,0.1637586120250038
133,133,133,05-13,1.9537608397497248,1.7352163093367603,0.11170312383707412
134,134,134,05-14,1.3419923501958892,-0.2778213409520562,0.023293786388501908
135,135,135,05-15,1.3418930795885906,-0.2781479930655125,0.1883643387671449
136,136,136,05-16,1.1313416258340256,-0.9709721756907036,0.4387660575457826
137,137,137,05-17,1.7587955697053943,1.0936788065075551,0.5612987128007865
138,138,138,05-18,1.8308096560408715,1.3306427391386542,0.8158306114482969
139,139,139,05-19,2.177189201605608,2.4704122408667835,0.879851212146654
140,140,140,05-20,1.80611062982126,1.2493700509330066,0.9233194603058822
141,141,141,05-21,1.458629454143564,0.10597561112463008,0.6989016624951806
142,142,142,05-22,1.2106024519276868,-0.7101626867353342,0.6320172203456784
143,143,143,05-23,1.349587911291395,-0.2528279803566554,0.14958863141312434
144,144,144,05-24,1.7088512988012603,0.9293360862416415,-0.18334586149341411
145,145,145,05-25,1.297519785209408,-0.4241592927285415,0.059472983938206485
146,146,146,05-26,1.1990315764813997,-0.7482369065062245,0.5206190927150857
147,147,147,05-27,1.9013899309292697,1.562888683714354,0.7290644225689723
148,148,148,05-28,2.05146499135287,2.0567139659259404,0.4743568884796054
149,149,149,05-29,1.729671069440874,0.9978439987666644,0.4956241753469087
150,150,150,05-30,1.2444127621882637,-0.5989091182945593,0.8087888881118834
151,151,151,05-31,1.3362989584509564,-0.29655557152472195,0.4777602065442829
152,152,152,06-01,1.7700620386755932,1.130751370083624,-0.06993819689248243
153,153,153,06-02,1.2977859700419407,-0.42328340569124906,0.2178129175947636
154,154,154,06-03,1.0527813603135279,-1.2294764546946515,0.2098161795836405
155,155,155,06-04,2.2543618957213623,2.7243506856901414,0.19455809982984007
156,156,156,06-05,1.229831358804018,-0.6468895463612976,-0.059524136253632585
157,157,157,06-06,1.3084770871517228,-0.3881040500475249,0.12228726586813987
158,158,158,06-07,1.3067636822769066,-0.39374204641721183,0.3884148958277704
159,159,159,06-08,1.6293043204624915,0.6675850070393857,-0.018974446320078203
160,160,160,06-09,1.5380435157995511,0.3672893250631312,0.12156693178912645
161,161,161,06-10,1.511520461621918,0.28001463280304945,0.2669256831984271
162,162,162,06-11,1.4860971666293619,0.1963587222939304,0.4143589646282652
163,163,163,06-12,1.5735269845950444,0.4840484584082788,0.4050957731374411
164,164,164,06-13,1.5755963170088712,0.4908576421618166,0.4691053486960711
165,165,165,06-14,1.6124136418426167,0.6120058580944413,0.7226039701133966
166,166,166,06-15,1.6547597869061554,0.7513467784149107,0.6659764410611162
167,167,167,06-16,1.97375464399662,1.801006361307003,0.8716307396075448
168,168,168,06-17,1.3828414587875064,-0.14340645201975222,0.8808563795872918
169,169,169,06-18,1.9485209234534198,1.7179742496868504,0.9126300019168101
170,170,170,06-19,1.5924185234929895,0.5462114820402979,0.8977504190114773
171,171,171,06-20,1.670350265941211,0.8026475920715507,0.8096021257634901
172,172,172,06-21,1.6276280739214124,0.6620692809829162,0.7079697675115223
173,173,173,06-22,1.8130233783613257,1.2721166018190797,0.5131316958943579
174,174,174,06-23,1.19752309391138,-0.7532006015315582,0.4635744301018047
175,175,175,06-24,1.5932494974161182,0.548945819983865,0.2790484075046372
176,176,176,06-25,1.50205486744519,0.2488678872849781,0.13978806149613626
177,177,177,06-26,1.3338820251864,-0.30450854351145434,0.11023778729795326
178,178,178,06-27,1.3736981242650552,-0.1734927950680894,0.2343911811036133
179,179,179,06-28,1.7591408493101768,1.0948149566299814,0.4768966316645335
180,180,180,06-29,1.42390674110419,-0.008280238697598363,0.4246619008698873
181,181,181,06-30,2.0354385240652957,2.0039785233493865,0.3511020013487973
182,182,182,07-01,1.4068090710561143,-0.06454049748289879,0.15780836247829622
183,183,183,07-02,1.19975151267872,-0.7458679406379949,0.03659807103367997
184,184,184,07-03,1.0212428461180068,-1.3332546282910955,-0.02636320581322997
185,185,185,07-04,1.5381237106446952,0.3675532079622839,-0.38338621728379
186,186,186,07-05,1.3091019577018863,-0.3860478997790579,-0.5765563537303791
187,187,187,07-06,1.3844360102316289,-0.1381595454739739,-0.6729677777167687
188,188,188,07-07,1.0545789895654385,-1.2235613161624337,-0.4002827709077126
189,189,189,07-08,1.023953098120227,-1.3243364845563326,-0.7130904409731653
190,190,190,07-09,1.5184618466139572,0.30285541256324183,-0.2672812184496734
191,191,191,07-10,0.9677442868639008,-1.5092928124304323,-0.15329808346083454
192,192,192,07-11,2.1219989285655063,2.288807435361893,0.08305390204592455
193,193,193,07-12,1.5922750150810263,0.5457392644590594,0.1578256071265703
194,194,194,07-13,1.485547671614008,0.1945505968781211,-0.0013420793988922206
195,195,195,07-14,1.1602932398120287,-0.8757062540724582,0.1722715930843884
196,196,196,07-15,1.2282324756208511,-0.6521507065895332,-0.18738054999535086
197,197,197,07-16,1.2843147419641892,-0.4676107775307485,0.1878719597420826
198,198,198,07-17,1.4662024064136492,0.13089457688345746,0.18289185669573368
199,199,199,07-18,2.2765175409485945,2.7972543228836604,0.3790017050398582
200,200,200,07-19,1.4764668574979374,0.16466997860002733,0.5027672219771301
201,201,201,07-20,1.5178836475947262,0.3009528359922892,0.685971087093328
202,202,202,07-21,1.4539088607933826,0.09044239503409764,0.5044752445521082
203,203,203,07-22,1.6183721357535623,0.6316124131664389,-0.16650799084742385
204,204,204,07-23,1.1352594533025264,-0.958080478363861,-0.3688781659556564
205,205,205,07-24,1.0530340148135806,-1.228645089513532,-0.768314247637547
206,206,206,07-25,1.1074612514509383,-1.049551072049368,-0.9348690356827452
207,207,207,07-26,0.7895443391010974,-2.095663654099054,-1.1865592084092265
208,208,208,07-27,1.1502097091284806,-0.908886333237092,-1.0380904536273778
209,209,209,07-28,1.1594355129368001,-0.8785286231924482,-0.7640475472932362
210,210,210,07-29,1.4059801897352462,-0.0672679496727721,-0.4765014810759789
211,211,211,07-30,1.5527290349944338,0.4156123484913198,-0.2746529287679089
212,212,212,07-31,1.6317781888365062,0.6757253252541761,-0.04911901108944592
213,213,213,08-01,1.1575988082654065,-0.8845723402506341,0.25347082023441786
214,214,214,08-02,1.5614525216258528,0.4443171728336861,0.1537597395995163
215,215,215,08-03,1.7111835362391692,0.9370103647507348,0.09658129135593928
216,216,216,08-04,1.224165118815805,-0.6655344334821816,0.08409976967713871
217,217,217,08-05,1.4484687706760195,0.07254165902985765,0.4267054129057856
218,218,218,08-06,1.6090191460624843,0.6008361951813727,0.1903060963061393
219,219,219,08-07,1.7823124200765066,1.171061519121247,-0.05426275248861203
220,220,220,08-08,1.1303975351670292,-0.9740787267641924,0.05972784005302241
221,221,221,08-09,1.2652320702118378,-0.5304027280177728,-0.0995238938059442
222,222,222,08-10,1.4320177219080636,0.018409121767625214,-0.07540657714117473
223,223,223,08-11,1.1580861461848635,-0.8829687441239421,-0.20462896829223395
224,224,224,08-12,1.6529951175580422,0.7455400951699894,-0.2928810647234781
225,225,225,08-13,1.5466858672208967,0.3957271722148917,-0.3435514899072143
226,226,226,08-14,0.9694769928434748,-1.5035913053516574,-0.4016676919526325
227,227,227,08-15,1.1728386582696693,-0.8344252791201902,-0.306973929555527
228,228,228,08-16,1.326047539565483,-0.330288090504884,-0.5728005415849285
229,229,229,08-17,1.3307525441040544,-0.3148061697413095,-0.8350354762171167
230,230,230,08-18,1.1682818438611249,-0.8494195770064197,-0.7448686215730023
231,231,231,08-19,1.068521726043014,-1.177682435578237,-0.7086180477986582
232,232,232,08-20,1.1338889415187594,-0.9625901774869712,-0.5287931942923499
233,233,233,08-21,1.2389386403347098,-0.6169218364741258,-0.4281066153481867
234,234,234,08-22,1.6539435796559707,0.7486610305329646,-0.2920773970350901
235,235,235,08-23,1.5143463570966025,0.2893133039236705,-0.4399044407229084
236,236,236,08-24,1.4163200941461678,-0.03324426712783958,-0.18583308653563124
237,237,237,08-25,0.7989710977600397,-2.064644697705147,0.4994116940320077
238,238,238,08-26,1.5971674556620423,0.5618379476366914,0.3135024871816122
239,239,239,08-27,2.488426937751408,3.494546846931708,0.03443839115028133
240,240,240,08-28,1.3149532145645866,-0.3667942105694081,0.11957016180925052
241,241,241,08-29,1.0054956046231955,-1.3850712722643148,0.3926172648446196
242,242,242,08-30,1.5715509754213657,0.4775463568259755,0.3944105186474551
243,243,243,08-31,1.29685035136575,-0.4263620794929329,-0.29367749624061085
244,244,244,09-01,1.6004373085737054,0.5725974704537046,-0.13919172738227908
245,245,245,09-02,1.2337542330821012,-0.6339812423966878,0.0036305833098122147
246,246,246,09-03,1.5966454883036247,0.5601204025805825,-0.14431823777801678
247,247,247,09-04,1.2659205080744156,-0.528137408111767,0.07739210433568165
248,248,248,09-05,1.3017782959232371,-0.4101465697009984,0.24353834999890955
249,249,249,09-06,1.7011211838379636,0.9038999731892576,0.3362333038627354
250,250,250,09-07,1.9033915163298798,1.5694749444330716,0.07180210859631299
251,251,251,09-08,1.4027759657051324,-0.07781151921373254,-0.19729261142752189
252,252,252,09-09,1.1144766439329945,-1.026466769017952,0.09612266034181148
253,253,253,09-10,0.7752481044292835,-2.1427057282547763,0.03537469906284133
254,254,254,09-11,1.8367972537552464,1.3503450609150018,-0.5400596044042473
255,255,255,09-12,1.5903522019171978,0.5394122055154367,-0.3465426979481401
256,256,256,09-13,0.8541337204242238,-1.8831308763694603,-0.17461217103078708
257,257,257,09-14,1.7556383541918996,1.0832899195229104,0.193338442721932
258,258,258,09-15,1.4279780195639968,0.00511639248616652,0.08789151689003634
259,259,259,09-16,1.4461762150096649,0.06499795426153811,-0.2746322170446079
260,260,260,09-17,1.6445233341839394,0.7176635059236278,0.13462898331612114
261,261,261,09-18,0.9293195666712719,-1.6357301980924286,-0.19365498470356368
262,262,262,09-19,1.6003883362037679,0.5724363257949139,-0.2392302527597041
263,263,263,09-20,1.1570391559166124,-0.8864138885951987,-0.2806485437066765
264,264,264,09-21,1.344875213526417,-0.2683352158506763,-0.38007470805756377
265,265,265,09-22,1.3706533196811197,-0.1835117914202957,-0.30945154190541385
266,266,266,09-23,1.4632277850072604,0.1211065198183038,-0.580763602521013
267,267,267,09-24,1.0580951839923238,-1.2119912011795286,-0.3897914743121261
268,268,268,09-25,1.1056727917725049,-1.0554360378986811,-0.3935033764168288
269,269,269,09-26,1.5052613476013137,0.2594188806581226,-0.3755440218945621
270,270,270,09-27,1.338106861001148,-0.29060662847889257,-0.4773074508150756
271,271,271,09-28,1.4034007465001042,-0.0757556642866951,-0.23397590483406885
272,272,272,09-29,1.2776704233943077,-0.4894740537047781,-0.24435841833033625
273,273,273,09-30,1.5017905286598487,0.2479980747065116,-0.3472761585404125
274,274,274,10-01,1.0867411202308248,-1.1177311188762855,-0.18329950505483192
275,275,275,10-02,1.3175991929439108,-0.35808756060233565,-0.25438589643344905
276,276,276,10-03,1.6371049933328718,0.6932532924345913,-0.2838333328314645
277,277,277,10-04,1.2737804755370947,-0.5022740125583977,-0.5355421259652839
278,278,278,10-05,1.2239754107336298,-0.6661586720928708,-0.3495339744699989
279,279,279,10-06,1.042819953040056,-1.262254684096405,-0.3651092439961303
280,280,280,10-07,1.4259119028596896,-0.0016822099045758381,-0.3697440519825433
281,281,281,10-08,1.2891989518127185,-0.4515391777591232,-0.4119153304884231
282,282,282,10-09,1.6286537967619192,0.6654444445161137,-0.3552870370180831
283,283,283,10-10,1.1968845684474445,-0.7553016835936761,-0.28272374589064325
284,284,284,10-11,1.3272325124298374,-0.3263889112708312,-0.1952355947739097
285,285,285,10-12,1.175133230947362,-0.8268749373317663,0.11724887973375647
286,286,286,10-13,1.5854394528432565,0.5232466967958255,-0.11108130690580073
287,287,287,10-14,1.8589890546987269,1.423367669286874,-0.012842346118502379
288,288,288,10-15,1.2123122145367098,-0.7045366753212297,-0.009142447945705595
289,289,289,10-16,1.3760153481849062,-0.16586791886988594,0.15086768929172598
290,290,290,10-17,1.3339789767585601,-0.3041895222340505,0.256761232703542
291,291,291,10-18,1.466898742507469,0.13318588609282325,0.3570818788140519
292,292,292,10-19,1.7785277433595983,1.1586079572667214,0.4049394329998385
293,293,293,10-20,2.041915618839103,2.025291545949933,0.3063385804968321
294,294,294,10-21,1.299576584282936,-0.4173913502065087,0.045087320462928925
295,295,295,10-22,1.19622468824619,-0.7574730338879252,0.1628391455191961
296,296,296,10-23,0.8576084864538805,-1.8716970824374697,0.4027938517339345
297,297,297,10-24,1.6816096481277731,0.8396968364304263,0.11461219657723325
298,298,298,10-25,2.2160656945089867,2.5983361945551517,0.1817020967896884
299,299,299,10-26,1.51643973655629,0.2962016150097255,0.5561900920316876
300,300,300,10-27,1.4219095776417119,-0.014851948931777803,0.9214020402858164
301,301,301,10-28,1.879073183918505,1.489454937564069,0.6766269207975245
302,302,302,10-29,1.5235428625497869,0.3195746070873037,0.388707031698119
303,303,303,10-30,1.2352820642152886,-0.6289538804993257,0.41648256633660496
304,304,304,10-31,1.691067121407546,0.8708168599587189,0.4077810529411592
305,305,305,11-01,1.5670861719169964,0.4628548228406412,0.1364303033596692
306,306,306,11-02,1.4060430734876523,-0.06706102930445214,0.2022357342460718
307,307,307,11-03,1.3842870932948583,-0.1386495599248709,0.35063558725204863
308,308,308,11-04,1.6435337302378439,0.7144071924057194,0.31853565645021603
309,309,309,11-05,1.505877163846293,0.2614452375365352,0.4596519925814585
310,310,310,11-06,1.6325355002669208,0.6782172751477233,0.6693246960662204
311,311,311,11-07,1.8244003690776769,1.3095528396280955,0.6880581418401036
312,312,312,11-08,1.788364247937038,1.1909751916041194,0.7063283388724234
313,313,313,11-09,1.4184460127475065,-0.026248885281570832,0.9514262353252536
314,314,314,11-10,1.6768479531706626,0.8240283745996376,0.8967638580000618
315,315,315,11-11,1.9527933053827151,1.732032616253517,0.6084603699340526
316,316,316,11-12,1.5328630872640447,0.3502430111965723,0.5209319842412041
317,317,317,11-13,1.2987023343630066,-0.4202680887679594,0.466066511339616
318,318,318,11-14,1.6287633334661629,0.6658048774470282,0.5930983883920645
319,319,319,11-15,1.3184032714281502,-0.35544172269109986,0.09380055265950647
320,320,320,11-16,1.9084802811753032,1.5862196369143289,0.03693857863786665
321,321,321,11-17,1.0423641852126626,-1.263754398141831,0.5431157925676594
322,322,322,11-18,1.4291798880294635,0.009071167066733282,0.5983099456226215
323,323,323,11-19,2.221675442892705,2.616795194810797,0.4809516755872907
324,324,324,11-20,1.729405396395665,0.9969697957768008,0.16187573492073212
325,325,325,11-21,1.1044099814789097,-1.0595913429030848,0.41425111486364496
326,326,326,11-22,1.3266711741875312,-0.328236007085023,0.5241879082064289
327,327,327,11-23,1.5025502278316856,0.25049788151564634,0.04125157811854815
328,328,328,11-24,1.6296407169664415,0.6686919271234371,-0.07682095056140603
329,329,329,11-25,1.3410802016676426,-0.2808227857164877,0.2016121562489792
330,330,330,11-26,1.5141097137203592,0.2885346236970759,0.07259895201767956
331,331,331,11-27,1.6121101762688057,0.6110072979592266,0.3037316200397759
332,332,332,11-28,1.0914260567191354,-1.102315232472821,0.06513243784683705
333,333,333,11-29,1.9240019076315311,1.6372938896482243,0.08985706964679617
334,334,334,11-30,1.1945744539643202,-0.7629031660341958,0.21990623557425407
335,335,335,12-01,1.3861635630708402,-0.1324749949167329,0.20691685503361348
336,336,336,12-02,1.751243823345469,1.0688296192618232,1.000835424131943
337,337,337,12-03,1.5884250940376383,0.533071014715383,0.6689245150149764
338,338,338,12-04,2.539072196202945,3.661196182117157,1.2342499648990408
339,339,339,12-05,1.3187892763393312,-0.35417156505357583,1.1876964331495994
340,340,340,12-06,2.2253995749916293,2.629049533270191,0.9796728032000352
341,341,341,12-07,1.3012769725065765,-0.4117961854133822,0.8493173190242876
342,342,342,12-08,1.3719296007799084,-0.17931216043556175,0.35628987447503496
343,343,343,12-09,1.3507324379231906,-0.2490618903391016,0.5219654938922491
344,344,344,12-10,1.6400766259495732,0.7030315148216396,0.2473654309002888
345,345,345,12-11,1.620885335294483,0.6398821514497087,0.39313423219391597
346,346,346,12-12,1.7246886248197513,0.9814491553184284,0.2468934742700315
347,347,347,12-13,1.5670745626669424,0.462816622348381,0.2639846431736392
348,348,348,12-14,1.1052714359707196,-1.0567567079788684,0.5143012641912775
349,349,349,12-15,1.3818967986594226,-0.14651487691745532,0.7687809171396739
350,350,350,12-16,2.0965086885934383,2.20493124092747,0.5699472063770831
351,351,351,12-17,2.084908349123624,2.1667600691400857,0.3942061194028295
352,352,352,12-18,1.3621314747689441,-0.2115531092571169,0.4052373894307873
353,353,353,12-19,1.2466249397340683,-0.5916298994971407,0.7962377600982133
354,354,354,12-20,1.125386062446472,-0.9905690878111212,0.3125045414359329
355,355,355,12-21,2.0948542720893366,2.1994873470871013,0.011986214724750031
356,356,356,12-22,1.214460385665035,-0.697468071046212,0.1864156880050267
357,357,357,12-23,1.5369375465239723,0.3636501088729888,0.0368786581064792
358,358,358,12-24,1.6801894764770668,0.835023730424543,0.13496553027018468
359,359,359,12-25,0.9739562902422639,-1.4888520788884256,-0.6073955292133633
360,360,360,12-26,1.3042395209102249,-0.4020478548288883,-0.39224893349878265
361,361,361,12-27,0.7412190710825112,-2.2546790098141862,-0.4845613239598365
362,362,362,12-28,1.6067627587699036,0.5934115032412716,-0.7101109258147001
363,363,363,12-29,1.3686133872474868,-0.19022423389333426,
364,364,364,12-30,1.2689180651557082,-0.5182738807046386,
365,365,365,12-31,,,
