,unnamed: 0,unnamed: 0,mth_day,clint eastwood,clint eastwood_norm,clint eastwood_ravg
88,88,88,03-29,0.08417023379898603,-1.3321828983000343,-0.6395893006599419
89,89,89,03-30,0.09973675605487277,-1.1809629784307651,-0.7699329378785434
90,90,90,03-31,0.030852596577750382,-1.8501334524236424,-0.8035045426205739
91,91,91,04-01,0.31316832016457063,0.8924034094941873,-0.6694341267816412
92,92,92,04-02,0.13507783497003986,-0.8376444751842194,-0.3357266042355853
93,93,93,04-03,0.2513543321179416,0.2919156341546261,-0.3414927374934941
94,94,94,04-04,0.2902806026377279,0.6700622369763011,0.1294921974262243
95,95,95,04-05,0.09617537438899533,-1.2155597779782177,0.35303622274125873
96,96,96,04-06,0.32175067976494137,0.9757761570946684,0.4075410180683943
97,97,97,04-07,0.4512375526405029,2.233667561384394,0.39256807746095856
98,98,98,04-08,0.16874205501112569,-0.5106157032214063,0.11885253237508026
99,99,99,04-09,0.24210647852550954,0.2020779905100117,0.051011204029834736
100,100,100,04-10,0.12122354475626647,-0.9722310335389688,-0.004919710661600019
101,101,101,04-11,0.05427400788378287,-1.6226077480496908,-0.3423110062074454
102,102,102,04-12,0.2872056345451447,0.6401906689460597,-0.32881377685741586
103,103,103,04-13,0.24285194647443945,0.2093197881093219,-0.44009415768188775
104,104,104,04-14,0.17707845359875934,-0.42963232712122906,-0.12889827152155814
105,105,105,04-15,0.17337551267477092,-0.4656042944368197,0.02311634664205346
106,106,106,04-16,0.3134298767808987,0.8949442834230088,0.11765878992211624
107,107,107,04-17,0.1481639770985413,-0.7105200390680211,0.17376754712187822
108,108,108,04-18,0.3455986180376886,1.2074453286264364,0.2867541740561647
109,109,109,04-19,0.277506833943841,0.5459723313078938,0.18403167151906008
110,110,110,04-20,0.2468632614856032,0.24828743448449,0.002498862363256175
111,111,111,04-21,0.10993021565411654,-1.0819393096594476,-0.048532530586839706
112,112,112,04-22,0.2013083580151004,-0.19425257151181452,-0.4935440123950918
113,113,113,04-23,0.11664506154323673,-1.0167083967685964,-0.6931904283601988
114,114,114,04-24,0.07074272041459816,-1.4626235622230763,-0.5574401258255005
115,115,115,04-25,0.15419766752784586,-0.651906164482748,-0.385311238065008
116,116,116,04-26,0.33070777512414706,1.06278924969268,-0.3758537756958295
117,117,117,04-27,0.21624351741440612,-0.049165983096492775,-0.4313612993330376
118,118,118,04-28,0.2071496439481164,-0.13750779729674373,-0.25088576972940985
119,119,119,04-29,0.0823615186284641,-1.349753538591845,-0.2625071276181262
120,120,120,04-30,0.18221122339938545,-0.3797703846013094,-0.4363400141583456
121,121,121,05-01,0.14701987799953284,-0.7216343118150461,-0.5091935301531011
122,122,122,05-02,0.22334201936368786,0.01979193045136406,-0.5372220542117905
123,123,123,05-03,0.1712464345248353,-0.4862870790650254,-0.3443510249264728
124,124,124,05-04,0.1898381689544871,-0.30567894164888004,-0.3162549935848085
125,125,125,05-05,0.20148595034941288,-0.1925273628799392,-0.01645051980130004
126,126,126,05-06,0.19956439344048352,-0.2111941965513234,-0.05214654114987607
127,127,127,05-07,0.33219044352820065,1.0771925308860046,-0.08632383598659886
128,128,128,05-08,0.20129480847045664,-0.1943841976400921,0.0236172011977397
129,129,129,05-09,0.15013724648207802,-0.6913508480853621,0.5761539915083198
130,130,130,05-10,0.2577419055909619,0.3539672814571513,0.7897599567888024
131,131,131,05-11,0.5427535393417192,3.1226933789835414,0.797087193939165
132,132,132,05-12,0.33149550471484657,1.0704415951315709,1.0684311456165831
133,133,133,05-13,0.3367160219152499,1.1211559537881808,1.068979380521875
134,134,134,05-14,0.3688870806964317,1.4336795124244146,0.9774853324651881
135,135,135,05-15,0.15047585706441652,-0.6880614386536085,0.2916388931796773
136,136,136,05-16,0.2012317261151284,-0.19499700688297208,0.4177071442350019
137,137,137,05-17,0.11914887652395248,-0.9923852567295214,0.13508673999590895
138,138,138,05-18,0.4093600177040074,1.8268511014635191,-0.02070596401390438
139,139,139,05-19,0.16215898671675694,-0.5745664716463769,-0.002620943420158709
140,140,140,05-20,0.2726636229785557,0.4989232883655346,0.07446447619866893
141,141,141,05-21,0.1616458487882882,-0.5795513150911344,0.2918429270580552
142,142,142,05-22,0.2488425925064696,0.2675155108299938,0.008609706894943447
143,143,143,05-23,0.25341001736484825,0.3118854484267961,0.15593644815712987
144,144,144,05-24,0.23442448424702125,0.12745178048484848,0.09127634342832806
145,145,145,05-25,0.25315354611320656,0.3093939759267417,0.030680626791308733
146,146,146,05-26,0.23272710032205585,0.1109626599927237,-0.15654047503330154
147,147,147,05-27,0.12421964571436665,-0.9431256149132504,-0.4112918249555498
148,148,148,05-28,0.1332077693623782,-0.8558111001176679,-0.432576996960425
149,149,149,05-29,0.09606596262483154,-1.2166226511066935,-0.5991317264886877
150,150,150,05-30,0.22127795815360526,-0.0002592515444030467,-0.5589890452029916
151,151,151,05-31,0.15028305499273947,-0.6899344012428347,-0.5903605685073265
152,152,152,06-01,0.2575207363265573,0.3518187477069004,-0.511145493920676
153,153,153,06-02,0.10484340813375513,-1.1313547547392595,-0.28211675931919605
154,154,154,06-03,0.18213399109113665,-0.3805206525977645,-0.35735098695157386
155,155,155,06-04,0.23752275869351,0.15754975650218614,-0.36850791267870897
156,156,156,06-05,0.1748104578458556,-0.45166461733866997,-0.273772312344612
157,157,157,06-06,0.14339211630732554,-0.7568759556056451,0.04718330263079251
158,158,158,06-07,0.3160330209105092,0.920232349711482,0.005188501370271399
159,159,159,06-08,0.30307771726388866,0.7943789351131676,-0.22247563112644766
160,160,160,06-09,0.15619641584237645,-0.6324894601608911,-0.2484111281854197
161,161,161,06-10,0.09690879242076923,-1.2084350384781288,-0.3443221771751987
162,162,162,06-11,0.15879171537323708,-0.6072775996925016,-0.4041061446183084
163,163,163,06-12,0.0841538302412219,-1.3323422495443191,-0.5987177481234763
164,164,164,06-13,0.27910818479554844,0.5615285450528238,-0.5758383500940982
165,165,165,06-14,0.18287824116962934,-0.3732906859178402,-0.25770463976094843
166,166,166,06-15,0.17032759613661955,-0.4952130719846221,-0.4169573403622671
167,167,167,06-16,0.2934001866708146,0.7003672235207701,-0.1270891742432566
168,168,168,06-17,0.0604312330890134,-1.5627938033004134,-0.26158979357146805
169,169,169,06-18,0.2631873568982465,0.4068667471697433,-0.305428526467753
170,170,170,06-19,0.1960355227013013,-0.2454751709164445,0.15936195929258035
171,171,171,06-20,0.15580178410405826,-0.6363230832955501,0.29950626029623234
172,172,172,06-21,0.4573997535812541,2.293529842577378,0.4729593117707429
173,173,173,06-22,0.37995859970905776,1.5412330295426817,0.3438896191684637
174,174,174,06-23,0.1675623883679077,-0.5220754944533502,0.2081798603082257
175,175,175,06-24,0.18346904025620173,-0.3675514084439312,0.5655453635120699
176,176,176,06-25,0.11221605036729064,-1.0597337240778728,0.2325375062501057
177,177,177,06-26,0.37652421527257146,1.507869935927515,-0.13199180999625218
178,178,178,06-27,0.2517215244457697,0.2954826990055936,-0.20096511389341865
179,179,179,06-28,0.15481152705443446,-0.6459428679354658,-0.4119878262440419
180,180,180,06-29,0.1249618710112467,-0.9359153178363488,-0.23789501975091576
181,181,181,06-30,0.05313344355134783,-1.6336876825476707,-0.27159596598985186
182,182,182,07-01,0.21974234250689234,-0.015176885119116268,-0.30972228182267675
183,183,183,07-02,0.35570923811375393,1.3056642584938982,-0.10293368830737158
184,184,184,07-03,0.2281732718957201,0.0667248040086446,0.14108012734593128
185,185,185,07-04,0.2825319720593921,0.5947886931563651,0.4510213800189855
186,186,186,07-05,0.27567401906931105,0.5281675760834684,0.32773763141256257
187,187,187,07-06,0.2445648665513143,0.2259598334906543,0.05664927471846053
188,188,188,07-07,0.14359764339066058,-0.7548793767576538,-0.17089679012833944
189,189,189,07-08,0.18827483100236364,-0.3208658816707141,-0.29277533037122755
190,190,190,07-09,0.08763222866255342,-1.2985515850721552,-0.22026929386009733
191,191,191,07-10,0.20725518269806692,-0.1364825483009637,-0.1761247378844796
192,192,192,07-11,0.320456485506764,0.9632037951502498,-0.1631759430493287
193,193,193,07-12,0.271830211500502,0.4908271693443607,-0.13566930578460426
194,194,194,07-13,0.1515953081095367,-0.6771866077467484,-0.09735739111191416
195,195,195,07-14,0.20526396900228205,-0.15582605808236766,-0.3219758045734378
196,196,196,07-15,0.1112951140654941,-1.0686800970360144,-0.3022776854285926
197,197,197,07-16,0.06852236752714677,-1.4841930290701058,-0.1925623998302007
198,198,198,07-17,0.3326227878166353,1.081392510019321,0.04812438882901839
199,199,199,07-18,0.3395945154316833,1.149118882934712,0.18109489407879345
200,200,200,07-19,0.3002525586463969,0.7669341242085661,0.4479629098401328
201,201,201,07-20,0.2873915748548667,0.6419969734162826,0.5496717062883619
202,202,202,07-21,0.27612287922994744,0.5325279975320216,0.3366010785714019
203,203,203,07-22,0.1313415613833351,-0.8739402503807309,-0.2132268852201705
204,204,204,07-23,0.20102232123924824,-0.1970312562824392,-0.3201695651337513
205,205,205,07-24,0.0,-2.1498488998147223,-0.5040491799509997
206,206,206,07-25,0.23420072069734504,0.12527804472708104,-0.1550442296122949
207,207,207,07-26,0.17382058028228184,-0.4612807154872083,0.11770515869005815
208,208,208,07-27,0.4916815172014049,2.626557699564251,0.15408913073525274
209,209,209,07-28,0.29980188434707833,0.7625560794333872,0.27266534939369474
210,210,210,07-29,0.22349443646409625,0.021272575988728525,0.2928938252008319
211,211,211,07-30,0.07323715083414634,-1.4383915878640705,0.1514336547141635
212,212,212,07-31,0.2466945913114819,0.2466488995699037,-0.17615512375990905
213,213,213,08-01,0.08644943655574339,-1.3100417384072185,-0.27142740783370484
214,214,214,08-02,0.2893503157841356,0.6610250287198157,-0.4101772895054445
215,215,215,08-03,0.2409581236169037,0.1909223749906124,0.3326544749051847
216,216,216,08-04,0.1377972694673673,-0.8112267140417093,0.15065669920402272
217,217,217,08-05,0.532038102576784,3.018598998599705,0.3014411231086509
218,218,218,08-06,0.13428589164718227,-0.8453377546370682,0.97617190371088
219,219,219,08-07,0.17957959133620968,-0.405335194979449,0.6976637921017276
220,220,220,08-08,0.7060895280012779,4.7094097123331915,1.0566565788560809
221,221,221,08-09,0.06894099565293489,-1.4801262946643037,0.654093079224317
222,222,222,08-10,0.3595247724132313,1.3427300064844117,0.5721620950698411
223,223,223,08-11,0.283399681851143,0.6032180008091215,0.6362649742503872
224,224,224,08-12,0.08368222159935003,-1.336923659563924,0.06661950471683786
225,225,225,08-13,0.21917195044973312,-0.020717919896172325,0.2420650117018593
226,226,226,08-14,0.35425497258853905,1.2915368951318942,-0.12265751255069468
227,227,227,08-15,0.1773027667028881,-0.42745325275417534,-0.030362677789257407
228,228,228,08-16,0.13425836719722065,-0.8456051390309117,0.4387487488297664
229,229,229,08-17,0.3404044574386192,1.156987009377745,0.6444496289846134
230,230,230,08-18,0.3734231553044663,1.477744900150219,0.5237442977001538
231,231,231,08-19,0.34622058260431104,1.21348736103291,0.750393641379751
232,232,232,08-20,0.2797028013877567,0.5673049074251365,0.9901569639139479
233,233,233,08-21,0.317289961077307,0.9324428093234068,0.8001740848522322
234,234,234,08-22,0.28234525017932466,0.5929747961742717,0.5208810885584074
235,235,235,08-23,0.2230638563706521,0.0170897350074487,0.1601588951479694
236,236,236,08-24,0.20092125291701604,-0.19801307761272988,-0.21386836329445189
237,237,237,08-25,0.12342493279427624,-0.9508457994297179,-0.3604666478136151
238,238,238,08-26,0.04868944093025808,-1.676858643229391,-0.5931658168029287
239,239,239,08-27,0.22674532407649914,0.052853102208427816,-0.4749914791852316
240,240,240,08-28,0.13862145521381913,-0.8032202177616101,-0.4141020995691168
241,241,241,08-29,0.2960527902964553,0.7261357607136316,-0.42851310628870176
242,242,242,08-30,0.2385288333374051,0.16732320008395873,-0.2734456396686341
243,243,243,08-31,0.1145241507931713,-1.037311839747228,-0.11634267899757778
244,244,244,09-01,0.1444649646466598,-0.746453843508985,-0.051725628646221766
245,245,245,09-02,0.3237780457919673,0.995470866234766,-0.15542625114010752
246,246,246,09-03,0.17853138586080192,-0.4155179156534742,0.019679619493293905
247,247,247,09-04,0.23200336945047464,0.10393202575031713,0.03931866564946821
248,248,248,09-05,0.3466808321497733,1.2179584238843673,0.41926417583368186
249,249,249,09-06,0.12665396739426849,-0.9194775628101822,0.2156674383924455
250,250,250,09-07,0.3791336608906419,1.5332192175962966,0.3936328514250977
251,251,251,09-08,0.19802901164310052,-0.2261095584126525,0.3915651325446705
252,252,252,09-09,0.2884495460534197,0.6522745625424388,0.1462770289163022
253,253,253,09-10,0.2307262681797328,0.09152571246775416,0.4423555387644309
254,254,254,09-11,0.195181635713106,-0.2537701978858422,-0.016556656163191946
255,255,255,09-12,0.30952323688039657,0.8569934962785899,0.19720246689244306
256,256,256,09-13,0.09569215786586434,-1.2202539519694404,0.25870479534630064
257,257,257,09-14,0.3300547189436076,1.0564451799211574,0.1770912426179575
258,258,258,09-15,0.3264357068248375,1.0212885332655843,0.10484718805455696
259,259,259,09-16,0.1803186557689058,-0.39815560390230464,-0.16187592599783535
260,260,260,09-17,0.15056097922067216,-0.6872345252662455,0.12180117004379645
261,261,261,09-18,0.14478496848379724,-0.7433451880357639,-0.23614866165225745
262,262,262,09-19,0.27090184582899524,0.4818086242803503,-0.3457405220438421
263,263,263,09-20,0.10897138443035274,-1.0912538102551657,-0.15658731856778285
264,264,264,09-21,0.25874763496269965,0.363737370916076,0.06613083421650498
265,265,265,09-22,0.2971468178613547,0.7367636169540513,0.2372223175882037
266,266,266,09-23,0.2881201216314262,0.6490743914394814,-0.09273197619434308
267,267,267,09-24,0.25045753011459315,0.2832037121944291,-0.1156722352186806
268,268,268,09-25,0.06710961282033875,-1.4979171384149308,-0.2390097647625735
269,269,269,09-26,0.09480261408712523,-1.2288953644011908,-0.3678897780352126
270,270,270,09-27,0.18256971870837685,-0.3762878063472815,-0.7972424926612868
271,271,271,09-28,0.2175456543367912,-0.03651646268178324,-1.0328344535226806
272,272,272,09-29,0.02293566999449344,-1.9270418963169635,-0.8466211611995315
273,273,273,09-30,0.10494703763870752,-1.1303480529739336,-0.7008905047061821
274,274,274,10-01,0.18212197475504385,-0.3806373844760356,-0.7876654581205176
275,275,275,10-02,0.184811371252049,-0.3545114254410933,-0.8815105441411831
276,276,276,10-03,0.12897423030662838,-0.8969375268332952,-0.5389333267194004
277,277,277,10-04,0.1595833850242876,-0.5995869788057767,-0.5139194057832778
278,278,278,10-05,0.234524297364464,0.12842140821373232,-0.7411486126356518
279,279,279,10-06,0.12039657989329015,-0.9802645273571976,-0.8921271022461287
280,280,280,10-07,0.04177663498580369,-1.74401262559028,-0.7764481474301786
281,281,281,10-08,0.0915613541624977,-1.2603823631039546,-0.7238483758621354
282,282,282,10-09,0.20042192157257813,-0.2028637979375958,-0.7519019218395608
283,283,283,10-10,0.19207099044596868,-0.2839883493975158,-0.4948368469043056
284,284,284,10-11,0.21719736788883684,-0.03989986765082073,-0.3924379564688058
285,285,285,10-12,0.27916967858228303,0.5621259222543337,-0.3741321067970279
286,286,286,10-13,0.1050220569508598,-1.1296192829772809,-0.37264600233653344
287,287,287,10-14,0.10286773826486978,-1.1505472650732873,-0.21633730625417746
288,288,288,10-15,0.2013397958121172,-0.1939471711746294,-0.4281836710306304
289,289,289,10-16,0.28861314435498303,0.6538638270966205,-0.3523752655875805
290,290,290,10-17,0.08635305233944672,-1.3109780563095381,-0.1745338053838201
291,291,291,10-18,0.3259918127905026,1.0169763549126327,0.2491610046927584
292,292,292,10-19,0.2148636591951084,-0.06257052175471814,0.42377316968895307
293,293,293,10-20,0.364557654373644,1.3916215953861837,0.6134688766476967
294,294,294,10-21,0.3091868633774878,0.8537258188025387,0.9471524292210493
295,295,295,10-22,0.4057763770867128,1.7920380688490818,0.6822280793373864
296,296,296,10-23,0.2924486164177886,0.6911232591305765,0.4720966208616224
297,297,297,10-24,0.16236452907726348,-0.572569744389344,0.15637513770471093
298,298,298,10-25,0.08507853454277121,-1.3233592726093024,-0.139037636250431
299,299,299,10-26,0.16955614272865355,-0.5027073035552853,-0.2886009436232536
300,300,300,10-27,0.12672877752128148,-0.9187508249283132,-0.5229132455688812
301,301,301,10-28,0.3134004299934012,0.8946582246121466,-0.4599445136297284
302,302,302,10-29,0.14772848961632354,-0.7147505525431895,0.046087917273495004
303,303,303,10-30,0.20125639602190348,-0.1947573527544269,0.07468030116656436
304,304,304,10-31,0.3976232748652912,1.7128353128100378,0.11371829177955906
305,305,305,11-01,0.1872158788509224,-0.33115300019686905,0.09147958814151208
306,306,306,11-02,0.1508401148461906,-0.6845228812503449,0.3364986674102193
307,307,307,11-03,0.2996649667519313,0.7612260027838645,0.4749319047860335
308,308,308,11-04,0.29906152644839673,0.7553639230690541,0.1168507863250881
309,309,309,11-05,0.2867579915429703,0.6358420715004584,0.1974897325908052
310,310,310,11-06,0.17645885268781766,-0.4356513979556348,0.3536600046984983
311,311,311,11-07,0.2370215375031051,0.15268067739743346,0.4022963936095129
312,312,312,11-08,0.2472967728806852,0.2524987513958138,0.185831886896041
313,313,313,11-09,0.32970463736214417,1.0530443362499522,0.12703672876434388
314,314,314,11-10,0.16536487202834996,-0.5434231172117775,0.2208726661007013
315,315,315,11-11,0.2504438814024542,0.2830711227102758,0.3797710665688166
316,316,316,11-12,0.2344154714273801,0.12736422606250974,0.5405327060985827
317,317,317,11-13,0.33516319064444045,1.1060710802061249,0.4211681400653953
318,318,318,11-14,0.3465892328342301,1.2170685885744106,1.1769022286085504
319,319,319,11-15,0.25598057341635416,0.33685694005082845,0.8739381947232667
320,320,320,11-16,0.6321347864288936,3.990981414047152,1.003559245681606
321,321,321,11-17,0.06332185222988491,-1.5347130806014262,1.108505125780545
322,322,322,11-18,0.3144743278129189,0.9050905318125456,0.917795427026911
323,323,323,11-19,0.3999817296161336,1.735746360799759,1.0328795118271197
324,324,324,11-20,0.22879972047520944,0.07281039605260699,0.35823006696701515
325,325,325,11-21,0.32706085049451433,1.02736144885208,0.3637567527068825
326,326,326,11-22,0.2154458102378414,-0.05691525511347445,0.34756188023015183
327,327,327,11-23,0.06673534206556181,-1.5015529661622222,0.06765993641774921
328,328,328,11-24,0.3044717629501065,0.8079212969521613,0.2226747311337129
329,329,329,11-25,0.22710371824348602,0.05633469792534361,0.017408243825652574
330,330,330,11-26,0.32454271203441104,1.0028991643483889,-0.1416231745764965
331,331,331,11-27,0.20028051576754324,-0.2042374749962816,-0.10291717335102052
332,332,332,11-28,0.11722200019684532,-1.0111037655263688,-0.3582478556079952
333,333,333,11-29,0.09064163020671276,-1.2693169588093665,0.009237111759249465
334,334,334,11-30,0.1467698906808965,-0.7240627965896865,-0.2319405534160716
335,335,335,12-01,0.4540763126545167,2.2612445021288115,-0.28949666786608785
336,336,336,12-02,0.17558227762259312,-0.4441668267035378,-0.06132337954467956
337,337,337,12-03,0.1647316857989876,-0.5495741616963793,0.16076376414812696
338,338,338,12-04,0.2581504403358699,0.357935964402081,0.15559831149730033
339,339,339,12-05,0.22781103757165924,0.06320590334747256,-0.3737089448522693
340,340,340,12-06,0.14357951204346558,-0.7550555124946462,-0.3542666465110616
341,341,341,12-07,0.12715616113118478,-0.9145990359686064,-0.15339326621337115
342,342,342,12-08,0.18759057534272056,-0.3275130366562916,-0.06872278518493669
343,343,343,12-09,0.2887986717247478,0.6556661200897634,0.31426232875375143
344,344,344,12-10,0.31044612711385017,0.8659588505726877,0.2543408576574513
345,345,345,12-11,0.4643571078891368,2.3611165869796014,0.41822439962684094
346,346,346,12-12,0.10656974847928373,-1.1145843390724466,0.7678751990715806
347,347,347,12-13,0.22837682593429395,0.06870221584773102,0.8039778503096846
348,348,348,12-14,0.4035481141134269,1.770391760012146,0.8309393384827902
349,349,349,12-15,0.3110970325946772,0.8722820275183866,0.7666879636384799
350,350,350,12-16,0.3270985604464948,1.027727779611322,0.9067749291658048
351,351,351,12-17,0.4246730322455337,1.975608337913739,0.904109868184043
352,352,352,12-18,0.19309274896199585,-0.27406254590849705,0.602151468584266
353,353,353,12-19,0.2267307836223384,0.052711849957160266,0.4328250220490608
354,354,354,12-20,0.21704720265472047,-0.041358637586516575,0.401465366941195
355,355,355,12-21,0.2065146243730944,-0.14367665169284494,0.3999002514929917
356,356,356,12-22,0.30772965311224104,0.8395698489641269,0.2884886599949881
357,357,357,12-23,0.4237063578360293,1.96621764522452,0.13881584827824792
358,358,358,12-24,0.12428074244393605,-0.9425320948965192,0.19218029620259452
359,359,359,12-25,0.1342872025106441,-0.8453250203432806,0.15630433472049068
360,360,360,12-26,0.2500071010730875,0.2788280499595635,-0.07494901547535486
361,361,361,12-27,0.1843562756577148,-0.3589324205854683,-0.6045264824888991
362,362,362,12-28,0.1648988504368765,-0.5479502522109464,-0.3697037794145333
363,363,363,12-29,0.09661931400175697,-1.211247156856745,
364,364,364,12-30,0.26931611225849617,0.466404123549675,
365,365,365,12-31,,,
