,unnamed: 0,unnamed: 0,mth_day,dogs,dogs_norm,dogs_ravg
48,48,48,02-18,0.3102293949865624,-2.3474202732358322,-1.0652761020445791
49,49,49,02-19,0.502887417737185,-1.5765645560062018,-0.776440849160029
50,50,50,02-20,0.9277849966314116,0.12351895596674164,-0.4102775334307747
51,51,51,02-21,1.2592106721010907,1.4496063574926572,0.11742261966623953
52,52,52,02-22,1.1563756121249482,1.038146752631717,0.6975949216297428
53,53,53,02-23,1.401080034588927,2.017248481148356,0.8732098892647172
54,54,54,02-24,1.180235384844215,1.1336135385451882,1.0551976668503007
55,55,55,02-25,0.7662334500003676,-0.5228747501963552,0.8138549547245354
56,56,56,02-26,1.2006874706800603,1.215445621480242,0.4375933046431461
57,57,57,02-27,0.8973016246555348,0.0015500847380657426,0.1699379773580838
58,58,58,02-28,0.5921468679800316,-1.2194231478566186,0.15626474455836858
59,59,59,02-29,0.9997135143892724,0.4113165174379818,0.3404131313046382
60,60,60,03-01,1.1597314855780645,1.051574141746897,0.1933916093409812
61,61,61,03-02,1.0423758975968342,0.5820155702812624,0.16646136000718995
62,62,62,03-03,0.9802191644312446,0.33331648969829997,0.5381722793206841
63,63,63,03-04,0.8569179694043878,-0.16003141126468173,0.4940268149084869
64,64,64,03-05,1.1495514962323088,1.0108423680243457,0.3538502594788089
65,65,65,03-06,0.9335145277543064,0.14644373096479885,0.08101408603822187
66,66,66,03-07,0.9495276505299294,0.21051480916882928,-0.04825130805071305
67,67,67,03-08,0.6332403626190126,-1.05500147036226,-0.22880945960107624
68,68,68,03-09,0.7863773233814835,-0.4422758748353096,-0.5281064677960527
69,69,69,03-10,0.5861593123040638,-1.243380320566861,-0.4871718297597296
70,70,70,03-11,0.7007362236057902,-0.7849396811455136,-0.6120272375210097
71,71,71,03-12,0.994898672022704,0.3920515591827379,-0.5359193459752357
72,72,72,03-13,0.7622988699576595,-0.538617637398852,-0.4816312686274453
73,73,73,03-14,0.7473690814430033,-0.5983541210876155,-0.4056878047187484
74,74,74,03-15,0.8677858158424083,-0.11654741074856667,-0.4626807654286768
75,75,75,03-16,0.7000414612234395,-0.7877195371146803,-0.5668285858138773
76,76,76,03-17,0.6152715831368305,-1.126897445405084,-0.5945502717824741
77,77,77,03-18,0.8387222615682743,-0.2328353631284652,-0.5454577687593931
78,78,78,03-19,0.7207284041494706,-0.7049477532104329,-0.3908113314531956
79,79,79,03-20,0.8209864732809752,-0.3037991029491297,-0.15433156046832788
80,80,80,03-21,1.09968817710853,0.8113312130886184,0.16294275972364214
81,81,81,03-22,1.0546582130757938,0.6311590887945256,0.12965188731344365
82,82,82,03-23,1.0910450008971166,0.7767484757467362,0.05095767908785335
83,83,83,03-24,0.7888004395398219,-0.4325805975896561,0.09075637648837404
84,84,84,03-25,0.6027213357464088,-1.1771130025639749,0.0030770574669742308
85,85,85,03-26,0.8806672009024109,-0.06500691854600553,-0.2258138235106587
86,86,86,03-27,0.9682073523999136,0.2852552989602196,-0.3312050115970581
87,87,87,03-28,0.7114214939142804,-0.7421861970712718,-0.09372370776210476
88,88,88,03-29,0.9330040799447236,0.1444013472283399,0.005341631856068211
89,89,89,03-30,1.144919054848368,0.9923072254200636,-0.10928449520959983
90,90,90,03-31,0.7512762367015304,-0.5827209648549367,-0.35481025097991103
91,91,91,04-01,0.7087778900824866,-0.7527636809400138,-0.23771763460731685
92,92,92,04-02,0.6000255597469867,-1.1878992356616476,-0.3362901071543929
93,93,93,04-03,0.8870094653970514,-0.039630498835706685,-0.3408441341719894
94,94,94,04-04,0.7851882651241981,-0.4470334880541161,-0.22704995953716325
95,95,95,04-05,1.1380899960155462,0.9649830633144848,-0.031955761147847726
96,96,96,04-06,0.9219179809008844,0.1000440829540202,0.5228300048189646
97,97,97,04-07,1.0013342920526362,0.4178015093958792,0.4862389172297237
98,98,98,04-08,1.4319627926093297,2.1408153601392264,0.6665749825639671
99,99,99,04-09,0.8321387566949869,-0.2591770243711518,0.506783481759432
100,100,100,04-10,1.0556138895415843,0.6349829039513437,0.2638422287356204
101,101,101,04-11,0.8984722783861467,0.0062340584872748106,0.0382461468356462
102,102,102,04-12,0.5576118177163903,-1.357603435188849,-0.4552950716081591
103,103,103,04-13,0.6630383377694863,-0.935774982003966,-0.4546344720898217
104,104,104,04-14,0.6918657303494254,-0.8204319505236056,-0.7384269218944921
105,105,105,04-15,0.8331293685113483,-0.2552134272611273,-0.8562328864806267
106,106,106,04-16,0.6300487076622671,-1.0677717948766785,-0.5445444371171944
107,107,107,04-17,0.7218145949979053,-0.7006017290295337,-0.28904241171019146
108,108,108,04-18,1.025008859936252,0.5125272609917448,-0.1014075063174435
109,109,109,04-19,1.0461801936846251,0.5972371704380515,0.0518866177086482
110,110,110,04-20,0.9732364387503476,0.3053774818328821,0.12564336376189453
111,111,111,04-21,1.0630038483190234,0.6645513168954229,0.2551576225469554
112,112,112,04-22,0.7406517313529271,-0.6252313185572003,0.17359193655197205
113,113,113,04-23,0.9160296247979064,0.07648382368083144,0.3569682312708621
114,114,114,04-24,0.9026958244081476,0.023133145021844503,0.08698401093376712
115,115,115,04-25,1.3211648392173454,1.6974949387513916,-0.05764309259858723
116,116,116,04-26,0.5683775923949129,-1.3145278401896874,-0.14711447972697791
117,117,117,04-27,0.8461261277813985,-0.2032113042987033,-0.25594049136185043
118,118,118,04-28,0.6064835843056909,-1.1620596413275444,-0.18612824544762016
119,119,119,04-29,0.7528379631928448,-0.5764722461284038,-0.29510003045040023
120,120,120,04-30,1.0073838143470686,0.4420066205072264,0.4535255432610454
121,121,121,05-01,1.1577545809939824,1.0436642287347109,0.4837659677640429
122,122,122,05-02,1.690990187110872,3.177225602078986,0.7451718340557275
123,123,123,05-03,0.8914736053572946,-0.02176875728071817,1.1957051233649227
124,124,124,05-04,0.9984786324801916,0.40637555642256395,1.2574674810423156
125,125,125,05-05,1.4284418467335107,2.1267274897267683,1.0426523253271591
126,126,126,05-06,1.1000004748550058,0.8125807665715823,0.3452607782370563
127,127,127,05-07,0.8356253246473963,-0.2452267055562265,0.5800583623726098
128,128,128,05-08,0.6452063377421847,-1.007123680461632,0.5093323356643804
129,129,129,05-09,1.2435678089425046,1.3870167475326023,0.4715660260516475
130,130,130,05-10,0.8924203689837334,-0.017980603826812273,0.3108470686240335
131,131,131,05-11,1.3718088163963211,1.9001296320503709,0.39608053309806507
132,132,132,05-12,0.8589919758755128,-0.15173297799410165,0.27430994847644946
133,133,133,05-13,0.9634384318532476,0.2661740812879627,-0.009311713180045608
134,134,134,05-14,0.4626034495127184,-1.7377471881913258,-0.026783381155979447
135,135,135,05-15,0.8182587349666607,-0.3147132224063681,-0.4121251770502672
136,136,136,05-16,0.8662204698495918,-0.12281061168241528,-0.2699701706681097
137,137,137,05-17,0.7939638047748856,-0.4119211433153562,-0.4408029256749624
138,138,138,05-18,1.0721626264256487,0.7011970602988437,-0.07179268045225529
139,139,139,05-19,0.7072636375432699,-0.7588224487531536,0.20123562361248656
140,140,140,05-20,1.0159582418323148,0.47631428314491703,0.31335275487986863
141,141,141,05-21,1.2276823822747056,1.323456601982083,0.5888795307242025
142,142,142,05-22,1.0343473787664108,0.5498921759218772,0.5108250695513828
143,143,143,05-23,1.207134072537542,1.2412395117506474,0.35104633175661365
144,144,144,05-24,0.9551149002145886,0.2328702932619258,0.024442915765130163
145,145,145,05-25,0.467665058874671,-1.7174948755217692,-0.08779588051459601
146,146,146,05-26,0.5261952399466507,-1.4833062128039838,-0.14917395455609528
147,147,147,05-27,1.0593730287821337,0.6500238243037261,-0.5167307633503156
148,148,148,05-28,0.9423069764905536,0.18162373167288165,-0.4882991223541967
149,149,149,05-29,0.6559588023950321,-0.9641013410146748,-0.3739595692587985
150,150,150,05-30,0.9977499896257715,0.4034601392386395,0.02331021452443438
151,151,151,05-31,0.639124633442402,-1.031457556949381,0.17416610328029333
152,152,152,06-01,1.1219270429147448,0.9003124898954142,0.19003718677644527
153,153,153,06-02,1.285591216687204,1.5551591568388798,0.336759742072471
154,154,154,06-03,0.9661066954024224,0.2768502326497938,0.14224074452578508
155,155,155,06-04,0.8759787887383185,-0.08376600923852075,0.3608411143350108
156,156,156,06-05,0.7060561386198189,-0.7636538460414759,0.5550575771128595
157,157,157,06-06,0.9669300637869348,0.280144661905974,0.3863167692142349
158,158,158,06-07,1.4131672234160255,2.065611266562507,0.4033055733257796
159,159,159,06-08,1.0325534327247805,0.5427143094471323,0.25996097155257963
160,160,160,06-09,0.9915825088591153,0.3787830573190619,0.5029796535676341
161,161,161,06-10,0.66102426275633,-0.943833619877721,0.7785248122455831
162,162,162,06-11,1.0704784115978037,0.694458246048851,0.6635296946440717
163,163,163,06-12,1.3801278978006883,1.933415613973668,0.42240829819844894
164,164,164,06-13,1.2407245873592745,1.3756405609534388,0.4641439062390735
165,165,165,06-14,0.6709762624934961,-0.9040140692266052,1.068432016679472
166,166,166,06-15,1.0541677595903345,0.6291967055628089,0.9635241319860413
167,167,167,06-16,1.5671934712891111,2.68189504276467,0.7421304242838281
168,168,168,06-17,0.9131622354244668,0.06501093788826512,0.8997933982449426
169,169,169,06-18,1.0481336761430051,0.6050533677603895,0.9033793549336928
170,170,170,06-19,1.4771504409560727,2.3216184047201263,0.9056222258441116
171,171,171,06-20,0.6763536370907053,-0.8824983290941029,0.7832985049339215
172,172,172,06-21,1.0575310899663932,0.6426539310253214,1.0830870763075804
173,173,173,06-22,1.3837611193250976,1.9479527173035287,0.8639050776329334
174,174,174,06-23,1.3627146389143507,1.8637423661302184,0.9665973839579802
175,175,175,06-24,0.7194560555972545,-0.7100386242874925,1.0580563844009874
176,176,176,06-25,1.6311442136900012,2.9377722426704085,1.0337837498092524
177,177,177,06-26,0.8135023391961279,-0.3337443264360604,1.503159445749925
178,178,178,06-27,1.0211327003621893,0.4970181234749119,1.1124317090563256
179,179,179,06-28,2.087620413503672,4.764206892947568,1.0756054516290123
180,180,180,06-29,0.7767930597963942,-0.4806240540313815,0.5298026888159526
181,181,181,06-30,0.6642326944726865,-0.9309961688513722,0.4717705441377244
182,182,182,07-01,0.8126775765872718,-0.3370443342079505,0.3006807659604685
183,183,183,07-02,0.7264793749776113,-0.6819371945054296,-0.6168233079625854
184,184,184,07-03,0.7645724831407313,-0.5295205455886232,-0.7313496491264438
185,185,185,07-04,0.7117635562728871,-0.7408175505907552,-0.5553071154448931
186,186,186,07-05,0.6050533844071582,-1.1677821010145322,-0.5048088841473451
187,187,187,07-06,0.9282198897495498,0.12525903323793178,-0.4255084144150469
188,188,188,07-07,0.8884029491315949,-0.034054946422663074,-0.002545617037221448
189,189,189,07-08,0.8453955718248799,-0.2061343761116399,0.1398425898872973
190,190,190,07-09,1.398832626136674,2.0082562386783303,0.4671722176944957
191,191,191,07-10,0.9252839061589024,0.11351169095635735,0.3909317008916817
192,192,192,07-11,1.0959053880039331,0.7961956658286584,0.4196103826278825
193,193,193,07-12,0.8138922907521337,-0.3321840675789526,0.1611955390567104
194,194,194,07-13,0.93140849215265,0.13801714399454154,-0.33536381817893024
195,195,195,07-14,0.4578857561818869,-1.756623437538673,-0.2707498242108061
196,196,196,07-15,0.6542096690378886,-0.9710999047355141,-0.5344980527512255
197,197,197,07-16,1.0221767802079476,0.5011956547651025,-0.3471168258602806
198,198,198,07-17,0.7003978157397459,-0.7862937054138588,-0.4857252696493839
199,199,199,07-18,1.094882591789037,0.7921032937667172,-0.19002639231386032
200,200,200,07-19,0.7235561421985952,-0.6936335187400782,0.061800266719151335
201,201,201,07-20,0.901305398252756,0.01756982647446884,0.06376379505254065
202,202,202,07-21,1.031840074734752,0.5398600494625558,0.09522423974613348
203,203,203,07-22,1.0251212182749192,0.5129768247654384,-0.25036143902355784
204,204,204,07-23,0.747574792707414,-0.5975310372523018,-0.14554862774449098
205,205,205,07-24,0.5766544559040396,-1.2814107788514308,-0.2502721585404246
206,206,206,07-25,0.8807297496217642,-0.06475665106567696,-0.3281320717042145
207,207,207,07-26,0.7442656727037138,-0.6107713583011328,-0.14268511604833636
208,208,208,07-27,0.915084085879298,0.07270057047981618,-0.003166997999250335
209,209,209,07-28,1.3032109541610524,1.6256585587007075,0.1499518425338635
210,210,210,07-29,0.9567912582049476,0.23957767104221425,0.7522284294504141
211,211,211,07-30,0.8062660867471954,-0.36269773565274777,0.8006326569292037
212,212,212,07-31,1.783882548187085,3.5489028704336274,0.8223644433331098
213,213,213,08-01,0.8168509507296691,-0.3203459934283951,0.5712807743714556
214,214,214,08-02,0.9476723088567104,0.2030912889032528,0.5624153613854274
215,215,215,08-03,0.9266947102576736,0.11915654493078287,0.6981455608526842
216,216,216,08-04,0.9434969965273337,0.1863851931260443,0.021317492932670268
217,217,217,08-05,1.009802322692006,0.4516834611507943,0.0012437453051129994
218,218,218,08-06,0.7689349693362135,-0.5120655370864563,-0.21155694542886408
219,219,219,08-07,0.7867490644180328,-0.4407884791937387,-0.3582458399791541
220,220,220,08-08,0.6285638733836011,-1.0737128555006097,-0.41640620139473583
221,221,221,08-09,0.706725200385453,-0.760976822370957,-0.4595817312930019
222,222,222,08-10,0.8562817629965452,-0.1625769753674462,-0.424078848134317
223,223,223,08-11,0.9450578157590768,0.1926302817611982,-0.4572648883387078
224,224,224,08-12,0.8221738449266847,-0.2990482381343472,-0.3248091758312909
225,225,225,08-13,0.7369844450803571,-0.6399047204200834,0.13742960822534653
226,226,226,08-14,0.8271898037879192,-0.27897858045610885,0.0679195753166083
227,227,227,08-15,1.3998822323788394,2.0124558819688683,-0.05496489264430665
228,228,228,08-16,0.7520469610572947,-0.5796371728198755,0.05470628365960285
229,229,229,08-17,0.7607845872291285,-0.5446765260042915,0.03216124267644735
230,230,230,08-18,0.9866328857602784,0.35897881968910983,0.061873884711632174
231,231,231,08-19,0.7031766941233569,-0.7751749663190164,-0.19879321580876352
232,232,232,08-20,0.8717458373276472,-0.1007027282449999,-0.02845987745024329
233,233,233,08-21,1.008995011385933,0.4484532788464937,-0.08596945186996091
234,234,234,08-22,1.0074728477168842,0.4423628573312461,-0.2224409842709817
235,235,235,08-23,0.6745452510009294,-0.8897339725225971,-0.20330686591511785
236,236,236,08-24,0.7819849730072671,-0.4598503747170149,-0.2903381665770421
237,237,237,08-25,0.7318695454089291,-0.6603702561838333,-0.5111209472371333
238,238,238,08-26,0.7412367581718148,-0.6228905322165452,-0.6863552610904909
239,239,239,08-27,0.6779169144453606,-0.8762434051140541,-0.5014990371042988
240,240,240,08-28,0.7446976304839054,-0.6090430257888996,-0.523337311112318
241,241,241,08-29,0.9517491464405504,0.219403371394556,-0.511696327052352
242,242,242,08-30,0.7492370649619695,-0.5908800187651303,-0.2779179581553258
243,243,243,08-31,0.7493259559023844,-0.5905243518240374,-0.13671963790204145
244,244,244,09-01,1.0918025824126958,0.7797796811656125,-0.14781203334325949
245,245,245,09-02,0.8896529521059867,-0.029053483594348155,-0.5763285157889602
246,246,246,09-03,0.7280638641991845,-0.6755973984362079,-0.4981295777787331
247,247,247,09-04,0.3091608925394814,-2.351695523279648,-0.5397931275339419
248,248,248,09-05,0.8665014435597685,-0.12168639070376785,-0.7975880825689726
249,249,249,09-06,0.6868487612429879,-0.84050565035529,-0.7548108820606981
250,250,250,09-07,0.7052223298282319,-0.7669900490445719,-0.7863103393445695
251,251,251,09-08,0.9538001382877253,0.22760971945529904,-0.6360384820069559
252,252,252,09-09,0.6808283853225018,-0.8645941421394365,-0.7599237011152412
253,253,253,09-10,0.5345032874595732,-1.4500643792539665,-0.830947649395985
254,254,254,09-11,0.6807275237875418,-0.86499770535348,-0.3949377692448579
255,255,255,09-12,0.5803437450289007,-1.2666493400397525,-0.1011408523703109
256,256,256,09-13,1.3590474195210869,1.8490692318621904,-0.1205077184798405
257,257,257,09-14,1.3943676673088643,1.9903912207025811,-0.08530034474850341
258,258,258,09-15,0.6517865136870615,-0.9807953387966144,-0.010166827796807276
259,259,259,09-16,0.5872990275005155,-1.2388201368659435,0.20638735727901167
260,260,260,09-17,0.793395104721385,-0.4141966036433032,-0.1296060737495819
261,261,261,09-18,0.9050807886745262,0.03267577041516128,-0.4900074001195647
262,262,262,09-19,0.8552034811627729,-0.1668913543093711,-0.4975790589521309
263,263,263,09-20,0.8539225070808392,-0.17201673751731525,-0.44437785177220895
264,264,264,09-21,0.6404323202600447,-1.0262252917920116,-0.2786657733832936
265,265,265,09-22,0.6670776876632712,-0.9196128937864124,-0.3105872504464157
266,266,266,09-23,1.0418911123766876,0.5800758666901892,-0.18756570624627653
267,267,267,09-24,0.8572124637716821,-0.15885309196357164,-0.3066811311894346
268,268,268,09-25,1.0396822644025698,0.571237910891464,-0.28968591068835386
269,269,269,09-26,0.6753012029712433,-0.8867092871762634,-0.4020654443839469
270,270,270,09-27,0.6659177555089373,-0.9242539687855272,-0.6750077077673642
271,271,271,09-28,0.4985572892890546,-1.5938900959599709,-0.7169187589119846
272,272,272,09-29,0.6325964886498624,-1.0575777136103144,-0.9146271830078826
273,273,273,09-30,0.7943641247288713,-0.4103193988312948,-0.96859318158194
274,274,274,10-01,0.7432056614578662,-0.6150126336839237,-0.8213189029037236
275,275,275,10-02,0.5943756885177233,-1.2105052786206076,-0.5120800307331673
276,276,276,10-03,0.886765086842024,-0.04060829671622883,-0.4702748103725988
277,277,277,10-04,0.9622810316578059,0.26154313706336685,-0.6560436479029889
278,278,278,10-05,0.6952861275690636,-0.8067463914469027,-0.6291883640838905
279,279,279,10-06,0.5157917060984842,-1.5249324240136344,-0.6816887194035166
280,280,280,10-07,0.7834769010583609,-0.4538809307693338,-0.7304131513532474
281,281,281,10-08,0.5156480011683827,-1.525507410538365,-0.9710755166610576
282,282,282,10-09,0.8136996414472454,-0.3329548884146136,-1.1003433725951297
283,283,283,10-10,0.6013922083849623,-1.182431054783495,-0.8611756830386521
284,284,284,10-11,0.5014405948228735,-1.5823535270513347,-0.6774179162404869
285,285,285,10-12,0.8744391661553425,-0.08992628667476925,-0.6295373816261559
286,286,286,10-13,1.059033588711689,0.6486656700196577,-0.3834634405822537
287,287,287,10-14,0.5874479677836022,-1.2382242028523796,-0.09311948727106838
288,288,288,10-15,1.182703473466688,1.1434887578487998,0.14203565585253
289,289,289,10-16,1.0367817946247622,0.5596326650836169,0.04253206336271991
290,290,290,10-17,0.854070981297673,-0.17142266830974434,-0.1983231046506204
291,291,291,10-18,0.7252270765993409,-0.6869478416136299,0.061810072097995376
292,292,292,10-19,0.6978556452790171,-0.7964653380603837,-0.14282454819283888
293,293,293,10-20,0.9775345354567898,0.3225748576393149,-0.13674810112389502
294,294,294,10-21,0.8758405901771101,-0.08431896389620581,-0.015311453211617984
295,295,295,10-22,1.045893821050606,0.5960913474972802,0.2308998080212672
296,296,296,10-23,1.0361731097763296,0.5571972191639177,0.19507447796134653
297,297,297,10-24,1.0944368291471152,0.7903197257836813,0.1912031776102192
298,298,298,10-25,0.6441332396500784,-1.0114173184199076,0.16464725854771542
299,299,299,10-26,0.971729269533856,0.2993470555325505,-0.11303874030049706
300,300,300,10-27,0.8360182674423604,-0.24365447827122844,-0.4473302097130184
301,301,301,10-28,0.6294856583721548,-1.0700246455919944,-0.4180447764251934
302,302,302,10-29,0.5348813732302692,-1.4485515973112104,-0.009992370234913284
303,303,303,10-30,1.1383522354665072,0.9660323255106308,-0.012454358751676713
304,304,304,10-31,1.2560342841499657,1.4368971187217732,0.15239780105477027
305,305,305,11-01,0.9680373580977258,0.2845751244319699,0.3209671482224845
306,306,306,11-02,1.0832247714191774,0.7454584805674533,0.7267734431248769
307,307,307,11-03,0.8822663258496779,-0.05860856258570905,0.5671833890326022
308,308,308,11-04,1.143414228197951,0.9862861721031442,0.2986418340913827
309,309,309,11-05,0.8990366002455761,0.008492000956983645,0.4591105850316353
310,310,310,11-06,0.8533388081097357,-0.17435221092554426,0.3946990285565442
311,311,311,11-07,1.208670656224009,1.247387630073486,0.5769778817051566
312,312,312,11-08,0.9866354655186194,0.35898914171690666,0.6417679335776758
313,313,313,11-09,1.155605286580782,1.035064556305965,0.7363834328208645
314,314,314,11-10,1.2405711124916543,1.3750264833382595,0.7352668149877847
315,315,315,11-11,1.040918676994777,0.5761849964161153,0.50807539470503
316,316,316,11-12,0.8516643672585033,-0.18105191792402284,0.4699718641470569
317,317,317,11-13,0.867982388581239,-0.11576089162304215,0.098750564237776
318,318,318,11-14,0.9294967505059092,0.130367958369068,-0.1040667890416418
319,319,319,11-15,0.5989348743760037,-1.1922632431497202,-0.1633352037249088
320,320,320,11-16,0.9364333389319832,0.15812236366175267,0.10694724152084832
321,321,321,11-17,0.9520418457339608,0.22057450831651326,-0.15534661500563673
322,322,322,11-18,1.2569704212037915,1.44064275355052,-0.285743984004227
323,323,323,11-19,0.4746557414651881,-1.6895240307819523,0.08572579086412557
324,324,324,11-20,0.7339574396727133,-0.6520162556224739,0.09300839445272956
325,325,325,11-21,1.1559778908950356,1.0365554060603954,-0.08938941156368199
326,326,326,11-22,0.9473540752759992,0.2018179851933768,-0.389952312026268
327,327,327,11-23,0.6785245074637261,-0.8738123277819563,-0.05682768696489815
328,328,328,11-24,0.8062568610313019,-0.36273464922499604,0.1265386759830552
329,329,329,11-25,0.9741977192390742,0.3092237195862669,0.12603532632087378
330,330,330,11-26,1.0089271918708582,0.4481819220652463,0.572219185438834
331,331,331,11-27,1.1552230854353325,1.0335353080873066,0.7484553277702498
332,332,332,11-28,1.6164357061926846,2.878921139901138,0.8410655809925229
333,333,333,11-29,0.9428020314662126,0.18360452620653853,0.7741569548681942
334,334,334,11-30,0.9451319413357736,0.19292687010864404,0.8760017232713739
335,335,335,12-01,0.8738638954692963,-0.09222803715970634,0.5462216548449708
336,336,336,12-02,1.1616500265297345,1.0592505324843244,-0.0354037217130491
337,337,337,12-03,0.6606964872236755,-0.9451451024711128,0.12132794793253435
338,338,338,12-04,0.7442507367514478,-0.6108311194469814,0.2457965780124885
339,339,339,12-05,1.1778313338485698,1.1239945440800394,0.23921953014017616
340,340,340,12-06,1.1317807236931028,0.9397386505883688,0.031516940101623536
341,341,341,12-07,0.8640011856757973,-0.1316903243935807,0.16115283746863954
342,342,342,12-08,0.8501865236514867,-0.18696500774699132,0.17565275346393153
343,343,343,12-09,0.8550939219653476,-0.1673297182690167,-0.09031562574804976
344,344,344,12-10,0.7659943010781888,-0.5238316234752295,-0.3622482280099117
345,345,345,12-11,0.7789945016798538,-0.4718157311918484,-0.1286563462407054
346,346,346,12-12,0.7240001522926411,-0.6918569629828025,-0.2878556863453419
347,347,347,12-13,1.214287360375179,1.269860966221657,0.023557680342051333
348,348,348,12-14,0.6114567893920732,-1.1421610483748104,0.3388557674360859
349,349,349,12-15,1.3220784598739037,1.701150481855343,0.6925795952188589
350,350,350,12-16,1.2388042291531869,1.367956899088978,0.6289666436497704
351,351,351,12-17,1.3094263197533549,1.6505272355047895,0.5266183860805828
352,352,352,12-18,0.6286084062366337,-1.0735346723973334,0.8347339655915681
353,353,353,12-19,1.060809511061565,0.6557714208065311,0.6238777330214226
354,354,354,12-20,1.0734960815744186,0.7065324286911011,0.2675217747705109
355,355,355,12-21,1.00588586551185,0.43601308643447056,0.33053549459100096
356,356,356,12-22,0.7044253607540885,-0.7701788504164923,1.0427300335519585
357,357,357,12-23,1.4039194789433072,2.02860955442773,1.2294393756786934
358,358,358,12-24,1.6965903018613588,3.199632561368413,1.2179281760036835
359,359,359,12-25,1.3407922773240941,1.7760274735669397,1.2459933597722042
360,360,360,12-26,1.056234291182474,0.6374652306410427,1.4677872028824308
361,361,361,12-27,1.0479714285461996,0.6044041890455941,1.1239229479206718
362,362,362,12-28,1.0370196114041037,0.5605842082448682,0.3707053547733581
363,363,363,12-29,0.8882727296893432,-0.03457597534282473,
364,364,364,12-30,0.5670916762176439,-1.3196729975154688,
365,365,365,12-31,,,
