,unnamed: 0,unnamed: 0,mth_day,car chase,car chase_norm,car chase_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.6819906473343175,-1.1560236701049529,
2,2,2,01-03,1.002734915343085,0.16759065018091912,
3,3,3,01-04,0.8388169815127943,-0.5088489504903356,
4,4,4,01-05,1.010956086216665,0.2015169290988358,-0.3992356261247594
5,5,5,01-06,1.0092447336429389,0.19445469603788365,-0.3364439037401425
6,6,6,01-07,0.6485305336950987,-1.2941034114709062,-0.5670440173921528
7,7,7,01-08,0.7732865092387755,-0.7792733357972514,-0.34609932580125186
8,8,8,01-09,0.6674544781833627,-1.216010031731143,-0.2602209960223847
9,9,9,01-10,1.1600589428090755,0.8168191990550698,-0.41413293026784775
10,10,10,01-11,1.1358186610645522,0.7167869077720389,-0.2522591900141476
11,11,11,01-12,0.7854648760328498,-0.7290169094348947,-0.0026278538165357608
12,12,12,01-13,0.8838864385011185,-0.3228609699487052,0.15245526090252745
13,13,13,01-14,1.1362373430592825,0.7185146813884195,0.20107446989272595
14,14,14,01-15,0.8929371706054682,-0.2855113434167639,0.2407929017939393
15,15,15,01-16,1.23074871562156,1.108534452996261,0.26409788952232943
16,16,16,01-17,1.193567172113568,0.9550974991793189,0.18121302467628794
17,17,17,01-18,0.8193491024967099,-0.5891869830645539,0.11029279164771236
18,18,18,01-19,0.7633762042284608,-0.8201701590249542,-0.006359418985133443
19,19,19,01-20,1.0331230541861518,0.2929932832169663,-0.29721028858567616
20,20,20,01-21,0.7233309915050983,-0.9854246072138388,-0.6996147905583951
21,21,21,01-22,0.8078668481168727,-0.6365707646069952,-0.7468120450031128
22,22,22,01-23,0.6084921901469352,-1.4593295126569954,-0.7849050800578204
23,23,23,01-24,0.750726776807645,-0.8723705097328609,-0.9723842319608648
24,24,24,01-25,0.7079909347087916,-1.0487283693531988,-0.8641770418664482
25,25,25,01-26,0.7605382275227818,-0.8318816282013004,-1.0508930808826404
26,26,26,01-27,0.8806585548966304,-0.33618146664733883,-0.8881974168783509
27,27,27,01-28,0.5363915474561312,-1.7568669987041492,-0.6202650178010009
28,28,28,01-29,0.8450431288583825,-0.4831555286312576,-0.31675222474161496
29,29,29,01-30,1.1402863935364975,0.7352238847312387,-0.083265274998458
30,30,30,01-31,1.1492825729864902,0.7723483890031163,0.02119902735016634
31,31,31,02-01,1.1000159725299263,0.5690400702576417,0.580572642989295
32,32,32,02-02,1.032544156357724,0.2906043474444072,0.7647402050468641
33,33,33,02-03,1.3496913651228355,1.5993746951306227,0.5448930834293161
34,34,34,02-04,1.1128130780548653,0.6218498437141565,0.4138504103811425
35,35,35,02-05,0.8206402412563142,-0.5838588449740497,0.4141136124290005
36,36,36,02-06,0.958753418380468,-0.013907649285924749,0.3004924400333284
37,37,37,02-07,1.1003986544647686,0.5706192825447902,0.015104894925183446
38,38,38,02-08,0.8673449474409899,-0.3911226869296256,-0.15117724462226748
39,39,39,02-09,0.9347528840941879,-0.1129505755182472,0.15404920011995388
40,40,40,02-10,0.8710475925293242,-0.37584299357054907,0.19920201995789424
41,41,41,02-11,1.2644234389537432,1.2474998234792785,-0.06792063201803906
42,42,42,02-12,1.024403243675456,0.2570092697417177,-0.051469159497007394
43,43,43,02-13,0.7120163674338601,-1.0321166293108095,-0.060468513006846615
44,44,44,02-14,0.8912645232443931,-0.2924138518034355,-0.10957463325526567
45,45,45,02-15,0.9216682973992868,-0.16694669657728253,-0.5160797593132944
46,46,46,02-16,0.7996498763558036,-0.6704797150610633,-0.6946101646733028
47,47,47,02-17,0.6733863652336558,-1.191530932868894,-0.7511305432454587
48,48,48,02-18,0.7648294238388579,-0.8141731624183326,-0.6243186996699044
49,49,49,02-19,0.629838709600168,-1.3712389007437449,-0.7563582453569917
50,50,50,02-20,1.0756422743117828,0.4684572096498906,-0.5532521061809894
51,51,51,02-21,0.7296897424054057,-0.9591839706998059,-0.4306142116491732
52,52,52,02-22,1.0949555206345254,0.5481571199949502,-0.2897295248540715
53,53,53,02-23,0.8516954139144597,-0.4557035656779967,-0.03038771774705828
54,54,54,02-24,0.9696683488059724,0.03113495835227753,-0.12723532102722312
55,55,55,02-25,1.0069080574143148,0.18481194189833366,-0.020555954651578463
56,56,56,02-26,0.9348309527065998,-0.11262841003109846,-0.0881998403976962
57,57,57,02-27,0.8847959304635941,-0.3191077724459379,-0.05665748811665896
58,58,58,02-28,0.9966048683951876,0.14229380551824375,-0.1295483515622179
59,59,59,02-29,0.8975563352052065,-0.2664494519917733,-0.04139894440615174
60,60,60,03-01,0.8636888669490971,-0.406210222321076,0.10351310211526794
61,61,61,03-02,1.1350726593245122,0.7137083848347306,0.19666919584586892
62,62,62,03-03,1.1455254469024312,0.7568438690974196,0.31327821426157154
63,63,63,03-04,1.0202399913334903,0.2398287899376684,0.4631880624061938
64,64,64,03-05,1.1661482482834653,0.8419479160124588,0.3420617493115253
65,65,65,03-06,1.1155173701087917,0.6330096368759602,0.5134793132711811
66,66,66,03-07,0.6875775781783954,-1.1329681008890873,0.262906223273927
67,67,67,03-08,1.3843047818549383,1.7422137685926662,0.1899129507409183
68,68,68,03-09,0.7812053525874676,-0.7465946708861053,0.0008078777247682023
69,69,69,03-10,0.9141116120495258,-0.19813084526038388,0.05390855718808766
70,70,70,03-11,0.8911994178346855,-0.2926825220844418,0.07363762694204312
71,71,71,03-12,1.1927229652925249,0.9516137136558772,-0.4838183971348897
72,72,72,03-13,0.7162626079778296,-1.0145936823653543,-0.2666326379583233
73,73,73,03-14,0.5737930414666215,-1.6025223758689309,-0.2674339091627653
74,74,74,03-15,1.0969820238490973,0.5565198841732936,-0.3301541604544999
75,75,75,03-16,0.912946605860005,-0.20293847248703628,-0.4753988174438701
76,76,76,03-17,0.8000074711403562,-0.6690040298348495,-0.17076231076841195
77,77,77,03-18,0.9815448729694756,0.08014577171965555,0.21249550085487606
78,78,78,03-19,1.1591880667531522,0.8132253576873943,0.1148948298466478
79,79,79,03-20,1.1310297426585691,0.6970244938707972,0.20195539880098606
80,80,80,03-21,0.9550757813738532,-0.02908414187607636,0.2689892134315641
81,81,81,03-22,1.0395280942908116,0.3194249412389931,0.7172253301008501
82,82,82,03-23,0.8974711120635359,-0.2668011420513809,0.6843239455976019
83,83,83,03-24,1.6332566122552732,2.7695624717353704,0.6578692080176375
84,84,84,03-25,1.1113511840877086,0.6158170506679056,0.4627639597788102
85,85,85,03-26,1.092565945567206,0.538296068391011,0.4279728747428573
86,86,86,03-27,0.6714030117221208,-1.1997156313090396,0.5608503513129818
87,87,87,03-28,0.9889436864369706,0.1106784310232752,-0.005857119776058554
88,88,88,03-29,1.0906679744915508,0.5304637173693664,-0.1100320903425655
89,89,89,03-30,0.8092937544782622,-0.6306823547988718,-0.23574759133682244
90,90,90,03-31,0.9598862558208134,-0.009232772731136048,-0.10377922310929864
91,91,91,04-01,0.9097822189524186,-0.21599693757453067,-0.4652452911846348
92,92,92,04-02,0.8632780784332755,-0.4079054219438967,-0.7227537452458481
93,93,93,04-03,0.4633910342574865,-2.0581179774287413,-0.8720584977731457
94,94,94,04-04,0.7162642255833591,-1.0145870069979137,-1.043822239894315
95,95,95,04-05,0.5922124967781099,-1.5265108699626573,-1.0002415331162822
96,96,96,04-06,0.7101508084503024,-1.0398152254581534,-0.8879130330560617
97,97,97,04-07,0.973146274541388,0.04548730309366834,-0.22008641553227867
98,98,98,04-08,1.0265978097605557,0.2660655784174256,0.04399008740820711
99,99,99,04-09,1.4343758127306017,1.9488417277139567,0.1605664106804308
100,100,100,04-10,1.1002175721246727,0.5698720106450009,0.2626870122368569
101,101,101,04-11,0.7617083396473249,-0.8270529303293153,0.12201516674902768
102,102,102,04-12,0.8586287922232035,-0.42709161611959656,0.26120044088791056
103,103,103,04-13,0.7686168096409569,-0.798543769833307,-0.033772245861291614
104,104,104,04-14,1.2289658781037585,1.1011772232507229,-0.2175787141993944
105,105,105,04-15,1.0055010398729691,0.17900560721874434,0.004368122395663328
106,106,106,04-16,0.8329726342050752,-0.5329667993836158,-0.09853744984154678
107,107,107,04-17,1.0844073670732362,0.5046280892410312,0.0438850034215749
108,108,108,04-18,0.7090095023648771,-1.044525049542857,-0.0447800513848581
109,109,109,04-19,0.9756915661758968,0.05599094974542306,-0.34483529476625857
110,110,110,04-20,1.1000515516296945,0.5691868944121249,-0.4489748124270622
111,111,111,04-21,0.5692364969820738,-1.6213258530696588,-0.6090255728842476
112,112,112,04-22,0.6815592525984766,-1.1578039053484377,-0.4033224744442509
113,113,113,04-23,0.8517019790142774,-0.4556764735020812,-0.7626164698555321
114,114,114,04-24,1.0080909888300082,0.18969354109712325,-0.9989239764010132
115,115,115,04-25,0.4532969934128261,-2.0997730227222635,-0.6637800774892976
116,116,116,04-26,0.7564728653752086,-0.8486581448607621,-0.2401265818621121
117,117,117,04-27,1.0565180995753087,0.3895375404006353,-0.14364730402697914
118,118,118,04-28,1.297529153777616,1.3841170684146749,0.02416380819386567
119,119,119,04-29,0.9919777747939456,0.12319919350871697,0.19030063578034065
120,120,120,04-30,1.2520795202084858,1.196560214422192,0.3751352824568261
121,121,121,05-01,0.6948512029895876,-1.1029520572034135,0.4202171484905433
122,122,122,05-02,1.0252127205232138,0.2603497351981503,0.4327535856406121
123,123,123,05-03,1.122064761770672,0.6600287366029383,0.6035237936086703
124,124,124,05-04,1.315756474057446,1.4593356913150874,0.2546647715242124
125,125,125,05-05,1.2402686757593708,1.1478204413170656,0.6168413104677298
126,126,126,05-06,0.7448568498497956,-0.8965939180845549,0.6144687859624388
127,127,127,05-07,1.2214368424451862,1.0701071764576908,0.5563270102621264
128,128,128,05-08,1.021763194672127,0.2461145881664039,0.4395361731257572
129,129,129,05-09,1.0375296777877534,0.3111780824010632,0.5085159813900783
130,130,130,05-10,1.1459487393118202,0.7585906684968722,0.8272621872963972
131,131,131,05-11,1.3405616890792011,1.5616992909029928,0.7495576656697972
132,132,132,05-12,1.2082970692269022,1.0158833173533588,0.7888835066586563
133,133,133,05-13,1.1084585547606935,0.6038800466980908,0.7704221412122555
134,134,134,05-14,1.0789408991823497,0.4820696340995587,0.7774566667149969
135,135,135,05-15,1.0106878233783694,0.20040988972265794,0.8607274634064348
136,136,136,05-16,1.1561765694217807,0.8007978215133207,0.6598482746110605
137,137,137,05-17,1.46163304795752,2.06132407105162,0.5099807827436554
138,138,138,05-18,0.9162292936782744,-0.18939181541888667,0.32725946204598305
139,139,139,05-19,0.8905591036565131,-0.29532490450634,0.2688229897682432
140,140,140,05-20,0.813273708860116,-0.6142582900864757,-0.003932321205057284
141,141,141,05-21,0.9257242660710256,-0.150208943943781,-0.2265638670302337
142,142,142,05-22,0.7596046924505186,-0.8357340443264821,-0.27565298553381906
143,143,143,05-23,1.13793848932234,0.7255347961005615,-0.13322059695638525
144,144,144,05-24,0.844856297147559,-0.483926526440399,0.08197095313151796
145,145,145,05-25,1.097648305615929,0.5592694269582629,0.6198750345528244
146,146,146,05-26,1.1261509049894658,0.6768910104409436,0.7636001614567838
147,147,147,05-27,1.7078085101451268,3.077215544584058,0.4936457070062454
148,148,148,05-28,0.9685734679469392,0.02661671709727363,0.30935622255177714
149,149,149,05-29,0.7454389104280443,-0.8941919306026685,0.5031570916050488
150,150,150,05-30,0.5769090791983226,-1.5896634331672088,0.46311318172638
151,151,151,05-31,1.379424576533862,1.7220746412778938,-0.09600180654325484
152,152,152,06-01,1.0679291660792882,0.43662755116893015,-0.05636756193293351
153,153,153,06-02,0.8948847230715217,-0.2774743850337508,0.3355499874848867
154,154,154,06-03,1.0261995751027109,0.2644221847592017,0.9107243792091726
155,155,155,06-04,1.3152664149264497,1.4573133659042528,0.4595068623071364
156,156,156,06-05,1.4131823942731374,1.8613829171785063,0.4098728979067891
