,unnamed: 0,unnamed: 0,mth_day,nudity (full frontal),nudity (full frontal)_norm,nudity (full frontal)_ravg
34,34,34,02-04,3.795347189252914,0.16155066161346152,0.17164751557010538
35,35,35,02-05,3.4209644455631403,-0.5316186839915591,0.3211608830576819
36,36,36,02-06,4.285565341705723,1.0691891723803741,0.10169491391542174
37,37,37,02-07,4.336954482321433,1.1643361244560098,0.17591160379773005
38,38,38,02-08,3.5778626606513666,-0.24112176629862864,0.2297747499094619
39,39,39,02-09,3.401927331408654,-0.5668658853732765,0.2467447894760625
40,40,40,02-10,3.9698970237451374,0.4847295382838525,-0.1553706338188884
41,41,41,02-11,3.4759578466454335,-0.4297984465919557,-0.4030726988477338
42,42,42,02-12,2.9824632088056804,-1.343503367389331,-0.3189347292312593
43,43,43,02-13,3.534246924829727,-0.3218762657170622,-0.3447685356149823
44,44,44,02-14,3.850521607096915,0.2637060514002184,-0.5402141942891607
45,45,45,02-15,3.3182098556557684,-0.7218687236756144,-0.4579818608291208
46,46,46,02-16,3.336532472349744,-0.6879444137612187,-0.2995277290959257
47,47,47,02-17,3.742441355900253,0.0635955541682842,-0.3108611394108943
48,48,48,02-18,3.4959523839694415,-0.3927785769901603,-0.3501476661290261
49,49,49,02-19,3.497519681110865,-0.389876727606874,-0.05762999834471174
50,50,50,02-20,3.72320901525166,0.027986891091427428,0.09394640501785696
51,51,51,02-21,4.26614762356648,1.033237283030272,0.03946508762976906
52,52,52,02-22,3.827733563072892,0.2215140064141935,-0.003735293610708929
53,53,53,02-23,3.5658882649745487,-0.2632923501602432,0.02089387228825883
54,54,54,02-24,3.3559564880764605,-0.6519808644330283,0.2512458781880077
55,55,55,02-25,3.577333378261578,-0.2421017322130675,0.19473185813917093
56,56,56,02-26,4.469691673753396,1.4100989264899209,0.09905642559857153
57,57,57,02-27,4.083007321558274,0.6941531627372508,0.3755048666821419
58,58,58,02-28,3.517686116525833,-0.35253858882940303,0.4704727857085035
59,59,59,02-29,4.461751821415797,1.3953982963411788,0.19609292907746964
60,60,60,03-01,3.663711154202654,-0.08217335027485842,0.05364633115091011
61,61,61,03-02,2.6881733120523044,-1.8883808719992707,-0.16121655304692506
62,62,62,03-03,4.008076787009048,0.5554193389305639,-0.13646401863064314
63,63,63,03-04,3.386718976323917,-0.5950241424497602,-0.3868388214334972
64,64,64,03-05,3.5978996038082633,-0.2040233823317116,-0.42584005817589743
65,65,65,03-06,3.6503829440834967,-0.10685052047594523,-0.3380795213162262
66,66,66,03-07,3.537323077942562,-0.31618077072926026,-0.37804678749629694
67,67,67,03-08,2.9725716119961665,-1.3618176508412434,-0.34627990834273153
68,68,68,03-09,3.878558179195708,0.3156157418501395,-0.3132598828287298
69,69,69,03-10,3.489663269386323,-0.4044228675283681,-0.4490108278601115
70,70,70,03-11,3.704904864444954,-0.0059032292477013285,-0.5086963623778514
71,71,71,03-12,3.210466104873288,-0.921356190664235,-0.30502159415746105
72,72,72,03-13,3.343905111787364,-0.6742939778357002,-0.4482790416973861
73,73,73,03-14,3.6326035568321537,-0.1397690415189011,-0.19212921300190086
74,74,74,03-15,3.4143156392965013,-0.5439289433894112,-0.1652035315831819
75,75,75,03-16,4.319746794608967,1.1324761046445435,-0.2390040320631116
76,76,76,03-17,3.792160689150746,0.15565085926461233,0.13048321326285806
77,77,77,03-18,2.971306938093587,-1.3641591935438129,0.12607361811285386
78,78,78,03-19,4.541271811921291,1.5426294941201175,0.38919542805366175
79,79,79,03-20,3.618313747209554,-0.16622661241892636,0.5382704534664707
80,80,80,03-21,4.26699268644097,1.034801916255436,0.8262916970062271
81,81,81,03-22,4.8028418770750525,2.026926257121398,1.2302147700008148
82,82,82,03-23,4.725527267586815,1.8837783205031493,1.1201816160222295
83,83,83,03-24,4.280266971592996,1.0593792444237142,1.1235637325488457
84,84,84,03-25,4.184696487194088,0.8824305702486064,1.284502914127345
85,85,85,03-26,3.6292738919944414,-0.14593391325923166,0.9658737627562076
86,86,86,03-27,4.788534956726634,2.000437005726432,0.7424103220841617
87,87,87,03-28,3.770286787907764,0.11515134889457455,0.6563278372987172
88,88,88,03-29,4.001367811630473,0.5429976764708739,0.5242368410378979
89,89,89,03-30,4.001306595962318,0.5428843357110474,0.6420678551074083
90,90,90,03-31,3.7566401407004864,0.08988459268369105,0.4850663869669411
91,91,91,04-01,4.011119095785913,0.56105217115783,0.35108300295180705
92,92,92,04-02,4.279753308099804,1.058428196883628,0.4873431940921558
93,93,93,04-03,3.336097937222416,-0.6887489551962295,0.5822455851280465
94,94,94,04-04,4.442934922509768,1.3605588233129668,0.6384260588429213
95,95,95,04-05,4.308848910959456,1.112298681926391,0.7184336480936553
96,96,96,04-06,3.938699546741944,0.4269674349729398,0.8254625740680153
97,97,97,04-07,4.270393060824427,1.041097706662234,1.0107557746787772
98,98,98,04-08,4.626593080064702,1.7006017527297874,0.6697657361657606
99,99,99,04-09,3.9365622590065934,0.4230102484683421,0.7273069047548971
100,100,100,04-10,3.3379167592097883,-0.6853814077651331,0.7136620010073517
101,101,101,04-11,4.495317808132459,1.4575456934612099,0.7491308725349182
102,102,102,04-12,3.8944816377869818,0.3450980124876667,0.2801179552786585
103,103,103,04-13,4.385334093825361,1.2539109358276337,0.192907997410891
104,104,104,04-14,3.106701781625222,-1.1134757508077708,0.4304547122836753
105,105,105,04-15,3.653948174780697,-0.10024949873826278,-0.0529392197790266
106,106,106,04-16,4.107714714925284,0.7398988814715735,-0.16684677620637353
107,107,107,04-17,2.9288231466237726,-1.4428178989150022,-0.3751775029890374
108,108,108,04-18,3.5253508580779123,-0.3383473260764149,-0.36008378227338866
109,109,109,04-19,3.7102139698703582,0.003926575131650088,-0.4144628197233065
110,110,110,04-20,3.1556147516794257,-1.0229134265138788,-0.6095803034178228
111,111,111,04-21,3.4777265339756824,-0.4265237234377698,-0.4342603119088087
112,112,112,04-22,3.4754136529938293,-0.4308060206955245,-0.5465146992652529
113,113,113,04-23,3.4969681160542017,-0.39089794986091786,-0.5718932025728299
114,114,114,04-24,3.1615773663949662,-1.0118736502150798,-0.3100986154223983
115,115,115,04-25,3.6279719570698266,-0.14834444471381175,-0.3632427734670265
116,116,116,04-26,4.003990777901094,0.5478540963887111,-0.2758563568332079
117,117,117,04-27,3.3055066645370124,-0.7453886717055387,-0.2522723525754524
118,118,118,04-28,3.758599572521456,0.09351247910738693,-0.10273901244875344
119,119,119,04-29,3.57339484447656,-0.24939392431438465,-0.1476865106061074
120,120,120,04-30,3.6461576713782975,-0.11467360945488607,-0.3422202281754592
121,121,121,05-01,3.482314324150816,-0.4180294336579358,-0.3207952073921935
122,122,122,05-02,3.37358147848047,-0.6193482090273998,-0.3935450516442442
123,123,123,05-03,3.3749369541074343,-0.6168385470059448,-0.2822680266221301
124,124,124,05-04,3.522845180321837,-0.3429865864049165,-0.2037215781631116
125,125,125,05-05,3.9340010790270994,0.4182682258182997,-0.1586668061694846
126,126,126,05-06,3.9006966385235446,0.35660508129922525,-0.1447686807413919
127,127,127,05-07,3.6283195905023033,-0.14770080169617386,-0.3329194160397275
128,128,128,05-08,3.418619981953578,-0.5359594564588437,-0.16234150009107293
129,129,129,05-09,2.765212456437187,-1.7457429587959583,-0.4252813075601512
130,130,130,05-10,4.0756228984132274,0.6804809092870108,-0.6165741407281261
131,131,131,05-11,3.0819138322120003,-1.1593706189961699,-0.6824382595161694
132,132,132,05-12,3.2807898046420734,-0.791151917708625,-0.6371196916032914
133,133,133,05-13,3.4148791982611764,-0.5428855144244338,-0.4589268761061427
134,134,134,05-14,3.565480109882395,-0.26404804898157525,-0.43850856861922255
135,135,135,05-15,3.34266714852314,-0.6765860658130664,-0.10524751802678887
136,136,136,05-16,4.1417908156206655,0.8029907542085316,0.3869116758324207
137,137,137,05-17,4.161885304783375,0.8401956845584322,0.9762700042741428
138,138,138,05-18,4.8756893237631935,2.1618032454466323,1.4626145017095122
139,139,139,05-19,5.3247638988822965,2.993264456225897,1.4920447016236775
140,140,140,05-20,5.141536424109793,2.654018935630642,1.3111208556006841
141,141,141,05-21,3.4380391587921766,-0.5000048663280721,1.0814180063310144
142,142,142,05-22,3.555485899203393,-0.28255232192942903,0.6956192509202529
143,143,143,05-23,3.4175063143834756,-0.5380214110595853,0.4997408521995552
144,144,144,05-24,3.625463264472772,-0.1529892870179371,-0.12639819125210974
145,145,145,05-25,4.689997002675082,1.817994063901712,-0.09249227102140883
146,146,146,05-26,3.1124595080140383,-1.1028153250793478,-0.16753282690408305
147,147,147,05-27,3.5479152650318446,-0.2965693449438667,-0.2356981598299095
148,148,148,05-28,3.312308187631281,-0.7327956572254741,-0.263339946729596
149,149,149,05-29,3.1966085681651415,-0.9470134086145441,-0.5675905367693663
150,150,150,05-30,3.5358868160714647,-0.3188400084160562,-0.4257035202071499
151,151,151,05-31,3.7040373258036174,-0.007509476336910642,-0.3835469147390364
152,152,152,06-01,3.5722610057979933,-0.2514932257060495,-0.1141101442232112
153,153,153,06-02,3.6845286832668127,-0.043629712135185766,0.08583047259094599
154,154,154,06-03,4.185449604252193,0.8838249658694771,0.27470723925203844
155,155,155,06-04,3.8445395579515513,0.252630292270399,0.3888109420364049
156,156,156,06-05,4.1479641034198815,0.8144205915504985,0.4012688031061951
157,157,157,06-06,4.073803740759152,0.6771127403692885,0.516305602007912
158,158,158,06-07,3.6126321639057712,-0.1767460592873086,0.4346791541335892
159,159,159,06-08,4.057318905493295,0.6465910812751154,0.4072096795830456
160,160,160,06-09,3.920929538211196,0.3940662786235404,0.2251392822704382
161,161,161,06-10,3.755521507902273,0.08781344496713743,0.20912482753973705
162,162,162,06-11,3.5579436532418485,-0.2780017923251461,0.3166192772083198
163,163,163,06-12,4.021907024274589,0.5810260119850814,0.3707848955075481
164,164,164,06-13,3.960980519933142,0.4682206387241879,0.5096478417062765
165,165,165,06-14,4.232848936540628,0.9715847910704856,0.6685444064636908
166,166,166,06-15,4.3709311817433285,1.2272439558159105,0.9495757093088862
167,167,167,06-16,4.270444439107524,1.0411928335116232,0.6950510971046979
168,168,168,06-17,4.468658510057066,1.4081860247460274,0.6354268112648072
169,169,169,06-18,3.1970902034694992,-0.9461216612400482,0.7744944481301984
170,170,170,06-19,3.7677610372931705,0.11047492368484324,0.8106035750616448
171,171,171,06-20,4.683513904155501,1.8059906122628329,0.7802702415429176
172,172,172,06-21,4.4879470373799135,1.443898717404589,0.7432594774236624
173,173,173,06-22,4.172145718600033,0.8591928323992604,0.7443646439867498
174,174,174,06-23,4.348720793495803,1.1861214400304951,0.8958308128612881
175,175,175,06-24,3.200671625176154,-0.9394906618615232,0.5371678709673119
176,176,176,06-25,4.258604900245013,1.019271936932072,0.16629213591230982
177,177,177,06-26,3.5212246272494854,-0.3459870391010239,0.08563578127699485
178,178,178,06-27,3.2860807736316726,-0.7813556929254237,0.14992834902161206
179,179,179,06-28,3.91076935333655,0.3752547045873707,0.6397653783641147
180,180,180,06-29,4.5570683904895635,1.5718768464981985,0.5365401472480764
181,181,181,06-30,4.78804589816304,1.9995315141934928,0.5538347646610872
182,182,182,07-01,3.9240914470324895,0.3999205502358428,0.6651939952768954
183,183,183,07-02,3.5772698608640487,-0.24221933462295936,0.3347492365778241
184,184,184,07-03,3.6469534050381234,-0.11320030923057382,-0.13286401183926247
185,185,185,07-04,2.839924404545432,-1.6074138476070574,-0.6157859606434947
186,186,186,07-05,3.0417128828803257,-1.233802644004321,-0.6988213382436333
187,187,187,07-06,3.2230807536914416,-0.8980001786319,-0.5134219573872102
188,188,188,07-07,3.655005579173265,-0.09829171536499008,-0.4692818218352275
189,189,189,07-08,4.178078272172221,0.8701769505155794,-0.0490214062705282
190,190,190,07-09,3.7899946848601496,0.1516405040813225,0.361515580588502
191,191,191,07-10,4.201827510396023,0.9141486457811384,0.5373511964191305
192,192,192,07-11,4.372106079009884,1.2294192771498604,0.5921292543627953
193,193,193,07-12,3.7928966641361823,0.1570135163518707,0.2003211395926551
194,194,194,07-13,3.83252029262944,0.23037663229699826,-0.054164250978964205
195,195,195,07-14,2.9083781799426927,-1.4806717381052614,-0.10982751675305802
196,196,196,07-15,2.9653049663498128,-1.3752718393483934,-0.3282990235531933
197,197,197,07-16,4.021444177272291,0.5801690511365756,-0.3986939115934444
198,198,198,07-17,3.6641235695195116,-0.0814097636509515,-0.510736193827353
199,199,199,07-18,3.5647737833999567,-0.2653558118896357,-0.22848232968964746
200,200,200,07-19,3.469434152442018,-0.44187706110645375,-0.3460645967311032
201,201,201,07-20,3.8230548898368535,0.2128514467209722,-0.5941482465358767
202,202,202,07-21,2.584265856440926,-2.080765441597128,-0.4938881901010688
203,203,203,07-22,3.2175000496154316,-0.9083328476920656,-0.7998600099031918
204,204,204,07-23,3.989028026837593,0.5201505749578955,-0.7931802907221882
205,205,205,07-24,2.5732362598591108,-2.101186730702374,-0.8379595445066522
206,206,206,07-25,3.491080564908904,-0.4017987460204329,-0.5983649578528271
207,207,207,07-26,3.6779424725163015,-0.05582407598581145,-0.4441996828113253
208,208,208,07-27,3.3607001805501358,-0.6431979216741771,-0.3674279863965309
209,209,209,07-28,3.7170906822740255,0.016658802556944685,0.1996169463586814
210,210,210,07-29,4.237815702089464,0.9807807534466626,0.3515224066744334
211,211,211,07-30,4.410811787971807,1.3010828658288995,0.3269099285302288
212,212,212,07-31,3.983348003234503,0.5096340158740794,0.4731621460496698
213,213,213,08-01,3.5981828539896985,-0.20349894485103914,0.5416501074273239
214,214,214,08-02,3.834647623374664,0.23431538344246894,0.337114656834341
215,215,215,08-03,3.939033943783133,0.4275865708228689,0.3504269562832434
216,216,216,08-04,3.5749946152049463,-0.24643195011123506,0.21186638859833606
217,217,217,08-05,4.4539518537358225,1.3809566625223142,0.2442371626586688
218,218,218,08-06,3.534326252696961,-0.3217293902353639,-0.059840049511939226
219,219,219,08-07,3.7030841392376015,-0.009274300489043263,-0.04201921221754985
220,220,220,08-08,2.8492497977976665,-1.5901478895811791,-0.0954675972422256
221,221,221,08-09,3.9967844545645854,0.5345115945892052,-0.4674730940514733
222,222,222,08-10,3.4017888626003505,-0.5671222602592896,-0.4493734277592009
223,223,223,08-11,3.2484244646829024,-0.8510763183331715,-0.4111709495293818
224,224,224,08-12,3.5929803415080213,-0.21313139248173016,-0.05195345456212256
225,225,225,08-13,3.8268837449712767,0.2199405688898708,0.1276623552717661
226,226,226,08-14,4.013336168897882,0.5651570802223765,0.3900109500309415
227,227,227,08-15,4.57885052648799,1.6122064535925371,0.2774894158412045
228,228,228,08-16,4.251960215374481,1.0069693082957627,0.20693436338504964
229,229,229,08-17,2.883785252393149,-1.5262055234715939,-0.035025813095748336
230,230,230,08-18,3.3643384292204352,-0.6364617072186591,-0.4657403712930532
231,231,231,08-19,3.0427834499230864,-1.231820489994917,-0.7360837794099954
232,232,232,08-20,2.6175551892503512,-2.0191302689614523,-0.4619667288760097
233,233,233,08-21,3.702771044517327,-0.00985399510911612,-0.3154532526039421
234,234,234,08-22,5.1402686276412215,2.6516716114996766,-0.12361393655743347
235,235,235,08-23,3.358579334809357,-0.6471246658391887,0.08382224822126105
236,236,236,08-24,3.9860162048846792,0.514574189060393,0.487776136144261
237,237,237,08-25,3.7150047057277713,0.01279661867725018,0.3949253450198376
238,238,238,08-26,3.926615082134933,0.4045930585765475,0.3202775789035469
239,239,239,08-27,3.4018771793572635,-0.5669587418556572,0.6477775415582628
240,240,240,08-28,4.898363797318382,2.2037850148019333,0.27445082916461105
241,241,241,08-29,4.419881327065977,1.3178751100891068,0.2276364818995974
242,242,242,08-30,2.7762072619635942,-1.7253860853015182,-0.027742558364902317
243,243,243,08-31,3.5632973295930928,-0.26808946491283153,0.3901692787020328
244,244,244,09-01,3.099029387112888,-1.1276811830104507,0.07380975844777275
245,245,245,09-02,4.756169441473878,1.9405122805459527,-0.011047640480040664
246,246,246,09-03,3.8731637136494266,0.3056278932763729,0.2709081885341412
247,247,247,09-04,4.144890985663242,0.8087307165222264,0.3713098126019085
248,248,248,09-05,3.689918154128207,-0.03365111121642731,0.5458844375700705
249,249,249,09-06,3.8886605534089815,0.3343202794937722,0.14415944747006915
250,250,250,09-07,3.664758908955612,-0.08023343320147866,0.12768085905357074
251,251,251,09-08,3.4543325530773266,-0.4698376600540547,-0.03423663090043368
252,252,252,09-09,3.81976291758752,0.20675636277738235,0.14942585263152972
253,253,253,09-10,3.620178392487924,-0.1627742232018001,0.4026062417737622
254,254,254,09-11,4.285097946196695,1.068323789975353,0.4436538867755921
255,255,255,09-12,4.709121261919808,1.8534026143471671,0.3869282378009957
256,256,256,09-13,3.7977786108962017,0.16605243680950085,0.31351992530018663
257,257,257,09-14,3.27050644274503,-0.8101915539016329,0.33516839289019645
258,258,258,09-15,3.5818746818949734,-0.2336935122274721,0.08649031950874292
259,259,259,09-16,3.6903327876101097,-0.03288341766174111,-0.4147261418755391
260,260,260,09-17,3.479227519308956,-0.423744650313368,-0.4789683092393598
261,261,261,09-18,3.0848706064173546,-1.1538961539585249,-0.18695956502687128
262,262,262,09-19,3.589594342240303,-0.2194005673734236,-0.2268196675745049
263,263,263,09-20,4.216794984206044,0.9418609113732982,-0.14363915949764022
264,264,264,09-21,3.4527033503856703,-0.4728541275132736,0.004477946242637365
265,265,265,09-22,3.9598889677797167,0.4661996307994469,0.26912991842678863
266,266,266,09-23,3.959218350865704,0.4649579841282976,0.16540911554081247
267,267,267,09-24,3.942506323554248,0.4340156791463826,0.05853686383650819
268,268,268,09-25,3.2534749306561275,-0.8417253846892807,0.7230017185161697
269,269,269,09-26,3.8704629335660505,0.3006274011474725,0.5222048567862478
270,270,270,09-27,5.605979547242893,3.5139350005646954,0.9316565924172424
271,271,271,09-28,3.30918321604343,-0.7385815395800841,0.8690893818804232
272,272,272,09-29,5.28609466326472,2.9216683979142637,0.6320672489581569
273,273,273,09-30,3.7397499487003247,0.058612415925467815,0.5824624541055288
274,274,274,10-01,2.4853769442007017,-2.2638581822228785,-0.07028469598421537
275,275,275,10-02,3.709712785151287,0.0029986320317034985,-0.16710900249360014
276,276,276,10-03,3.4906759447186517,-0.4025478999737696,-0.8054628093018943
277,277,277,10-04,2.9954127088216764,-1.3195273786363928,-0.5010741346257745
278,278,278,10-05,3.2174343756770987,-0.9084544429355016,-0.30558208425506184
279,279,279,10-06,4.726157105011083,1.8849444639821864,-0.2125057327826173
280,280,280,10-07,3.1188918333230293,-1.0909058799986022,-0.18473979581386754
281,281,281,10-08,4.011337605041201,0.5614567408663708,0.031783181753848644
282,282,282,10-09,3.580654715961669,-0.23595227816127104,0.07166792892984841
283,283,283,10-10,3.6970807810841055,-0.020389513230095697,-0.2736284036039833
284,284,284,10-11,3.3466855709914887,-0.6691459598795029,0.22226169171737112
285,285,285,10-12,3.607183891498313,-0.1868335312208036,0.18093315292999326
286,286,286,10-13,4.72588177566921,1.8844346919295245,0.4571503129034492
287,287,287,10-14,3.877407633884708,0.3134855081421041,0.9046108296750848
288,288,288,10-15,4.475768778873373,1.421350681679464,1.0637312805516776
289,289,289,10-16,5.147129001109682,2.6643735873997176,0.8925647264866142
290,290,290,10-17,3.8623340313919097,0.28557674538005395,0.6038478134729068
291,291,291,10-18,3.0524986226377604,-1.2138328556111837,0.8882516572029343
292,292,292,10-19,3.7902607988122328,0.1521332138472799,0.6497515995987043
293,293,293,10-20,4.7990516044959275,2.019908570522269,0.28074693513106475
294,294,294,10-21,3.7028814043622704,-0.009649663945915913,0.2768187435195218
295,295,295,10-22,3.951326160776589,0.4503456005938804,0.4816515589900306
296,296,296,10-23,3.8496042663271983,0.2620075957107963,0.39453542867981456
297,297,297,10-24,3.716283355241158,0.015164037211868597,-0.05897875752173784
298,298,298,10-25,3.507950773777523,-0.370563568014016,-0.05889227903108357
299,299,299,10-26,3.3293857595571934,-0.7011765466870449,-0.05056596764264168
300,300,300,10-27,3.7031616480413065,-0.009130793001990448,-0.13858118474487932
301,301,301,10-28,3.97830854817313,0.5003034689245318,-0.012533399259244895
302,302,302,10-29,3.564380645224112,-0.2660837069026295,-0.02408175737517119
303,303,303,10-30,4.124755969317386,0.7714507501256751,-0.17175085844617702
304,304,304,10-31,3.4705269665307195,-0.43985371670957374,-0.10698797659524953
305,305,305,11-01,2.8508467396103896,-1.58719115311308,-0.3370961411225693
306,306,306,11-02,3.913033352989056,0.3794464981035746,-0.40095730739553104
307,307,307,11-03,3.2326160862022744,-0.8803455182393871,-0.5080348723152718
308,308,308,11-04,3.3574310552335267,-0.6492507045403992,-0.34307324069436035
309,309,309,11-05,3.7777585771524262,0.12898536060723045,-0.19037684759109494
310,310,310,11-06,4.00510445736774,0.5499160730158946,-0.29835103585075223
311,311,311,11-07,3.34567728828362,-0.6710127944934875,-0.311784347154056
312,312,312,11-08,3.5631303478608336,-0.2683986314543695,-0.016109079428782074
313,313,313,11-09,3.18908386734877,-0.9609453860592096,-0.11299902513699875
314,314,314,11-10,4.315601395633484,1.1248009018112444,-0.31662993159374336
315,315,315,11-11,3.4637753584178954,-0.4523543136420697,-0.11117020281177377
316,316,316,11-12,3.3452146517148034,-0.6718693657245729,0.16326721604498362
317,317,317,11-13,4.011493606909295,0.5617455781983304,0.2832833805988319
318,318,318,11-14,4.452476951205392,1.3782258816861748,0.3124306926931593
319,319,319,11-15,3.578010307252788,-0.24084839873612,0.2017966693141177
320,320,320,11-16,4.410056674784918,1.2996847743772093,0.4708871932801089
321,321,321,11-17,3.105252846012804,-1.11615845391632,0.14713927605722946
322,322,322,11-18,4.217234015831735,0.9426737780713744,-0.012625755487935505
323,323,323,11-19,2.962350557388324,-1.3807419251389461,0.31685029278850635
324,324,324,11-20,3.934739651642424,0.41963569241518495,-0.11840578783090455
325,325,325,11-21,4.645716036444846,1.736007890922531,-0.17521796150594635
326,326,326,11-22,2.9995583597356084,-1.311851709339256,-0.38686120390916906
327,327,327,11-23,2.9211463422532296,-1.4570314959665709,-0.20697560938863224
328,328,328,11-24,3.531379296980955,-0.3271856763479619,-0.4765327158423589
329,329,329,11-25,3.5452908981913303,-0.3014283580157252,-0.7535255385601581
330,330,330,11-26,3.061208272318616,-1.1977069463071748,-0.41899622981206935
331,331,331,11-27,3.7480883475491344,0.07405095461573535,0.03891318534955509
332,332,332,11-28,4.083639771423867,0.6953241431492766,0.10680735312584627
333,333,333,11-29,4.405055441493237,1.290424995003176,-0.06876027602417921
334,334,334,11-30,3.751398300767994,0.08017933030978537,0.056238148422830016
335,335,335,12-01,2.9763434299769846,-1.3548341329158782,0.12763220160522928
336,336,336,12-02,3.4662803090272565,-0.4477163996251193,0.09640411799808296
337,337,337,12-03,3.9794491399704777,0.5024152737101311,-0.2881672012310598
338,338,338,12-04,3.982441508444024,0.5079556415063986,-0.3248813617911008
339,339,339,12-05,3.158807032930957,-1.0170029203716808,-0.3062519591968851
340,340,340,12-06,3.6324217627844413,-0.14010563305046073,-0.3489711520996595
341,341,341,12-07,3.036714191327687,-1.243057717350584,-0.3195621227974617
342,342,342,12-08,3.3278437603088995,-0.7040315570417662,-0.16750917107675314
343,343,343,12-09,4.074752544391512,0.6788694495233183,-0.1416889780318332
344,344,344,12-10,4.4751869099444965,1.4202733518306496,-0.13922899314061124
345,345,345,12-11,3.242480393064788,-0.8620817621021609,0.04159211052344047
346,346,346,12-12,3.640393631986538,-0.12534572370312913,0.2409794573692065
347,347,347,12-13,3.6226861590955903,-0.1581310953662736,0.19289570581603327
348,348,348,12-14,3.973981813952815,0.49229252403283,0.0210600058148206
349,349,349,12-15,3.9189315149633113,0.3903669402042793,-0.03839227694306402
350,350,350,12-16,3.9183331952942417,0.3892591518233733,0.10178633589510326
351,351,351,12-17,3.0498183065604607,-1.2187954586494687,0.5384418871237066
352,352,352,12-18,4.094658847380675,0.7157259533258745,0.4171275661486014
353,353,353,12-19,5.037719622587669,2.4618022120053458,0.4109637307627871
354,354,354,12-20,3.5808485460999546,-0.2355934018178011,0.5615810738402781
355,355,355,12-21,3.8989568843652505,0.3533839278893929,0.6816016533577166
356,356,356,12-22,4.406426338819485,1.2929632102883195,0.4201836977074067
357,357,357,12-23,3.4387590536711605,-0.4986719815448376,-0.3042980733253796
358,358,358,12-24,3.2475033396536834,-0.8527817805759849,-0.4666825737725834
359,359,359,12-25,2.689951577919685,-1.8850884141913715,-0.8226733969355503
360,360,360,12-26,3.054622550715916,-1.2099004045010242,-1.3868982082564842
361,361,361,12-27,2.745326921218474,-1.7825610110884085,-1.5541755096536694
362,362,362,12-28,2.5779897445629776,-2.0923856576372835,-1.6126066626787712
363,363,363,12-29,2.8966773636670733,-1.50233578992795,
364,364,364,12-30,3.0581503436633533,-1.2033686987265952,
365,365,365,12-31,,,
