,unnamed: 0,unnamed: 0,mth_day,spielberg,spielberg_norm,spielberg_ravg
156,156,156,06-05,2.9312076810057457,0.22983650108271805,0.4211952111561509
157,157,157,06-06,3.800890782958508,2.0952769316310937,0.4710735201514355
158,158,158,06-07,2.72286892577299,-0.21704298454676627,0.5222373236112335
159,159,159,06-08,3.1057268884356057,0.6041742164136552,0.5315155485098587
160,160,160,06-09,2.6933375001712583,-0.2803868797719429,0.7028197910211481
161,161,161,06-10,3.177085273916172,0.7572355062503924,0.7138757842823328
162,162,162,06-11,3.4103880479534845,1.257661956150455,1.136688838104969
163,163,163,06-12,3.8318171326519024,2.1616128911982018,1.0710054211107485
164,164,164,06-13,3.905581690564397,2.31983533838905,1.2391286230986636
165,165,165,06-14,2.9219941133667247,0.21007371444833367,1.2494282562482766
166,166,166,06-15,3.1636197094147835,0.7283523321555478,1.17301982443867
167,167,167,06-16,3.2058958971658167,0.8190333051480692,0.8492368704777483
168,168,168,06-17,3.1966547518267667,0.7992113652928159,0.4550665473612594
169,169,169,06-18,2.9261160687673207,0.2189151674326722,0.4580626612343057
170,170,170,06-19,2.8029897331094014,-0.04518660030988244,0.3756752628913258
171,171,171,06-20,2.930374985457554,0.2280503976866109,0.5713886771747758
172,172,172,06-21,2.933161764000753,0.2340279420976689,0.5323470047393625
173,173,173,06-22,3.753354759235493,1.993313790848769,0.6291639276125687
174,174,174,06-23,3.0874455305628983,0.5649613306803359,0.6819511717683882
175,175,175,06-24,3.196936965839245,0.7998167046719097,0.9744929074737946
176,176,176,06-25,2.950648720732422,0.2715368646250337,1.2460176828063931
177,177,177,06-26,3.7486866291613374,1.9833008119190496,1.0300101606171377
178,178,178,06-27,3.692683767495221,1.8631765940932603,1.2255053205198458
179,179,179,06-28,3.1491282542246903,0.6972686577132337,1.191888720221552
180,180,180,06-29,3.634293881108058,1.7379322900965863,1.0636686818527277
181,181,181,06-30,3.10290301413831,0.5981171028821474,0.748106427695971
182,182,182,07-01,2.5919855368268787,-0.4977833655879122,0.5554231290361443
183,183,183,07-02,2.865980897388672,0.0899272869785089,0.4017734106753162
184,184,184,07-03,3.153700888828737,0.7070768021343005,0.0055850313464816965
185,185,185,07-04,2.719331961113583,-0.2246296524517349,0.007867209875013844
186,186,186,07-05,2.52605692092472,-0.6391979858764206,0.03050757617056406
187,187,187,07-06,3.1092868323596843,0.6118101740533403,0.10587643041985084
188,188,188,07-07,2.65531624522202,-0.3619411678146109,-0.14601507525667426
189,189,189,07-08,3.076806237766472,0.5421404124742295,0.19575105481500168
190,190,190,07-09,2.449098000122457,-0.8042722319248499,0.20368043927339385
191,191,191,07-10,3.6753364197145513,1.8259671279783205,-0.2290163330140278
192,192,192,07-11,2.548237371909124,-0.5916216791260677,0.09046232817384232
193,193,193,07-12,1.8989268606378835,-1.9843704596711893,-0.00712568755372603
194,194,194,07-13,3.5489771368364638,1.5549307993126098,-0.12136826862062418
195,195,195,07-14,2.8038284031226146,-0.04338768189118064,-0.5086585222458085
196,196,196,07-15,2.1295332239431084,-1.4897277183262387,-0.2925611736417948
197,197,197,07-16,2.5919897195581423,-0.4977743937727859,0.1722569262952868
198,198,198,07-17,3.1527151436355334,0.7049624124980151,-0.2924746483425969
199,199,199,07-18,3.199138136357589,0.8045381399513003,-0.1933646061435013
200,200,200,07-19,2.2490078937950626,-1.2334586485146926,0.1904549482814967
201,201,201,07-20,3.0810637225341506,0.5512725713033936,0.2362548560783025
202,202,202,07-21,3.2031715193809305,0.8131896082237489,0.4204119645734847
203,203,203,07-22,2.720103397903264,-0.2229749469919512,0.44239091433462097
204,204,204,07-23,3.667848158037907,1.809905063469108,0.7857065501897648
205,205,205,07-24,3.2606186989944024,0.9364118385181184,0.7777629959781599
206,206,206,07-25,3.209346703600794,0.8264351666161708,0.6207761454612094
207,207,207,07-26,3.058843635242762,0.5036112460337645,0.44323408324090346
208,208,208,07-27,2.7640404416335445,-0.1287314948779537,0.0398100005130723
209,209,209,07-28,2.2234743052654804,-1.2882273203137866,-0.19172879857528852
210,210,210,07-29,2.539371144490872,-0.6106394328978794,-0.6055742686988317
211,211,211,07-30,2.612947368247952,-0.4528209560120469,-0.7084934381010717
212,212,212,07-31,2.051718490041577,-1.6566376541250882,-0.8085509095867461
213,213,213,08-01,2.7709532442218165,-0.11390377037967515,-0.5945444078536644
214,214,214,08-02,2.484154928002972,-0.7290763237920005,-0.5885088189544253
215,215,215,08-03,2.8221034607745845,-0.0041883099152964535,-0.4369659762480168
216,216,216,08-04,2.5562541805504857,-0.5744258995024456,-0.10920143781190006
217,217,217,08-05,3.036850208666949,0.4564361002264044,0.049971483053062565
218,218,218,08-06,2.9685570312115312,0.3099495764916123,-0.054508184164474026
219,219,219,08-07,3.2161993018212933,0.8411337548101006,0.050008319515491166
220,220,220,08-08,2.1918994383435293,-1.35595432709722,-0.0032235443320723554
221,221,221,08-09,3.114461991137076,0.6229107121644947,0.045063038362162966
222,222,222,08-10,2.4073514815989028,-0.8938170825878268,-0.1928514181753522
223,223,223,08-11,3.1719197321934964,0.7461555963918164,-0.5719178704551836
224,224,224,08-12,2.303051408498742,-1.1175371627334787,-0.6947647852744819
225,225,225,08-13,2.155856609555184,-1.4332649588688882,-0.9371243417123007
226,226,226,08-14,1.8482662109432828,-2.093035816013009,-0.8834338264991332
227,227,227,08-15,2.4365223237671234,-0.8312466264624185,-1.0900656105486866
228,228,228,08-16,2.557537141943908,-0.5716739913088204,-0.9860545637370214
229,229,229,08-17,2.593919487410268,-0.4936351079055034,-0.7797340634024245
230,230,230,08-18,2.5939960508916324,-0.4934708818634883,-0.5073428775664531
231,231,231,08-19,2.732986116739793,-0.1953419568613069,0.00966686981097431
232,232,232,08-20,2.610211779066667,-0.4586887009971817,-0.14684528738890934
233,233,233,08-21,3.882726555676596,2.2708118578021463,0.2171323920520616
234,234,234,08-22,2.1197338988988332,-1.5107469345081224,0.3730022244085018
235,235,235,08-23,3.612055147324334,1.6902309687403223,0.1865361629687884
236,236,236,08-24,3.030002552363534,0.4417481122751527,0.3998597362768832
237,237,237,08-25,2.2113943894473818,-1.3141383254995869,0.18015161933247573
238,238,238,08-26,3.206930614734961,0.8212527388513875,0.5744766460703336
239,239,239,08-27,3.268148571177002,0.9525631561357016,0.20300426185502127
240,240,240,08-28,3.222758600674512,0.8552032259190248,-0.036050033159856526
241,241,241,08-29,2.5729549430925918,-0.5386033365515515,0.14835217398634312
242,242,242,08-30,2.3613085193006165,-0.9925776578141144,0.2384347719828237
243,243,243,08-31,2.7272130054426373,-0.2077250826223895,-0.049657847700380266
244,244,244,09-01,3.4589139382694882,1.3617483268302708,-0.36556577064346746
245,245,245,09-02,2.4622822062173886,-0.7759925619635222,-0.462456383456749
246,246,246,09-03,2.339085947747716,-1.0402443117394986,-0.5316321462095293
247,247,247,09-04,2.3019279170187934,-1.1199470134312406,-0.2164471354668854
248,248,248,09-05,2.167806788731496,-1.4076322343307963,-0.11445757908874933
249,249,249,09-06,3.608863494012024,1.6833849818334736,0.12522835010010966
250,250,250,09-07,3.7442039715673583,1.9736856650990875,0.11057544460736453
251,251,251,09-08,3.1327430764048736,0.6621230131696316,0.048018570567445774
252,252,252,09-09,2.2980981442471604,-1.1281617446959693,0.06736286825096499
253,253,253,09-10,2.126940856464376,-1.4952882576707531,-0.11030274293949904
254,254,254,09-11,2.2219175773870896,-1.291566448229681,-0.7784011643515164
255,255,255,09-12,3.1118888043242885,0.6173913146906894,-0.9455474254945028
256,256,256,09-13,1.875367321428251,-2.034904863373016,-0.5595787377940916
257,257,257,09-14,2.665193612513689,-0.34075455368828755,-0.6323806285763317
258,258,258,09-15,3.377748097402475,1.1876503815064992,-0.3140753803209562
259,259,259,09-16,1.9232959482699736,-1.9320996023641936,-0.4530039971881332
260,260,260,09-17,3.112296142590167,0.6182650413025721,-0.25941690634069703
261,261,261,09-18,2.7232710758079124,-0.2161803865123724,0.19914389745109995
262,262,262,09-19,2.4168783305470494,-0.873382318288399,-0.04907207378875419
263,263,263,09-20,3.947901682130367,2.410610269062494,0.3695864174154797
264,264,264,09-21,2.68342658827135,-0.3016454459326259,0.2824116743026866
265,265,265,09-22,3.094387373094496,0.5798513448612094,0.2587736477557381
266,266,266,09-23,2.8684468089076685,0.09521658262581337,0.4247448109502571
267,267,267,09-24,2.657149664752137,-0.35800854579406305,-0.275210094897891
268,268,268,09-25,2.8811407546201213,0.1224446608787147,-0.4268107208044857
269,269,269,09-26,1.9899545600146884,-1.7891191660263943,-0.4986998036179591
270,270,270,09-27,2.259362113939131,-1.2112492013721947,-0.5486058476389671
271,271,271,09-28,2.8932958147238605,0.14851684798037038,-0.6195221049940046
272,272,272,09-29,2.7288472512065765,-0.20421968150023453,-0.7034087972132149
273,273,273,09-30,2.4587793399791957,-0.7835060899242882,-0.4730707591978169
274,274,274,10-01,2.646488913134152,-0.3808754924365471,-0.1750317142900573
275,275,275,10-02,2.6342670648317643,-0.4070909379340053,-0.3518826083634103
276,276,276,10-03,3.09305109215718,0.5769850680743626,-0.4411256286454333
277,277,277,10-04,2.3986000904686944,-0.9125885164597476,-0.5032247495396331
278,278,278,10-05,2.4792124343488093,-0.7396778031923724,-0.7108753353985842
279,279,279,10-06,2.2850727282748555,-1.1561008152894874,-0.6577559798971598
280,280,280,10-07,2.065638827519678,-1.6267790075902524,-1.0427430124608623
281,281,281,10-08,2.7828550500915115,-0.08837480492546079,-1.0729647089251824
282,282,282,10-09,2.0161470713951823,-1.7329371273078518,-0.8920128446009583
283,283,283,10-10,2.3140625250864377,-1.093918695245668,-0.7396558507566201
284,284,284,10-11,2.985379587453875,0.346033382752972,-0.16680344128860755
285,285,285,10-12,2.711252950942564,-0.2419588522234572,0.02335067015915465
286,286,286,10-13,3.6680488072823696,1.8103354492178227,0.5473759725290885
287,287,287,10-14,3.3147631661100334,1.0525498637611124,0.4326228360243489
288,288,288,10-15,3.4819755470850136,1.4112146869117517,0.08737031697159417
289,289,289,10-16,1.9930695989765008,-1.7824375142741058,-0.12617930604481695
290,290,290,10-17,2.0196228359336823,-1.7254817315635564,-0.6429039336765571
291,291,291,10-18,2.1139017982890542,-1.5232565903219242,-0.7627176644514421
292,292,292,10-19,2.2226421258734543,-1.2900123165726178,-0.731750919954369
293,293,293,10-20,2.9796145052454124,0.3336674791118027,-0.5618012928384172
294,294,294,10-21,3.5685971962266363,1.5970151538941897,-0.188134875308738
295,295,295,10-22,2.468460771373683,-0.762739751578395,0.02456752271471304
296,296,296,10-23,3.064860294405375,0.5165167736145195,0.13709847716457066
297,297,297,10-24,2.7088830529350045,-0.2470422021812183,0.2095844187991155
298,298,298,10-25,2.53741905874894,-0.6148265898734724,0.051109660926727085
299,299,299,10-26,3.182375625471052,0.7685831289190718,0.2665842405089047
300,300,300,10-27,3.1253040733243207,0.6461666066598591,-0.14523488281488453
301,301,301,10-28,3.071196504000346,0.5301077259146703,-0.2197283294317245
302,302,302,10-29,1.91290027439954,-1.9543979663282158,0.05421247755544016
303,303,303,10-30,2.5005064443830785,-0.6940028818822582,-0.07489104647865621
304,304,304,10-31,3.3036993007891704,1.0288182520495155,-0.080778457167851
305,305,305,11-01,2.8212411134823743,-0.006038015285506439,-0.2122147211271603
306,306,306,11-02,3.1088355283947657,0.6108421425246905,-0.07903155264986213
307,307,307,11-03,2.703536741048993,-0.2585098578411855,0.2334501656807088
308,308,308,11-04,2.2854465616755744,-1.1552989554644264,0.006781445245775693
309,309,309,11-05,3.3745951549661517,1.1808874281011674,-0.06677612894740763
310,310,310,11-06,2.6696507854616667,-0.33119407056008304,-0.0774170038849066
311,311,311,11-07,2.615482371743376,-0.4473834604446064,0.18294595423107693
312,312,312,11-08,3.079070367401397,0.5469968928996967,0.3637722419135552
313,313,313,11-09,3.431836379053544,1.3036678908547157,0.15606120049678945
314,314,314,11-10,2.7912624458313737,-0.07034122936955642,0.289555515240898
315,315,315,11-11,2.793575960192715,-0.06537882039942748,0.265068511097428
316,316,316,11-12,3.0430674258598365,0.4697718179045686,0.5757599099425913
317,317,317,11-13,2.546986160214082,-0.5943054853054269,0.5096720446338777
318,318,318,11-14,3.9481511112499934,2.411145285970677,0.4606074814723648
319,319,319,11-15,3.246972261941353,0.907140699002434,0.1871161852274147
320,320,320,11-16,2.6540167183747707,-0.36472860833863385,0.05195971645921696
321,321,321,11-17,2.028553110959829,-1.7063265978691282,0.3662595862312421
322,322,322,11-18,2.6650013292455768,-0.3411669947046177,0.3070374073023105
323,323,323,11-19,3.4261606904015647,1.2914937333267238,0.08128250690697779
324,324,324,11-20,3.7824920183134014,2.0558122123970866,0.14099947682593286
325,325,325,11-21,2.6154799274502407,-0.4473887033695623,0.4430196027657217
326,326,326,11-22,2.8210598641794413,-0.006426788824903322,0.6557958209947278
327,327,327,11-23,2.873378158208105,0.1057941577696047,0.3603593028355907
328,328,328,11-24,3.260189077278192,0.9354903146694186,0.01968565847183701
329,329,329,11-25,2.5997516236679847,-0.4811253756280983,0.1126589496360646
330,330,330,11-26,2.829543512645839,0.011770346214564407,0.16336244663679764
331,331,331,11-27,2.8755492352695,0.1104510436158033,0.1772489867808834
332,332,332,11-28,2.9628900952476744,0.29779419317949485,0.18977789175986406
333,333,333,11-29,2.9122222481403144,0.18911339863411933,0.5688500073596666
334,334,334,11-30,3.2952355256163623,1.0106637445433029,0.6912507371040416
335,335,335,12-01,3.660110157641818,1.7933073179707166,0.8544380395201231
336,336,336,12-02,3.171928649953313,0.7461747246808149,0.6769629413196206
337,337,337,12-03,3.332024511693528,1.0895748581122924,0.6755175320121518
338,338,338,12-04,2.4664483175479885,-0.7670563960235186,0.5804651360889549
339,339,339,12-05,2.9081790805445267,0.1804409427893061,0.3302299241026417
340,340,340,12-06,3.029350447173325,0.4403493690041209,0.12416423532794
341,341,341,12-07,2.9601403323472435,0.29189604605283764,0.2478388018253685
342,342,342,12-08,2.595511913771822,-0.4902194079673949,0.2812488466786969
343,343,343,12-09,3.6779728856950338,1.8316222570968639,0.056806008535498026
344,344,344,12-10,2.559904482543454,-0.5665961269035484,-0.14854555399371686
345,345,345,12-11,2.2803569089298206,-1.1662160860698874,-0.06062471819241741
346,346,346,12-12,2.4549312988585608,-0.7917600061711685,-0.007117954627972119
347,347,347,12-13,3.20607667194982,0.8194210608606344,-0.02458867728226129
348,348,348,12-14,2.7451835752737668,-0.1691788265807232,-0.0014843741481414725
349,349,349,12-15,3.6291029501371175,1.7267979211711288,0.22804559069266456
350,350,350,12-16,2.624532937108143,-0.4279703080988296,0.5258820895269681
351,351,351,12-17,2.9224090330660375,0.21096370297494896,0.17640213544299246
352,352,352,12-18,3.2880537055756385,0.9952589868346526,-0.1280202919235058
353,353,353,12-19,2.2284947382869573,-1.2774586636432197,-0.5444212345566828
354,354,354,12-20,1.8936386963255032,-1.9957133907797129,-0.5106503307555371
355,355,355,12-21,2.464326447446588,-0.7716077346279329,-0.6146288857933411
356,356,356,12-22,2.7189985138992334,-0.22534488529195515,-0.8273193002560477
357,357,357,12-23,2.63155527820689,-0.4129076272518745,-0.6476624849770234
358,358,358,12-24,2.6931059719152195,-0.28088349994158784,-0.10244272979745396
359,359,359,12-25,2.7310393186664625,-0.19951777196907394,-0.16772461078265433
360,360,360,12-26,3.4187533025027825,1.275605140297704,-0.2821824866875629
361,361,361,12-27,2.281716867981763,-1.1632990205391351,-0.39896879082412656
362,362,362,12-28,2.3988315047689235,-0.9120921407214064,-0.38159786405155577
363,363,363,12-29,2.304875078988002,-1.113625452071256,
364,364,364,12-30,2.741696753690832,-0.1766579393061632,
365,365,365,12-31,,,
