,unnamed: 0,unnamed: 0,mth_day,spielberg,spielberg_norm,spielberg_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.723024724387929,1.9282569061771608,
2,2,2,01-03,2.5595293604566933,-0.5674007509159785,
3,3,3,01-04,2.6782066071683794,-0.31284212639510195,
4,4,4,01-05,2.7489804880449467,-0.16103457889013265,-0.280525007574907
5,5,5,01-06,2.401673810650132,-0.9059954920744608,-0.7044818676684033
6,6,6,01-07,2.0482236326656524,-1.6641340033509289,-0.7066806666020464
7,7,7,01-08,2.537112450345888,-0.6154842543838163,-0.6505248655868968
8,8,8,01-09,2.5533787756000565,-0.5805935445178374,-0.5772105015184334
9,9,9,01-10,2.8352882821006875,0.024092679695796284,-0.4589844151558022
10,10,10,01-11,2.9540589108665603,0.2788516055206474,-0.13894562218548653
11,11,11,01-12,2.7323814371253325,-0.19663897389867369,0.050346646296593016
12,12,12,01-13,2.943451351517511,0.2560987544709652,0.07276399530272018
13,13,13,01-14,3.066609778268953,0.520269356508661,0.08642468352397778
14,14,14,01-15,2.6160856494362004,-0.4460894504810745,-0.028717367190630574
15,15,15,01-16,2.8735006083026464,0.10605680902334187,0.1525725361204813
16,16,16,01-17,2.631978095448897,-0.4120006987670027,0.2360790446491294
17,17,17,01-18,3.239494168946984,0.8911004459679978,-0.2335276228619049
18,18,18,01-19,3.1770397251192035,0.7571378056428537,-0.4193987693304669
19,19,19,01-20,1.7530036937949378,-2.2973706485575454,-0.4646701179647453
20,20,20,01-21,2.0961580465694314,-1.561316329292446,-0.6436967149811678
21,21,21,01-22,2.746865440762281,-0.1655712827823284,-0.9956495294387824
22,22,22,01-23,2.1311963915393703,-1.486160280865538,-1.3156037797333977
23,23,23,01-24,2.2549950327450614,-1.2206164407776894,-1.0702754719280434
24,24,24,01-25,2.282048493056995,-1.1625876961248378,-1.1108716623338928
25,25,25,01-26,2.4392476935551315,-0.8254008017254197,-1.048315989234577
26,26,26,01-27,1.982600453773252,-1.8048934717275409,-0.9625087699493629
27,27,27,01-28,2.9218491419885804,0.2097627558135663,-0.9278567760191582
28,28,28,01-29,2.3712204225912825,-0.9713169651542524,-1.0417862156973203
29,29,29,01-30,2.3519252367115624,-1.012704477196462,-1.104073006420396
30,30,30,01-31,1.9633596508496327,-1.8461643341938097,-0.9043032417265744
31,31,31,02-01,2.265016122888027,-1.1991215460638749,-0.7342539258590044
32,32,32,02-02,2.5414059319547992,-0.6062748835646102,-0.569240696571326
33,33,33,02-03,3.3975191684986585,1.2300586510189857,-0.5318676234353394
34,34,34,02-04,2.832803268422378,0.01876241057181786,-0.2413915798319672
35,35,35,02-05,2.456466972728909,-0.7884660383805427,-0.10965053339766093
36,36,36,02-06,2.775893042450944,-0.103308072573576,-0.06432860632863957
37,37,37,02-07,2.633528437860668,-0.408675267458038,-0.411939406512769
38,38,38,02-08,2.668182579896143,-0.3343433211504822,-0.30787471753468043
39,39,39,02-09,2.425165720940284,-0.8556061500857908,0.03020064148098077
40,40,40,02-10,3.1238979612320814,0.6431505444403489,-0.07136536609461662
41,41,41,02-11,3.402147431159101,1.2399861157134244,0.017220564128404326
42,42,42,02-12,2.4917877799891324,-0.7127041180271604,0.4528361088055369
43,43,43,02-13,2.881325211182709,0.1228403138800878,0.5049190823434871
44,44,44,02-14,3.886707080436584,2.2793499469123133,0.028799136578835243
45,45,45,02-15,2.570854689326456,-0.543108308858089,-0.3817048002043584
46,46,46,02-16,1.7920726253382089,-2.213569130147562,-0.17074016190138186
47,47,47,02-17,2.253866313437813,-1.2230375049857372,-0.18081912658445728
48,48,48,02-18,3.0819080905725387,0.5530837117906989,-0.2094058581503875
49,49,49,02-19,2.8531318522530777,0.062366525781635235,-0.16405879871706372
50,50,50,02-20,3.806742916556076,2.107829557516732,0.2907169881991
51,51,51,02-21,2.697701638711431,-0.2710259522581461,0.6439165576228126
52,52,52,02-22,3.0641930658992327,0.5150855913494199,0.5853183168728563
53,53,53,02-23,3.241852931872462,0.8961599115565383,0.4746567790431493
54,54,54,02-24,2.9179943071575978,0.20149426729096093,0.06471996640232754
55,55,55,02-25,2.543584140375799,-0.6016027011966071,0.174108360525658
56,56,56,02-26,2.660048185433641,-0.3517913183281989,-0.06221146671898625
57,57,57,02-27,3.0036880525177727,0.3853044124818368,-0.5790012094833921
58,58,58,02-28,2.4031480160158245,-0.9028333721184456,-0.6806444857008778
59,59,59,02-29,1.7962641073204049,-2.204578545029896,-0.6651857949280139
60,60,60,03-01,2.6336729051791536,-0.4083653900139537,-0.6462319857961023
61,61,61,03-02,2.5868259247500798,-0.5088505565594241,-0.9125541979265682
62,62,62,03-03,2.7130666809579904,-0.23806846353672875,-0.9478102239889562
63,63,63,03-04,2.258718906020424,-1.2126288603009592,-0.7629175381927586
64,64,64,03-05,2.304528184667627,-1.1143695284927737,-0.7911259105390461
65,65,65,03-06,2.3134547135013115,-1.0952224302527118,-0.7645598657873838
66,66,66,03-07,2.5547671056861745,-0.5776156240916787,-0.7658108433152648
67,67,67,03-08,2.6611377274575494,-0.34945428804944983,-0.501293802467635
68,68,68,03-09,2.7095673871748027,-0.24557432870401524,-0.3498500195070942
69,69,69,03-10,2.9986385416298225,0.3744733847848205,-0.3280131241903225
70,70,70,03-11,2.7281539304585003,-0.2057068307295288,-0.3758637512462899
71,71,71,03-12,2.3745379146964045,-0.9642010583520816,-0.5689906128320061
72,72,72,03-13,2.42091705798612,-0.8647193864274829,-0.6662711856474656
73,73,73,03-14,2.1209140934981643,-1.5082154575637472,-0.7688893104056639
74,74,74,03-15,2.437449546453339,-0.8292577655967717,-0.7844528089487466
75,75,75,03-16,2.711590246991809,-0.24123536376436985,-0.8510348196898745
76,76,76,03-17,2.684618972809256,-0.29908782198802514,-0.26751942449307536
77,77,77,03-18,2.1882915505005536,-1.3636931227988485,-0.13631967744893206
78,78,78,03-19,4.0531540480982,2.636372984753312,-0.2308224500677101
79,79,79,03-20,2.4879122600959342,-0.7210169752988875,-0.221265379964786
80,80,80,03-21,2.173101900433653,-1.39627440130944,-0.11476179517812668
81,81,81,03-22,2.738323737603185,-0.18389294314682506,0.022229922298818927
82,82,82,03-23,2.982535860862728,0.33993368673193064,-0.3866847590921639
83,83,83,03-24,2.5714912920077007,-0.5417428179371748,-0.10150711500838916
84,84,84,03-25,2.9093184710760167,0.18288489640741493,0.19343445528592484
85,85,85,03-26,3.2856247167990955,0.9900488892037608,0.2994262347699669
86,86,86,03-27,2.9981264754815102,0.37337502045644383,0.1418516743380963
87,87,87,03-28,3.0348089795449305,0.4520577337574273,0.3050021852404162
88,88,88,03-29,2.5417608130153524,-0.6055136758592927,0.2464777381128725
89,89,89,03-30,3.027863653461227,0.4371602474767446,0.07533128249463546
90,90,90,03-31,2.7456111066881106,-0.16826178635784694,-0.02245157952918142
91,91,91,04-01,2.8068857188460994,-0.03682984450566187,-0.2127946967059976
92,92,92,04-02,2.7246036075193536,-0.21332215168645746,-0.4258201388186185
93,93,93,04-03,2.5023721677201896,-0.6900009693034697,-0.45178100079420996
94,94,94,04-04,1.9458759240932184,-1.8836663285350184,-0.4139644333597486
95,95,95,04-05,2.9552446967712096,0.28139507562319543,-0.540114812204345
96,96,96,04-06,2.8513934060304917,0.05863761824892087,-0.4447638614912568
97,97,97,04-07,2.45401188490491,-0.7937321175732402,-0.45046472341648797
98,98,98,04-08,2.9913238176069834,0.3587835525920724,-0.0721689210029316
99,99,99,04-09,2.4864254458573574,-0.7242061408548569,-0.15848813414366694
100,100,100,04-10,3.0040629179347214,0.3861084859463199,-0.11985051808636235
101,101,101,04-11,2.7137884921784265,-0.2365202032212165,-0.07304497911040321
102,102,102,04-12,2.9594723815941286,0.2904633145927484,-0.07194117240007013
103,103,103,04-13,2.5849385625685337,-0.5128988837174854,0.28995525700350605
104,104,104,04-14,2.994411438186269,0.3654063928540709,0.32134110364602825
105,105,105,04-15,3.4987393342728974,1.4471724355666002,0.3698639120171695
106,106,106,04-16,3.091856899511904,0.5744235658014528,0.2958456977647771
107,107,107,04-17,2.8495187973930562,0.0546166470056308,0.25408279527914085
108,108,108,04-18,2.752425115593462,-0.15364597092160578,0.08381233683328447
109,109,109,04-19,2.468117387304582,-0.7634762986313031,-0.1559599575740485
110,110,110,04-20,2.518122821148264,-0.6562163578210671,-0.1972707234773589
111,111,111,04-21,2.8280368791925152,0.008538669122602226,-0.264541118116907
112,112,112,04-22,2.9763004621800264,0.3265589703815902,-0.11392096301680678
113,113,113,04-23,2.6613468530468825,-0.3490057208316573,0.1431108715896105
114,114,114,04-24,3.1737469703971155,0.7500749596789954,0.4810592673504842
115,115,115,04-25,3.1870990483445096,0.7787147090072007,0.4986618993877902
116,116,116,04-26,3.4634481319293022,1.3714740167441752,0.4097896311595744
117,117,117,04-27,2.8772757979444914,0.11415446134643782,0.7539302578153332
118,118,118,04-28,2.7277027305840456,-0.20667463898770508,0.7240757169509743
119,119,119,04-29,3.623993366320852,1.7158380391028956,0.7367851856927965
120,120,120,04-30,3.090236430105056,0.5709477144928419,0.6201092812439851
121,121,121,05-01,3.2226505782198767,0.8549715214581336,0.7693882191081632
122,122,122,05-02,3.137076747962812,0.6714185900513063,0.9513657669398724
123,123,123,05-03,3.2948459361657405,1.0098280885315059,0.6448013639440107
124,124,124,05-04,3.236738974333241,0.8851906480025504,0.4454853164981274
125,125,125,05-05,2.7664568513627326,-0.12354837887227507,0.4157319503963534
126,126,126,05-06,2.5327001113685426,-0.624948570182458,0.33485038242668635
127,127,127,05-07,3.1394230487812003,0.6764513248474893,0.15357929972621612
128,128,128,05-08,2.9108309828209515,0.18612918223330416,0.1021827267632726
129,129,129,05-09,2.787785850250468,-0.07779840767131545,0.04087955387765296
130,130,130,05-10,3.0929700382509,0.5768112102248892,0.5211498423172803
131,131,131,05-11,2.594976703248737,-0.4913674161859929,0.4704492854761154
132,132,132,05-12,3.876134983003028,2.256673160455306,0.2339333500364476
133,133,133,05-13,2.9976010420670174,0.3722479838004996,0.2865033735828688
134,134,134,05-14,2.2492373697760284,-1.2329664304047026,0.4262933398078833
135,135,135,05-15,2.9348372180632945,0.2376217336072116,0.4460261791863205
136,136,136,05-16,3.483997174119412,1.4155510075749764,0.21159763078513874
137,137,137,05-17,2.6501743391955364,-0.3729703799153689,0.14001211466387706
138,138,138,05-18,3.2203803081676936,0.8501018700482155,0.4299998817434094
139,139,139,05-19,2.797358634872293,-0.05726511292707049,0.4944879589858903
140,140,140,05-20,3.060404931083613,0.5069601720724917,0.2805684811448177
141,141,141,05-21,3.115226331980129,0.6245501970620969,0.5175851943733782
142,142,142,05-22,2.8856114459761155,0.1320341405285411,0.4469004515892057
143,143,143,05-23,3.313168751666808,1.049129899455994,0.4975124782821082
144,144,144,05-24,3.0226575869531613,0.4259934133431804,0.8535358860128027
145,145,145,05-25,2.9389330008491044,0.2464070472303442,0.7790226245302806
146,146,146,05-26,4.056290524209747,2.6431006184566592,0.8061590907527197
147,147,147,05-27,2.9067942963443816,0.1774706281669637,0.7908263534016765
148,148,148,05-28,2.9615188587261314,0.2948529378631764,0.9095409109256172
149,149,149,05-29,3.2702792901889235,0.9571334753497344,1.1382816993746263
150,150,150,05-30,3.3547315881712647,1.1382807584868238,1.0244941401092829
151,151,151,05-31,3.5787776032832084,1.6188517779243998,1.0457330958217803
152,152,152,06-01,3.737998556634796,1.9603752628645976,0.8986959894227956
153,153,153,06-02,2.9662049124663414,0.3049043624419479,0.8561014363409467
154,154,154,06-03,2.55021967800353,-0.5873697005307316,0.7046940601069291
155,155,155,06-04,3.151131782360037,0.7015661568586418,0.7840982523913782
