,unnamed: 0,unnamed: 0,mth_day,dark humor,dark humor_norm,dark humor_ravg
0,0,0,01-01,,,
1,1,1,01-02,4.136759653339135,-1.545701889207613,
2,2,2,01-03,4.832040305888151,-0.5581864486836887,
3,3,3,01-04,4.095778289419036,-1.6039082113545915,
4,4,4,01-05,3.6400766466339696,-2.2511467140693577,-1.483369178906992
5,5,5,01-06,4.072209502203152,-1.6373832421997323,-1.5422118926763642
6,6,6,01-07,4.307013319171288,-1.303888567926968,-1.7677396056682202
7,7,7,01-08,3.8881830817832417,-1.8987581718238475,-1.6964221989944237
8,8,8,01-09,3.87931562520667,-1.9113527266348245,-1.5456722845279467
9,9,9,01-10,4.3970532529210935,-1.17600377131181,-1.499010105998782
10,10,10,01-11,4.276908201468299,-1.3466472272705003,-1.2507228091692644
11,11,11,01-12,4.269330328505799,-1.3574101710247437,-0.8672036027216957
12,12,12,01-13,5.355884131769437,0.18583521305013828,-0.5487196757781027
13,13,13,01-14,5.50833081729089,0.4023570668615636,-0.09728022877097432
14,14,14,01-15,5.224726765923002,-0.000449164973265829,-0.14790360926658014
15,15,15,01-16,6.304124881907202,1.5326329107309602,0.3449543890770921
16,16,16,01-17,4.0630535785580095,-1.6503875102441352,0.38854611852588944
17,17,17,01-18,6.351371479298848,1.59973781903729,0.24548301412908397
18,18,18,01-19,5.5400340793235925,0.4473855897429225,0.21843576520419053
19,19,19,01-20,4.903971607304712,-0.4560215595192689,-0.13934100214501333
20,20,20,01-21,5.110467718760082,-0.1627326585226267,-0.04065403885793743
21,21,21,01-22,4.792724123631738,-0.614027693364263,-0.41021337531559343
22,22,22,01-23,4.479949153553264,-1.0582657305216798,-0.6875221966599557
23,23,23,01-24,4.790196153443465,-0.6176181997086463,-0.9138473669720052
24,24,24,01-25,4.368564042401764,-1.216467338323251,-1.224690316665539
25,25,25,01-26,3.9478781287905433,-1.8139725813915653,-1.38453874304024
26,26,26,01-27,3.7973353056293058,-2.0277903566838296,-0.983432577273756
27,27,27,01-28,4.117456596838819,-1.5731182516124684,-1.0228824513434496
28,28,28,01-29,6.174391661880591,1.3483712640772234,-1.1032748617445611
29,29,29,01-30,4.623543159106887,-0.8543174441268069,-1.0538412068166745
30,30,30,01-31,4.0289524154644605,-1.69882180072992,-0.8604770564585819
31,31,31,02-01,4.156706846473633,-1.5173706518242445,-0.5369122952609374
32,32,32,02-02,4.6141874607868925,-0.8676054545352749,-0.9355430728003022
33,33,33,02-03,5.4843313356561145,0.3682703155733988,-0.7028834052336892
34,34,34,02-04,4.490406242959078,-1.043413401158966,-0.3760593695835801
35,35,35,02-05,5.606396239774028,0.5416405612728714,0.1179959574691224
36,36,36,02-06,5.409595711461643,0.2621224131707349,0.2513494894195712
37,37,37,02-07,6.243806021386418,1.44696131049197,0.11800440311907205
38,38,38,02-08,5.177529320019183,-0.06748426283258219,0.18753104564907008
39,39,39,02-09,4.921025154430064,-0.4318002022295962,-0.048637386532392114
40,40,40,02-10,4.7841162594555415,-0.6262535459789781,-0.2654147777522217
41,41,41,02-11,4.608720649700296,-0.8753700318159016,-0.8194851703163669
42,42,42,02-12,4.493836099975075,-1.0385419341482427,-0.8690926148376881
43,43,43,02-13,3.9031777640963727,-1.8774610448929008,-0.8939235658639793
44,44,44,02-14,4.9679664414087545,-0.3651289299605094,-0.8877921802637797
45,45,45,02-15,4.81612868927416,-0.5807859083873435,-0.7829623231058878
46,46,46,02-16,4.810017831863613,-0.5894652323777809,-0.6315493564212763
47,47,47,02-17,5.051566412918072,-0.2463908888685491,-0.5075484833863709
48,48,48,02-18,5.1334686685048725,-0.13006413404057407,-0.4719817527102197
49,49,49,02-19,4.427010026655924,-1.1334558066834688,-0.4380029624196382
50,50,50,02-20,5.118215391645501,-0.15172854590360166,-0.10691446419321997
51,51,51,02-21,4.959669506054873,-0.3769131666438544,-0.05687987306968815
52,52,52,02-22,6.208676025863325,1.3970657569807283,0.08844533369061287
53,53,53,02-23,5.262933739881196,0.05381665787264184,0.488812029228651
54,54,54,02-24,5.747383957978313,0.7418871065212321,0.8284545260073499
55,55,55,02-25,6.118328699211926,1.2687443665447602,0.8161382369751294
56,56,56,02-26,6.553009302321267,1.8861264347685929,0.6257011396998352
57,57,57,02-27,4.907640279226208,-0.4508109008371781,0.5232387311215626
58,58,58,02-28,5.4041889839623405,0.2544431733289633,0.3274198850147089
59,59,59,02-29,4.8300890832331005,-0.5609577935969937,-0.1499401722790191
60,60,60,03-01,4.9201621272168525,-0.4330259701198904,-0.4641054081305361
61,61,61,03-02,4.101757422352113,-1.5954159772176078,-0.4351597338404676
62,62,62,03-03,5.2258421438502936,0.001135019659490532,-0.6674282373608483
63,63,63,03-04,5.029919080040862,-0.27713685509676683,-0.649774821561559
64,64,64,03-05,4.422988346075276,-1.139167847793321,-0.5850208512112608
65,65,65,03-06,4.904664596402618,-0.4550372988012573,-0.5713284037892363
66,66,66,03-07,5.19371035287138,-0.0445021480181015,-0.6507761813580895
67,67,67,03-08,4.159600125693709,-1.5132612926854607,-0.780278699621518
68,68,68,03-09,4.890221046509268,-0.475551645753628,-0.6163042505525796
69,69,69,03-10,4.482845535405451,-1.0541519646773378,-0.5639617562223666
70,70,70,03-11,5.115685942112031,-0.15532115337969069,-0.6897656818427634
71,71,71,03-12,5.1257814850336185,-0.14098233281997893,-0.40291606459627466
72,72,72,03-13,4.662261231718374,-0.7993257017404829,-0.4224709004876525
73,73,73,03-14,5.3713745296873965,0.20783641079347184,-0.42139263178297104
