,unnamed: 0,unnamed: 0,mth_day,dreams,dreams_norm,dreams_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.346450147162835,-0.8014023376745326,
2,2,2,01-03,2.4087764016258206,-0.6480028144157782,
3,3,3,01-04,1.8269211865990247,-2.0800849018086343,
4,4,4,01-05,2.0652389882341016,-1.4935289235955314,-1.5099368441678889
5,5,5,01-06,1.9173171993245983,-1.8575991231255828,-1.5638692613358154
6,6,6,01-07,1.78673075961274,-2.179002964387274,-1.8307938692692487
7,7,7,01-08,2.214973641181442,-1.1249968406820927,-1.6369123434515778
8,8,8,01-09,1.7580672983740648,-2.2495504620163804,-1.4292539305472938
9,9,9,01-10,2.299565783808141,-0.9167957469026059,-1.0893244633368724
10,10,10,01-11,2.5714688959589345,-0.2475784461698285,-0.6969593294299091
11,11,11,01-12,2.745997628940524,0.18197768013694496,-0.5433336770857363
12,12,12,01-13,2.7432389152621672,0.17518783905450558,-0.2956135278543546
13,13,13,01-14,2.589482425692881,-0.20324292661705606,0.0429256850953831
14,14,14,01-15,2.361959751047227,-0.7632295666280899,0.1869366855758906
15,15,15,01-16,3.124857050055933,1.1144395307958201,0.5876536052502072
16,16,16,01-17,2.9225390715660806,0.6164875567132164,0.9072190958847456
17,17,17,01-18,3.7228657771335407,2.586279198182844,0.9122676691472376
18,18,18,01-19,3.522276020349404,2.092580782861736,1.0589195705944874
19,19,19,01-20,2.6017898431534547,-0.1729514870421045,0.900734555910216
20,20,20,01-21,2.7194679179401904,0.1166818420554087,0.6753358139477066
21,21,21,01-22,2.7392334470094224,0.16532944269019273,0.4576163651436913
22,22,22,01-23,2.3730617701211902,-0.7359048950618412,-0.2889495617381343
23,23,23,01-24,3.1921090650095767,1.2799625053587529,-0.6291311538335637
24,24,24,01-25,1.7022967814148735,-2.3868147784292173,-0.8830752979879549
25,25,25,01-26,1.772494783215128,-2.214041039614681,-1.2179380701828857
26,26,26,01-27,2.1004026035876544,-1.406983022870939,-1.0570041626494413
27,27,27,01-28,1.9229046120834927,-1.8438471904793912,-1.1667372982362696
28,28,28,01-29,2.7653866271834664,0.2296985501388253,-0.9822030151109952
29,29,29,01-30,2.9246015061991306,0.6215636918377827,-0.8844472077525287
30,30,30,01-31,2.15215466009198,-1.2796090796775714,-0.597845638256936
31,31,31,02-01,2.0108039980768107,-1.627506195463882,-0.19096588954459204
32,32,32,02-02,2.79908022541086,0.3126263941026167,-0.4002705575919161
33,33,33,02-03,2.914796511694097,0.5974313017946726,-0.7353488187868127
34,34,34,02-04,2.2551434768574934,-1.026129458145119,-0.4525086855053682
35,35,35,02-05,2.107747351951712,-1.388905875331597,0.06439184625625377
36,36,36,02-06,2.841662648568913,0.4174317200110959,0.12277563538944047
37,37,37,02-07,3.27090468379868,1.4738969951058496,-0.16385881423451035
38,38,38,02-08,2.9414082908725865,0.6629291289017366,-0.1739020920101211
39,39,39,02-09,2.216038734657761,-1.1223753959490324,0.2826487530267882
40,40,40,02-10,2.2306599632329047,-1.0863891247987836,0.10292594494192328
41,41,41,02-11,3.220727504897692,1.3503991948898593,-0.16798643280316772
42,42,42,02-12,2.4035341890454123,-0.6609051284980937,-0.041533739097173526
43,43,43,02-13,2.610474190907325,-0.15157727136469645,-0.15751116485566505
44,44,44,02-14,3.2496748068834163,1.4216452911377018,-0.010071458939690008
45,45,45,02-15,1.9333088383884167,-1.818239950499981,-0.3133553838260656
46,46,46,02-16,2.590088640727535,-0.2017508893029335,-0.3265325574771303
47,47,47,02-17,2.4813816187263362,-0.4693043544283944,-0.523699088842171
48,48,48,02-18,2.3714108606034903,-0.7399681704044817,-0.841901339850049
49,49,49,02-19,2.129821403556224,-1.3345764595549403,-0.5351951054026667
50,50,50,02-20,2.473961008859733,-0.4875682149095665,-0.4610591593078815
51,51,51,02-21,2.6809976345774507,0.02199745618431226,-0.31304011080723
52,52,52,02-22,2.770817331782084,0.2430647872657773,-0.40167008091590334
53,53,53,02-23,2.8422226182120665,0.4188099365755151,0.05544626476571294
54,54,54,02-24,2.155348621841947,-1.271747991056522,-0.022353123293058098
55,55,55,02-25,3.2441801345967987,1.4081216145347573,0.0561442230009945
56,56,56,02-26,2.2843015749499034,-0.9543645432621928,0.2622762755142686
57,57,57,02-27,2.872358551842088,0.4929815339486279,-0.25262342497033297
58,58,58,02-28,3.2733262764643465,1.4798571023454217,-0.02614196130656854
59,59,59,02-29,1.5869995611813401,-2.6705882663320946,-0.3142879263796056
60,60,60,03-01,2.707465383442832,0.08714079092606447,-0.3125665324239909
61,61,61,03-02,2.5417375835336657,-0.3207541759034654,-0.20393754529634914
62,62,62,03-03,2.288497991031108,-0.9440361795285044,-0.3389821892945535
63,63,63,03-04,3.137174416322451,1.1447554567144784,-0.01546611142459701
64,64,64,03-05,2.9441142945666767,0.6695892383561954,0.003533243192664531
65,65,65,03-06,2.3756674121828607,-0.7294917991123552,-0.42825426737073297
66,66,66,03-07,2.7537820310575896,0.20113691862963373,-0.3648329248880038
67,67,67,03-08,1.4891255146453417,-2.911479239283851,-0.7884939231131227
68,68,68,03-09,2.4431066095974816,-0.5635081246321288,-0.8437492878231833
69,69,69,03-10,2.104373168164168,-1.3972105326362354,-0.6303620451142365
70,70,70,03-11,2.8094127056097724,0.33805705009583203,-0.7070965364183291
71,71,71,03-12,2.8958630675161112,0.5508316571413253,-0.1037191494629272
72,72,72,03-13,2.566718603629356,-0.2592700291949221,0.06817740129913201
73,73,73,03-14,2.9600395732174563,0.7087850824485608,0.3870187817836572
74,74,74,03-15,2.8621562103984086,0.4678711799402264,0.4192677421373416
75,75,75,03-16,2.881645036730057,0.5158377502709159,0.16747350941988173
76,76,76,03-17,2.8880292566839265,0.531550812217938,0.6830856928127574
77,77,77,03-18,2.2820388096327684,-0.9599337391634336,0.7145798415120419
78,78,78,03-19,3.8236785522787113,2.8344030711623325,0.8740710451837997
79,79,79,03-20,3.0368160436090483,0.8977499746442674,0.9750006537853428
80,80,80,03-21,3.2509640423974515,1.4248184019707733,0.7567654334792925
81,81,81,03-22,3.1276913477582218,1.1214154018801743,0.9872482344175224
82,82,82,03-23,2.356015196224152,-0.7778605096183648,0.4657760946574496
83,83,83,03-24,2.8439100356490306,0.4229630664659456,0.4121064179722209
84,84,84,03-25,2.552433195542349,-0.29442976739810545,0.09804398347137387
85,85,85,03-26,2.9059800466657992,0.5757319145328954,-0.13133588015635372
86,86,86,03-27,2.485342293614836,-0.4595562050343092,0.014706721897653725
87,87,87,03-28,2.5685088635324456,-0.25486377988619113,-0.0007585062345128457
88,88,88,03-29,2.712038012385093,0.09839510270567983,0.10813293676791554
89,89,89,03-30,2.806208885472665,0.3301716976729461,0.17513020201214075
90,90,90,03-31,2.8178888752433764,0.3589188906164648,0.10777583250828568
91,91,91,04-01,3.0693060536792167,0.9777155059982467,0.02646260737257973
92,92,92,04-02,2.321145737443924,-0.8636824220574397,0.1218316321353804
93,93,93,04-03,2.3702833937257863,-0.7427431307004267,-0.13306385435971432
94,94,94,04-04,2.944528726005893,0.6706092512824838,-0.3719320809241225
95,95,95,04-05,2.184824387714008,-1.1992012212976222,-0.6605843886238364
96,96,96,04-06,2.235575649398625,-1.0742904687699846,-0.275623349356486
97,97,97,04-07,2.365629140003008,-0.7541983402000362,-0.3615504564313214
98,98,98,04-08,3.2596041830248987,1.4460838135466625,-0.2775021929702857
99,99,99,04-09,2.160810197445481,-1.2583057731494387,0.03243568556791846
100,100,100,04-10,3.1494216752548327,1.1748988320486982,0.5031194502120255
101,101,101,04-11,2.9403912894274757,0.6604260499316026,0.5965820318160034
102,102,102,04-12,3.3830090493311924,1.7498121190946578,0.5390644483003154
103,103,103,04-13,2.5934723243911826,-0.19342285057616865,0.4433317565665456
104,104,104,04-14,3.1193877545716817,1.1009783124525343,0.2593523324238403
105,105,105,04-15,1.9274329360822529,-1.8327019235520576,0.10576426915684074
106,106,106,04-16,2.70091643241664,0.07102228719246688,-0.25333836556915196
107,107,107,04-17,2.565974139609775,-0.2611023296703949,-0.15451100350624106
108,108,108,04-18,2.5075882508255445,-0.4048036892612983,-0.1752496869364686
109,109,109,04-19,2.8343937764917344,0.3995413218012966,0.09046819074801817
110,110,110,04-20,3.068830969260712,0.9765462118711692,0.2788239551838808
111,111,111,04-21,2.5752002710038484,-0.2383946574451372,0.2060941885825195
112,112,112,04-22,3.1600903224422634,1.2011568738076424,0.33493832829276204
113,113,113,04-23,2.3886734344732763,-0.6974809292785623,0.31881884562743584
114,114,114,04-24,2.8216846365398363,0.3682611490001573,0.11685088344967075
115,115,115,04-25,2.795097683893736,0.3028244258093395,0.3287748839114452
116,116,116,04-26,2.57647324858532,-0.2352615611954214,0.05085376461575705
117,117,117,04-27,3.0918288327751027,1.0331493453255092,0.13170953345978528
118,118,118,04-28,2.482573911678362,-0.4663698419664865,0.028815611787831482
119,119,119,04-29,2.585783716828172,-0.21234631621439293,0.021908903077523256
120,120,120,04-30,2.570849720944828,-0.2491023810315655,-0.1911677378527933
121,121,121,05-01,2.77826050179164,0.2613841735474901,-0.5433155999963327
122,122,122,05-02,2.0570347786101584,-1.5137214067773208,-0.5823439278807887
123,123,123,05-03,2.233362386532012,-1.0797378275357268,-0.6846551009888983
124,124,124,05-04,2.38743061096986,-0.7005398092732227,-0.5697965047257812
125,125,125,05-05,2.336369426324032,-0.8262133548630493,-0.3546097831825124
126,126,126,05-06,2.8508521334378982,0.44004919654713615,0.018401816644337377
127,127,127,05-07,3.3028429286094227,1.5525045028071034,0.04346505799370124
128,128,128,05-08,2.9663628675601394,0.724348192183778,0.2881525077134885
129,129,129,05-09,2.294461583901982,-0.9293583794395436,0.5272607992080819
130,130,130,05-10,2.983929945432977,0.7675848890455008,0.4874501408123978
131,131,131,05-11,2.919267882720033,0.6084363941045111,0.05077125074992047
132,132,132,05-12,2.753801666547345,0.2011852461730314,-0.0207929078108518
133,133,133,05-13,2.238306649390128,-1.0675688375677603,0.2552644268909345
134,134,134,05-14,2.7919036829889685,0.2949632408191444,0.13218584850078682
135,135,135,05-15,2.9674344585298122,0.7269856287711743,0.22939209564373844
136,136,136,05-16,2.6838888514558845,0.029113418704614383,0.2407022430049925
137,137,137,05-17,3.156237379082964,1.1916738769622208,0.609805287937813
138,138,138,05-18,2.7813735562433384,0.2690461303405563,0.8729479527743859
139,139,139,05-19,3.138106458913963,1.1470494320291618,1.0573626079791156
