,unnamed: 0,unnamed: 0,mth_day,nostalgic,nostalgic_norm,nostalgic_ravg
136,136,136,05-16,4.678632118293273,1.1507728309373806,0.7826429487659382
137,137,137,05-17,4.335768566597433,0.5779262881785571,1.2233917095816076
138,138,138,05-18,4.807141333449809,1.3654823247023435,1.310544571862896
139,139,139,05-19,5.615860365972846,2.716666781471486,1.4181308955356768
140,140,140,05-20,4.731720316159644,1.2394710622268483,1.2954687236996127
141,141,141,05-21,4.862794532282573,1.4584660856974454,1.5269606399611042
142,142,142,05-22,4.238133121561319,0.4147997999209963,1.3109829258633157
143,143,143,05-23,5.167092155103825,1.966877785747504,0.8580844595788749
144,144,144,05-24,4.0315316654285445,0.06961604011561204,0.8932786853964925
145,145,145,05-25,3.989431312634649,-0.0007240162351571843,0.7537344672529814
146,146,146,05-26,4.85810827204989,1.4506364171325534,0.5755814064598838
147,147,147,05-27,4.361669473335189,0.6212007768363792,0.3720842687323305
148,148,148,05-28,3.5983576849338914,-0.6541185648375898,0.4241401216720127
149,149,149,05-29,4.436302184039117,0.7458949593821839,0.5777794499180224
150,150,150,05-30,4.218472355053725,0.3819511577537047,0.3899915715498688
151,151,151,05-31,4.5411741110696,0.9211119532409012,0.3144168393543528
152,152,152,06-01,4.183732702292748,0.3239091469236321,0.418999108035924
153,153,153,06-02,4.090268818902759,0.1677523836632831,0.5919590960599626
154,154,154,06-03,3.973928928623864,-0.02662495274816297,0.7583595935914657
155,155,155,06-04,5.05742848613317,1.7836548875264155,0.8095526311521112
156,156,156,06-05,4.816042503381837,1.3803541429427222,0.9555195027024528
157,157,157,06-06,4.72501629605279,1.2282701786047745,0.9367913893778218
158,158,158,06-07,4.707922511682078,1.1997103762256809,0.9651858958796408
159,159,159,06-08,4.023013242006503,0.05538370371549828,0.9495676165952768
160,160,160,06-09,4.075898031563495,0.1437420862627508,0.9648254196731094
161,161,161,06-10,5.001340808469704,1.6899452118202305,0.8817061791209353
162,162,162,06-11,4.870835654746396,1.4719009614097185,1.0390046803891868
163,163,163,06-12,4.426522135022537,0.7295547352917303,0.9907152256131208
164,164,164,06-13,5.272805971341586,2.14350138383519,1.0382059761900042
165,165,165,06-14,3.8495982758177485,-0.23435302494089802,0.6946246977580078
166,166,166,06-15,4.246444726359698,0.4286865897240521,0.4266754251677989
167,167,167,06-16,3.7674868323029536,-0.3715424587717472,0.4184245941435028
168,168,168,06-17,3.908588011611632,-0.1357946741315356,0.08509907811747756
169,169,169,06-18,4.396892113525244,0.6800497491459537,0.3662984050881681
170,170,170,06-19,4.075782038071757,0.14354828767903896,0.6715706132319988
171,171,171,06-20,4.8594289314972965,1.4528429368832454,0.7060565333183622
172,172,172,06-21,5.342724854166546,2.2603198385870362,0.5558484734188812
173,173,173,06-22,3.8913311518028886,-0.16462693825356745,0.7400911054627642
174,174,174,06-23,3.369167433153221,-1.0370430335284213,0.8228301119683922
175,175,175,06-24,5.058536150605008,1.785505541409252,0.8017500653882098
176,176,176,06-25,4.3729107193170025,0.6399823267128051,0.6260124537587965
177,177,177,06-26,4.783727195333329,1.3263626574021528,0.8759327596017146
178,178,178,06-27,4.711623672342644,1.2058941688105562,1.4637056292364778
179,179,179,06-28,4.7888339624809975,1.334894896803941,1.2028324530050971
180,180,180,06-29,5.479951511935135,2.4895941842801603,1.334951140128377
181,181,181,06-30,4.121699873502537,0.22026648402096585,1.3034460332245998
182,182,182,07-01,4.8473695378444335,1.4326944494524827,1.388124006078294
183,183,183,07-02,4.670587441036508,1.1373320159794913,1.2010043731941822
184,184,184,07-03,5.015715484260009,1.7139620059327203,0.7573154286595177
185,185,185,07-04,4.116858166516257,0.21217709949927066,0.8693498811125817
186,186,186,07-05,3.886595288063704,-0.17253948292782692,0.9400714510252371
187,187,187,07-06,4.524033071800587,0.8924731987393502,0.9333222225921948
188,188,188,07-07,5.101341729332034,1.857023868928416,0.5046962941913221
189,189,189,07-08,4.646349908723422,1.0968366453812368,0.5170558638791668
190,190,190,07-09,3.476452901446562,-0.8577935644725146,0.551882508914182
191,191,191,07-10,4.1612433095969665,0.28633451762633844,0.4513411209885157
192,192,192,07-11,4.011663204013924,0.03642038728226425,0.3121856324269209
193,193,193,07-12,4.162973261360536,0.28922487118535245,0.10251956195219553
194,194,194,07-13,4.601612658962637,1.0220909375588472,0.11014296692587996
195,195,195,07-14,3.8934063376909247,-0.16115977746711568,-0.0055328281800527965
196,196,196,07-15,3.5038297381055235,-0.812053134630408,-0.12975398213531306
197,197,197,07-16,3.7458334817126606,-0.4077202530092581,-0.11974741142626988
198,198,198,07-17,3.565565659260604,-0.7089065364492972,-0.548268384230187
199,199,199,07-18,4.198908417995068,0.3492642954396114,-0.5670411263611119
200,200,200,07-19,3.0627269880729555,-1.5490348992646554,-0.2541715951316997
201,201,201,07-20,3.8259904917883096,-0.2737962302526653,-0.4258499249009573
202,202,202,07-21,4.627393038441877,1.0651640527460653,-0.2776889900551555
203,203,203,07-22,3.1293098143749747,-1.4377902316248037,-0.2447973635234215
204,204,204,07-23,4.097634692260193,0.18005907262551304,0.00925246108482295
205,205,205,07-24,4.317027380599733,0.5466140546300153,-0.15043006314749022
206,206,206,07-25,3.9750595449220616,-0.02473595161518861,-0.4305525648495377
207,207,207,07-26,3.252545633711214,-1.2318913756465444,-0.2669414729386015
208,208,208,07-27,3.6214294303075714,-0.6155709574662197,-0.35115571446778193
209,209,209,07-28,3.7168627719184633,-0.456123680159186,-0.4948840216482866
210,210,210,07-29,3.7952082118802033,-0.3252263765495698,-0.7434583047002458
211,211,211,07-30,3.8008766051217786,-0.3157557884530128,-0.7228787769652737
212,212,212,07-31,3.0823905120918464,-1.516181649926944,-0.6480919652466144
213,213,213,08-01,3.326449928611424,-1.1084142092367126,-0.3976359981578397
214,214,214,08-02,3.890000539376792,-0.16685008715426386,-0.41251717035515306
215,215,215,08-03,4.616289225703946,1.0466121223734617,-0.4766932370237511
216,216,216,08-04,3.741767600769283,-0.4145134097334497,-0.4179977784777241
217,217,217,08-05,3.5704103370085565,-0.7008121884646009,-0.4425403063969488
218,218,218,08-06,3.293175061356163,-1.1640088986507822,-0.3664572429614275
219,219,219,08-07,3.2383138817449693,-1.2556693767520608,-0.4637662694487654
220,220,220,08-08,4.163226690601576,0.2896482934588636,-0.6630407654529539
221,221,221,08-09,4.266837329499767,0.4627579634494349,-0.7576000454412171
222,222,222,08-10,3.0261417949468674,-1.6101603857585811,-0.7047835165323032
223,223,223,08-11,3.2308332094961334,-1.26816786839418,-0.6373741482453023
224,224,224,08-12,3.4828474570670016,-0.8471097251972992,-0.6205958555803274
225,225,225,08-13,3.4803914404273963,-0.8512131670300552,-0.700964086494189
226,226,226,08-14,4.2234801572993135,0.3903180494487132,-0.2797239426697823
227,227,227,08-15,3.978222473291346,-0.019451422033734657,-0.13905475480080656
228,228,228,08-16,4.538880873021139,0.9172804771878588,-0.1899703453909224
229,229,229,08-17,3.735998210244672,-0.4241527411803257,-0.3015406981882716
230,230,230,08-18,3.3000016274420707,-1.1526032687379941,-0.3821221052137724
231,231,231,08-19,3.079724896401532,-1.5206352838141497,-0.08009909562355352
232,232,232,08-20,3.934099752414405,-0.09317039270429188,-0.41062581699268497
233,233,233,08-21,5.062834222154426,1.7926866355075788,-0.07372600759019528
234,234,234,08-22,3.3519078480302533,-1.0658798510269305,0.41120998458274105
235,235,235,08-23,4.945857988688208,1.5972461152346131,0.7036353885344959
236,236,236,08-24,5.041482434718863,1.7570126842996237,0.6935859669389378
237,237,237,08-25,4.12987014600498,0.23391713989637866,0.5135792593372823
238,238,238,08-26,3.8980107115608313,-0.15346692227764094,1.2448489380220116
239,239,239,08-27,4.416402050632753,0.7126463898976463,0.9436931634739184
240,240,240,08-28,5.978011356385175,3.3217382210814446,0.6450436765097229
241,241,241,08-29,3.8643606161668247,-0.20968853205394536,0.7265564399686948
242,242,242,08-30,3.9689855319405414,-0.034884237485549294,0.7205513169039014
243,243,243,08-31,4.42259519715208,0.7229937206502093,0.8113852285565676
244,244,244,09-01,3.876445377719941,-0.18949766066640086,0.29414881012509425
245,245,245,09-02,4.742600799222614,1.2576498598136436,0.20083656274509928
246,246,246,09-03,4.120534678923433,0.21831971049260515,0.4530219932157428
247,247,247,09-04,3.529261777311872,-0.7695620163339156,0.3900222074881389
248,248,248,09-05,4.874622758560017,1.4782283453383125,0.1751400982802905
249,249,249,09-06,4.1963531374205205,0.34499500628458635,-0.13230241176626004
250,250,250,09-07,3.1047701977939828,-1.4787903159134914,-0.366325315098274
251,251,251,09-08,3.6385267786740716,-0.5870052004656596,-0.34016645112800376
252,252,252,09-09,3.280121920963912,-1.1858177094994784,-0.8915714021634037
253,253,253,09-10,3.6232023391172814,-0.6126088325122941,-0.9562622411784899
254,254,254,09-11,2.8944415495663494,-1.830201360874087,-0.6421454710644049
255,255,255,09-12,3.964038241496626,-0.04315002780593212,-0.494954455993482
256,256,256,09-13,4.2328125275585595,0.4059103047710197,-0.2934625031919836
257,257,257,09-14,4.167112678435847,0.29614088995987825,-0.359696894993919
258,258,258,09-15,4.003710960111569,0.023134007309511987,-0.20998457420478747
259,259,259,09-16,3.3853443043117584,-1.0100151833239064,-0.11068614398773688
260,260,260,09-17,3.4320818515346168,-0.931927436139298,-0.1850670520497997
261,261,261,09-18,4.320634396879623,0.5526405534963714,-0.14762244424927992
262,262,262,09-19,3.9656990818489897,-0.04037514360135718,-0.27153157332092803
263,263,263,09-20,4.3015821071297635,0.5208085367629971,0.06833724290888661
264,264,264,09-21,3.5587339453972118,-0.7203207671203766,0.3990929402707559
265,265,265,09-22,4.605866249494643,1.0291977140549815,0.3141892392739952
266,266,266,09-23,4.619877165040101,1.0526067480319177,0.4403430180795165
267,267,267,09-24,4.015731959982554,0.04321834751580711,0.5169906389074789
268,268,268,09-25,4.418736983966412,0.7165475292317706,0.5781154761049611
269,269,269,09-26,4.576835672032663,0.9806942617307716,0.4803251489938306
270,270,270,09-27,3.778242772428909,-0.3535717439354844,0.6100242921124012
271,271,271,09-28,4.254685927658231,0.4424557513881995,0.5276455822095577
272,272,272,09-29,5.0856470235510125,1.8308016067433408,0.2460472227528333
273,273,273,09-30,3.719897160051136,-0.4510539119012532,-0.09260287815898482
274,274,274,10-01,3.407473340372737,-0.9730426275085756,0.041346683947185374
275,275,275,10-02,3.3606903236998367,-1.0512063437401375,-0.17661897440227706
276,276,276,10-03,4.25927654867177,0.4501256287015368,-0.4678627992889405
277,277,277,10-04,3.471937241671496,-0.8653381987085752,-0.7649175764479083
278,278,278,10-05,4.0397450087194695,0.08333865742336001,-0.6484467528261086
279,279,279,10-06,2.653127108988925,-2.23338257485506,-0.7363790770628067
280,280,280,10-07,3.8257382396973294,-0.27421768577777794,-1.0768953138172948
281,281,281,10-08,3.0449116282244133,-1.5788002891603257,-1.0017716609938037
282,282,282,10-09,3.036429615374672,-1.5929717918253912,-1.063973597606294
283,283,283,10-10,3.741717999701888,-0.41459628176762825,-0.8479443338973733
284,284,284,10-11,3.8163681496401582,-0.28987296225158354,-0.39685202924835067
285,285,285,10-12,3.4289218997065003,-0.9372069926015348,0.03481921206567351
286,286,286,10-13,5.4456810848066315,2.432336142116358,0.30191777999796304
287,287,287,10-14,4.595110404836642,1.0112271587238195,0.15257811687944506
288,288,288,10-15,3.9956222453564845,0.009619615768346156,0.11519648177308453
289,289,289,10-16,3.205415969570589,-1.3106342604787364,0.21812688769765812
290,290,290,10-17,3.682124865715925,-0.5141627728897467,0.05157269248253756
291,291,291,10-18,3.798561046513592,-0.3196245570540929,-0.16398820281017326
292,292,292,10-19,4.847558984116841,1.4330109708256349,-0.3191340099418906
293,293,293,10-20,3.820997598176198,-0.2821382130324454,-0.369181008370347
294,294,294,10-21,3.4384694462031464,-0.921255227021958,-0.33334771263292345
295,295,295,10-22,3.0256893899153363,-1.610916251049475,-0.24950621406853002
296,296,296,10-23,3.8108078213954495,-0.2991629984652055,-0.27211523993380066
297,297,297,10-24,4.099648948751928,0.18342443433226774,-0.04762424792522569
298,298,298,10-25,4.766366444789812,1.297356815634011,-0.01508024460481594
299,299,299,10-26,4.6271797754109265,1.0648077390190045,0.3124727070293856
300,300,300,10-27,3.5553400396200083,-0.7259912070994996,0.25126002093743205
301,301,301,10-28,4.201983143822556,0.3544014587557346,0.10524603627645546
302,302,302,10-29,3.5909835152775806,-0.6664391150169271,0.04945741751445228
303,303,303,10-30,3.5752899488317533,-0.6926594736335918,-0.19057897416048603
304,304,304,10-31,4.5660208107130895,0.9626251030619921,-0.0950124420544511
305,305,305,11-01,3.765171642591601,-0.3754106110306252,-0.06685987728252019
306,306,306,11-02,3.8985343666381413,-0.15259201446329052,-0.07740509325595164
307,307,307,11-03,4.303083396262574,0.5233168473873201,-0.046068603654880934
308,308,308,11-04,3.5531139994595624,-0.729710410857516,-0.08203118473450788
309,309,309,11-05,3.687824172086999,-0.5046405360271675,0.05825197921714718
310,310,310,11-06,4.436873571198702,0.7468496165842302,0.14530340331329267
311,311,311,11-07,4.268950371225852,0.4662883726793051,0.13801583417040506
312,312,312,11-08,4.211149612271398,0.3697165301135824,0.2198313239921835
313,313,313,11-09,4.276912598468882,0.4795914325299945,0.25198755116183197
314,314,314,11-10,3.8469261882066617,-0.2388174719268456,0.06278171625345867
315,315,315,11-11,3.8033022008459056,-0.3117031730092767,0.08934969359134805
316,316,316,11-12,3.757405898277017,-0.3883853928660096,-0.07614369664030747
317,317,317,11-13,4.364360122963974,0.6256962367066413,-0.2482442877798705
318,318,318,11-14,3.616837027783301,-0.6232438112763508,-0.22376066697248376
319,319,319,11-15,3.658872524669497,-0.5530121143073834,-0.14636728517055952
320,320,320,11-16,3.9348506904438585,-0.0919157470825256,-0.01285662978305402
321,321,321,11-17,4.081233909759424,0.15265711780226882,0.0545081778774358
322,322,322,11-18,4.2368634920152255,0.4126785394590235,0.2387521541490608
323,323,323,11-19,4.606277657484281,1.0298850826695802,0.29626615557968083
324,324,324,11-20,4.278485892194613,0.4822200463533993,0.27323683847868313
325,325,325,11-21,3.865414277102252,-0.20792810572366324,0.14407312394487867
326,326,326,11-22,3.85214881971578,-0.2300916496885119,-0.07922622333149912
327,327,327,11-23,3.617386858833612,-0.6223251694005578,-0.2140444538231642
328,328,328,11-24,3.434960696933418,-0.9271175441992432,-0.09338957165596552
329,329,329,11-25,4.122124357540056,0.22097569971958972,-0.06858968701394964
330,330,330,11-26,4.711776398549703,1.2061493393565914,0.0612662858752687
331,331,331,11-27,3.954474532112872,-0.059128797871567995,0.17377450293893534
332,332,332,11-28,4.318481878401561,0.5490441876467982,0.7855961629986429
333,333,333,11-29,4.021421419764767,0.05272413298144223,0.8668141236917369
334,334,334,11-30,5.632107734207237,2.7438124161590025,0.5806540503919658
335,335,335,12-01,4.413790725959961,0.7082834638781534,0.731250695582956
336,336,336,12-02,3.684130928830157,-0.5108111004420345,0.3952949345451742
337,337,337,12-03,4.495290580979903,0.8444510732743726,0.414238848794988
338,338,338,12-04,3.1120123249254745,-1.4666903785798922,0.22114278654525046
339,339,339,12-05,4.089451971452468,0.1663876184803248,-0.0531624233182467
340,340,340,12-06,4.938669647952088,1.5852360426605776,0.029521838152384176
341,341,341,12-07,3.428717920427806,-0.9375477953028298,-0.19151722143331412
342,342,342,12-08,3.981063012113448,-0.01470553161824921,-0.0313377006100195
343,343,343,12-09,3.701504831643875,-0.4817832842398174,0.11115406099895353
344,344,344,12-10,3.687241975301853,-0.5056132536401242,0.09950518965190136
345,345,345,12-11,4.601162118858054,1.021338188134163,0.09567189615648107
346,346,346,12-12,4.896836733495837,1.5153428145782646,-0.0011007166863919934
347,347,347,12-13,3.414951965417909,-0.9605475562753516,0.05838921256083505
348,348,348,12-14,3.633537460997433,-0.5953412086754877,0.06922608577179189
349,349,349,12-15,3.9151424491489797,-0.12484370875645515,-0.2903534190980612
350,350,350,12-16,3.7261588777639902,-0.4405920143743832,-0.5805970214825212
351,351,351,12-17,3.3098560155205488,-1.1361388410849558,-0.5215674230232488
352,352,352,12-18,3.854526673723741,-0.2261187997284957,-0.5964776316888313
353,353,353,12-19,3.6269364632429713,-0.6063699655197169,-0.7640497958391478
354,354,354,12-20,3.364523214239503,-1.0448024606689836,-0.7324275601609668
355,355,355,12-21,3.31336466319008,-1.130276693658354,-0.2791795353795957
356,356,356,12-22,3.8397192597640486,-0.2508586003052969,0.03416173793673997
357,357,357,12-23,4.937540387959103,1.5833493076032703,0.03944297854431023
358,358,358,12-24,4.979784073495116,1.6539288401695182,0.19649919997953388
359,359,359,12-25,3.645902222240325,-0.5746825218742954,0.25131685650801217
360,360,360,12-26,3.928536609218273,-0.10246513205764177,0.12180242634883602
361,361,361,12-27,3.5102234203973444,-0.8013707544874843,-0.29526300697123914
362,362,362,12-28,3.374612734309113,-1.0279451812603535,-0.5791356883539596
363,363,363,12-29,3.4397933466413813,-0.9190432923171802,
364,364,364,12-30,3.960352985027032,-0.049307248126804204,
365,365,365,12-31,,,
