,unnamed: 0,unnamed: 0,mth_day,depression,depression_norm,depression_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.8873616052113454,-0.2202188788633921,
2,2,2,01-03,0.6805590675604549,-1.0932988009262359,
3,3,3,01-04,0.8687385700269331,-0.2988416960303085,
4,4,4,01-05,0.9282117544934936,-0.04775752729273895,-0.8389860901296623
5,5,5,01-06,0.5714787872971935,-1.5538144390448163,-0.9542776252609988
6,6,6,01-07,0.508432109510059,-1.8199851986204816,-0.8190555583108979
7,7,7,01-08,0.7235100624213535,-0.9119680896514104,-0.9590258335502144
8,8,8,01-09,0.8727357461326141,-0.28196639922563044,-0.9152357419458204
9,9,9,01-10,0.6698137702437075,-1.1386633474662076,-0.7119019762120332
10,10,10,01-11,0.9904459337862008,0.21498302233362515,-0.4075881442520055
11,11,11,01-12,0.8604553472747035,-0.33381184464209296,-0.10539342058049776
12,12,12,01-13,0.9409208503545916,0.005897793139684197,0.05830575206124159
13,13,13,01-14,1.1529871410305148,0.901200252377636,0.2737194539540261
14,14,14,01-15,1.105383892939221,0.7002286366248056,0.02051050183165021
15,15,15,01-16,0.9759582530370732,0.1538188638904994,0.06659251891235779
16,16,16,01-17,0.6305870993433604,-1.30427069040063,0.06909781930408321
17,17,17,01-18,0.9259467954104864,-0.05731974215784755,0.04270727032667269
18,18,18,01-19,0.94448136617103,0.020929595490036697,-0.1899029200241056
19,19,19,01-20,1.11548107295624,0.7428569585131729,-0.3100844395354013
20,20,20,01-21,0.7747998781264162,-0.6954325054798642,-0.2161137213178913
21,21,21,01-22,0.8051570978235626,-0.5672702531772744,-0.1291449458350866
22,22,22,01-23,0.7641376426636706,-0.7404463810955706,-0.1393555579930271
23,23,23,01-24,1.049546225508983,0.4644929107389808,-0.5623191240263907
24,24,24,01-25,0.929970113866141,-0.04033407745760632,-0.3724147401580331
25,25,25,01-26,0.5143681399072068,-1.794924437687009,-0.4336487598039784
26,26,26,01-27,1.0446906922609211,0.44399379773028186,-0.464568080217437
27,27,27,01-28,0.7181317270641984,-0.9346743710529464,-0.4057247444621746
28,28,28,01-29,0.7201953155362535,-0.925962303576322,-0.3669413921132213
29,29,29,01-30,1.1331739726408592,0.8175529252705548,-0.16106026302759474
30,30,30,01-31,0.9850887495032221,0.19236603663611376,-0.3142576588704745
31,31,31,02-01,0.8069649952929623,-0.5596376631732499,-0.03670851796073974
32,32,32,02-02,0.8269675989594921,-0.4751905773269963,0.021667924989772085
33,33,33,02-03,1.1125826716742353,0.730620474405462,-0.10443682757179028
34,34,34,02-04,0.8031595178008611,-0.5757036458732512,-0.13023832191817114
35,35,35,02-05,0.9539547590461736,0.06092440990118065,-0.029973647442607238
36,36,36,02-06,0.9484198418498908,0.03755707055782842,0.21831697862482846
37,37,37,02-07,0.9494604662869308,0.04195038368013364,0.2210823173566072
38,38,38,02-08,1.1798365419837809,1.0145531790776177,0.3279741503937758
39,39,39,02-09,1.1165127522046292,0.7472125067961343,0.34520467260657856
40,40,40,02-10,0.9550734613079754,0.06564735234976096,0.168973234410326
41,41,41,02-11,0.9784426596056448,0.16430754317799698,0.007069548257714621
42,42,42,02-12,0.6979609247779591,-1.0198315586196869,-0.3624224312341095
43,43,43,02-13,0.7193640526233259,-0.9294717332355348,-0.6512043511209433
44,44,44,02-14,0.6547170627497144,-1.2023986978733272,-0.829813842418717
45,45,45,02-15,0.7060978587832588,-0.9854790125248688,-0.8879996608525494
46,46,46,02-16,0.7012348713998994,-1.0060095954368806,-0.7735684302105094
47,47,47,02-17,0.8957493716030073,-0.18480736742499784,-0.5949496370700404
48,48,48,02-18,0.8605898086998931,-0.3332441747674459,-0.33165521482108284
