,unnamed: 0,unnamed: 0,mth_day,prospect preferred,prospect preferred_norm,prospect preferred_ravg
68,68,68,03-09,1.249614270767085,-1.5131989124342846,-0.06939448810655195
69,69,69,03-10,2.037660621858318,0.7339688947900156,0.029927834736521167
70,70,70,03-11,1.7853743940415836,0.014557544720599155,-0.08704772663429379
71,71,71,03-12,2.0412899938962052,0.7443182961833305,-0.021100786017485967
72,72,72,03-13,1.7051040615562096,-0.2143387718305074,0.13547776357367233
73,73,73,03-14,1.81817413287542,0.10808823246592976,-0.2728436447999707
74,74,74,03-15,1.5790720556315343,-0.5737276148873348,-0.20647329360603786
75,75,75,03-16,1.1785093072831765,-1.7159595554518423,-0.3855343210949682
76,76,76,03-17,1.9250246139607456,0.4127796518841961,-0.2061336994095874
77,77,77,03-18,1.6645267039941605,-0.33004786875025177,-0.2841092004949178
78,78,78,03-19,2.082581893469325,0.8620649582817774,0.1436806073881214
79,79,79,03-20,1.6541054534276505,-0.3597647740460522,0.2225588372464425
80,80,80,03-21,2.47918693637822,1.9930112324109,0.12582581438010085
81,81,81,03-22,1.3444774232927192,-1.2426901763019165,0.3735439798241762
82,82,82,03-23,1.7214881300681484,-0.16761848531385345,0.5146428867482521
83,83,83,03-24,2.185751854380269,1.1562611239142002,0.4511608252757709
84,84,84,03-25,2.3794688773083053,1.7086583998262332,0.34564819540539177
85,85,85,03-26,1.520532499750645,-0.7406571428809398,0.5932540446137501
86,86,86,03-27,2.257177233241459,1.3599354531886256,0.6308710144229835
87,87,87,03-28,1.8654662484713185,0.2429449189482336,0.3271865188733548
88,88,88,03-29,1.8006382025335197,0.058083333541546565,-0.09917633366709724
89,89,89,03-30,1.5467676419022394,-0.665845849383572,0.18876394698788584
90,90,90,03-31,1.482356461123316,-0.8495187154164789,0.2694442521395162
91,91,91,04-01,2.1263892233282875,0.9869845410489586,0.31061098572489704
92,92,92,04-02,2.426937105758153,1.8440172840984081,0.2903471090767409
93,93,93,04-03,1.9520853983648256,0.4899453204605183,0.2320427391859777
94,94,94,04-04,1.75800086855195,-0.06349992634739032,0.13358152280919736
95,95,95,04-05,1.4240890974765537,-1.0156720687281513,0.06320355713900667
96,96,96,04-06,1.2751836757880697,-1.4402860136771611,-0.1713341862242733
97,97,97,04-07,1.9783065598120544,0.5647167470278145,-0.2737915436883722
98,98,98,04-08,1.9334449537530856,0.4367908239187279,-0.323572224542417
99,99,99,04-09,1.7365043106530949,-0.1247988243240753,-0.1268123199370278
100,100,100,04-10,1.6532570649719491,-0.362184011471659,0.0516413447741142
101,101,101,04-11,1.8380926917791824,0.16488735890418418,-0.3183741922778954
102,102,102,04-12,1.6506690103386197,-0.3695640254103091,-0.5044445045769546
103,103,103,04-13,1.19975483915243,-1.6553764752842433,-0.7408559268946083
104,104,104,04-14,1.5419333892434477,-0.6796310498756272,-0.8284402056171208
105,105,105,04-15,1.2390697404849589,-1.5432673582299974,-0.8958746750769125
106,106,106,04-16,1.4689705038036822,-0.8876896838067344,-0.8629531360505004
107,107,107,04-17,1.6962034547812501,-0.23971945785456586,-0.7313286406701854
108,108,108,04-18,1.7199394011443263,-0.1720347912518365,-0.4718981569369145
109,109,109,04-19,1.4767066617049376,-0.8656295030023538,-0.279711404806041
110,110,110,04-20,2.0878024927716767,0.8769518525239985,0.059413119970038564
111,111,111,04-21,1.6434509395869967,-0.39014684544475664,0.3452446412690133
112,112,112,04-22,2.1825242761286066,1.1470574648497431,0.4652325430823321
113,113,113,04-23,2.2976231262335745,1.4752696699392829,0.503039502497479
114,114,114,04-24,1.972406603357964,0.5478926196280761,0.6623632348191777
115,115,115,04-25,1.556256492342006,-0.6387877465114722,0.5999520660222453
116,116,116,04-26,2.4230364316739146,1.8328942464541904,0.3640722031755367
117,117,117,04-27,1.5121312570613408,-0.764613858226351,0.14572597249912575
118,118,118,04-28,1.686208163158334,-0.26822171223050834,0.01376073808121538
119,119,119,04-29,1.838199624866472,0.16519228588081702,0.10628913857723166
120,120,120,04-30,1.6947378299278542,-0.2438987868793861,-0.2285716667309288
121,121,121,05-01,1.7509460072472425,-0.08361734353537452,-0.15198810524192158
122,122,122,05-02,1.7184539748634842,-0.17627058539477192,-0.2926863401221145
123,123,123,05-03,1.6732711487711531,-0.3051124892923078,-0.22060624410678145
124,124,124,05-04,1.3901642355641557,-1.112411121511666,-0.2045594223575825
125,125,125,05-05,1.9898637501763248,0.5976728619728156,-0.18596077943646908
126,126,126,05-06,1.7285020355703893,-0.1476178563841924,-0.2832675006876077
127,127,127,05-07,1.790079513811675,0.027974513991306217,0.011432590209883844
128,128,128,05-08,1.5137103690532991,-0.760110912901604,0.3038661354531158
129,129,129,05-09,2.2933512261505515,1.4630880560926418,0.2817339383135647
130,130,130,05-10,2.0054752618027925,0.6421901499477256,0.2742369720085406
131,131,131,05-11,1.9432952728030264,0.464879679135509,0.3743185484487725
132,132,132,05-12,1.7127276276549634,-0.19259965421433714,0.4902458971244603
133,133,133,05-13,2.000661707642412,0.6284639726326977,-0.04544288503580685
134,134,134,05-14,1.7576337391421577,-0.06454682084747708,-0.2123400792558129
135,135,135,05-15,1.1662055219140497,-1.7510446368689612,0.21238773132669012
136,136,136,05-16,1.6543059601878034,-0.359193015372311,0.22008362317284272
137,137,137,05-17,2.836967388237799,3.013246542630528,0.2335277067828855
138,138,138,05-18,1.7289205958923763,-0.14642430313742166,0.2408812873193953
139,139,139,05-19,2.028949477693049,0.709128474292954,0.5559523967770369
140,140,140,05-20,1.7731064482757313,-0.020425337628418184,0.5110969502689372
141,141,141,05-21,1.8291483711596053,0.1393820198768883,0.10979953888822787
142,142,142,05-22,1.5599253692048685,-0.6283256944209089,0.4015400339061544
143,143,143,05-23,1.9925953042547715,0.6054620743462722,0.3666693290063576
144,144,144,05-24,2.342773371351292,1.6040186669701382,0.5971162724474187
145,145,145,05-25,1.9555778362840164,0.4999042448941729,0.5148736473693979
146,146,146,05-26,2.2579911257306966,1.3622563230179494,0.9397898473367572
147,147,147,05-27,1.656101212718101,-0.3540737305912365,0.99563731159084
148,148,148,05-28,2.453993875777436,1.9211715053832457,0.9644375716281228
149,149,149,05-29,2.110104260056759,0.9405468598707708,0.7425412439078757
150,150,150,05-30,2.2771258273977746,1.4168202271938355,0.7523811333738649
151,151,151,05-31,1.4886845562584061,-0.8314737214273108,0.8537521150668356
152,152,152,06-01,2.2786952911175944,1.421295659813885,0.4362266600730111
153,153,153,06-02,1.8693964512121648,0.2541521595665865,0.5886303344743894
154,154,154,06-03,1.5754762762341945,-0.583981224579701,0.3031715390377128
155,155,155,06-04,2.4307776671395653,1.8549689062790409,0.4799377644340108
156,156,156,06-05,1.6764904104763236,-0.295932545426224,0.4877082813149191
157,157,157,06-06,1.860619340492752,0.2291236309504769,0.4072871814918024
158,158,158,06-07,2.295045278299877,1.4679187610993354,0.6459533693180092
159,159,159,06-08,1.7001819740486663,-0.2283744393721133,0.3895522519014607
160,160,160,06-09,2.077655110873909,0.8480159023775395,0.6072007053778464
161,161,161,06-10,1.89128266989126,0.3165622017797493,0.6848593206603004
162,162,162,06-11,2.1344457150102745,1.0099581754320908,0.5772275162471776
163,163,163,06-12,2.024021258784902,0.6950753226452011,0.970855915589966
164,164,164,06-13,2.0685766083862718,0.8221279346205992,0.9251552809108315
165,165,165,06-14,2.528417647746189,2.133395956684617,1.193008177092855
166,166,166,06-15,1.9814961548253265,0.5738120943027332,1.5041086882818089
167,167,167,06-16,2.454873417641038,1.9236795788718881,1.6291368714611287
168,168,168,06-17,2.7890340066641035,2.8765612425658165,1.720734771064679
169,169,169,06-18,2.287093744661417,1.4452444217211184,1.6075400551421304
170,170,170,06-19,2.2613082512608456,1.3717153322419011,1.6784417757658037
171,171,171,06-20,2.2902440252188456,1.4542276611493263,1.6046235194870908
172,172,172,06-21,2.13068085401143,0.9992224180447714,0.956061555000082
173,173,173,06-22,2.2995520197890165,1.4807700411996134,0.7117976838121033
174,174,174,06-23,1.4243912205024705,-1.0148105443562394,0.5721403518627839
175,175,175,06-24,1.773136793762755,-0.02033880540675429,0.4154738074401418
176,176,176,06-25,1.9674544932317832,0.5337713405459846,0.1845692560370068
177,177,177,06-26,1.9606010899469115,0.5142283946134737,0.044997579835624885
178,178,178,06-27,1.644833321133964,-0.3862048903740386,0.32793454909103925
179,179,179,06-28,2.0058784904889206,0.6433399839913221,0.5682933320971736
180,180,180,06-29,2.0197204491263467,0.682811271176247,0.5575331117281335
181,181,181,06-30,2.278877027202671,1.4218138926300514,0.4518795759059609
182,182,182,07-01,1.944813854544724,0.4692100183317442,0.4932643153323579
183,183,183,07-02,1.7382949058242605,-0.11969282031956165,0.3843338318457989
184,184,184,07-03,1.7319111783130874,-0.13789645381565666,0.15140257143131805
185,185,185,07-04,1.7766772628150007,-0.01024291692803252,-0.15079560853006346
186,186,186,07-05,1.5296085067037273,-0.7147762913106379,-0.4848110677205176
187,187,187,07-06,1.6430201795047596,-0.3913751871382377,-0.5469166640569455
188,188,188,07-07,1.2420100951363984,-1.5348827368109808,-0.5983023048827715
189,189,189,07-08,1.6076181799884972,-0.4923263983381296,-0.8618585053606629
190,190,190,07-09,1.6237903696549338,-0.4462102987706124,-0.9558674806859452
191,191,191,07-10,1.2221272160591712,-1.5915801197953807,-0.9458278456882812
192,192,192,07-11,1.3318037061808263,-1.2788301432623324,-0.8417931278947285
193,193,193,07-12,1.6641446305602494,-0.3311373771522533,-0.4518008586799348
194,194,194,07-13,1.4609101153675057,-0.9106744300496644,-0.4224404061196079
195,195,195,07-14,2.4282030523433327,1.8476272169506327,-0.14371336593502235
196,196,196,07-15,1.6855678588985132,-0.2700475834086517,0.17046064891942278
197,197,197,07-16,1.808598309838056,0.08078212131213312,0.18601813836320727
198,198,198,07-17,1.9928589737521705,0.6062139458643384,0.5953005025854129
199,199,199,07-18,1.6968792294154855,-0.23779244048954634,0.19389570068767906
200,200,200,07-19,2.3220833824134464,1.5450197552835696,0.19947573131156296
201,201,201,07-20,1.5836050073845092,-0.5608015944357704,0.09392408482700276
202,202,202,07-21,1.697308831934863,-0.23656739966534826,-0.01885030020211274
203,203,203,07-22,1.5865065116294312,-0.5525277575952281,-0.13941241790603187
204,204,204,07-23,1.755569771762775,-0.07043236431035461,-0.5397333591510377
205,205,205,07-24,1.4432038163974619,-0.9611651467130612,-0.7156705780975244
206,206,206,07-25,1.4797658945978707,-0.8569058921864654,-0.8108799857863388
207,207,207,07-26,1.2134145401674448,-1.6164249081146913,-0.936908131046247
208,208,208,07-27,1.4969781950927379,-0.8078238457982339,-0.8431273795221653
209,209,209,07-28,1.3213300000554031,-1.3086966291546769,-0.4738614100964213
210,210,210,07-29,1.9528943653340003,0.4922521448341358,-0.6335305630839847
211,211,211,07-30,2.220178367704066,1.2544306698414027,-0.4065704067981007
212,212,212,07-31,1.1438051541783159,-1.8149208101118461,-0.10375655082351376
213,213,213,08-01,1.6909626496478185,-0.2546639703993869,0.10995316628724236
214,214,214,08-02,2.134130490066374,1.0090592900492878,0.031528665036006036
215,215,215,08-03,1.7709977878025798,-0.0264383264901404,0.026513597839387518
216,216,216,08-04,1.7878809421748518,0.021705137326717864,0.309208277385307
217,217,217,08-05,2.209626137313259,1.2243402666616916,0.3974424444614457
218,218,218,08-06,1.738624579695738,-0.11875273283632927,0.09965254730872396
219,219,219,08-07,1.8766166444649088,0.27474103205744543,-0.113475220946123
220,220,220,08-08,1.5075491344009877,-0.7776800928670426,0.34105396955246725
221,221,221,08-09,1.3225544818345023,-1.3052049360192224,0.024149272485517164
222,222,222,08-10,2.7442583045204847,2.7488802803182595,0.2761942776509824
223,223,223,08-11,1.5428252263236455,-0.6770879157400091,0.2296505327573668
224,224,224,08-12,2.2689538572678165,1.393517298156462,0.5598776540559661
225,225,225,08-13,1.7786836955904577,-0.0045214373042481324,0.7327665260338059
226,226,226,08-14,2.202381831275986,1.2036826349245535,0.07697880919860182
227,227,227,08-15,1.6863309054778397,-0.26787170415218264,0.2790862371741638
228,228,228,08-16,1.364411773217315,-1.185846020692965,0.1233542974342478
229,229,229,08-17,1.9680805738750309,0.5355566521133629,0.022513817539718223
230,230,230,08-18,1.9412774288341363,0.459125659716966,-0.4993314104379902
231,231,231,08-19,1.5665046888397411,-0.6095643166714255,-0.27307134404393124
232,232,232,08-20,1.1043644253124327,-1.9273887329416968,0.010373094940162293
233,233,233,08-21,2.1624059519775627,1.0896886942121706,-0.2058284953039753
234,234,234,08-22,1.9608087716802465,0.5148206132115962,-0.2834350729781944
235,235,235,08-23,1.5131696222025863,-0.7616528893514627,-0.18498803602496086
236,236,236,08-24,1.7779850031588456,-0.006513806328348581,-0.25828578249043405
237,237,237,08-25,1.7736476391721434,-0.018882094952024624,-0.5579779172564698
238,238,238,08-26,0.9501382350129002,-2.367175211734536,-0.6421283378181531
239,239,239,08-27,1.5318220877182172,-0.7084641143840441,-0.5604010562146856
240,240,240,08-28,1.7837474102993034,0.009918089841496329,-0.30456682892808457
241,241,241,08-29,1.6851324436131632,-0.27128919973065696,-0.048890094508888204
242,242,242,08-30,2.316287203775929,1.528491557391258,0.31610614724393177
243,243,243,08-31,2.311618458183237,1.5151783115631536,0.6520237409245235
244,244,244,09-01,1.7181288289079113,-0.17719776121761568,1.0574334336593014
245,245,245,09-02,2.23862813873846,1.3070414476995058,1.1096726351477717
246,246,246,09-03,2.6367721680309915,2.442376246250163,0.9259135065842145
247,247,247,09-04,1.7950492339424746,0.042146009200164335,0.5937886308399394
248,248,248,09-05,1.9296386136385881,0.4259367860099141,0.7489258860205931
249,249,249,09-06,1.6127926857718915,-0.4775709429024963,0.4615574781963578
250,250,250,09-07,2.0445539782992244,0.7536257698663062,-0.11093067323607224
251,251,251,09-08,1.6339746959201191,-0.4171689992459056,-0.1720606910851978
252,252,252,09-09,1.432196709102853,-0.9925526623444172,-0.3236176987485767
253,253,253,09-10,1.666425228151873,-0.3246340978945889,0.05737903549895738
254,254,254,09-11,1.610746682682288,-0.4834052599703594,0.34549222949998337
255,255,255,09-12,2.4144500036710093,1.8084094625827083,0.3676273391959091
256,256,256,09-13,2.6507745297965246,2.482304933872462,0.4899952386465
257,257,257,09-14,1.680549301619258,-0.2843583410703508,0.7046145565558168
258,258,258,09-15,1.6896716773968743,-0.25834526564087185,0.6542894208982908
259,259,259,09-16,2.118006911927512,0.9630818095613126,0.3133973805448214
260,260,260,09-17,1.5048572887645169,-0.7853560739155154,0.08106962688469732
261,261,261,09-18,1.6971771921267231,-0.2369427795381077,0.06125336752584485
262,262,262,09-19,2.161932429245351,1.0883384119117177,-0.14428121523429907
263,263,263,09-20,1.6388538016308254,-0.4032558972234656,-0.39226382768322665
264,264,264,09-21,1.2572052346688878,-1.4915527622017355,-0.2705793014285817
265,265,265,09-22,1.596225337148278,-0.5248138651322529,-0.0233958779524181
266,266,266,09-23,1.7608943677693607,-0.05524891638764565,0.02264106040718476
267,267,267,09-24,2.2172771890056477,1.2461577613188737,0.09225133553947372
268,268,268,09-25,2.258799003712282,1.364560042069335,0.4859828784912952
269,269,269,09-26,1.7853211632762789,0.01440575357026828,0.6485050373575788
270,270,270,09-27,2.0856579333998115,0.8708364955091931,0.5677938335622515
271,271,271,09-28,1.938189102883004,0.4503190880654491,0.15225424897757292
272,272,272,09-29,1.5910694812470167,-0.5395161391596094,-0.30926231591862746
273,273,273,09-30,1.342938070280714,-1.247079746189198,-0.5080135861396821
274,274,274,10-01,1.287719468578192,-1.4045393473078676,-0.917907726506482
275,275,275,10-02,1.36712752566117,-1.178101867756059,-1.1141383024229248
276,276,276,10-03,1.2231974248130777,-1.5885283466916065,-1.3641252628769494
277,277,277,10-04,1.5252992719776015,-0.7270643674332076,-1.4070137773259053
278,278,278,10-05,1.0650705468385049,-2.039437901883757,-1.3859297653138685
279,279,279,10-06,1.2526961118299895,-1.5044108328829338,-1.5293838411669651
280,280,280,10-07,1.3320824538764882,-1.2780352752356468,-1.385694929865826
281,281,281,10-08,1.0652850179629978,-2.038826322874638,-1.4788972881660518
282,282,282,10-09,1.5255340510653026,-0.7263948788847735,-1.3859120940079643
283,283,283,10-10,1.3291916787605729,-1.2862785172345643,-1.117495109731145
284,284,284,10-11,1.2607212037931417,-1.4815267369352303,-0.5731124315111495
285,285,285,10-12,1.8174737604334616,0.10609107277798127,-0.11478026758832854
286,286,286,10-13,2.4775210324891974,1.988260794084326,0.19647914415124376
287,287,287,10-14,2.029664237545889,0.7111666606622881,0.4948994804583158
288,288,288,10-15,2.180456686239091,1.1411615915526605,0.7815895887203704
289,289,289,10-16,1.957099544907928,0.5042435006078682,0.780731659494438
290,290,290,10-17,1.8639474327829344,0.2386139126370968,0.6225162490316071
291,291,291,10-18,1.8156685868443327,0.10094349742238727,0.6925246655622278
292,292,292,10-19,2.1446191196881905,1.03896833130734,0.8650019455665215
293,293,293,10-20,2.176969330690962,1.131217159846012,0.6732147033313276
294,294,294,10-21,2.5433670769537384,2.1760252715784234,0.6139999309351208
295,295,295,10-22,1.5535589567682828,-0.6464799528032961,0.5554880740204197
296,296,296,10-23,1.7393533054529386,-0.11667472174014334,0.7182071340798735
297,297,297,10-24,1.6925534678337295,-0.2501276440658204,0.4922631765354942
298,298,298,10-25,2.4869971863032627,2.015282691664064,0.03386127204281627
299,299,299,10-26,1.7015594105553764,-0.2244465854202637,0.10029829465695432
300,300,300,10-27,1.5788411158553566,-0.5743861553776443,0.058666740127364614
301,301,301,10-28,1.6933494603883217,-0.2478578171184678,0.1102144585359948
302,302,302,10-29,1.6517561232616644,-0.3664640489176816,-0.1328691552287351
303,303,303,10-30,1.8010153048226876,0.05915866638596073,-0.11929935385528345
304,304,304,10-31,1.975523621521337,0.5567810090756843,-0.002985512194237076
305,305,305,11-01,1.7301117040414338,-0.14302777717955387,0.13040950709934512
306,306,306,11-02,1.823577707954218,0.123496894588634,0.14546075525332028
307,307,307,11-03,1.974026652016208,0.5525122986430254,0.05881873210026505
308,308,308,11-04,1.6834255370428086,-0.2761565599938305,-0.01625299640774376
309,309,309,11-05,1.6187113487654028,-0.4606934725323707,0.08581994019128109
310,310,310,11-06,1.8175647858776682,0.10635063802763137,0.1342781913235473
311,311,311,11-07,1.9448839297028155,0.4694098424145953,0.030692231912660295
312,312,312,11-08,1.9255389799044795,0.4142464013822312,-0.1581873779103985
313,313,313,11-09,1.7560708667590386,-0.06900345782229654,-0.03456247077309491
314,314,314,11-10,1.2860029142068623,-1.4094342189321831,-0.11646886598150474
315,315,315,11-11,1.8788311938264093,0.2810559702914508,-0.28257407316792865
316,316,316,11-12,1.645225090548681,-0.3850877332228276,-0.4110282693192049
317,317,317,11-13,1.5953810523484082,-0.527221400703948,-0.3085089716136445
318,318,318,11-14,1.65525780134557,-0.35647877552542634,0.04725027232635104
319,319,319,11-15,1.9717822832725056,0.5461123284110656,0.3813281812820907
320,320,320,11-16,2.0345578903486308,0.7251212447077904,0.4604705503643196
321,321,321,11-17,2.5817663541283435,2.2855234240258886,0.5583397937884675
322,322,322,11-18,1.811748983347776,0.08976648127054561,0.6782706749544379
323,323,323,11-19,1.8013082641476676,0.05999405984093933,0.7364343742666687
324,324,324,11-20,1.907605026102423,0.3631065114703961,0.8151431043960055
325,325,325,11-21,2.09416484196247,0.8950945242844497,0.36690203606838495
326,326,326,11-22,2.2001693610488893,1.1973736254838108,0.2997309289424112
327,327,327,11-23,1.638619864126426,-0.40392298593983456,0.3683200952737855
328,328,328,11-24,1.6704138884806972,-0.3132601614852968,0.4876287459364145
329,329,329,11-25,1.9456271051654024,0.4715290578291849,0.5326441212181089
330,330,330,11-26,2.158643012244912,1.0789584154461704,0.17734632483507964
331,331,331,11-27,2.188881939954968,1.165186775974616,0.2447902598338917
332,332,332,11-28,1.4525853192422908,-0.9344131528143648,0.2660399815520326
333,333,333,11-29,1.7805290176169195,0.0007406240530378477,0.2053273081425601
334,334,334,11-30,1.7151255444803517,-0.1857618311764513,-0.027771272233499882
335,335,335,12-01,1.8178812360989725,0.10725301737234966,-0.07947334884154576
336,336,336,12-02,1.6681790109735586,-0.3196330668101894,0.10354387751151888
337,337,337,12-03,2.080095317032126,0.8549743163263407,-0.0724792144691449
338,338,338,12-04,1.8376728688699764,0.1636902053040232,-0.1836149636489917
339,339,339,12-05,1.4101578644777195,-1.0553979278309449,-0.3204104214968881
340,340,340,12-06,1.4812842051676074,-0.8525763262555323,-0.25880081240406266
341,341,341,12-07,1.5300491630611015,-0.7135197297150289,-0.3342290461896104
342,342,342,12-08,1.797812127330086,0.05002458774676355,-0.2812422998152442
343,343,343,12-09,1.921386356678928,0.4024049136130543,-0.09569081846761973
344,344,344,12-10,1.949162572493204,0.4816106835502206,-0.046984099466562255
345,345,345,12-11,1.8005777539371983,0.05791096025480182,0.07191768139777553
346,346,346,12-12,1.5837682797231794,-0.5603360122491873,0.12338616947640925
347,347,347,12-13,1.7802310522297504,-0.00010904452900216494,0.13750991939499327
348,348,348,12-14,1.906107255347203,0.35883551621856585,0.08575920925041436
349,349,349,12-15,1.9511042163366272,0.4871474131245585,0.2053605003317152
350,350,350,12-16,1.840273619479439,0.17110642268274698,0.2602440908266715
351,351,351,12-17,2.052231486389441,0.7755187067426066,0.2402392884679571
352,352,352,12-18,1.699249143462748,-0.23103446927944915,0.16271196227475318
353,353,353,12-19,1.738138837881347,-0.12013785868128862,-0.04536303769687855
354,354,354,12-20,1.7429815831477278,-0.1063284409406575,-0.11941919924568005
355,355,355,12-21,1.5132924678224162,-0.7613025867052321,-0.2113882980919332
356,356,356,12-22,1.6844516438439607,-0.27323054661006196,-0.2315170268110399
357,357,357,12-23,1.8587188011526563,0.22370411366508824,-0.4741107464232906
358,358,358,12-24,1.6568961749798363,-0.3518068415940897,-0.5784183310792868
359,359,359,12-25,1.2276960620722102,-1.5757001763547926,-0.8555359366487926
360,360,360,12-26,1.5235074222549638,-0.7321739488766341,-0.7464055025992368
361,361,361,12-27,0.9302077942431876,-2.424008220122267,-0.7740084009170759
362,362,362,12-28,1.914073588594002,0.3815520576872729,-0.6372037780979106
363,363,363,12-29,1.8006393914290435,0.0580867237580542,
364,364,364,12-30,1.9447475320840144,0.4690208953209027,
365,365,365,12-31,,,
