,unnamed: 0,unnamed: 0,mth_day,keanu reeves,keanu reeves_norm,keanu reeves_ravg
192,192,192,07-11,0.16383208495134646,-0.42587172193037015,-0.5679172073427153
193,193,193,07-12,0.2053942299963948,-0.009149562855296806,-0.5233825992156529
194,194,194,07-13,0.10074219379428696,-1.0584414709239558,-0.5406194556784556
195,195,195,07-14,0.2185816592856256,0.12307397854521734,-0.17529677814546193
196,196,196,07-15,0.15800257196036072,-0.4843212374047692,-0.2648996525696506
197,197,197,07-16,0.2863876224768022,0.8029293456964008,-0.3155475870887223
198,198,198,07-17,0.11021236377015804,-0.9634889684755021,0.0042159169584988394
199,199,199,07-18,0.17508573660522084,-0.3130371699697268,-0.10012507213783532
200,200,200,07-19,0.2920935320310799,0.8601395533593708,-0.042424493345598745
201,201,201,07-20,0.1561424264031084,-0.5029719560327875,-0.08472554180071662
202,202,202,07-21,0.19253147481883545,-0.13811776465134976,-0.05246366833023549
203,203,203,07-22,0.261074032500909,0.5491230549656937,-0.19958688116549592
204,204,204,07-23,0.129518358933668,-0.7699177276526155,-0.4163542631423279
205,205,205,07-24,0.08704497114761499,-1.1957764469812893,-0.4426864485154152
206,206,206,07-25,0.1623766378190766,-0.4404647385016209,-0.3795197089489743
207,207,207,07-26,0.14038484667288548,-0.6609650682713111,-0.4935493575514696
208,208,208,07-27,0.23033141131912,0.2408826727472957,-0.3113269822920373
209,209,209,07-28,0.1928369585928857,-0.13505483664927845,-0.13944253572724907
210,210,210,07-29,0.2385629963649311,0.32341652390397857,-0.1178182389371846
211,211,211,07-30,0.18990323500816386,-0.16446976759255988,0.10937932260214707
212,212,212,07-31,0.1753169455053389,-0.3107189577612341,-0.04584603358671822
213,213,213,08-01,0.2763433187762783,0.702220300964679,0.03312268822961336
214,214,214,08-02,0.13744220020190664,-0.6904694643858961,0.0006487987228654494
215,215,215,08-03,0.24009304131385997,0.33875749424871104,0.059531639577455935
216,216,216,08-04,0.219130127584658,0.1285731868634911,0.30018686921324034
217,217,217,08-05,0.2251396214440784,0.18882727753498305,0.20624368046287314
218,218,218,08-06,0.3193286906283523,1.1332124200534723,0.4734468469762898
219,219,219,08-07,0.2201262875701161,0.13856116846247593,0.2993393060938783
220,220,220,08-08,0.2973406340328679,0.9127495346946038,0.4105349494532666
221,221,221,08-09,0.13590444404340132,-0.7058877510457584,0.3870535807352024
222,222,222,08-10,0.28567128970482913,0.7957470470198215,0.002439899684404649
223,223,223,08-11,0.2110880137059744,0.0479390652265973,-0.13153824944613976
224,224,224,08-12,0.08917002135638666,-1.174469666251314,-0.22232290964970988
225,225,225,08-13,0.13995172791545218,-0.6653077263207906,-0.2866469497767487
226,226,226,08-14,0.2430137142892055,0.3680415734731832,-0.2805121223232809
227,227,227,08-15,0.09741196130750916,-1.0918319918079913,-0.21306865339557576
228,228,228,08-16,0.2893424636449906,0.8325560117406282,-0.05306776844783526
229,229,229,08-17,0.2514472100223312,0.4525998787928285,0.1917928318110228
230,230,230,08-18,0.18491698142628885,-0.2144643565648712,0.002761556712321515
231,231,231,08-19,0.28648003070161904,0.8038558752323578,0.1224656781744318
232,232,232,08-20,0.12989452776252094,-0.7661460771190245,-0.2405855991576008
233,233,233,08-21,0.16904472597364764,-0.3736072630353295,0.02059471997533831
234,234,234,08-22,0.0720870643052259,-1.3457516522515671,0.2418450558086213
235,235,235,08-23,0.4077414804898583,2.019681793590463,-0.1897060468423873
236,236,236,08-24,0.31731654332496795,1.1130376584348272,-0.30411109675191256
237,237,237,08-25,0.02823329533422256,-1.7854507406736944,-0.1509600459361019
238,238,238,08-26,0.06143280800978172,-1.452576376576176,-0.16012091785476798
239,239,239,08-27,0.2606926412455817,0.5452990418595345,-0.566521878652765
240,240,240,08-28,0.06660505938951249,-1.4007168837635635,-0.5445228309604593
241,241,241,08-29,0.16454497205426405,-0.4187239711975194,-0.1543635224120464
242,242,242,08-30,0.3304811076438406,1.2450319445886615,0.12277996341029075
243,243,243,08-31,0.2617105523424381,0.555505110616783,-0.14487317555695245
244,244,244,09-01,0.22727967991509584,0.21028453835784666,0.41067171061834623
245,245,245,09-02,0.1005249370628773,-1.0606197919439246,0.35168956429989423
246,246,246,09-03,0.3990515583638036,1.9325524332882285,0.2607315576046874
247,247,247,09-04,0.1292491597202604,-0.7726168491082317,0.2907451191397797
248,248,248,09-05,0.2760504547263372,0.6992839044174206,0.18174239676930315
249,249,249,09-06,0.2796711234904955,0.7355864798273368,0.20568813297308264
250,250,250,09-07,0.1620507950265811,-0.4437317958650126,-0.08255742657775171
251,251,251,09-08,0.1148544293584764,-0.9169453747212476,0.041058960977926405
252,252,252,09-09,0.2265610368916592,0.2030790759832223,-0.27455095797254997
253,253,253,09-10,0.20322308384664825,-0.03091852377416307,-0.5643100516094212
254,254,254,09-11,0.08718468490708672,-1.1943756092854376,-0.5760328130539648
255,255,255,09-12,0.10627488022970252,-1.0029680819938906,-0.4731660564200879
256,256,256,09-13,0.15503571650181971,-0.5140683645322746,-0.3833931390334359
257,257,257,09-14,0.1764114591409124,-0.2997448349179853,-0.2333631039251505
258,258,258,09-15,0.2802825143646484,0.7417165803031338,-0.18681100897007424
259,259,259,09-16,0.2930033359089471,0.8692616868755491,0.006535355920890644
260,260,260,09-17,0.11504216568470745,-0.9150630395549799,0.2213462585660059
261,261,261,09-18,0.22197628203708908,0.15711010735189854,0.1274149401180276
262,262,262,09-19,0.2835818237615343,0.7747970513384171,0.2494608345195641
263,263,263,09-20,0.1202015313040173,-0.8633327456058552,-0.009397221602449692
264,264,264,09-21,0.35331663153078874,1.473991946712353,-0.009239104608880465
265,265,265,09-22,0.13809874290383845,-0.6838866498565339,0.20399505423988248
266,266,266,09-23,0.1151367852955589,-0.9141143375935644,-0.13006943845080354
267,267,267,09-24,0.3495788418573059,1.4365150604444763,0.26186203812644804
268,268,268,09-25,0.08367255667920279,-1.229589904805699,0.6499226708025253
269,269,269,09-26,0.35473928058107124,1.4882561138576544,1.0624558358523093
270,270,270,09-27,0.5855380090167516,3.8023557427688166,1.247989892395006
271,271,271,09-28,0.3849648555158601,1.791312340442169,0.8257153110061481
272,272,272,09-29,0.2261631831133132,0.1990900016626168,0.7921095827191609
273,273,273,09-30,0.09688331772955257,-1.0971324278886714,0.3819628030431231
274,274,274,10-01,0.06356237837946963,-1.4312242745276231,0.03767988870840503
275,275,275,10-02,0.10930121722744016,-0.9726245641985724,-0.14631473670839293
276,276,276,10-03,0.3795138831981817,1.7366582567605082,-0.35832092909574403
277,277,277,10-04,0.2748596766688005,0.6873445879413811,-0.4364687531032783
278,278,278,10-05,0.09929545707721192,-1.0729471526614895,-0.3107003098015971
279,279,279,10-06,0.05011847272733247,-1.5660193719338775,-0.3266452613324225
280,280,280,10-07,0.13882412535538774,-0.6766136147175353,-0.4657182554162946
281,281,281,10-08,0.09975951601724307,-1.0682942733835248,-0.5658708812864632
282,282,282,10-09,0.2962904909294486,0.9022202922572758,-0.5191349757343299
283,283,283,10-10,0.2149268239647736,0.08642883272036862,-0.2489047882111237
284,284,284,10-11,0.12726293290831373,-0.7925317193486895,0.07109790190081967
285,285,285,10-12,0.21182832191296336,0.0553617532053593,0.3845305543844502
286,286,286,10-13,0.3303185961667019,1.2434025259541248,0.25806529105703424
287,287,287,10-14,0.2873223765086438,0.8123016415182586,0.09937273995199164
288,288,288,10-15,0.22061175626498286,0.14342871229277993,0.1696618021483324
289,289,289,10-16,0.11996279074078105,-0.8657264739098871,0.14036360506305318
290,290,290,10-17,0.16932497546302866,-0.37079734617064497,-0.2171875910049493
291,291,291,10-18,0.194295835718524,-0.12042742930631607,-0.4242177262550417
292,292,292,10-19,0.11635452900513304,-0.90190465045389,-0.5443704841824425
293,293,293,10-20,0.16343239865301207,-0.4298791699822959,-0.4784435829925853
294,294,294,10-21,0.14871052072293572,-0.577487835271625,-0.3081842829791304
295,295,295,10-22,0.1594144498851625,-0.4701650667707433,-0.3305930041014629
296,296,296,10-23,0.27121072694023,0.6507584539100846,0.6555647824834167
297,297,297,10-24,0.18088611659591824,-0.2548797560403117,1.156550903645551
298,298,298,10-25,0.7064863288736499,5.0150420690553865,1.085076683852186
299,299,299,10-26,0.4632301038604135,2.5760375569905105,0.9775546822528499
300,300,300,10-27,0.10593926185884936,-1.0063331540318137,0.7279163946202084
301,301,301,10-28,0.0950716507992066,-1.1152970763667611,0.6872177415823373
302,302,302,10-29,0.12182338345342232,-0.8470712718857653,0.14133614075412826
303,303,303,10-30,0.15653142437913073,-0.4990716742675381,-0.5000421367035298
304,304,304,10-31,0.3798224866426266,1.7397524640861333,-0.300961127204352
305,305,305,11-01,0.07941959967789741,-1.2722321077554375,0.1313712005044736
306,306,306,11-02,0.22507236211276002,0.1881529029632532,0.3034635120451397
307,307,307,11-03,0.35378588310851583,1.4786968898861923,0.2262646433961575
308,308,308,11-04,0.22480603687314027,0.1854825973582312,0.08262440768599927
309,309,309,11-05,0.1103344486787154,-0.9622648861614308,0.5753141827256397
310,310,310,11-06,0.2938659876053625,0.8779110498251838,0.4895573381135249
311,311,311,11-07,0.3742526453387222,1.683906542482405,0.3284445117972025
312,312,312,11-08,0.1737541635948029,-0.32638816470943577,0.10289980558731736
313,313,313,11-09,0.25737352043254397,0.5120199319882582,0.12895929434863238
314,314,314,11-10,0.0898366585068323,-1.1677856399010798,-0.1976821643959865
315,315,315,11-11,0.1259288426140155,-0.805907953593541,-0.3937133881579446
316,316,316,11-12,0.09839877679705568,-1.0819377026425296,-0.5301353146484987
317,317,317,11-13,0.2569445831981864,0.5077191999106566,-0.7637079052914503
318,318,318,11-14,0.09211721044534668,-1.1449197236527608,-0.4749300253415646
319,319,319,11-15,0.11760013407271995,-0.8894156118694506,-0.0926172459716602
320,320,320,11-16,0.26264572859206103,0.5648816397982338,0.15239262879222634
321,321,321,11-17,0.3547106173679463,1.4879687226258855,0.07086915282010026
322,322,322,11-18,0.2450164077146081,0.38812154594078974,0.4349418125284956
323,323,323,11-19,0.2081596967820128,0.01857834407790004,0.7476174593572557
324,324,324,11-20,0.3099838205145873,1.039516234597611,0.8332893991935734
325,325,325,11-21,0.30470999088083944,0.9866382691031096,0.3566649526421345
326,326,326,11-22,0.3139131188024225,1.0789132788161395,0.13610603193427706
327,327,327,11-23,0.0694913083172166,-1.371777956682747,0.13492591626675268
328,328,328,11-24,0.11303059913002768,-0.9352319783063552,-0.12543467261178246
329,329,329,11-25,0.2074534976398441,0.011497650072753916,-0.17283440644449932
330,330,330,11-26,0.15418008908352962,-0.5226472986735999,-0.5355326188900281
331,331,331,11-27,0.2763452701226545,0.7022398661068086,-0.33333286163613995
332,332,332,11-28,0.09686899885402618,-1.0972759958570333,-0.28148059081137605
333,333,333,11-29,0.1904907146033463,-0.15857941315941831,-0.31485294246904194
334,334,334,11-30,0.14405978566117714,-0.6241183533577718,-0.496894042206243
335,335,335,12-01,0.18748297546023915,-0.1887364598732416,-0.5987479980187985
336,336,336,12-02,0.04524392967846245,-1.6148938970968063,-0.6099888164853048
337,337,337,12-03,0.2153943157367985,0.09111613123147518,-0.7926651177187556
338,338,338,12-04,0.0901423223283487,-1.1647209066560706,-0.7085341805250286
339,339,339,12-05,0.08117444097380072,-1.2546372205601233,-0.8497454466115283
340,340,340,12-06,0.1944050164813832,-0.11933273019541,-0.7708840398441804
341,341,341,12-07,0.1029800087433957,-1.0360040563922392,-0.6641212051096992
342,342,342,12-08,0.09243579344393976,-1.1417254564927186,-0.23372706303393626
343,343,343,12-09,0.27928281783858816,0.7316931396383621,0.3088515496601698
344,344,344,12-10,0.3476967149125369,1.4176439457985068,0.5773242687663701
345,345,345,12-11,0.4058617249308457,2.000834455604513,0.8689102852769796
346,346,346,12-12,0.3550631698691931,1.4915035844417917,1.1416599003494834
347,347,347,12-13,0.2774695104039765,0.7135120426714172,1.3609806019049409
348,348,348,12-14,0.25565330634680833,0.4947722339423049,1.1157309745580954
349,349,349,12-15,0.4105276572730206,2.0476173489711056,0.6056405806226388
350,350,350,12-16,0.20093561240734467,-0.05385381828256624,0.220800412511032
351,351,351,12-17,0.1006158845960822,-1.0597079080082277,0.03348432820089035
352,352,352,12-18,0.12476896729955407,-0.8175374242278489,-0.2454038002605007
353,353,353,12-19,0.1653767201000261,-0.4103844631894329,-0.456287614633065
354,354,354,12-20,0.08876241378403159,-1.1785565368260411,-0.5673130942638488
355,355,355,12-21,0.28433157929061736,0.7823144627357194,-0.4706170019766485
356,356,356,12-22,0.13449627884726792,-0.720006696067269,-0.4985024570688708
357,357,357,12-23,0.1584802950970748,-0.4795313542850255,-0.5141161733345748
358,358,358,12-24,0.10808188737422664,-0.984850154781183,-0.4175918200927518
359,359,359,12-25,0.15603323510415604,-0.5040667607836571,-0.7014819907606905
360,360,360,12-26,0.14652405303144295,-0.5994104173751034,-0.29983371825786365
361,361,361,12-27,0.11444738868717848,-0.9210265612719124,-0.0333624432263541
362,362,362,12-28,0.3748487064106158,1.689882938949692,0.039869585151501234
363,363,363,12-29,0.3179407539473568,1.1192962959040318,
364,364,364,12-30,0.1519050455975242,-0.5454579845140509,
365,365,365,12-31,,,
