,unnamed: 0,unnamed: 0,mth_day,jazz,jazz_norm,jazz_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.575187998377263,-0.5110496742178027,
2,2,2,01-03,0.5781418618860749,-0.4945913953380826,
3,3,3,01-04,0.616509720202661,-0.28081411337898665,
4,4,4,01-05,0.4631273590071085,-1.1354269511948205,-0.7354636139942875
5,5,5,01-06,0.5559080148714823,-0.618473508930522,-0.9148925651252852
6,6,6,01-07,0.4205917471224016,-1.3724260409055102,-0.9978058246588112
7,7,7,01-08,0.3819690226713687,-1.587623381003788,-1.030952893165502
8,8,8,01-09,0.4888562979984015,-0.9920709525392396,-1.0046691610615022
9,9,9,01-10,0.5808151314300833,-0.4796965244191312,-1.0276794652515084
10,10,10,01-11,0.4914311291782626,-0.9777245585708202,-0.9934533956178208
11,11,11,01-12,0.5311292521453482,-0.756535334070561,-0.8081136626776798
12,12,12,01-13,0.4574482637289756,-1.1670696231033837,-0.5933206895273077
13,13,13,01-14,0.5815530537353022,-0.4755849833629425,-0.3373539324644095
14,14,14,01-15,0.7201572001066611,0.29668688636299306,-0.4593612292239842
15,15,15,01-16,0.8564542314900543,1.056104017958258,-0.2998217931682059
16,16,16,01-17,0.3600469531022453,-1.7097683391282683,-0.06632618548589979
17,17,17,01-18,0.7029301027053451,0.2007012822641084,-0.010921707280693785
18,18,18,01-19,0.7088891926527722,0.2339040229904531,-0.31799905206975543
19,19,19,01-20,0.6412156469837785,-0.14315811413170654,-0.6904839585690947
20,20,20,01-21,0.3894794045300139,-1.5457771823713768,-0.5516809242971955
21,21,21,01-22,0.4553419714782158,-1.1788054210377783,-0.7181522794469655
22,22,22,01-23,0.5095177042705236,-0.8769501334968732,-0.9371985986436506
23,23,23,01-24,0.5236645799250924,-0.7981268486345108,-1.0057005987807746
24,24,24,01-25,0.4730080532906521,-1.0803738921896575,-0.9063754931157412
25,25,25,01-26,0.5674489208402541,-0.5541701149544503,-0.930098747356152
26,26,26,01-27,0.4964381481302378,-0.9498265483811759,-0.9300946839727792
27,27,27,01-28,0.4297954648757435,-1.3211449464802436,-0.876827029197584
28,28,28,01-29,0.5095220799455097,-0.8769257531966347,-0.7738484160911354
29,29,29,01-30,0.5810261240295559,-0.4785209199833417,-0.733924186451996
30,30,30,01-31,0.5839010949019519,-0.4625022135509659,-0.8102012914782099
31,31,31,02-01,0.6104415299375981,-0.31462473711961386,-0.6428038063209938
32,32,32,02-02,0.41429876086816814,-1.4074891785384598,-0.7028958805565151
33,33,33,02-03,0.6100582954498682,-0.31676003553694754,-0.5541842507666414
34,34,34,02-04,0.4448116251463113,-1.2374781986097627,-0.522164906756608
35,35,35,02-05,0.7411669965166022,0.4137488587559005,-0.26400720427213914
36,36,36,02-06,0.6183812878328936,-0.2703861494907656,-0.061733356137259277
37,37,37,02-07,0.888439960682584,1.2343214777871994,-0.06305090022247199
38,38,38,02-08,0.6321183797332267,-0.19384608972918074,-0.013049884884381116
39,39,39,02-09,0.6086394914219369,-0.32466530004822386,0.11328101443275546
40,40,40,02-10,0.4986554720115098,-0.9374721065812176,0.4799875232039345
41,41,41,02-11,0.8772070659268094,1.1717342546587195,0.31152948616936343
42,42,42,02-12,1.0132710509554688,1.9298529031363083,0.30871949653331304
43,43,43,02-13,0.7070350694424751,0.2235732555797728,0.6027944529813193
44,44,44,02-14,0.629092428147379,-0.21070602754548315,0.4980384120358693
45,45,45,02-15,0.9253155991931707,1.4397844386398138,0.2791231169678777
46,46,46,02-16,0.3858483982204629,-1.5660083522539183,0.007708407220125964
47,47,47,02-17,0.6414670205619476,-0.14175751574922962,0.32993603853801834
48,48,48,02-18,0.7209967447277855,0.3013646446497979,0.4558700114370349
49,49,49,02-19,1.0540275278775944,2.1569390434871267,-0.06678295998964982
50,50,50,02-20,0.7647050653318704,0.5448978098486159,0.10056330317328804
51,51,51,02-21,0.3624940971325707,-1.6961333899202944,-0.05414588136520187
52,52,52,02-22,0.5660560701303606,-0.5619307732762913,-0.08265484209657194
53,53,53,02-23,0.4748676508370637,-1.070012622980169,-0.531285161305516
54,54,54,02-24,0.6902967258276401,0.13031088026157742,-0.5690571073824572
55,55,55,02-25,0.5709176941424892,-0.5348428717665364,-0.4505016551316978
56,56,56,02-26,0.7240301537002657,0.31826613338696863,-0.597431285952711
57,57,57,02-27,0.4901611369488862,-0.9848006764157377,-0.32696814037027794
58,58,58,02-28,0.4078341522674251,-1.4435085582023706,-0.012590888805049784
59,59,59,02-29,0.7661172603690221,0.5527662505144294,0.056906356987690435
60,60,60,03-01,1.0288354630257408,2.0165743896529458,-0.20216054704667685
61,61,61,03-02,0.6457561556160246,-0.11785939701009512,-0.08009723193817421
62,62,62,03-03,0.4450526446567429,-1.2361352908192351,0.18198696684365445
63,63,63,03-04,0.6216056366679521,-0.2524207857647218,0.05252711629474729
64,64,64,03-05,0.6900608504570273,0.12899663448860146,-0.4479941135180325
65,65,65,03-06,0.6267077639615237,-0.2239928527790136,-0.2766890739898313
66,66,66,03-07,0.4898466391270066,-0.9865529892237324,0.03948619296041026
67,67,67,03-08,0.8302268559253161,0.9099708401591116,0.02089688159297709
68,68,68,03-09,0.7855275838378899,0.6609163108822145,0.1056342591628462
69,69,69,03-10,0.6015876424766409,-0.3639566539693209,0.2371586944830224
70,70,70,03-11,0.7813107251001679,0.637420899907816,0.43240859444292346
71,71,71,03-12,0.7683405189471283,0.5651537591420438,0.4674464991255322
72,72,72,03-13,0.7001024837893733,0.18494641053567398,0.6812006197461171
73,73,73,03-14,0.8679576012202144,1.1201982682547642,0.7836840451493486
74,74,74,03-15,1.0157097923326064,1.943441034605724,0.5354692025479044
75,75,75,03-16,0.7119474386991966,0.2509438984500678,0.4154918969139565
76,76,76,03-17,0.5140193134291701,-0.8518681557008492,0.3466059472487219
77,77,77,03-18,0.6391423491065221,-0.15471007466164408,0.20144660992969546
78,78,78,03-19,0.6259222996499311,-0.2283692874557332,-0.2558840869301533
79,79,79,03-20,0.7116420328900416,0.24924224434060555,0.004756245650062348
80,80,80,03-21,0.5232309128143879,-0.8005431465533694,0.313631580824973
81,81,81,03-22,0.9926193022493858,1.8147858939313617,0.5246139969682669
82,82,82,03-23,0.8466332840683864,1.001383855348615,0.5514514958772389
83,83,83,03-24,0.8663398335827016,1.1111844221981195,0.5293867333650722
84,84,84,03-25,0.6548223964125418,-0.0673442940019019,0.5752483980723926
85,85,85,03-26,0.6878814815134575,0.11685366926760553,0.4407965045380376
86,86,86,03-27,0.5726172789668943,-0.5253731583094475,0.2820303739706263
