,unnamed: 0,unnamed: 0,mth_day,unpredictable,unpredictable_norm,unpredictable_ravg
49,49,49,02-19,1.8590314937194328,-1.3083793489344169,-0.5541219757683629
50,50,50,02-20,2.3853387688892647,-0.2149790898619576,-0.4286548174189597
51,51,51,02-21,2.0635815009459444,-0.8834279157197231,-0.3405513800191095
52,52,52,02-22,2.5517633698005837,0.13076703666412445,-0.5150349056921794
53,53,53,02-23,2.4523285565254143,-0.07580820127232249,-0.2663472238262824
54,54,54,02-24,2.1333992687437044,-0.7383819150287793,-0.16702230360358386
55,55,55,02-25,2.577265105565331,0.18374674226096474,0.1258599898073446
56,56,56,02-26,2.672198558898177,0.3809704314742336,-0.01490577235060156
57,57,57,02-27,2.9094533425423244,0.8738658447458477,-0.08023773362228978
58,58,58,02-28,2.1452184978536843,-0.7138275362835526,-0.02121715436190584
59,59,59,02-29,2.263643656006521,-0.4677999689024517,-0.25226299929710666
60,60,60,03-01,2.3038562994151364,-0.3842584394664757,-0.40022745992899217
61,61,61,03-02,1.9099827920035322,-1.20252832735024,-0.5802110049448961
62,62,62,03-03,2.244863163002789,-0.5068163323170796,-0.6811101567527555
63,63,63,03-04,2.3896437941172066,-0.20603542534957492,-0.7541784883126477
64,64,64,03-05,1.8538121777198824,-1.31922244713071,-0.7552280962992892
65,65,65,03-06,2.05261538434442,-0.9062099582618044,-0.8520090063041925
66,66,66,03-07,2.3008249320003467,-0.3905560873863251,-0.8630161022603827
67,67,67,03-08,1.6304703447885633,-1.7832137873796603,-1.026299330920022
68,68,68,03-09,2.2130736259206443,-0.5728589080542201,-0.7896240752891944
69,69,69,03-10,1.9180663432593383,-1.1857347973074102,-0.7441905927036759
70,70,70,03-11,2.5373527632883515,0.10082908665425494,-0.8224198983788793
71,71,71,03-12,2.1838315911597252,-0.6336090627486939,-0.4441127701731383
72,72,72,03-13,2.074891277604081,-0.8599319214375447,-0.3775351500053897
73,73,73,03-14,2.7230572113337965,0.4866289818547856,-0.4127262976557608
74,74,74,03-15,2.405356107475046,-0.1733931870477282,-0.3320454105293957
75,75,75,03-16,1.8164309711641584,-1.3968816832096365,-0.6249316670478904
76,76,76,03-17,2.7703668174341787,0.5849144094124454,-0.3571548344780114
77,77,77,03-18,1.337948303732815,-2.3909266018596624,-0.28239636423693754
78,78,78,03-19,2.8482561671808355,0.7467290739817293,-0.31602484029064004
79,79,79,03-20,2.9389667638072265,0.9351798033012292,-0.0346214795112452
80,80,80,03-21,2.308233879161589,-0.3751640433699435,-0.18853132777649395
81,81,81,03-22,2.6291505666089656,0.2915384814667326,0.22263226642722334
82,82,82,03-23,2.3258605781673167,-0.33854468017904704,0.25782378626788743
83,83,83,03-24,2.5254277603297903,0.07605496336264135,0.09443562953307004
84,84,84,03-25,2.9498926141968824,0.9578781930257142,0.17130385596142536
85,85,85,03-26,2.4670862707164103,-0.04514913710767551,0.1560519125596216
86,86,86,03-27,2.5302366076023053,0.08604531520018832,0.1971574769769349
87,87,87,03-28,2.5851015075041657,0.20002682105591027,0.01002221041357712
88,88,88,03-29,2.4445773468343366,-0.09191129367516736,-0.2527321403132187
89,89,89,03-30,1.984963361775369,-1.0467566360175051,-0.4002497559643803
90,90,90,03-31,2.1910331285368905,-0.6186479113350609,-0.4720607255079346
91,91,91,04-01,2.041041405506068,-0.9302548310146448,-0.7384227535601418
92,92,92,04-02,2.322839716697048,-0.3448205020611376,-0.9124710296189842
93,93,93,04-03,1.815822707560638,-1.3981453472573329,-0.8757236998455359
94,94,94,04-04,1.9419094180838343,-1.1362009500282215,-0.6880715022007302
95,95,95,04-05,2.0910931354370508,-0.8262726573768164,-0.6620846268522947
96,96,96,04-06,2.7329904730825167,0.5072652745337733,-0.6356427970222077
97,97,97,04-07,2.116093966220196,-0.7743335789240315,-0.5000227077969349
98,98,98,04-08,2.3992062291040392,-0.1861695230806153,-0.34377094024750915
99,99,99,04-09,2.2075063880400614,-0.5844248119056966,-0.2793834849491783
100,100,100,04-10,2.393179342361171,-0.1986903447316673,-0.6191293154520835
101,101,101,04-11,2.2770502131238493,-0.4399479255868313,-0.507922389543479
102,102,102,04-12,1.7517722916236136,-1.5312097084836578,-0.31724497774769
103,103,103,04-13,2.4372701155909025,-0.10709202347240432,-0.3317411971096938
104,104,104,04-14,2.9499006790421225,0.9578949476941188,-0.3792175213440525
105,105,105,04-15,2.165639931638345,-0.6714021280777195,-0.2322585020059347
106,106,106,04-16,2.2560632151120616,-0.4835482901378193,0.06327039909133847
107,107,107,04-17,2.7014817992024267,0.4418061904418756,-0.07688179759845387
108,108,108,04-18,2.605287787233897,0.2419636980999812,-0.32100704786204165
109,109,109,04-19,2.032497278909239,-0.9480052036111584,-0.3473639029643974
110,110,110,04-20,2.244843802384473,-0.5068565538874079,-0.1450293376817031
111,111,111,04-21,2.0895188343044127,-0.8295432586918545,-0.35987041103440065
112,112,112,04-22,2.8404246299352685,0.7304591015583469,-0.4258956757989201
113,113,113,04-23,2.0810004029016413,-0.8472402496743099,-0.096474979826685
114,114,114,04-24,2.4146005604717997,-0.1541878904871363,-0.14144703603613715
115,115,115,04-25,2.9838954925630747,1.028518972222253,-0.03999611022899252
116,116,116,04-26,2.1149602387069235,-0.7766888911441207,-0.07685436334606084
117,117,117,04-27,2.3825187300807857,-0.22083770384898688,0.0191162114893139
118,118,118,04-28,2.7339744991367607,0.5093095828559371,0.0033201594216834274
119,119,119,04-29,2.3581725252913133,-0.2714168006620614,-0.1865542385149801
120,120,120,04-30,2.3689800639344685,-0.2489642028929191,-0.4019591540161239
121,121,121,05-01,2.43552022281146,-0.1107274153977281,-0.2877283469818788
122,122,122,05-02,1.4928504128041926,-2.069118384150984,-0.44133052770586345
123,123,123,05-03,2.7124281349403296,0.4645471383564842,-0.7679249027691876
124,124,124,05-04,2.2903568329095925,-0.4123035014879711,-0.7915398284196288
125,125,125,05-05,1.4149369944829329,-2.230983051042006,-0.907321111550792
126,126,126,05-06,2.3007779189141337,-0.3906537567955668,-0.5456879868370155
127,127,127,05-07,2.1011328959301463,-0.8054151141847071,-0.7236891054671982
128,128,128,05-08,2.537281175829901,0.10068036413167464,-0.7241055307198653
129,129,129,05-09,2.1983440219390817,-0.6034595734246119,-0.1609010215318202
130,130,130,05-10,2.289154157284315,-0.4148020530039736,-0.021999553760863117
131,131,131,05-11,3.0415250337737407,1.1482440040862645,0.16950220162678298
132,132,132,05-12,2.7019385318536515,0.4427550498301757,0.07395644764042084
133,133,133,05-13,2.65420812834583,0.3435954181411694,0.2648521358029914
134,134,134,05-14,2.2613359763440286,-0.4725941597864982,0.4499563588954443
135,135,135,05-15,2.749668874726706,0.5419145555508114,0.3963980689997039
136,136,136,05-16,2.8237527096618007,0.6958232855507442,0.6910236658335988
137,137,137,05-17,2.8868436128545882,0.8268942647118216,0.7647594444966862
138,138,138,05-18,3.5528451990780083,2.210508630833544,1.220299799287848
139,139,139,05-19,2.867164050545535,0.786010090119694,2.044899858289758
140,140,140,05-20,3.5769797264017784,2.2606479689604715,1.9475934967993531
141,141,141,05-21,5.131192053766396,5.489514909562272,2.1139770501110013
142,142,142,05-22,2.542722708720608,0.1119851166083146,1.7991328063011798
143,143,143,05-23,3.36737509535568,1.8251955845817118,1.5848618630534126
144,144,144,05-24,2.6435451617630994,0.3214431679746168,1.2159509301868894
145,145,145,05-25,2.248329244061396,-0.4996155693669122,0.3241545949761792
146,146,146,05-26,2.5115299631720807,0.047182371761332456,0.2831881745164824
147,147,147,05-27,2.5555996558497283,0.1387368982980115,0.007823869684365659
148,148,148,05-28,2.4244078010002004,-0.1338134061498659,0.09478362683858622
149,149,149,05-29,2.5720968662568406,0.1730097555890112,0.4749311425150296
150,150,150,05-30,2.89469318806461,0.8432017108999402,0.8061945479409172
151,151,151,05-31,3.34623132417234,1.7812695246917485,0.9542408159595092
152,152,152,06-01,3.468250096498612,2.034762804316657,0.8401171267086336
153,153,153,06-02,2.983171319236892,1.0270145064095648,0.8128676768048778
154,154,154,06-03,2.0948077624585424,-0.8185555416551197,0.9970990494171924
155,155,155,06-04,2.493397870478908,0.0095130561664768,0.7583152357007655
156,156,156,06-05,3.4267708654705347,1.9485899465738272,0.5990525269973281
157,157,157,06-06,2.656601022867876,0.3485666423931875,0.4954547568574108
158,158,158,06-07,3.0082842885977863,1.0791865520960329,0.6295143306197876
159,159,159,06-08,2.683971133411453,0.4054278855700607,0.5220487585439492
160,160,160,06-09,2.4819845262750757,-0.014198099080859238,0.4324886148007498
161,161,161,06-10,2.1830271058234367,-0.6352803762885534,0.4833484291341379
162,162,162,06-11,3.1681126760681235,1.4112290841146318,0.35483063936673104
163,163,163,06-12,2.8034889904278417,0.6537255283935164,0.05560844520926761
164,164,164,06-13,2.6371127225655298,0.3080798134915917,0.00019545055543982964
165,165,165,06-14,1.8197890571554247,-1.3899052793747195,0.2077801261817326
166,166,166,06-15,2.3219465421063306,-0.3466760670038259,0.057332062918424034
167,167,167,06-16,2.782551337262167,0.6102276774692034,-0.021636491387455454
168,168,168,06-17,2.7336044002175535,0.5085407045347803,-0.12474350990440755
169,169,169,06-18,2.5754203158726408,0.17991420255823945,0.2611954995594966
170,170,170,06-19,2.339329873972226,-0.3105622976101209,0.4076008751403529
171,171,171,06-20,2.9344175206149177,0.9257287774087052,0.4749094754102187
172,172,172,06-21,2.744779152503965,0.5317561864813125,0.36416807893914
173,173,173,06-22,2.9769449586808028,1.0140792790883972,0.34647425187834563
174,174,174,06-23,2.413772744015249,-0.15590767429169172,0.4848990133786829
175,175,175,06-24,2.5243188651618502,0.0737512401934734,0.4891796412472539
176,176,176,06-25,2.7391137139893056,0.5199862713919027,0.6265728592133396
177,177,177,06-26,2.9467803798926444,0.9514125446201321,0.6105988705241066
178,178,178,06-27,3.1415837969580687,1.3561154942778268,0.970369773810985
179,179,179,06-28,2.930810564304003,0.9182353469529992,1.1296614460159229
180,180,180,06-29,3.4528252349389286,2.002717745429579,1.136378359637032
181,181,181,06-30,2.9843683224020334,1.0295012734231013,1.197982183508364
182,182,182,07-01,2.7585127975882573,0.5602877531185568,1.1031351714068391
183,183,183,07-02,3.124698066006605,1.321035487848124,0.8704347675736966
184,184,184,07-03,2.867656630307312,0.7870334216686771,0.4961632300068938
185,185,185,07-04,2.2587497277194157,-0.4779670760458545,0.3969981169130899
186,186,186,07-05,2.3718935369118483,-0.2429114799712384,0.3224879301648595
187,187,187,07-06,2.6979700705381693,0.4345105948602779,0.1864697777597233
188,188,188,07-07,2.543320311390441,0.11322663262917435,0.2737113265154539
189,189,189,07-08,2.7318647413097,0.5049265734173066,0.6875475766438163
190,190,190,07-09,3.1196184974803196,1.3104827142030606,0.8638208680565497
191,191,191,07-10,3.453948068113033,2.0050504247243204,0.7851444547839859
192,192,192,07-11,2.880987521034484,0.8147282685051613,0.9713067514797636
193,193,193,07-12,2.470745126995105,-0.0375478847751036,0.8020469480702368
194,194,194,07-13,3.0809746806866136,1.2302004128038402,0.4283232347500751
195,195,195,07-14,2.243026375729913,-0.5106322470398548,0.0512497588666981
196,196,196,07-15,2.040268967835564,-0.9318595657179104,-0.09029011037638242
197,197,197,07-16,2.3649241064797173,-0.2573904305759409,0.16643390968553615
198,198,198,07-17,2.4722069544060465,-0.03451094695332187,0.003829591709725189
199,199,199,07-18,3.212188445752245,1.5027962355964075,0.007355314069510844
200,200,200,07-19,2.611357988274472,0.2545745049489745,0.09590284096777278
201,201,201,07-20,2.2532089962997577,-0.4894779128811408,0.314839038494458
202,202,202,07-21,2.2960026237488282,-0.4005744043283387,0.5130428749710861
203,203,203,07-22,2.9972326097942985,1.05622675458417,0.4265158405217014
204,204,204,07-23,3.0446384326611176,1.1547120719064463,0.3940024403711591
205,205,205,07-24,2.9622901636635968,0.9836340289000994,0.2709195168845037
206,206,206,07-25,2.5174562049279707,0.05949410404572051,0.3929696436465513
207,207,207,07-26,1.897733839552577,-1.2279754538010732,0.0842690389554233
208,208,208,07-27,2.648494965600425,0.33172635624394703,-0.13520480127041046
209,209,209,07-28,2.105675984943527,-0.7959768735625977,-0.1254774087181248
210,210,210,07-29,2.4107771662390327,-0.16213096944855596,-0.4386549301642011
211,211,211,07-30,2.990383795942652,1.0419983842138134,-0.4424385938797772
212,212,212,07-31,1.612969819878728,-1.8195710246307373,-0.3662659980969688
213,213,213,08-01,1.8868062598829336,-1.2506774360945294,-0.2395128164680531
214,214,214,08-02,2.868488646760177,0.7887619309407973,-0.05287878018893338
215,215,215,08-03,2.4717511953087388,-0.03545778378910406,0.040591466367605716
216,216,216,08-04,2.9497939641937228,0.9576732482261624,0.4024958096656803
217,217,217,08-05,3.2603347331210792,1.6028198635530482,0.5927942528524212
218,218,218,08-06,2.6581838878994355,0.35185503515771016,0.5859210235317899
219,219,219,08-07,2.436406212535061,-0.10888677697408408,0.6147471230720529
220,220,220,08-08,2.8486381085953467,0.7475225550170099,0.3439884550437513
221,221,221,08-09,2.555003704773188,0.13749881345247442,-0.0470570537992883
222,222,222,08-10,2.1678172510028504,-0.6668787599436476,-0.2465218467453248
223,223,223,08-11,2.1309582151321185,-0.7434531895051897,-0.2195748069260408
224,224,224,08-12,2.082110647766138,-0.8449337225185091,-0.1747588824871238
225,225,225,08-13,2.5142318193071582,0.052795461941620304,-0.1953675291548624
226,226,226,08-14,2.9780707489113776,1.0164181016505118,0.20348932179998835
227,227,227,08-15,2.495483978583422,0.013846933446042773,0.02297677844682781
228,228,228,08-16,3.31975366587225,1.726262345785457,0.03376112524568612
229,229,229,08-17,1.609620869336509,-1.8265284496241527,-0.06426620498429354
230,230,230,08-18,2.1132568641554146,-0.7802276417253592,-0.25033963406595466
231,231,231,08-19,2.2311195922662743,-0.5353685194382577,-0.14637967268015356
232,232,232,08-20,2.4406730377133643,-0.10002247283945502,-0.6050062520122226
233,233,233,08-21,2.7957302070787597,0.6376067017608495,-0.14581367109880747
234,234,234,08-22,1.9951966066294529,-1.025497130206957,0.17974289678266744
235,235,235,08-23,2.9358125948282767,0.9286270358563382,0.27567531028707865
236,236,236,08-24,3.053495109392485,1.1731117655634904,0.6125459992316354
237,237,237,08-25,2.5081815011127366,0.0402259615882094,0.5286591483893929
238,238,238,08-26,3.4135875376608737,1.9212016608278848,1.2751085070439672
239,239,239,08-27,2.5534570256539904,0.13428559670739446,1.2697329296322601
240,240,240,08-28,4.151013150915029,3.453199021720488,1.2415252474475178
241,241,241,08-29,2.9202874174202162,0.8963735713860977,1.6317772331174378
242,242,242,08-30,2.9720286479041604,1.003865672455035,1.232732870006109
243,243,243,08-31,3.6352662489165533,2.3817378756077288,1.325052585975625
244,244,244,09-01,2.2611095698991,-0.4730645178400889,0.7982477377223768
245,245,245,09-02,2.8200851213757896,0.6882038925244904,0.6505438491820491
246,246,246,09-03,2.629550784705457,0.2923699322009973,0.4415319021312789
247,247,247,09-04,2.493704578439034,0.010150240144132015,0.20292154666552867
248,248,248,09-05,2.368382321222934,-0.2502060098495863,0.16821539847124986
249,249,249,09-06,2.9461369114915765,0.9500757428132284,0.5905699264213405
250,250,250,09-07,2.1608749222325643,-0.6813014070057618,0.4033704254197463
251,251,251,09-08,4.0398850560289326,3.222331060225035,0.3998650773858176
252,252,252,09-09,2.0889008710011363,-0.8308270738085686,0.3568481401975863
253,253,253,09-10,2.4835808008546536,-0.0108818480594402,0.14581872523767755
254,254,254,09-11,2.2441453267106284,-0.508307632978974,-0.02117237222071731
255,255,255,09-12,2.33666394614336,-0.3161007469462242,-0.5483093899100508
256,256,256,09-13,1.6785887946135485,-1.6832479917561307,-0.5937614131393923
257,257,257,09-14,2.5174633529835595,0.05950895408903335,-0.5593150080316742
258,258,258,09-15,1.957631117047994,-1.1035392131846178,-0.6565978481972449
259,259,259,09-16,2.583065285852043,0.1957965825868684,-0.3880953537971162
260,260,260,09-17,1.9631832575864208,-1.0920046739723976,0.10226568748935416
261,261,261,09-18,3.112124615910787,1.2949142194545482,0.3465716967904282
262,262,262,09-19,3.094797989814518,1.2589182559626912,0.4609508659118362
263,263,263,09-20,3.2230422788854387,1.5253450098954775,0.699095722399642
264,264,264,09-21,2.2879690056865667,-0.4172641984561703,0.9018273084039063
265,265,265,09-22,3.2708502180787766,1.6246657215137037,0.8947225949797531
266,266,266,09-23,2.5486913059086884,0.12438484205319,0.8022347787728721
267,267,267,09-24,3.0916055297000296,1.2522859389096277,0.6169023725550351
268,268,268,09-25,2.827684404663853,0.7039913587214046,0.7126776421761679
269,269,269,09-26,2.6877847119999685,0.4133505725884558,0.4941987775092621
270,270,270,09-27,2.5645770680939157,0.1573874192706266,0.3977289926677392
271,271,271,09-28,2.6398625354386693,0.3137925335122686,0.1963183065834169
272,272,272,09-29,2.2700774176740213,-0.4544338669959474,0.18846219712073656
273,273,273,09-30,2.509912365626428,0.04382182240369408,0.06900090553624147
274,274,274,10-01,2.8049952154281743,0.6568547019453225,-0.0956580269434979
275,275,275,10-02,2.3427691716774857,-0.3034171769185148,-0.2776405063756768
276,276,276,10-03,2.089026454125888,-0.8305661756078095,0.03625766295443585
277,277,277,10-04,2.1142798748317486,-0.7781023430808048,0.10955969035288224
278,278,278,10-05,3.1766451021617286,1.4289551489847283,0.2551709907240309
279,279,279,10-06,2.721615573035,0.4836339867943724,0.05171847701121676
280,280,280,10-07,3.2255344613066392,1.530522504172214,-0.0042689171565604145
281,281,281,10-08,1.7551790157570208,-1.5241322591953994,-0.16363469232310002
282,282,282,10-09,1.927329549682319,-1.1664905406144723,-0.27058537403050903
283,283,283,10-10,1.6540164012102136,-1.7342969940800423,-0.4332207407060859
284,284,284,10-11,2.8677613897247145,0.7872510587402743,-0.5930342549164457
285,285,285,10-12,2.251909209033141,-0.4921782132590887,-0.5594417038208109
286,286,286,10-13,2.7639778748610406,0.5716414189100549,-0.40898225877230027
287,287,287,10-14,1.8521974893843,-1.3225769526215905,-0.2874979736318663
288,288,288,10-15,2.3618706972080514,-0.2637338703234086,-0.39777124367874056
289,289,289,10-16,2.00487453879172,-1.0053912832374383,-0.35077826754558683
290,290,290,10-17,2.5492817270346517,0.12561143845902878,-0.4857335250744761
291,291,291,10-18,2.3876293811231424,-0.2102203564601663,-0.026639083784491386
292,292,292,10-19,2.374214291376291,-0.2380901262632809,0.04535395440773537
293,293,293,10-20,3.1781057783356133,1.4319896951183178,0.044982914572176284
294,294,294,10-21,2.569793419638854,0.1682243588299519,0.029111608606641293
295,295,295,10-22,2.0038029405556004,-1.0076175222507928,-0.0975938922166177
296,296,296,10-23,2.5034438901027665,0.030383602665818774,0.17139973943763742
297,297,297,10-24,2.021691877446921,-0.9704533613997204,-0.0712298745276575
298,298,298,10-25,3.1510934121152205,1.37587166366225,0.09463974987242464
299,299,299,10-26,2.4773684411600607,-0.02378798867345185,0.5541051871840718
300,300,300,10-27,3.0488406267000987,1.1634421052304451,0.61732352840249
301,301,301,10-28,3.3307827012043445,1.7491751016190902,0.8787192923824442
302,302,302,10-29,2.686024455442933,0.4096936499763283,0.8529325180484296
303,303,303,10-30,2.7766276357277806,0.5979212224800037,0.8872292491538231
304,304,304,10-31,3.076618762109188,1.2211510176581637,0.8051357989738439
305,305,305,11-01,2.5764206534430056,0.18199239795890906,0.6419796951761363
306,306,306,11-02,2.8117469564818345,0.6708814041505695,0.4807698195842051
307,307,307,11-03,2.8595723990048074,0.7702384788328446,0.4398930884769777
308,308,308,11-04,2.220435044890393,-0.5575656035752591,0.5267903957921961
309,309,309,11-05,2.658571759363831,0.35266083583663904,0.4952763998407769
310,310,310,11-06,3.3275864273526468,1.7425348615494745,0.3835379183324636
311,311,311,11-07,2.4854052442113965,-0.007091577749606403,0.2805088160892743
312,312,312,11-08,2.4890356241241327,0.00045051510068967276,0.4523361872420261
313,313,313,11-09,2.5620145800000467,0.15206386537370886,0.1965848260880564
314,314,314,11-10,2.716688789631862,0.4733986233412521,-0.012282218561984378
315,315,315,11-11,1.9199375717840328,-1.1818473310871789,0.25051986264112464
316,316,316,11-12,2.7243585925478984,0.4893325936492298,0.3304105652471017
317,317,317,11-13,3.244402580013946,1.569720909469048,0.4635032352032081
318,318,318,11-14,2.719767550430556,0.4797947307365519,0.3269806777825433
319,319,319,11-15,2.9463988339187237,0.950619885110347,0.3851320883663414
320,320,320,11-16,2.3223986954101528,-0.34573672118273663,0.3637876786849577
321,321,321,11-17,2.087884360881762,-0.8329388675843907,0.2587779147923504
322,322,322,11-18,2.6627139129917734,0.3612661355609275,0.08591672340204155
323,323,323,11-19,2.9411244223111344,0.9396623261134044,0.08753442935298163
324,324,324,11-20,2.2205280347910317,-0.5573724176053012,0.0957317224589154
325,325,325,11-21,2.95107092213528,0.9603261208159874,0.4310835468883679
326,326,326,11-22,2.3460732553668824,-0.29655296254713404,0.29030890133557463
327,327,327,11-23,3.0564122360539607,1.1791720789923241,0.10299401792676743
328,328,328,11-24,2.2561433849580164,-0.4833817377558322,0.3893991561740365
329,329,329,11-25,2.4001412732714162,-0.18422697433943871,0.3274970041214375
330,330,330,11-26,3.0476932379533057,1.1610584118783132,0.618139436104666
331,331,331,11-27,2.7722916359390832,0.5889132085003936,0.4673210340535509
332,332,332,11-28,3.185476164721903,1.4473016293522367,0.6374257265995349
333,333,333,11-29,2.620834386659669,0.2742616666856337,0.808843659428446
334,334,334,11-30,2.7474218704968374,0.5372464175200719,0.4901195315290233
335,335,335,12-01,2.8952125213007283,0.8442806226340277,0.627068158200359
336,336,336,12-02,2.1271877274026108,-0.7512863555182235,0.3106272917465499
337,337,337,12-03,3.1678122585669835,1.410604968528408,0.23832465782127585
338,338,338,12-04,2.2715649297805487,-0.4513435693706178,0.18888186371874727
339,339,339,12-05,2.412017522388425,-0.15955413686601086,0.00122138128853518
340,340,340,12-06,2.6046263917599317,0.24058965290490106,0.20954950605836534
341,341,341,12-07,2.3532312495090832,-0.2816822719472453,-0.21669278490826666
342,342,342,12-08,2.728859110479815,0.4986823931007575,-0.09006471455172382
343,343,343,12-09,1.9367840955897813,-1.146848777271384,-0.2648240374433675
344,344,344,12-10,2.637278806925053,0.3084248527686391,-0.2449685740997375
345,345,345,12-11,1.9072960229460312,-1.2081100742158728,-0.4682143031276508
346,346,346,12-12,2.6619708530745023,0.3597224329666808,-0.41884786328223994
347,347,347,12-13,1.7084764104843164,-1.621156646114725,0.03716564590317936
348,348,348,12-14,2.8714340708803965,0.7948810321732226,-0.04811032249985176
349,349,349,12-15,3.2537943604141613,1.5892322778411316,0.08584596621490108
350,350,350,12-16,2.3909937222347977,-0.20323095764954754,-0.2013002178242087
351,351,351,12-17,2.2941744897490244,-0.40437234192735577,-0.07164693912236315
352,352,352,12-18,1.8326654393813988,-1.3631546712679778,-0.2901699799232304
353,353,353,12-19,2.0829273762539207,-0.8432369739036518,-0.6485314621558008
354,354,354,12-20,2.2403188033755517,-0.516257212631981,-0.4431558284929771
355,355,355,12-21,2.2188124111709224,-0.5609366155542902,-0.40236261548885177
356,356,356,12-22,2.984138030967918,1.029022844327394,-0.29928581930854264
357,357,357,12-23,2.4119891579099964,-0.15961306390260338,-0.34065432823174363
358,358,358,12-24,2.1303610030000613,-0.7446938941861232,-0.4616091449207998
359,359,359,12-25,1.9634511989151016,-1.0914480274428575,-0.4789498896335864
360,360,360,12-26,1.8909898208987064,-1.241986112766318,-0.9720546031757809
361,361,361,12-27,2.168730695769037,-0.6649810838310095,-1.246100230269852
362,362,362,12-28,1.5600048500706534,-1.9296054369257725,-1.2253339427002026
363,363,363,12-29,1.6205193951877426,-1.8038868264670318,
364,364,364,12-30,2.190336011065892,-0.6200961687682262,
365,365,365,12-31,,,
