,unnamed: 0,unnamed: 0,mth_day,bad science,bad science_norm,bad science_ravg
150,150,150,05-30,1.5320792591423662,0.08512166022115092,0.6431717196643693
151,151,151,05-31,1.5614870953023452,0.17272581127583864,0.3115792963227597
152,152,152,06-01,1.9250960954382883,1.2558948550459696,0.5572380852409775
153,153,153,06-02,1.7222777014075752,0.6517112241702032,0.6169879786160138
154,154,154,06-03,1.68674356970032,0.5458572121733619,1.0571896528903413
155,155,155,06-04,1.8360450127636905,0.9906171088095554,1.2430070828476707
156,156,156,06-05,2.418707019942873,2.7263317058671146,1.0279091364670216
157,157,157,06-06,1.9357493970356683,1.2876303910198148,1.0584530739742062
158,158,158,06-07,1.4918587369783258,-0.034692823237924664,0.8804414886395063
159,159,159,06-08,1.7837974649629251,0.8349748492133101,0.6948407686635266
160,160,160,06-09,1.328203331156166,-0.5222122998348367,0.14408996351197753
161,161,161,06-10,1.462219195252796,-0.12298721104632306,0.2866766577708261
162,162,162,06-11,1.3094178425775778,-0.5781731250421795,1.0440278687337448
163,163,163,06-12,2.2229389486407927,2.1431505565729063,1.0648678686495592
164,164,164,06-13,3.017270037202375,4.509414442539588,1.4884726946544948
165,165,165,06-14,1.8257721405270315,0.9600148487081976,1.6680458139018397
166,166,166,06-15,2.1814027174696955,2.0194166561947755,1.9021774653424053
167,167,167,06-16,1.8239045815719204,0.9544515044377434,1.8767181026791977
168,168,168,06-17,1.7809917460423517,0.8266167836012147,0.968528822026133
169,169,169,06-18,2.17166023020634,1.99039438059366,1.1790448142358867
170,170,170,06-19,1.1880497608009617,-0.9397212413788004,0.9503198290901808
171,171,171,06-20,2.249780802223565,2.2231108019667203,0.9827062009920824
172,172,172,06-21,1.7207185963718543,0.6470667453205389,1.0256193570417744
173,173,173,06-22,1.889135265774046,1.1487697358491542,0.899423094530165
174,174,174,06-23,1.8674248463251784,1.0840957198993666,1.2030697012213631
175,175,175,06-24,1.9174833013327488,1.2332168055240031,1.1090454736934974
176,176,176,06-25,1.7996365100088123,0.8821583987683873,1.2517755978699725
177,177,177,06-26,2.0604028530109564,1.6589654367995268,1.1390375183202284
178,178,178,06-27,2.008197035898424,1.5034474903793895,1.2209411639284005
179,179,179,06-28,1.6620650003260151,0.4723412585506894,1.1976987032292141
180,180,180,06-29,2.0323902477555182,1.5755175935483998,0.9172656505836914
181,181,181,06-30,1.870669733621576,1.0937620413288855,0.8057777431259082
182,182,182,07-01,1.2348051064676218,-0.8004399171047483,0.6367881498688707
183,183,183,07-02,1.835850609068268,0.9900379920528274,0.5148438473986705
184,184,184,07-03,1.6678283516696046,0.4895099308371645,0.27341090618431346
185,185,185,07-04,1.4164521138694433,-0.2593245562705115,0.28615557803557184
186,186,186,07-05,1.5461105251596292,0.12691994626225805,0.4361609926396186
187,187,187,07-06,1.8963392858427157,1.1702300724364356,0.197483104485675
188,188,188,07-07,1.5369369988044388,0.0995925705195324,0.00935819607737994
189,189,189,07-08,1.355119948796751,-0.4420293368708344,0.5744593916614822
190,190,190,07-09,1.2889184654957009,-0.6392395196126058,0.2513661981206878
191,191,191,07-10,2.554644985335408,3.1312826172341017,-0.3253451714726793
192,192,192,07-11,0.8953556292560768,-1.811639214982508,-0.2702760849645941
193,193,193,07-12,0.7347618995374833,-2.290038145123767,-0.3859961165634611
194,194,194,07-13,1.6478538437721055,0.43000708956804296,-0.4145978716547172
195,195,195,07-14,1.1220436147155493,-1.1363495264640362,-0.8893375003251068
196,196,196,07-15,1.231310529057637,-0.8108500501601423,-0.3515948784165337
197,197,197,07-16,1.5984529521606723,0.2828448452117644,0.05452293244875965
198,198,198,07-17,1.978444505589316,1.41481651646893,-0.017445540111977787
199,199,199,07-18,1.5527399907437087,0.1466687200679936,0.4248855000935236
200,200,200,07-19,1.5028992708937792,-0.001803745796381645,0.9642470675882964
201,201,201,07-20,2.012960216421975,1.5176367147689718,0.8220127095241826
202,202,202,07-21,2.31766018830888,2.425319354808495,0.6084205965717818
203,203,203,07-22,1.311973054947257,-0.5705613031729181,0.4063700281553969
204,204,204,07-23,1.54824010633567,0.13326383875452494,0.4474882544270588
205,205,205,07-24,1.1457818769682275,-1.0656346904303158,0.33229687979871675
206,206,206,07-25,1.5857171314742295,0.2449056118335897,-0.06959537040723547
207,207,207,07-26,1.7809486714440428,0.8264884669989199,-0.09425823056341097
208,208,208,07-27,1.5081929674706382,0.013965853572781748,-0.19176698070733605
209,209,209,07-28,1.2622986040009871,-0.7185384641099711,-0.01608130658389051
210,210,210,07-29,1.3518438410532088,-0.4517886621090257,0.018531253583258803
211,211,211,07-30,1.4996374049136434,-0.011520645689642835,-0.14176344308105415
212,212,212,07-31,1.655431670309554,0.4525809728364856,-0.17004730505015755
213,213,213,08-01,1.4580927254598208,-0.13527971298695782,-0.19319381614631728
214,214,214,08-02,1.4512253122571577,-0.15573731824183862,-0.3264484240574553
215,215,215,08-03,1.2156782922146605,-0.8574175306869293,-0.3137439383247099
216,216,216,08-04,1.0834504170087238,-1.2513163095758535,-0.2265383973454096
217,217,217,08-05,1.5252260166696414,0.06470626870682973,-0.4869611196785142
218,218,218,08-06,1.8310758308078847,0.9758142187122874,-0.4516214730370543
219,219,219,08-07,0.9335649268220528,-1.6978160469855856,-0.3313267722319532
220,220,220,08-08,1.5224043049787357,0.05630056160692114,-0.06562448843574943
221,221,221,08-09,1.4579686501212206,-0.13564932585632258,-0.12671569131565033
222,222,222,08-10,1.6186119910989658,0.3428973932013693,-0.2439594387035193
223,223,223,08-11,1.402179786772158,-0.3018409485725757,-0.05504765292991013
224,224,224,08-12,1.5949305199438797,0.2723517343850732,-0.04951043033716662
225,225,225,08-13,1.314059694102061,-0.5643453323439305,0.25957303139529825
226,226,226,08-14,1.5335570459957966,0.08952389716338224,0.2287109443678823
227,227,227,08-15,2.0805059860549897,1.7188514445384668,0.17007725592832765
228,228,228,08-16,1.5564514298974292,0.15772487103687352,0.448804997373444
229,229,229,08-17,1.28408333478947,-0.6536430792099037,0.5168092948096064
230,230,230,08-18,2.156327188136604,1.9447181830557718,0.5278778245364767
231,231,231,08-19,1.4510298636499888,-0.15631954772695644,0.3489998252941857
232,232,232,08-20,1.55585061346863,0.15593507552460428,0.29641395357479106
233,233,233,08-21,1.7202206686805919,0.6455834490847203,0.725911319669677
234,234,234,08-22,1.4505361269418704,-0.15779035927949456,0.4679315090925232
235,235,235,08-23,2.1491511212720646,1.9233411173594133,0.4579808121579922
236,236,236,08-24,1.6367197555641906,0.3968393195928482,0.39354043456945664
237,237,237,08-25,1.4309877678174099,-0.2160237293341428,0.3778617073605808
238,238,238,08-26,1.4260586771234334,-0.2307071900066087,0.5637108871475102
239,239,239,08-27,1.6886415184642196,0.5515110858314654,0.08444158796905514
240,240,240,08-28,1.82486237727414,0.9573047194420824,0.2163638318809807
241,241,241,08-29,1.1838356979458702,-0.9522746777113172,0.34828781548580995
242,242,242,08-30,1.9024296121026216,1.1883727830644015,0.3838309854635352
243,243,243,08-31,1.6967011283407507,0.5755201722948329,0.1506839356765547
244,244,244,09-01,1.49764759431929,-0.01744817014025787,-0.19465608664632197
245,245,245,09-02,1.2190507404858213,-0.8473712128904177,0.03634344099281537
246,246,246,09-03,1.1292992556397656,-1.1147354144951778,-0.09823135723520382
247,247,247,09-04,1.6491010658577336,0.4337224881235069,0.07132491252614052
248,248,248,09-05,1.631377140051524,0.3809239936962864,0.2337407933648793
249,249,249,09-06,2.0382111783332046,1.5928577908628991,0.4348843140394778
250,250,250,09-07,1.8247759020066268,0.9570471148921752,0.5512784102589868
251,251,251,09-08,1.6241819332038916,0.359489911157173,0.3335704194094141
252,252,252,09-09,1.363733250175621,-0.4163708371781238,0.21198518992366566
253,253,253,09-10,1.2106067126648763,-0.8725254569739295,-0.0841073291101524
254,254,254,09-11,1.3864874768236986,-0.3485873832182044,-0.5258488108141358
255,255,255,09-12,1.4418394185630805,-0.1836973233400092,-0.5643141000615541
256,256,256,09-13,0.93504675360765,-1.6934017753317256,-0.547936109083734
257,257,257,09-14,1.5467074589638663,0.12869817567266334,-0.5355802363932738
258,258,258,09-15,1.396720815456952,-0.31810289131120306,-0.5074626227148576
259,259,259,09-16,1.2354931689791064,-0.7983902208311678,-0.4038245129987349
260,260,260,09-17,1.4431202847198628,-0.17988170114770746,0.09415984281211558
261,261,261,09-18,1.6505810715853717,0.4381313349567274,0.5913803163942334
262,262,262,09-19,1.9380569194233848,1.294504359533377,0.6948054882764473
263,263,263,09-20,2.548179059095832,3.1120210171653717,1.162895134988248
264,264,264,09-21,1.6050335818895232,0.30244813998207953,1.3911903436616175
265,265,265,09-22,2.1782912080873107,2.010147659439636,1.5954157344021065
266,266,266,09-23,1.9029387758722007,1.1898895508925114,1.3151698219788293
267,267,267,09-24,2.0619195818019564,1.6634836793996604,0.5244015750322032
268,268,268,09-25,1.3736024424726685,-0.3869711150062857,0.286301921506328
269,269,269,09-26,0.9554611730082304,-1.6325884645143869,-0.08762395482686837
270,270,270,09-27,1.1254675670599994,-1.1261497811731715,-0.3533306186617506
271,271,271,09-28,1.4251521770166051,-0.23340759855954216,-0.5985634032860402
272,272,272,09-29,1.3677683797712477,-0.4043504321167821,-0.747225221168088
273,273,273,09-30,1.5679864429406818,0.19208697165392247,-0.6013270534255251
274,274,274,10-01,1.0741767419171724,-1.2789420222985723,-0.4871484110984651
275,275,275,10-02,1.2493204955192838,-0.7571994580590097,-0.4832701547215792
276,276,276,10-03,1.3554393274913232,-0.4410779272108112,-0.4742196999444879
277,277,277,10-04,1.4329635279682278,-0.2101380602982266,-0.3758669484679887
278,278,278,10-05,1.3859972619454624,-0.350047703454234,-0.2607298008410938
279,279,279,10-06,1.766082644991549,0.7822034805129172,0.00708333924759169
280,280,280,10-07,1.3060790661272663,-0.5881191365372029,-0.2305457179718813
281,281,281,10-08,1.7887336295134266,0.8496793824731035,-0.3588782330244029
282,282,282,10-09,0.8768211594642319,-1.866852270527649,-0.5174712905859633
283,283,283,10-10,1.174483887593197,-0.9801331506133558,-0.6836835695023823
284,284,284,10-11,1.0665686551912676,-1.3016060488235963,-0.3235480818712468
285,285,285,10-12,1.4313078604200211,-0.21507019298559685,-0.5390695345092859
286,286,286,10-13,2.031442324932605,1.5726937892496096,-0.2367450455380521
287,287,287,10-14,1.3546432701981317,-0.4434493333551314,-0.17136781233835116
288,288,288,10-15,1.4857449786059969,-0.05290533670024638,0.2015977953870768
289,289,289,10-16,1.3061627822151658,-0.5878697514151506,0.12150063409813147
290,290,290,10-17,1.81777357093432,0.936187597528971,-0.07369509215775176
291,291,291,10-18,1.2699809711546288,-0.6956531607192684,0.3216193067752145
292,292,292,10-19,1.638290822332389,0.4015194317143101,0.3552765216895193
293,293,293,10-20,2.1508617782624824,1.928437060242666,0.2263433094917766
294,294,294,10-21,1.5535353184393133,0.14903795278558246,-0.046029497827267694
295,295,295,10-22,1.046473253745855,-1.3614690246016068,0.25563508273133345
296,296,296,10-23,1.269176629193164,-0.6980492463852949,0.22347517866198327
297,297,297,10-24,1.877575642425272,1.1143343226323386,0.17870542807619685
298,298,298,10-25,1.5735162760302377,0.20856000729820884,0.13666946715543124
299,299,299,10-26,2.0606892368269945,1.6598185567279478,0.34092323336704045
300,300,300,10-27,1.4688690118749048,-0.1031778127390114,0.4210939573199921
301,301,301,10-28,1.4578689161313012,-0.13594642733195147,0.32574147201901354
302,302,302,10-29,1.43065168395605,-0.21702490266758545,0.5195359058074314
303,303,303,10-30,1.6855223962204784,0.5422194108264677,-0.07799888576126024
304,304,304,10-31,1.9638453795455253,1.3713266100287158,-0.22404537969670849
305,305,305,11-01,0.8571705652492289,-1.9253901926842016,-0.12105196071753938
306,306,306,11-02,1.1747109396589963,-0.9794567763517008,-0.18293491298684925
307,307,307,11-03,1.6653120718103998,0.482014086543063,-0.048600627828617
308,308,308,11-04,1.3060107600142876,-0.5883226162834446,-0.3641884006346687
309,309,309,11-05,1.9560904412987352,1.3482251217758612,0.13899880624449112
310,310,310,11-06,1.3282074510884978,-0.5222000268075946,0.5252140265707373
311,311,311,11-07,1.8706600010497456,1.0937330485907573,0.4461188664237475
312,312,312,11-08,1.952602428939288,1.3378345456057763,0.3872858171700013
313,313,313,11-09,1.5060033530353312,0.007443125661123566,0.17121038587972914
314,314,314,11-10,1.1875127674591577,-0.941320911805922,0.1980951664067402
315,315,315,11-11,1.5208842914704432,0.05177253403422833,-0.22044443454207088
316,316,316,11-12,1.3823571605314977,-0.3608913436455281,-0.3870350858488617
317,317,317,11-13,1.027662686677141,-1.4175045571021092,-0.3315872067568146
318,318,318,11-14,1.6170655494353017,0.3382906377650315,-0.25584870731836235
319,319,319,11-15,1.6176831392641362,0.340130400213406,-0.34216998519902003
320,320,320,11-16,1.3400607019353392,-0.4868899151752084,-0.4240776282092465
321,321,321,11-17,1.347021160570422,-0.4661551332497177,-0.2072916603193337
322,322,322,11-18,1.2173837077741425,-0.852337201706887,-0.2981665637664771
323,323,323,11-19,1.4642999566286008,-0.11678874976263215,-0.3347646534461339
324,324,324,11-20,1.4340307795446,-0.20695878291782915,-0.3080537836268484
325,325,325,11-21,1.5439694661943046,0.1205418621354652,-0.09281773946619744
326,326,326,11-22,1.393860130881055,-0.3266246962594958,0.1140971384717525
327,327,327,11-23,1.7805366672806302,0.825261131714188,0.04456037498878485
328,328,328,11-24,1.6341392214937642,0.38915206592081264,0.1789502498319653
329,329,329,11-25,1.324243186054401,-0.534009330660438,0.12223235496561635
330,330,330,11-26,1.7047107900259195,0.5993804661412535,0.333198603468498
331,331,331,11-27,1.4297316905075839,-0.21976550706262848,0.2318172620031937
332,332,332,11-28,1.8187756717475063,0.9391727947577938,0.33795032573935097
333,333,333,11-29,1.5763404612609369,0.2169730829223619,0.14050858643752626
334,334,334,11-30,1.847906060982531,1.0259504483377566,-0.060125299181825326
335,335,335,12-01,0.9265678989389752,-1.7186597664713867,-0.04539684798745247
336,336,336,12-02,1.300606073612384,-0.6044228475748559,-0.2921039822980839
337,337,337,12-03,1.4593968518772074,-0.13139479989639127,-0.3330524129809275
338,338,338,12-04,1.321872986341019,-0.5410700111059946,-0.6675680040455338
339,339,339,12-05,1.4938645927525431,-0.02871750117469958,-0.3673422726318525
340,340,340,12-06,1.1741448583533045,-0.9811430980498812,-0.4700945544122354
341,341,341,12-07,1.5312645267217262,0.08269462201070174,-0.3982140215758523
342,342,342,12-08,1.0936486019892535,-1.220936538257153,-0.32997412454827096
343,343,343,12-09,1.6041743018469985,0.299888397121907,-0.32374323108150616
344,344,344,12-10,1.4593176864289084,-0.13163062894050626,-0.3541433248727084
345,345,345,12-11,1.506414483961683,0.008667859625889139,-0.4464157091141656
346,346,346,12-12,1.1129148161671814,-1.1635436607970944,-0.1891498047205941
347,347,347,12-13,1.3454150349891172,-0.4709396834380418,-0.15458928168572472
348,348,348,12-14,1.611818127625,0.3226588881042761,-0.06284679706191887
349,349,349,12-15,1.6737840306173726,0.5072515353311233,0.1028543610310496
350,350,350,12-16,1.6440998861930762,0.4188242788023288,0.4076699494982499
351,351,351,12-17,1.84015979968364,1.0028748081837,0.3592454170945732
352,352,352,12-18,1.7268560582246608,0.6653498700061073,0.19242751708275474
353,353,353,12-19,1.2478812516302489,-0.7614868778601019,0.1020133235376776
354,354,354,12-20,1.2758235374346207,-0.6782485119666347,0.11035563567715076
355,355,355,12-21,1.4916771949275598,-0.03523362593933964,-0.11663875675663216
356,356,356,12-22,1.6609024700185766,0.4688781516391679,-0.3511647484146947
357,357,357,12-23,1.3829613344356082,-0.3590915464189975,-0.4183421653952072
358,358,358,12-24,1.2544878983895331,-0.7418060799422679,-0.42511393052205815
359,359,359,12-25,1.1125765350092118,-1.1645513797431777,-0.7547395897299009
360,360,360,12-26,1.2621842550284723,-0.7188791027277404,-1.0438778933252852
361,361,361,12-27,0.8277649992103957,-2.012987581186396,-1.1481109772010576
362,362,362,12-28,1.0785374731088326,-1.265951669933138,-1.1559208857446464
363,363,363,12-29,1.1730213202126831,-0.9844900496736326,
364,364,364,12-30,1.2387576498949684,-0.7886655312037988,
365,365,365,12-31,,,
