,unnamed: 0,unnamed: 0,mth_day,friendship,friendship_norm,friendship_ravg
0,0,0,01-01,,,
1,1,1,01-02,8.310636175178649,-1.4233761353287069,
2,2,2,01-03,8.826848806568815,-0.9508999103499084,
3,3,3,01-04,7.3424769244672214,-2.3095075473450484,
4,4,4,01-05,7.106925632465018,-2.525101623248168,-2.146000266955656
5,5,5,01-06,6.780588323939785,-2.823789819208266,-2.191002597840512
6,6,6,01-07,6.759243089898328,-2.843326566253833,-2.3301477446192806
7,7,7,01-08,8.015627405425564,-1.693390120637849,-1.8901396326680384
8,8,8,01-09,7.9146951967181325,-1.7857707910225198,-1.5674033588446328
9,9,9,01-10,10.226910891237434,0.33054112436240235,-1.3186540741979629
10,10,10,01-11,9.222594515015617,-0.5886839803077354,-0.8114134538902169
11,11,11,01-12,8.411242092259753,-1.3312941113282477,-0.5345890100465088
12,12,12,01-13,10.084413773804686,0.20011715559264406,-0.4968441859805135
13,13,13,01-14,9.830325377956457,-0.032443457575600285,-0.6033468888864224
14,14,14,01-15,8.162128027269647,-1.5593018466265482,-0.7139493895529538
15,15,15,01-16,9.528741913278497,-0.3084750930730511,-0.4519182567924237
16,16,16,01-17,8.497549678188562,-1.252298984306924,-0.4515525262671863
17,17,17,01-18,10.128963832284176,0.240892685234933,-0.6092515283490483
18,18,18,01-19,10.086811287670967,0.2023115387440682,-0.4697470109965615
19,19,19,01-20,8.796543623084869,-0.978637470066772,-0.4360756173205372
20,20,20,01-21,9.076637458891188,-0.7222747425116272,-0.6433989880849825
21,21,21,01-22,9.749471733910482,-0.10644673101690506,-0.9867170076230132
22,22,22,01-23,7.138459796671723,-2.4962392088935954,-1.3476348088148786
23,23,23,01-24,7.878373149834415,-1.819015431993252,-1.5967024710392497
24,24,24,01-25,7.7208468049861665,-1.9631952684071243,-1.9190682940629344
25,25,25,01-26,7.163802758926357,-2.4730434434129966,-2.161513832436033
26,26,26,01-27,6.963397033545598,-2.6564696806537373,-1.8252059917184784
27,27,27,01-28,8.160141612531381,-1.5611199612554956,-1.488142539635226
28,28,28,01-29,9.343095876572804,-0.4783921645882672,-1.3456661766728049
29,29,29,01-30,10.087962572707355,0.20336528050626204,-1.0925366833848238
30,30,30,01-31,8.654837905668941,-1.1083370906325976,-0.7748400612936859
31,31,31,02-01,8.823170594654107,-0.9542664836851108,-0.4787728836261246
32,32,32,02-02,9.046028928271628,-0.7502899481069104,-0.5487684490866062
33,33,33,02-03,10.100983611836924,0.2152831047498732,-0.8585755692884449
34,34,34,02-04,8.884246184820137,-0.8983655573511563,-0.9146996784335052
35,35,35,02-05,8.057049604547194,-1.6554774407047697,-0.9258898255903034
36,36,36,02-06,8.286921309643388,-1.4450817455029594,-0.90315129842432
37,37,37,02-07,8.749814582172677,-1.0214073666258994,-1.1762991430735383
38,38,38,02-08,9.19508931677455,-0.6138587851110103,-1.0094516362659596
39,39,39,02-09,8.310387257687019,-1.4236039631454358,-0.5427367574411921
40,40,40,02-10,9.978000147156251,0.10271948349431527,-0.3097432434916553
41,41,41,02-11,11.116557401595216,1.1448118322438352,-0.2904344587194456
42,42,42,02-12,9.814289527226759,-0.04712066180573892,-0.08377595010792117
43,43,43,02-13,8.876391600053179,-0.9055546579926408,0.042472630098746064
44,44,44,02-14,10.549820753696807,0.6260922665581358,-0.2969331838870188
45,45,45,02-15,9.137998574646053,-0.6661124819054324,-0.5357079719237144
46,46,46,02-16,7.753055579569924,-1.9337154004202737,-0.6609214254062121
47,47,47,02-17,9.551290556929127,-0.2878368959763388,-0.5170184735066148
48,48,48,02-18,8.993463891263168,-0.7984013827007249,-0.7994119481282761
49,49,49,02-19,9.819734577383773,-0.04213694659505648,-0.8405562153670538
50,50,50,02-20,8.698615496182729,-1.0682685811718329,-0.4652646730341728
51,51,51,02-21,8.868280997315221,-0.9129780853380978,-0.4930520856857168
52,52,52,02-22,10.213245841395137,0.3180338535770121,-0.4594317143584969
53,53,53,02-23,9.369132649554787,-0.4545613718856026,-0.2599873632805874
54,54,54,02-24,9.2138592394344,-0.5966791547374055,-0.10159261593532036
55,55,55,02-25,11.127174247480841,1.1545291598724,0.020766278586858127
56,56,56,02-26,9.736958147127542,-0.11790009710023072,-0.16528378907692146
57,57,57,02-27,9.670393826397188,-0.1788247182050269,-0.0798011414577899
58,58,58,02-28,8.99361120259382,-0.7982665524056651,0.0239806840722392
59,59,59,02-29,9.929506528274082,0.05833451382918655,-0.3265987231557829
60,60,60,03-01,9.894191748225527,0.026011798442769057,-0.4862950187114932
61,61,61,03-02,8.82898218512466,-0.9489472834957324,-0.4115364951050709
62,62,62,03-03,8.690083312876055,-1.0760778704344924,-0.3719918906862636
63,63,63,03-04,10.160466665826686,0.2697264234335073,-0.4674198334749522
64,64,64,03-05,9.25284233286157,-0.5609989258928215,-0.4181366394287739
65,65,65,03-06,9.303937153341288,-0.5142331429029455,-0.6207189412205644
66,66,66,03-07,10.217263334945448,0.32171096271983923,-0.5351867621215564
67,67,67,03-08,7.5009719587598225,-2.1644410942464747,-0.7534659280957549
68,68,68,03-09,9.250781890797708,-0.5628847958404434,-0.7818524612341357
69,69,69,03-10,8.729557045133102,-1.039948572411684,-0.6878612203362122
70,70,70,03-11,9.066756944526123,-0.7313181247231065,-0.8123818634921546
71,71,71,03-12,9.920088357060216,0.04971430248459545,-0.4205194843736589
72,72,72,03-13,9.400979355338103,-0.4254128962158149,-0.4424647525513317
73,73,73,03-14,10.06979086443042,0.1867331804644992,-0.4262275382609673
74,74,74,03-15,9.106921640901737,-0.6945564049064797,-0.20652310616668013
75,75,75,03-16,8.835998656441495,-0.9425252866694976,-0.615044075619218
76,76,76,03-17,10.507009770257994,0.5869084678426164,-0.4162102858464643
77,77,77,03-18,7.242065546977633,-2.4014115142306323,-0.4425521208813248
78,78,78,03-19,10.704416545209122,0.7675898424207074,-0.19644723543182896
79,79,79,03-20,9.897109312300245,0.028682170255336426,0.15658956306008764
80,80,80,03-21,10.720240285939079,0.7820729077904953,0.08381971210409077
81,81,81,03-22,11.15029992823881,1.175695504282002,0.5176622796371386
82,82,82,03-23,10.029973497168688,0.1502893621066352,0.501990719272753
83,83,83,03-24,10.08608183675411,0.20164389096765487,0.5643605257748595
84,84,84,03-25,10.601683027804487,0.6735604802343936,0.5580553610143532
85,85,85,03-26,10.305969020767382,0.40290100926797545,0.6819358916487915
86,86,86,03-27,10.678907340233518,0.7442419192274575,0.6750367945750685
87,87,87,03-28,11.962387707254775,1.918978688088632,0.620740620898553
88,88,88,03-29,9.984747081111847,0.10889477966429738,0.6649983582267311
89,89,89,03-30,9.730148108796953,-0.12413315109143802,0.7591145134797238
